# Table S8. mRNAs significantly upregulated 1.3 fold or greater in prg-1(n4357) gonads.
# * mean reads across all libraries
gene_id,public_name,baseMean*,fold_change,pvalue_adj,predicted_piRNA_targets,CLASH_counts,Input,Suggested Match,History
F46F5.1,F46F5.1,6.99794904803292,117.645,0.0043173752183584,5.0,0.0,F46F5.1,WBGene00018493,Public name for WBGene00018493. History: N.A.
WBTransposon00000050,Transposon,10.3436529026729,116.991,8.31048430354799e-06,,,,,
F18C12.4,F18C12.4,7.34580492818809,113.785,1.10231968970258e-05,8.0,1.0,F18C12.4,WBGene00008935,Public name for WBGene00008935. History: N.A.
C38D9.5,C38D9.5,12.672975750321,113.405,8.99181211077995e-05,,,C38D9.5,WBGene00008013,Public name for WBGene00008013. History: N.A.
F23F12.4,sdz-15,5.99668843502897,110.262,1.2002800958149e-06,18.0,1.0,F23F12.4,WBGene00017752,Sequence name for WBGene00017752(sdz-15). History: N.A.
K10H10.7,K10H10.7,5.55199588296698,110.163,0.0002156866711305,5.0,0.0,K10H10.7,WBGene00010763,Public name for WBGene00010763. History: N.A.
K06B4.15,K06B4.15,23.5531731965261,108.964,4.58595848153e-05,3.0,0.0,K06B4.15,WBGene00077450,Public name for WBGene00077450. History: N.A.
T28D9.9,lido-16,6.77917136476401,108.918,2.2567121136821e-05,17.0,2.0,T28D9.9,WBGene00020898,Sequence name for WBGene00020898(lido-16). History: N.A.
T09B4.6,T09B4.6,12.164070186837,106.609,3.38396105317593e-05,10.0,2.0,T09B4.6,WBGene00020380,Public name for WBGene00020380. History: N.A.
C15A11.5,col-7,6.44339572562546,104.755,0.0016726845663005,6.0,4.0,C15A11.5,WBGene00000596,Sequence name for WBGene00000596(col-7). History: N.A.
T23F11.2,T23F11.2,46.4902220400344,104.548,2.35533579959585e-07,6.0,9.0,T23F11.2,WBGene00011954,Public name for WBGene00011954. History: N.A.
F57A8.6,F57A8.6,11.5626501755839,104.508,1.02155222066331e-05,9.0,1.0,F57A8.6,WBGene00010181,Public name for WBGene00010181. History: N.A.
F20D6.1,F20D6.1,11.1694951034825,104.357,0.0003437006768947,5.0,0.0,F20D6.1,WBGene00017633,Public name for WBGene00017633. History: N.A.
Y116A8A.4,Y116A8A.4,6.30633576102096,104.326,0.0007545022475998,11.0,5.0,Y116A8A.4,WBGene00013775,Public name for WBGene00013775. History: N.A.
K03B4.6,K03B4.6,5.82127721025003,102.907,2.38738508239649e-05,2.0,0.0,K03B4.6,WBGene00019356,"Public name for WBGene00019356. History: Split into K03B4.9(WBGene00219236). History of WBGene00019356: Split into ""WBGene00219236"" on 2011-09-19"
C04F12.12,C04F12.12,22.8687679574443,101.953,3.47715950259908e-05,2.0,1.0,C04F12.12,WBGene00077685,Public name for WBGene00077685. History: N.A.
F40F12.8,Pseudogene,5.77869573362934,101.657,0.0005708408767574,,,F40F12.8,WBGene00014755,Public name for WBGene00014755. History: N.A.
BE10.5,BE10.5,5.32609819925496,101.288,0.0011212951912291,6.0,1.0,BE10.5,WBGene00044127,Public name for WBGene00044127. History: N.A.
F11G11.12,col-73,4.78106016121256,100.539,0.0021403391191906,5.0,7.0,F11G11.12,WBGene00000649,Sequence name for WBGene00000649(col-73). History: N.A.
C06E1.7,C06E1.7,5.57260198686434,99.5162,0.000391377305651,15.0,1.0,C06E1.7,WBGene00015522,Public name for WBGene00015522. History: N.A.
B0207.1,B0207.1,5.52703625159842,98.5717,0.0005635887990762,28.0,4.0,B0207.1,WBGene00015026,Public name for WBGene00015026. History: N.A.
F41F3.1,F41F3.1,12.2080482484875,98.5068,2.48920082083125e-05,11.0,0.0,F41F3.1,WBGene00018296,"Public name for WBGene00018296. History: Split into F41F3.9(WBGene00269385). History of WBGene00018296: Split into ""WBGene00269385"" on 2016-02-18"
F11G11.14,F11G11.14,11.500890791716,98.0764,8.95972999824363e-05,4.0,6.0,F11G11.14,WBGene00044384,Public name for WBGene00044384. History: N.A.
R07C3.4,acs-15,45.1638080531642,96.9996,7.294396373461911e-09,21.0,3.0,R07C3.4,WBGene00019920,Sequence name for WBGene00019920(acs-15). History: N.A.
C01B12.4,osta-1,5.40269995191027,93.9571,0.0046371484467246,12.0,3.0,C01B12.4,WBGene00015287,Sequence name for WBGene00015287(osta-1). History: N.A.
T02H6.7,T02H6.7,11.3080069692215,93.82,1.75984651777158e-05,4.0,4.0,T02H6.7,WBGene00020177,Public name for WBGene00020177. History: N.A.
C06C3.8,lido-17,19.9391100978368,92.7327,8.65309083075064e-07,19.0,12.0,C06C3.8,WBGene00007378,Sequence name for WBGene00007378(lido-17). History: N.A.
Y71A12B.23,Y71A12B.23,6.14485990950639,92.6422,9.29079159990684e-06,2.0,0.0,Y71A12B.23,WBGene00195227,Public name for WBGene00195227. History: N.A.
T16A1.2,T16A1.2,19.7191308230551,91.2756,0.0003029987278512,24.0,2.0,T16A1.2,WBGene00020533,Public name for WBGene00020533. History: N.A.
C45B11.9,C45B11.9,5.54545916077124,90.8453,7.81682143767831e-05,1.0,0.0,C45B11.9,WBGene00185117,Public name for WBGene00185117. History: N.A.
Y32F6A.4,Y32F6A.4,5.88772812144885,90.7544,0.0001202991064091,29.0,0.0,Y32F6A.4,WBGene00012529,Public name for WBGene00012529. History: N.A.
Y37D8A.5,Y37D8A.5,106.33783257248,89.7344,3.30629014292943e-10,9.0,20.0,Y37D8A.5,WBGene00012547,Public name for WBGene00012547. History: N.A.
F56F4.9,ttr-56,5.19731280848006,87.3736,0.0002743110873472,1.0,0.0,F56F4.9,WBGene00050896,Sequence name for WBGene00050896(ttr-56). History: N.A.
C09H10.1,rpl-42,28.6175053595041,86.9507,3.05781133432057e-08,9.0,10.0,C09H10.1,WBGene00004455,Sequence name for WBGene00004455(rpl-42). History: N.A.
F41G3.4,fis-1,19.5427121006325,86.5361,6.70238763952577e-06,9.0,1.0,F41G3.4,WBGene00001424,Sequence name for WBGene00001424(fis-1). History: N.A.
F58F12.3,F58F12.3,18.6012011595834,86.3814,3.57813499045229e-06,22.0,6.0,F58F12.3,WBGene00019063,Public name for WBGene00019063. History: N.A.
F28A10.4,F28A10.4,5.12785386828425,85.7002,0.0010919240336898,4.0,1.0,F28A10.4,WBGene00017872,Public name for WBGene00017872. History: N.A.
C04F12.16,C04F12.16,18.3057594112567,83.4241,1.32905839962204e-05,9.0,0.0,C04F12.16,WBGene00219286,Public name for WBGene00219286. History: N.A.
T05B4.14,T05B4.14,17.3356564028008,82.6615,5.27173624930313e-05,8.0,2.0,T05B4.14,WBGene00194894,Public name for WBGene00194894. History: N.A.
F46F5.7,F46F5.7,16.5619212999172,80.6063,6.71376709231365e-06,14.0,0.0,F46F5.7,WBGene00018498,Public name for WBGene00018498. History: N.A.
F46A8.6,F46A8.6,5.09014659799104,80.4768,0.000465992579598,4.0,1.0,F46A8.6,WBGene00009749,Public name for WBGene00009749. History: N.A.
Y51H7C.8,Y51H7C.8,10.2201848292636,79.6386,0.0001150854958527,5.0,0.0,Y51H7C.8,WBGene00021786,Public name for WBGene00021786. History: N.A.
F56D6.14,F56D6.14,9.07684634527755,79.392,0.0002218880981814,6.0,1.0,F56D6.14,WBGene00044476,Public name for WBGene00044476. History: N.A.
T08G11.2,T08G11.2,52.4094355001195,79.0409,8.531769157884561e-09,14.0,3.0,T08G11.2,WBGene00044684,"Public name for WBGene00044684. History: Split into ""WBGene00001198"" on 2005-11-29"
F55B11.7,F55B11.7,9.05735404667129,79.0312,0.000112748452826,13.0,0.0,F55B11.7,WBGene00045060,Public name for WBGene00045060. History: N.A.
C30H6.2,zipt-17,9.37079277433598,78.8202,0.0001190302970634,7.0,0.0,C30H6.2,WBGene00006487,Sequence name for WBGene00006487(zipt-17). History: Renamed on 2017-06-08
B0034.4,B0034.4,4.80697166161421,78.2296,0.0002874863341922,8.0,0.0,B0034.4,WBGene00015004,Public name for WBGene00015004. History: N.A.
H23L24.2,ipla-5,16.4806010027511,77.5878,0.0001137775223762,33.0,1.0,H23L24.2,WBGene00019229,Sequence name for WBGene00019229(ipla-5). History: N.A.
T20B6.2,T20B6.2,30.2918819750281,76.9266,2.82397101329336e-06,17.0,5.0,T20B6.2,WBGene00020598,Public name for WBGene00020598. History: N.A.
ZK550.5,ZK550.5,223.167393369287,76.7376,6.48443612643867e-11,4.0,10.0,ZK550.5,WBGene00013999,Sequence name for WBGene00013999(phyh-1). History: N.A.
B0524.4,B0524.4,9.33218123200044,76.442,0.0007238219235433,31.0,3.0,B0524.4,WBGene00015243,Public name for WBGene00015243. History: N.A.
R09E12.6,Transposon,51.7624517952626,76.009,0.0001819763882587,,,R09E12.6,,Sequence name for Suppressed gene WBGene00019985. Molecular name for Suppressed gene WBGene00019985. Public name for Suppressed gene WBGene00019985. History of WBGene00019985: Killed on 2009-04-15; Suppressed on 2012-11-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
T06E4.5,T06E4.5,4.68067084451641,75.9512,0.0006075191321299,13.0,0.0,T06E4.5,WBGene00011533,Public name for WBGene00011533. History: N.A.
ZK1290.9,fbxa-224,39.6659478017202,75.6247,7.44252140615359e-10,11.0,5.0,ZK1290.9,WBGene00022890,Sequence name for WBGene00022890(fbxa-224). History: N.A.
C38C3.7,C38C3.7,7.48531785965976,74.9428,0.0013038084470454,,,C38C3.7,WBGene00016516,"Public name for Dead gene WBGene00016515. History of WBGene00016515: Merged into ""WBGene00016516"" on 2015-07-23"
F26A1.4,F26A1.4,4.20707104220814,74.3913,0.0008453884560452,3.0,3.0,F26A1.4,WBGene00017803,Public name for WBGene00017803. History: N.A.
F59C6.3,F59C6.3,17.1627396384145,74.0273,1.84619847941316e-05,11.0,17.0,F59C6.3,WBGene00010324,"Public name for WBGene00010324. History: Split into F59C6.14(WBGene00044792). History of WBGene00010324: Split into ""WBGene00044792"" on 2006-03-20"
Y22D7AR.12,Y22D7AR.12,39.534282130595,73.9096,4.90007236172961e-06,,,Y22D7AR.12,WBGene00021265,Public name for WBGene00021265. History: N.A.
W05G11.3,col-88,3.47898651033085,73.4973,0.013745288172353,2.0,3.0,W05G11.3,WBGene00000663,Sequence name for WBGene00000663(col-88). History: N.A.
C08F11.14,Pseudogene,40.378868759968,72.6881,1.06947699190771e-06,,,C08F11.14,WBGene00007461,Public name for WBGene00007461. History: N.A.
W03D8.5,W03D8.5,23.5309028403357,71.1617,5.76704324707201e-08,10.0,2.0,W03D8.5,WBGene00020987,Public name for WBGene00020987. History: N.A.
ZK1248.20,ZK1248.20,8.25965443249899,71.154,0.0014247382284044,2.0,1.0,ZK1248.20,WBGene00044393,Public name for WBGene00044393. History: N.A.
F47H4.12,Pseudogene,4.64114269237622,70.9194,0.0003127891607872,,,F47H4.12,WBGene00043053,Public name for WBGene00043053. History: N.A.
ZK666.8,ZK666.8,15.0671405615695,70.7058,0.0001284514657927,12.0,2.0,ZK666.8,WBGene00014048,Public name for WBGene00014048. History: N.A.
C35B8.1,col-175,3.34887864709261,70.6205,0.0434565777229,4.0,2.0,C35B8.1,WBGene00000748,Sequence name for WBGene00000748(col-175). History: N.A.
B0222.8,col-10,3.6944964038966,70.5803,0.0016268045231673,1.0,7.0,B0222.8,WBGene00000599,Sequence name for WBGene00000599(col-10). History: N.A.
Y54G2A.24,Y54G2A.24,16.1751880556854,70.5514,0.0001024373067169,,,Y54G2A.24,WBGene00021889,Public name for WBGene00021889. History: N.A.
B0024.1,col-149,7.96202746134748,70.2397,9.51696817439738e-05,6.0,4.0,B0024.1,WBGene00000722,Sequence name for WBGene00000722(col-149). History: N.A.
Y80D3A.8,Y80D3A.8,36.2536798672717,69.9186,1.85079117797374e-08,37.0,7.0,Y80D3A.8,WBGene00013586,Public name for WBGene00013586. History: N.A.
W01B6.8,W01B6.8,4.12743720265262,69.3226,0.0009498863785249,11.0,0.0,W01B6.8,WBGene00012174,Public name for WBGene00012174. History: N.A.
F21F3.3,icmt-1,27.9072361188327,68.5905,5.747300331381441e-09,12.0,1.0,F21F3.3,WBGene00017673,Sequence name for WBGene00017673(icmt-1). History: Renamed on 2015-04-29
F10G8.2,F10G8.2,5.11588130506724,67.351,0.0006614655912787,7.0,0.0,F10G8.2,WBGene00008662,Public name for WBGene00008662. History: N.A.
Y73F8A.12,Y73F8A.12,17.3821731491965,67.2145,0.0002243225144329,9.0,3.0,Y73F8A.12,WBGene00013521,Public name for WBGene00013521. History: N.A.
C15H7.2,Pseudogene,3.34699665529166,67.1562,0.0036718362608078,,,C15H7.2,WBGene00014678,Public name for WBGene00014678. History: N.A.
B0496.6,B0496.6,7.83373636008706,67.0056,0.0006373529505216,12.0,0.0,B0496.6,WBGene00015215,Public name for WBGene00015215. History: N.A.
Y70C5C.5,Pseudogene,20.0334365094442,66.9123,0.0001462244166307,,,Y70C5C.5,WBGene00013495,Sequence name for WBGene00013495(clec-236). History: N.A.
C45G9.15,C45G9.15,7.7293216979095,66.7481,0.0001665841661727,33.0,0.0,C45G9.15,WBGene00050919,Public name for WBGene00050919. History: N.A.
F44D12.11,Pseudogene,7.17256950094185,66.5323,0.0005622016255714,,,F44D12.11,WBGene00014375,Public name for WBGene00014375. History: N.A.
Y41C4A.21,Y41C4A.21,3.91144377924027,65.9412,0.0020427382570006,2.0,0.0,Y41C4A.21,WBGene00194733,Public name for WBGene00194733. History: N.A.
T25B9.2,T25B9.2,6.62074079503136,65.7664,0.0004438172108908,9.0,0.0,T25B9.2,WBGene00012008,Public name for WBGene00012008. History: N.A.
F26B1.1,F26B1.1,4.49685494813253,65.728,0.0001205519941995,13.0,0.0,F26B1.1,WBGene00017815,"Public name for WBGene00017815. History: Split into F26B1.8(WBGene00194703). History of WBGene00017815: Split into ""WBGene00194703"" on 2009-07-23"
ZK930.6,ZK930.6,13.9021149096135,65.5506,6.66544512156725e-05,5.0,11.0,ZK930.6,WBGene00014156,Public name for WBGene00014156. History: N.A.
K09F6.4,K09F6.4,18.6189930449352,65.5018,6.80557844247042e-06,32.0,0.0,K09F6.4,WBGene00019587,Public name for WBGene00019587. History: N.A.
C44F1.2,gmeb-3,14.8376973119881,65.1901,0.000531970493152,6.0,0.0,C44F1.2,WBGene00008092,Sequence name for WBGene00008092(gmeb-3). History: Renamed on 2014-11-12
F15H10.4,tag-314,22.5172530481702,65.1401,2.16666285011872e-07,19.0,0.0,F15H10.4,WBGene00008871,Sequence name for WBGene00008871(tag-314). History: N.A.
F44F4.10,F44F4.10,37.873119562029,64.9006,8.38125016864929e-08,10.0,2.0,F44F4.10,WBGene00009705,Public name for WBGene00009705. History: N.A.
M05B5.7,M05B5.7,8.16001908713482,64.8961,6.50464219159108e-05,2.0,1.0,M05B5.7,WBGene00194654,Public name for WBGene00194654. History: N.A.
B0207.9,B0207.9,15.3717825612652,64.6477,0.0002276659004905,16.0,0.0,B0207.9,WBGene00015032,Public name for WBGene00015032. History: N.A.
F35E2.5,F35E2.5,7.75732157521964,64.3506,0.0001822209304667,16.0,1.0,F35E2.5,WBGene00009412,Public name for WBGene00009412. History: N.A.
Y37D8A.8,Y37D8A.8,13.5289164524513,64.2517,3.21630189393602e-05,2.0,1.0,Y37D8A.8,WBGene00012549,Public name for WBGene00012549. History: N.A.
C01G12.9,C01G12.9,19.1461733060417,63.9857,8.45446229830789e-05,8.0,1.0,C01G12.9,WBGene00007249,Public name for WBGene00007249. History: N.A.
C34E10.9,C34E10.9,3.90553125203249,63.9284,0.0007589101508591,5.0,2.0,C34E10.9,WBGene00016410,Public name for WBGene00016410. History: N.A.
K03H1.9,K03H1.9,4.05568657318802,63.6893,0.0025000926013333,4.0,0.0,K03H1.9,WBGene00010544,Public name for WBGene00010544. History: N.A.
T25D10.5,btb-2,34.4588844264845,63.3632,1.66377777616275e-05,25.0,6.0,T25D10.5,WBGene00020802,Sequence name for WBGene00020802(btb-2). History: N.A.
F58A6.9,F58A6.9,47.2064098512035,62.689,3.75751358851211e-07,1.0,58.0,F58A6.9,WBGene00019026,Public name for WBGene00019026. History: N.A.
D1081.5,D1081.5,55.0096663505642,62.4738,1.0895657589507e-06,6.0,2.0,D1081.5,WBGene00008383,Public name for WBGene00008383. History: N.A.
Y51B9A.3,mpz-6,13.037386685494,62.2513,0.000291248954755,8.0,1.0,Y51B9A.3,WBGene00013085,Sequence name for WBGene00013085(mpz-6). History: N.A.
M03E7.3,M03E7.3,3.46218062055816,62.1568,0.0004848113912473,5.0,0.0,M03E7.3,WBGene00019755,Public name for WBGene00019755. History: N.A.
K02A2.6,Transposon,2.88079270037845,62.1253,0.0277363670039108,,,K02A2.6,,Sequence name for Suppressed gene WBGene00019291. Molecular name for Suppressed gene WBGene00019291. Public name for Suppressed gene WBGene00019291. History of WBGene00019291: Suppressed on 2005-12-12. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C30A5.4,C30A5.4,4.06253901456695,62.0674,0.0018786765867316,17.0,1.0,C30A5.4,WBGene00016239,Public name for WBGene00016239. History: N.A.
K08H10.5,Pseudogene,3.21402309172326,61.9775,0.0023544776812891,,,K08H10.5,WBGene00014805,Public name for WBGene00014805. History: N.A.
C38C3.8,C38C3.8,3.38364187807958,61.9513,0.0019918603905332,,,C38C3.8,WBGene00016516,Public name for WBGene00016516. History: N.A.
C15H7.4,C15H7.4,18.7659171989853,61.949,4.05316864562096e-05,12.0,1.0,C15H7.4,WBGene00007611,Public name for WBGene00007611. History: N.A.
F09C6.4,Pseudogene,3.30610205810491,61.9175,0.0034572838135003,,,F09C6.4,WBGene00005651,Sequence name for WBGene00005651(srp-10). History: N.A.
M176.9,Pseudogene,37.6482203912694,61.4249,9.84571370487156e-08,15.0,2.0,M176.9,WBGene00014813,Public name for WBGene00014813. History: N.A.
C09B9.7,C09B9.7,26.9318032102634,61.1914,0.0005429507254349,45.0,2.0,C09B9.7,WBGene00015630,Public name for WBGene00015630. History: N.A.
F49D11.7,F49D11.7,7.16632925700511,60.4734,0.000604137819671,1.0,0.0,F49D11.7,WBGene00018631,Public name for WBGene00018631. History: N.A.
F58D12.1,F58D12.1,8.15154439892431,60.1525,0.0001221929205133,2.0,6.0,F58D12.1,WBGene00010249,Public name for WBGene00010249. History: N.A.
C55A6.7,C55A6.7,7.60117748612073,59.684,0.0001711483235371,8.0,2.0,C55A6.7,WBGene00008336,Public name for WBGene00008336. History: N.A.
C09F9.1,C09F9.1,11.8537648066084,59.6196,6.7771584114911e-05,3.0,0.0,C09F9.1,WBGene00007478,Public name for WBGene00007478. History: N.A.
T16A1.3,fbxc-49,3.18772168826812,59.3034,0.0007572573506993,8.0,0.0,T16A1.3,WBGene00020534,Sequence name for WBGene00020534(fbxc-49). History: N.A.
H12I13.2,H12I13.2,6.30044103290054,59.2686,0.0008824508550788,,,H12I13.2,WBGene00019190,"Public name for Dead gene WBGene00019191. History of WBGene00019191: Merged into ""WBGene00019190"" on 2017-01-13"
T03F1.4,Transposon,11.0122515714904,59.1389,0.001503052325461,,,T03F1.4,,Sequence name for Suppressed gene WBGene00020186. Molecular name for Suppressed gene WBGene00020186. Public name for Suppressed gene WBGene00020186. History of WBGene00020186: Suppressed on 2005-12-12. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F18A12.3,nep-7,3.5993708821123,58.9434,0.0015828057297064,19.0,1.0,F18A12.3,WBGene00017552,Sequence name for WBGene00017552(nep-7). History: N.A.
F35E2.6,oac-19,6.33341850757672,58.7463,0.0002068809783981,15.0,2.0,F35E2.6,WBGene00009413,Sequence name for WBGene00009413(oac-19). History: N.A.
R08A2.1,R08A2.1,30.2724785636503,58.5372,4.35600568230769e-08,7.0,0.0,R08A2.1,WBGene00011132,Public name for WBGene00011132. History: N.A.
R10E4.8,Transposon,4.28937257874636,58.2834,0.0027952844965853,,,R10E4.8,,Sequence name for Suppressed gene WBGene00011204. Molecular name for Suppressed gene WBGene00011204. Public name for Suppressed gene WBGene00011204. History of WBGene00011204: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K06A4.8,Pseudogene,13.0428645431788,57.7812,0.0002541552339945,,,K06A4.8,WBGene00044015,Public name for WBGene00044015. History: N.A.
VY10G11R.1,VY10G11R.1,5.91190228637045,57.6741,0.002246271998984,11.0,1.0,VY10G11R.1,WBGene00012159,Public name for WBGene00012159. History: N.A.
F54D1.1,F54D1.1,61.5512692041943,57.5503,4.13077429241827e-09,17.0,1.0,F54D1.1,WBGene00010046,Public name for WBGene00010046. History: N.A.
T25C8.3,Pseudogene,25.5390373213571,57.4779,1.08095479865054e-05,,,T25C8.3,WBGene00001605,Sequence name for WBGene00001605(gln-4). History: N.A.
C04G2.8,spch-1,237.754406079485,56.9981,2.45121380262679e-08,5.0,15.0,C04G2.8,WBGene00007307,Sequence name for WBGene00007307(spch-1). History: N.A.
T08G3.4,Pseudogene,69.7001543711784,56.8727,1.12210408364205e-10,,,T08G3.4,WBGene00011617,Public name for WBGene00011617. History: N.A.
C14A6.6,C14A6.6,32.2375499112809,56.691,1.16199817885311e-06,11.0,1.0,C14A6.6,WBGene00007570,Public name for WBGene00007570. History: N.A.
F54C1.8,F54C1.8,23.9736457489746,56.6543,5.72299440107717e-07,11.0,1.0,F54C1.8,WBGene00018792,Public name for WBGene00018792. History: N.A.
W03D8.10,W03D8.10,11.7041666091432,56.4455,0.0008850283402993,,,W03D8.10,WBGene00020991,Public name for WBGene00020991. History: N.A.
Y53C10A.15,Y53C10A.15,3.61024633631304,55.517,0.0017879748264047,12.0,0.0,Y53C10A.15,WBGene00044805,Public name for WBGene00044805. History: N.A.
R01H2.4,R01H2.4,18.7618886026399,55.4483,2.81154018615153e-06,31.0,2.0,R01H2.4,WBGene00019812,Public name for WBGene00019812. History: N.A.
C29E6.3,pph-2,41.0676768296292,55.2601,0.0041062301337118,14.0,2.0,C29E6.3,WBGene00004084,Sequence name for WBGene00004084(pph-2). History: N.A.
K02D7.1,K02D7.1,12.1525203395711,55.2511,4.54192998236838e-05,5.0,2.0,K02D7.1,WBGene00019298,Sequence name for WBGene00019298(pnp-1). History: N.A.
F52F12.8,F52F12.8,24.2826844587681,55.208,1.06702234113864e-05,4.0,0.0,F52F12.8,WBGene00009941,Public name for WBGene00009941. History: N.A.
