Gene,log2 fold change lotr-1 vs. N2 (22G-RNA),BH-adjusted p-value (22G-RNA),N2_r1 normalized counts (22G-RNA),N2_r2 normalized counts (22G-RNA),N2_r3 normalized counts (22G-RNA),lotr-1_r1 normalized counts (22G-RNA),lotr-1_r2 normalized counts (22G-RNA),lotr-1_r3 normalized counts (22G-RNA),Input,Suggested Match,History
WBGene00012158,5.45652370205755,0.0,91.0403844872403,87.8321206805606,98.4033050966015,4169.90305749766,4007.33225372847,4027.65670086109,WBGene00012158,WBGene00012158,History: N.A.
WBGene00007388,5.46125976741966,0.0,86.7861609130702,72.8180829573879,79.2693291055957,3456.14809223773,3515.20373134077,3518.04569444226,WBGene00007388,WBGene00007388,History: Renamed on 2007-05-11
WBGene00004751,5.89368912327273,0.0,1064.40673825736,906.097176593476,914.330709855922,57483.0567268845,57426.5130252561,56172.9709085737,WBGene00004751,WBGene00004751,History: N.A.
WBGene00018044,6.07019518348802,0.0,79.979403194398,84.8293131359261,78.5859728202026,5684.2576986195,5355.02561648997,5310.33296766984,WBGene00018044,WBGene00018044,History: N.A.
WBGene00004010,6.36050014659491,0.0,114.864036502593,99.0926489729402,97.7199488112084,8733.3212099105,7972.95870047494,8777.81673458229,WBGene00004010,WBGene00004010,History: N.A.
WBGene00019456,6.51600979327863,0.0,37.4371674526969,41.2886037387251,32.8011016988672,3601.3415927754,3225.6462714371,3345.07067920871,WBGene00019456,WBGene00019456,History: N.A.
WBGene00016340,6.57419774576179,0.0,57.0065958938794,45.7928150556769,43.0514459797632,4840.23566745661,4377.91813862575,4550.5734776825,WBGene00016340,WBGene00016340,History: N.A.
WBGene00016906,6.60146831414904,0.0,53.6032170345434,74.3194867297052,53.3017902606591,5750.74818017413,6005.63620540931,5849.21666897434,WBGene00016906,WBGene00016906,History: N.A.
WBGene00010768,6.69236181227152,0.0,94.4437633465764,93.8377357698297,93.61981109885,9825.66483545089,10005.8188922266,9311.37812772576,WBGene00010768,WBGene00010768,History: N.A.
WBGene00016540,6.6991050431782,0.0,119.969104791597,133.624935736238,144.87153250333,13878.8703130772,13605.6258320166,14162.6620165066,WBGene00016540,WBGene00016540,History: N.A.
WBGene00017818,6.82836336079988,0.0,68.0675771867217,59.3054490065324,83.369466817954,8247.53360998073,8177.91295192938,7678.76009932915,WBGene00017818,WBGene00017818,"History: Split into F26D11.20(WBGene00302988). History of WBGene00017818: Split into ""WBGene00302988"" on 2018-03-06"
WBGene00018356,7.10847399227576,0.0,18.7185837263485,23.2717584709178,25.2841825595434,3087.05807217936,3008.77607513066,3283.86413535684,WBGene00018356,WBGene00018356,History: N.A.
WBGene00021020,7.21096843092314,0.0,87.6370056279042,69.8152754127533,65.6022033977343,10905.7959235629,11007.94985428,10800.2938357745,WBGene00021020,WBGene00021020,History: N.A.
WBGene00019636,7.36473802863483,0.0,85.0844714834022,108.101071606844,83.369466817954,15675.4702636554,14849.6504745656,15058.1403646002,WBGene00019636,WBGene00019636,History: N.A.
WBGene00004922,7.63571302608483,0.0,29.7795650191908,22.5210565847591,30.0676765572949,5555.3475813197,5431.28766354278,5391.49816712558,WBGene00004922,WBGene00004922,History: N.A.
WBGene00021237,8.47179386509573,0.0,31.4812544488588,48.7956226003115,25.9675388449365,12676.6138506811,12741.7198302464,12142.8460693949,WBGene00021237,WBGene00021237,History: N.A.
WBGene00021876,8.9017397860894,0.0,22.1219625856846,19.5182490401246,23.2341137033642,10323.6649728091,10449.0920407211,10301.3274456777,WBGene00021876,WBGene00021876,History: N.A.
WBGene00007376,-3.4364150331548,3.9123356196096304e-303,6541.29416764396,5737.61451591047,5986.20106004326,588.915693769601,571.965352896125,525.577930901926,WBGene00007376,WBGene00007376,History: N.A.
WBGene00003915,-4.65001407215504,1.1379550799814499e-301,3208.53541963909,3124.42125019225,3252.0925621856,137.051808918732,112.009881608824,134.388281066062,WBGene00003915,WBGene00003915,History: N.A.
WBGene00013575,2.69841750434536,1.6989103736249902e-301,1207.34865034948,1159.08371222894,1158.28890374125,7881.15748712868,7598.79803212206,7386.03315047238,WBGene00013575,WBGene00013575,History: N.A.
WBGene00004235,6.51507255844991,2.78344488176062e-299,33.1829438785268,24.7731622432351,25.9675388449365,2518.4966074571,2582.18524942896,2504.14598976563,WBGene00004235,WBGene00004235,History: N.A.
WBGene00020183,3.38298094426945,2.4488515618638698e-297,309.707476199584,310.790580869676,297.259984145984,3230.89462411387,3205.3891651887,3129.51719868691,WBGene00020183,WBGene00020183,History: N.A.
WBGene00044588,6.35920541365544,1.74284802219532e-294,30.6304097340248,27.025267901711,30.0676765572949,2433.00884545828,2365.31505312252,2397.69982654499,WBGene00044588,WBGene00044588,History: N.A.
WBGene00023291,4.27426630902294,5.51720979932691e-294,116.565725932261,120.112301785382,106.603580521318,2243.03604101648,2180.61790791648,2204.76615570757,WBGene00023291,WBGene00023291,History: N.A.
WBGene00001063,8.20361622552943,1.9813259715986399e-292,17.8677390115145,12.7619320646968,13.6671257078613,4406.01211444677,4443.45583531177,4071.5657431896,WBGene00001063,WBGene00001063,History: N.A.
WBGene00021362,9.55814226979843,4.3094173858892e-289,11.0609812928423,8.25772074774502,10.250344280896,7539.20643913342,7392.65218618241,7282.24814133225,WBGene00021362,WBGene00021362,History: N.A.
WBGene00022488,4.38378421762141,9.91071852213061e-289,97.8471422059125,104.347562176051,105.236867950532,2076.13136282832,2146.06166784567,2208.75788682835,WBGene00022488,WBGene00022488,History: N.A.
WBGene00045272,-7.78055406790773,1.7043428858522902e-279,6618.72103669385,5697.0766140579,5817.41205755117,21.7111776504922,33.3646455856073,26.6115408051608,WBGene00045272,WBGene00045272,History: N.A.
WBGene00010813,4.90011505527232,2.19371207298706e-274,71.4709560460578,62.308256551167,61.5020656853759,1987.92970362319,1858.88739691241,1958.60940325984,WBGene00010813,WBGene00010813,History: N.A.
WBGene00012124,2.78035575201548,1.4118258593836601e-269,885.729348142216,786.735576694253,834.378024464934,5781.95799804671,5772.08368631006,5649.63011293564,WBGene00012124,WBGene00012124,History: N.A.
WBGene00001561,3.58745483262796,2.24313432818609e-268,226.32469414585,270.25267901711,276.759295584192,3241.75021293912,3145.80944092869,2947.22814417156,WBGene00001561,WBGene00001561,History: N.A.
WBGene00015492,2.97852452033387,1.23655042767311e-261,484.130642740558,487.205524116956,488.599744056042,3875.44521061286,3718.96638831001,3917.21880651967,WBGene00015492,WBGene00015492,History: N.A.
WBGene00009374,2.57669806909729,1.01837281518834e-254,1014.20690008215,970.657538803119,1022.30100294803,5982.78639131376,5948.4396701197,6010.21649084557,WBGene00009374,WBGene00009374,History: N.A.
WBGene00021764,7.06717012446422,5.89799363482351e-254,17.8677390115145,18.0168452678073,19.8173322763989,2548.34947672652,2546.43741487295,2400.3609806255,WBGene00021764,WBGene00021764,History: N.A.
WBGene00017979,2.83655189881335,2.07948268411033e-252,759.804330346781,720.673810712292,811.827267046962,5621.83806287433,5254.93167973314,5515.24183186958,WBGene00017979,WBGene00017979,History: N.A.
WBGene00021415,2.83173654581029,2.19949854565105e-240,635.581001981014,623.833267397828,597.936749718933,4325.95214686058,4587.638768021,4292.44153187244,WBGene00021415,WBGene00021415,History: N.A.
WBGene00003638,3.01198609465359,1.4450479901448199e-227,476.473040307052,427.900075110424,428.464390941452,3732.96560728151,3544.99359347077,3452.84741946961,WBGene00003638,WBGene00003638,History: N.A.
WBGene00017423,-4.16195447451867,3.34825205821674e-224,2498.08008275269,2367.71374894434,2398.58056172966,131.624014506109,146.566121679632,126.404818824514,WBGene00017423,WBGene00017423,History: N.A.
WBGene00000800,3.53166136757246,5.18859683725895e-224,188.036681978319,199.686701718198,171.52242763366,2160.26217622398,2129.37934505286,2166.17942154009,WBGene00000800,WBGene00000800,History: Renamed on 2010-01-29
WBGene00012240,4.09564998077731,2.17518326479894e-220,92.7420739169083,102.095456517575,135.98790079322,1921.43922206856,1882.71928661641,1906.71689868977,WBGene00012240,WBGene00012240,History: N.A.
WBGene00001745,-4.02447531738467,5.82990253380473e-220,2933.71257674771,2619.19888080749,2685.59020159475,177.760267013405,141.799743738831,188.941939716642,WBGene00001745,WBGene00001745,History: N.A.
WBGene00020988,-3.49968915557362,4.22300281245818e-219,3157.48473674905,2897.70928057234,3001.98416173174,283.602258059555,264.533975714458,252.809637649028,WBGene00020988,WBGene00020988,History: N.A.
WBGene00008018,6.93473461851167,1.9970287425716097e-213,16.1660495818464,17.2661433816487,15.7171945640405,2000.1422410516,1948.25698330242,2061.0638353597,WBGene00008018,WBGene00008018,History: N.A.
WBGene00009361,2.60372278989761,3.58273793116548e-213,1015.05774479699,889.581735097986,963.532362404223,5691.04244163527,5910.30864659329,5815.95224296789,WBGene00009361,WBGene00009361,History: N.A.
WBGene00018850,2.2838788516469,6.148048671313149e-213,1843.78049704532,1814.44645884543,1866.92937169386,8934.14960317755,9219.36653199441,8752.53577081739,WBGene00018850,WBGene00018850,History: N.A.
WBGene00022564,4.3056792109583,2.43361524882541e-212,87.6370056279042,79.5743999328156,78.5859728202026,1529.28107575655,1603.88617707955,1712.4526508121,WBGene00022564,WBGene00022564,History: N.A.
WBGene00044799,-4.91626854338386,1.0761569432883e-211,2201.98612199045,2110.22300199193,2186.74011325781,69.204378760944,72.6872635972158,73.1817372141922,WBGene00044799,WBGene00044799,History: N.A.
WBGene00013135,6.00215539669259,1.19653637355116e-211,28.0778755895227,18.7675471539659,28.0176077011157,1550.99225340704,1650.35836200236,1591.37014014862,WBGene00013135,WBGene00013135,History: N.A.
Vingi-1_CE,2.78848495025528,2.0589804295444e-208,646.641983273856,630.589584373256,623.220932278476,4260.8186139091,4661.51762610342,4195.3094079336,,,
WBGene00008447,-2.86389442195935,3.5445304685677797e-208,5054.01760611409,5307.46233514157,5699.19142017817,728.681399894645,748.321336705763,729.156218061406,WBGene00008447,WBGene00008447,History: N.A.
WBGene00013673,2.20635448646419,4.32291141254112e-206,2184.96922769377,2198.80582455865,2222.27464009825,10444.4333984899,10101.1464510426,9948.72453000937,WBGene00013673,WBGene00013673,History: N.A.
WBGene00015456,2.22080864101333,3.22228711988318e-203,1723.81139225373,1768.65364378975,1737.09167746917,8160.68889937876,8143.35671185857,8076.6026343663,WBGene00015456,WBGene00015456,History: N.A.
WBGene00013672,2.8363201134767,7.162588221768792e-200,778.52291407313,639.59800700716,749.641845076193,5320.59547297375,5173.90325473953,4976.35813056507,WBGene00013672,WBGene00013672,History: N.A.
WBGene00000820,3.05345756079763,9.312839694839581e-196,280.778755895227,309.289177097359,317.760672707776,2542.9216823139,2521.41393068375,2492.17079640331,WBGene00000820,WBGene00000820,History: N.A.
WBGene00021430,2.38779168516479,2.22617103444174e-195,1972.25804898526,1756.64241361121,1795.86031801298,9901.65395722761,9551.82139336528,9435.12179246976,WBGene00021430,WBGene00021430,History: N.A.
WBGene00004240,2.50366695386451,8.392015529056179e-193,901.044553009229,833.279093636088,863.762344736835,5045.13490653313,4833.10723197225,4847.29215766004,WBGene00004240,WBGene00004240,History: N.A.
WBGene00018193,2.57293503998854,1.65767465242941e-192,709.604492171574,671.127486225822,690.189848246997,4099.34173013356,4022.82298203608,4195.3094079336,WBGene00018193,WBGene00018193,History: N.A.
WBGene00012374,-6.70194825922895,1.09883488594903e-191,2745.67589476939,2712.28591469116,2726.59157871833,25.7820234599595,27.406673159606,25.2809637649028,WBGene00012374,WBGene00012374,History: N.A.
WBGene00004196,2.61100686392649,8.38406118130151e-190,635.581001981014,622.331863625511,653.971965121164,4017.92481394422,3850.04178168204,3818.75610554058,WBGene00004196,WBGene00004196,History: N.A.
WBGene00002632,4.4439393944395,2.543103362403e-186,58.7082853235475,64.5603622096429,60.8187093999829,1366.44724337785,1264.28174879748,1382.4695448281,WBGene00002632,WBGene00002632,History: N.A.
WBGene00007982,2.20778033587849,2.4234593300721194e-185,2194.32851955694,2149.25950007218,2093.12030215896,10168.9728320493,9562.54574373208,9995.2947264184,WBGene00007982,WBGene00007982,History: N.A.
WBGene00016341,7.02263908814022,1.16338922754454e-182,15.3152048670124,15.7647396093314,10.9337005662891,1799.31384778454,1949.44857778762,1655.237838081,WBGene00016341,WBGene00016341,History: N.A.
WBGene00011737,2.0497679194241,1.68018873279493e-182,10493.467868048,9928.78314633415,9784.29529425792,42974.562261943,41132.6500346278,40936.5332205789,WBGene00011737,WBGene00011737,History: N.A.
WBGene00000056,4.78656611532807,5.24853893390636e-182,52.7523723197093,43.540709397201,39.6346645527978,1241.60797188752,1254.74899291587,1221.46972295688,WBGene00000056,WBGene00000056,History: N.A.
WBGene00001488,2.05685484365379,5.986251148724662e-181,3502.92769097167,3330.11356699972,3461.19958551588,14481.3554928783,14320.5825231367,14024.2820043197,WBGene00001488,WBGene00001488,History: N.A.
WBGene00021198,6.06439690902244,1.76886564383175e-175,20.4202731560165,17.2661433816487,22.5507574179712,1394.94316404413,1392.9739531991,1254.73414896333,WBGene00021198,WBGene00021198,History: N.A.
WBGene00021893,2.65969505598366,2.1388012672831798e-175,667.062256429873,578.79115422831,602.036887431291,3787.24355140774,3990.64993093567,3875.97091827167,WBGene00021893,WBGene00021893,History: N.A.
WBGene00013226,2.33580526092369,2.82792211307254e-174,2307.49086662987,1991.61210397887,2125.92140385783,10916.6515123881,10853.042571204,10641.9551679838,WBGene00013226,WBGene00013226,"History: Split into Y56A3A.41(WBGene00269438). History of WBGene00013226: Split into ""WBGene00269438"" on 2016-04-19"
WBGene00008587,3.88023677847006,1.10673566944422e-173,99.5488316355805,90.0842263390366,92.2530985280639,1362.37639756839,1353.6513351875,1426.37858715662,WBGene00008587,WBGene00008587,History: N.A.
WBGene00000397,5.55502329956297,9.69824877439297e-173,24.6744967301866,33.0308829909801,21.8674011325781,1309.45540204531,1265.47334328268,1156.27144798424,WBGene00000397,WBGene00000397,"History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
WBGene00008622,-2.92417534518067,1.30037624343438e-172,3086.86462541783,2952.51051826192,3065.53629627329,403.013735137262,411.10009739409,384.536764634574,WBGene00008622,WBGene00008622,History: N.A.
WBGene00021910,3.17863844842414,1.8882736855166e-172,232.280607149688,213.950037555212,265.14223873251,2126.33846114508,2180.61790791648,2150.21249705699,WBGene00021910,WBGene00021910,History: N.A.
WBGene00022517,2.46979888964607,2.20652017401979e-171,1187.77922190829,1014.94895008648,1105.67046976598,6174.11614435873,6151.01073260374,5983.60495004041,WBGene00022517,WBGene00022517,History: N.A.
