gene_id,gene_name,log2 fold change (MLE): group him5gtsf1 vs him5,Benjamini-Hochberg adjusted p-values,him5_adultmale_polya_rep1.robustRPKM,him5_adultmale_polya_rep2.robustRPKM,him5_adultmale_polya_rep3.robustRPKM,him5gtsf1_adultmale_polya_rep1.robustRPKM,him5gtsf1_adultmale_polya_rep2.robustRPKM,him5gtsf1_adultmale_polya_rep3.robustRPKM,Input,Suggested Match,History
WBGene00013785,nep-23,3.19219686768924,1.66419727689453e-85,50.2789369777011,55.5380952807917,51.3078315472099,9.28696919434957,6.97712322859244,6.48008997681027,WBGene00013785,WBGene00013785,History: N.A.
WBGene00008811,F14F7.4,3.17950677716685,4.07258884436013e-85,99.3444413420801,87.8454151907539,82.9287780130833,370.433831993916,357.949213011385,357.434695391501,WBGene00008811,WBGene00008811,History: N.A.
WBGene00007415,C07E3.4,3.17772191371246,8.5508303951837e-85,33.0707727013604,38.1669285625671,35.670724137266,171.853472739673,151.406125289758,147.914424835735,WBGene00007415,WBGene00007415,"History: Split into emc-5(WBGene00195248). History of WBGene00007415: Split into ""WBGene00195248"" on 2010-08-24"
WBGene00006661,twk-6,3.17291085500298,8.718228156823761e-85,10.7915385659411,11.1742476480638,11.1398629154327,60.5716688962434,54.0385034371376,56.2787739262887,WBGene00006661,WBGene00006661,History: N.A.
WBGene00002204,kin-21,3.16580831648463,1.11289648517103e-84,47.7329214567386,46.996489890575,43.7130405088425,157.4139648935,157.691770079059,161.1967460983,WBGene00002204,WBGene00002204,History: N.A.
WBGene00015049,B0218.5,3.1529066949834,1.33294782337813e-84,59.2681598908751,58.1633916040247,54.7039111309516,226.321228786537,203.288903062351,208.929157323823,WBGene00015049,WBGene00015049,History: N.A.
WBGene00010014,F54B3.2,3.14857060571926,1.90560964211884e-84,23.3826184055288,19.5526859489452,20.0750546504982,99.0127330454744,96.1302806115837,92.7487212958971,WBGene00010014,WBGene00010014,"History: Split into F54B3.4(WBGene00175034). History of WBGene00010014: Split into ""WBGene00175034"" on 2008-12-09"
WBGene00020914,sulp-6,3.14827516097787,7.957248272453929e-83,36.3612329706727,37.6458682764237,33.6198080797686,138.714548955146,127.576330714919,127.520306423763,WBGene00020914,WBGene00020914,History: N.A.
WBGene00020531,T15B12.2,3.14827516097787,9.45323708853982e-83,89.1405973719668,81.6640436555181,83.7731224862912,294.096838843606,280.721203580501,278.95563679058,WBGene00020531,WBGene00020531,History: N.A.
WBGene00013304,Y57G11C.6,3.14482967689784,5.44336831059926e-82,72.0296415518226,73.7715925112691,67.1687168457216,236.671125215007,253.713379996048,239.059034621754,WBGene00013304,WBGene00013304,History: N.A.
WBGene00045306,ZC250.5,3.11853096500978,1.72818196532172e-81,80.0380487193978,80.0081986951916,74.7659320707811,266.052635733724,279.449478975066,269.918860853934,WBGene00045306,WBGene00045306,History: N.A.
WBGene00018575,clec-119,3.11051437113799,3.58967478362566e-81,72.2660016859542,74.3870906349005,71.5850162582475,230.315423324287,220.077900881656,222.982293043472,WBGene00018575,WBGene00018575,History: N.A.
WBGene00001392,far-8,3.11051437113799,6.78460642135819e-80,405.205306750672,362.378512377884,360.948762881511,87.8920097225929,100.037301601002,98.6319287880568,WBGene00001392,WBGene00001392,History: N.A.
WBGene00006044,ssp-16,3.10677159434026,1.19010022689886e-79,1136.54076725605,929.284087848889,1148.84993659342,4991.97197951371,4998.26135402724,4423.73290919943,WBGene00006044,WBGene00006044,History: N.A.
WBGene00017354,F10E9.2,3.09126953270603,3.12388515761153e-79,75.049028464006,63.1110359554503,64.5361628596729,296.185080132862,272.439414308858,270.10476951396,WBGene00017354,WBGene00017354,History: N.A.
WBGene00020662,T21H3.1,3.07544493805439,2.6376581788693398e-78,1713.93771221971,1679.99552246878,1652.46726428634,570.720611035881,584.698863494774,543.880005588339,WBGene00020662,WBGene00020662,History: N.A.
WBGene00044896,K12C11.5,3.0485896187143,2.97810375168959e-78,46.9465138225273,44.3751294877514,44.4784344768913,260.033022045104,218.669260453988,204.279344093446,WBGene00044896,WBGene00044896,History: N.A.
WBGene00013053,Y50E8A.10,3.03316942312619,5.60217355783569e-78,76.2719905906021,75.711799706565,81.5780730422457,322.341705941318,286.411626049478,281.85587233622,WBGene00013053,WBGene00013053,History: N.A.
WBGene00018652,F49F1.12,3.02936880989412,6.495352300813018e-78,64.2957348333425,54.6695695032017,58.9308784138927,338.508445521093,280.883377865684,273.612276526869,WBGene00018652,WBGene00018652,History: N.A.
WBGene00010906,M88.3,3.02926394182138,7.76063307335473e-78,95.9539224513555,88.5884468145846,82.6799045461016,319.784076087762,316.604309854038,305.900501940902,WBGene00010906,WBGene00010906,History: N.A.
WBGene00016053,C24D10.1,2.99700828728652,7.76063307335473e-78,88.5482600889232,94.4835825978898,85.4008489486061,303.351550520309,293.403407108751,283.446043486731,WBGene00016053,WBGene00016053,History: N.A.
WBGene00017393,nep-5,2.99073953933237,2.58824958533996e-77,18.0876305032823,22.9052353305827,20.5362920006046,86.7998693455682,92.2388926555043,89.3252296658504,WBGene00017393,WBGene00017393,History: N.A.
WBGene00009749,F46A8.6,2.88816108094324,1.83462293064646e-76,49.5712005185296,41.4553050494275,47.3310921957141,264.087792142614,221.738854295164,214.125495304598,WBGene00009749,WBGene00009749,History: N.A.
WBGene00194644,ZK795.6,2.88811468995564,3.80990628764944e-76,7.647750957237,6.85405155786307,6.10783761095376,92.9161633581991,160.937100579139,157.98406463682,WBGene00194644,WBGene00194644,History: N.A.
WBGene00009492,F36H1.3,2.88399486003155,1.53173451551889e-75,82.9465911467489,85.4995712860139,82.9645747892688,255.310573871586,251.543307522913,241.861950779842,WBGene00009492,WBGene00009492,History: N.A.
WBGene00020904,T28F12.1,2.87900377660646,2.56515431263486e-75,24.2867937764835,20.4112445160114,20.9388164058596,97.5522281345568,88.5964599561959,92.6424744704487,WBGene00020904,WBGene00020904,History: N.A.
WBGene00044298,T23B7.2,2.87274073181772,1.57433559131148e-74,24.3765854171867,21.7069116991097,20.3893248512768,100.339434652687,99.561848756908,100.419424938568,WBGene00044298,WBGene00044298,History: N.A.
WBGene00011909,T22A3.6,2.87114546032984,1.86392272157168e-74,12.4135329628731,13.1039744175106,10.7060332705413,56.1494349760785,68.6841862828727,63.3567577671929,WBGene00011909,WBGene00011909,"History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
WBGene00010712,K09B11.5,2.87038776071002,2.0240665686275e-74,41.5194153634068,39.7836053410462,41.6195968901553,126.168734791415,129.503833318924,124.328655499449,WBGene00010712,WBGene00010712,History: N.A.
WBGene00012011,T25B9.5,2.86983010005277,2.31660365753922e-74,25.3964759932696,30.8015985837047,28.7210174889874,124.27949674552,115.353833539442,109.833355993334,WBGene00012011,WBGene00012011,History: N.A.
WBGene00010728,K09G1.2,2.86983010005277,4.45929247078033e-74,106.062269873683,109.829476304914,94.0155463632123,398.546450029756,380.684431539571,368.317193335401,WBGene00010728,WBGene00010728,History: N.A.
WBGene00015931,C17H12.5,2.86545891027303,4.96947871576021e-74,150.746552263411,142.239440887083,138.363924066614,439.119707904543,448.263685893581,424.542251585612,WBGene00015931,WBGene00015931,History: N.A.
WBGene00007563,C14A4.13,2.86545891027303,6.49193959419998e-74,62.8966924014356,57.5620783449605,55.3320663491822,231.268466687014,209.443738047016,204.270482930458,WBGene00007563,WBGene00007563,History: N.A.
WBGene00013712,dlc-6,2.86135048195443,1.0378190100994e-73,73.3196976169695,74.9042596267106,72.5285421784507,253.883271109071,270.255720113684,246.032222856446,WBGene00013712,WBGene00013712,History: N.A.
WBGene00009250,F29D10.1,2.85918181002572,8.07231620126582e-73,48.5674119214516,45.8585852374789,44.2821106762844,200.513602110735,177.856186416338,183.338369182447,WBGene00009250,WBGene00009250,History: N.A.
WBGene00012402,sfxn-1.3,2.85040307147251,1.53288101796252e-72,43.5001358896103,42.6878697039056,36.1026000457761,161.867790270584,155.097793294721,161.882213414849,WBGene00012402,WBGene00012402,History: N.A.
WBGene00016356,C33F10.8,2.85040307147251,1.75861048876877e-72,68.8756185994397,79.6303449884881,69.858884095431,279.39868416979,249.590110008778,265.881416236045,WBGene00016356,WBGene00016356,History: N.A.
WBGene00015246,scl-23,2.85040307147251,6.45194355237058e-72,68.0359146307452,66.0132215424248,63.2592593534213,223.443073573971,216.194874620714,203.848469345184,WBGene00015246,WBGene00015246,History: N.A.
WBGene00016765,C49C8.1,2.85040307147251,7.28148236918847e-72,58.4888212078768,60.8184187213072,54.739483046591,214.335975702105,194.199989897849,191.296082221353,WBGene00016765,WBGene00016765,History: N.A.
WBGene00013475,Y69E1A.3,2.85040307147251,1.51912918422571e-71,22.5239288871943,27.3407666439168,25.8512849335232,102.924234404131,98.4433664494278,95.0302685363966,WBGene00013475,WBGene00013475,History: N.A.
WBGene00235294,Y69A2AR.47,2.84998779733039,1.7939663705188e-69,68.2067721794883,63.5063975465969,75.2268389818632,571.488724353247,420.991729130265,388.054860522776,WBGene00235294,WBGene00235294,History: N.A.
WBGene00010682,K08F8.5,2.84845258330647,3.14510272362725e-69,55.592444654746,54.7525193276705,51.4957640230923,163.190398022269,165.770926599336,169.795539746286,WBGene00010682,WBGene00010682,"History: Split into K08F8.15(WBGene00303068). History of WBGene00010682: Split into ""WBGene00303068"" on 2018-03-02"
WBGene00011200,R10E4.3,2.84731233521262,7.66003483624117e-69,32.3770857226725,30.6551857562123,27.8617922155049,130.011231748255,115.517602554508,116.514885149595,WBGene00011200,WBGene00011200,History: N.A.
WBGene00011322,irld-14,2.84196360540015,8.75264634326227e-69,92.865891335312,99.4327309110261,84.517045595172,312.206574413018,316.662907798884,306.540885031647,WBGene00011322,WBGene00011322,History: N.A.
WBGene00019086,F59A6.4,2.84196360540015,2.30844571446361e-68,78.8025041291619,84.623633896187,75.8308702581558,233.78538614914,237.706396460505,236.001997580519,WBGene00019086,WBGene00019086,History: N.A.
WBGene00009079,F23B12.1,2.84196360540015,5.26705473963915e-68,93.6466255851263,88.4419176520985,86.5935961908955,261.753220475694,263.296927533198,261.138700063187,WBGene00009079,WBGene00009079,History: N.A.
WBGene00012219,W03C9.1,2.84196360540015,1.07758706660496e-67,68.9918009011851,63.3688785872896,63.1302739009173,240.31112381017,216.511293110118,214.919184161744,WBGene00012219,WBGene00012219,History: N.A.
WBGene00011260,cnnm-5,2.84196360540015,1.17014914921252e-67,24.0512776473273,27.175457918506,24.5292693794867,84.2438930620049,94.4739534502654,96.336613928012,WBGene00011260,WBGene00011260,History: N.A.
WBGene00009101,F25B3.4,2.84196360540015,1.5216561916559902e-67,28.1328992499704,33.36602748378,29.5523824492308,106.643355265087,115.13281146814,111.421334714384,WBGene00009101,WBGene00009101,History: N.A.
WBGene00012720,Y39E4B.11,2.840365998917,1.89400290289376e-67,102.889431662788,85.3802693710015,83.5152963430263,381.493055312975,360.378662825273,340.014017290291,WBGene00012720,WBGene00012720,History: N.A.
WBGene00015685,C10G11.1,2.840365998917,3.0281047331932e-67,22.1796588958262,21.1856105764515,20.0397101527352,91.7152529988166,84.5454293775411,79.7822712863393,WBGene00015685,WBGene00015685,History: N.A.
WBGene00007489,C09G5.7,2.840365998917,3.99639046487617e-67,51.4605282484793,52.945645134056,48.6917037478264,158.434424762192,153.145285784135,153.582571705885,WBGene00007489,WBGene00007489,History: N.A.
WBGene00003562,ncr-2,2.840365998917,1.09786261709012e-66,14.3235274777475,18.4183074968147,17.9277753261048,67.6647354647188,68.3665206346252,70.7321797375336,WBGene00003562,WBGene00003562,History: N.A.
WBGene00016085,C25A8.5,2.83179236633739,1.25476597990272e-66,139.786603415878,120.85216964201,116.826404588761,456.726496267167,434.949352645768,422.212234936655,WBGene00016085,WBGene00016085,History: N.A.
WBGene00018318,F41H10.5,2.83179236633739,1.41243122851222e-66,26.9636750009175,29.9798473926182,25.9743537324662,97.5489137227242,104.535991372666,101.745268658233,WBGene00018318,WBGene00018318,History: N.A.
WBGene00021010,W03G1.2,2.83179236633739,1.7585156602745001e-66,69.7942270277835,58.5679757985169,57.039096239827,271.065089742215,242.986925800094,234.425264032303,WBGene00021010,WBGene00021010,History: N.A.
WBGene00012138,T28F4.3,2.83179236633739,1.84587539795909e-66,60.8768169418748,65.0645149061781,63.2676183899384,191.516705439587,184.583427516574,179.326459434596,WBGene00012138,WBGene00012138,History: N.A.
WBGene00219755,linc-17,2.83179236633739,3.28952901394085e-66,2.42320608668376,1.41414374493482,1.45545947638819,57.2730364659934,43.4480429645327,48.3765471307251,WBGene00219755,WBGene00219755,History: N.A.
WBGene00018121,F36H12.5,2.82252534841789,8.61670533445431e-66,197.240603769414,204.665167448748,209.077149752615,654.170067764572,612.666217054837,582.181964276301,WBGene00018121,WBGene00018121,History: N.A.
WBGene00007512,C10C6.3,2.82252534841789,5.42170562779004e-65,57.2514521968627,54.3285449560001,51.5571365731475,206.596938005045,182.603056396698,180.551872899272,WBGene00007512,WBGene00007512,History: N.A.
WBGene00022753,ZK484.7,2.82252534841789,7.62733708261878e-65,145.308658182224,121.514518417408,132.12878966023,479.527504262516,449.35834410322,433.705811943514,WBGene00022753,WBGene00022753,History: N.A.
WBGene00019229,ipla-5,2.81403355777218,1.8361420158522e-64,13.5633941918278,15.5335891345077,13.6219231848691,49.5966703442995,51.8358780594464,51.8526438250201,WBGene00019229,WBGene00019229,History: N.A.
WBGene00000215,asp-2,2.81403355777218,3.7686533569778096e-64,233.45875857625,287.346000618141,247.631845038502,62.2962343373435,72.2173049439323,66.1394957256718,WBGene00000215,WBGene00000215,"History: Split into T18H9.11(WBGene00271820). History of WBGene00000215: Split into ""WBGene00271820"" on 2017-09-21"
WBGene00010901,M28.10,2.80429230461377,1.16200716540703e-63,79.3923882641012,70.9375553843061,73.3196922247163,20.5391656482624,19.1830950630348,18.9327620953295,WBGene00010901,WBGene00010901,History: N.A.
WBGene00014252,ZK1320.2,2.80429230461377,3.69556989990953e-63,343.978860297699,309.541529887862,285.458987207963,89.7597518958912,77.3119043492684,79.3598372941973,WBGene00014252,WBGene00014252,History: N.A.
WBGene00235341,Y69A2AR.49,2.80429230461377,1.06975785332335e-62,35.7352425398586,40.4965437961386,37.3792556593666,203.866092040624,189.314036685934,175.326606923604,WBGene00235341,WBGene00235341,History: N.A.
WBGene00022707,ZK354.6,2.80429230461377,1.5639427327867499e-62,100.315704430942,97.6527399564912,88.8860142032784,312.411474863514,306.268396135359,282.728156575765,WBGene00022707,WBGene00022707,History: N.A.
WBGene00010181,F57A8.6,2.79620142125219,8.85603241880212e-62,25.7425221895154,26.4226619461035,22.9338801298718,84.2544871129432,87.394912985381,90.7326362248337,WBGene00010181,WBGene00010181,History: N.A.
WBGene00235365,F49F1.15,2.79452145955945,1.2706167767813e-61,1534.06273091139,1198.66398374709,1278.36719553929,329.54526666792,269.401709818315,267.975688997551,WBGene00235365,WBGene00235365,History: N.A.
WBGene00044127,BE10.5,2.79452145955945,2.7238895183976503e-61,48.6393058966519,42.394927542955,43.0741366063398,194.988955889954,176.834569342862,168.051759160984,WBGene00044127,WBGene00044127,History: N.A.
WBGene00016980,C56G2.5,2.79452145955945,6.8788558793737e-61,48.3472766198841,55.4911707360482,48.1265991784794,155.567298656172,154.14990622694,157.639952181931,WBGene00016980,WBGene00016980,History: N.A.
WBGene00011133,R08A2.2,2.78522127757166,1.5570865952237302e-60,63.0446168554362,69.9044489153961,61.883987633892,200.965780298279,209.39468254939,192.549732749795,WBGene00011133,WBGene00011133,History: N.A.
WBGene00004901,snf-2,2.78522127757166,2.5969259892151e-60,46.6639217498188,52.9423119102961,47.026793200025,143.511155322129,157.095735281384,155.389139349168,WBGene00004901,WBGene00004901,History: N.A.
WBGene00006452,heh-1,2.78522127757166,2.7036433654368e-60,859.88620574766,777.292178502161,775.782639085569,274.853041132288,272.931025483663,249.801840705535,WBGene00006452,WBGene00006452,History: N.A.
WBGene00002206,kin-24,2.78232050207171,4.2431048157351305e-60,73.9942413522235,67.1950074893831,64.247906048796,207.142214956172,200.185651774373,204.627465403323,WBGene00002206,WBGene00002206,History: N.A.
WBGene00015929,C17H12.3,2.74672617702353,9.3557930318814e-60,275.302646422766,276.757428472532,264.62858027681,763.036146964075,756.803726504108,697.669034316892,WBGene00015929,WBGene00015929,History: N.A.
WBGene00194886,C05B5.12,2.73819729309826,1.8709244063740101e-59,24.4773696562266,26.4708891652955,20.8037818483791,114.095121349962,119.600675115128,121.177028154917,WBGene00194886,WBGene00194886,History: N.A.
WBGene00235288,Y69A2AR.46,2.737345225898,1.9376167730304401e-59,45.081632257421,60.6012109289734,46.4555985409534,262.378576889436,288.205351664734,292.564011727411,WBGene00235288,WBGene00235288,History: N.A.
WBGene00007335,C05C12.1,2.70200974067008,7.97427493782132e-59,85.5375629711873,75.8342683453391,71.1864410693505,262.440584248919,248.454101331464,244.456904093066,WBGene00007335,WBGene00007335,History: N.A.
WBGene00012173,W01B6.6,2.70191237885786,1.23782362013059e-58,82.9776513454829,85.4630433556422,82.7648307431785,236.296582386114,240.733925212055,221.194716713488,WBGene00012173,WBGene00012173,History: N.A.
WBGene00022634,ZC581.7,2.69507003648598,2.33242860056236e-58,115.459675937539,101.767210333632,97.1374944670091,345.602390706231,325.544663800303,322.186533660214,WBGene00022634,WBGene00022634,History: N.A.
WBGene00016010,C23G10.1,2.69499289805582,3.5257130669404405e-58,52.0199462037938,49.2228439722023,43.8591066454364,156.771431816868,150.557569759632,149.572500687481,WBGene00016010,WBGene00016010,History: N.A.
WBGene00022108,Y71F9AL.2,2.69178847948895,4.22764537394428e-58,97.0943225776949,91.206580155383,85.5796760430377,277.896191869679,258.73748025917,260.433764668256,WBGene00022108,WBGene00022108,History: N.A.
