gene_id,gene_name,log2 fold change (MLE): group dpy f3 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f1_smRNAseqRppH_rep1,mutant_f1_smRNAseqRppH_rep2,mutant_f1_smRNAseqRppH_rep3,mutant_f1_smRNAseqRppH_rep4,wt_smRNAseqRppH_rep1,wt_smRNAseqRppH_rep2,wt_smRNAseqRppH_rep3,wt_smRNAseqRppH_rep4,Input,Suggested Match,History
WBGene00012130,slc-17.4,1.28662164709067,5.4847014843941905e-09,50.9622112305518,51.7161269773247,56.9973951703218,44.52064585183,19.2165714188015,29.1139176026167,16.4403730234276,19.097530227616,WBGene00012130,WBGene00012130,"History: Split into T28F3.11(WBGene00303083). History of WBGene00012130: Split into ""WBGene00303083"" on 2018-03-02"
WBGene00019133,F59H6.2,0.608856814912504,1.7833881352328e-08,367.569577980624,363.027884841278,431.016400675979,333.947266642245,250.697150870297,242.127104267319,252.749090108502,232.323873852463,WBGene00019133,WBGene00019133,History: N.A.
WBGene00008949,F19B6.3,0.772928796238979,1.84916294509728e-08,255.868163526188,228.800406709062,241.435519485259,208.777419339293,144.469589289205,155.054368535717,128.756135900174,118.644942698188,WBGene00008949,WBGene00008949,History: N.A.
WBTransposon00000086,WBTransposon00000086,0.732241079919785,2.50028220140931e-08,346.949077174408,348.550821688821,427.874193743895,315.426069087757,230.74793019376,230.635594637815,173.763049151854,229.026593535251,,,
WBGene00022413,Y102A11A.3,0.879020895886785,2.90356394566736e-08,38.0228399427901,39.8141678481974,54.9732634283116,42.6856146445177,26.8544460376037,22.2488290227872,23.8324521596201,22.3686834567739,WBGene00022413,WBGene00022413,History: N.A.
WBGene00020318,T07F8.1,1.52193225543918,2.99712988469666e-08,26.7008258201624,26.279806836524,41.5370452960067,22.307946931161,10.0351739909585,12.3418372740419,9.52309914332411,8.51979906925811,WBGene00020318,WBGene00020318,History: N.A.
WBGene00021987,fbxa-40,0.665357195665208,2.99712988469666e-08,342.321563439333,336.651051118492,406.07751404723,316.124816921091,231.921444399026,231.171773450585,199.037126453708,218.693659399142,WBGene00021987,WBGene00021987,"History: Split into Y59E1A.4(WBGene00304826). History of WBGene00021987: Split into ""WBGene00304826"" on 2019-07-25"
WBGene00011696,eea-1,0.610123092900597,4.0650535514694e-08,151.356900650466,143.452884359168,177.643079679114,148.21997140603,105.343726971414,103.862175357441,103.555343320206,93.4263845464209,WBGene00011696,WBGene00011696,History: N.A.
WBGene00023036,F39E9.10,0.662088264386606,5.17363169111039e-08,3627.91173466876,3190.69811409007,3579.77721171548,2897.59024026566,2494.89060043965,2192.9458265439,1865.73092288009,1846.85662234806,WBGene00023036,WBGene00023036,History: N.A.
WBGene00012159,VY10G11R.1,0.748251510612145,5.86708902040633e-08,568.470625809732,558.53479685253,740.555301633138,496.399961908095,338.495675479298,390.393615799794,316.052036570542,356.752331402486,WBGene00012159,WBGene00012159,History: N.A.
WBGene00021447,Y39A3CR.8,0.880122092304638,1.00133089623602e-07,223.410930678631,231.45887682773,239.700565060397,193.974669332034,139.319635806272,130.459261096292,109.102981583122,104.077235512127,WBGene00021447,WBGene00015243,"History: Merged into ""WBGene00015243"" on 2020-01-21"
WBGene00018322,F41H10.12,0.761911482580264,1.16488044858885e-07,485.745504223432,492.237408932348,685.147758257248,549.774035473468,377.81520332152,314.022586280649,292.242888293329,320.461808184074,WBGene00018322,WBGene00018322,History: N.A.
WBGene00021676,Y48G1C.1,-0.663119125770187,1.3037421328138e-07,250.633381758776,229.983706258782,206.937615327667,277.571076790956,349.317958572108,381.243177337249,368.852788449258,435.39816000745,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
WBGene00010102,F55C9.5,0.849932445898297,1.70507652082838e-07,498.229393711416,412.794916627549,493.153606229232,451.975172105677,294.310584833727,252.530355494001,233.062144763877,248.824841453018,WBGene00010102,WBGene00010102,History: N.A.
WBGene00012227,W03H9.1,0.72216535721006,2.06877034927242e-07,158.530596809055,132.711583152893,140.838103209192,118.910402242678,91.8698988459599,85.8572878515683,84.7481681980508,70.7769037194512,WBGene00012227,WBGene00012227,History: N.A.
WBGene00001650,gon-1,0.965933065327175,2.31652551466267e-07,20.1006495922485,20.7337670754882,18.5529776003107,15.3816182007502,10.8581077331916,9.50540069245858,8.14473767661793,9.52870138619478,WBGene00001650,WBGene00001650,History: N.A.
WBGene00013547,Y75B8A.10,0.728619706281304,2.31652551466267e-07,345.284289319645,339.757125681684,395.218494488286,293.770308816335,203.48133232971,233.078876152407,186.570683059147,202.037818113696,WBGene00013547,WBGene00013547,History: N.A.
WBGene00015817,C16A11.4,-0.635057411543551,2.31652551466267e-07,224.325376293969,230.716818096228,180.768403014719,237.530331295935,319.377823246235,332.217171482093,324.986200970708,384.417198031182,WBGene00015817,WBGene00015817,History: N.A.
WBGene00194667,Y105C5A.1271,0.606860627485291,2.31652551466267e-07,718.102116552991,712.35200595916,721.62714579302,618.714570403742,465.858197130491,492.408710141373,446.09239026994,412.271600209097,WBGene00194667,WBGene00194667,History: N.A.
WBGene00000820,csp-2,0.686875375112896,2.57956998809403e-07,97.1904663432905,102.782299948991,111.934216123826,90.9216597133763,66.3503174837999,61.1700421581586,61.1380622346144,60.545435916356,WBGene00000820,WBGene00000820,History: N.A.
WBGene00020464,T12E12.3,-0.567140652601862,2.57956998809403e-07,281.009616988896,269.7914473155,237.340913461281,303.670576478871,377.748150270882,405.037987921485,384.830684098658,453.585627611189,WBGene00020464,WBGene00020464,History: Renamed on 2021-04-19
WBGene00001977,hmg-12,-0.630362900015455,3.61967288925629e-07,377.414050156105,336.492472449328,302.179976560876,360.655055617822,460.698035274651,548.113818499501,522.017356925822,601.239061692827,WBGene00001977,WBGene00001977,History: N.A.
WBGene00007179,B0457.4,0.761127247098893,4.00964502758749e-07,331.694787169715,253.274169185039,254.652768930455,248.331412828468,169.845036317481,164.506696531476,144.560265211048,160.287004671173,WBGene00007179,WBGene00007179,History: N.A.
WBGene00017977,F32B5.3,1.07393575805341,4.85938383274047e-07,91.8822125123864,103.484598212724,113.4004946146,97.725552755736,49.5689411492451,64.8706188329122,35.7585622712662,44.3248613130157,WBGene00017977,WBGene00017977,History: N.A.
WBGene00021302,Y32G9A.3,0.902808286386742,4.9755775910362e-07,166.652478019735,189.939449438013,201.594321384129,141.549083026079,84.1931612066678,101.902037013796,77.8827437762592,106.302786460185,WBGene00021302,WBGene00021302,History: N.A.
WBGene00002221,klp-10,-0.710130908696852,5.86838012656779e-07,73.4842558030889,63.3917720679886,65.2211191674904,83.8375019049086,108.889590749587,115.867741026773,112.60027511824,133.482124627511,WBGene00002221,WBGene00002221,History: N.A.
WBGene00017533,fbxa-178,0.716039660398952,5.86838012656779e-07,194.581256560872,213.322750394773,207.6464104392,180.751428513568,136.144141811062,121.022319386824,109.34438172352,117.490768597131,WBGene00017533,WBGene00017533,History: N.A.
WBGene00015614,C08G5.1,1.23528876131072,1.06383081861123e-06,21.7486494613633,19.8339680501858,25.9693178534388,21.606604282182,8.33115150762492,9.96151711159987,10.9289231564615,8.52398602757159,WBGene00015614,WBGene00015614,History: N.A.
WBGene00000549,cls-2,-0.463792061174068,1.13803327229085e-06,463.125729153504,445.575112875927,398.682068813237,468.52707063898,591.415207556228,610.712773223333,581.31381104559,667.681821018892,WBGene00000549,WBGene00000549,History: N.A.
WBGene00014309,F07H5.5,0.798961966015795,1.61659732969179e-06,145.782680561359,131.328280277521,206.630538966158,137.12247397441,88.9905571058325,90.1380550795349,85.4082106422398,89.7248695349643,WBGene00014309,WBGene00014309,History: N.A.
WBGene00004737,scc-1,-0.556352153956998,1.72662953648796e-06,273.822980040573,276.28206548596,227.128987955746,284.53465167225,360.531134301116,372.673386102431,387.718701563384,443.116115584038,WBGene00004737,WBGene00004737,History: N.A.
WBGene00022307,Y77E11A.2,0.834673532276821,1.84349728887753e-06,265.291045597653,225.038577441497,239.374049867606,172.119753040739,143.24113274938,140.853628405096,122.641192903604,97.760598262492,WBGene00022307,WBGene00022307,History: N.A.
WBGene00002036,hum-2,-0.528130296855874,2.00206001398746e-06,115.95611154776,126.259762265656,101.079579666791,133.433948881364,161.220129219405,174.885194155242,171.800365934154,182.137271929572,WBGene00002036,WBGene00002036,History: N.A.
WBGene00004094,ppw-2,-0.558322998860104,2.35311561588056e-06,139.690425096789,131.824581000344,125.872924008396,153.594581346391,182.462187790192,207.520413448722,196.917400649394,226.902316501362,WBGene00004094,WBGene00004094,History: Renamed on 2011-10-14
WBGene00007578,C14B1.7,0.435377907311943,2.82381923054216e-06,430.67765059448,395.4915344547,432.439210097224,387.71705393601,306.07545685821,324.867721931477,293.419643752744,291.999844251736,WBGene00007578,WBGene00007578,History: N.A.
WBGene00018325,F42A6.3,0.882269197273184,3.0335047438023e-06,55.7425618643087,60.4212250768271,64.8456172591901,56.4643478630293,35.2494587902639,31.068806323166,38.0748236329476,24.8620709961567,WBGene00018325,WBGene00018325,History: N.A.
WBGene00001529,gcy-2,1.57705318241358,3.62435402221472e-06,12.968406558244,12.5926298391116,13.20043899151,11.9031223957101,5.90452060379542,3.53000320403909,2.47201091151419,4.98076656478958,WBGene00001529,WBGene00001529,History: N.A.
WBGene00013352,lon-8,-0.630523400543792,3.62435402221472e-06,221.730754466712,223.691707585909,251.387192387013,234.775451717973,344.721315946804,379.059856479441,361.808353552305,356.452436243449,WBGene00013352,WBGene00013352,History: N.A.
WBGene00014156,ZK930.6,0.784147147911104,3.62435402221472e-06,205.828461681207,239.924113118189,272.816705398106,197.351126735786,133.716304102381,147.1200876165,112.787704990435,135.484310235703,WBGene00014156,WBGene00014156,History: N.A.
WBGene00189930,Y26G10.5,0.71277406958125,3.62435402221472e-06,1226.57968172134,983.103683020874,1189.90957142636,987.469897619344,734.12872840523,709.28900688777,573.085946281486,649.240243888835,WBGene00189930,WBGene00189930,History: N.A.
WBGene00044209,Y32F6A.6,0.56479532152567,4.10379289427443e-06,395.324356490638,368.907223628625,456.301273685931,415.947716142713,292.742916203175,269.856512264418,254.707682701532,287.841379110867,WBGene00044209,WBGene00044209,History: N.A.
WBGene00007218,C01A2.6,0.649540703635145,4.89252751116068e-06,610.592469698807,475.425596406206,647.670224800698,490.11871639933,398.396407441052,328.087174201613,320.144185906455,363.729883341404,WBGene00007218,WBGene00007218,History: N.A.
WBGene00009846,F48F5.2,1.57078290577534,5.18888912521418e-06,8.22993568439574,9.64486843940168,8.66605528395405,8.25436849412266,3.01490237538082,3.28303759413491,2.20890502736603,3.19954124298399,WBGene00009846,WBGene00009846,History: N.A.
WBGene00018572,lin-42,0.788241313326286,5.18888912521418e-06,39.2868379475253,34.8311933836014,42.4239227114127,37.3732084086067,22.6831864722846,20.2253934509446,22.9818597506255,22.6650450848649,WBGene00018572,WBGene00018572,History: N.A.
WBGene00004798,sip-1,0.881637679853137,5.21504480796565e-06,204.070035075118,172.043144528653,209.699580875754,178.025822998019,110.979616364384,92.5798496559313,119.939845042291,89.3329604812427,WBGene00004798,WBGene00004798,History: N.A.
WBGene00020902,jmjc-1,-0.435391857031418,5.33415672105981e-06,276.060908500766,242.829823630292,276.401204819614,267.736117206166,368.097691054257,341.283406131356,363.230710464712,363.236392507053,WBGene00020902,WBGene00020902,History: N.A.
WBGene00012896,snrp-200,-0.437396489879266,5.68908183249377e-06,183.193615035056,180.555348561264,159.354989123327,188.364508673358,256.479291886182,244.235883264232,240.219845138734,224.545798075968,WBGene00012896,WBGene00012896,History: Renamed on 2005-03-17
WBGene00000020,abt-2,1.72891558106396,5.70645134579862e-06,5.40806718211492,4.27436383922119,10.4401929886376,5.7479507144745,1.98115698820002,2.03045118971244,2.48831802997096,1.29383824407785,WBGene00000020,WBGene00000020,History: N.A.
WBGene00206536,C14A6.16,0.790055594721681,7.10514828194227e-06,81.9491661677314,82.975631366078,125.348564174509,89.2280491714461,65.2951032475805,53.6563719617608,45.3149179698296,54.7436300320468,WBGene00206536,WBGene00206536,History: N.A.
WBGene00009149,F26D2.10,1.52821161738699,7.83405467765145e-06,10.9459279766006,11.5350832141116,11.4794034713369,8.78373223360842,2.8631020407804,3.16005886825579,4.24147632197605,4.17111885919966,WBGene00009149,WBGene00009149,History: N.A.
WBGene00011716,T11F9.19,1.0013535651772,8.03416922919072e-06,216.322687284597,186.805530751148,189.610777712832,137.387116190517,95.7559210963343,110.405783440614,87.9743303497448,69.4839057004774,WBGene00011716,WBGene00011716,History: N.A.
WBGene00021737,Y50D4A.3,3.19434302180671,9.48775087492553e-06,14.7767593864915,11.6790793929803,11.5020536693319,8.67898070990968,1.15429045346734,2.95752739242268,0.483259994756181,0.753834825995745,WBGene00021737,WBGene00021737,History: N.A.
WBGene00021375,Y37E11B.2,0.501620225274539,9.49712169077632e-06,3614.38272133044,3254.17931582866,3669.11170671122,2812.7896219369,2546.57656793954,2493.64662199562,2240.22592570128,2143.18385091445,WBGene00021375,WBGene00021375,History: N.A.
WBGene00006803,unc-70,0.780161798994734,9.55999656098156e-06,24.3356762408899,20.3722573814235,35.0313095391965,27.4430161611064,15.2978896866105,16.658432247156,14.3304658945127,15.9849985422538,WBGene00006803,WBGene00006803,History: N.A.
WBGene00021019,W04B5.2,0.491302973308013,9.84037634479954e-06,2417.30399140193,2211.79779553602,2873.35457033657,2153.00606511692,1794.52919638754,1774.65839676845,1603.8626009966,1690.15798666854,WBGene00021019,WBGene00021019,"History: Split into W04B5.8(WBGene00306003). History of WBGene00021019: Split into ""WBGene00306003"" on 2020-01-20"
WBGene00006975,zfp-1,0.408398118904025,1.12064408229488e-05,570.889007600657,537.531372706849,620.264746719853,534.730518742033,447.454115205333,440.640892236875,406.750619552455,409.538209526531,WBGene00006975,WBGene00006975,History: N.A.
WBGene00010260,ddx-17,-0.621528046784574,1.42411294907149e-05,67.5314038441643,62.751298916226,59.9149953525875,65.1704271148166,93.6175712442656,87.2526997281348,99.9518527819007,111.19782674834,WBGene00010260,WBGene00010260,History: N.A.
WBGene00021018,W04B5.1,0.668751707365178,1.42411294907149e-05,3375.93125435285,2895.83679015354,3337.44655439742,2187.79941513757,2064.16111082977,2073.02128386774,1799.75323285595,1478.93876734716,WBGene00021018,WBGene00021018,History: N.A.
WBGene00013638,Y105C5A.14,0.488299367540127,1.48294043921644e-05,1279.26770674441,1211.38665567964,1429.44346004879,1061.71140665699,892.759969429625,944.342706403969,849.049975484529,857.99950763694,WBGene00013638,WBGene00013638,"History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
WBGene00012388,Y6B3B.3,0.857778640676913,1.52900984639684e-05,42.6593025015202,52.0536246124169,46.0888664005018,39.9626806805141,30.312625744169,28.7750332092013,18.5160979759785,22.5548332436805,WBGene00012388,WBGene00012388,History: N.A.
WBGene00010507,K02E2.6,0.439170468122322,1.61263577877358e-05,7183.04777739731,6760.72840477432,7810.9289457117,6164.11978310603,5506.35049558909,5315.43368573995,4834.04499632935,4925.98375040519,WBGene00010507,WBGene00010507,History: N.A.
WBGene00004467,rpn-11,-0.63012133718881,1.77200680825608e-05,170.28302197176,158.65136498433,135.449736975803,186.521965857171,228.375267392606,275.497296424644,256.429670417863,256.725865321828,WBGene00004467,WBGene00004467,History: N.A.
WBGene00010735,frpr-15,0.716263387115634,1.9894435113875e-05,147.734367664327,110.724988190064,124.450469273678,113.894138932398,85.1263602306064,73.3777686985285,67.974394238524,74.3703080109154,WBGene00010735,WBGene00010735,History: N.A.
WBGene00019568,K09D9.11,0.919542109360748,1.9894435113875e-05,34.931803961896,40.2941927006658,43.2447669558679,34.4277929957589,19.7462518503684,22.8074186411793,15.4843104733471,22.3116512948748,WBGene00019568,WBGene00019568,History: N.A.
WBGene00004458,rpn-1,-0.586039723913898,2.02035972273935e-05,85.7696297113125,73.0517850103672,60.993366995847,86.0301230193251,112.078295713314,118.331639430683,113.660742255341,118.029385550998,WBGene00004458,WBGene00004458,History: N.A.
WBGene00004455,rpl-42,0.932025342784176,2.06293120796098e-05,176.140369934967,159.84028412752,190.359297588757,134.051857571835,92.4078119670919,87.308070005194,77.3756702093533,84.8657231118811,WBGene00004455,WBGene00004455,History: N.A.
WBGene00004044,plk-3,0.452988349909741,2.15273460630981e-05,315.809312715437,309.078426467607,310.435019334254,285.335023103067,222.560107167763,213.744652236923,210.125742348722,241.999116783665,WBGene00004044,WBGene00004044,History: N.A.
WBGene00004855,sma-1,0.832568711638318,2.3867420717184e-05,12.1819943351394,8.16943259373333,13.527224921052,12.3797977100433,5.33112103373363,6.84540978101644,6.97804771772288,6.72310145600182,WBGene00004855,WBGene00004855,History: N.A.
WBGene00002228,klp-18,-0.587930958563288,2.52019408004346e-05,96.878325780332,102.400227227385,89.8990064672352,115.191984224214,137.692192295898,151.708666454369,139.520349971843,181.532952195168,WBGene00002228,WBGene00002228,History: N.A.
WBGene00012201,W02B12.1,0.548302306434915,2.59698804332848e-05,351.273993356816,327.701227673625,422.036892328562,329.989940470262,270.20015698248,242.960875287523,238.519011161848,224.737007499981,WBGene00012201,WBGene00012201,History: N.A.
WBGene00004952,spd-1,-0.484789636030024,2.82377717084852e-05,184.043380653213,191.021821156485,194.405603668936,208.938354267603,248.552377267851,285.456382571563,274.146838231283,284.591587386911,WBGene00004952,WBGene00004952,History: N.A.
WBGene00019194,H12I13.6,0.716478386054968,2.8351826017907e-05,609.921399187555,656.667711052553,625.722651174394,527.474267778719,389.031536577675,356.225610148801,331.087206600447,385.26344142854,WBGene00019194,WBGene00019194,History: N.A.
WBGene00021007,W03F11.4,1.1813516923305,3.37531441603271e-05,14.6993081054884,12.5472935200017,13.1668328497684,10.5929174504753,5.66082480837169,6.20179024605354,5.06686282849892,5.35416931127349,WBGene00021007,WBGene00021007,History: N.A.
WBGene00017731,F23C8.1,0.686001863013863,3.64323774265111e-05,148.195645578209,166.323339542054,164.926251807508,140.249894548918,101.022877042261,104.208794801638,76.3500891953592,102.390109215242,WBGene00017731,WBGene00017731,History: N.A.
WBGene00008154,C47E12.11,1.36000709674561,3.79816084480427e-05,37.145853938588,46.1354117458601,39.9710708604696,27.6442084787374,15.5031450751104,15.8888869229097,13.5712766274831,13.3461567593846,WBGene00008154,WBGene00008154,History: N.A.
WBGene00003218,mep-1,-0.502142418048219,3.88973426657437e-05,176.178870562275,169.22276511015,127.441304208067,171.201338415063,226.105630900217,221.740664730946,230.59059619296,236.261226507522,WBGene00003218,WBGene00003218,History: N.A.
WBGene00013069,Y51A2B.5,1.30267473967749,3.88973426657437e-05,71.4175379073549,70.5576805995843,90.8691873434704,67.1749857068649,19.7582492692795,32.3997833382343,37.5000506935681,30.1083072248779,WBGene00013069,WBGene00013069,History: N.A.
WBGene00002219,klp-7,-0.402984161961771,3.99689293298248e-05,549.831010019594,552.478243045425,464.6976612282,546.26493591467,697.356034879517,694.675138006204,741.476103217835,664.421034928947,WBGene00002219,WBGene00002219,History: N.A.
WBGene00013613,Y102A5C.4,0.502490536488416,4.02248956800049e-05,722.263837410514,720.202133135819,863.148898434687,640.319463326476,591.554293157039,502.659350512843,492.720423467086,489.257967363425,WBGene00013613,WBGene00013613,History: N.A.
WBGene00077437,Y59H11AR.6,0.537220015668143,4.17061711881325e-05,9605.96687242423,8500.84848275721,9522.74370546166,7149.54175509876,6724.70735619809,6604.14336029889,5551.53449720987,5079.63794401067,WBGene00077437,WBGene00077437,History: N.A.
WBGene00018496,F46F5.5,0.561382284792293,4.60793431018086e-05,390.229161376135,420.025722157525,493.900759443333,407.913261622682,334.108120976993,302.239155356176,256.920762537249,267.736224414839,WBGene00018496,WBGene00018496,History: N.A.
