# Note: In the following rows commas have been replaced with semicolons to work better with r
# CSR-1 targets (Claycomb et al.; 2009)
chr,start,end,name,score,strand,Input,Suggested Match,History
chrI,6012059.0,6021985,C06A5.1,59,+,C06A5.1,WBGene00015499,Sequence name for WBGene00015499(ints-1). History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
chrI,5986493.0,5990344,C06A5.3,60,+,C06A5.3,WBGene00015501,Public name for WBGene00015501. History: N.A.
chrI,5978691.0,5985873,C06A5.6,61,-,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
chrI,6008079.0,6009608,C06A5.8,62,-,C06A5.8,WBGene00015505,Public name for WBGene00015505. History: N.A.
chrI,5479543.0,5484646,C09D4.4,63,-,C09D4.4,WBGene00015635,Public name for WBGene00015635. History: N.A.
chrI,6284972.0,6289342,C10G11.7,64,+,C10G11.7,WBGene00015687,Sequence name for WBGene00015687(chdp-1). History: N.A.
chrI,12207085.0,12212197,C15C6.3,65,+,C15C6.3,WBGene00007602,Public name for WBGene00007602. History: N.A.
chrI,12213099.0,12215175,C15C6.4,66,+,C15C6.4,WBGene00007603,Sequence name for WBGene00007603(popl-4). History: N.A.
chrI,9712813.0,9715223,C16C2.4,67,-,C16C2.4,WBGene00007621,Public name for WBGene00007621. History: N.A.
chrI,11604594.0,11611292,C17D12.7,68,-,C17D12.7,WBGene00007640,Sequence name for WBGene00007640(pcmd-1). History: N.A.
chrI,9419965.0,9420808,C17E4.11,69,-,C17E4.11,WBGene00044236,Public name for WBGene00044236. History: N.A.
chrI,9419415.0,9419991,C17E4.4,70,+,C17E4.4,WBGene00007644,Sequence name for WBGene00007644(mjl-1). History: N.A.
chrI,9422548.0,9431109,C17E4.6,71,+,C17E4.6,WBGene00007645,Public name for WBGene00007645. History: N.A.
chrI,4193240.0,4203307,C18E3.5,72,+,C18E3.5,WBGene00015974,Sequence name for WBGene00015974(snrp-40.2). History: N.A.
chrI,4214294.0,4215754,C18E3.9,73,-,C18E3.9,WBGene00015976,Public name for WBGene00015976. History: N.A.
chrI,10162378.0,10163542,C25A1.1,74,+,C25A1.1,WBGene00007705,Public name for WBGene00007705. History: N.A.
chrI,10179007.0,10179685,C25A1.16,75,+,C25A1.16,WBGene00077526,Public name for WBGene00077526. History: N.A.
chrI,10169625.0,10173205,C25A1.4,76,-,C25A1.4,WBGene00045383,Sequence name for WBGene00045383(sup-46). History: N.A.
chrI,10177168.0,10178911,C25A1.5,77,+,C25A1.5,WBGene00007707,Sequence name for WBGene00007707(fath-1). History: N.A.
chrI,6041671.0,6046178,C27A12.2,78,+,C27A12.2,WBGene00016154,Sequence name for WBGene00016154(szy-5). History: N.A.
chrI,6053598.0,6055825,C27A12.6,79,-,C27A12.6,WBGene00016156,Sequence name for WBGene00016156(ari-1.3). History: N.A.
chrI,6055948.0,6058341,C27A12.7,80,-,C27A12.7,WBGene00016157,Sequence name for WBGene00016157(ari-1.2). History: N.A.
chrI,6061661.0,6068034,C27A12.9,81,-,C27A12.9,WBGene00016159,Sequence name for WBGene00016159(pigo-1). History: N.A.
chrI,6967666.0,6970189,C30F12.2,82,-,C30F12.2,WBGene00016261,Public name for WBGene00016261. History: N.A.
chrI,5416651.0,5420734,C30H7.2,83,-,C30H7.2,WBGene00016278,Sequence name for WBGene00016278(erp-44.1). History: N.A.
chrI,3786596.0,3787498,C32E8.3,84,+,C32E8.3,WBGene00016321,Sequence name for WBGene00016321(tppp-1). History: N.A.
chrI,3782120.0,3783299,C32E8.5,85,+,C32E8.5,WBGene00016323,Sequence name for WBGene00016323(pmlr-1). History: N.A.
chrI,5822843.0,5825234,C32F10.8,86,-,C32F10.8,WBGene00016333,Public name for WBGene00016333. History: N.A.
chrI,10682459.0,10683139,C34B2.10,87,-,C34B2.10,WBGene00016395,Sequence name for WBGene00016395(spcs-1). History: Renamed on 2005-03-17
chrI,10675154.0,10676802,C34B2.5,88,-,C34B2.5,WBGene00016390,Sequence name for WBGene00016390(ttc-1). History: N.A.
chrI,10676909.0,10682365,C34B2.6,89,-,C34B2.6,WBGene00016391,Sequence name for WBGene00016391(lonp-1). History: N.A.
chrI,10685810.0,10687047,C34B2.8,90,-,C34B2.8,WBGene00016393,Public name for WBGene00016393. History: N.A.
chrI,8336974.0,8341819,C34B7.2,91,+,C34B7.2,WBGene00007912,Sequence name for WBGene00007912(figo-1). History: N.A.
chrI,10823346.0,10828671,C35E7.5,92,+,C35E7.5,WBGene00016457,Public name for WBGene00016457. History: N.A.
chrI,10808595.0,10810488,C35E7.8,93,+,C35E7.8,WBGene00016460,Public name for WBGene00016460. History: N.A.
chrI,8755836.0,8757599,C36B1.11,94,-,C36B1.11,WBGene00007978,Public name for WBGene00007978. History: N.A.
chrI,8730147.0,8730916,C36B1.14,95,+,C36B1.14,WBGene00044614,Public name for WBGene00044614. History: N.A.
chrI,6789060.0,6789741,C37A2.7,96,-,C37A2.7,WBGene00016493,Public name for WBGene00016493. History: N.A.
chrI,4428456.0,4431917,C41D11.3,97,-,C41D11.3,WBGene00016562,Public name for WBGene00016562. History: N.A.
chrI,9517014.0,9518726,C41G7.3,98,-,C41G7.3,WBGene00008061,"Sequence name for WBGene00008061(mina-1). History: Split into tspo-1(WBGene00077771). History of WBGene00008061: Split into ""WBGene00077771"" on 2008-06-10"
chrI,4266928.0,4267972,C43E11.9,99,-,C43E11.9,WBGene00016607,Public name for WBGene00016607. History: N.A.
chrI,10624450.0,10628353,C43H8.1,100,+,C43H8.1,WBGene00016621,Sequence name for WBGene00016621(arch-1). History: N.A.
chrI,4610268.0,4622973,C44E4.1,101,-,C44E4.1,WBGene00016650,Sequence name for WBGene00016650(ubr-4). History: N.A.
chrI,4634103.0,4635631,C44E4.4,102,+,C44E4.4,WBGene00016653,Sequence name for WBGene00016653(ssb-1). History: N.A.
chrI,12962430.0,12964568,C47B2.2,103,-,C47B2.2,WBGene00008131,Public name for WBGene00008131. History: N.A.
chrI,6916762.0,6917560,C48B6.2,104,+,C48B6.2,WBGene00016740,Public name for WBGene00016740. History: N.A.
chrI,6915045.0,6916592,C48B6.3,105,+,C48B6.3,WBGene00016741,Public name for WBGene00016741. History: N.A.
chrI,6255036.0,6257724,C48E7.2,106,+,C48E7.2,WBGene00016750,Sequence name for WBGene00016750(let-611). History: N.A.
chrI,3881830.0,3888456,C50F2.2,107,+,C50F2.2,WBGene00016836,Public name for WBGene00016836. History: N.A.
chrI,3877063.0,3880758,C50F2.3,108,+,C50F2.3,WBGene00016837,Sequence name for WBGene00016837(syf-1). History: N.A.
chrI,1832898.0,1834753,C53H9.2,109,+,C53H9.2,WBGene00016907,Public name for WBGene00016907. History: N.A.
chrI,8024874.0,8026520,C54G4.9,110,-,C54G4.9,WBGene00008318,Public name for WBGene00008318. History: N.A.
chrI,6511391.0,6513843,C55B7.11,111,-,C55B7.11,WBGene00016947,Public name for WBGene00016947. History: N.A.
chrI,7634201.0,7639776,F29D11.2,112,-,F29D11.2,WBGene00009254,Sequence name for WBGene00009254(capg-1). History: N.A.
chrI,12904459.0,12906348,Y18D10A.17,113,+,Y18D10A.17,WBGene00012484,Sequence name for WBGene00012484(car-1). History: Renamed on 2005-12-05
chrI,2623102.0,2628579,Y23H5A.7,114,-,Y23H5A.7,WBGene00000800,Sequence name for WBGene00000800(cars-1). History: Renamed on 2010-01-29
chrI,4190143.0,4193130,C18E3.6,115,+,C18E3.6,WBGene00015975,Sequence name for WBGene00015975(cas-2). History: N.A.
chrI,9788739.0,9789956,F26E4.9,116,+,F26E4.9,WBGene00000371,Sequence name for WBGene00000371(cox-5B). History: Renamed on 2017-09-05
chrI,5754315.0,5760796,F56H1.5,117,-,F56H1.5,WBGene00018995,Sequence name for WBGene00018995(ccpp-1). History: N.A.
chrI,6469386.0,6471953,K06A5.7,118,-,K06A5.7,WBGene00000386,Sequence name for WBGene00000386(cdc-25.1). History: N.A.
chrI,10639080.0,10640217,B0511.9,119,-,B0511.9,WBGene00015235,Sequence name for WBGene00015235(cdc-26). History: Renamed on 2007-02-16; Renamed on 2007-03-06
chrI,8032856.0,8035691,K04G2.3,120,-,K04G2.3,WBGene00010562,Sequence name for WBGene00010562(cdc-48.3). History: N.A.
chrI,4268069.0,4270288,C43E11.10,121,-,C43E11.10,WBGene00000382,Sequence name for WBGene00000382(cdc-6). History: N.A.
chrI,5872176.0,5874345,C34G6.5,122,+,C34G6.5,WBGene00016421,Sequence name for WBGene00016421(cdc-7). History: N.A.
chrI,2280916.0,2291093,Y39G10AL.3,123,-,Y39G10AL.3,WBGene00000408,Sequence name for WBGene00000408(cdk-7). History: N.A.
chrI,8702471.0,8705790,F39H11.3,124,+,F39H11.3,WBGene00000409,Sequence name for WBGene00000409(cdk-8). History: N.A.
chrI,11323518.0,11333144,H25P06.2,125,+,H25P06.2,WBGene00000410,Sequence name for WBGene00000410(cdk-9). History: N.A.
chrI,3223155.0,3228024,Y54E10A.15,126,-,Y54E10A.15,WBGene00000413,Sequence name for WBGene00000413(cdt-1). History: N.A.
chrI,6253020.0,6253585,C48E7.11,127,+,C48E7.11,WBGene00016754,Sequence name for WBGene00016754(cebp-2). History: N.A.
chrI,4373663.0,4379352,ZK973.2,128,+,ZK973.2,WBGene00022831,Sequence name for WBGene00022831(cec-10). History: N.A.
chrI,11851333.0,11853408,Y47H9C.4,129,-,Y47H9C.4,WBGene00000415,Sequence name for WBGene00000415(ced-1). History: N.A.
chrI,10222869.0,10228015,Y106G6E.5,130,-,Y106G6E.5,WBGene00000426,Sequence name for WBGene00000426(ced-12). History: N.A.
chrI,9665245.0,9668655,C03D6.3,131,+,C03D6.3,WBGene00000466,Sequence name for WBGene00000466(cel-1). History: N.A.
chrI,8324112.0,8328851,F52B5.5,132,+,F52B5.5,WBGene00000467,Sequence name for WBGene00000467(cep-1). History: N.A.
chrI,5619569.0,5620671,F46F11.2,133,+,F46F11.2,WBGene00000473,Sequence name for WBGene00000473(cey-2). History: N.A.
chrI,5571786.0,5572976,M01E11.5,134,-,M01E11.5,WBGene00000474,Sequence name for WBGene00000474(cey-3). History: N.A.
chrI,8615379.0,8616415,F43G9.5,135,+,F43G9.5,WBGene00009668,Sequence name for WBGene00009668(cfim-1). History: N.A.
chrI,9077880.0,9080004,T06D10.2,136,-,T06D10.2,WBGene00011532,Sequence name for WBGene00011532(chaf-1). History: N.A.
chrI,1823446.0,1825969,Y71G12B.1,137,+,Y71G12B.1,WBGene00022141,Sequence name for WBGene00022141(chaf-2). History: N.A.
chrI,7007336.0,7015211,H06O01.2,138,-,H06O01.2,WBGene00010369,Sequence name for WBGene00010369(chd-1). History: N.A.
chrI,4685868.0,4698576,T04D1.4,139,-,T04D1.4,WBGene00007053,"Sequence name for WBGene00007053(chd-7). History: N.A.. Public name for Dead gene WBGene00020213. History of WBGene00020213: Merged into ""WBGene00007053"" on 2005-10-05"
chrI,6181315.0,6183882,T09B4.10,140,-,T09B4.10,WBGene00000500,Sequence name for WBGene00000500(chn-1). History: N.A.
chrI,5103582.0,5104919,Y110A7A.13,141,-,Y110A7A.13,WBGene00000502,Sequence name for WBGene00000502(chp-1). History: N.A.
chrI,7554887.0,7559713,T25G3.2,142,+,T25G3.2,WBGene00000496,Sequence name for WBGene00000496(chs-1). History: N.A.
chrI,8804795.0,8808044,F36A2.1,143,-,F36A2.1,WBGene00009451,Sequence name for WBGene00009451(cids-2). History: N.A.
chrI,5653804.0,5655862,F55F8.4,144,-,F55F8.4,WBGene00018892,Sequence name for WBGene00018892(cir-1). History: N.A.
chrI,10184233.0,10185458,C25A1.8,145,-,C25A1.8,WBGene00007709,Sequence name for WBGene00007709(clec-87). History: Renamed on 2006-06-15
chrI,4844908.0,4847337,F57C9.2,146,+,F57C9.2,WBGene00019009,Sequence name for WBGene00019009(clec-90). History: N.A.
chrI,9126129.0,9127065,ZK858.3,147,-,ZK858.3,WBGene00014117,Sequence name for WBGene00014117(clec-91). History: N.A.
chrI,3233392.0,3255567,Y54E10A.2,148,+,Y54E10A.2,WBGene00003258,"Sequence name for WBGene00003258(cogc-1). History: Renamed on 2006-01-16; Merged into ""WBGene00002755"" on 2015-03-05; Renamed on 2015-03-05. Public name for Dead gene WBGene00021825. History of WBGene00021825: Merged into ""WBGene00003258"" on 2006-01-16"
chrI,2931461.0,2947154,Y71F9AM.4,149,+,Y71F9AM.4,WBGene00022121,Sequence name for WBGene00022121(cogc-3). History: Renamed on 2006-01-16
chrI,4249482.0,4253170,C43E11.11,150,+,C43E11.11,WBGene00016608,Sequence name for WBGene00016608(cogc-5). History: N.A.
chrI,2895329.0,2900862,Y71F9AL.17,151,-,Y71F9AL.17,WBGene00022119,Sequence name for WBGene00022119(copa-1). History: N.A.
chrI,5412844.0,5415632,C24A11.9,152,-,C24A11.9,WBGene00000761,Sequence name for WBGene00000761(coq-1). History: Renamed on 2015-03-04
chrI,3869221.0,3870127,T03F1.2,153,+,T03F1.2,WBGene00000764,Sequence name for WBGene00000764(coq-4). History: N.A.
chrI,5788633.0,5791755,B0414.5,154,-,B0414.5,WBGene00000772,Sequence name for WBGene00000772(cpb-3). History: N.A.
chrI,7244934.0,7246138,R06C7.4,155,+,R06C7.4,WBGene00011063,Sequence name for WBGene00011063(cpg-3). History: N.A.
chrI,8636113.0,8637152,F43G9.9,156,-,F43G9.9,WBGene00000777,Sequence name for WBGene00000777(cpn-1). History: N.A.
chrI,7152457.0,7156784,K07G5.1,157,-,K07G5.1,WBGene00010641,Sequence name for WBGene00010641(crml-1). History: N.A.
chrI,3481988.0,3484502,Y47G6A.8,158,+,Y47G6A.8,WBGene00000794,Sequence name for WBGene00000794(crn-1). History: N.A.
chrI,71857.0,81071,Y48G1C.2,159,+,Y48G1C.2,WBGene00000812,Sequence name for WBGene00000812(csk-1). History: N.A.
chrI,6022658.0,6026983,B0025.2,160,+,B0025.2,WBGene00000814,Sequence name for WBGene00000814(csn-2). History: N.A.
chrI,10227387.0,10231206,Y106G6E.6,161,-,Y106G6E.6,WBGene00013709,Sequence name for WBGene00013709(csnk-1). History: N.A.
chrI,10398974.0,10400186,F25D7.1,162,-,F25D7.1,WBGene00000843,"Sequence name for WBGene00000843(cup-2). History: Renamed on 2005-08-18; Renamed on 2013-11-18. Public name for Dead gene WBGene00009111. History of WBGene00009111: Merged into ""WBGene00000843"" on 2005-08-18"
chrI,4114735.0,4116371,H31G24.4,163,+,H31G24.4,WBGene00000867,Sequence name for WBGene00000867(cyb-2.2). History: N.A.
chrI,8022679.0,8024419,C54G4.8,164,-,C54G4.8,WBGene00000869,Sequence name for WBGene00000869(cyc-1). History: N.A.
chrI,6780821.0,6784535,C37A2.4,165,+,C37A2.4,WBGene00000871,Sequence name for WBGene00000871(cye-1). History: Renamed on 2015-03-05
chrI,13566085.0,13572052,Y87G2A.6,166,-,Y87G2A.6,WBGene00000891,Sequence name for WBGene00000891(cyn-15). History: N.A.
chrI,4580733.0,4583815,D1007.5,167,-,D1007.5,WBGene00017003,Sequence name for WBGene00017003(tmem-39). History: N.A.
chrI,4604403.0,4605386,D1007.8,168,+,D1007.8,WBGene00017005,Public name for WBGene00017005. History: N.A.
chrI,3684804.0,3690157,D1037.1,169,+,D1037.1,WBGene00017025,Public name for WBGene00017025. History: N.A.
chrI,8487606.0,8490932,D1081.7,170,+,D1081.7,WBGene00008385,Sequence name for WBGene00008385(lotr-1). History: N.A.
chrI,8491282.0,8495832,D1081.8,171,+,D1081.8,WBGene00008386,Sequence name for WBGene00008386(cdc-5L). History: Renamed on 2005-03-17
chrI,8485803.0,8487037,D1081.9,172,-,D1081.9,WBGene00008387,Sequence name for WBGene00008387(zhp-2). History: N.A.
chrI,7784492.0,7785619,D2005.1,173,-,D2005.1,WBGene00008397,Public name for WBGene00008397. History: N.A.
chrI,7814983.0,7819588,D2005.4,174,+,D2005.4,WBGene00008399,"Public name for WBGene00008399. History: Split into D2005.7(WBGene00086551). History of WBGene00008399: Split into ""WBGene00086551"" on 2008-06-27"
chrI,7574190.0,7578560,D2030.2,175,+,D2030.2,WBGene00008412,Public name for WBGene00008412. History: N.A.
chrI,7578507.0,7580831,D2030.3,176,-,D2030.3,WBGene00008413,Public name for WBGene00008413. History: N.A.
chrI,7580932.0,7581626,D2030.4,177,-,D2030.4,WBGene00008414,Public name for WBGene00008414. History: N.A.
chrI,7588648.0,7591204,D2030.7,178,+,D2030.7,WBGene00008417,Public name for WBGene00008417. History: N.A.
chrI,7591292.0,7595208,D2030.8,179,+,D2030.8,WBGene00008418,Public name for WBGene00008418. History: N.A.
chrI,6553479.0,6554293,F57B10.10,180,-,F57B10.10,WBGene00000896,Sequence name for WBGene00000896(dad-1). History: N.A.
chrI,332609.0,337845,Y48G1A.3,181,+,Y48G1A.3,WBGene00000917,"Sequence name for WBGene00000917(daf-25). History: Renamed on 2010-12-07. Public name for Dead gene WBGene00021659. History of WBGene00021659: Merged into ""WBGene00000917"" on 2010-12-07"
chrI,10186600.0,10190886,C25A1.10,182,-,C25A1.10,WBGene00000931,Sequence name for WBGene00000931(dao-5). History: N.A.
chrI,506479.0,509059,Y65B4BL.2,183,+,Y65B4BL.2,WBGene00022034,Sequence name for WBGene00022034(deps-1). History: N.A.
chrI,4386787.0,4403645,T21E12.4,184,+,T21E12.4,WBGene00000962,Sequence name for WBGene00000962(dhc-1). History: N.A.
chrI,8736060.0,8737029,C36B1.7,185,+,C36B1.7,WBGene00007974,Sequence name for WBGene00007974(dhfr-1). History: N.A.
chrI,5862643.0,5865014,F33D11.12,186,-,F33D11.12,WBGene00018009,"Sequence name for WBGene00018009(dhhc-3). History: Split into F33D11.17(WBGene00303057). History of WBGene00018009: Split into ""WBGene00303057"" on 2018-03-02"
chrI,11611662.0,11616130,C17D12.1,187,+,C17D12.1,WBGene00007637,Sequence name for WBGene00007637(dhhc-7). History: N.A.
chrI,6736679.0,6741638,W02D3.2,188,+,W02D3.2,WBGene00020932,Sequence name for WBGene00020932(dhod-1). History: N.A.
chrI,5278806.0,5281519,C01G8.3,189,-,C01G8.3,WBGene00000965,Sequence name for WBGene00000965(dhs-1). History: N.A.
chrI,2420832.0,2421744,F23C8.6,190,-,F23C8.6,WBGene00017735,Sequence name for WBGene00017735(did-2). History: N.A.
chrI,3167687.0,3171232,Y54E10A.5,191,+,Y54E10A.5,WBGene00021827,Sequence name for WBGene00021827(dnc-6). History: N.A.
chrI,14757049.0,14759020,F39B2.10,192,+,F39B2.10,WBGene00001030,Sequence name for WBGene00001030(dnj-12). History: N.A.
chrI,5676829.0,5677710,T19B4.4,193,+,T19B4.4,WBGene00001039,Sequence name for WBGene00001039(dnj-21). History: Renamed on 2015-03-04
chrI,14107694.0,14113167,Y63D3A.6,194,-,Y63D3A.6,WBGene00001047,Sequence name for WBGene00001047(dnj-29). History: N.A.
chrI,2718027.0,2721479,Y71F9B.16,195,-,Y71F9B.16,WBGene00001048,Sequence name for WBGene00001048(dnj-30). History: N.A.
chrI,5282085.0,5283944,C01G8.4,196,-,C01G8.4,WBGene00001022,Sequence name for WBGene00001022(dnj-4). History: N.A.
chrI,15016888.0,15022969,F33H2.1,197,-,F33H2.1,WBGene00001049,Sequence name for WBGene00001049(dog-1). History: N.A.
chrI,5003450.0,5005163,F54C1.2,198,+,F54C1.2,WBGene00001050,Sequence name for WBGene00001050(dom-3). History: N.A.
chrI,2382966.0,2401490,Y39G10AR.18,199,-,Y39G10AR.18,WBGene00021474,Sequence name for WBGene00021474(dot-1.1). History: N.A.
chrI,6838352.0,6843342,K02F2.1,200,+,K02F2.1,WBGene00001056,Sequence name for WBGene00001056(dpf-3). History: N.A.
