gene_id,gene_name,chr,start,end,strand,mean of normalized counts for all samples,log2 fold change (MLE): group pid2 tm1614 vs N2,BH adjusted p-values,tm1614_sensorOFF_rep1_RppH.robustRPKM,tm1614_sensorOFF_rep2_RppH.robustRPKM,tm1614_sensorOFF_rep3_RppH.robustRPKM,tm1614_sensorON_rep1_RppH.robustRPKM,tm1614_sensorON_rep2_RppH.robustRPKM,tm1614_sensorON_rep3_RppH.robustRPKM,WT_new_rep1_RppH.robustRPKM,WT_new_rep2_RppH.robustRPKM,WT_new_rep3_RppH.robustRPKM,WT_old_rep1_RppH.robustRPKM,WT_old_rep2_RppH.robustRPKM,WT_old_rep3_RppH.robustRPKM,WT_control_REP1_RppH.robustRPKM,WT_control_REP2_RppH.robustRPKM,WT_control_REP3_RppH.robustRPKM,WT_control_REP4_RppH.robustRPKM,RFK530_mut_REP1_RppH.robustRPKM,RFK530_mut_REP2_RppH.robustRPKM,RFK530_mut_REP3_RppH.robustRPKM,Input,Suggested Match,History
WBGene00013310,Y57G11C.14,IV,14799311.0,14801063.0,+,280.469543315152,7.15260010332896,1.74869595647793e-141,588.651858899068,629.617360696089,539.812865230533,753.749870095755,680.795436758182,843.440419604692,3.46591615734762,2.70660477185563,5.75402486995187,0.807578367634403,1.7454806892179,2.27304183992232,5.12520396312119,7.54824836719354,14.5199040764018,5.70816213484845,418.804266364773,451.265553875712,458.955541325943,WBGene00013310,WBGene00013310,History: N.A.
WBGene00003637,nhr-47,V,5505253.0,5509956.0,+,632.42579299748,4.50095185842936,6.13898272263098e-131,548.873127829646,579.374055544302,407.540215294852,609.832993669589,538.714097524794,680.392535340477,44.9803941866354,23.2372722637551,22.3503676094055,22.8962769315774,22.3042112718304,15.7329934629332,21.4893013329994,16.0755837779726,23.1923940900119,15.9557118189529,446.762288748907,429.617704001056,406.231752782614,WBGene00003637,WBGene00003637,History: Renamed on 2005-12-15
WBGene00009647,phlp-2,III,4209492.0,4216724.0,+,397.370401760831,6.48483895371414,1.8753865171310303e-117,189.316892099268,163.355083775839,164.657552264137,322.133175110008,268.674710093921,341.958589830217,1.88820542641026,2.73062632053199,3.0397576621811,2.34646777250879,2.74711648925306,3.30223024581831,2.48193166322374,1.21843844389532,0.703140985871059,1.38211751602833,112.994246522171,137.16736760574,135.435937131682,WBGene00009647,WBGene00009647,History: N.A.
WBGene00018356,islo-1,IV,8136325.0,8139087.0,+,461.108840086764,6.35640916146265,1.25687868777557e-116,435.922687261201,467.996087691576,334.440714333237,752.342565622744,619.336210998248,783.883727611706,3.30581837458272,7.86767585779136,9.1232991556323,11.0039237841575,5.70806863798541,11.5629086444084,2.79340586864155,5.48539373615919,0.0,3.11113737548363,463.04616265833,494.020537739774,441.02770093769,WBGene00018356,WBGene00018356,History: N.A.
WBGene00008051,lron-4,II,8108941.0,8112163.0,-,458.613767355253,4.6062197766334,7.63353464341073e-115,415.969863059265,539.166951562045,390.846967640829,543.1746353492,423.901378334242,504.350470259566,13.5516965725979,21.5469557590996,22.3323438980721,12.2891278255121,16.9698017289191,12.8109120647565,11.9153753153919,15.9532830154091,20.8677943433936,14.6781661059562,257.956878305504,270.980562873099,233.337244910223,WBGene00008051,WBGene00008051,History: N.A.
WBGene00008862,F15D4.5,II,13245348.0,13247774.0,+,4331.3155903022,-3.3415661819912,1.42595340257716e-105,463.76909395234,565.358711057357,419.460259780827,407.346864930124,375.45299346975,333.604227069135,3296.87677376589,3121.36522916174,3716.42698638865,3964.19744158615,3476.01259787674,3635.40499733689,4243.03126722723,3863.00242320788,4536.42404026436,3601.05703712445,268.366484699349,246.458705655586,236.289917747389,WBGene00008862,WBGene00008862,History: N.A.
WBGene00013736,Y111B2A.13,III,12624766.0,12625890.0,+,392.668962313507,-4.91505886632954,4.55861671208087e-104,32.6385638501003,37.442054639375,69.097648414786,24.7986428413639,28.390751959665,33.8182106892893,1065.84617976921,940.363474438564,1079.8902022185,1134.87021618357,896.456695933735,907.186198337554,820.354430979158,786.435775772165,860.098636415462,790.76329752131,15.0809849581364,18.3072950285433,12.6113068433455,WBGene00013736,WBGene00013736,History: N.A.
WBGene00021468,epg-2,I,2300086.0,2302823.0,+,222.022553000896,4.26559314607163,1.33967087321943e-102,153.923116282662,163.939131700911,140.576113519578,148.499471302892,149.320753562531,171.651786081172,13.3903173463292,7.94390470412095,13.7235434760555,7.83633140052579,10.0368950723237,10.3474687775445,2.76291017138564,4.52125793755479,4.17463093620215,4.78671354568587,154.813884015664,193.501979371853,184.722235388265,WBGene00021468,WBGene00021468,History: N.A.
WBGene00009270,F30F8.1,I,7832692.0,7835453.0,-,573.143708955956,2.33613925239153,3.00607321834855e-94,410.575380222596,449.366930012833,377.460067595277,437.706294889281,360.27543499133,381.450270505584,80.0242948821217,70.2941300406303,67.1499325850536,68.537090633458,70.3327377021556,68.3550691604255,73.102995869129,70.4301501858351,74.5573168068685,71.9192155285831,273.078216365007,274.867483197471,266.180536960729,WBGene00009270,WBGene00009270,History: N.A.
WBGene00010043,F54C9.7,II,8573355.0,8575045.0,+,184.021450328203,5.8756901475896,1.6195311706571402e-91,242.487597056484,206.895861774114,140.447459895972,444.959519839547,304.674584363425,335.529081372151,4.64352162383248,4.83496126842179,11.6136415704982,3.09133486773541,4.67707639562061,3.48039708698804,1.96188040076686,3.85253234493041,6.66970105388576,3.64171894339556,361.852451644364,336.584018527255,297.998728411729,WBGene00010043,WBGene00010043,History: N.A.
WBGene00045272,F59C12.4,X,16602445.0,16602717.0,-,909.938070552469,-4.95352604145642,3.64600095807504e-91,174.155109503902,184.896413504521,152.563869534591,168.825023863114,203.727044281991,159.085983299908,1431.44876431173,3868.94941635518,5945.07842299313,4576.98737559946,4688.45703677165,4595.69649538854,7339.08556513975,6545.95342436001,7511.35380592372,4925.82505983738,252.509825068284,110.934607774914,123.678578064794,WBGene00045272,WBGene00045272,History: N.A.
WBGene00010295,fbxa-193,V,17653482.0,17655281.0,-,1616.3201272062,3.19025305924228,2.78560309739173e-89,2749.17242279575,2892.80279995561,2670.50120574416,2246.26294488672,1584.77153850202,1822.17323966994,321.792671633085,253.376583296608,312.014469612921,314.82805100358,239.215191712409,217.900184318007,172.870609083965,188.492374706393,193.837587430301,180.711268966383,1916.04629556775,1946.71572064718,1934.80623925648,WBGene00010295,WBGene00010295,History: N.A.
WBGene00017441,F13H8.8,II,6265612.0,6268083.0,-,908.620380067365,5.54460371451736,1.39729179907844e-86,1101.09286653836,861.398710553824,784.567100603504,1504.75716940887,1119.2701490854,1440.07880811444,46.7047440463442,20.9380253318231,21.1467313471306,21.3618925517556,15.6807464706331,22.6890653032877,6.39484969928554,19.4641662211652,11.594790592969,13.5322212405436,579.287245744887,588.187817524898,576.812419093621,WBGene00017441,WBGene00017441,History: N.A.
WBGene00015116,pacs-1,II,4369625.0,4372597.0,-,165.565345910674,5.73536473718942,8.92509277151866e-82,113.851400609591,210.533409863793,171.072316613546,282.719778755605,226.087329630015,243.873748479489,2.41569190167437,4.2759832162412,9.04178593909104,4.05266461318972,1.45988882848204,2.53484205183749,2.85775261629319,4.91028216388911,0.0,1.85663516592491,163.46418553709,159.287523840263,177.982621586502,WBGene00015116,WBGene00015116,History: Renamed on 2019-07-15
WBGene00010212,fbxa-192,V,17640672.0,17650527.0,-,239.929859694495,3.43070258000961,6.86250938424055e-81,429.598086846357,459.399911385284,323.249966665832,293.962759932473,217.859122860178,237.042435271855,36.0214553748646,30.1810286642238,36.0170496954051,25.7041932372475,24.3768019379369,33.4671174768253,18.3103675920032,26.1497854509878,22.6359230715933,22.8649362231347,275.927271355201,242.804534086007,253.273595317434,WBGene00010212,WBGene00010212,History: N.A.
WBGene00007976,C36B1.9,I,8743849.0,8746925.0,-,1030.65476227446,4.56131531145982,3.33491201525343e-78,863.449022223141,867.373899805225,708.734514170661,1256.72739385238,1095.56523615611,1431.86972072489,18.6641724527588,28.9671312677757,38.2671714583466,31.1805010733312,28.3759132291621,29.5618913067626,53.116095294836,44.99377281857,53.1105824661273,42.1450288585062,496.041523023029,486.451498794979,512.275851034316,WBGene00007976,WBGene00007976,History: N.A.
WBGene00017310,F09G2.1,V,7200224.0,7205609.0,+,1083.82165636558,2.47541979005376,4.08331828565525e-71,416.980288587032,515.37963769773,427.174462165383,620.175387100308,517.731784040957,606.874603200421,91.5623982164151,97.8909411740326,157.085924108001,86.2090568748749,65.6390500190216,87.62267314072,93.9492022902438,85.1219734663321,91.5909651766002,81.2975285250982,509.651340344175,527.576705841335,561.060642217674,WBGene00017310,WBGene00017310,History: N.A.
WBGene00019122,F59E12.6,II,5627244.0,5630048.0,-,679.281233560855,3.10595835149673,4.71780879969124e-69,569.668018934634,643.842989085784,482.015941706183,535.699063731127,519.314645770026,528.497546689959,53.0972568351783,48.417405623612,43.5168195284447,44.9889663738569,49.9155490778102,36.5813397192072,80.8965801534619,64.9441161598856,86.280729638113,57.5920759798274,311.0793422547,368.278447091639,345.857881549688,WBGene00019122,WBGene00019122,History: N.A.
WBGene00015796,C15F1.5,II,6967900.0,6970615.0,-,717.17475643048,4.51323984501734,5.00934523444366e-69,1059.79389481728,1135.47583939157,1002.68365366345,958.956554465707,825.597559081033,1081.9644446126,10.1873178482039,50.3847366875076,86.7844781287503,34.8143188675917,23.9421767871055,32.6632504393917,38.4980102452068,58.342168894209,32.2457107830059,48.1588427732767,953.525196567378,820.380886707379,789.314003831132,WBGene00015796,WBGene00015796,History: N.A.
WBGene00020106,R151.1,III,7216526.0,7221186.0,+,270.433757145114,4.50774549366499,5.2945709752529e-69,206.137461293675,184.422099010923,159.334710646342,353.808810874225,256.828419711708,317.615862617534,7.41817355748905,10.7464410178787,14.9927350862925,10.8217692791823,5.84747872683716,7.33281309975243,10.4926439344496,6.08764580737251,9.72853274481301,7.08249274382674,120.259089008097,128.684303462959,125.768743441848,WBGene00020106,WBGene00020106,History: N.A.
WBGene00013925,ZK20.4,II,11649096.0,11651213.0,-,253.685920128282,2.44496080407784,7.2813867371218e-67,439.332463528776,494.010663634807,435.743933200274,487.13519736655,437.561897940443,465.080214831569,63.6984797916018,65.9201749345789,77.3784716988626,89.7766749170219,71.9830151769185,73.3613111472969,85.0041317434659,77.8217828663434,75.5003378194948,71.2178206223408,273.552310490641,358.553092879652,248.191800872361,WBGene00013925,WBGene00013925,History: N.A.
WBGene00007108,gspd-1,IV,11317419.0,11319951.0,+,419.424470185779,2.16614070624705,9.60544354958455e-66,375.337729184446,425.309763202157,356.03336258581,392.613294091947,347.842902477354,350.970364749725,73.5588566689795,79.3572899961288,67.8447344981431,63.6070936538911,79.8529907741856,67.1813038472094,87.0197954265643,88.406786296451,102.721040586349,59.6761909377628,268.065587930657,287.734024901334,245.875675363616,WBGene00007108,WBGene00007108,History: N.A.
WBGene00015797,C15F1.8,II,6976031.0,6977790.0,-,879.372376105185,3.21713449056639,1.1930064211796401e-65,1276.10941591158,1411.35568268829,1178.1120642859,1269.21581273619,1052.54008769763,1317.24897144491,113.183111948384,88.2343510377666,82.1359518966156,91.2782717319407,93.327235173421,88.202497448477,204.658329635918,159.221898569004,190.647773408426,134.250950604494,935.386930115202,931.336461174379,873.859507134197,WBGene00015797,WBGene00015797,History: N.A.
WBGene00003153,mca-3,IV,3103157.0,3133147.0,-,262.055719170088,-2.13173055387559,3.24200408052183e-65,17.518074922479,15.7405440331403,13.3328346333601,12.1001447931905,15.0375862977223,14.951009841706,65.240576682422,63.4059533803825,68.5828545343645,79.4700188402027,49.6011539584506,72.9078237064358,51.0307198910171,54.6759187994197,54.029840163351,51.580298598659,12.1750586795552,11.4014807011037,12.6053672192582,WBGene00003153,WBGene00003153,History: Renamed on 2007-10-09
WBGene00008010,C38D9.2,V,17567513.0,17571603.0,+,662.787351346002,-3.61612898774359,3.6840556895718e-65,36.9247785760837,50.2114528340262,47.4242268624605,58.3550045960742,51.961612495547,40.231822498291,189.734970854536,465.575034882005,495.404733204,584.401539320359,595.318990382082,532.188946962538,768.874479585822,731.908838248022,851.204740605771,678.57362978604,47.317156409192,44.0371994448354,55.2309595298507,WBGene00008010,WBGene00008010,History: N.A.
WBGene00008050,chst-1,II,8105614.0,8106967.0,-,224.607930624268,5.46918319883109,6.58049405446305e-65,414.543045310007,445.936790099002,343.578455309984,522.759477588051,391.846475767561,428.481776927428,8.76520763058809,12.0601144143658,10.961075231155,11.0870087222995,10.0897672149347,6.56966965498181,0.0,4.5450749240564,2.09831098417536,4.46821968691422,155.629409304597,188.223852667768,171.596445961887,WBGene00008050,WBGene00008050,History: N.A.
WBGene00002004,hsf-1,I,11953512.0,11961984.0,-,807.282629513887,2.0957621630178,1.10416384262835e-63,572.011393368344,569.370566932935,444.87259858019,565.719296435583,543.27861437983,523.167088517073,123.098584588499,93.9726652041514,103.780964351091,101.85569125117,104.199486576684,91.8042752928076,141.630367287388,116.774185853385,152.267102550326,120.158696820453,383.656232276586,389.054056054709,380.976197168943,WBGene00002004,WBGene00002004,History: N.A.
WBGene00016540,C39F7.5,V,1264773.0,1270160.0,+,1532.44443163046,4.17091224393059,7.10193286815424e-63,1207.46581881397,1206.52348970008,965.409135318378,1449.71927661728,1236.07081263923,1398.16686884657,168.81706688002,55.5085045089099,79.0684172610737,41.7123357326181,40.4376405356742,30.7900842124903,64.2341552535341,59.7235848927116,52.9390208245662,58.8943425802019,1013.41852728143,1114.00326740107,993.263694724085,WBGene00016540,WBGene00016540,History: N.A.
WBGene00219700,linc-6,X,1982710.0,1982883.0,-,808.887342279963,-3.67839960374548,2.28276235881748e-62,508.797983413898,575.659442583984,349.077531945167,844.754476347679,662.95850425353,850.333641302928,4713.09819988744,5434.41905869071,6331.40248460618,6822.07859690644,5936.00865859615,5106.8326509864,9575.44212845548,7670.0542486515,9848.35024867585,7618.20394713373,339.582178540106,288.56084681197,388.094848410217,WBGene00219700,WBGene00219700,History: N.A.
WBGene00022017,Y61A9LA.5,V,4556055.0,4557114.0,+,164.560578645324,3.25994363046175,2.93805704926046e-62,495.047837108452,450.175951055918,367.207333195503,438.980795116552,362.965502086741,524.367315130024,20.4053203887217,30.19250232701,31.120892451065,55.052763269535,33.5334705000122,38.5036399620978,53.9960306084553,51.4565455332855,61.1891499798003,49.5251838235873,266.960688551108,316.870602867533,290.215799439289,WBGene00022017,WBGene00022017,History: N.A.
WBGene00011757,cht-2,II,8520905.0,8523490.0,+,562.196739009218,4.257773926664,9.525425823885541e-60,392.081209327487,364.355477942306,357.004516809728,775.11655445186,643.173207975126,798.861288060322,14.924758664801,25.5842541413152,49.2257642036924,31.8917190795981,15.3992561264691,20.3719005942468,25.8379348339892,17.9696346614608,24.3999613167507,23.7808522630872,314.187186627842,343.770317758201,321.868575768495,WBGene00011757,WBGene00011757,History: N.A.
WBGene00044249,F55B11.6,IV,14416489.0,14417201.0,-,313.154017721219,-4.60384476569152,3.48038461127815e-59,43.9442931837433,50.4116735660039,84.0870708762172,51.3672126103429,42.4723047644014,28.8372879740214,770.455296231174,687.397623044326,634.663011171289,770.156684677257,758.251207113279,735.428236697232,1352.38281440491,1265.9242559714,1690.23059869005,1239.02916937538,10.1524568841887,24.6487910384304,19.2437274595159,WBGene00044249,WBGene00044249,History: N.A.
WBGene00019327,zip-2,III,833858.0,835808.0,+,1947.84943644054,-4.02645610922538,8.53393874021877e-57,207.62394257509,219.000782458861,147.059786843048,54.5314843064772,74.2889041329394,73.1966512661421,1670.17221632686,1443.92794326538,2068.79652077347,1602.7768972779,1511.09723661957,1676.89551121557,2236.96081718457,1962.60200950522,2404.92290397745,1767.67989863444,86.2228670964873,70.7759949475382,76.7381064375851,WBGene00019327,WBGene00019327,History: N.A.
WBGene00022721,ugtp-1,III,8746216.0,8748701.0,-,372.490921467717,1.40691387728572,2.55579151709498e-55,390.199011990222,425.885318791586,330.429172878136,347.227490878217,382.800650862092,363.850120220582,159.133198070573,132.046101119543,123.938420888514,143.253823326246,126.913595154801,129.653406334579,138.138494326653,124.591130766647,140.158543979536,118.071573054341,337.513132517013,294.390041737233,299.385188727723,WBGene00022721,WBGene00022721,History: N.A.
WBGene00001152,ech-3,V,8022218.0,8023308.0,+,101.510303054123,3.8308954457241,1.26444395206597e-54,298.834129455024,199.358902041955,104.858852927853,154.295622772911,158.347986863318,199.409380162755,7.18139223941867,15.7026687720647,14.7403757128072,17.4023785605649,15.1899006806409,12.5593382628806,8.49555460553624,7.29866714390769,7.22047193648257,7.88488995800651,114.048999539905,149.282808967896,132.138893932219,WBGene00001152,WBGene00001152,History: N.A.
WBGene00007761,rad-26,IV,8894083.0,8901386.0,+,388.646281906599,1.6672527808152,1.72021424960734e-53,126.082200703739,124.134818576688,90.5631627624504,165.710480661823,119.058380945732,139.064434677683,41.5570548954676,40.2556014714465,37.4263355915761,43.335538586513,38.5979683097593,41.7004825723828,32.2372513906758,35.8558322943652,33.1069071498907,35.6235260626042,116.424699616509,106.974300984714,107.127534626728,WBGene00007761,WBGene00007761,History: N.A.
WBGene00019316,K02E7.12,II,1070640.0,1071490.0,+,81.4934318099421,-5.52003806527303,5.93897199028341e-53,4.5414409107427,15.2933278309877,16.8253436450025,3.45056760609644,0.0,8.15634038046385,126.42433229904,359.943446229461,321.9848567998,362.696643553832,322.324042064633,298.830493191413,449.846676380821,332.69444834683,470.050722934285,467.395963836219,13.6397273928852,6.62308235658657,6.08323794548817,WBGene00019316,WBGene00019316,History: N.A.
WBGene00195142,M110.10,II,8214057.0,8214469.0,-,259.858166418074,-3.26497432834812,6.61904703608752e-53,97.2561117071764,124.129345400943,107.150260065078,129.692883654806,109.728690517231,139.023143119311,1027.36510503073,1015.78505721469,1107.01460290217,843.268247455379,591.307998131903,677.926014512491,898.759738075277,940.104177693748,1030.06238632852,1034.16441157092,23.8447534568113,52.1026503064159,48.5204508406325,WBGene00195142,WBGene00195142,History: N.A.
WBGene00015020,B0205.5,I,10740218.0,10740590.0,+,79.57440940164,-3.79491420434827,8.856216380140391e-52,37.2604583813208,35.849943811601,19.7206138176815,45.2965420291206,53.0582049670439,50.1892990456952,440.833026885914,546.758769412762,739.687030120995,806.627627647051,571.347400601381,671.756187755589,508.082435607689,442.384538017293,380.223488109775,320.305734339564,0.0,28.9810027967,48.662447178709,WBGene00015020,WBGene00015020,History: N.A.
WBGene00009274,F30F8.5,I,7847246.0,7848920.0,-,81.2826179449419,5.29647205540608,3.21609843332197e-51,238.731412885749,71.625044316706,89.669095814009,188.538581775698,262.326333289106,121.404316967875,2.97750417275271,5.03792005116272,6.29131472305802,4.85642899367619,2.24926504262995,3.25454668450952,0.0,3.2422799614824,0.0,4.08648002520901,92.5166478068557,128.947311504106,122.352933139766,WBGene00009274,WBGene00009274,History: N.A.
WBGene00008258,mans-2,V,11982901.0,11986115.0,-,216.870972267656,4.86833256634453,6.951413528354852e-51,80.8820413692737,72.0289371304219,75.2623334134187,263.536902971168,200.09802753276,320.928973552097,10.1452408125757,6.4744039800377,7.11253072080329,7.01544328634769,3.95556844578154,6.295807794651,2.90365502178665,4.75157442726043,5.4841124620829,2.87460146059677,151.401600023733,172.270049896401,187.959210434561,WBGene00008258,WBGene00008258,History: N.A.
WBGene00012234,W04A4.5,I,13663462.0,13674997.0,+,239.883028788823,2.1735615807977,2.02931705894849e-50,113.904914781441,131.140863790263,116.238071574019,109.049695043667,104.084596458471,115.476671599849,24.9295997871735,20.7222771335225,22.1323424819682,23.4302113947044,23.421694683038,20.7002172024027,23.5437175003896,21.8996771076391,21.7653532726932,20.0112669906622,75.2188491830905,67.1952304855919,64.8363437959117,WBGene00012234,WBGene00012234,History: N.A.
WBGene00018664,bath-11,II,1913605.0,1916376.0,-,1954.69986120359,1.80484466116269,3.70796124711021e-50,2883.24975569744,3133.45580315208,2577.76594902551,3658.77425794742,3106.95175024104,3455.8917342893,909.912707805485,733.270689431431,939.285117613962,823.603204615546,715.933273406628,686.333175554987,766.916883936135,872.891476989542,944.092334422231,725.77212026941,2515.26020555031,2112.33559074757,2050.77455967417,WBGene00018664,WBGene00018664,History: N.A.
WBGene00007791,C28A5.6,III,4423711.0,4429499.0,-,204.305159515581,4.35520587741713,5.0636891702731486e-49,139.246616957824,83.4640045921812,86.2679123515778,132.58114123955,115.800391372739,136.715711825602,4.34957151188944,5.88756012078547,9.84688195119851,6.0808508377229,5.9143529117278,9.12821437880364,1.28638086662054,2.21030084595924,1.45774700272994,2.14904731792327,85.594593035498,87.4998254612169,74.5076059585961,WBGene00007791,WBGene00007791,History: N.A.
WBGene00016383,zgpa-1,IV,7811157.0,7812809.0,-,130.693785020551,2.22832788181563,5.0636891702731486e-49,146.550581947462,156.478751840462,129.273209764162,181.054492122212,127.247148540149,156.744293434376,30.0585105114156,23.4733052652174,21.9007249443662,33.3284540427724,28.1877372057492,26.2842488340242,33.7198193881803,34.6125952864841,31.2642236900895,31.0115128773528,114.51026950771,115.260565265219,88.1771087443662,WBGene00016383,WBGene00016383,History: N.A.
WBGene00012204,mfn-1,II,11470010.0,11472033.0,-,369.311801956189,1.78852080912493,9.581540556549588e-48,445.192845221212,388.634173493878,340.861257901345,514.034556856019,394.383373035424,417.184989677566,114.772452035066,101.097159245318,99.4990241866048,104.435714181542,106.835800308594,98.4586018029511,146.392791918396,111.355375702293,113.027097696793,104.515389203095,296.7134900974,289.367907405647,289.163189224029,WBGene00012204,WBGene00012204,History: N.A.
WBGene00000266,bre-1,IV,8987130.0,8990444.0,+,557.954328159627,5.21318381824614,9.95946447130077e-48,408.899745345272,440.601381974703,426.700949754601,619.013624879821,524.922076571242,683.753352111302,5.37437399434215,20.8099192605766,37.1090622891526,10.9572750257697,12.8563737811118,8.22420727887737,7.94732522213611,4.8769103518608,4.50301688360948,5.5320506794398,301.513144864861,348.74807769604,303.469545711253,WBGene00000266,WBGene00000266,History: Renamed on 2006-12-15
WBGene00017674,F21F3.4,I,4896003.0,4897541.0,+,99.5693063564494,2.40457870148695,9.95946447130077e-48,128.257088033662,117.365887478456,104.774145521151,173.713779380386,140.713586802354,138.959487834,26.0746825876648,28.4124455004742,25.9914142877163,29.9538782464668,20.1554039279204,26.5123786034024,19.7272412747178,22.0103755888616,16.2583415712635,13.9815995148223,113.049679335418,97.5890910501123,101.772674284445,WBGene00017674,WBGene00017674,History: N.A.
