# Table S3. Small RNAs significantly upregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
class,gene_id,public_name,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
piRNA,21ur-2917,21ur-2917,67.0102234158847,6.14896,5.39453984067056e-12,21ur-2917,WBGene00048764,Public name for WBGene00048764. History: N.A.
csr,Y47G6A.22,Y47G6A.22,6.19342914992347,6.10318,0.0484210734307132,Y47G6A.22,WBGene00021647,Public name for WBGene00021647. History: N.A.
piRNA,21ur-3503,21ur-3503,21.3192731982371,5.87838,0.0003235375801043,21ur-3503,WBGene00050121,Public name for WBGene00050121. History: N.A.
piRNA,21ur-9780,21ur-9780,40.9856560822344,5.84588,1.65611822450852e-06,21ur-9780,WBGene00167526,Public name for WBGene00167526. History: N.A.
piRNA,21ur-2059,21ur-2059,54.8659334276408,5.65211,6.73069395258684e-09,21ur-2059,WBGene00047524,Public name for WBGene00047524. History: N.A.
piRNA,21ur-6391,21ur-6391,9.16200755665243,5.43732,0.0304738671891889,21ur-6391,WBGene00173141,Public name for WBGene00173141. History: N.A.
piRNA,21ur-10414,21ur-10414,19.8632183209651,5.08924,0.0090723788687697,21ur-10414,WBGene00165189,Public name for WBGene00165189. History: N.A.
piRNA,21ur-6878,21ur-6878,27.4417027765546,4.83591,9.02367778959973e-05,21ur-6878,WBGene00168254,Public name for WBGene00168254. History: N.A.
piRNA,21ur-6388,21ur-6388,35.2879403107226,4.7489,0.0004617924598948,21ur-6388,WBGene00172408,Public name for WBGene00172408. History: N.A.
piRNA,21ur-4219,21ur-4219,84.6220818803486,4.60748,2.09627806682837e-12,21ur-4219,WBGene00050053,Public name for WBGene00050053. History: N.A.
csr,F32D1.7,F32D1.7,46.4416511006208,4.50118,1.24634203758261e-05,F32D1.7,WBGene00017986,Public name for WBGene00017986. History: N.A.
piRNA,21ur-6495,21ur-6495,8.64500598403417,4.47003,0.0468807209094475,21ur-6495,WBGene00165320,Public name for WBGene00165320. History: N.A.
piRNA,21ur-5591,21ur-5591,63.9447578103191,4.41834,0.0004498946345236,21ur-5591,WBGene00170420,Public name for WBGene00170420. History: N.A.
piRNA,21ur-8962,21ur-8962,13.223028620974,4.39466,0.012264564148675,21ur-8962,WBGene00170955,Public name for WBGene00170955. History: N.A.
csr,Y37D8A.21,rbm-7,83.0740763782468,4.38841,2.74946077373971e-09,Y37D8A.21,WBGene00012558,Sequence name for WBGene00012558(rbm-7). History: N.A.
piRNA,21ur-13971,21ur-13971,21.8351266199238,4.37724,0.0064453836910753,21ur-13971,WBGene00172456,Public name for WBGene00172456. History: N.A.
csr,F40G9.1,sec-20,95.4573221036223,4.26322,2.30843175256613e-07,F40G9.1,WBGene00018239,Sequence name for WBGene00018239(sec-20). History: Split into F40G9.17(WBGene00185078). History of WBGene00018239: N.A.
piRNA,21ur-4253,21ur-4253,21.2954777483304,4.18261,0.0046267574330062,21ur-4253,WBGene00046496,Public name for WBGene00046496. History: N.A.
csr,Y47D3A.14,Y47D3A.14,21.6363371295703,4.14272,0.0013901715370411,Y47D3A.14,WBGene00012927,Public name for WBGene00012927. History: N.A.
csr,T03D8.2,mrps-12,19.2364786500741,4.03854,0.0037470184520539,T03D8.2,WBGene00011391,Sequence name for WBGene00011391(mrps-12). History: N.A.
csr,VF13D12L.1,inos-1,1523.75208623562,4.01046,3.37537715563247e-15,VF13D12L.1,WBGene00012148,Sequence name for WBGene00012148(inos-1). History: N.A.
csr,F29B9.1,F29B9.1,20.1465283440345,3.98938,0.0018690081815689,F29B9.1,WBGene00017919,Public name for WBGene00017919. History: N.A.
piRNA,21ur-1579,21ur-1579,47.4238043257798,3.98249,0.0372589529263673,21ur-1579,WBGene00047790,Public name for WBGene00047790. History: N.A.
piRNA,21ur-1404,21ur-1404,312.19212452851,3.96644,5.31049539984961e-13,21ur-1404,WBGene00050756,Public name for WBGene00050756. History: N.A.
miRNA,miR-78 (piRNA),miR-78 (piRNA),217.430139015156,3.95358,5.6605409024026e-06,,,
csr,F07E5.5,F07E5.5,141.813128109534,3.92099,3.51068299429552e-12,F07E5.5,WBGene00017210,Public name for WBGene00017210. History: N.A.
csr,F21C3.5,pfd-6,25.5842057843939,3.90227,0.0005130939367704,F21C3.5,WBGene00009004,Sequence name for WBGene00009004(pfd-6). History: N.A.
csr,K03B4.2,K03B4.2,30.808884699047,3.89134,9.65219332899598e-05,K03B4.2,WBGene00019354,Public name for WBGene00019354. History: N.A.
csr,C50D2.8,C50D2.8,70.4337239040835,3.8467,8.53432094428894e-08,C50D2.8,WBGene00016811,Sequence name for WBGene00016811(luc-7L3). History: N.A.
csr,B0546.4,B0546.4,19.3714736288315,3.81838,0.0026555174821784,B0546.4,WBGene00015251,Public name for WBGene00015251. History: N.A.
miRNA,miR-250-5p,miR-250-5p,137.857162094754,3.81501,7.05956632955059e-12,,,
piRNA,21ur-5155,21ur-5155,13.586930492186,3.80596,0.0488098638585781,21ur-5155,WBGene00047763,Public name for WBGene00047763. History: N.A.
piRNA,21ur-4459,21ur-4459,26.7235369228459,3.78871,0.0005698731390547,21ur-4459,WBGene00049693,Public name for WBGene00049693. History: N.A.
csr,T04A8.10,sel-13,99.5727356757886,3.69368,3.7781374428036103e-10,T04A8.10,WBGene00011411,Sequence name for WBGene00011411(sel-13). History: N.A.
piRNA,21ur-6811,21ur-6811,11.4998253694073,3.69001,0.0326528263493933,21ur-6811,WBGene00165264,Public name for WBGene00165264. History: N.A.
csr,C47D12.8,xpf-1,1634.17911256552,3.6895,9.075527410121182e-15,C47D12.8,WBGene00008140,Sequence name for WBGene00008140(xpf-1). History: Renamed on 2013-10-11; Renamed on 2015-07-01
csr,C13B7.6,C13B7.6,31.544026751036,3.63439,0.0001611649529147,C13B7.6,WBGene00015731,Public name for WBGene00015731. History: N.A.
csr,Y45G12C.16,Y45G12C.16,31.544026751036,3.63439,0.0001611649529147,Y45G12C.16,WBGene00044131,Public name for WBGene00044131. History: N.A.
csr,M02B7.7,M02B7.7,20.4532620403383,3.63377,0.0098125317549325,M02B7.7,WBGene00044690,Public name for WBGene00044690. History: N.A.
miRNA,miR-253-3p,miR-253-3p,13.4850965751044,3.62324,0.0243390635056575,,,
csr,F53E10.6,F53E10.6,157.491032311741,3.60992,9.06127201529379e-07,F53E10.6,WBGene00018762,Public name for WBGene00018762. History: N.A.
csr,ZK180.4,sar-1,28.1173985264289,3.59537,0.0108023617425173,ZK180.4,WBGene00022678,Sequence name for WBGene00022678(sar-1). History: N.A.
csr,C56G7.1,mlc-4,14.4074958510283,3.58419,0.0164024866082591,C56G7.1,WBGene00003372,Sequence name for WBGene00003372(mlc-4). History: N.A.
csr,C09E9.1,C09E9.1,23.0386985423214,3.55133,0.0016519410541017,C09E9.1,WBGene00007476,Public name for WBGene00007476. History: N.A.
csr,Y54F10AM.4,ceh-44,169.114683375853,3.54121,0.0024006536727722,Y54F10AM.4,WBGene00000464,"Sequence name for WBGene00000464(ceh-44). History: Split into Y54F10AM.16(WBGene00306126). History of WBGene00000464: Split into ""WBGene00306126"" on 2022-01-04"
csr,Y39A1C.3,cey-4,17.4731333342307,3.53464,0.0076824722627909,Y39A1C.3,WBGene00000475,Sequence name for WBGene00000475(cey-4). History: N.A.
csr,F29A7.6,F29A7.6,132.366980860182,3.51879,2.39490782770512e-11,F29A7.6,WBGene00017916,Public name for WBGene00017916. History: N.A.
csr,K11D9.1,klp-7,4879.5589325563,3.51058,1.37867866683977e-21,K11D9.1,WBGene00002219,Sequence name for WBGene00002219(klp-7). History: N.A.
csr,K01G5.8,K01G5.8,184.794008691448,3.49206,1.23604528737327e-14,K01G5.8,WBGene00010479,Public name for WBGene00010479. History: N.A.
csr,F54C8.2,cpar-1,204.420304501836,3.47419,5.11630890719942e-09,F54C8.2,WBGene00010036,Sequence name for WBGene00010036(cpar-1). History: N.A.
csr,T07C4.10,sas-7,1558.41687486241,3.44723,4.48787954965671e-13,T07C4.10,WBGene00011562,"Sequence name for WBGene00011562(sas-7). History: Split into ""WBGene00044098"" on 2005-02-03"
csr,Y71H2B.2,Y71H2B.2,75.1900621368191,3.43202,4.30637849949802e-07,Y71H2B.2,WBGene00022192,Public name for WBGene00022192. History: N.A.
piRNA,21ur-4255,21ur-4255,20.6839691100022,3.39861,0.003644702613447,21ur-4255,WBGene00047620,Public name for WBGene00047620. History: N.A.
csr,W02B12.2,rsp-2,393.627244356137,3.38797,2.0219794048830102e-15,W02B12.2,WBGene00004699,Sequence name for WBGene00004699(rsp-2). History: N.A.
csr,Y37D8A.11,cec-7,462.747277607448,3.35365,2.74024286254954e-24,Y37D8A.11,WBGene00012551,Sequence name for WBGene00012551(cec-7). History: N.A.
csr,Y54G9A.6,bub-3,119.14642210852,3.33451,9.43042836651954e-09,Y54G9A.6,WBGene00013209,Sequence name for WBGene00013209(bub-3). History: N.A.
csr,T22H9.1,T22H9.1,181.908824492569,3.32492,1.54746920718569e-11,T22H9.1,WBGene00020705,Public name for WBGene00020705. History: N.A.
csr,Y69A2AR.28,Y69A2AR.28,174.917511288468,3.31833,3.24667581765992e-08,Y69A2AR.28,WBGene00022099,Public name for WBGene00022099. History: N.A.
piRNA,21ur-5432,21ur-5432,589.745423764076,3.29976,3.9254984448898504e-17,21ur-5432,WBGene00047055,Public name for WBGene00047055. History: N.A.
csr,Y55F3AR.2,Y55F3AR.2,14.9826358292874,3.29757,0.0173408469208118,Y55F3AR.2,WBGene00021933,Public name for WBGene00021933. History: N.A.
csr,T10B5.3,T10B5.3,103.989321552472,3.28416,9.37971963098273e-08,T10B5.3,WBGene00020389,Public name for WBGene00020389. History: N.A.
csr,Y35H6.3,Y35H6.3,11.0677435280654,3.27407,0.0484644776437014,Y35H6.3,WBGene00021342,Public name for WBGene00021342. History: N.A.
csr,F42A6.7,hrp-1,408.472586283711,3.25485,3.56369893203742e-15,F42A6.7,WBGene00001999,Sequence name for WBGene00001999(hrpa-1). History: Renamed on 2019-11-21
piRNA,21ur-8966,21ur-8966,86.5752388499965,3.24505,0.0002344514655661,21ur-8966,WBGene00173304,Public name for WBGene00173304. History: N.A.
piRNA,21ur-3291,21ur-3291,65.0150263898356,3.24432,0.0003017228310241,21ur-3291,WBGene00045901,Public name for WBGene00045901. History: N.A.
csr,K10C3.2,ensa-1,84.8537945835343,3.23744,8.96213471358027e-09,K10C3.2,WBGene00010730,Sequence name for WBGene00010730(ensa-1). History: N.A.
csr,Y51H4A.12,set-26,2611.62279710877,3.22084,1.3813576461207799e-36,Y51H4A.12,WBGene00013106,Sequence name for WBGene00013106(set-26). History: N.A.
csr,T07A9.14,T07A9.14,892.051003883491,3.21215,2.5334040800845503e-15,T07A9.14,WBGene00044789,Public name for WBGene00044789. History: N.A.
piRNA,21ur-4164,21ur-4164,19.4888953567172,3.21195,0.0137457264259111,21ur-4164,WBGene00046224,Public name for WBGene00046224. History: N.A.
csr,F48C1.4,F48C1.4,13.1541689468177,3.21104,0.028397426371264,F48C1.4,WBGene00002717,"Public name for Dead gene WBGene00018597. History of WBGene00018597: Merged into ""WBGene00002717"" on 2012-07-23"
csr,T23G7.3,T23G7.3,72.9448570227578,3.19597,2.08488858973959e-07,T23G7.3,WBGene00011966,Public name for WBGene00011966. History: N.A.
csr,F21F3.7,F21F3.7,13.1750818180929,3.19535,0.025838868395297,F21F3.7,WBGene00017676,Public name for WBGene00017676. History: N.A.
csr,Y54G9A.7,Y54G9A.7,90.8218753799246,3.18331,1.8178187195805e-07,Y54G9A.7,WBGene00013210,Public name for WBGene00013210. History: N.A.
piRNA,21ur-8732,21ur-8732,37.6883012594186,3.17351,0.0064633889711536,21ur-8732,WBGene00166859,Public name for WBGene00166859. History: N.A.
csr,D1086.4,him-5,42.7814341268798,3.16603,7.09892019181513e-05,D1086.4,WBGene00001864,"Sequence name for WBGene00001864(him-5). History: N.A.. Public name for Dead gene WBGene00008391. History of WBGene00008391: Merged into ""WBGene00001864"" on 2008-08-22"
csr,C25A1.6,nola-3,23.9338320796771,3.15585,0.0053563742442566,C25A1.6,WBGene00007708,Sequence name for WBGene00007708(nola-3). History: N.A.
csr,F15E6.1,set-9,3729.96506072397,3.15434,5.822744981739661e-35,F15E6.1,WBGene00017482,Sequence name for WBGene00017482(set-9). History: N.A.
csr,F32D1.9,fipp-1,345.101784722553,3.14854,1.06921759005971e-14,F32D1.9,WBGene00017988,Sequence name for WBGene00017988(fipp-1). History: N.A.
csr,F52C12.2,F52C12.2,79.1286164492809,3.10485,8.73151270426813e-08,F52C12.2,WBGene00018679,Public name for WBGene00018679. History: N.A.
csr,C14B1.12,C14B1.12,170.939900675358,3.0994,5.55781442564227e-08,C14B1.12,WBGene00184990,Public name for WBGene00184990. History: N.A.
csr,Y54E2A.3,tac-1,653.014184964136,3.09846,2.5470343870554702e-23,Y54E2A.3,WBGene00006381,Sequence name for WBGene00006381(tac-1). History: N.A.
csr,F39B2.11,mtx-1,77.1842119623881,3.09656,3.47576633389181e-08,F39B2.11,WBGene00009559,Sequence name for WBGene00009559(mtx-1). History: N.A.
csr,F58A4.3,hcp-3,2080.30511949084,3.08618,9.44000468137543e-21,F58A4.3,WBGene00001831,Sequence name for WBGene00001831(hcp-3). History: N.A.
csr,T03F1.2,coq-4,25.6129032155406,3.0859,0.0063658433895638,T03F1.2,WBGene00000764,Sequence name for WBGene00000764(coq-4). History: N.A.
csr,C33H5.4,klp-10,2533.69245793164,3.08063,9.3601376326109e-22,C33H5.4,WBGene00002221,Sequence name for WBGene00002221(klp-10). History: N.A.
csr,T03F1.1,uba-5,286.386160638222,3.07263,1.95665305159111e-09,T03F1.1,WBGene00020184,Sequence name for WBGene00020184(uba-5). History: N.A.
csr,W01G7.3,rpb-11,21.2375692620811,3.06797,0.0060159550302702,W01G7.3,WBGene00012187,Sequence name for WBGene00012187(rpb-11). History: N.A.
csr,Y56A3A.19,Y56A3A.19,24.1489946933955,3.06596,0.0091558638889265,Y56A3A.19,WBGene00013237,Public name for WBGene00013237. History: N.A.
csr,M04B2.1,mep-1,1968.81762835276,3.05259,3.75715755778935e-19,M04B2.1,WBGene00003218,Sequence name for WBGene00003218(mep-1). History: N.A.
csr,C06G3.2,klp-18,3167.18316232457,3.04497,5.3909871264256205e-20,C06G3.2,WBGene00002228,Sequence name for WBGene00002228(klp-18). History: N.A.
csr,F23C8.4,ubxn-1,251.710800993072,3.04389,3.7404779566618895e-11,F23C8.4,WBGene00017733,Sequence name for WBGene00017733(ubxn-1). History: N.A.
csr,Y22D7AL.5,hsp-60,1400.32324291449,3.03192,1.8434119987219398e-22,Y22D7AL.5,WBGene00002025,Sequence name for WBGene00002025(hsp-60). History: N.A.
csr,F42A10.5,F42A10.5,165.849420954751,3.03166,1.28668786749023e-10,F42A10.5,WBGene00018341,Public name for WBGene00018341. History: N.A.
piRNA,21ur-1018,21ur-1018,90.0062508189613,3.03002,0.0013003554792437,21ur-1018,WBGene00045786,Public name for WBGene00045786. History: N.A.
csr,B0304.2,B0304.2,71.6430251929039,3.01985,3.07615388286074e-06,B0304.2,WBGene00015134,Public name for WBGene00015134. History: N.A.
csr,Y18D10A.16,coa-5,42.7531389321177,3.01943,0.0001084806507321,Y18D10A.16,WBGene00012483,Sequence name for WBGene00012483(coa-5). History: N.A.
csr,Y105E8A.29,Y105E8A.29,31.5022564802046,3.01223,0.0007993771445002,Y105E8A.29,WBGene00013682,"Public name for Dead gene WBGene00013686. History of WBGene00013686: Merged into ""WBGene00013682"" on 2014-10-09"
csr,C15H11.9,rrbs-1,488.574253940078,3.0107,6.99736380016682e-19,C15H11.9,WBGene00007617,Sequence name for WBGene00007617(rrbs-1). History: N.A.
piRNA,21ur-1825,21ur-1825,28.7771458948423,3.00937,0.0037180317062272,21ur-1825,WBGene00046630,Public name for WBGene00046630. History: N.A.
csr,Y48B6A.14,hmg-1.1,73.793416321248,3.00611,1.30536158775162e-05,Y48B6A.14,WBGene00001971,Sequence name for WBGene00001971(hmg-1.1). History: N.A.
piRNA,21ur-9360,21ur-9360,16.1355563401277,2.99871,0.0446273861658199,21ur-9360,WBGene00172012,Public name for WBGene00172012. History: N.A.
csr,F10G7.3,unc-85,1805.60192807577,2.99269,2.81257663888837e-24,F10G7.3,WBGene00006817,"Sequence name for WBGene00006817(unc-85). History: Renamed on 2008-06-05. Public name for Dead gene WBGene00017368. History of WBGene00017368: Merged into ""WBGene00006817"" on 2008-06-05"
csr,F02E8.4,F02E8.4,103.29642763005,2.99239,7.4452289222604e-08,F02E8.4,WBGene00017177,Public name for WBGene00017177. History: N.A.
csr,F11A10.7,rbm-34,292.430249524333,2.98731,1.40268832607822e-17,F11A10.7,WBGene00008688,Sequence name for WBGene00008688(rbm-34). History: N.A.
csr,T19H12.2,T19H12.2,1169.75823058984,2.98686,1.01813392198316e-24,T19H12.2,WBGene00020588,Public name for WBGene00020588. History: N.A.
csr,Y71H2B.3,ppfr-4,53.5997980834323,2.98431,5.87580488284584e-05,Y71H2B.3,WBGene00022193,Sequence name for WBGene00022193(ppfr-4). History: N.A.
csr,T09A5.10,lin-5,1575.37058820975,2.97692,6.87569816177208e-35,T09A5.10,WBGene00002994,Sequence name for WBGene00002994(lin-5). History: N.A.
csr,C43E11.9,C43E11.9,140.695727508576,2.97488,1.2189599794862201e-09,C43E11.9,WBGene00016607,Public name for WBGene00016607. History: N.A.
csr,W08E12.7,W08E12.7,169.526629748386,2.97034,1.79169830331867e-05,W08E12.7,WBGene00021088,Public name for WBGene00021088. History: N.A.
csr,D2030.4,D2030.4,27.0284039315338,2.96886,0.0466335785325794,D2030.4,WBGene00008414,Public name for WBGene00008414. History: N.A.
piRNA,21ur-10,21ur-10,40.288154039317,2.96809,0.0370478594173655,21ur-10,WBGene00046545,Public name for WBGene00046545. History: N.A.
csr,Y39B6A.34,Y39B6A.34,109.995759648816,2.96665,2.13840826351037e-05,Y39B6A.34,WBGene00012693,Public name for WBGene00012693. History: N.A.
csr,K07A1.10,K07A1.10,62.6584365414865,2.96549,5.69844183600645e-06,K07A1.10,WBGene00010616,Public name for WBGene00010616. History: N.A.
csr,C34B2.2,kbp-5,20.3126411558919,2.95985,0.0138602746236131,C34B2.2,WBGene00016387,Sequence name for WBGene00016387(kbp-5). History: N.A.
csr,F59A2.6,golg-4,202.065376104739,2.95754,1.6688304149322e-09,F59A2.6,WBGene00010306,Sequence name for WBGene00010306(golg-4). History: N.A.
piRNA,21ur-1444,21ur-1444,15.3035272864864,2.95685,0.0453319955920503,21ur-1444,WBGene00047282,Public name for WBGene00047282. History: N.A.
csr,Y57A10A.18,pqn-87,585.862431888678,2.95024,9.755675724928561e-20,Y57A10A.18,WBGene00004167,Sequence name for WBGene00004167(pqn-87). History: N.A.
csr,R09B3.4,ubc-12,136.911429606471,2.93054,2.64724850338651e-06,R09B3.4,WBGene00006707,Sequence name for WBGene00006707(ubc-12). History: N.A.
csr,B0432.4,misc-1,48.1466037286353,2.91495,0.0034502211036699,B0432.4,WBGene00015186,Sequence name for WBGene00015186(misc-1). History: Renamed on 2016-04-27
csr,M03C11.7,prp-3,403.745476236209,2.90784,9.40279059296902e-15,M03C11.7,WBGene00010844,Sequence name for WBGene00010844(prp-3). History: N.A.
csr,ZK20.3,rad-23,261.661395166761,2.90209,7.08484942134576e-10,ZK20.3,WBGene00013924,Sequence name for WBGene00013924(rad-23). History: N.A.
csr,Y47D3B.9,bed-2,15.9078584683875,2.89711,0.0361323155550166,Y47D3B.9,WBGene00012943,Sequence name for WBGene00012943(bed-2). History: N.A.
csr,F26H9.6,rab-5,53.7987778930234,2.89655,1.30051267550902e-05,F26H9.6,WBGene00004268,Sequence name for WBGene00004268(rab-5). History: N.A.
csr,H02I12.5,memi-3,540.505806571145,2.89416,5.50650585821953e-25,H02I12.5,WBGene00010353,Sequence name for WBGene00010353(memi-3). History: N.A.
csr,F28D9.4,F28D9.4,26.4456346233318,2.88043,0.0132029544362835,F28D9.4,WBGene00009220,"Public name for WBGene00009220. History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
csr,Y41D4B.11,Y41D4B.11,79.9652489473792,2.87989,2.16904107637894e-05,Y41D4B.11,WBGene00021514,Public name for WBGene00021514. History: N.A.
csr,T12F5.3,glh-4,2027.02595171214,2.87689,7.78671316059427e-17,T12F5.3,WBGene00001601,Sequence name for WBGene00001601(glh-4). History: N.A.
csr,Y71D11A.2,smr-1,117.826827553581,2.87055,4.4513849106508e-07,Y71D11A.2,WBGene00004891,Sequence name for WBGene00004891(smr-1). History: N.A.
csr,Y51H4A.15,Y51H4A.15,140.189820495135,2.86846,7.790619578373409e-11,Y51H4A.15,WBGene00013109,Public name for WBGene00013109. History: N.A.
csr,ZK1055.1,hcp-1,1765.93382038645,2.86301,1.64901946226103e-29,ZK1055.1,WBGene00001829,Sequence name for WBGene00001829(hcp-1). History: N.A.
csr,Y43F4B.6,klp-19,2590.58767007545,2.86249,3.20778984301217e-38,Y43F4B.6,WBGene00002229,Sequence name for WBGene00002229(klp-19). History: N.A.
csr,Y51H1A.4,ing-3,278.101303685986,2.86167,5.68689292876749e-11,Y51H1A.4,WBGene00013095,Sequence name for WBGene00013095(ing-3). History: N.A.
csr,R74.8,R74.8,402.645460959917,2.85744,4.55562614396349e-11,R74.8,WBGene00011282,Public name for WBGene00011282. History: N.A.
csr,Y75B8A.14,Y75B8A.14,55.2795736343658,2.85634,1.26118571247385e-05,Y75B8A.14,WBGene00013550,Public name for WBGene00013550. History: N.A.
csr,Y49E10.6,his-72,84.2376644820523,2.85538,2.50599958399011e-07,Y49E10.6,WBGene00001946,Sequence name for WBGene00001946(his-72). History: N.A.
piRNA,21ur-5323,21ur-5323,280.128669440815,2.85499,1.48075400196269e-06,21ur-5323,WBGene00045994,Public name for WBGene00045994. History: N.A.
csr,K01G5.7,tbb-1,1192.14760268093,2.85472,3.0819497655656498e-12,K01G5.7,WBGene00006536,Sequence name for WBGene00006536(tbb-1). History: N.A.
csr,ZK632.9,ZK632.9,27.4667330446423,2.85139,0.0066156680380941,ZK632.9,WBGene00014016,Public name for WBGene00014016. History: N.A.
piRNA,21ur-1475,21ur-1475,47.5145142264674,2.85052,0.0037195515066764,21ur-1475,WBGene00045730,Public name for WBGene00045730. History: N.A.
csr,W08F4.8,cdc-37,551.50104942788,2.84927,4.11406826120545e-17,W08F4.8,WBGene00021097,Sequence name for WBGene00021097(cdc-37). History: N.A.
piRNA,21ur-5568,21ur-5568,31.9893979459364,2.8481,0.0039000530433278,21ur-5568,WBGene00171460,Public name for WBGene00171460. History: N.A.
csr,Y53F4B.3,pole-4,249.104362238804,2.83502,1.5855686812048302e-09,Y53F4B.3,WBGene00013150,Sequence name for WBGene00013150(pole-4). History: N.A.
csr,F55H2.7,F55H2.7,190.117507604375,2.83029,7.76531845680515e-09,F55H2.7,WBGene00010132,Public name for WBGene00010132. History: N.A.
