WBGene,biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Input,Suggested Match,History
WBGene00000463,protein_coding,237.983170488529,-3.19021537777417,0.269925259349763,-11.8188841809738,3.11798288081546e-32,1.89133173335112e-29,WBGene00000463,WBGene00000463,History: Renamed on 2013-07-26
WBGene00018990,protein_coding,656.523031700639,-3.02805332263509,0.257162210219118,-11.7748767210198,5.25939330729232e-32,3.01304798804436e-29,WBGene00018990,WBGene00018990,History: N.A.
WBGene00004120,protein_coding,197.91140421618,-4.60921107063575,0.404161329771601,-11.4043841681749,3.9758086700474395e-30,2.15781784239627e-27,WBGene00004120,WBGene00004120,History: N.A.
WBGene00021458,protein_coding,265.168617463638,-3.19518559377624,0.286196103826825,-11.16432247348,6.09541541907473e-29,3.1427961900749297e-26,WBGene00021458,WBGene00021458,History: N.A.
WBGene00010976,protein_coding,794.983967653091,-2.64799788767298,0.240189816864993,-11.0246051320376,2.90791873677392e-28,1.4279265720767901e-25,WBGene00010976,WBGene00010976,History: N.A.
WBGene00020952,protein_coding,314.442464532263,-3.16345207879609,0.288768377409107,-10.9549809684124,6.289158743052e-28,2.94790022537965e-25,WBGene00020952,WBGene00020952,History: N.A.
WBGene00009304,protein_coding,120.051013414743,-4.25605904351222,0.398597623523342,-10.6775825853939,1.29602652400516e-26,5.81070674588747e-24,WBGene00009304,WBGene00009304,History: Renamed on 2007-10-09
WBGene00007202,protein_coding,929.909264571639,3.27820987020292,0.307380862440897,10.6649771367378,1.48435553402204e-26,6.3777809445147004e-24,WBGene00007202,WBGene00007202,History: N.A.
WBGene00000514,protein_coding,384.971443998391,-2.20736018571128,0.207889097713833,-10.6179699175461,2.45849496329228e-26,1.0140800024588e-23,WBGene00000514,WBGene00000514,History: N.A.
WBGene00006272,protein_coding,158.377194398888,-5.0527400795349,0.478183736021567,-10.5665243271825,4.25990870178304e-26,1.6895453281841e-23,WBGene00006272,WBGene00006272,History: N.A.
WBGene00219700,lincRNA,9108.79254208822,2.19271125620339,0.207588664933249,10.5627696816127,4.4338289350643e-26,1.69339422142159e-23,WBGene00219700,WBGene00219700,History: N.A.
WBGene00021887,protein_coding,506.112453888429,2.10560533118709,0.199493288045712,10.5547677910076,4.82831942986501e-26,1.7782010700274302e-23,WBGene00021887,WBGene00021887,History: N.A.
WBGene00044637,protein_coding,556.246891173727,-2.1337415551887,0.203489136835716,-10.4857762353739,1.0041765000783501e-25,3.57071312717517e-23,WBGene00044637,WBGene00044637,History: N.A.
WBGene00021893,protein_coding,947.276278749355,-3.1126531210405,0.303463726754638,-10.2570846088541,1.09976973818762e-24,3.78027518006359e-22,WBGene00021893,WBGene00021893,History: N.A.
WBGene00000443,protein_coding,6242.55533981967,2.4144925197654,0.23749178306508,10.1666360351666,2.79391554833778e-24,9.2938248820836e-22,WBGene00000443,WBGene00000443,History: N.A.
WBGene00013440,protein_coding,1090.73155207843,-2.60132167215913,0.256640742941031,-10.1360432577802,3.82270979216384e-24,1.2318682305248e-21,WBGene00013440,WBGene00013440,History: N.A.
WBGene00021036,protein_coding,698.512768635765,-2.31911671650423,0.228952245359903,-10.1292595443154,4.09740393544976e-24,1.2803766479502401e-21,WBGene00021036,WBGene00021036,"History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
WBGene00012831,protein_coding,426.92100155538,-2.71163025823292,0.269129843479777,-10.075546521234,7.086571353724521e-24,2.1493154058708e-21,WBGene00012831,WBGene00012831,History: N.A.
WBGene00015797,protein_coding,1622.66849520269,3.49484350206659,0.352726805788417,9.90807459119783,3.8397433099182104e-23,1.13129808605362e-20,WBGene00015797,WBGene00015797,History: N.A.
WBGene00021915,protein_coding,267.774683031828,-5.30306565180266,0.536250399234933,-9.88915935422805,4.63907015971391e-23,1.32883587463805e-20,WBGene00021915,WBGene00021915,History: N.A.
WBGene00019267,protein_coding,170.159245346583,-2.95944523255673,0.300064649282008,-9.8626920553223,6.04076510824943e-23,1.6835775620613e-20,WBGene00019267,WBGene00019267,History: N.A.
WBGene00020164,pseudogene,7372.05528263333,2.16034250506606,0.221154939148479,9.76845696227317,1.53776201064565e-22,4.1730004878363e-20,WBGene00020164,WBGene00020164,History: N.A.
WBGene00014233,protein_coding,207.371391525092,-2.64474869481237,0.273767926938422,-9.66054981088872,4.43477386107598e-22,1.1725996937285998e-19,WBGene00014233,WBGene00014233,History: N.A.
WBGene00003235,protein_coding,1464.94272034656,3.30524061601835,0.344464350749912,9.59530531627647,8.36690136448692e-22,2.1569871717647304e-19,WBGene00003235,WBGene00003235,History: N.A.
WBGene00012710,protein_coding,338.041468092175,-2.58146680219075,0.271940855219234,-9.4927509149356,2.2501618801214706e-21,5.65943153849088e-19,WBGene00012710,WBGene00012710,History: N.A.
WBGene00017148,protein_coding,474.037287822781,-2.48670225050744,0.264713592055331,-9.39393489846814,5.77996341670682e-21,1.41911863697811e-18,WBGene00017148,WBGene00017148,History: N.A.
WBGene00196099,ncRNA,18523.1881248596,3.04003406522578,0.328577819999132,9.25209761643015,2.2012953802198202e-20,5.27901347926205e-18,WBGene00196099,WBGene00196099,History: N.A.
WBGene00022200,protein_coding,104.504307202814,-6.24352953739076,0.675521061601907,-9.24253867464188,2.4071690714758002e-20,5.64152896933146e-18,WBGene00022200,WBGene00022200,History: N.A.
WBGene00010295,pseudogene,2043.10225529581,2.28296354297989,0.247414509167491,9.22728238801229,2.77585057951518e-20,6.36101581688011e-18,WBGene00010295,WBGene00010295,History: N.A.
WBGene00012866,protein_coding,716.475059748121,-2.45681090069737,0.267637888751237,-9.17960798510452,4.32663620121408e-20,9.6991896754173e-18,WBGene00012866,WBGene00012866,History: N.A.
WBGene00021469,protein_coding,586.803296970724,-1.95604090757082,0.214825067580248,-9.1052730931419,8.60496754956872e-20,1.88796649725857e-17,WBGene00021469,WBGene00021469,History: N.A.
WBGene00017280,protein_coding,1008.74965930469,-2.55362025974378,0.281679408459702,-9.06569732486889,1.2380974671095999e-19,2.65984605850712e-17,WBGene00017280,WBGene00017280,History: N.A.
WBGene00016110,protein_coding,279.509656694857,-2.16457932491748,0.23933765178203,-9.04404011989227,1.50985821819134e-19,3.17748121346716e-17,WBGene00016110,WBGene00016110,History: N.A.
WBGene00017698,protein_coding,343.731339931851,-2.59040669057881,0.287393269919076,-9.01345633914188,1.99662441700941e-19,4.1178381976402103e-17,WBGene00017698,WBGene00017698,History: N.A.
WBGene00015819,protein_coding,1185.98232090634,2.78099605552811,0.309093413148992,8.99726728950896,2.31405662690969e-19,4.67893175229269e-17,WBGene00015819,WBGene00015819,"History: Split into fbxc-43(WBGene00045297). History of WBGene00015819: Split into ""WBGene00045297"" on 2007-02-28"
WBGene00019139,protein_coding,1068.45365307342,1.97268672387127,0.220993616506507,8.92644210749491,4.3992959957848215e-19,8.72414236702559e-17,WBGene00019139,WBGene00019139,History: N.A.
WBGene00006962,protein_coding,925.675953536427,-2.39794674128594,0.26996378847471,-8.88247551582489,6.538864230001933e-19,1.2722409045241499e-16,WBGene00006962,WBGene00006962,History: N.A.
WBGene00000088,protein_coding,89.2527375467318,-5.04808535726429,0.568566409517125,-8.87862046150697,6.76946603540726e-19,1.2927172917985099e-16,WBGene00000088,WBGene00000088,History: N.A.
WBGene00021415,protein_coding,379.830222476155,-2.66980358516381,0.304695487193933,-8.76220258380307,1.9147177432731497e-18,3.58992170338776e-16,WBGene00021415,WBGene00021415,History: N.A.
WBGene00020486,protein_coding,1429.63806488106,1.92344298939091,0.22114905128066,8.69749600214142,3.39287689383864e-18,6.24774045165429e-16,WBGene00020486,WBGene00020486,History: N.A.
WBGene00001814,protein_coding,1755.07964148059,-1.66834627841361,0.192179368503039,-8.68119346737903,3.91637314633441e-18,7.08519997982464e-16,WBGene00001814,WBGene00001814,History: N.A.
WBGene00003915,protein_coding,6462.08742466082,1.55844625981132,0.180067385937691,8.65479471307804,4.9379963534337796e-18,8.77941696493261e-16,WBGene00003915,WBGene00003915,History: N.A.
WBGene00015922,protein_coding,136.986569339373,3.08663146662953,0.360150331462212,8.57039740626584,1.03128525405171e-17,1.80247687114937e-15,WBGene00015922,WBGene00015922,History: N.A.
WBGene00045167,snoRNA,1102.99472478868,2.55467809422023,0.298518789852763,8.55784687952226,1.1499495640743601e-17,1.97637998412246e-15,WBGene00045167,WBGene00045167,History: N.A.
WBGene00021834,protein_coding,286.44601922207,-2.28196712770941,0.267864741219468,-8.51910228020544,1.60794795594553e-17,2.7182228396246404e-15,WBGene00021834,WBGene00021834,History: N.A.
WBGene00045162,snoRNA,284.738385339649,1.99969094345906,0.236221924260566,8.46530629922938,2.5548037910905402e-17,4.2492155957622e-15,WBGene00045162,WBGene00045162,History: N.A.
WBGene00010311,protein_coding,198.043772745911,-2.17325909345741,0.259580190506855,-8.37220702093607,5.65489857212954e-17,9.2560815993333e-15,WBGene00010311,WBGene00010311,History: N.A.
WBGene00023421,protein_coding,4152.69422454892,2.42471772966317,0.289896228986923,8.36408855036383,6.058140977621341e-17,9.76117965019239e-15,WBGene00023421,WBGene00023421,History: N.A.
WBGene00219849,ncRNA,118.66926463739,2.88698483919421,0.34633835574963,8.33573524637632,7.701808278757411e-17,1.22186226108533e-14,WBGene00219849,WBGene00219849,History: N.A.
WBGene00023404,protein_coding,787.72091616784,-2.31038381002226,0.278406530182117,-8.2985977682023,1.0534738793794999e-16,1.64597312790325e-14,WBGene00023404,WBGene00023404,History: N.A.
WBGene00008819,protein_coding,253.47754665575,-2.67328459433463,0.322580465529239,-8.28718685723493,1.15958388440573e-16,1.7847207486555e-14,WBGene00008819,WBGene00008819,History: N.A.
WBGene00000775,protein_coding,371.462746506471,-2.7278462843183,0.331277701058051,-8.23431904896095,1.80581837472813e-16,2.6602284400280702e-14,WBGene00000775,WBGene00000775,History: Renamed on 2006-01-04
WBGene00012199,protein_coding,105.392826604876,2.60365057541341,0.316075003764485,8.23744536709221,1.7592661183284002e-16,2.6602284400280702e-14,WBGene00012199,WBGene00012199,History: N.A.
WBGene00017828,protein_coding,1930.3884291913,1.66898209937508,0.202668602350058,8.23503038962266,1.79512062039484e-16,2.6602284400280702e-14,WBGene00017828,WBGene00017828,History: N.A.
WBGene00021430,protein_coding,1001.96365015235,-1.93743595679797,0.235568619033689,-8.2245078514507,1.95993955896827e-16,2.8466051735325e-14,WBGene00021430,WBGene00021430,History: N.A.
WBGene00019768,protein_coding,565.598393028242,1.80214418736908,0.221520632524504,8.13533334042705,4.10806417074944e-16,5.88366079566225e-14,WBGene00019768,WBGene00019768,History: N.A.
WBGene00018704,protein_coding,223.477038690958,-2.01468664854247,0.247867594458665,-8.12807601147893,4.36157699948715e-16,6.16117561900158e-14,WBGene00018704,WBGene00018704,History: N.A.
WBGene00044258,protein_coding,9680.1534705284,1.75549174093735,0.216325690222473,8.11504051660239,4.856227626176759e-16,6.76721882177497e-14,WBGene00044258,WBGene00044258,History: N.A.
WBGene00044213,protein_coding,1500.46016707997,2.26936653915828,0.281896116096436,8.05036468960053,8.25476923107409e-16,1.13497573747781e-13,WBGene00044213,WBGene00044213,History: N.A.
WBGene00014807,protein_coding,204.370397562463,-2.06269651488798,0.257128604354635,-8.02204219971995,1.0400139665223901e-15,1.41113473983933e-13,WBGene00014807,WBGene00014807,History: N.A.
WBGene00012237,protein_coding,4338.61361416784,2.4293748230539,0.303361515433001,8.00818396356686,1.1641467620571702e-15,1.55904953380955e-13,WBGene00012237,WBGene00012237,History: N.A.
WBGene00006570,protein_coding,205.773515432104,-2.91961188883979,0.364919167499338,-8.00070850990605,1.23705319831608e-15,1.63544776679941e-13,WBGene00006570,WBGene00006570,History: N.A.
WBGene00005061,protein_coding,1218.27719290244,-2.42171835266508,0.303196195680304,-7.98729795151714,1.37928453630777e-15,1.80040280232984e-13,WBGene00005061,WBGene00005061,History: N.A.
WBGene00011777,protein_coding,121.026886633128,-3.05072345417641,0.382379375841331,-7.97826359610544,1.4840619766072001e-15,1.91295588784668e-13,WBGene00011777,WBGene00011777,History: N.A.
WBGene00006750,protein_coding,1738.99141559875,-2.17010545109148,0.272363668805698,-7.9676759408011,1.61686174984859e-15,2.05840473635046e-13,WBGene00006750,WBGene00006750,History: N.A.
WBGene00018664,pseudogene,7738.20884790925,1.97773817648717,0.252106950326489,7.84483797025795,4.3351285448054205e-15,5.4516884821992e-13,WBGene00018664,WBGene00018664,History: N.A.
WBGene00020301,protein_coding,16557.3246104267,1.88335671202172,0.240697152094815,7.82459075909559,5.09310983003408e-15,6.32772874304958e-13,WBGene00020301,WBGene00020301,History: N.A.
WBGene00022682,protein_coding,255.564372681365,-2.17615247867169,0.280915039009471,-7.74665709014717,9.43432797588554e-15,1.15817607246823e-12,WBGene00022682,WBGene00022682,History: N.A.
WBGene00015590,protein_coding,1228.42259630844,1.95750024238996,0.252856030433881,7.74156044066278,9.820399227560441e-15,1.1913877274659199e-12,WBGene00015590,WBGene00015590,History: N.A.
WBGene00077728,protein_coding,414.248204954115,2.8980477236729,0.374655229090237,7.73523895745465,1.03209064340032e-14,1.23754868776094e-12,WBGene00077728,WBGene00077728,History: N.A.
WBGene00019569,pseudogene,247.846548847992,-1.86766116975703,0.242622357974189,-7.69781146861871,1.38416388556235e-14,1.6406319526343699e-12,WBGene00019569,WBGene00019569,History: N.A.
WBGene00010212,protein_coding,1548.12679951378,2.47785362572806,0.322666615642105,7.67929964120131,1.59960684232116e-14,1.8744483815927e-12,WBGene00010212,WBGene00010212,History: N.A.
WBGene00019142,protein_coding,240.205984582167,2.32324953475355,0.302781564582898,7.67302176390423,1.67990971657167e-14,1.9464302244142797e-12,WBGene00019142,WBGene00019142,History: N.A.
WBGene00007139,protein_coding,421.926731943989,-2.65848602208767,0.349718409548824,-7.60179032472844,2.92061674316979e-14,3.3463777617296497e-12,WBGene00007139,WBGene00007139,History: N.A.
WBGene00020988,protein_coding,4385.98152661722,-1.96004131408112,0.258359868173365,-7.58647745076994,3.28719525641043e-14,3.72500631693454e-12,WBGene00020988,WBGene00020988,History: N.A.
WBGene00008421,protein_coding,107.658805144751,-2.70803978104902,0.358392891883919,-7.55606442642877,4.1544812225183504e-14,4.65663156158796e-12,WBGene00008421,WBGene00008421,History: N.A.
WBGene00015014,protein_coding,3323.87668520709,2.06893226974726,0.274338503427692,7.54153078732012,4.64486380459009e-14,5.15030489816484e-12,WBGene00015014,WBGene00015014,History: N.A.
WBGene00016271,protein_coding,1039.37410053774,2.55145116339491,0.339529241690716,7.51467281783957,5.70534373367026e-14,6.2588834661284795e-12,WBGene00016271,WBGene00016271,History: N.A.
WBGene00013537,pseudogene,1113.7283170122,-1.62481617537,0.216277419822191,-7.51264823071133,5.79430739403716e-14,6.289568194453809e-12,WBGene00013537,WBGene00013537,History: N.A.
WBGene00004164,protein_coding,1793.57901648021,1.31852552853126,0.176628264764897,7.46497470428247,8.33156166578174e-14,8.949485822660549e-12,WBGene00004164,WBGene00004164,History: N.A.
WBGene00045163,snoRNA,222.541980779131,2.0990933916932,0.281852656149049,7.44748486806227,9.51364571727915e-14,1.0113888106864198e-11,WBGene00045163,WBGene00045163,History: N.A.
WBGene00008776,protein_coding,634.48901960386,-2.24746021196805,0.302786355231524,-7.42259409361279,1.14848341697782e-13,1.2084858159056398e-11,WBGene00008776,WBGene00008776,History: N.A.
WBGene00003124,protein_coding,566.143843284887,-1.5512938760128,0.209469018969266,-7.40583921978657,1.30323651506464e-13,1.3574722164996499e-11,WBGene00003124,WBGene00003124,History: N.A.
WBGene00015238,protein_coding,845.943790693398,2.2456663738568,0.304075412736334,7.38522839991682,1.5219190484554998e-13,1.5694029227673097e-11,WBGene00015238,WBGene00015238,"History: Split into B0511.19(WBGene00255714). History of WBGene00015238: Split into ""WBGene00255714"" on 2015-04-30"
WBGene00020902,protein_coding,7019.12532292319,1.46033157750492,0.197945203126487,7.3774537318379,1.6134541348262599e-13,1.64732069686419e-11,WBGene00020902,WBGene00020902,History: N.A.
WBGene00007354,protein_coding,83.5413092000724,-3.34873636544495,0.454554109125824,-7.36707973421485,1.74406182914002e-13,1.75378485002027e-11,WBGene00007354,WBGene00007354,History: N.A.
WBGene00007943,protein_coding,157.740111268505,1.83398599009328,0.248963224426936,7.36649356271294,1.7517439832436699e-13,1.75378485002027e-11,WBGene00007943,WBGene00007943,History: N.A.
WBGene00020756,protein_coding,519.347602212355,-2.0114072534649,0.273820108263601,-7.34572514129811,2.04646535852422e-13,2.0291491131828598e-11,WBGene00020756,WBGene00020756,History: N.A.
WBGene00018005,protein_coding,260.48064190287,-2.03334732783148,0.277377521266902,-7.33061323262359,2.29101963056146e-13,2.2499994695571197e-11,WBGene00018005,WBGene00018005,History: N.A.
WBGene00018433,protein_coding,332.09556420725,-2.27611581603084,0.310836363180758,-7.32255323263847,2.43296752731459e-13,2.344744031931589e-11,WBGene00018433,WBGene00018433,History: N.A.
WBGene00195142,protein_coding,2139.29744194849,1.37080981406417,0.187191420882329,7.32303760291387,2.42419834669172e-13,2.344744031931589e-11,WBGene00195142,WBGene00195142,History: N.A.
WBGene00001745,protein_coding,3385.90126280822,-2.22851888911971,0.305278544234213,-7.29995255549294,2.87869217979076e-13,2.74861794055577e-11,WBGene00001745,WBGene00001745,History: N.A.
WBGene00016165,protein_coding,1270.81797346606,-2.4808280049489,0.340002473036713,-7.29649988363766,2.95350103193562e-13,2.7941745542495598e-11,WBGene00016165,WBGene00016165,History: N.A.
WBGene00015096,protein_coding,4051.16715954448,2.22776144950512,0.30588237225259,7.28306581742306,3.26317921552792e-13,3.05908218822945e-11,WBGene00015096,WBGene00015096,History: N.A.
WBGene00044638,protein_coding,754.34883305075,2.91927667881043,0.403496522338809,7.23494879680565,4.65704807823753e-13,4.3264396200707594e-11,WBGene00044638,WBGene00044638,History: N.A.
WBGene00002181,protein_coding,199.567207279101,-2.78376293611882,0.38600302241903,-7.21176460918193,5.52313924332468e-13,5.0852332033182195e-11,WBGene00002181,WBGene00002181,History: N.A.
WBGene00011497,protein_coding,503.275931767521,-1.63478163835355,0.22708989052812,-7.19883053601244,6.07311727875734e-13,5.5421225998713e-11,WBGene00011497,WBGene00011497,History: N.A.
WBGene00013622,protein_coding,1114.08320163425,-2.69463823475559,0.374547350020971,-7.19438606254914,6.27424347624135e-13,5.675438484824629e-11,WBGene00013622,WBGene00013622,History: N.A.
WBGene00012355,pseudogene,59.5933997892187,-3.61729090788276,0.50416731920071,-7.17478259720898,7.24221781979485e-13,6.49406523110648e-11,WBGene00012355,WBGene00012355,History: N.A.
WBGene00013554,protein_coding,4169.8876596916,1.48797960213603,0.207863292882843,7.15845295001024,8.15925816892312e-13,7.253299158442689e-11,WBGene00013554,WBGene00013554,History: N.A.
WBGene00018615,protein_coding,834.840568300854,-1.8055852088265,0.253100603183842,-7.13386371313778,9.75899629079452e-13,8.601262371852401e-11,WBGene00018615,WBGene00018615,History: N.A.
WBGene00235353,pseudogene,8913.99349912638,1.61619371501132,0.227469447637665,7.10510238537945,1.20233372502011e-12,1.0507174044413001e-10,WBGene00235353,WBGene00235353,History: N.A.
WBGene00019200,protein_coding,58.6511444555513,-3.30409584657703,0.46572287018488,-7.09455355985716,1.29769711401277e-12,1.12452543190753e-10,WBGene00019200,WBGene00019200,History: N.A.
WBGene00009361,protein_coding,1133.66740263417,-1.68799803867652,0.238666866983779,-7.07261154432152,1.5204467635889598e-12,1.30657058551078e-10,WBGene00009361,WBGene00009361,History: N.A.
WBGene00018931,protein_coding,82.0039354738106,3.0316158038557,0.429819602445721,7.05322834650974,1.7481361639396998e-12,1.4898165390534e-10,WBGene00018931,WBGene00018931,History: N.A.
WBGene00022736,protein_coding,146.173932696315,-2.70879678054412,0.385337549611313,-7.02967251251912,2.07018852120847e-12,1.74981836317227e-10,WBGene00022736,WBGene00022736,History: N.A.
WBGene00006432,protein_coding,275.596242021914,-1.69242044526954,0.241047136464294,-7.02111823477413,2.2009949511734897e-12,1.8452569054065901e-10,WBGene00006432,WBGene00006432,History: Renamed on 2018-06-07
WBGene00011803,protein_coding,225.949960459845,-2.43130959982616,0.3463995231112,-7.01880181008698,2.2377893678556798e-12,1.8609745130103002e-10,WBGene00011803,WBGene00011803,History: N.A.
WBGene00012758,protein_coding,283.926248359865,-3.01175516856816,0.42947348421078,-7.01266848663008,2.33815022605664e-12,1.92888041048769e-10,WBGene00012758,WBGene00012758,History: N.A.
WBGene00004044,protein_coding,2236.27741337874,1.58888098627097,0.227259211739171,6.99149211207575,2.71977921252829e-12,2.22590184441204e-10,WBGene00004044,WBGene00004044,History: N.A.
WBGene00017451,protein_coding,336.142778852275,1.52937463748266,0.218850609102171,6.988212844172,2.78409805132713e-12,2.26059992955002e-10,WBGene00017451,WBGene00017451,History: N.A.
WBGene00219816,snoRNA,430.503210506377,2.56927689017406,0.368117247446284,6.97950695871421,2.96217760035699e-12,2.3864043292876e-10,WBGene00219816,WBGene00219816,History: N.A.
WBGene00012289,protein_coding,95.9562049394017,-2.65423735274723,0.381349065625049,-6.96012549131805,3.3996976517422597e-12,2.71451139752972e-10,WBGene00012289,WBGene00012289,History: N.A.
WBGene00023314,pseudogene,181.938945431747,-1.96499848873782,0.282359809779073,-6.95920035601132,3.42209543908906e-12,2.71451139752972e-10,WBGene00023314,WBGene00023314,History: N.A.
WBGene00012911,protein_coding,784.32002683929,-2.00845961793854,0.289327099614023,-6.94183026967724,3.87052088512243e-12,3.04677949369332e-10,WBGene00012911,WBGene00012911,History: N.A.
WBGene00000407,protein_coding,325.106568246203,1.85952036739648,0.271981710104002,6.83693166972671,8.09073069223881e-12,6.27305375175689e-10,WBGene00000407,WBGene00000407,History: N.A.
WBGene00017188,protein_coding,142.53406570575,-2.16081255682322,0.316007622990384,-6.83784946823567,8.039080233819379e-12,6.27305375175689e-10,WBGene00017188,WBGene00017188,History: N.A.
WBGene00012899,protein_coding,412.781720563553,-1.75373163768987,0.257073327566574,-6.82191207578976,8.983664788412699e-12,6.91339935060535e-10,WBGene00012899,WBGene00012899,History: N.A.
WBGene00010184,protein_coding,551.124734765321,-2.4504672391234,0.360034430456817,-6.80620249572856,1.0020863962143001e-11,7.65445549463839e-10,WBGene00010184,WBGene00010184,History: N.A.
WBGene00045052,protein_coding,70.1675596071332,-3.99247289706566,0.58762410817499,-6.794263273958,1.0886741724440299e-11,8.254711813413881e-10,WBGene00045052,WBGene00045052,History: N.A.
WBGene00021020,protein_coding,86.5182894091752,-2.71467655512456,0.400709286206457,-6.77467842291501,1.2468327553174699e-11,9.384919250243641e-10,WBGene00021020,WBGene00021020,History: N.A.
WBGene00010921,pseudogene,654.869826944683,-2.02069597690709,0.298366660894142,-6.7725260283823,1.2655302723647699e-11,9.45662910769962e-10,WBGene00010921,WBGene00010921,History: N.A.
WBGene00219557,antisense,73.9452676028108,-2.70140757017655,0.400164983362471,-6.75073452823733,1.4709853289948498e-11,1.0912806268053901e-09,WBGene00219557,WBGene00219557,History: N.A.
WBGene00010587,protein_coding,168.395780932999,-3.29245538595427,0.489533083480095,-6.72570556937271,1.7474359407098798e-11,1.2871113871857402e-09,WBGene00010587,WBGene00010587,History: N.A.
WBGene00195070,protein_coding,416.843877145878,2.94454703632237,0.44006285898512,6.69119644205631,2.21353278431429e-11,1.6188617072233301e-09,WBGene00195070,WBGene00195070,History: N.A.
WBGene00002100,protein_coding,1372.3605175533,-2.9434915110809,0.441170974896668,-6.67199720419125,2.5234537801494197e-11,1.832525026824e-09,WBGene00002100,WBGene00002100,History: N.A.
WBGene00007489,protein_coding,135.443036198973,-3.46936010592736,0.520837015791842,-6.66112430709788,2.7174067460765002e-11,1.9581802829678702e-09,WBGene00007489,WBGene00007489,History: N.A.
WBGene00014213,protein_coding,589.439882833692,-1.52251058110778,0.228598165682784,-6.66020471581782,2.7344643206688697e-11,1.9581802829678702e-09,WBGene00014213,WBGene00014213,History: N.A.
WBGene00045164,snoRNA,185.475013003581,1.76850053271156,0.266063435667724,6.64691308775014,2.99303640240701e-11,2.12856492287042e-09,WBGene00045164,WBGene00045164,History: N.A.
WBGene00000780,protein_coding,5773.60652737456,1.244463913811,0.188027952372354,6.61850484520821,3.62850018233696e-11,2.5628146493327903e-09,WBGene00000780,WBGene00000780,History: N.A.
WBGene00011791,protein_coding,171.022366315404,-1.75872545094223,0.266591781195354,-6.59707303449638,4.19354213571959e-11,2.9417555444585304e-09,WBGene00011791,WBGene00011791,History: N.A.
