# Note: In the following rows commas have been replaced with semicolons to work better with r
# Random 5000 genes
chr,start,end,name,score,strand,Input,Suggested Match,History
chrI,7460849,7466420,ZK524.4,190,-,ZK524.4,WBGene00013994,Public name for WBGene00013994. History: N.A.
chrI,11967644,11969809,Y53C10A.2,268,-,Y53C10A.2,WBGene00013134,"Other name for WBGene00013134(hsf-2). History: Split into Y53C10A.15(WBGene00044805). History of WBGene00013134: N.A.. Public name for Dead gene WBGene00013133. History of WBGene00013133: Merged into ""WBGene00013134"" on 2014-11-13"
chrI,5792326,5795117,glh-3,66,-,glh-3,WBGene00001600,Public name for WBGene00001600. History: N.A.
chrI,13423982,13425133,fbxb-66,1066,-,fbxb-66,WBGene00044066,Public name for WBGene00044066. History: Renamed on 2005-12-13
chrI,10381072,10381966,F45H11.5,618,+,F45H11.5,WBGene00009745,Sequence name for WBGene00009745(cox-19). History: N.A.
chrI,11243827,11244995,F46A8.6,1567,-,F46A8.6,WBGene00009749,Public name for WBGene00009749. History: N.A.
chrI,5649758,5653642,F55F8.3,10,-,F55F8.3,WBGene00018891,Public name for WBGene00018891. History: N.A.
chrI,6364919,6366230,K04F10.1,2161,+,K04F10.1,WBGene00019394,Public name for WBGene00019394. History: N.A.
chrI,9065079,9070279,rad-54,142,+,rad-54,WBGene00004298,Other name for WBGene00004298(rad-54.L). History: Renamed on 2019-07-04
chrI,9070244,9075070,rsbp-1,645,-,rsbp-1,WBGene00011531,"Public name for WBGene00011531. History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
chrI,12389749,12390994,T15D6.8,1287,+,T15D6.8,WBGene00011782,Public name for WBGene00011782. History: N.A.
chrI,9595660,9598355,cri-1,2517,-,cri-1,WBGene00010614,Public name for WBGene00010614. History: N.A.
chrI,13971270,13971407,Y71A12B.21,1486,+,Y71A12B.21,WBGene00175036,Public name for WBGene00175036. History: N.A.
chrI,4311816,4311889,T03A1.5,2012,+,T03A1.5,WBGene00199036,Public name for WBGene00199036. History: N.A.
chrI,5268421,5269466,B0261.9,1298,+,B0261.9,WBGene00195057,Public name for WBGene00195057. History: N.A.
chrI,6225097,6225966,T08B2.4,1434,+,T08B2.4,WBGene00020345,Public name for WBGene00020345. History: N.A.
chrI,12456907,12457205,C54C8.12,2094,+,C54C8.12,WBGene00044242,Public name for WBGene00044242. History: N.A.
chrI,12657719,12659370,T26E3.8,673,-,T26E3.8,WBGene00012041,Public name for WBGene00012041. History: N.A.
chrI,8696594,8698131,F39H11.1,138,+,F39H11.1,WBGene00009565,Public name for WBGene00009565. History: N.A.
chrI,6717829,6719187,T23B3.1,888,+,T23B3.1,WBGene00020709,Public name for WBGene00020709. History: N.A.
chrI,7301005,7302967,ttx-7,474,-,ttx-7,WBGene00008765,Public name for WBGene00008765. History: N.A.
chrI,8485803,8487037,D1081.9,370,-,D1081.9,WBGene00008387,Sequence name for WBGene00008387(zhp-2). History: N.A.
chrI,4578692,4579706,D1007.18,1229,-,D1007.18,WBGene00044421,Public name for WBGene00044421. History: N.A.
chrI,11717044,11717107,F35E2.12,2239,+,F35E2.12,WBGene00196754,Public name for WBGene00196754. History: N.A.
chrI,11639251,11639304,W04G5.15,1526,+,W04G5.15,WBGene00200517,Public name for WBGene00200517. History: N.A.
chrI,13085275,13086343,Y26D4A.20,1336,+,Y26D4A.20,,Sequence name for Suppressed gene WBGene00077528. Molecular name for Suppressed gene WBGene00077528. Public name for Suppressed gene WBGene00077528. History of WBGene00077528: Killed on 2012-10-31; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
chrI,7704567,7707052,lsy-22,199,-,lsy-22,WBGene00009188,"Public name for WBGene00009188. History: Split into F27D4.12(WBGene00303056). History of WBGene00009188: Split into ""WBGene00303056"" on 2018-03-02"
chrI,7532310,7535993,C26C6.4,2609,+,C26C6.4,WBGene00007739,Public name for WBGene00007739. History: N.A.
chrI,4648269,4650771,B0041.5,824,-,B0041.5,WBGene00015009,"Public name for WBGene00015009. History: Split into B0041.12(WBGene00303032). History of WBGene00015009: Split into ""WBGene00303032"" on 2018-03-02"
chrI,7899031,7903329,unc-55,1448,-,unc-55,WBGene00006790,Public name for WBGene00006790. History: N.A.
chrI,3748527,3753964,inx-13,1192,-,inx-13,WBGene00002135,Public name for WBGene00002135. History: Renamed on 2015-03-05
chrI,14735224,14736934,K05C4.4,2128,+,K05C4.4,WBGene00010581,Public name for WBGene00010581. History: N.A.
chrI,11827539,11828610,T02G6.7,2025,-,T02G6.7,WBGene00011390,Public name for WBGene00011390. History: N.A.
chrI,8808985,8811641,twk-30,1974,-,twk-30,WBGene00006682,Public name for WBGene00006682. History: N.A.
chrI,12281211,12282606,F56H6.1,1516,+,F56H6.1,WBGene00010162,Public name for WBGene00010162. History: N.A.
chrI,9622539,9625070,T05F1.2,592,+,T05F1.2,WBGene00011489,Public name for WBGene00011489. History: N.A.
chrI,11809122,11811257,T02G6.4,1204,-,T02G6.4,WBGene00011387,Public name for WBGene00011387. History: N.A.
chrI,13277049,13280164,M01E5.2,738,-,M01E5.2,WBGene00010805,Public name for WBGene00010805. History: N.A.
chrI,6916762,6917560,C48B6.2,608,+,C48B6.2,WBGene00016740,Public name for WBGene00016740. History: N.A.
chrI,8730147,8730916,C36B1.14,462,+,C36B1.14,WBGene00044614,Public name for WBGene00044614. History: N.A.
chrI,4597890,4602667,nrd-1,33,-,nrd-1,WBGene00017004,Public name for WBGene00017004. History: N.A.
chrI,5886627,5895974,pgp-2,1099,+,pgp-2,WBGene00003996,Public name for WBGene00003996. History: Renamed on 2007-06-13
chrI,9722540,9726281,eat-16,621,+,eat-16,WBGene00001145,Public name for WBGene00001145. History: N.A.
chrI,11815901,11819265,T02G6.5,1742,+,T02G6.5,WBGene00011388,Public name for WBGene00011388. History: N.A.
chrI,5274698,5278711,cln-3.2,946,-,cln-3.2,WBGene00000540,Public name for WBGene00000540. History: N.A.
chrI,5530685,5533713,pup-3,1064,-,pup-3,WBGene00019082,Public name for WBGene00019082. History: N.A.
chrI,11707808,11712188,oac-19,2206,-,oac-19,WBGene00009413,Public name for WBGene00009413. History: N.A.
chrI,8998543,8999557,F32H2.6,2441,-,F32H2.6,WBGene00009343,Public name for WBGene00009343. History: Renamed on 2005-03-17
chrI,5795406,5801302,mtk-1,939,-,mtk-1,WBGene00003472,Public name for WBGene00003472. History: N.A.
chrI,8024874,8026520,C54G4.9,746,-,C54G4.9,WBGene00008318,Public name for WBGene00008318. History: N.A.
chrI,9228155,9232090,gip-2,391,+,gip-2,WBGene00044008,Public name for WBGene00044008. History: N.A.
chrI,4253242,4253918,C43E11.12,1249,+,C43E11.12,WBGene00016609,Public name for WBGene00016609. History: N.A.
chrI,5866565,5868146,F33D11.10,330,-,F33D11.10,WBGene00018007,Public name for WBGene00018007. History: N.A.
chrI,12285736,12285923,F56H6.16,1339,+,F56H6.16,WBGene00014405,Public name for WBGene00014405. History: N.A.
chrI,10179007,10179685,C25A1.16,580,+,C25A1.16,WBGene00077526,Public name for WBGene00077526. History: N.A.
chrI,12688716,12690562,sra-17,1914,+,sra-17,WBGene00005043,Public name for WBGene00005043. History: N.A.
chrI,12728161,12729861,pfd-3,153,+,pfd-3,WBGene00006889,Public name for WBGene00006889. History: Renamed on 2006-08-02
chrI,6459478,6459598,K06A5.10,1990,+,K06A5.10,WBGene00201953,Public name for WBGene00201953. History: N.A.
chrI,12566118,12567244,dlk-1,1316,-,dlk-1,WBGene00001008,Public name for WBGene00001008. History: N.A.
chrI,10622940,10624350,C43H8.2,489,+,C43H8.2,WBGene00016622,Sequence name for WBGene00016622(mafr-1). History: N.A.
chrI,14679196,14679334,Y105E8B.12,1401,+,Y105E8B.12,WBGene00196097,Public name for WBGene00196097. History: N.A.
chrI,9042266,9042778,C31H5.4,719,-,C31H5.4,WBGene00007855,Public name for WBGene00007855. History: N.A.
chrI,14777126,14787793,sur-2,477,-,sur-2,WBGene00006349,Public name for WBGene00006349. History: N.A.
chrI,4584960,4586184,rpl-24.1,891,+,rpl-24.1,WBGene00004436,Public name for WBGene00004436. History: N.A.
chrI,8530121,8530193,K02B12.t1,1750,-,K02B12.t1,WBGene00014418,Public name for WBGene00014418. History: N.A.
chrI,7357177,7359100,F07A5.4,1778,-,F07A5.4,WBGene00008543,Public name for WBGene00008543. History: N.A.
chrI,8160521,8160599,T28B8.10,1630,-,T28B8.10,WBGene00202025,Public name for WBGene00202025. History: N.A.
chrI,10799611,10807716,43530,229,+,,,
chrI,7837058,7840016,F30F8.9,541,+,F30F8.9,WBGene00009276,Public name for WBGene00009276. History: N.A.
chrI,12476636,12478578,clec-12,950,-,clec-12,WBGene00012103,Public name for WBGene00012103. History: N.A.
chrI,5358522,5365173,ppk-1,252,+,ppk-1,WBGene00004087,Public name for WBGene00004087. History: N.A.
chrI,13792625,13794142,ndx-4,570,-,ndx-4,WBGene00003581,Public name for WBGene00003581. History: N.A.
chrI,5488342,5490629,C09D4.3,1747,+,C09D4.3,WBGene00015634,Public name for WBGene00015634. History: N.A.
chrI,12558536,12558934,W02D9.8,2564,+,W02D9.8,WBGene00012214,Public name for WBGene00012214. History: N.A.
chrI,8759186,8759784,tin-13,396,-,tin-13,WBGene00006574,Public name for WBGene00006574. History: N.A.
chrI,9578515,9581265,lem-3,455,-,lem-3,WBGene00002276,Public name for WBGene00002276. History: N.A.
chrI,13297647,13297735,M01E5.8,2433,+,M01E5.8,WBGene00200096,Public name for WBGene00200096. History: N.A.
chrI,8783868,8784028,DY3.9,2087,+,DY3.9,WBGene00199648,Public name for WBGene00199648. History: N.A.
chrI,310980,314992,imb-3,221,-,imb-3,WBGene00002077,Public name for WBGene00002077. History: N.A.
chrI,4168988,4171591,egg-5,671,-,egg-5,WBGene00020035,Public name for WBGene00020035. History: N.A.
chrI,10624450,10628353,C43H8.1,116,+,C43H8.1,WBGene00016621,Sequence name for WBGene00016621(arch-1). History: N.A.
chrI,3745504,3745525,21ur-11567,1578,+,21ur-11567,WBGene00174161,Public name for WBGene00174161. History: N.A.
chrI,12008615,12009616,fbxa-123,1645,+,fbxa-123,WBGene00014918,Public name for WBGene00014918. History: N.A.
chrI,10457818,10459038,Y106G6H.10,2514,+,Y106G6H.10,WBGene00013722,Public name for WBGene00013722. History: N.A.
chrI,6012059,6021985,C06A5.1,959,+,C06A5.1,WBGene00015499,Sequence name for WBGene00015499(ints-1). History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
chrI,13083308,13085493,Y26D4A.8,2370,-,Y26D4A.8,WBGene00012505,Sequence name for WBGene00012505(pals-13). History: N.A.
chrI,9762394,9767860,F26E4.3,1601,-,F26E4.3,WBGene00009158,Public name for WBGene00009158. History: N.A.
chrI,7149934,7151869,K07G5.6,958,-,K07G5.6,WBGene00010645,Sequence name for WBGene00010645(fecl-1). History: N.A.
chrI,8442719,8444925,F10D11.5,2165,-,F10D11.5,WBGene00008651,Public name for WBGene00008651. History: N.A.
chrI,8147421,8149707,ins-18,2018,+,ins-18,WBGene00002101,Public name for WBGene00002101. History: N.A.
chrI,7098975,7099704,F22D6.8,2120,-,F22D6.8,WBGene00043279,Public name for WBGene00043279. History: Killed on 2004-10-04; Resurrected on 2006-05-16
chrI,7940126,7940752,T22C1.4,872,-,T22C1.4,WBGene00011915,Sequence name for WBGene00011915(ctf-8). History: N.A.
chrI,12722033,12722873,T06G6.12,2210,-,T06G6.12,WBGene00011551,Public name for WBGene00011551. History: N.A.
chrI,10278164,10278292,T20F10.10,2454,+,T20F10.10,WBGene00198011,Public name for WBGene00198011. History: N.A.
chrI,5158510,5162207,ppw-2,25,-,ppw-2,WBGene00004094,Public name for WBGene00004094. History: Renamed on 2011-10-14
chrI,12663111,12663713,T26E3.5,1389,-,T26E3.5,WBGene00012038,Public name for WBGene00012038. History: N.A.
chrI,6358603,6360462,K04F10.3,242,+,K04F10.3,WBGene00019396,Public name for WBGene00019396. History: N.A.
chrI,5330477,5330498,21ur-12374,1777,+,21ur-12374,WBGene00170676,Public name for WBGene00170676. History: N.A.
chrI,13814768,13815451,W09G3.6,750,-,W09G3.6,WBGene00012369,Public name for WBGene00012369. History: N.A.
chrI,10389616,10389765,F45H11.9,2580,+,F45H11.9,WBGene00197138,Public name for WBGene00197138. History: N.A.
chrI,6055948,6058341,C27A12.7,584,-,C27A12.7,WBGene00016157,Sequence name for WBGene00016157(ari-1.2). History: N.A.
chrI,7376604,7383194,unc-15,901,-,unc-15,WBGene00006754,Public name for WBGene00006754. History: N.A.
chrI,10356301,10360881,ZC434.9,2171,+,ZC434.9,WBGene00013895,Public name for WBGene00013895. History: N.A.
chrI,4679671,4682756,T04D1.2,2550,+,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
chrI,8434482,8435808,sod-2,634,+,sod-2,WBGene00004931,Public name for WBGene00004931. History: N.A.
chrI,113806,114711,F53G12.8,885,+,F53G12.8,WBGene00018773,Public name for WBGene00018773. History: N.A.
chrI,6781803,6781875,C37A2.t1,2388,+,C37A2.t1,WBGene00022955,Public name for WBGene00022955. History: N.A.
chrI,9373362,9375816,F16A11.5,1341,+,F16A11.5,WBGene00023472,Public name for WBGene00023472. History: N.A.
chrI,13978417,13980136,Y71A12B.11,808,+,Y71A12B.11,WBGene00013508,Public name for WBGene00013508. History: N.A.
chrI,5774587,5775613,hil-5,185,+,hil-5,WBGene00001856,Public name for WBGene00001856. History: Renamed on 2010-11-12
chrI,13050433,13056023,npr-14,2150,+,npr-14,WBGene00012275,Public name for WBGene00012275. History: N.A.
chrI,9958770,9960145,T24D1.3,265,-,T24D1.3,WBGene00011986,Public name for WBGene00011986. History: N.A.
chrI,4352445,4352595,ZK973.21,1838,-,ZK973.21,WBGene00199607,Public name for WBGene00199607. History: N.A.
chrI,4789233,4789593,F54D7.6,2188,+,F54D7.6,WBGene00023067,Sequence name for WBGene00023067(rpl-41.1). History: N.A.
chrI,4918392,4920867,F21F3.7,339,+,F21F3.7,WBGene00017676,Public name for WBGene00017676. History: N.A.
chrI,7327965,7327986,21ur-13600,1554,-,21ur-13600,WBGene00169054,Public name for WBGene00169054. History: N.A.
chrI,7387202,7387223,21ur-13320,1894,-,21ur-13320,WBGene00168081,Public name for WBGene00168081. History: N.A.
chrI,8083575,8095603,rme-8,110,+,rme-8,WBGene00004378,Public name for WBGene00004378. History: N.A.
chrI,4790411,4792502,zig-7,107,-,zig-7,WBGene00006984,Public name for WBGene00006984. History: N.A.
chrI,7840459,7846836,F30F8.10,2554,+,F30F8.10,WBGene00009277,Public name for WBGene00009277. History: N.A.
chrI,6232778,6234282,col-56,1680,+,col-56,WBGene00000633,Public name for WBGene00000633. History: N.A.
chrI,6420660,6421938,rbx-2,880,-,rbx-2,WBGene00019993,Public name for WBGene00019993. History: N.A.
chrI,10823346,10828671,C35E7.5,550,+,C35E7.5,WBGene00016457,Public name for WBGene00016457. History: N.A.
chrI,4162036,4165017,inx-16,1197,+,inx-16,WBGene00002138,Public name for WBGene00002138. History: N.A.
chrI,6139217,6140446,abt-6,1608,-,abt-6,WBGene00018982,Public name for WBGene00018982. History: N.A.
chrI,9459279,9460539,F46A9.2,1803,+,F46A9.2,WBGene00009755,Public name for WBGene00009755. History: N.A.
chrI,8917844,8917994,T08G11.9,2403,+,T08G11.9,WBGene00199622,Public name for WBGene00199622. History: N.A.
chrI,10601121,10601204,T22A3.t4,2085,-,T22A3.t4,WBGene00014528,Public name for WBGene00014528. History: N.A.
chrI,13489548,13491224,Y48G10A.1,366,+,Y48G10A.1,WBGene00013018,Public name for WBGene00013018. History: N.A.
chrI,4265107,4267187,mus-81,2023,+,mus-81,WBGene00016602,Public name for WBGene00016602. History: N.A.
chrI,6845178,6846953,H27M09.5,2126,-,H27M09.5,WBGene00019248,Public name for WBGene00019248. History: N.A.
chrI,13637200,13637266,W09C5.15,2181,+,W09C5.15,WBGene00199775,Public name for WBGene00199775. History: N.A.
chrI,9234163,9245919,tat-5,411,-,tat-5,WBGene00009498,Public name for WBGene00009498. History: N.A.
chrI,6329537,6330185,F26B1.8,1807,+,F26B1.8,WBGene00194703,Public name for WBGene00194703. History: N.A.
chrI,12655213,12655960,T26E3.7,49,-,T26E3.7,WBGene00012040,Public name for WBGene00012040. History: N.A.
chrI,13227983,13230336,ZK1053.1,1413,-,ZK1053.1,WBGene00014196,Public name for WBGene00014196. History: N.A.
chrI,3877063,3880758,C50F2.3,432,+,C50F2.3,WBGene00016837,Sequence name for WBGene00016837(syf-1). History: N.A.
chrI,9576348,9577899,F42H11.1,2089,+,F42H11.1,WBGene00009646,Public name for WBGene00009646. History: N.A.
chrI,10850425,10851226,Y37F4.3,1681,-,Y37F4.3,WBGene00021384,Public name for WBGene00021384. History: N.A.
chrI,10313727,10318010,Y106G6G.5,1752,+,Y106G6G.5,,Sequence name for Suppressed gene WBGene00013714. Molecular name for Suppressed gene WBGene00013714. Public name for Suppressed gene WBGene00013714. History of WBGene00013714: Killed on 2012-10-15; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
chrI,11123753,11124115,Y52B11B.1,1981,+,Y52B11B.1,WBGene00013130,Public name for WBGene00013130. History: N.A.
chrI,7422780,7454098,unc-13,2193,+,unc-13,WBGene00006752,Public name for WBGene00006752. History: N.A.
chrI,12564246,12565883,C49G9.1,1573,+,C49G9.1,WBGene00008216,Sequence name for WBGene00008216(mec-19). History: N.A.
chrI,11851333,11853408,ced-1,692,-,ced-1,WBGene00000415,Public name for WBGene00000415. History: N.A.
chrI,8762981,8765627,lmn-1,6,+,lmn-1,WBGene00003052,Public name for WBGene00003052. History: N.A.
chrI,183363,184221,F56C11.4,1150,+,F56C11.4,WBGene00000227,"Public name for Dead gene WBGene00018956. History of WBGene00018956: Merged into ""WBGene00000227"" on 2012-06-25"
chrI,6564746,6565869,mei-2,510,-,mei-2,WBGene00003184,Public name for WBGene00003184. History: N.A.
chrI,5284059,5291608,erm-1,179,-,erm-1,WBGene00001333,Public name for WBGene00001333. History: N.A.
chrI,14806317,14806462,Y54E5B.6,2280,-,Y54E5B.6,WBGene00199511,Public name for WBGene00199511. History: N.A.
chrI,10382735,10384279,maf-1,2316,-,maf-1,WBGene00077521,Public name for WBGene00077521. History: N.A.
chrI,11492347,11492763,K08C9.10,2297,-,K08C9.10,WBGene00086564,Public name for WBGene00086564. History: N.A.
chrI,12715637,12716573,T06G6.5,2293,+,T06G6.5,WBGene00011547,Public name for WBGene00011547. History: N.A.
chrI,8646444,8651775,sig-7,711,+,sig-7,WBGene00000890,Public name for WBGene00000890. History: Renamed on 2006-01-05
chrI,7668530,7669793,F26A3.5,2516,+,F26A3.5,WBGene00009143,Public name for WBGene00009143. History: N.A.
chrI,9416695,9418869,C17E4.3,192,-,C17E4.3,WBGene00007643,Sequence name for WBGene00007643(marc-3). History: N.A.
chrI,4177306,4178451,R12E2.13,734,-,R12E2.13,WBGene00020038,Public name for WBGene00020038. History: N.A.
chrI,6937502,6939617,T10B11.4,1693,-,T10B11.4,WBGene00020400,Public name for WBGene00020400. History: N.A.
chrI,5601806,5603630,tag-83,2202,-,tag-83,WBGene00006508,Other name for WBGene00006508(tns-1). History: Renamed on 2015-11-05
chrI,3834119,3837768,F53F10.1,1141,-,F53F10.1,WBGene00018763,Public name for WBGene00018763. History: N.A.
chrI,11003564,11003585,21ur-14744,1853,+,21ur-14744,WBGene00166290,Public name for WBGene00166290. History: N.A.
