WBGene,biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Input,Suggested Match,History
WBGene00013189,protein_coding,4454.21857748017,-2.59935720081917,0.204774941853651,-12.6937269633161,6.40631595330849e-37,5.92172391084037e-34,WBGene00013189,WBGene00013189,History: N.A.
WBGene00022519,protein_coding,1436.77004687757,-4.17382945057003,0.33682153156186,-12.3918130507149,2.89425017847893e-35,2.49696610397972e-32,WBGene00022519,WBGene00022519,History: N.A.
WBGene00013499,protein_coding,1199.84652348104,-3.04078819748372,0.249405443070335,-12.1921484954367,3.422767516330049e-34,2.7683771518017e-31,WBGene00013499,WBGene00013499,History: N.A.
WBGene00004202,protein_coding,771.050522836188,-3.28838290564548,0.284213029184128,-11.5701342583949,5.839122810026181e-31,4.44494636967934e-28,WBGene00004202,WBGene00004202,History: N.A.
WBGene00015096,protein_coding,4552.6532614139,4.17099236432867,0.365537651536749,11.4105683690681,3.70301721924839e-30,2.66226365746074e-27,WBGene00015096,WBGene00015096,History: N.A.
WBGene00008600,protein_coding,52422.5320985083,1.9162427878625,0.176227701713632,10.8736751897063,1.5387486593282e-27,1.04804981054559e-24,WBGene00008600,WBGene00008600,History: N.A.
WBGene00015851,protein_coding,229.923388228115,2.74560202608192,0.253160939648409,10.845282964643,2.099850692578089e-27,1.35870839063265e-24,WBGene00015851,WBGene00015851,History: N.A.
WBGene00018990,protein_coding,1449.84984842814,-2.82691551675275,0.263290900642971,-10.7368523175289,6.83346146218493e-27,4.21103927533977e-24,WBGene00018990,WBGene00018990,History: N.A.
WBGene00018658,pseudogene,5440.91802538989,2.39290645815507,0.227204571595092,10.5319467885512,6.15482076285055e-26,3.62043343145677e-23,WBGene00018658,WBGene00018658,History: N.A.
WBGene00017101,protein_coding,1969.0210783911,2.30105642127273,0.218952505130286,10.5093861333238,7.82009009480227e-26,4.39999069203636e-23,WBGene00017101,WBGene00017101,History: N.A.
WBGene00007779,protein_coding,1512.7621424108,-2.23704542339856,0.213457793083776,-10.4800363157535,1.06702761453123e-25,5.75350181652029e-23,WBGene00007779,WBGene00007779,History: N.A.
WBGene00009288,protein_coding,1740.58978924219,-1.94739197977897,0.186827400966644,-10.4234816183449,1.9372881539375601e-25,1.00281784000424e-22,WBGene00009288,WBGene00009288,History: N.A.
WBGene00013180,protein_coding,561.016961375982,-2.28915086685288,0.220519859246776,-10.3807016505084,3.0353604851764103e-25,1.51079230917953e-22,WBGene00013180,WBGene00013180,History: N.A.
WBGene00008714,protein_coding,263.121149100707,2.26214777650547,0.227365896669492,9.94937151807697,2.53780826884192e-23,1.21636210396605e-20,WBGene00008714,WBGene00008714,History: N.A.
WBGene00013159,protein_coding,1159.62300582647,-2.15078611057719,0.217489322741113,-9.88915723985846,4.63916813316904e-23,2.1441241004050203e-20,WBGene00013159,WBGene00013159,History: N.A.
WBGene00007600,protein_coding,1465.94978555623,-2.26414229788949,0.229382101445585,-9.87061450575558,5.58215756070592e-23,2.4909896894170802e-20,WBGene00007600,WBGene00007600,History: N.A.
WBGene00019909,protein_coding,841.763782120389,-2.74841772678266,0.278624682758281,-9.86422918305137,5.94896044113071e-23,2.56618323562242e-20,WBGene00019909,WBGene00019909,History: N.A.
WBGene00015238,protein_coding,1897.39488527976,1.76805450812726,0.186971546891876,9.45627576772261,3.19106557717376e-21,1.33211547207115e-18,WBGene00015238,WBGene00015238,"History: Split into B0511.19(WBGene00255714). History of WBGene00015238: Split into ""WBGene00255714"" on 2015-04-30"
WBGene00018005,protein_coding,598.998343149088,-1.97654815811198,0.209626548605893,-9.42890187935105,4.1440459736621704e-21,1.67587809203632e-18,WBGene00018005,WBGene00018005,History: N.A.
WBGene00017644,protein_coding,1628.97775410247,-3.06637726895567,0.325910641156236,-9.408644216332,5.02577536567995e-21,1.97086542446255e-18,WBGene00017644,WBGene00017644,History: Renamed on 2005-07-22
WBGene00194652,pseudogene,205.571037812339,3.19662001515808,0.341460681282383,9.3616049823157,7.85345131453422e-21,2.98916216062904e-18,WBGene00194652,WBGene00194652,History: N.A.
WBGene00044728,ncRNA,1188.35210403891,1.98860889834759,0.215359972104283,9.23388352495076,2.60993577614647e-20,9.650051108317579e-18,WBGene00044728,WBGene00044728,History: N.A.
WBGene00009889,protein_coding,154.869830532668,-2.64746513569383,0.289092919002706,-9.15783459804856,5.29490926323536e-20,1.90337279932024e-17,WBGene00009889,WBGene00009889,History: N.A.
WBGene00018768,protein_coding,146.421593385457,-3.67095670560472,0.401628498375202,-9.14017984394948,6.234855694131931e-20,2.1806829064259802e-17,WBGene00018768,WBGene00018768,History: N.A.
WBGene00017280,protein_coding,698.042410622911,-2.15146683591656,0.236245865641448,-9.10689729987423,8.47715749147456e-20,2.88691829203085e-17,WBGene00017280,WBGene00017280,History: N.A.
WBGene00006513,protein_coding,784.003219396526,-3.02952589793427,0.336661243095365,-8.99873674225133,2.28329701532969e-19,7.57644786548245e-17,WBGene00006513,WBGene00006513,History: N.A.
WBGene00023069,ncRNA,116.010027922022,3.39026689519186,0.379059213874717,8.94389786898144,3.7567974707096304e-19,1.21541790171133e-16,WBGene00023069,WBGene00023069,History: N.A.
WBGene00011398,protein_coding,12094.7604628717,2.08841542536928,0.23369722543751,8.93641514767456,4.0199955441146996e-19,1.26884786186313e-16,WBGene00011398,WBGene00011398,History: N.A.
WBGene00016319,protein_coding,1112.21948323714,-1.55262229412569,0.174447251019943,-8.9002393849599,5.5726366505958325e-19,1.71703549750859e-16,WBGene00016319,WBGene00016319,History: Renamed on 2005-03-17
WBGene00017354,protein_coding,4937.07452719403,-2.3668764143122,0.266672866093868,-8.87558021549543,6.95697724071903e-19,2.09372656911965e-16,WBGene00017354,WBGene00017354,History: N.A.
WBGene00003552,protein_coding,2627.34420362011,2.08113364101078,0.235686790000506,8.83008182599591,1.0459917423558799e-18,3.07640434950623e-16,WBGene00003552,WBGene00003552,History: N.A.
WBGene00015853,protein_coding,364.572812242033,1.73191537166528,0.196743667670669,8.8029027422847,1.3332209205539499e-18,3.83404709619748e-16,WBGene00015853,WBGene00015853,"History: Split into C16C8.20(WBGene00195070), C16C8.21(WBGene00195071). History of WBGene00015853: Split into ""WBGene00195070"" on 2010-04-15; Split into ""WBGene00195071"" on 2010-04-15"
WBGene00017303,protein_coding,308.128341968712,-2.51361622328556,0.287220562072543,-8.7515190595954,2.10499785441515e-18,5.92190809434489e-16,WBGene00017303,WBGene00017303,History: N.A.
WBGene00022608,protein_coding,1430.53100617439,-3.44511952899141,0.394563599983722,-8.73146820723842,2.51387693444269e-18,6.92171944864317e-16,WBGene00022608,WBGene00022608,History: N.A.
WBGene00011465,protein_coding,353.926210568103,2.22458159717314,0.255489709863779,8.70712796362419,3.11671171873105e-18,8.40278465668719e-16,WBGene00011465,WBGene00011465,History: N.A.
WBGene00014206,protein_coding,1260.58490692905,-1.77255150099918,0.204518319481184,-8.66695709947027,4.4382209445709795e-18,1.1721432090549602e-15,WBGene00014206,WBGene00014206,History: N.A.
WBGene00021027,protein_coding,1921.30457277042,-2.54327592174866,0.294751113957007,-8.62855406246107,6.2132429843006596e-18,1.57657995019284e-15,WBGene00021027,WBGene00021027,History: N.A.
WBGene00219822,snoRNA,1749.2910652488,-3.50374214941278,0.406021699915859,-8.62944554475506,6.16500946282295e-18,1.57657995019284e-15,WBGene00219822,WBGene00219822,History: N.A.
WBGene00013612,pseudogene,1602.64355790525,2.44668496036115,0.286449574767624,8.54141592755362,1.3258704530392301e-17,3.29963260245783e-15,WBGene00013612,WBGene00013612,History: N.A.
WBGene00017612,protein_coding,344.899783888189,1.79683501016688,0.21317028263411,8.42910647752441,3.48314543559898e-17,8.50478963812952e-15,WBGene00017612,WBGene00017612,History: N.A.
WBGene00017698,protein_coding,640.021251562871,-1.74765194538615,0.207474745665237,-8.42344421140298,3.6557520047200203e-17,8.760941980200331e-15,WBGene00017698,WBGene00017698,History: N.A.
WBGene00017188,protein_coding,373.591683544549,-1.6737875206239,0.201121495204343,-8.32227066989189,8.62939731471398e-17,2.0304187390857e-14,WBGene00017188,WBGene00017188,History: N.A.
WBGene00018671,protein_coding,285.785505974074,2.98747431256826,0.359673312145912,8.30607724199539,9.89178556831719e-17,2.2858856614213e-14,WBGene00018671,WBGene00018671,History: N.A.
WBGene00016273,protein_coding,4175.82068582717,-2.39429605411122,0.288704362106287,-8.29324516139371,1.10199884007063e-16,2.5019240332199997e-14,WBGene00016273,WBGene00016273,History: N.A.
WBGene00003550,protein_coding,159.944029348815,3.72499654374437,0.450453278692443,8.26944040579998,1.34589229258125e-16,3.0029641652230904e-14,WBGene00003550,WBGene00003550,History: N.A.
WBGene00014178,protein_coding,1941.41015475229,-2.37341390211478,0.28769967195422,-8.24962324771941,1.58894660969324e-16,3.48517933492207e-14,WBGene00014178,WBGene00014178,History: N.A.
WBGene00045277,protein_coding,1042.81379522678,-1.69026413965225,0.206304030851212,-8.19307374983515,2.5463803719113797e-16,5.49211806548418e-14,WBGene00045277,WBGene00045277,History: N.A.
WBGene00022685,protein_coding,2081.68985210583,-1.86214503218183,0.227892872921425,-8.17114202963197,3.05483738792785e-16,6.48076239953677e-14,WBGene00022685,WBGene00022685,History: N.A.
WBGene00003182,protein_coding,1167.21545569978,-1.86673204603751,0.228709102844,-8.16203650324659,3.29422605884368e-16,6.875899907660652e-14,WBGene00003182,WBGene00003182,History: N.A.
WBGene00022607,protein_coding,352.076244011808,-1.6511669666554,0.203139373350047,-8.12824682593725,4.355436605917029e-16,8.94661985986861e-14,WBGene00022607,WBGene00017152,"History: Merged into ""WBGene00017152"" on 2017-11-14; Merged into ""WBGene00017152"" on 2017-11-14"
WBGene00011805,protein_coding,8650.20994807574,1.90724817404167,0.235682226132528,8.0924565476957,5.84732644904435e-16,1.18234768089192e-13,WBGene00011805,WBGene00011805,History: N.A.
WBGene00198974,ncRNA,172.242551313224,2.17794924379677,0.269776504482624,8.07316133024122,6.85009998120014e-16,1.36380221318017e-13,WBGene00198974,WBGene00198974,History: N.A.
WBGene00014955,pseudogene,1333.06003743971,2.07069081391952,0.258282489136463,8.01715525060421,1.0822230056119302e-15,2.12197695691273e-13,WBGene00014955,WBGene00014955,History: N.A.
WBGene00255565,miRNA,607.080105986202,2.21839395864389,0.279039273977641,7.95011371346113,1.86340392919713e-15,3.59915078324479e-13,WBGene00255565,WBGene00255565,History: N.A.
WBGene00012933,protein_coding,93.7923696510745,-2.62389550126511,0.338539433723446,-7.75063475591614,9.14343299797012e-15,1.7400759768636998e-12,WBGene00012933,WBGene00012933,History: N.A.
WBGene00219816,snoRNA,569.209038333432,1.98182405413483,0.25681261386011,7.7170043338072,1.1909560417740401e-14,2.2336466864634498e-12,WBGene00219816,WBGene00219816,History: N.A.
WBGene00020352,pseudogene,591.929417674771,2.53977819340961,0.330335975241404,7.68846987238851,1.48905071494679e-14,2.75282932887521e-12,WBGene00020352,WBGene00020352,History: N.A.
WBGene00010294,pseudogene,458.077010173314,2.72661372835119,0.355038789413486,7.67976291507605,1.59383285281331e-14,2.9050409786277497e-12,WBGene00010294,WBGene00010294,History: N.A.
WBGene00023451,protein_coding,596.440551484504,-1.87064005587659,0.244389718198594,-7.65433206300637,1.94319567781172e-14,3.49262434257798e-12,WBGene00023451,WBGene00023451,History: N.A.
WBGene00004677,,8149.11623996945,1.35937910817131,0.177865734327387,7.6427262019405,2.12669921161574e-14,3.77008417774237e-12,WBGene00004677,WBGene00004677,History: N.A.
WBGene00012831,protein_coding,996.432807983634,-1.72116819507315,0.226902705638537,-7.58548995803965,3.31232976437179e-14,5.7925485784777496e-12,WBGene00012831,WBGene00012831,History: N.A.
WBGene00013440,protein_coding,1577.59657773803,-2.28463268528991,0.304496634484064,-7.50298172970276,6.23822502116926e-14,1.0763849333193499e-11,WBGene00013440,WBGene00013440,History: N.A.
WBGene00021019,protein_coding,7737.87736244855,1.7018593729284,0.226885886507834,7.50094860073918,6.33576328669128e-14,1.078830430172e-11,WBGene00021019,WBGene00021019,"History: Split into W04B5.8(WBGene00306003). History of WBGene00021019: Split into ""WBGene00306003"" on 2020-01-20"
WBGene00018767,protein_coding,394.878562063724,-3.13038826031101,0.417709264146981,-7.49417963401814,6.67143040784962e-14,1.12123351828548e-11,WBGene00018767,WBGene00018767,"History: Split into F53G2.13(WBGene00304220). History of WBGene00018767: Split into ""WBGene00304220"" on 2018-11-14"
WBGene00020183,protein_coding,1447.01317875779,1.8467625818775,0.247801626524624,7.4525845846052,9.15291373322555e-14,1.51856226438041e-11,WBGene00020183,WBGene00020183,History: N.A.
WBGene00010067,protein_coding,295.400583155176,-1.81971421806837,0.253574341312881,-7.17625532870087,7.16466943515839e-13,1.17364540709348e-10,WBGene00010067,WBGene00010067,History: N.A.
WBGene00194681,ncRNA,756.713119411367,1.72291660456529,0.2406438541679,7.1596119108165,8.09057743337609e-13,1.3087520320665e-10,WBGene00194681,WBGene00194681,History: N.A.
WBGene00001480,protein_coding,628.737299961097,-1.69784348268556,0.237539900953929,-7.14761383610603,8.82992890252238e-13,1.41071740651287e-10,WBGene00001480,WBGene00001480,History: N.A.
WBGene00020564,protein_coding,804.428907637472,-2.00595748676893,0.281374280051824,-7.12914302756976,1.0099574581192299e-12,1.59388530067329e-10,WBGene00020564,WBGene00020564,History: N.A.
WBGene00003387,protein_coding,591.252378168568,-2.07091849519832,0.290961934016455,-7.11748944822866,1.09910631059169e-12,1.70915256103899e-10,WBGene00003387,WBGene00003387,History: N.A.
WBGene00019360,protein_coding,1193.10052338336,-2.69049648739331,0.378080357815553,-7.11620276424376,1.1094105179450999e-12,1.70915256103899e-10,WBGene00019360,WBGene00019360,History: N.A.
WBGene00018202,protein_coding,8895.38446556621,-1.24125719973656,0.175103610806664,-7.08870133527436,1.35376325224788e-12,2.06106473498115e-10,WBGene00018202,WBGene00018202,History: N.A.
WBGene00014811,pseudogene,2214.4280010643,1.53137702972396,0.216109386557539,7.08611992342238,1.37924303225507e-12,2.07544000935034e-10,WBGene00014811,WBGene00014811,History: N.A.
WBGene00219688,lincRNA,1220.7224563924,1.61784566832673,0.231062644523128,7.00176210510215,2.5276301596514197e-12,3.75977722943093e-10,WBGene00219688,WBGene00219688,History: N.A.
WBGene00009558,protein_coding,384.385673926448,-2.02259396812581,0.291720625659092,-6.93332520988571,4.11061731092158e-12,6.04494302507229e-10,WBGene00009558,WBGene00009558,History: N.A.
WBGene00045167,snoRNA,1525.95766833887,1.62298327634687,0.235957827050854,6.87827692190555,6.05808219331245e-12,8.80872378243331e-10,WBGene00045167,WBGene00045167,History: N.A.
WBGene00170296,piRNA,803.877092643288,-1.78479294045524,0.259554279077861,-6.87637648200684,6.139411858277629e-12,8.8277920953301e-10,WBGene00170296,WBGene00170296,History: N.A.
WBGene00010483,protein_coding,795.870581438714,1.51628679325229,0.222360745002648,6.81903990398231,9.165094355049347e-12,1.30335698954608e-09,WBGene00010483,WBGene00010483,History: N.A.
WBGene00004041,pseudogene,9605.76190987672,-1.44709560989227,0.213452373877179,-6.77947770552754,1.2061110726054299e-11,1.69655254245509e-09,WBGene00004041,WBGene00004041,"History: Merged into ""WBGene00206463"" on 2015-03-09"
WBGene00044493,protein_coding,503.611103323122,1.42126991598041,0.210491436823394,6.75215076408492,1.45669387073487e-11,2.02699735281504e-09,WBGene00044493,WBGene00044493,History: N.A.
WBGene00015469,protein_coding,1983.58723503264,-2.28116260934762,0.337965499736538,-6.7496907557899,1.48160600683535e-11,2.03973014196343e-09,WBGene00015469,WBGene00015469,History: N.A.
WBGene00269383,,3671.65731257356,1.94285266215888,0.288593669100576,6.73213888653181,1.67186935900941e-11,2.2774380394674503e-09,WBGene00269383,WBGene00269383,History: N.A.
WBGene00021941,protein_coding,819.743504439784,-2.3371524862161,0.34973163854172,-6.68270247427813,2.34575524221952e-11,3.1621269364128e-09,WBGene00021941,WBGene00021941,History: N.A.
WBGene00021430,protein_coding,2040.15933514979,-1.74338693383663,0.261025582347435,-6.67898877251087,2.4059659244644397e-11,3.2098561885045705e-09,WBGene00021430,WBGene00021430,History: N.A.
WBGene00011803,protein_coding,652.84160921768,-1.21491833603987,0.184179019652441,-6.59639918994306,4.2126371253921397e-11,5.56283031017343e-09,WBGene00011803,WBGene00011803,History: N.A.
WBGene00236806,protein_coding,248.93576471011,1.82491473875813,0.277653691825827,6.57262911491523,4.9434487454456095e-11,6.46193638533451e-09,WBGene00236806,WBGene00236806,History: N.A.
WBGene00015797,protein_coding,1179.15763290368,1.43323561918619,0.218168723506779,6.5693908647802,5.0521507307260686e-11,6.5379882606326e-09,WBGene00015797,WBGene00015797,History: N.A.
WBGene00010296,protein_coding,313.428786344509,-2.64441453499224,0.403143277118632,-6.55949059573198,5.3991898288923696e-11,6.87070148535481e-09,WBGene00010296,WBGene00010296,History: N.A.
WBGene00022039,protein_coding,191.481520706323,-2.73361615166596,0.416770609483433,-6.55904252714495,5.41543583576378e-11,6.87070148535481e-09,WBGene00022039,WBGene00022039,History: N.A.
WBGene00194678,ncRNA,2495.87181291394,-1.24707135995825,0.190320656189743,-6.55247509610814,5.6591158756068895e-11,7.1101571404105515e-09,WBGene00194678,WBGene00194678,History: N.A.
WBGene00194708,protein_coding,2137.5176455082,1.50428619755336,0.230186464424162,6.53507668800815,6.357695616791701e-11,7.91105182470205e-09,WBGene00194708,WBGene00194708,History: N.A.
WBGene00044504,protein_coding,1465.94432387094,1.65671439057344,0.253789042586768,6.52791930529082,6.668960705605409e-11,8.21933528487996e-09,WBGene00044504,WBGene00044504,History: N.A.
WBGene00043952,protein_coding,700.967217513841,-1.90785666117618,0.292415677010135,-6.5244677736962,6.82434204205938e-11,8.33149154398966e-09,WBGene00043952,WBGene00043952,History: Killed on 2004-10-04; Resurrected on 2010-07-09
WBGene00004622,rRNA,16132.1645404117,1.32138694178041,0.20263019464487,6.52117491223986,6.975877741183649e-11,8.43690035968763e-09,WBGene00004622,WBGene00004622,History: N.A.
WBGene00007928,protein_coding,438.047440234322,-1.63318471533274,0.250845801127238,-6.5107117918403,7.479552943308089e-11,8.96230505919908e-09,WBGene00007928,WBGene00007928,History: N.A.
WBGene00012219,protein_coding,2022.05630992361,-2.05942015087036,0.316689045241595,-6.50297249562034,7.874819850657419e-11,9.349361806179613e-09,WBGene00012219,WBGene00012219,History: N.A.
WBGene00001915,protein_coding,321.874946158081,2.09255685653754,0.322912601612284,6.48025764894132,9.156612120757268e-11,1.07485921373519e-08,WBGene00001915,WBGene00001915,History: N.A.
WBGene00008582,protein_coding,389.950573011874,-2.05209881519355,0.316719789498765,-6.47922511707008,9.21948633989693e-11,1.07485921373519e-08,WBGene00008582,WBGene00008582,History: N.A.
WBGene00010793,protein_coding,691.666427965724,-2.2063594510984,0.340952499626529,-6.47116373546223,9.725098057727208e-11,1.12368298183078e-08,WBGene00010793,WBGene00010793,History: N.A.
WBGene00002181,protein_coding,519.027775531576,-1.9071238752135,0.295301751420069,-6.45822067103355,1.05941186525648e-10,1.2132609688747e-08,WBGene00002181,WBGene00002181,History: N.A.
WBGene00019197,protein_coding,530.425122487656,1.61846847752015,0.25094695525951,6.44944456826124,1.12260810012737e-10,1.27435714243406e-08,WBGene00019197,WBGene00019197,History: N.A.
WBGene00007722,protein_coding,158.397435563738,-2.88369027747836,0.44744424992059,-6.44480352131051,1.15750268777952e-10,1.30254280717867e-08,WBGene00007722,WBGene00007722,History: N.A.
WBGene00021678,protein_coding,990.414171594363,-1.76639128122843,0.274920777378968,-6.42509197765554,1.31789805866005e-10,1.47025161871722e-08,WBGene00021678,WBGene00021678,History: N.A.
WBGene00021918,protein_coding,98.2093954124159,2.54647172606326,0.396440296240914,6.42334230452643,1.33314243641458e-10,1.47454668971291e-08,WBGene00021918,WBGene00021918,History: N.A.
WBGene00022103,protein_coding,8433.95527364488,-1.38258643956664,0.215664025488463,-6.41083479933747,1.44724954947342e-10,1.58719122201149e-08,WBGene00022103,WBGene00022103,History: N.A.
WBGene00022712,protein_coding,307.453708731557,-1.65593828260267,0.259377942430996,-6.38426794153173,1.72219321247259e-10,1.87284893803427e-08,WBGene00022712,WBGene00022712,History: N.A.
WBGene00012237,protein_coding,3712.85103221909,1.67173159214171,0.262607455081825,6.36589540697091,1.94153709431868e-10,2.09378596146484e-08,WBGene00012237,WBGene00012237,History: N.A.
WBGene00219771,lincRNA,467.158640188486,1.61650330920331,0.25471215504359,6.34639249519394,2.2042244962256501e-10,2.35742720707902e-08,WBGene00219771,WBGene00219771,History: N.A.
WBGene00045410,pseudogene,5977.95997672726,1.41862436280295,0.223707145558493,6.34143517973602,2.27634531344687e-10,2.41460530338655e-08,WBGene00045410,WBGene00045410,History: N.A.
WBGene00000615,protein_coding,410.874840700535,-2.60142045297349,0.410964097960011,-6.33004310081272,2.45092726713262e-10,2.57779704710806e-08,WBGene00000615,WBGene00000615,History: N.A.
WBGene00010204,protein_coding,173.567032705933,-1.71803965037265,0.271461802477421,-6.3288449229079,2.4700319437555e-10,2.57779704710806e-08,WBGene00010204,WBGene00010204,History: N.A.
WBGene00219557,antisense,170.953271928162,-2.76312937242469,0.436978417787747,-6.32326279731009,2.5609720531552803e-10,2.6513231471906e-08,WBGene00219557,WBGene00219557,History: N.A.
WBGene00013563,protein_coding,1965.011532375,-2.1161200142777,0.336884921280698,-6.28143285912911,3.35466673772007e-10,3.41832616164058e-08,WBGene00013563,WBGene00013563,History: N.A.
WBGene00199017,ncRNA,3060.78628350831,1.61639628836873,0.257328613824006,6.2814479289669,3.35434151569123e-10,3.41832616164058e-08,WBGene00199017,WBGene00199017,History: N.A.
WBGene00001736,protein_coding,252.158631533974,-1.61408727565264,0.25728333450637,-6.27357881049494,3.5284219853768103e-10,3.56728975880948e-08,WBGene00001736,WBGene00001736,History: N.A.
WBGene00001785,protein_coding,68.6696922442572,2.41536188757574,0.385645124321276,6.26317237078183,3.77223239191881e-10,3.78422165766057e-08,WBGene00001785,WBGene00001785,History: N.A.
WBGene00195071,protein_coding,3076.09337548668,1.64574535659242,0.262874238350638,6.26058059899054,3.83546773982991e-10,3.81806061701069e-08,WBGene00195071,WBGene00195071,History: N.A.
WBGene00044478,protein_coding,5345.47660951019,1.2909354907324,0.206517068635649,6.2509869003126,4.07867090190186e-10,4.00510584250887e-08,WBGene00044478,WBGene00044478,History: N.A.
WBGene00194794,pseudogene,771.737562974627,2.08357344691695,0.333332568607815,6.2507346810398,4.0852636674999687e-10,4.00510584250887e-08,WBGene00194794,WBGene00194794,"History: Split into F20D1.22(WBGene00304908). History of WBGene00194794: Split into ""WBGene00304908"" on 2019-07-25"
WBGene00006570,protein_coding,589.326337859392,-2.65155461282401,0.427466763841897,-6.20294918134201,5.54147378382362e-10,5.3918956568768e-08,WBGene00006570,WBGene00006570,History: N.A.
WBGene00022157,protein_coding,30.029499398999,-4.80402310138757,0.774768658302248,-6.20059039547965,5.62517395556294e-10,5.43249075812985e-08,WBGene00022157,WBGene00022157,History: N.A.
WBGene00018394,protein_coding,2586.33985682801,1.21730175036167,0.196894692269049,6.18250160191351,6.30936706897155e-10,6.04811253626377e-08,WBGene00018394,WBGene00018394,History: N.A.
WBGene00010012,protein_coding,3031.93073298478,-1.27070275479694,0.206119922353516,-6.16487111137929,7.0540573581087e-10,6.71224678465329e-08,WBGene00010012,WBGene00010012,History: N.A.
WBGene00003604,protein_coding,425.894037324265,-2.16682097371992,0.353395607756214,-6.13143153498014,8.7091814043304e-10,8.22668004039706e-08,WBGene00003604,WBGene00003604,History: N.A.
WBGene00013802,protein_coding,473.22576468927,1.46018001188977,0.240006300682378,6.08392366257983,1.17276458696033e-09,1.0997642405691e-07,WBGene00013802,WBGene00013802,History: N.A.
WBGene00018660,protein_coding,187.856671595713,2.13474883473339,0.351198300190904,6.07847143215951,1.2133359316585e-09,1.12962448140954e-07,WBGene00018660,WBGene00018660,History: Renamed on 2005-03-17
WBGene00168188,piRNA,288.191521189001,-1.95481714886978,0.322013140187919,-6.07061298097647,1.2742293371638601e-09,1.17784298944554e-07,WBGene00168188,WBGene00168188,History: N.A.
WBGene00013226,protein_coding,6657.78252514224,-1.3659477534687,0.225457407384262,-6.05856232144381,1.3734353540846602e-09,1.26054091611415e-07,WBGene00013226,WBGene00013226,"History: Split into Y56A3A.41(WBGene00269438). History of WBGene00013226: Split into ""WBGene00269438"" on 2016-04-19"
WBGene00219571,lincRNA,476.358755043131,2.19319266313746,0.362686759508336,6.0470712140432,1.47502570902783e-09,1.34424702116402e-07,WBGene00219571,WBGene00219571,History: N.A.
WBGene00009221,protein_coding,1143.82238263267,-1.09700076925271,0.182196602112446,-6.02097271043331,1.73371990251369e-09,1.56895589219788e-07,WBGene00009221,WBGene00009221,History: N.A.
WBGene00008890,protein_coding,638.834054209229,-1.23027629842091,0.204562459257519,-6.01418414153959,1.80794907193647e-09,1.62476867638401e-07,WBGene00008890,WBGene00008890,History: N.A.
WBGene00013642,protein_coding,227.521233927898,-1.44826604845751,0.240853838828093,-6.01304947226189,1.8206544331058e-09,1.62490269095325e-07,WBGene00013642,WBGene00013642,History: Renamed on 2012-06-29
WBGene00219548,ncRNA,153.97822058478,-2.41890988965987,0.402549764539971,-6.00897107075487,1.86704433086684e-09,1.65489182779094e-07,WBGene00219548,WBGene00219548,History: N.A.
