...1,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
his-67,287.725947278534,1.55435668869926,9.756522650373367e-11,9.02877475631597e-08,his-67,WBGene00001941,Public name for WBGene00001941. History: N.A.
his-56,189.40698848201,1.44083716366292,6.51081654840072e-10,5.7632049612561e-07,his-56,WBGene00001930,Public name for WBGene00001930. History: N.A.
Y55F3BR.2,158.238522341962,-1.55205595364131,6.94523052377985e-10,5.89158117640142e-07,Y55F3BR.2,WBGene00021939,Public name for WBGene00021939. History: N.A.
Y41C4A.11,51.365296768777,-1.67037443531309,1.2408225921781301e-09,1.01047628616619e-06,Y41C4A.11,WBGene00012757,"Public name for WBGene00012757. History: Split into Y41C4A.32(WBGene00270321). History of WBGene00012757: Split into ""WBGene00270321"" on 2016-08-31"
wdfy-3,331.219494644146,-1.24283468481091,1.40603539570495e-09,1.10097979312142e-06,wdfy-3,WBGene00007752,"Public name for WBGene00007752. History: Split into C26H9A.4(WBGene00303042). History of WBGene00007752: Split into ""WBGene00303042"" on 2018-03-02"
Y49E10.5,325.8078608463,-1.46606129338003,2.64873065937833e-09,1.99724101830679e-06,Y49E10.5,WBGene00014902,Public name for WBGene00014902. History: N.A.
ugt-8,162.228023894461,-1.33087197499924,4.63397140092484e-09,3.36939370540817e-06,ugt-8,WBGene00019234,Public name for WBGene00019234. History: N.A.
C55C3.3,440.670433670883,-1.5907950148265,7.0462432073738905e-09,4.94670570548017e-06,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
T28F2.1,38.1468062856743,-1.61167421318911,1.09172114122124e-08,7.40878357137444e-06,T28F2.1,WBGene00020900,Public name for WBGene00020900. History: N.A.
ceh-20,124.265787769563,-1.41276199924369,1.57439913036998e-08,1.0339739321033e-05,ceh-20,WBGene00000443,Public name for WBGene00000443. History: N.A.
Y41C4A.12,30.3589306145459,-1.54438433945046,3.40206077195261e-08,2.16445485175573e-05,Y41C4A.12,WBGene00012758,Public name for WBGene00012758. History: N.A.
T01D3.1,107.436662059814,-1.17329769492437,3.88552212297231e-08,2.39713166368464e-05,T01D3.1,WBGene00011326,"Public name for WBGene00011326. History: Split into ""WBGene00045409"" on 2007-05-02"
his-46,285.278566549443,1.29476876891372,5.19606846999282e-08,3.11137523472305e-05,his-46,WBGene00001920,Public name for WBGene00001920. History: N.A.
dpy-17,159.628408339104,-0.955132659137086,1.23283214175565e-07,7.17120844971521e-05,dpy-17,WBGene00001076,Public name for WBGene00001076. History: N.A.
nhr-239,121.758232934618,-1.3016597059002,1.43082694654023e-07,8.09172383461459e-05,nhr-239,WBGene00021848,Public name for WBGene00021848. History: N.A.
saeg-1,166.320444532381,-1.27580239132846,1.56851268740472e-07,8.63063508185749e-05,saeg-1,WBGene00010012,Public name for WBGene00010012. History: N.A.
T21C12.8,114.475917320473,-1.32145998039654,1.96165232233617e-07,0.0001050981042906,T21C12.8,WBGene00043998,Public name for WBGene00043998. History: N.A.
C17H11.2,141.734923149402,1.08643895324941,4.25641802009554e-07,0.0002221959345413,C17H11.2,WBGene00015922,Public name for WBGene00015922. History: N.A.
cdr-7,248.380185288753,-1.04497482944943,5.53724122094749e-07,0.0002818317350431,cdr-7,WBGene00010472,Public name for WBGene00010472. History: N.A.
gst-20,291.622161233024,-0.839284302908256,6.68911797088076e-07,0.0003321554945589,gst-20,WBGene00001768,Public name for WBGene00001768. History: N.A.
C14F11.6,16.7608614800961,-1.36172921121396,7.75294416699186e-07,0.0003758147387994,C14F11.6,WBGene00015781,Sequence name for WBGene00015781(rml-3). History: N.A.
dsl-3,82.1971098897642,-1.26114537198019,9.18882143841499e-07,0.0004350586410806,dsl-3,WBGene00001105,Public name for WBGene00001105. History: N.A.
his-73,38.5915882469179,1.38231602242169,1.07228331756153e-06,0.0004961503650507,his-73,WBGene00001947,Public name for WBGene00001947. History: N.A.
C34E7.4,200.148514036568,-1.10017496370444,1.2465045396937e-06,0.0005639463538583,C34E7.4,WBGene00007934,Public name for WBGene00007934. History: N.A.
BE0003N10.4,28.448563596071,1.35629322458343,1.45424799284996e-06,0.000633055998882,BE0003N10.4,WBGene00195946,Public name for WBGene00195946. History: N.A.
ceh-6,43.343502572084,-1.35208375921304,1.46144859509093e-06,0.000633055998882,ceh-6,WBGene00000431,Public name for WBGene00000431. History: N.A.
R13A5.11,77.1586957594498,-1.11440299195023,1.64019104060855e-06,0.0006956801957447,R13A5.11,WBGene00020053,Public name for WBGene00020053. History: N.A.
lbp-1,597.388631534722,-0.848355352263714,1.87289704624484e-06,0.0007781696115203,lbp-1,WBGene00002253,Public name for WBGene00002253. History: N.A.
cutl-2,31.6776777129079,-1.33100003230375,2.61452095203594e-06,0.0010645806412499,cutl-2,WBGene00013145,Public name for WBGene00013145. History: N.A.
B0361.9,390.721875732692,-0.946518713459725,3.07408963971031e-06,0.0012271645289188,B0361.9,WBGene00015163,"Public name for WBGene00015163. History: Split into B0361.14(WBGene00303033). History of WBGene00015163: Split into ""WBGene00303033"" on 2018-03-02"
Y102A5C.6,639.6577230915,-0.831414271596495,3.14054015201997e-06,0.0012295818645187,Y102A5C.6,WBGene00014955,Public name for WBGene00014955. History: N.A.
ZK1025.19,21.1605201149687,1.3135206963768,3.55075111077068e-06,0.0013386989234107,ZK1025.19,WBGene00200693,Public name for WBGene00200693. History: N.A.
clec-266,488.642112165652,-1.17596228357538,3.49977139906285e-06,0.0013386989234107,clec-266,WBGene00016088,Public name for WBGene00016088. History: N.A.
fbxa-125,21.7528953035076,-1.25611858948245,4.20060404975983e-06,0.0015549108699829,fbxa-125,WBGene00015229,Public name for WBGene00015229. History: N.A.
F35E12.5,36.1071844922021,-1.29914456268643,4.29571548591476e-06,0.0015617227067453,F35E12.5,WBGene00009429,Sequence name for WBGene00009429(irg-5). History: N.A.
nspa-6,18.5018438802535,-1.23542213580206,5.33687373096427e-06,0.0019062002155912,nspa-6,WBGene00044273,Public name for WBGene00044273. History: N.A.
B0511.11,111.954914521259,-1.16035364294002,8.38006439816372e-06,0.0028237135860628,B0511.11,WBGene00015236,Public name for WBGene00015236. History: N.A.
T20F7.1,102.508871482873,1.00269316339546,8.33066294275671e-06,0.0028237135860628,T20F7.1,WBGene00020630,Public name for WBGene00020630. History: N.A.
nex-2,123.457660869825,-1.01405930590132,8.4604611596754e-06,0.0028237135860628,nex-2,WBGene00003589,Public name for WBGene00003589. History: N.A.
pqn-67,40.437305704089,-1.22409279017225,8.29235175547671e-06,0.0028237135860628,pqn-67,WBGene00004150,Public name for WBGene00004150. History: N.A.
sto-1,271.456311559667,-0.870467230732493,9.7853466525788e-06,0.0032132237499976,sto-1,WBGene00006063,Public name for WBGene00006063. History: N.A.
Y54F10AM.11,107.064769051275,-1.17339332729065,1.1033548565604e-05,0.0035655875436052,Y54F10AM.11,WBGene00021853,Public name for WBGene00021853. History: N.A.
F33H2.3,437.085777547003,-0.689558480601851,1.33873886150538e-05,0.0041931360740596,F33H2.3,WBGene00009367,Public name for WBGene00009367. History: N.A.
hch-1,32.7707277581697,-1.1985518275104,1.31884066361973e-05,0.0041931360740596,hch-1,WBGene00001828,Public name for WBGene00001828. History: N.A.
C46G7.5,37.1126460518588,-1.15166421185554,1.46887050296272e-05,0.0045310203893663,C46G7.5,WBGene00044502,Public name for WBGene00044502. History: N.A.
cls-3,463.39220449715,1.2045211260269,1.51139175813313e-05,0.0045926007169899,cls-3,WBGene00013847,Public name for WBGene00013847. History: N.A.
C27D8.3,126.244896230867,-1.21805013152735,1.5559820311375e-05,0.0046585644370482,C27D8.3,WBGene00007779,Public name for WBGene00007779. History: N.A.
hlh-14,50.3564597001052,-1.14615201342588,2.16843887138612e-05,0.0063981517366014,hlh-14,WBGene00001958,Public name for WBGene00001958. History: N.A.
T22B7.7,152.609816878569,1.19354823034021,2.48713837786428e-05,0.0072336643192769,T22B7.7,WBGene00020674,Public name for WBGene00020674. History: N.A.
ZC84.7,450.924101820586,1.16177108899985,2.96398276475843e-05,0.0084991162123544,ZC84.7,WBGene00013850,Public name for WBGene00013850. History: N.A.
C13G3.1,470.246228984318,-0.581983795872499,3.14940022706903e-05,0.0089053665587358,C13G3.1,WBGene00007553,Public name for WBGene00007553. History: N.A.
glna-3,140.44662899593,-0.897718413718409,3.34971390355277e-05,0.0093420308715658,glna-3,WBGene00009271,Public name for WBGene00009271. History: N.A.
Y48E1B.8,38.1790879731524,1.1109395822105,3.54717589588846e-05,0.0097590478465396,Y48E1B.8,WBGene00013007,Public name for WBGene00013007. History: N.A.
F55G1.7,224.031771812221,-0.79736810936761,4.04168151974993e-05,0.0109712792080785,F55G1.7,WBGene00018903,Public name for WBGene00018903. History: N.A.
odc-1,126.272368495524,-0.935168411136491,4.39858138043878e-05,0.0116299634187472,odc-1,WBGene00003844,Public name for WBGene00003844. History: N.A.
pah-1,408.561099802293,-0.989302013698705,4.34189679697078e-05,0.0116299634187472,pah-1,WBGene00000240,Public name for WBGene00000240. History: N.A.
ins-5,56.2127026710078,-1.05580179865606,4.48780706481014e-05,0.0117137517990346,ins-5,WBGene00002088,Public name for WBGene00002088. History: N.A.
ZK1025.18,18.8464642421487,1.14647647946712,4.55405373143431e-05,0.0117361999896546,ZK1025.18,WBGene00200571,Public name for WBGene00200571. History: N.A.
Y102A11A.6,51.2324408948294,-0.961958838999029,7.62373474158521e-05,0.0194014519504917,Y102A11A.6,WBGene00022416,Sequence name for WBGene00022416(ergi-1). History: N.A.
wrt-10,24.9164888986658,-1.07024021447656,8.2849121394539e-05,0.0208237686724867,wrt-10,WBGene00006956,Public name for WBGene00006956. History: N.A.
F13E9.11,56.9224322451259,-1.00295985705905,9.41341225694021e-05,0.0233716658706153,F13E9.11,WBGene00008760,Public name for WBGene00008760. History: N.A.
dep-1,86.1355980216291,-0.91194214193059,0.0001054207894992,0.025858576547162,dep-1,WBGene00009717,Public name for WBGene00009717. History: N.A.
his-61,591.629233170201,0.953801294002712,0.0001086060452493,0.0263227437527638,his-61,WBGene00001935,Public name for WBGene00001935. History: N.A.
R02F2.1,2758.33112365836,-0.523929357277406,0.000115615831969,0.0276920320359694,R02F2.1,WBGene00019831,Public name for WBGene00019831. History: N.A.
mdt-26,3447.17004127649,0.50441169030956,0.0001201989615106,0.0284550076441241,mdt-26,WBGene00016115,Public name for WBGene00016115. History: N.A.
ces-1,15.9462586436521,-1.0757977730375,0.0001382212107536,0.0323453520658926,ces-1,WBGene00000468,Public name for WBGene00000468. History: N.A.
C08F1.10,89.3142215213029,-1.06722573923859,0.0001451886528318,0.0335897248068569,C08F1.10,WBGene00015613,Public name for WBGene00015613. History: N.A.
asd-2,328.894916509053,-0.744606943714137,0.0001523066389502,0.0348405714874975,asd-2,WBGene00006423,Public name for WBGene00006423. History: Renamed on 2015-03-05
Y54G2A.21,142.102125433883,-0.72597519485338,0.0001551796458402,0.0351033601073485,Y54G2A.21,WBGene00021886,Public name for WBGene00021886. History: N.A.
W04A8.4,35.7355875023685,-1.01863769618633,0.0001594768301761,0.035678997643475,W04A8.4,WBGene00012239,Public name for WBGene00012239. History: N.A.
sym-1,98.1211141216271,-1.06189393874324,0.0001691196366264,0.0374250726312738,sym-1,WBGene00006366,Public name for WBGene00006366. History: N.A.
sqt-3,505.903841226027,-0.988815570761506,0.0001778719240332,0.0389386505526124,sqt-3,WBGene00005018,Public name for WBGene00005018. History: Renamed on 2005-08-23
cTel29B.1,16.9659962989227,1.05460169406104,0.0001981157106554,0.0429089122684575,cTel29B.1,WBGene00198657,Public name for WBGene00198657. History: N.A.
C44H4.4,211.558195467277,-0.942945865539886,0.0002137739634195,0.0449442099190945,C44H4.4,WBGene00008094,Public name for WBGene00008094. History: N.A.
Y51A2D.37,7.97279232400677,0.979098879674324,0.000211951023227,0.0449442099190945,Y51A2D.37,WBGene00201354,Public name for WBGene00201354. History: N.A.
ZC513.1,73.7275060556423,-0.986386544144959,0.0002141356826048,0.0449442099190945,ZC513.1,WBGene00022627,"Public name for Dead gene WBGene00022626. History of WBGene00022626: Merged into ""WBGene00022627"" on 2016-02-18"
hpk-1,898.631654213174,0.506789713494726,0.0002167502968435,0.0450287683003914,hpk-1,WBGene00001994,"Public name for WBGene00001994. History: Split into F20B6.10(WBGene00303101). History of WBGene00001994: Split into ""WBGene00303101"" on 2018-03-06"
cTel29B.2,11.2971068479679,1.00733645698621,0.0002395307281791,0.0492586474242434,cTel29B.2,WBGene00201669,Public name for WBGene00201669. History: N.A.
F10D2.10,55.4439369183672,-0.969105690512447,0.0002444682727494,0.0494640241277916,F10D2.10,WBGene00017335,Public name for WBGene00017335. History: N.A.
Y75B8A.24,1997.57220465689,0.517527769399094,0.0002478181866022,0.0494640241277916,Y75B8A.24,WBGene00013557,Public name for WBGene00013557. History: N.A.
col-135,319.816302641691,0.643624210426829,0.0002455720676972,0.0494640241277916,col-135,WBGene00000708,Public name for WBGene00000708. History: N.A.
