# Table S2. mRNAs significantly upregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
gene_id,public_name,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
WBTransposon00000261,Transposon,10.1532058746599,10.5065,0.0021113532371636,,,
F54F7.7,dot-1.2,6.94215685503722,9.39825,0.0071700479456043,F54F7.7,WBGene00010067,Sequence name for WBGene00010067(dot-1.2). History: N.A.
B0348.5,B0348.5,5.68900293729247,7.20775,0.0188538561226077,B0348.5,WBGene00015153,Sequence name for WBGene00015153(idpp-2). History: N.A.
B0250.3,Pseudogene,1708.30785063428,6.81561,3.49933847988301e-06,B0250.3,WBGene00007120,Public name for WBGene00007120. History: N.A.
K09H9.1,K09H9.1,6.45033123797647,6.61347,0.0264580293295234,K09H9.1,WBGene00019594,Public name for WBGene00019594. History: N.A.
WBTransposon00000088,Transposon,14.2594655802967,6.17845,0.0030573673924,,,
F38A1.2,Transposon,11.6520756938008,5.64296,0.0425141701974223,F38A1.2,,Sequence name for Suppressed gene WBGene00009516. Molecular name for Suppressed gene WBGene00009516. Public name for Suppressed gene WBGene00009516. History of WBGene00009516: Killed on 2005-11-21; Suppressed on 2012-11-21. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F56A6.3,Transposon,11.6520756938008,5.64296,0.0425141701974223,F56A6.3,,Sequence name for Suppressed gene WBGene00018922. Molecular name for Suppressed gene WBGene00018922. Public name for Suppressed gene WBGene00018922. History of WBGene00018922: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
T02G5.5,Transposon,11.6520756938008,5.64296,0.0425141701974223,T02G5.5,,Sequence name for Suppressed gene WBGene00020165. Molecular name for Suppressed gene WBGene00020165. Public name for Suppressed gene WBGene00020165. History of WBGene00020165: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y67D8C.6,Y67D8C.6,17.2996389564496,5.6077,0.0020258161029123,Y67D8C.6,WBGene00022070,Public name for WBGene00022070. History: N.A.
WBTransposon00000272,Transposon,43.7187543841295,5.49464,1.06337605703467e-06,,,
F58D2.4,F58D2.4,12.0845036075941,5.35358,0.0038753013076629,F58D2.4,WBGene00185077,Public name for WBGene00185077. History: N.A.
M162.8,fbxa-118,5.27573154293438,5.0957,0.0472999119773623,M162.8,WBGene00010934,Sequence name for WBGene00010934(fbxa-118). History: Split into fbxa-194(WBGene00044655). History of WBGene00010934: N.A.
Y79H2A.4,Y79H2A.4,8.17704118209738,4.86979,0.0224175230075479,Y79H2A.4,WBGene00013581,Public name for WBGene00013581. History: N.A.
F53B6.5,F53B6.5,81.5551311315487,4.71837,1.4695036146424899e-12,F53B6.5,WBGene00009960,Public name for WBGene00009960. History: N.A.
Y37H2A.3,Transposon,17.1372017128816,4.61628,0.0132687207105476,Y37H2A.3,,Sequence name for Suppressed gene WBGene00012563. Molecular name for Suppressed gene WBGene00012563. Public name for Suppressed gene WBGene00012563. History of WBGene00012563: Killed on 2005-11-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
W05F2.2,enu-3.4,37.1706610576436,4.39956,1.89572638362559e-05,W05F2.2,WBGene00021034,Sequence name for WBGene00021034(enu-3.4). History: N.A.
F18A11.6,Pseudogene,180.315968401904,4.26433,2.6382048975129e-20,F18A11.6,WBGene00008933,Public name for WBGene00008933. History: N.A.
Y51A2D.23,Pseudogene,23.6712728952396,4.20034,0.0002266698569428,Y51A2D.23,WBGene00077653,Public name for WBGene00077653. History: N.A.
ZK686.6,ZK686.6,14.1267048074196,4.19253,0.0034655791163243,ZK686.6,WBGene00044799,Public name for WBGene00044799. History: N.A.
T05E8.2,hil-8,19.1002425789634,4.03127,0.0018326325795194,T05E8.2,WBGene00001859,Sequence name for WBGene00001859(hil-8). History: N.A.
Y73B6BL.269,linc-29,27.7416154917835,3.92566,0.0002618278421956,Y73B6BL.269,WBGene00189951,Sequence name for WBGene00189951(linc-29). History: N.A.
C32B5.6,C32B5.6,47.0452400954725,3.91576,9.32596031699555e-07,C32B5.6,WBGene00016299,Public name for WBGene00016299. History: N.A.
F55A3.5,gpx-8,17.9389769306679,3.78734,0.0030692705772736,F55A3.5,WBGene00018850,Sequence name for WBGene00018850(gpx-8). History: N.A.
W09H1.2,Pseudogene,10.7918568902602,3.72196,0.0232291990879005,W09H1.2,WBGene00001947,Sequence name for WBGene00001947(his-73). History: N.A.
C33H5.4,klp-10,2626.63493943708,3.64529,8.73037644346997e-127,C33H5.4,WBGene00002221,Sequence name for WBGene00002221(klp-10). History: N.A.
F32A11.5,Pseudogene,160.251376901254,3.62349,9.12531561263243e-12,F32A11.5,WBGene00009310,Public name for WBGene00009310. History: N.A.
Y105E8A.13,Y105E8A.13,27.4249662564632,3.59435,0.0004461269831294,Y105E8A.13,WBGene00013673,Public name for WBGene00013673. History: N.A.
Y38H6C.5,dct-10,10.3462093318432,3.5675,0.0220869221822508,Y38H6C.5,WBGene00012618,Sequence name for WBGene00012618(dct-10). History: N.A.
F37D6.3,F37D6.3,52.6372108590486,3.49265,2.02273324814726e-05,F37D6.3,WBGene00009509,Public name for WBGene00009509. History: N.A.
C03A7.2,C03A7.2,13.1997292049928,3.47379,0.0349105117760996,C03A7.2,WBGene00015366,Public name for WBGene00015366. History: N.A.
K08B4.5,K08B4.5,57.7552245834929,3.44249,0.0002270955142317,K08B4.5,WBGene00019517,Public name for WBGene00019517. History: N.A.
F07B7.1,F07B7.1,16.9675954878739,3.41388,0.0056064693295706,F07B7.1,WBGene00017185,Public name for WBGene00017185. History: N.A.
W09B7.1,W09B7.1,16.9675954878739,3.41388,0.0056064693295706,W09B7.1,WBGene00021106,Public name for WBGene00021106. History: N.A.
T23F1.1,Pseudogene,22.5459340106404,3.40561,0.0123445933871061,T23F1.1,WBGene00005445,Sequence name for WBGene00005445(srh-238). History: N.A.
T07G12.7,Transposon,50.4691825006643,3.38145,9.44100796322205e-07,T07G12.7,,"Sequence name for Suppressed gene WBGene00011598. Molecular name for Suppressed gene WBGene00011598. Public name for Suppressed gene WBGene00011598. History of WBGene00011598: Split into ""WBGene00044606"" on 2005-07-28; Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene."
K01G5.3,enu-3.6,56.218427775688,3.37001,1.2968080498444e-06,K01G5.3,WBGene00010477,Sequence name for WBGene00010477(enu-3.6). History: N.A.
C15B12.3,C15B12.3,18.7387864648652,3.27457,0.0125903372987225,C15B12.3,WBGene00015785,Public name for WBGene00015785. History: N.A.
Y73F8A.37,Pseudogene,37.9664941634713,3.2152,0.0005251601843769,Y73F8A.37,WBGene00044632,Public name for WBGene00044632. History: N.A.
Y40H7A.7,Pseudogene,10.5315933471049,3.19036,0.0403305065698273,Y40H7A.7,WBGene00012745,Public name for WBGene00012745. History: N.A.
K01A11.5,Transposon,22.9154070199898,3.18462,0.0037700094665953,K01A11.5,,Sequence name for Suppressed gene WBGene00010452. Molecular name for Suppressed gene WBGene00010452. Public name for Suppressed gene WBGene00010452. History of WBGene00010452: Killed on 2009-08-12; Suppressed on 2012-11-12. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000214,Transposon,22.7970658143736,3.14962,0.0052272104074763,,,
Y39E4B.14,Pseudogene,70.1594285608968,3.12301,1.90904677894821e-07,Y39E4B.14,WBGene00014884,Public name for WBGene00014884. History: N.A.
ZK892.6,ZK892.6,59.1563902783288,3.09857,2.59204963792722e-06,ZK892.6,WBGene00014130,Public name for WBGene00014130. History: N.A.
K08E7.10,Pseudogene,22.1729726456498,3.05267,0.0067538608448196,K08E7.10,WBGene00044907,Public name for WBGene00044907. History: N.A.
Y46H3C.6,Y46H3C.6,29.8329845268083,3.0421,0.0018415258752355,Y46H3C.6,WBGene00021606,Public name for WBGene00021606. History: N.A.
Y53C10A.1,Pseudogene,474.772321132786,3.03671,1.55853392633903e-38,Y53C10A.1,WBGene00014915,Public name for WBGene00014915. History: N.A.
WBTransposon00000270,Transposon,25.9457991217689,3.01894,0.0019254946831644,,,
K08F11.1,K08F11.1,20.6945510441521,2.99791,0.0142923783490661,K08F11.1,WBGene00019541,Public name for WBGene00019541. History: N.A.
F49F1.8,F49F1.8,15.2734913179985,2.99672,0.0268649867019219,F49F1.8,WBGene00018648,Public name for WBGene00018648. History: N.A.
Y102A5D.1,Transposon,40.3742711037928,2.97417,8.99194780009159e-05,Y102A5D.1,,Sequence name for Suppressed gene WBGene00013630. Molecular name for Suppressed gene WBGene00013630. Public name for Suppressed gene WBGene00013630. History of WBGene00013630: Killed on 2011-05-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C46C2.3,C46C2.3,18.2458708223367,2.95631,0.0190747508412578,C46C2.3,WBGene00008111,Public name for WBGene00008111. History: N.A.
F53G12.4,F53G12.4,44.1125140897648,2.95625,0.0002495561280268,F53G12.4,WBGene00018772,Public name for WBGene00018772. History: N.A.
T08B2.4,T08B2.4,28.6358370394841,2.92359,0.0013442012378376,T08B2.4,WBGene00020345,Public name for WBGene00020345. History: N.A.
Y37H9A.2,Y37H9A.2,12.571119032043,2.92075,0.0489002817691487,Y37H9A.2,WBGene00012577,Public name for WBGene00012577. History: N.A.
F09E5.9,F09E5.9,21.9324562664541,2.9178,0.0100356942986325,F09E5.9,WBGene00017287,Public name for WBGene00017287. History: N.A.
F39F10.2,F39F10.2,32.1190294326483,2.91139,0.0013174743466069,F39F10.2,WBGene00018202,Public name for WBGene00018202. History: N.A.
Y75B8A.41,Pseudogene,13.2986553780233,2.90833,0.0371987554499937,Y75B8A.41,WBGene00044000,Public name for WBGene00044000. History: N.A.
C16C8.21,C16C8.21,18.4882733718625,2.83681,0.0267338683541976,C16C8.21,WBGene00195071,Public name for WBGene00195071. History: N.A.
Y53C12A.6,Y53C12A.6,52.8825278178499,2.81097,3.18433700398131e-05,Y53C12A.6,WBGene00013141,Public name for WBGene00013141. History: N.A.
T21B6.1,dgn-1,103.499460881768,2.80684,1.66233390691923e-07,T21B6.1,WBGene00000961,Sequence name for WBGene00000961(dgn-1). History: N.A.
Y46G5A.6,Pseudogene,101.724457332702,2.80111,1.40121632110854e-07,Y46G5A.6,WBGene00012898,"Public name for WBGene00012898. History: Split into Y46G5A.42(WBGene00077635), Y46G5A.43(WBGene00077636). History of WBGene00012898: Renamed on 2005-03-17; Split into ""WBGene00077636"" on 2008-02-22"
ZK131.6,his-12,5544.36423373038,2.79356,9.15108490905895e-62,ZK131.6,WBGene00001886,Sequence name for WBGene00001886(his-12). History: N.A.
F08G2.2,his-43,5544.36423373038,2.79356,9.15108490905895e-62,F08G2.2,WBGene00001917,Sequence name for WBGene00001917(his-43). History: N.A.
ZK131.4,his-10,6071.28827093746,2.78893,2.48806637675922e-06,ZK131.4,WBGene00001884,Sequence name for WBGene00001884(his-10). History: N.A.
ZK131.8,his-14,6071.28827093746,2.78893,2.48806637675922e-06,ZK131.8,WBGene00001888,Sequence name for WBGene00001888(his-14). History: N.A.
ZK131.1,his-26,6071.28827093746,2.78893,2.48806637675922e-06,ZK131.1,WBGene00001900,Sequence name for WBGene00001900(his-26). History: N.A.
F43G6.3,Pseudogene,647.156126627445,2.76619,2.74311092775686e-34,F43G6.3,WBGene00009656,Public name for WBGene00009656. History: N.A.
T27F6.4,sygl-1,94.0571326941231,2.75423,7.69318513850425e-08,T27F6.4,WBGene00012104,Sequence name for WBGene00012104(sygl-1). History: N.A.
T07G12.14,Pseudogene,21.1226986485401,2.75017,0.0081245519949298,T07G12.14,WBGene00044606,Public name for WBGene00044606. History: N.A.
F55A3.6,F55A3.6,13.0583790713749,2.74832,0.0385015873228508,F55A3.6,WBGene00018851,Public name for WBGene00018851. History: N.A.
W09C5.12,W09C5.12,17.7551467224451,2.74432,0.0353358325719785,W09C5.12,WBGene00194660,Public name for WBGene00194660. History: N.A.
M02F4.1,M02F4.1,23.9011621506331,2.73114,0.0339655139540886,M02F4.1,WBGene00019735,Public name for WBGene00019735. History: N.A.
C01G6.10,Pseudogene,170.554905567828,2.7199,9.10704967575627e-14,C01G6.10,WBGene00014663,Public name for WBGene00014663. History: N.A.
Y50D4A.6,Y50D4A.6,15.1601321486248,2.71602,0.0396558724019306,Y50D4A.6,WBGene00195169,Public name for WBGene00195169. History: N.A.
B0273.3,snpc-3.1,805.655956142703,2.68605,1.0479843898779999e-38,B0273.3,WBGene00015098,Sequence name for WBGene00015098(snpc-3.1). History: N.A.
C04G6.6,C04G6.6,104.778588511861,2.68419,4.2892074162503e-08,C04G6.6,WBGene00015456,Public name for WBGene00015456. History: N.A.
K11D9.1,klp-7,3106.98745250197,2.68407,8.75004151405888e-69,K11D9.1,WBGene00002219,Sequence name for WBGene00002219(klp-7). History: N.A.
B0250.8,B0250.8,16.4662308461765,2.67,0.0451153656477345,B0250.8,WBGene00007125,Public name for WBGene00007125. History: N.A.
Y105E8A.28,Y105E8A.28,52.6091700102368,2.66971,0.0002071312199193,Y105E8A.28,WBGene00013685,Public name for WBGene00013685. History: N.A.
K03D3.8,Transposon,19.9944555241519,2.66887,0.0192531810122277,K03D3.8,,Sequence name for Suppressed gene WBGene00010533. Molecular name for Suppressed gene WBGene00010533. Public name for Suppressed gene WBGene00010533. History of WBGene00010533: Killed on 2005-11-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
B0047.1,bath-20,68.5421237048794,2.65651,7.46426995201444e-06,B0047.1,WBGene00015012,Sequence name for WBGene00015012(bath-20). History: N.A.
Y48G1BL.1,snpc-3.3,224.754132044979,2.64799,3.04380848662706e-16,Y48G1BL.1,WBGene00021662,"Sequence name for WBGene00021662(snpc-3.3). History: Split into Y48G1BL.8(WBGene00255594). History of WBGene00021662: Split into ""WBGene00255594"" on 2014-09-03"
Y116A8C.35,uaf-2,866.678949376342,2.646,2.51310417107182e-36,Y116A8C.35,WBGene00006698,Sequence name for WBGene00006698(uaf-2). History: N.A.
R07H5.6,Transposon,66.534166285146,2.6267,0.0001152362726259,R07H5.6,,Sequence name for Suppressed gene WBGene00011126. Molecular name for Suppressed gene WBGene00011126. Public name for Suppressed gene WBGene00011126. History of WBGene00011126: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y71A12B.10,Y71A12B.10,72.3712689114916,2.62421,0.0001071623758623,Y71A12B.10,WBGene00013507,Public name for WBGene00013507. History: N.A.
F46F2.4,F46F2.4,18.6217820389324,2.62333,0.01725460119911,F46F2.4,WBGene00009788,Public name for WBGene00009788. History: N.A.
Y51A2A.9,Pseudogene,32.2315606668556,2.61914,0.0034185265033394,Y51A2A.9,WBGene00014907,Sequence name for WBGene00014907(fbxa-117). History: N.A.
Y39G10AR.12,tpxl-1,710.98942990962,2.60269,1.28941579574398e-28,Y39G10AR.12,WBGene00021470,Sequence name for WBGene00021470(tpxl-1). History: N.A.
WBTransposon00000445,Transposon,342.285452090813,2.59367,0.0272405658083215,,,
WBTransposon00000258,Transposon,18.3557210966898,2.59153,0.0228008032190783,,,
K11D2.4,K11D2.4,40.6794793659117,2.57594,0.0012928105859829,K11D2.4,WBGene00010770,Public name for WBGene00010770. History: N.A.
F59H6.14,F59H6.14,15.2878505419084,2.57338,0.0445680259001328,F59H6.14,WBGene00206415,Public name for WBGene00206415. History: N.A.
ZK402.1,ZK402.1,122.362850035209,2.56666,5.4019393002841e-09,ZK402.1,WBGene00022728,Public name for WBGene00022728. History: N.A.
Y53C12A.11,Y53C12A.11,390.87780377078,2.55525,4.15992865379715e-19,Y53C12A.11,WBGene00194906,Public name for WBGene00194906. History: N.A.
T07A9.14,T07A9.14,480.191984490271,2.54203,4.65028519082426e-26,T07A9.14,WBGene00044789,Public name for WBGene00044789. History: N.A.
Y54G2A.51,Transposon,144.65124189152,2.52627,1.95345469848438e-09,Y54G2A.51,,Sequence name for Suppressed gene WBGene00045166. Molecular name for Suppressed gene WBGene00045166. Public name for Suppressed gene WBGene00045166. History of WBGene00045166: Suppressed on 2007-01-05. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F55A3.7,F55A3.7,296.512406213233,2.52339,6.549830455545551e-17,F55A3.7,WBGene00018852,Public name for WBGene00018852. History: N.A.
WBTransposon00000095,Transposon,56.3280113214481,2.51295,0.0038898024767799,,,
Y48G1BM.1,snpc-3.2,352.753703430124,2.5034,1.37460687535414e-16,Y48G1BM.1,WBGene00021667,Sequence name for WBGene00021667(snpc-3.2). History: N.A.
WBTransposon00000094,Transposon,110.44046626271,2.50282,3.04374678567912e-05,,,
C06C3.5,Pseudogene,138.748136151026,2.50176,9.32705875352171e-10,C06C3.5,WBGene00007376,Public name for WBGene00007376. History: N.A.
F29C12.5,bath-45,147.527584076909,2.49676,4.9819889652944e-09,F29C12.5,WBGene00009247,Sequence name for WBGene00009247(bath-45). History: N.A.
T22F3.4,rpl-11.1,60884.9958561988,2.47051,3.19600165638655e-72,T22F3.4,WBGene00004422,Sequence name for WBGene00004422(rpl-11.1). History: Renamed on 2005-09-09
Y60A3A.12,chk-2,766.461610013951,2.45026,4.6273957342526205e-31,Y60A3A.12,WBGene00000499,Sequence name for WBGene00000499(chk-2). History: N.A.
C38D4.10,Pseudogene,166.917704874563,2.45012,7.36989014141096e-07,C38D4.10,WBGene00044225,Public name for WBGene00044225. History: N.A.
F22B7.13,gpr-1,1642.92838240481,2.44316,8.56512582986379e-59,F22B7.13,WBGene00001688,Sequence name for WBGene00001688(gpr-1). History: N.A.
F53F4.16,F53F4.16,127.458733772926,2.43831,2.83451618498882e-05,F53F4.16,WBGene00023419,Public name for WBGene00023419. History: N.A.
F52C6.7,Pseudogene,76.7192748185988,2.43562,0.0002071809021694,F52C6.7,WBGene00018664,Sequence name for WBGene00018664(bath-11). History: N.A.
F40D4.13,F40D4.13,22.8024220757878,2.43398,0.0207262026306053,F40D4.13,WBGene00009572,Public name for WBGene00009572. History: N.A.
C10H11.10,kca-1,3716.42326664646,2.43268,1.95241980198728e-65,C10H11.10,WBGene00015698,Sequence name for WBGene00015698(kca-1). History: N.A.
Y47H9C.14,Pseudogene,66.6932842344883,2.4288,0.0001271304601642,Y47H9C.14,WBGene00012956,Public name for WBGene00012956. History: N.A.
T12E12.3,T12E12.3,1119.09638869312,2.41721,7.96443048796813e-38,T12E12.3,WBGene00020464,Sequence name for WBGene00020464(tebp-2). History: Renamed on 2021-04-19
C36A4.5,maph-1.3,1327.82540877355,2.40997,6.942214841374971e-35,C36A4.5,WBGene00007966,Sequence name for WBGene00007966(maph-1.3). History: N.A.
Y102A5C.5,Pseudogene,185.394875036549,2.40022,5.28035977573776e-11,Y102A5C.5,WBGene00014954,Public name for WBGene00014954. History: N.A.
K10C8.1,parn-1,1085.73854340195,2.39703,4.72819674928523e-37,K10C8.1,WBGene00010734,Sequence name for WBGene00010734(parn-1). History: N.A.
T27E7.10,Pseudogene,22.5567380645777,2.39469,0.0355222857811318,T27E7.10,WBGene00044268,Public name for WBGene00044268. History: N.A.
R03D7.3,Pseudogene,246.381572530072,2.38692,1.4594354548837297e-11,R03D7.3,WBGene00014814,Public name for WBGene00014814. History: N.A.
ZK131.7,his-13,2696.55562995962,2.38117,2.3492458024728e-38,ZK131.7,WBGene00001887,Sequence name for WBGene00001887(his-13). History: N.A.
ZK131.2,his-25,2696.55562995962,2.38117,2.3492458024728e-38,ZK131.2,WBGene00001899,Sequence name for WBGene00001899(his-25). History: N.A.
ZK131.3,his-9,2696.55562995962,2.38117,2.3492458024728e-38,ZK131.3,WBGene00001883,Sequence name for WBGene00001883(his-9). History: N.A.
C52E2.6,fbxb-97,49.5573665744919,2.38023,0.000834945512181,C52E2.6,WBGene00016885,Sequence name for WBGene00016885(fbxb-97). History: N.A.
F55H2.4,Pseudogene,376.174491597661,2.37879,4.9014019235084896e-18,F55H2.4,WBGene00003067,Sequence name for WBGene00003067(lrg-1). History: N.A.
ZC317.1,ZC317.1,61.1594706576433,2.37397,0.0001266628080687,ZC317.1,WBGene00022587,Public name for WBGene00022587. History: N.A.
Y57G11C.499,Y57G11C.499,23.8658618273068,2.36967,0.0241339520146142,Y57G11C.499,WBGene00077762,Public name for WBGene00077762. History: N.A.
F42A6.3,Pseudogene,37.1506957407002,2.35944,0.0048566656707652,F42A6.3,WBGene00018325,Public name for WBGene00018325. History: N.A.
F52C6.4,F52C6.4,33.019898319828,2.35231,0.0062700857210862,F52C6.4,WBGene00018661,Public name for WBGene00018661. History: N.A.
F41H10.10,htp-1,3130.56217628658,2.34775,5.19609472126204e-60,F41H10.10,WBGene00002032,Sequence name for WBGene00002032(htp-1). History: N.A.
T05G5.10,iff-1,25281.4067423487,2.34043,4.3340145521954895e-36,T05G5.10,WBGene00002064,Sequence name for WBGene00002064(iff-1). History: N.A.
B0250.11,Pseudogene,16.6314586755357,2.3395,0.0492352063794624,B0250.11,WBGene00050926,Public name for WBGene00050926. History: N.A.
Y48G1BL.4,Y48G1BL.4,21.8725970436861,2.3334,0.0221409642629039,Y48G1BL.4,,Sequence name for Suppressed gene WBGene00021663. Molecular name for Suppressed gene WBGene00021663. Public name for Suppressed gene WBGene00021663. History of WBGene00021663: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K08D12.2,rpi-2,29.1199673077251,2.33258,0.0158729057210548,K08D12.2,WBGene00019536,Sequence name for WBGene00019536(rpi-2). History: N.A.
F13D12.5,F13D12.5,1443.05417420066,2.33067,2.15847613881919e-37,F13D12.5,WBGene00008740,Public name for WBGene00008740. History: N.A.
CD4.8,CD4.8,1875.74216486026,2.32466,1.80735856922306e-53,CD4.8,WBGene00016993,Public name for WBGene00016993. History: N.A.
H04D03.6,H04D03.6,134.912045624108,2.31834,4.57009368659335e-07,H04D03.6,WBGene00194861,Public name for WBGene00194861. History: N.A.
R107.6,cls-2,1877.32419550035,2.31338,5.89053170857274e-38,R107.6,WBGene00000549,Sequence name for WBGene00000549(cls-2). History: N.A.
K08D10.1,K08D10.1,1280.66197764081,2.30874,0.0056075467712634,K08D10.1,,Sequence name for Suppressed gene WBGene00019528. Molecular name for Suppressed gene WBGene00019528. Public name for Suppressed gene WBGene00019528. History of WBGene00019528: Suppressed on 2013-09-27. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
R03D7.2,R03D7.2,458.371393251267,2.30518,8.930559957573049e-12,R03D7.2,WBGene00010989,Public name for WBGene00010989. History: N.A.
T20F10.7,Pseudogene,33.8918214584423,2.30474,0.0283208126926003,T20F10.7,,Sequence name for Suppressed gene WBGene00045054. Molecular name for Suppressed gene WBGene00045054. Public name for Suppressed gene WBGene00045054. History of WBGene00045054: Killed on 2012-10-15; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
