# Supplemental Table 2
# Normalized siRNA counts (reads per million) for genes with > 1.5 fold change in total siRNAs in their coding region. Dauer and L3 siRNA counts normalized to total siRNAs.
Gene,Location,PD1/CON1 ratio,PD2/CON2 ratio,...5,CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,Input,Suggested Match,History
Y53F4B.12,chrII:15018124-15026081,1.87000387589987,6.29844206119164,,56.7104133984159,8.1038939463659,106.048692858922,51.0419064912273,Y53F4B.12,WBGene00013159,Public name for WBGene00013159. History: N.A.
F17C11.1,chrV:10940425-10943752,1.63627949021421,2.34219290629796,,51.1304731242746,45.1399332289788,83.6637444981994,105.726431399678,F17C11.1,WBGene00077761,"Public name for Dead gene WBGene00008913. History of WBGene00008913: Merged into ""WBGene00077761"" on 2016-02-22"
pll-1,chrIII:364947-378002,0.618011835023948,0.33055653370793,,37.57918960136,30.3896022988721,23.2243839242493,10.0454815966777,pll-1,WBGene00004045,Public name for WBGene00004045. History: N.A.
fbxa-184,chrII:1709699-1712420,0.30006023933216,0.652803730759856,,37.167384770817,17.277879231214,11.1524543696818,11.2790640217547,fbxa-184,WBGene00018439,Public name for WBGene00018439. History: N.A.
C01A2.5,chrI:13384359-13387806,3.06602017379804,3.12792649421878,,34.3906523018506,6.28118435371066,105.442433747548,19.647082955044,C01A2.5,WBGene00007217,Sequence name for WBGene00007217(tads-1). History: N.A.
C46C2.3,chrIV:9224692-9228759,1.70620460157051,3.62744511276363,,33.7833117879313,22.229241179228,57.6412420288598,80.6353522760346,C46C2.3,WBGene00008111,Public name for WBGene00008111. History: N.A.
ZK1067.4,chrII:9209296-9213622,0.400994124883762,0.443051504087298,,32.796383652096,24.8181752107456,13.1511571619243,10.9957298558229,ZK1067.4,WBGene00014210,Public name for WBGene00014210. History: N.A.
asna-2,chrX:2381685-2385270,0.598673648804875,0.569964050408359,,30.8252385481405,13.3376588711428,18.454258036896,7.60198607316151,asna-2,WBGene00018577,Public name for WBGene00018577. History: N.A.
C38C3.3,chrV:1495447-1498943,0.552169772730209,0.188496746278356,,30.404980677464,11.522724204989,16.7887112705417,2.17199602090329,C38C3.3,WBGene00016512,"Public name for WBGene00016512. History: Split into C38C3.10(WBGene00045390). History of WBGene00016512: Split into ""WBGene00045390"" on 2007-04-20"
F09F7.6,chrIII:5551157-5553071,2.1313962382603,6.66218187627566,,30.063351681088,7.09090720307016,64.0769146825674,47.2409134546466,F09F7.6,WBGene00017303,Public name for WBGene00017303. History: N.A.
C09G1.3,chrX:15985081-15988151,1.59910119102582,2.58659424059745,,28.696835695584,15.9545412069079,45.8891441394806,41.2679243971625,C09G1.3,WBGene00007485,Public name for WBGene00007485. History: N.A.
C50C3.2,chrIII:8180857-8190296,0.262158062210992,0.524693229928726,,26.9224647939932,47.6103769348996,7.05794120033689,24.9808424520966,C50C3.2,WBGene00016800,Public name for WBGene00016800. History: N.A.
T06G6.3,chrI:12707915-12712244,0.35627096381317,0.299647410305561,,26.397623355398,38.1398757419811,9.4047067152047,11.4285149954605,T06G6.3,WBGene00011545,Public name for WBGene00011545. History: N.A.
Y73F8A.26,chrIV:15473535-15478473,1.58112614052224,3.00181073663784,,26.1915563888266,3.12337570741296,41.4121544673362,9.37578273306603,Y73F8A.26,WBGene00013531,Public name for WBGene00013531. History: N.A.
CE7X_3.1,chrX:2622-7581,1.98629089060428,2.68201137748013,,25.8499273924506,9.92727008429823,51.3454753024067,26.625051313406,CE7X_3.1,WBGene00008349,Public name for WBGene00008349. History: N.A.
dct-8,chrIV:3894367-3896439,0.318113880226935,0.247401979490343,,25.5082983960746,23.045448409978,8.11454378076182,5.70148955487114,dct-8,WBGene00044472,Public name for WBGene00044472. History: N.A.
dct-10,chrV:20500890-20506395,1.51691755922773,1.58351475584565,,24.3748004886661,20.9168684831714,36.9745628639303,33.1221698891848,dct-10,WBGene00012618,Public name for WBGene00012618. History: N.A.
Y38F2AR.13,chrIV:2377462-2382956,1.70861805502113,2.02061371227994,,24.0734566112954,14.5300285991482,41.1323426128271,29.3595750272586,Y38F2AR.13,WBGene00021423,"Public name for Dead gene WBGene00021431. History of WBGene00021431: Merged into ""WBGene00021423"" on 2013-09-12"
T27E7.4,chrIV:14532483-14536033,3.60382805001917,1.64934652993562,,23.91402974632,9.87662074713344,86.1820511887807,16.2899701567747,T27E7.4,WBGene00012089,Public name for WBGene00012089. History: N.A.
rom-4,chrIV:16998520-17015858,4.17969748069233,16.2955437157639,,22.0920084323146,2.53246685823934,92.3379119879793,41.2679243971625,rom-4,WBGene00004403,Public name for WBGene00004403. History: N.A.
W05H12.2,chrI:13411439-13413867,1.58878902014767,1.68055038320467,,21.7503794359386,9.37012737548557,34.556764031865,15.7469711515488,W05H12.2,WBGene00012290,Public name for WBGene00012290. History: N.A.
F19B6.3,chrIV:12326329-12329376,0.394358288301761,0.44669801852423,,18.447965804304,21.2727216092105,7.27510821723473,9.50248259145189,F19B6.3,WBGene00008949,Public name for WBGene00008949. History: N.A.
H32C10.3,chrIV:5915003-5922380,3.93455910524244,7.70632911016389,,17.9924604758026,21.5259682950344,70.7923991907841,165.886196096489,H32C10.3,WBGene00019257,Sequence name for WBGene00019257(dhhc-13). History: N.A.
srh-1,chrV:11484975-11489025,1.53961008466009,2.64288145951744,,17.9924604758026,3.29220691571115,27.7013735963938,8.70091261842808,srh-1,WBGene00005227,Public name for WBGene00005227. History: N.A.
pqn-76,chrIV:15578046-15581122,3.24344524501725,4.28830097783261,,17.0814498188,0.506493371647869,55.4027471927876,2.17199602090329,pqn-76,WBGene00004158,Public name for WBGene00004158. History: N.A.
pqn-79,chrIV:15578046-15581122,3.24344524501725,4.28830097783261,,17.0814498188,0.506493371647869,55.4027471927876,2.17199602090329,pqn-79,WBGene00004160,Public name for WBGene00004160. History: N.A.
tpk-1,chrIII:8911657-8913676,2.12510744964275,3.39490476210494,,16.8536971545493,0.506493371647869,35.8159173771556,1.71949675938194,tpk-1,WBGene00014027,Public name for WBGene00014027. History: N.A.
K09E3.2,chrX:7344728-7347058,0.669061645987601,0.467630335744112,,16.8277668304664,23.3128419621655,11.2588133738874,10.9017921139168,K09E3.2,WBGene00019574,Public name for WBGene00019574. History: N.A.
ZC15.10,chrV:20305123-20307206,1.57959995698892,2.1441504889163,,15.9426864975466,0.759740057471803,25.1830669058125,1.62899701567747,ZC15.10,WBGene00045050,Public name for WBGene00045050. History: N.A.
elo-6,chrIV:5386069-5389541,0.371224929939842,0.398719932961377,,15.8288101654213,21.4492269518292,5.87604894468959,8.5522343323067,elo-6,WBGene00001244,Public name for WBGene00001244. History: N.A.
srt-49,chrIV:15091841-15099337,0.501707030787351,0.231217989490973,,15.4302430029826,19.120124779707,7.74146140135373,4.4209168103804,srt-49,WBGene00012772,Public name for WBGene00012772. History: N.A.
lag-2,chrV:3187348-3190840,2.11094487051252,5.7546783420963,,14.5808184884147,7.07683783019253,30.7793039959931,40.7249253919367,lag-2,WBGene00002246,Public name for WBGene00002246. History: N.A.
nhl-2,chrIII:4893614-4899676,2.15001105256825,4.85996819342804,,14.5761705120427,19.7736914173938,31.3389277050111,96.0995113551952,nhl-2,WBGene00003598,Public name for WBGene00003598. History: N.A.
C02B8.1,chrX:8146652-8149531,0.62995663402735,0.616991604744105,,14.4660623477473,1.71836309446177,9.11299194421671,1.06021560318501,C02B8.1,WBGene00015320,Public name for WBGene00015320. History: N.A.
elo-3,chrIV:7236711-7240427,1.86586259926783,2.00935528750354,,14.3600011205431,5.72633580662488,26.7937890162655,11.5062431310626,elo-3,WBGene00001241,Public name for WBGene00001241. History: N.A.
T11G6.7,chrIV:10843567-10845891,0.41194913942303,0.0962736903454371,,14.2474115909708,7.59709794492847,5.86920894390612,0.731400655074,T11G6.7,WBGene00011721,Public name for WBGene00011721. History: N.A.
arf-6,chrIV:16946813-16950024,1.55553795047565,4.95330388853699,,14.1206651835413,7.15522375737549,21.9652305789587,35.4419976607603,arf-6,WBGene00000184,Public name for WBGene00000184. History: N.A.
Y11D7A.19,chrIV:9264786-9267539,2.07871317605429,3.6298697111926,,13.9063098420125,11.0819407509119,28.907229498885,40.226001072966,Y11D7A.19,WBGene00077756,Public name for WBGene00077756. History: N.A.
ceh-43,chrIII:4445608-4450904,1.76096143353209,3.54893874027526,,13.66515985504,7.3441538888941,24.0638194877764,26.0639522508395,ceh-43,WBGene00000463,Public name for WBGene00000463. History: Renamed on 2013-07-26
Y71A12B.9,chrI:13942336-13952147,1.75364846784307,3.15092814348541,,13.66515985504,9.55148467135798,23.9638866426215,30.0960418630513,Y71A12B.9,WBGene00013506,Sequence name for WBGene00013506(usp-3). History: N.A.
Y37E11AL.1,chrIV:3708509-3715780,1.57667477188339,,,13.66515985504,0.0,21.5455127971952,0.271499502612911,Y37E11AL.1,WBGene00021357,Public name for WBGene00021357. History: N.A.
ssu-2,chrIV:14360228-14369625,3.74820328777032,8.86545142806744,,13.4374071907893,4.07305077925271,50.3661338116251,36.1094338475172,ssu-2,WBGene00013455,Public name for WBGene00013455. History: N.A.
F59E12.3,chrII:5637357-5640023,0.338917998434404,0.397678606908743,,13.2096545265387,16.3850605728085,4.47698967214445,6.51598806270987,F59E12.3,WBGene00019119,Public name for WBGene00019119. History: N.A.
Y69A2AR.8,chrIV:2596271-2597617,0.128199416799101,0.0059855319995021,,13.0957781944133,2.83495584264163,1.67887112705417,0.0169687189133069,Y69A2AR.8,WBGene00022079,Public name for WBGene00022079. History: N.A.
fbxa-178,chrV:6115503-6118165,1.76742763218643,5.40325923206909,,12.981901862288,12.6623342911967,22.9445720697403,68.4178746584536,fbxa-178,WBGene00017533,Public name for WBGene00017533. History: N.A.
T13C5.6,chrX:6206435-6208120,0.580782206408048,0.306307212702329,,12.5263965337867,1.77272680076754,7.27510821723473,0.542999005225822,T13C5.6,WBGene00020486,Public name for WBGene00020486. History: N.A.
Y116A8A.2,chrIV:16812326-16814883,3.45821883587698,274.804261683098,,12.298643869536,1.02664990848931,42.5314018853723,282.127770109425,Y116A8A.2,WBGene00013773,Public name for WBGene00013773. History: N.A.
E02H9.3,chrIII:2460898-2465461,1.84286661648707,3.20872870369293,,12.298643869536,9.05356901820565,22.6647602152313,29.0504467795815,E02H9.3,WBGene00017101,Public name for WBGene00017101. History: N.A.
R06B10.1,chrIII:965640-973012,1.79861252753442,2.01959539318382,,12.0708912052853,6.45276582101689,21.7108561403312,13.0319761254197,R06B10.1,WBGene00019912,Public name for WBGene00019912. History: N.A.
mdt-11,chrIII:5021093-5022009,1.91374610173658,4.28830097783261,,11.8431385410347,0.253246685823934,22.6647602152313,1.08599801045164,mdt-11,WBGene00007015,Public name for WBGene00007015. History: N.A.
ZC21.10,chrIII:8528991-8532034,2.16100275396574,1.73298582107587,,11.8052906032895,0.523716172257383,25.5112655050744,0.907592700790172,ZC21.10,WBGene00044443,Public name for WBGene00044443. History: N.A.
F23F1.7,chrII:37604-40487,1.61663614058306,5.28841960879254,,11.1569637199116,3.19814375244225,18.0367507687831,16.9131261321529,F23F1.7,WBGene00017748,Sequence name for WBGene00017748(spp-24). History: N.A.
C48D1.5,chrIV:13220945-13224356,1.54408326091548,1.5730478015279,,11.0682996077188,8.26524171509799,17.090376151076,13.0016203090316,C48D1.5,WBGene00008178,Public name for WBGene00008178. History: N.A.
T23G5.6,chrIII:9239276-9242821,2.35477400995571,1.55706163904457,,10.932127884032,3.54545360153508,25.7426906148306,5.52048979596269,T23G5.6,WBGene00011964,Sequence name for WBGene00011964(saeg-2). History: N.A.
C01A2.1,chrI:13407784-13411784,1.66688040281877,1.6216981893862,,10.3023220750636,18.8121803551987,17.1727387704507,30.5076788204324,C01A2.1,WBGene00007213,Public name for WBGene00007213. History: N.A.
C31G12.1,chrV:18178926-18182254,2.44469164933844,2.83504337658599,,10.24886989128,1.26623342911967,25.0553266383684,3.58982669643749,C31G12.1,WBGene00007850,Public name for WBGene00007850. History: N.A.
fbxa-52,chrX:1709288-1712208,0.447214513694172,0.669058684739267,,10.0287089065868,7.10138199248921,4.48498417663963,4.75124129572595,fbxa-52,WBGene00017225,Public name for WBGene00017225. History: N.A.
F52G3.4,chrX:16947943-16953030,1.70325550917745,1.81657194199854,,10.0211172270293,9.11688068966163,17.0685231250507,16.5614696593876,F52G3.4,WBGene00018712,Public name for WBGene00018712. History: N.A.
C18H9.2,chrII:6688998-6692705,1.59854717869523,2.09034697530151,,10.0211172270293,9.70778953883525,16.0192286706419,20.292648499368,C18H9.2,WBGene00016002,"Public name for Dead gene WBGene00016001. History of WBGene00016001: Merged into ""WBGene00016002"" on 2012-10-08"
par-4,chrV:18097640-18107833,1.52248773465503,2.68048667469679,,9.93036986121664,7.21753054598213,15.1188663142903,19.3464944527222,par-4,WBGene00003919,Public name for WBGene00003919. History: N.A.
pop-1,chrI:2822468-2831294,1.70400437160303,2.00973134320536,,9.90724089490399,9.50097158091016,16.8819817954407,19.0944003770585,pop-1,WBGene00004077,Public name for WBGene00004077. History: N.A.
Y39A3CR.8,chrIII:1881216-1883595,0.170110765907351,0.477674119925801,,9.86928204161132,19.9642803147046,1.67887112705417,9.53642002927851,Y39A3CR.8,WBGene00015243,"Public name for Dead gene WBGene00021447. History of WBGene00021447: Merged into ""WBGene00015243"" on 2020-01-21"
Y73B3A.1,chrX:41874-47798,1.90690443785609,3.26832292457319,,9.83132341607132,7.6185043807878,18.7473942521049,24.89973251869,Y73B3A.1,WBGene00022203,Public name for WBGene00022203. History: N.A.
Y55F3AM.6,chrIV:991288-998631,1.67847028097351,1.76604317943919,,9.34281034944547,7.76188860235433,15.6816295123159,13.7078304257547,Y55F3AM.6,WBGene00002278,Sequence name for WBGene00002278(lep-2). History: N.A.
pes-1,chrIV:5001741-5006337,1.58816147437097,2.1441504889163,,9.33785923427732,0.759740057471803,14.8300282889785,1.62899701567747,pes-1,WBGene00003976,Public name for WBGene00003976. History: N.A.
Y40B1A.3,chrI:13353237-13359366,1.5082539688167,1.56249516127613,,9.33785923427732,11.1206540652804,14.0838632503505,17.3759681672263,Y40B1A.3,WBGene00012734,Sequence name for WBGene00012734(wac-1.1). History: N.A.
ZK1128.7,chrIII:10135965-10139876,2.21137332920892,1.92973544002467,,9.1172256628058,1.26623342911967,20.1615896671078,2.4434955235162,ZK1128.7,WBGene00014233,Public name for WBGene00014233. History: N.A.
Y46G5A.18,chrII:12799543-12806171,1.679574637811,1.55198455115768,,8.99623023790132,1.07853306350743,15.1098401434875,1.67386665247629,Y46G5A.18,WBGene00012908,"Public name for WBGene00012908. History: Split into Y46G5A.47(WBGene00303089). History of WBGene00012908: Split into ""WBGene00303089"" on 2018-03-02"
F20D6.10,chrV:8191982-8196764,2.33114751487254,3.96667840449516,,8.88235390577599,5.06493371647869,20.7060772336681,20.0909631933554,F20D6.10,WBGene00017639,Public name for WBGene00017639. History: N.A.
phf-5,chrIII:2342567-2347569,1.68121165012856,6.51306649853441,,8.65460124152532,4.04610381240093,14.5502164344695,26.3525431901409,phf-5,WBGene00004016,Public name for WBGene00004016. History: N.A.
transposase,chrII:3339383-3341373,1.92944424276499,2.90991852067213,,8.48378674333732,1.77272680076754,16.3689934887781,5.15849054964531,,,
math-44,chrII:1986285-1991536,2.4689545715191,6.43245146674891,,8.38888972398199,0.253246685823934,20.7117876339949,1.62899701567747,math-44,WBGene00021193,"Public name for WBGene00021193. History: Split into Y16E11A.4(WBGene00305158). History of WBGene00021193: Split into ""WBGene00305158"" on 2019-11-21"
F37D6.4,chrI:10487638-10489980,2.92839078784247,3.04805715166143,,8.31297224514932,0.759740057471803,24.3436313422854,2.3157311155806,F37D6.4,WBGene00009510,Public name for WBGene00009510. History: N.A.
T11F9.8,chrV:11476883-11478928,4.3550962798821,2.54617870558811,,8.25603407908666,4.05194697318295,35.9558233044101,10.3169810992906,T11F9.8,WBGene00003541,"Public name for Dead gene WBGene00011711. History of WBGene00011711: Merged into ""WBGene00003541"" on 2009-09-25"
bath-36,chrV:15187763-15191284,0.657548651892102,0.443124434376036,,8.08521958089866,37.9870028735901,5.31642523567153,16.8329691620005,bath-36,WBGene00013569,Public name for WBGene00013569. History: N.A.
T07F10.5,chrV:12864892-12867525,2.35048130694304,2.26578751009751,,8.0634801335906,4.85149842265302,18.9530593229113,10.992464531305,T07F10.5,WBGene00011591,Public name for WBGene00011591. History: N.A.
Y66D12A.18,chrIII:11509668-11512311,2.38110066420478,2.04668910305647,,7.97134324877332,2.78571354406328,18.9805707042585,5.70148955487114,Y66D12A.18,WBGene00013445,"Public name for Dead gene WBGene00013444. History of WBGene00013444: Merged into ""WBGene00013445"" on 2009-11-18"
D2045.2,chrIII:10451605-10461335,1.7200088420546,5.36037622229076,,7.97134324877332,0.506493371647869,13.7107808709424,2.71499502612911,D2045.2,WBGene00008422,Sequence name for WBGene00008422(ecps-1). History: N.A.
C16A11.3,chrII:4229126-4234943,1.77868718208205,2.69310105025706,,7.62971425239733,7.53408890326205,13.5708749436879,20.2900627381051,C16A11.3,WBGene00015816,"Public name for WBGene00015816. History: Split into C16A11.10(WBGene00185089). History of WBGene00015816: Split into ""WBGene00185089"" on 2009-03-13"
str-164,chrIV:4959724-4963918,5.90509948078654,4.43816094671305,,7.06033259177066,7.85064726054196,41.6919663218452,34.8424360781571,str-164,WBGene00006209,Public name for WBGene00006209. History: N.A.
F57C9.7,chrI:4824812-4827072,2.2986293280914,2.79671802902127,,7.06033259177066,2.3298695095802,16.2290875615236,6.51598806270987,F57C9.7,WBGene00019013,Sequence name for WBGene00019013(tofu-4). History: N.A.
Y102A5C.2,chrV:16918447-16920516,1.79662980644714,3.57358414819384,,7.06033259177066,1.32954510057566,12.6848039778053,4.75124129572595,Y102A5C.2,WBGene00013611,Public name for WBGene00013611. History: N.A.
unc-11,chrI:3798125-3806720,1.55619847614464,1.71009329520099,,6.83257992751999,4.33134264555163,10.6328504713431,7.40700001737597,unc-11,WBGene00006751,Public name for WBGene00006751. History: Renamed on 2015-03-05
C50D2.8,chrII:95280-98401,1.69458999217202,1.84387374517031,,6.60482726326933,1.92045394974927,11.1924741803611,3.5410746167513,C50D2.8,WBGene00016811,Sequence name for WBGene00016811(luc-7L3). History: N.A.
F30F8.10,chrI:7840014-7847024,1.52513099295482,2.59643223267209,,6.60482726326933,2.02597348659147,10.073226762325,5.26030286312515,F30F8.10,WBGene00009277,Public name for WBGene00009277. History: N.A.
F23A7.7,chrIII:6627228-6632301,2.72988836699848,1.51956014381585,,6.38796345389648,5.36519868848606,17.4384271216034,8.15274209067649,F23A7.7,,Sequence name for Suppressed gene WBGene00009072. Molecular name for Suppressed gene WBGene00009072. Public name for Suppressed gene WBGene00009072. History of WBGene00009072: Killed on 2009-03-30; Suppressed on 2012-11-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C16C10.1,chrIII:4178639-4181515,1.711233286738,5.75708640971243,,6.37707459901866,0.506493371647869,10.9126623258521,2.91592610652337,C16C10.1,WBGene00007622,Public name for WBGene00007622. History: N.A.
gsk-3,chrI:12818204-12825675,1.5357221804059,1.62341953440054,,6.37707459901866,9.14480265625384,9.79341490781598,14.8458512704005,gsk-3,WBGene00001746,Public name for WBGene00001746. History: N.A.
pro-3,chrV:19101409-19118476,1.85932433515974,1.84325864108088,,6.35928278864006,3.38087035314491,11.823969243081,6.23181849280852,pro-3,WBGene00012676,Public name for WBGene00012676. History: N.A.
C17C3.3,chrII:5560735-5564496,2.8327550975657,2.23349000328155,,6.28882044162153,1.01298674329574,17.8146881636787,2.26249576460776,C17C3.3,WBGene00015889,Public name for WBGene00015889. History: N.A.
nhr-146,chrIV:1626701-1631749,2.18594336729872,3.40177198449685,,6.20626010083066,0.0399055997653923,13.5665331031414,0.135749751306456,nhr-146,WBGene00045255,Public name for WBGene00045255. History: N.A.
E01G4.7,chrII:13477065-13479835,2.32064685039113,1.99282017624875,,6.14932193476799,3.54545360153508,14.2704045799604,7.0654514710929,E01G4.7,WBGene00045410,Public name for WBGene00045410. History: N.A.
fbxc-37,chrX:1778433-1781523,1.77107505410048,1.82064875371965,,5.93400638800673,4.18680032689082,10.5095706846716,7.6226927972268,fbxc-37,WBGene00017942,Public name for WBGene00017942. History: N.A.
F28F8.9,chrV:15576974-15579066,2.02353981418189,4.29227898960397,,5.80769293839199,0.88636340038377,11.7520978893792,3.80451900062119,F28F8.9,WBGene00044188,Public name for WBGene00044188. History: N.A.
rpb-12,chrIV:9146191-9147450,2.30972615933047,1.78679207409692,,5.69381660626666,1.51948011494361,13.1511571619243,2.71499502612911,rpb-12,WBGene00009078,Public name for WBGene00009078. History: N.A.
nhr-172,chrV:7508246-7511583,0.241996968499998,0.623249017369755,,5.5179797063266,16.261254092783,1.33533436117555,10.1348106345269,nhr-172,WBGene00016927,Public name for WBGene00016927. History: N.A.
cyn-3,chrV:15188900-15191284,0.511907393468632,0.348327696755356,,5.46606394201599,35.0746659866149,2.79811854509028,12.217477617581,cyn-3,WBGene00000879,Public name for WBGene00000879. History: N.A.
hmr-1,chrI:11074751-11135660,3.41865111464269,1.97663873196972,,5.23831127776533,4.05194697318295,17.9079586885778,8.00923532708088,hmr-1,WBGene00001980,Public name for WBGene00001980. History: N.A.
W10D9.2,chrII:448152-454147,2.2020464890136,2.16419745924602,,5.0415250045095,2.59577852969533,11.1016724354544,5.61777729873199,W10D9.2,WBGene00021130,Public name for WBGene00021130. History: N.A.
fbxa-76,chrIII:1246625-1249482,2.27523144150548,,,4.93464113468199,0.0,11.2274506621748,3.52949353396785,fbxa-76,WBGene00044675,Public name for WBGene00044675. History: N.A.
srp-3,chrV:1908528-1911692,0.318311527888649,0.123695191724894,,4.62942363999774,17.0105330361568,1.47359891209151,2.10412114525006,srp-3,WBGene00005644,Public name for WBGene00005644. History: Renamed on 2004-04-07. Other name for WBGene00004702(rsp-5). History: N.A.
hlh-17,chrIV:16253735-16257223,3.56287545854168,2.56365819326949,,4.55505328501333,5.82467377395049,16.2290875615236,14.9324726437101,hlh-17,WBGene00001961,Public name for WBGene00001961. History: N.A.
F26H9.2,chrI:9289756-9294998,1.5357221804059,6.35587466357333,,4.55505328501333,1.77272680076754,6.9952963627257,11.2672293584358,F26H9.2,WBGene00009174,Public name for WBGene00009174. History: N.A.
Y71A12B.2,chrI:13892119-13895236,2.41729624481965,3.77033182186262,,4.37237833908181,1.87824633760974,10.5693337399932,7.08161193598693,Y71A12B.2,WBGene00013500,Public name for WBGene00013500. History: N.A.
Y41C4A.18,chrIII:11729587-11732160,0.128358869767947,0.61431886038055,,4.35983668311952,11.8420761264603,0.559623709018056,7.27481071054678,Y41C4A.18,WBGene00012761,Public name for WBGene00012761. History: N.A.
nspc-2,chrX:8540085-8541804,0.336689145789352,0.129000707704794,,4.26710878013851,11.9262700131359,1.43668921017508,1.538497271973,nspc-2,WBGene00044337,Public name for WBGene00044337. History: N.A.
nspc-6,chrX:8540085-8541804,0.336689145789352,0.129000707704794,,4.26710878013851,11.9262700131359,1.43668921017508,1.538497271973,nspc-6,WBGene00044357,Public name for WBGene00044357. History: N.A.
Y37H2B.1,chrV:18225998-18229142,0.492416600209999,0.0251994745223024,,4.12644076335405,13.0651948138118,2.03192793165875,0.329236043839568,Y37H2B.1,WBGene00012572,Public name for WBGene00012572. History: N.A.
nsh-1,chrIII:6592115-6598654,1.77461229735792,1.84259085971263,,4.099547956512,8.4837639751018,7.27510821723473,15.6321059564819,nsh-1,WBGene00002889,Other name for WBGene00002889(let-765). History: Renamed on 2010-04-09
Y64G10A.2,chrIV:14241814-14245384,4.04707962836377,4.28830097783261,,3.87179529226133,0.253246685823934,15.6694638525056,1.08599801045164,Y64G10A.2,WBGene00013412,Public name for WBGene00013412. History: N.A.
bath-29,chrII:3349865-3359140,2.73418770102505,3.91469932357454,,3.87179529226133,0.278571354406328,10.5862150689876,1.09052309266169,bath-29,WBGene00017452,Public name for WBGene00017452. History: N.A.
Y48G10A.3,chrI:13470774-13475173,1.88584152883691,1.68503136302949,,3.41628996376,10.3831141187813,6.44258148820733,17.4958729360608,Y48G10A.3,WBGene00013020,Public name for WBGene00013020. History: N.A.
T11F9.14,chrV:11479673-11481811,3.59019148067549,2.2861776978249,,3.00190674530511,0.823051728927786,10.7774200227767,1.88164250683093,T11F9.14,WBGene00011715,Public name for WBGene00011715. History: N.A.
T08D2.4,chrX:176395-178241,3.49550175009802,2.6795755487677,,2.94180532248866,2.11038896411722,10.2830856532068,5.65494666663771,T08D2.4,WBGene00011609,Public name for WBGene00011609. History: N.A.
T27F7.1,chrII:4993568-4997286,3.33862574135359,11.4802425765199,,2.84955661111324,1.26917818158243,9.51360305330696,14.5704733973927,T27F7.1,WBGene00020866,Sequence name for WBGene00020866(vps-24). History: N.A.
Y71F9AL.10,chrI:2865508-2870374,1.51765490527332,3.48794905679993,,2.58119678559,4.84148074350188,3.91736596312639,16.8868381928124,Y71F9AL.10,WBGene00022115,Public name for WBGene00022115. History: N.A.
sre-39,chrII:4686228-4689967,0.122857774432472,0.0653704417352532,,2.27752664250666,10.3831141187813,0.279811854509028,0.678748756532278,sre-39,WBGene00017371,Public name for WBGene00017371. History: N.A.
