Gene,log2 fold change lotr-1 vs. N2 (26G-RNA),BH-adjusted p-value (26G-RNA),N2_r1 normalized counts (26G-RNA),N2_r2 normalized counts (26G-RNA),N2_r3 normalized counts (26G-RNA),lotr-1_r1 normalized counts (26G-RNA),lotr-1_r2 normalized counts (26G-RNA),lotr-1_r3 normalized counts (26G-RNA),Input,Suggested Match,History
WBGene00045311,-6.52698525421855,0.0011849160704188,42.2392638784869,29.7216732673867,35.1897296592673,1.34800615459728,0.0,0.0,WBGene00045311,WBGene00045311,History: N.A.
WBGene00018204,-6.34311855534826,8.57463392270011e-05,62.7880949545075,58.5941558699909,51.3770053025303,0.0,0.929551417945362,0.99224015566443,WBGene00018204,WBGene00018204,History: N.A.
WBGene00020817,-3.52107461923315,1.15297631993288e-16,129.000995088352,163.893798303018,154.131015907591,9.43604308218094,16.7319255230165,11.9068818679732,WBGene00020817,WBGene00020817,History: N.A.
WBGene00018712,-3.05275809696766,7.54949805331179e-10,100.460951927212,108.696405092157,114.718518689211,9.43604308218094,11.1546170153443,17.8603228019597,WBGene00018712,WBGene00018712,History: N.A.
WBGene00206507,-6.26758569105016,0.0067558698087003,10.2744155380103,19.531385289997,15.4834810500776,0.0,0.0,0.0,WBGene00206507,WBGene00206507,History: N.A.
WBGene00219685,-3.96503494880569,0.0140699655026721,25.115237981803,35.666007920864,21.1138377955604,0.0,3.71820567178145,0.99224015566443,WBGene00219685,WBGene00219685,History: N.A.
WBGene00007523,-7.06192519094138,0.0001970841379727,22.8320345289118,27.1741012730392,28.8555783205992,0.0,0.0,0.0,WBGene00007523,WBGene00007523,History: N.A.
WBGene00219728,-4.64876221602574,3.30154661625426e-62,494.313547550941,543.482025460785,501.805544941152,16.1760738551673,28.8160939563062,14.8836023349664,WBGene00219728,WBGene00219728,History: N.A.
WBGene00017941,-4.03273916886283,3.3912650968698306e-12,109.593765738777,123.981837058242,82.3439674026855,9.43604308218094,4.64775708972681,5.95344093398658,WBGene00017941,WBGene00017941,History: N.A.
WBGene00194650,-3.43962462458894,1.18769247449808e-32,310.515669593201,326.938405941253,280.814042680953,18.8720861643619,37.1820567178145,25.7982440472752,WBGene00194650,WBGene00194650,History: N.A.
WBGene00007960,-6.34620808345923,0.0024255317685254,28.5400431611398,36.5151985856465,28.8555783205992,1.34800615459728,0.0,0.0,WBGene00007960,WBGene00007960,History: N.A.
WBGene00219756,-6.77198506999106,0.0004218941429359,49.0888742371604,34.8168172560815,42.9314701843061,0.0,0.0,0.99224015566443,WBGene00219756,WBGene00219756,History: N.A.
WBGene00013816,-7.0050412839327,1.0202185926515201e-13,173.52346241973,185.12356492258,186.505567194117,2.69601230919456,0.0,1.98448031132886,WBGene00013816,WBGene00013816,History: N.A.
WBGene00235158,-5.1502894426808,1.14192076653025e-95,1053.69839350928,892.499388686383,927.601273818287,32.3521477103347,33.463851046033,15.8758424906309,WBGene00235158,WBGene00235158,History: N.A.
WBGene00018856,-5.78532695882687,0.0202186784961958,22.8320345289118,16.9838132956495,23.9290161683018,0.0,0.0,0.99224015566443,WBGene00018856,WBGene00018856,History: N.A.
WBGene00185118,-1.45776314103608,0.0088940122855362,585.641685666588,690.392010468153,629.896160900885,254.773163218885,225.880994560723,217.30059409051,WBGene00185118,WBGene00185118,History: N.A.
WBGene00045366,-3.147627570824,1.49067941649852e-64,1745.50903973531,1811.32368798102,1905.87575834592,217.028990890162,180.3329750814,221.269554713168,WBGene00045366,WBGene00045366,History: N.A.
WBGene00022731,-3.1746089189783,0.0001338297200552,68.4961035867355,47.5546772278187,49.2656215229743,8.08803692758367,5.57730850767217,4.96120077832215,WBGene00022731,WBGene00022731,History: N.A.
WBGene00013638,-3.52337845360205,3.6567636641062404e-19,178.089869325512,169.838132956495,156.946194280332,21.5680984735564,12.0841684332897,11.9068818679732,WBGene00013638,WBGene00013638,"History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
WBGene00018199,-4.01590129907852,1.33430960940997e-65,570.800863222796,568.108554739477,594.002636648432,36.3961661741265,41.8298138075413,28.7749645142685,WBGene00018199,WBGene00018199,History: N.A.
WBGene00219687,-4.91249870200667,3.09621500855239e-65,494.313547550941,604.623753325123,618.63544740992,14.8280677005701,19.5205797768526,21.8292834246175,WBGene00219687,WBGene00219687,History: N.A.
WBGene00269431,-5.62623311256709,2.7016140806564202e-21,155.2578347966,204.654950212577,213.953556328345,5.39202461838911,1.85910283589072,4.96120077832215,WBGene00269431,WBGene00269431,History: N.A.
WBGene00010507,-1.81580718595304,1.13359426153199e-06,302.524457508082,333.731931259513,293.48234535829,98.4044492856013,93.8846932124816,73.4257715191678,WBGene00010507,WBGene00010507,History: N.A.
WBGene00023036,-2.09050788980662,1.98348910074107e-10,258.001990176704,267.49505940648,272.368507562729,74.1403385028503,62.2799450023392,53.5809684058792,WBGene00023036,WBGene00023036,History: N.A.
WBGene00219634,-6.02827957341001,6.632000954862209e-09,116.44337609745,76.4271598304229,85.8629403686123,0.0,0.929551417945362,2.97672046699329,WBGene00219634,WBGene00219634,History: N.A.
WBGene00219707,-1.88534080976816,2.1359614256793102e-10,438.375062955107,499.324110892096,450.428539638622,119.972547759158,134.784955602077,120.061058835396,WBGene00219707,WBGene00219707,History: N.A.
WBGene00010100,-3.8283686922447906,2.55635067709115e-38,297.958050602299,315.898927299081,337.117610135781,29.6561354011401,17.6614769409619,21.8292834246175,WBGene00010100,WBGene00010100,History: N.A.
WBGene00018688,-3.47800981937414,1.1619316584097601e-19,203.205107307315,174.084086280408,158.353783466703,14.8280677005701,14.8728226871258,17.8603228019597,WBGene00018688,WBGene00018688,"History: Split into F52D2.12(WBGene00219451). History of WBGene00018688: Split into ""WBGene00219451"" on 2012-04-20"
WBGene00077437,-1.75818031349817,7.45679016709585e-08,457.782292304682,484.038678926012,469.430993654626,160.412732397076,135.714507020023,125.022259613718,WBGene00077437,WBGene00077437,History: N.A.
WBGene00219755,-2.76523596335077,1.3952410266526199e-11,132.425800267689,160.497035643888,159.057578059888,22.9161046281537,28.8160939563062,14.8836023349664,WBGene00219755,WBGene00219755,History: N.A.
WBGene00021375,-1.70285673350104,0.0176068268291709,360.746145556807,514.609542858181,447.61336126588,152.324695469492,123.630338586733,132.960180859034,WBGene00021375,WBGene00021375,History: N.A.
WBGene00015321,-5.84691144964461,0.0010104599342078,38.8144586991501,44.1579145686888,39.4124972183794,1.34800615459728,0.929551417945362,0.0,WBGene00015321,WBGene00015321,History: N.A.
WBGene00007213,-4.25692581606949,1.08557419219067e-09,81.053722577637,89.16501980216,73.194637691276,4.04401846379183,7.4364113435629,0.99224015566443,WBGene00007213,WBGene00007213,History: N.A.
WBGene00045410,-5.26047674464239,4.11131521487237e-64,587.92488911948,622.456757285555,504.620723313894,17.5240800097646,13.0137198512351,14.8836023349664,WBGene00045410,WBGene00045410,History: N.A.
WBGene00010102,-3.50995714504141,7.795259986757269e-22,171.240258966839,219.940382178661,201.989048244194,25.6121169373483,17.6614769409619,10.9146417123087,WBGene00010102,WBGene00010102,History: N.A.
WBGene00017942,-6.49787229434532,3.7995935387629395e-11,123.292986456124,144.362413013021,116.126107875582,1.34800615459728,2.78865425383609,0.0,WBGene00017942,WBGene00017942,History: N.A.
WBGene00012290,-3.6335262987664,1.4078831842793998e-12,114.160172644559,102.75207043868,114.014724096026,12.1320553913755,7.4364113435629,7.93792124531544,WBGene00012290,WBGene00012290,History: N.A.
WBGene00219758,-3.36691894548934,6.91476994233962e-30,286.542033337843,271.741012730392,370.195956015492,33.7001538649319,31.6047482101423,25.7982440472752,WBGene00219758,WBGene00219758,History: N.A.
WBGene00045382,-5.06823302786928,1.0430284294345999e-31,281.975626432061,283.629682037347,221.695296853384,8.08803692758367,8.36596276150826,6.94568108965101,WBGene00045382,WBGene00045382,History: N.A.
WBGene00013644,-3.37318469186384,5.8756847236604e-06,75.345713945409,61.9909185291208,53.4883890820863,10.7840492367782,3.71820567178145,4.96120077832215,WBGene00013644,WBGene00013644,History: N.A.
WBGene00016520,-8.19614293639656,3.88054540074801e-07,130.142596814797,109.545595756939,101.34642141869,0.0,0.929551417945362,0.0,WBGene00016520,WBGene00016520,History: N.A.
