# Supplemental Table 2
# Normalized siRNA counts (reads per million) for genes with > 1.5 fold change in total siRNAs in their 5'UTR region. Dauer and L3 siRNA counts normalized to total siRNAs.
Gene,Location,PD1/CON1 ratio,PD2/CON2 ratio,...5,CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,Input,Suggested Match,History
Y54G2A.19,chrIV:2893166-2895705,0.609958268866276,0.263944623145766,,13.2481178519826,26.6129706874559,8.08079903073174,7.02435051888985,Y54G2A.19,WBGene00021884,Public name for WBGene00021884. History: N.A.
B0303.3,chrIII:8685024-8689364,0.614288872162358,0.0722167771549471,,0.455505328501333,11.2785219713026,0.279811854509028,0.814498507838734,B0303.3,WBGene00015125,Public name for WBGene00015125. History: N.A.
Y61A9LA.12,chrV:4552857-4555484,0.653189829162039,0.492386845266182,,371.036158468482,197.163260794197,242.357044962967,97.0805959848482,Y61A9LA.12,WBGene00044586,Public name for WBGene00044586. History: N.A.
F02C12.3,chrX:13395948-13398121,0.656594320805118,0.502535270839759,,406.76625835169,89.1428334100249,267.080415128867,44.7974179311303,F02C12.3,WBGene00008517,Public name for WBGene00008517. History: N.A.
Y48G1BM.5,chrI:228089-235129,1.51687995733697,2.95296218404063,,107.973742167586,119.473344899954,163.783205412681,352.800269490406,Y48G1BM.5,WBGene00021671,"Public name for Dead gene WBGene00021670. History of WBGene00021670: Merged into ""WBGene00021671"" on 2009-01-09"
D2096.1,chrIV:8395644-8398844,1.51839608401157,1.83587134136825,,22.20588476444,29.5032388984883,33.7173284683379,54.1641507712758,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
nhx-8,chrI:12824794-12834653,1.5357221804059,1.62341953440054,,6.37707459901866,9.14480265625384,9.79341490781598,14.8458512704005,nhx-8,WBGene00003735,Public name for WBGene00003735. History: N.A.
cyc-2.1,chrIV:4747823-4750003,1.53942271578037,1.93900028450741,,18.9034711328053,27.3506420689849,29.1004328689389,53.0329027532222,cyc-2.1,WBGene00017121,Public name for WBGene00017121. History: N.A.
Y116A8C.13,chrIV:16949506-16963760,1.55553795047565,4.95330388853699,,14.1206651835413,7.15522375737549,21.9652305789587,35.4419976607603,Y116A8C.13,WBGene00013792,Sequence name for WBGene00013792(rad-54.B). History: N.A.
clec-262,chrV:20306963-20312016,1.57959995698892,2.1441504889163,,15.9426864975466,0.759740057471803,25.1830669058125,1.62899701567747,clec-262,WBGene00013831,"Public name for WBGene00013831. History: Split into ZC15.10(WBGene00045050). History of WBGene00013831: Split into ""WBGene00045050"" on 2006-09-21"
gip-1,chrIII:2346576-2362935,1.58421867031345,6.51306649853441,,8.65460124152532,4.04610381240093,13.7107808709424,26.3525431901409,gip-1,WBGene00001589,Public name for WBGene00001589. History: N.A.
C01A2.1,chrI:13407784-13411784,1.58878902014767,1.68055038320467,,21.7503794359386,9.37012737548557,34.556764031865,15.7469711515488,C01A2.1,WBGene00007213,Public name for WBGene00007213. History: N.A.
Y48G10A.4,chrI:13454503-13471339,1.58890137782617,1.67118243690893,,4.66892961713866,9.91882861251965,7.41846870164501,16.5761721719526,Y48G10A.4,WBGene00013021,Sequence name for WBGene00013021(ints-8). History: N.A.
F56A6.4,chrI:613725-630447,1.60003277332417,1.90111026484488,,4.55091228607192,6.11219841168744,7.28160880623869,11.6199631412275,F56A6.4,WBGene00018923,Sequence name for WBGene00018923(eme-1). History: N.A.
ZK228.10,chrV:18455838-18458266,1.6066016656554,3.61825395004626,,8.88235390577599,2.02597348659147,14.2704045799604,7.3304865705486,ZK228.10,WBGene00044215,Public name for WBGene00044215. History: N.A.
gon-1,chrIV:9934257-9946747,1.68121165012856,2.7873956355912,,12.981901862288,2.53246685823934,21.8253246517042,7.05898706793569,gon-1,WBGene00001650,Public name for WBGene00001650. History: N.A.
F23F1.6,chrII:35150-38313,1.6854479183193,4.82126566220796,,10.7014583914103,2.94489706661831,18.0367507687831,14.1981311060238,F23F1.6,WBGene00017747,Public name for WBGene00017747. History: N.A.
Y105C5A.1,chrIV:15549814-15555681,1.68789736904255,2.02856005662521,,6.14932193476799,8.11444597602412,10.3794243150905,16.4606409886057,Y105C5A.1,WBGene00013632,Public name for WBGene00013632. History: N.A.
C24H12.12,chrII:432657-436405,1.69444414780916,2.12757044074571,,7.38515116399832,2.26866814275718,12.5137261705229,4.82675128039165,C24H12.12,WBGene00044639,Public name for WBGene00044639. History: N.A.
C50D2.7,chrII:91519-96126,1.69458999217202,1.84387374517031,,6.60482726326933,1.92045394974927,11.1924741803611,3.5410746167513,C50D2.7,WBGene00016810,Public name for WBGene00016810. History: N.A.
F40H3.6,chrII:6185966-6188312,1.69471178789903,1.94174031956659,,9.80746359145909,53.5753795091522,16.6208241578363,104.029474529003,F40H3.6,WBGene00018252,Public name for WBGene00018252. History: N.A.
F52G3.3,chrX:16943793-16948271,1.70325550917745,1.81657194199854,,10.0211172270293,9.11688068966163,17.0685231250507,16.5614696593876,F52G3.3,WBGene00018711,Public name for WBGene00018711. History: N.A.
C16C10.2,chrIII:4176504-4179034,1.711233286738,5.75708640971243,,6.37707459901866,0.506493371647869,10.9126623258521,2.91592610652337,C16C10.2,WBGene00007623,Public name for WBGene00007623. History: N.A.
Y39B6A.16,chrV:19098119-19102072,1.72111318890427,2.02708862250602,,8.33313928806339,1.46429968807606,14.3422759336622,2.96826523763808,Y39B6A.16,WBGene00012678,Sequence name for WBGene00012678(zhp-4). History: N.A.
Y37D8A.26,chrIII:12855478-12856831,1.73482586007661,2.03625707682394,,90.6455603717652,36.4132555393281,157.254262234074,74.1467492821553,Y37D8A.26,WBGene00012561,Public name for WBGene00012561. History: N.A.
Y49A3A.3,chrV:14353387-14356053,1.74378776613831,3.71935452913654,,14.1206651835413,4.96363504214911,24.6234431967945,18.4615184749982,Y49A3A.3,WBGene00013026,Public name for WBGene00013026. History: N.A.
F34D6.1,chrII:2679162-2682218,1.77461229735792,1.73877330279061,,12.298643869536,101.256466464187,21.8253246517042,176.062040622842,F34D6.1,WBGene00018021,Public name for WBGene00018021. History: N.A.
Y37H9A.1,chrI:13772053-13778885,1.7785125441653,2.02812419002878,,5.97850743657999,3.9675314956572,10.6328504713431,8.04664660104343,Y37H9A.1,WBGene00012576,Public name for WBGene00012576. History: N.A.
Y54G2A.50,chrIV:2917729-2919859,1.81755757093854,1.92100626090993,,14.4337394618842,38.0091006729018,26.2341524359021,73.0157203642003,Y54G2A.50,WBGene00044493,Public name for WBGene00044493. History: N.A.
pqn-75,chrIV:4071319-4077663,1.8255138096059,1.73481266830501,,6.71870359539466,62.6785547414237,12.2650861960418,108.735550796471,pqn-75,WBGene00004157,Public name for WBGene00004157. History: N.A.
fbxa-126,chrIV:14319530-14322721,1.82844505581477,2.0113001640847,,6.1057186871972,11.0991116359508,11.1639711458016,22.3236450545823,fbxa-126,WBGene00013454,Public name for WBGene00013454. History: N.A.
E02H9.2,chrIII:2465046-2467334,1.84286661648707,3.20872870369293,,12.298643869536,9.05356901820565,22.6647602152313,29.0504467795815,E02H9.2,WBGene00017100,Public name for WBGene00017100. History: N.A.
unc-25,chrIII:12941526-12950779,1.8565174803129,2.09726066384641,,10.24886989128,14.0619780744084,19.0272061066139,29.4916334713275,unc-25,WBGene00006762,Public name for WBGene00006762. History: N.A.
Y53F4B.13,chrII:15025670-15037890,1.87000387589987,6.29844206119164,,56.7104133984159,8.1038939463659,106.048692858922,51.0419064912273,Y53F4B.13,WBGene00013160,Sequence name for WBGene00013160(cmtr-1). History: N.A.
W04A8.4,chrI:13841833-13844233,1.87222847021348,2.269451276837,,7.06792427132813,4.35162213365904,13.2327690460934,9.87579440754465,W04A8.4,WBGene00012239,Public name for WBGene00012239. History: N.A.
T11F9.13,chrV:11481333-11483994,1.90547325502994,2.35607233956501,,8.06081747719285,16.3344112356438,15.3596721164689,38.4850544953802,T11F9.13,WBGene00011714,Public name for WBGene00011714. History: N.A.
R144.3,chrIII:5021859-5023286,1.91374610173658,4.28830097783261,,11.8431385410347,0.253246685823934,22.6647602152313,1.08599801045164,R144.3,WBGene00020093,Public name for WBGene00020093. History: N.A.
T26E3.7,chrI:12654635-12656959,1.94381757223549,1.50634784503413,,43.6905526828353,11.1746893106347,84.9264640455757,16.8329691620005,T26E3.7,WBGene00012040,Public name for WBGene00012040. History: N.A.
srbc-77,chrV:15929155-15931265,2.01290665827858,2.26821103142086,,7.61073493962732,2.20870641846128,15.3196990343693,5.00981226352393,srbc-77,WBGene00011506,Public name for WBGene00011506. History: N.A.
atx-3,chrV:15575377-15577626,2.02353981418189,4.29227898960397,,5.80769293839199,0.88636340038377,11.7520978893792,3.80451900062119,atx-3,WBGene00006446,Public name for WBGene00006446. History: N.A.
B0250.8,chrV:20464090-20466873,2.08636850899157,2.23874229349245,,33.7073943090986,22.0445210206145,70.3260460066651,49.3520015486332,B0250.8,WBGene00007125,Public name for WBGene00007125. History: N.A.
trxr-2,chrIII:8913345-8917354,2.12510744964275,3.39490476210494,,16.8536971545493,0.506493371647869,35.8159173771556,1.71949675938194,trxr-2,WBGene00014028,Public name for WBGene00014028. History: N.A.
Y73B6BL.14,chrIV:6341503-6343900,2.14537565819369,2.33203205353281,,25.1870815044794,17.8883258089522,54.0357515606506,41.7161491705147,Y73B6BL.14,WBGene00022237,Public name for WBGene00022237. History: N.A.
K08D10.4,chrIV:4171094-4174079,2.16269217093056,2.72891883164013,,10.4481534724993,3.58163166333183,22.5961397156552,9.7739820940648,K08D10.4,WBGene00004385,Sequence name for WBGene00004385(rnp-2). History: N.A.
F15D4.6,chrII:13248115-13250762,2.17491465549375,2.0905467266934,,8.42684857727466,5.06493371647869,18.3276764703413,10.5884806019035,F15D4.6,WBGene00008863,Public name for WBGene00008863. History: N.A.
srt-48,chrIV:15065677-15069885,2.22089053781776,2.31036370511137,,5.92156927051733,16.3344112356438,13.1511571619243,37.7384308631947,srt-48,WBGene00012773,Public name for WBGene00012773. History: N.A.
csp-1,chrII:13600363-13605965,2.24643107807222,3.81845360512605,,35.9849209516053,15.0717956886778,80.8376447676582,57.5509525831549,csp-1,WBGene00000819,Public name for WBGene00000819. History: N.A.
W09B6.5,chrII:1138282-1143366,2.25625598328816,2.8762247242118,,18.106336807928,12.6623342911967,40.8525307583181,36.4197189545749,W09B6.5,WBGene00021104,"Public name for Dead gene WBGene00021105. History of WBGene00021105: Merged into ""WBGene00021104"" on 2019-03-13"
daf-10,chrIV:9135913-9146454,2.30972615933047,1.78679207409692,,5.69381660626666,1.51948011494361,13.1511571619243,2.71499502612911,daf-10,WBGene00000906,Public name for WBGene00000906. History: N.A.
dat-1,chrIII:9242404-9247551,2.35477400995571,1.55706163904457,,10.932127884032,3.54545360153508,25.7426906148306,5.52048979596269,dat-1,WBGene00000934,Public name for WBGene00000934. History: N.A.
F52B11.5,chrIV:14101062-14104121,2.38036937962914,2.1441504889163,,7.28808525602133,0.759740057471803,17.3483349795597,1.62899701567747,F52B11.5,WBGene00009927,Public name for WBGene00009927. History: N.A.
rpa-2,chrI:4768694-4771841,2.52051011785533,1.6525767632179,,4.99853646137952,3.12203172725129,12.5988617253759,5.15939708648454,rpa-2,WBGene00019767,Public name for WBGene00019767. History: N.A.
F30A10.4,chrI:9482800-9486632,2.54491104181548,2.7873956355912,,6.37707459901866,1.26623342911967,16.2290875615236,3.52949353396785,F30A10.4,WBGene00009263,Public name for WBGene00009263. History: N.A.
F14D2.2,chrII:3358965-3362172,2.73418770102505,3.91469932357454,,3.87179529226133,0.278571354406328,10.5862150689876,1.09052309266169,F14D2.2,WBGene00017451,Sequence name for WBGene00017451(lido-14). History: N.A.
C17C3.15,chrII:5570274-5572945,2.75804398046065,1.69694196194157,,30.936403484798,14.7727232553139,85.323961408349,25.0684539840923,C17C3.15,WBGene00015896,Public name for WBGene00015896. History: N.A.
Y54G2A.42,chrIV:2778107-2781663,2.92276297774065,2.03724325364737,,3.57571682873546,7.53408890326205,10.4509727659122,15.3487717905501,Y54G2A.42,WBGene00044486,Public name for WBGene00044486. History: N.A.
hrg-4,chrIV:11029188-11032076,3.03853602837452,2.26597722124109,,25.5082983960746,11.1428541762531,77.5078836990008,25.2494537430007,hrg-4,WBGene00009493,Public name for WBGene00009493. History: N.A.
C01A2.3,chrI:13387072-13392105,3.06602017379804,3.12792649421878,,34.3906523018506,6.28118435371066,105.442433747548,19.647082955044,C01A2.3,WBGene00007215,Sequence name for WBGene00007215(oxa-1). History: N.A.
K01D12.1,chrV:12376532-12379789,3.18444991360343,2.4086124906284,,5.89566673225943,5.91065938092835,18.7744554161782,14.236488012754,K01D12.1,WBGene00010461,Public name for WBGene00010461. History: N.A.
par-5,chrIV:11819474-11822894,3.27620731819924,12.3622762142169,,0.683257992751999,2.61493436225773,2.23849483607222,32.3265408682771,par-5,WBGene00003920,Public name for WBGene00003920. History: N.A.
str-78,chrIV:15142733-15148165,3.31017154074497,7.02592458350247,,6.43491648765307,0.07878782967337,21.3006774244998,0.553557349382936,str-78,WBGene00006138,Public name for WBGene00006138. History: N.A.
T07F8.1,chrII:7148187-7152505,3.40221529197614,4.28830097783261,,2.96078463525866,4.81168703065475,10.073226762325,20.6339621985813,T07F8.1,WBGene00020318,Public name for WBGene00020318. History: N.A.
T08D2.5,chrX:177856-180079,3.49550175009802,2.6795755487677,,2.94180532248866,2.11038896411722,10.2830856532068,5.65494666663771,T08D2.5,WBGene00011610,Public name for WBGene00011610. History: N.A.
K01C8.7,chrII:8275953-8277552,3.68573323297415,8.98893858814912,,0.227752664250666,3.29220691571115,0.839435563527084,29.5934457848073,K01C8.7,WBGene00010459,Sequence name for WBGene00010459(slc-25A32). History: N.A.
Y116A8C.15,chrIV:16994740-16997934,4.05025607743005,,,1.3816995723716,0.0,5.59623709018056,52.7312366693744,Y116A8C.15,WBGene00004403,"Public name for Dead gene WBGene00013793. History of WBGene00013793: Merged into ""WBGene00004403"" on 2009-01-09"
Y48E1B.2,chrII:13532466-13541992,4.17716433070404,2.64574255995427,,1.13876332125333,5.33957949400806,4.75680152665348,14.1271527195562,Y48E1B.2,WBGene00013001,"Sequence name for WBGene00013001(noa-1). History: Split into Y48E1B.17(WBGene00303002). History of WBGene00013001: Split into ""WBGene00303002"" on 2018-03-06"
Y57G11C.9,chrIV:14786128-14791802,5.07596594365738,3.27456990602114,,4.32730062076266,1.32954510057566,21.9652305789587,4.3536883750429,Y57G11C.9,WBGene00013307,Public name for WBGene00013307. History: N.A.
Y9C9A.1,chrIV:4963137-4966086,5.90509948078654,4.43816094671305,,7.06033259177066,7.85064726054196,41.6919663218452,34.8424360781571,Y9C9A.1,WBGene00021176,Sequence name for WBGene00021176(txt-3). History: N.A.
Y57G11C.46,chrIV:14812101-14817347,6.14288872162358,3.44595644920842,,3.41628996376,0.253246685823934,20.9858890881771,0.872677050255644,Y57G11C.46,WBGene00013335,Public name for WBGene00013335. History: N.A.
srj-42,chrIV:15249167-15253218,6.77144540724552,20.6267483301232,,1.61248886289472,0.026324992991398,10.918880304883,0.542999005225822,srj-42,WBGene00005625,Public name for WBGene00005625. History: N.A.
C47A4.2,chrIV:13725897-13733669,7.57622942333575,1.50090534224141,,1.366515985504,1.26623342911967,10.353038616834,1.90049651829038,C47A4.2,WBGene00008123,Sequence name for WBGene00008123(ent-4). History: Renamed on 2014-09-03
T27C10.8,chrI:10882594-10885183,9.9514797290302,4.51272995171342,,2.27752664250666,3.29220691571115,22.6647602152313,14.8568407557677,T27C10.8,WBGene00077519,Public name for WBGene00077519. History: N.A.
W01C9.2,chrII:8535290-8539441,57.4360095471805,9.7916206375228,,0.455505328501333,1.26623342911967,26.1624083965941,12.3984773764894,W01C9.2,WBGene00012176,Public name for WBGene00012176. History: N.A.
