gene_id,gene_name,log2 fold change (MLE): group rrf3 L4 vs N2 L4,Benjamini-Hochberg adjusted p-values,N2_L4_rep1.robustRPKM,N2_L4_rep2.robustRPKM,N2_L4_rep3.robustRPKM,rrf3_L4_rep1.robustRPKM,rrf3_L4_rep2.robustRPKM,rrf3_L4_rep3.robustRPKM,Input,Suggested Match,History
WBGene00017018,D1014.5,-4.2657360509377,1.68482072452167e-23,25.7419920741846,22.5825561184603,18.5372861343225,1.01116592360799,1.92430203867462,0.487579408151866,WBGene00017018,WBGene00017018,History: N.A.
WBGene00050875,bah-1,-6.36194379748474,3.9845220170043705e-23,13.7670514471286,10.8500733970244,11.9035415979596,0.0735949716656872,0.213902348841423,0.135496375509518,WBGene00050875,WBGene00050875,History: N.A.
WBGene00000625,col-48,-2.18652712245008,4.51959183802004e-23,830.771871148953,694.035401533672,550.357829182161,160.579572332815,159.004702730335,136.243786149121,WBGene00000625,WBGene00000625,History: N.A.
WBGene00017937,F30H5.3,-3.59648743488456,6.043924114080341e-23,110.769440813017,123.943505972287,55.6602586278613,6.81240735482044,10.749919447241,6.42230582539054,WBGene00017937,WBGene00017937,History: N.A.
WBGene00000649,col-73,-1.93867662630681,7.519152177407121e-23,2488.59421650821,2071.17509633774,1913.24505357721,575.772292589526,623.627869087492,489.019303838517,WBGene00000649,WBGene00000649,History: N.A.
WBGene00000683,col-109,-2.2229238437204,8.949927737212332e-23,692.802603002567,550.800524508405,495.638041992734,122.049997056016,145.154814363562,105.248964798815,WBGene00000683,WBGene00000683,History: N.A.
WBGene00045416,Y37H2A.14,2.78038981135267,1.07589287322773e-22,6.246586856553,9.9191950887002,9.64668898691889,63.9101425181485,48.0125783819111,65.6704813778358,WBGene00045416,WBGene00045416,History: N.A.
WBGene00015781,C14F11.6,-5.10050301742888,1.33268665212468e-22,154.395868005604,179.556788888621,64.9927730550608,2.66546525911661,6.77873241104625,2.04475519569377,WBGene00015781,WBGene00015781,History: N.A.
WBGene00007996,C38C6.3,-3.28178808735543,1.35934562802815e-22,34.3029031890953,27.3234669976235,23.1716076679031,2.02676678547741,3.9973001439741,2.57651112290139,WBGene00007996,WBGene00007996,History: N.A.
WBGene00000655,col-79,-3.5845891122852,1.7540968595065001e-22,242.262540390163,234.32000519568,111.082978191032,14.0812244593751,21.5039140066285,13.292091566049,WBGene00000655,WBGene00000655,History: N.A.
WBGene00021005,ule-1,5.22153316609294,2.55061177242022e-22,0.404700961790467,0.292758310837104,0.807976357037719,16.9900820017249,23.2968426821902,17.7845320520105,WBGene00021005,WBGene00021005,History: N.A.
WBGene00022530,ZC155.2,2.26700404842618,3.69870843463892e-22,9.58493303184361,8.08929863518789,10.5443832646076,48.5220330744713,46.710024154304,41.1108753657057,WBGene00022530,WBGene00022530,History: N.A.
WBGene00017548,F18A1.7,1.77715556328092,4.45381036359978e-22,40.2623735614906,33.2863608640276,43.7799843990913,138.260854291228,133.361252590994,131.085998463758,WBGene00017548,WBGene00017548,History: N.A.
WBGene00017791,try-8,5.366203372784,5.74755700888107e-22,0.269465068256837,0.389858911446426,0.384272100628576,14.5969462872574,10.2086935683584,18.3922847527752,WBGene00017791,WBGene00017791,History: N.A.
WBGene00021035,W05F2.3,1.91276823919836,7.888383466069769e-22,50.5607078637395,39.2299809775306,50.4716573544289,192.577356691446,158.788610487101,177.405047437814,WBGene00021035,WBGene00021035,History: N.A.
WBGene00000685,col-111,-2.00553066659308,1.94892944059406e-21,156.719934421715,122.059706129722,124.150839482472,33.2099519258257,38.0207571740691,29.030830719155,WBGene00000685,WBGene00000685,History: N.A.
WBGene00010659,K08D8.5,2.61733411835665,2.22918419933356e-21,2.4982693136358,2.92771814449228,2.90713896940482,17.5592578383349,16.0777016860951,17.5657801202515,WBGene00010659,WBGene00010659,History: N.A.
WBGene00022577,nstp-3,-3.66518167794976,2.9499903822941306e-21,12.6131799758029,12.2551881786532,9.66365373060192,0.502394897900468,1.15599243128627,1.00204416211092,WBGene00022577,WBGene00022577,History: N.A.
WBGene00014117,clec-91,1.95920565263553,3.01324534558241e-21,20.5969989497162,16.0034337663466,22.1925256537664,79.9356276458748,74.4098360134145,74.8927589634037,WBGene00014117,WBGene00014117,History: N.A.
WBGene00008825,F14H3.6,2.50583667792812,3.2491778059959306e-21,8.03566639963596,6.56788322202664,10.8937808689179,55.3302311543215,44.5171384049523,45.7629870762892,WBGene00008825,WBGene00008825,History: N.A.
WBGene00006619,try-1,3.05256672691097,4.07645632374394e-21,1.84995183482587,1.4497647091217,2.0225691702534,15.5537456483778,13.4254672767251,15.5672994234584,WBGene00006619,WBGene00006619,History: N.A.
WBGene00009154,F26D2.16,5.18146236273402,6.5071023702861706e-21,0.297106301259595,0.322387443228463,0.152528410320811,9.89797869061613,6.18342644322926,11.3895369402851,WBGene00009154,WBGene00009154,History: N.A.
WBGene00004798,sip-1,1.80770568648004,1.14476099850676e-20,219.865812052474,183.292776371086,217.088999338668,804.382116052355,613.460656470524,754.245867100902,WBGene00004798,WBGene00004798,History: N.A.
WBGene00013352,lon-8,-2.79367733097447,1.28363077823196e-20,354.17551301876,306.291806258512,211.701180780379,41.9368680208308,52.7180163915424,30.9722131685507,WBGene00013352,WBGene00013352,History: N.A.
WBGene00001607,gln-6,1.81955018253604,1.94514455301834e-20,44.0205006326826,37.9320295055334,53.420864424276,165.548125938047,153.999571283783,158.717899094516,WBGene00001607,WBGene00001607,History: N.A.
WBGene00009573,F40E10.5,-2.67131271120792,1.94514455301834e-20,174.611880936477,151.618992011324,106.461845138403,20.3898582507531,28.8245680106756,18.5841359070394,WBGene00009573,WBGene00009573,History: N.A.
WBGene00001070,dpy-8,-4.50546649356337,2.2485711941022705e-20,206.769647775644,258.1583612459,73.9408604234213,6.90834491131476,11.677506038576,5.08760680283922,WBGene00001070,WBGene00001070,History: N.A.
WBGene00017736,F23C8.7,2.09414788992362,2.6562004365415702e-20,17.790320080489,13.9873075629698,13.9319895790315,68.0666423570911,53.9093088310494,73.23145357022,WBGene00017736,WBGene00017736,History: N.A.
WBGene00000893,cyn-17,-2.8271652461777,3.90391977841114e-20,73.405547367223,67.4792359038695,43.266793712346,7.82967640668461,11.1661172370174,6.88491407793453,WBGene00000893,WBGene00000893,"History: Split into ZC250.5(WBGene00045306). History of WBGene00000893: Split into ""WBGene00045306"" on 2007-03-02"
WBGene00010492,meg-1,3.59418714296872,7.13638354118523e-20,1.23669084602947,1.04371741979833,2.93931598324353,20.1905393090266,23.933095153773,19.5714917957158,WBGene00010492,WBGene00010492,History: N.A.
WBGene00004906,snf-7,1.87234030537434,7.14566914478079e-20,6.52205492956996,6.1192318275809,6.37769916798783,24.5550339255861,20.0860260742926,25.0801705564829,WBGene00004906,WBGene00004906,History: N.A.
WBGene00001074,dpy-13,-2.05520091433486,7.2181242884086e-20,2119.62040077284,1852.27428429737,1434.53103568289,452.557730414907,476.685115248033,371.5436659611,WBGene00001074,WBGene00001074,History: N.A.
WBGene00016422,noah-1,-4.2035855348254,9.62408783509762e-20,124.862682056228,159.207011124149,55.1075423776545,5.28907972544026,9.37560097160327,3.71854520770674,WBGene00016422,WBGene00016422,History: N.A.
WBGene00019021,F57H12.6,-4.65318681800599,1.0097806407472401e-19,526.636428305277,655.428595175176,145.733381559139,17.0226558047106,23.3301542994211,12.3578659713917,WBGene00019021,WBGene00019021,History: N.A.
WBGene00004115,pqn-26,-1.80100981102765,1.4891641637006e-19,33.8986306311973,28.7180701757897,26.2117397819581,8.56936165208809,8.59873559018999,8.31116676065164,WBGene00004115,WBGene00004115,History: N.A.
WBGene00002227,klp-17,1.70741039185545,1.5589982004936e-19,20.041553796784,17.4598882250967,18.3774819435094,63.2567814648909,53.3326783135005,66.0223610753168,WBGene00002227,WBGene00002227,"History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
WBGene00006952,wrt-6,-3.44234371800078,1.71285473335936e-19,125.703589770609,103.685585217677,67.3651249063796,6.93644867490769,13.8502044968041,6.43729320654908,WBGene00006952,WBGene00006952,History: N.A.
WBGene00008202,clec-197,4.82495459956474,1.71285473335936e-19,0.730937634542837,1.42764123645058,0.375248707172521,24.2024165591808,15.5360653369034,29.9340019053265,WBGene00008202,WBGene00008202,History: N.A.
WBGene00001069,dpy-7,-4.39053275150487,1.81446858714488e-19,162.804175800508,221.631859887282,51.6473260300464,6.2503465493181,8.41536872415599,6.09224304922496,WBGene00001069,WBGene00001069,History: N.A.
WBGene00010573,K04H4.2,-3.26616677856049,2.15335754967044e-19,113.385233509717,116.140034046544,56.7552097216669,7.8763734791975,13.6611471047851,8.19280410057553,WBGene00010573,WBGene00010573,History: N.A.
WBGene00009035,gfat-2,1.87711049070572,2.2136267746333e-19,38.7063567435363,33.5426049529961,49.734182311597,149.472284952665,146.4376784451,152.460549263224,WBGene00009035,WBGene00009035,History: N.A.
WBGene00001064,dpy-2,-4.30443516331678,2.5548378394768e-19,148.16956036441,201.349171725747,50.6835164699755,5.31840399469256,8.69503354580468,6.19634954392943,WBGene00001064,WBGene00001064,History: N.A.
WBGene00009094,F23H12.5,-4.03423264473326,3.04126999697129e-19,31.0631918918693,35.1251614087405,15.391236110063,1.00607610314743,2.63172650298221,1.29660714128302,WBGene00009094,WBGene00009094,History: N.A.
WBGene00001065,dpy-3,-4.68760614462096,3.15259070320748e-19,183.284475334254,244.747623375646,48.6097409557677,6.06794753374686,7.23756737826735,5.16430124242964,WBGene00001065,WBGene00001065,History: N.A.
WBGene00019272,H42K12.3,-4.1430077312854,3.25011289139923e-19,230.422750981062,227.438755182254,102.114027404621,7.15712187488011,17.6344524388213,6.82810386696842,WBGene00019272,WBGene00019272,History: N.A.
WBGene00001772,gst-24,-3.03383918676409,3.2864737964876503e-19,51.0117528107264,72.283729971866,36.20162527617,6.70509312488768,5.64715532805205,7.15437752820168,WBGene00001772,WBGene00001772,History: N.A.
WBGene00000711,col-138,-1.87711209985281,3.7691128100586707e-19,2288.72370309606,1791.30723069308,1753.37564872842,534.837994085565,600.99386470058,452.070437728922,WBGene00000711,WBGene00000711,History: N.A.
WBGene00009926,noah-2,-4.31898805415143,3.7691128100586707e-19,196.950616791187,249.886907450436,71.5537794860239,7.3148854316912,12.8814052351766,5.74349370376923,WBGene00009926,WBGene00009926,History: Renamed on 2005-03-17
WBGene00013567,Y75B12B.1,1.49882299786476,3.99980665554816e-19,46.2616181002548,40.9480936984629,45.2758092244249,129.347400416745,113.934562644943,131.415880055115,WBGene00013567,WBGene00013567,History: N.A.
WBGene00012256,lpr-5,-4.40490741380424,4.23037352843708e-19,115.342770507964,151.701030061666,43.4052141784692,4.37857728230329,7.28799748600552,2.95273626269412,WBGene00012256,WBGene00012256,History: N.A.
WBGene00020339,ttr-59,2.15701984835667,4.23037352843708e-19,8.08183582989157,11.2311514548169,9.34143345774106,46.5155862471013,38.1940982343075,42.952705739071,WBGene00020339,WBGene00020339,History: N.A.
WBGene00010353,memi-3,1.83641988209975,5.5128954730437e-19,14.0681762908115,13.738729301427,16.0023936835634,56.3150522298973,44.5840963346232,55.8645656077995,WBGene00010353,WBGene00010353,History: N.A.
WBGene00004398,rol-8,-3.61557024691432,7.629467186137442e-19,903.569980974244,880.892932118569,417.293815189966,50.6832497396512,89.3472569758312,39.4925211722139,WBGene00004398,WBGene00004398,History: N.A.
WBGene00010314,F59B2.12,4.76427377282086,8.2436459605316995e-19,0.453875519996851,0.574579073050057,0.0323625805417642,8.72051590758588,7.95552053793727,11.3165967255156,WBGene00010314,WBGene00010314,History: N.A.
WBGene00012261,lpr-3,-4.45775014605595,8.2436459605316995e-19,178.392914912047,254.590034583219,58.4727167855746,6.70686251217489,10.2881648601559,5.34102851261576,WBGene00012261,WBGene00012261,History: N.A.
WBGene00001066,dpy-4,-2.0079697929332,9.49370715819768e-19,1885.3289903321,1685.86797802371,1376.35656860864,449.522338436365,452.124904730775,328.364467088549,WBGene00001066,WBGene00001066,History: N.A.
WBGene00004397,rol-6,-3.46409859267013,9.49370715819768e-19,654.882066580748,608.312534269597,274.2371711624,42.2516698798715,63.3936088125101,33.5871535288994,WBGene00004397,WBGene00004397,History: N.A.
WBGene00021596,spsb-2,2.18711867540364,9.643736223329133e-19,7.97741934630124,6.49217085529317,9.69974274470364,37.6343433837126,32.7685651337411,40.2386159731392,WBGene00021596,WBGene00021596,History: N.A.
WBGene00015083,egg-1,1.95970796123006,1.06585012695229e-18,34.7605434456864,28.2887707510162,43.8388744513644,143.123769896865,129.962360112718,143.094740500487,WBGene00015083,WBGene00015083,History: N.A.
WBGene00008001,C38C10.3,1.75449774827699,1.24984814364533e-18,26.3985190398168,21.7305391565054,21.3217734423142,79.2823477848517,70.3726369884515,84.6866579747043,WBGene00008001,WBGene00008001,History: N.A.
WBGene00002114,ins-31,5.57745819034374,1.69042771212914e-18,0.989269017710031,0.178907856622675,0.282150473886187,24.2824200651893,15.9405272103685,28.8280397407294,WBGene00002114,WBGene00002114,History: N.A.
WBGene00017483,lgc-22,-2.98644722250851,1.87105026979033e-18,115.690459353043,98.5709792988599,64.167528926501,9.06795186595075,16.3625747651687,9.59967624703596,WBGene00017483,WBGene00017483,History: N.A.
WBGene00009500,F36H2.3,-2.70596196747281,1.92289986526969e-18,16.07048735681,15.6524898499689,8.58816041159752,1.87552282644058,2.30730236158505,1.98293514268866,WBGene00009500,WBGene00009500,"History: Split into ""WBGene00044404"" on 2005-05-27"
WBGene00021931,Y55F3AM.14,-4.04375612583641,1.9631220143874698e-18,21.5463875198505,24.398640565465,12.1354952567303,0.552130159234592,1.89652926538917,1.016531886521,WBGene00021931,WBGene00021931,History: N.A.
WBGene00007938,C34F6.1,-4.21377306509838,2.01098090834744e-18,34.2127877626542,44.9129544231388,12.6028021050902,1.3571579901115,2.316278339308,1.24933799478333,WBGene00007938,WBGene00007938,History: N.A.
WBGene00010830,M02G9.1,-1.97681030937046,2.18442934802762e-18,15.1419640829199,13.4516614571248,13.0864590369011,3.51848204742401,4.2127620181867,2.8315390499553,WBGene00010830,WBGene00010830,History: N.A.
WBGene00000755,col-182,-2.58571018919946,2.29964216921113e-18,106.216442452596,88.800326981121,56.6041218943425,13.1172740860582,15.1722341231134,13.5537584869466,WBGene00000755,WBGene00000755,History: N.A.
WBGene00044623,bus-8,-3.664057519872,2.68532763410703e-18,50.6338981014437,43.4291282554397,37.3701554188506,2.1052520596303,5.97318654771528,2.21485647074329,WBGene00044623,WBGene00044623,"History: Split into T23F2.13(WBGene00303081). History of WBGene00044623: Renamed on 2008-04-18; Renamed on 2008-04-18; Split into ""WBGene00303081"" on 2018-03-02"
WBGene00017991,clec-180,-3.79154135142731,2.99191367870999e-18,57.7100736480199,60.0681092006309,29.1532100676386,2.58201062588216,5.71242892729048,2.27045415214548,WBGene00017991,WBGene00017991,History: N.A.
WBGene00020948,era-1,2.08105508289392,3.1623897723770698e-18,13.530728796283,11.5052519220943,18.6185306316241,64.0536980746832,60.4412804822964,60.7405309782707,WBGene00020948,WBGene00020948,History: N.A.
WBGene00012540,Y37A1B.7,-4.28192740947865,3.1899237107919696e-18,111.862786531354,123.392164410172,41.6584424013935,4.62000160386542,6.8383050674518,2.67779190013562,WBGene00012540,WBGene00012540,History: N.A.
WBGene00012186,mlt-11,-4.23203112550857,3.2304780662541897e-18,56.2251775406418,73.2474370376003,21.8336892890439,2.60193033270749,3.92855051004825,1.51386127571983,WBGene00012186,WBGene00012186,History: Renamed on 2005-03-17
WBGene00007709,clec-87,1.88650627441103,3.4997557328746896e-18,125.530935019084,96.1113418082799,146.909029375475,445.389935877956,435.947163352879,482.059804977928,WBGene00007709,WBGene00007709,History: Renamed on 2006-06-15
WBGene00005017,sqt-2,-3.51566607615269,3.729705756005501e-18,1020.49071394813,907.262993862998,506.571504731997,54.1016199934783,110.772309734667,47.8310781268569,WBGene00005017,WBGene00005017,History: N.A.
WBGene00013926,nep-1,-2.40603460455396,3.8186270517226095e-18,134.752991737396,129.208400081871,78.6130461805492,19.925351146387,25.3209760009747,19.3435943672975,WBGene00013926,WBGene00013926,History: N.A.
WBGene00015218,B0507.1,-2.300698577986,4.03842649918577e-18,12.4908562307279,13.8997709980689,11.324298938779,2.6453383951766,2.98130334584918,1.98790070055672,WBGene00015218,WBGene00015218,History: N.A.
WBGene00050940,C25D7.16,1.87813848077149,4.03842649918577e-18,24.5114867198299,20.0193973870482,22.3259285559359,85.1284318238062,75.083107327202,86.0047583989887,WBGene00050940,WBGene00050940,History: N.A.
WBGene00005016,sqt-1,-3.49218357575358,4.13003864238433e-18,1335.90404887962,1248.49459665936,556.917604983741,78.8298017383826,132.707301714696,67.5223604622433,WBGene00005016,WBGene00005016,History: N.A.
WBGene00000252,bli-2,-4.20994809593996,4.52189927703887e-18,971.489137629097,922.166627965795,355.588873270379,31.1863251091158,66.5556416439691,23.689708229568,WBGene00000252,WBGene00000252,History: N.A.
WBGene00018640,F49E10.2,-3.92980510195042,5.10326697474098e-18,42.9697574640249,49.8967152063702,18.1472923303429,1.90405450106899,3.66227023709876,1.68404937019847,WBGene00018640,WBGene00018640,History: N.A.
WBGene00013712,dlc-6,2.37327144385751,5.53906460200004e-18,14.9923430374009,16.7263152270568,13.9119983659146,89.6495784475724,58.5959007459751,88.0554759244459,WBGene00013712,WBGene00013712,History: N.A.
WBGene00000606,col-17,-2.67303331839561,6.09716657379565e-18,657.772113591341,585.241123793947,425.730634483412,76.9366811880757,120.503618599877,64.066005630538,WBGene00000606,WBGene00000606,History: N.A.
WBGene00000615,col-38,-2.11926427422312,6.09716657379565e-18,3196.57951537286,2698.78506685497,2051.19970359022,612.790079688636,705.97408799508,510.132525887078,WBGene00000615,WBGene00000615,History: N.A.
WBGene00004224,ptr-10,-4.50394167336631,6.09716657379565e-18,6.32447137798735,8.13939654019819,3.20910248761184,0.336123674053572,0.271371360758594,0.171900103009784,WBGene00004224,WBGene00004224,History: N.A.
WBGene00000397,cdh-5,-2.77356534307433,7.51026353036593e-18,14.5438338272916,16.4068683889375,9.27623098616835,1.66635524260642,2.552512576586,1.63761762480062,WBGene00000397,WBGene00000397,"History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
WBGene00004243,puf-7,1.80028958106874,7.51026353036593e-18,5.09492049954776,4.4604568615061,5.44922895450421,18.0531887603111,17.305254498231,17.0520124630732,WBGene00004243,WBGene00004243,History: N.A.
WBGene00017307,F09F9.2,-4.34989239793051,7.51026353036593e-18,185.114264968963,173.319525188518,64.7590781985066,5.76547507284903,11.1714938521547,3.68571836584298,WBGene00017307,WBGene00017307,History: N.A.
WBGene00003768,nlp-30,-2.12058147749803,7.845448309787059e-18,47.1835598930059,50.3753407718989,41.9295757800152,12.9440567812003,10.525104020548,8.65307560545555,WBGene00003768,WBGene00003768,History: N.A.
WBGene00019212,zmp-2,-4.50233441669473,8.29558716070856e-18,21.7278406135915,33.757532543788,8.22001498703899,0.775141402769764,1.25899217133042,0.755534078939316,WBGene00019212,WBGene00019212,History: N.A.
WBGene00017429,F13D11.4,-2.3720632080805,8.36539319937859e-18,55.9794308811451,59.8978359657349,65.221042669082,10.1939616503702,15.8359494521657,8.81781624247347,WBGene00017429,WBGene00017429,History: N.A.
WBGene00007225,C01G6.3,2.76844200145909,1.14796065709762e-17,3.11908437762816,1.7379819254637,3.53434638358678,19.9499645565503,21.4641019404057,16.2368944613488,WBGene00007225,WBGene00007225,History: N.A.
WBGene00010738,K10D3.4,-3.68933031966377,1.16051511083651e-17,105.412655836557,134.133054743801,40.4927568246817,5.8516820106712,9.08795883112755,6.74828967799159,WBGene00010738,WBGene00010738,History: N.A.
WBGene00003534,nas-15,-2.99619417826034,1.1931678120337301e-17,77.7371831025682,73.1713532128345,42.6966874358773,6.13682373291966,11.3469177393687,6.70852137062626,WBGene00003534,WBGene00003534,History: N.A.
WBGene00015300,C01F1.5,-4.0010469450998,1.23540684525993e-17,41.0287399944603,45.3413269840711,21.0503773363201,1.5377286183117,3.74310425780943,1.3447849567952,WBGene00015300,WBGene00015300,History: N.A.
WBGene00011393,T03D8.6,-2.74053842514626,1.4978314576053e-17,103.803400601198,91.4451123781184,62.7650118890804,12.0675165240364,17.3950006265303,9.08493571050609,WBGene00011393,WBGene00011393,History: N.A.
WBGene00009701,egg-3,1.68326823085163,1.5058264512235e-17,14.0255454535666,11.5275802758101,15.7286064170009,46.1920968439858,43.2985789699894,43.359400065424,WBGene00009701,WBGene00009701,History: N.A.
WBGene00000647,col-71,-1.99787597447285,1.5423520913935302e-17,2301.29141320559,1877.61992927446,1577.22576861593,521.669398378861,529.01297119496,390.422111942266,WBGene00000647,WBGene00000647,History: N.A.
WBGene00014053,ZK669.3,2.6665377649005,1.65395369050986e-17,2.85065677471706,4.72123461527954,5.52010598182734,30.4776960222167,25.9104773875329,27.2146909896299,WBGene00014053,WBGene00014053,History: N.A.
WBGene00007643,marc-3,1.6106009664361,1.79178379210766e-17,12.6847588218947,11.417963687931,12.5801941829734,41.2866322082995,35.9038935087494,34.9741567663715,WBGene00007643,WBGene00007643,History: N.A.
WBGene00050939,C05G5.7,-3.83672440358887,1.80953276592847e-17,13.9774138631288,15.4476353621514,12.0702759178086,0.788705968746971,1.52823900366991,0.484031257793859,WBGene00050939,WBGene00050939,History: N.A.
WBGene00008218,nasp-2,1.63382356210508,1.8138474518057e-17,71.3537901469958,61.1831411556881,85.2715162178835,235.138037185347,216.705580792279,224.402234315429,WBGene00008218,WBGene00008218,History: N.A.
WBGene00015546,C06G1.2,-2.79660137348822,2.1177911565928e-17,85.4741967479588,75.3236756353669,43.5425421171088,8.02915266701591,11.5771292653298,9.70104608693575,WBGene00015546,WBGene00015546,History: N.A.
WBGene00000708,col-135,5.98456653136238,2.25679273199775e-17,0.0519046274265685,0.0,0.222056613971281,7.16977941498205,6.39721249682486,5.38690609341807,WBGene00000708,WBGene00000708,History: N.A.
WBGene00001716,grl-7,-3.92023816887827,2.26204910745767e-17,370.04171115112,315.529595771553,164.567299690357,12.8129777251881,31.7760062077941,11.4531598758742,WBGene00001716,WBGene00001716,History: N.A.
WBGene00012257,lpr-4,-4.52294070696713,2.4970354144309402e-17,201.676270653633,269.780682665154,57.7204913829697,7.28743873498821,10.8781818172945,4.8126088450411,WBGene00012257,WBGene00012257,History: N.A.
WBGene00000902,daf-6,-2.79385947334877,2.52792637904154e-17,8.91210493217913,8.05196209928344,6.79594138831445,0.946854411705701,1.59616804372115,0.836765912785115,WBGene00000902,WBGene00000902,History: N.A.
WBGene00016805,C50D2.1,-3.38560173560335,2.52792637904154e-17,29.2021462249652,23.4208208383646,16.9373711882595,1.34819557843615,3.44998733789986,1.78069091256316,WBGene00016805,WBGene00016805,History: N.A.
WBGene00020550,T17H7.1,-4.39609682203261,2.52792637904154e-17,44.3039050258363,75.944137946412,17.279136260067,1.69716037567522,3.06536018092328,1.74088060248622,WBGene00020550,WBGene00020550,History: N.A.
WBGene00001714,grl-5,-3.5080581333183,2.59040069260784e-17,357.153034278157,284.527387693133,150.694264833438,20.3333227555023,34.2625726626351,14.9284130273667,WBGene00001714,WBGene00001714,History: N.A.
