...1,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
R06F6.8,279.599962181281,1.90035944621529,1.34414772406274e-10,1.02715288580461e-07,R06F6.8,WBGene00011071,"Public name for WBGene00011071. History: Split into R06F6.12(WBGene00023418). History of WBGene00011071: Split into ""WBGene00023418"" on 2004-07-05"
T01H10.8,49.3775805061918,3.31724377474276,1.31763911482552e-10,1.02715288580461e-07,T01H10.8,WBGene00011361,Sequence name for WBGene00011361(lyst-1). History: N.A.
Y47G6A.33,575.16432476402,-1.58651135529043,1.32181243848774e-10,1.02715288580461e-07,Y47G6A.33,WBGene00045399,Public name for WBGene00045399. History: N.A.
lin-41,151.998152334489,1.7552412338774,1.77013475362067e-10,1.30904320086303e-07,lin-41,WBGene00003026,Public name for WBGene00003026. History: Renamed on 2005-08-24
sdc-2,243.629376257508,1.74283753807353,2.69191264407846e-10,1.92850304267184e-07,sdc-2,WBGene00004746,Public name for WBGene00004746. History: N.A.
F46A8.7,26815.9216427123,-1.75264302772636,5.96648188351003e-10,4.14489688422629e-07,F46A8.7,WBGene00009750,Public name for WBGene00009750. History: N.A.
F31E9.11,225.032197308607,-1.596621509068,6.310606155378231e-10,4.25501900329547e-07,F31E9.11,WBGene00195233,Public name for WBGene00195233. History: N.A.
F35C5.3,27.7250780277486,3.06983777826405,6.74048636163979e-10,4.29237916223867e-07,F35C5.3,WBGene00009391,Public name for WBGene00009391. History: N.A.
F52C9.1,237.649380763881,1.4708517112341,6.64673626600583e-10,4.29237916223867e-07,F52C9.1,WBGene00018672,Sequence name for WBGene00018672(sorf-2). History: Renamed on 2016-01-19
lag-1,936.224308815692,1.85051377940368,7.636712264509301e-10,4.73166563956421e-07,lag-1,WBGene00002245,Public name for WBGene00002245. History: N.A.
F08H9.4,191.029000291202,-2.61738203463297,8.89180076772683e-10,5.36432980526678e-07,F08H9.4,WBGene00008592,Public name for WBGene00008592. History: N.A.
T28F4.4,582.039409993906,2.19406573230166,9.59324522109849e-10,5.63910632547905e-07,T28F4.4,WBGene00012139,Public name for WBGene00012139. History: N.A.
Y69A2AR.32,69.6910816034086,-2.30023182511622,1.6877156645669402e-09,9.67272040254929e-07,Y69A2AR.32,WBGene00022101,Public name for WBGene00022101. History: N.A.
Y37F4.15,2063.71539724885,-1.61167525218617,1.9295413751360703e-09,1.07889600060962e-06,Y37F4.15,WBGene00220142,Public name for WBGene00220142. History: N.A.
C08A9.10,77.6779849103197,-1.80258136786403,2.6174479593501503e-09,1.42869034447862e-06,C08A9.10,WBGene00044773,Public name for WBGene00044773. History: N.A.
Y42A5A.1,559.79038203636,1.29289107204721,3.2357393786129504e-09,1.72510058731865e-06,Y42A5A.1,WBGene00012776,Public name for WBGene00012776. History: N.A.
ins-10,679.503820172279,-1.47162843675101,3.4398520706266e-09,1.79224110725261e-06,ins-10,WBGene00002093,Public name for WBGene00002093. History: N.A.
tat-1,371.558766855492,1.3397052543452,3.95074291886524e-09,2.01268403144412e-06,tat-1,WBGene00013034,Public name for WBGene00013034. History: N.A.
dig-1,4457.87105983893,2.0025254171854,4.552605223669231e-09,2.26887988592646e-06,dig-1,WBGene00000998,Public name for WBGene00000998. History: N.A.
chd-7,2533.46462591285,1.5492567193404,4.7730257815184e-09,2.32811949024063e-06,chd-7,WBGene00007053,Public name for WBGene00007053. History: N.A.
F45F2.10,541.375974699399,1.33410502566381,5.762881337598711e-09,2.75237613884272e-06,F45F2.10,WBGene00018482,Public name for WBGene00018482. History: N.A.
T28C6.7,557.822386137819,1.28866757243505,6.25894883999619e-09,2.92829392156965e-06,T28C6.7,WBGene00012121,"Public name for WBGene00012121. History: Split into ""WBGene00044793"" on 2006-03-22"
C48E7.6,555.019908756834,1.86165952795432,7.221390013004091e-09,3.29751375767495e-06,C48E7.6,WBGene00016751,Public name for WBGene00016751. History: N.A.
F46A8.13,11030.4384739827,-1.71745451517428,7.33579941729215e-09,3.29751375767495e-06,F46A8.13,WBGene00219950,Public name for WBGene00219950. History: N.A.
F31B12.5,28.6019633241439,2.68331627425198,7.831946838422931e-09,3.45283425520857e-06,F31B12.5,WBGene00196556,Public name for WBGene00196556. History: N.A.
glh-1,680.273990158106,-2.81168272935038,8.275760667179141e-09,3.57965685462419e-06,glh-1,WBGene00001598,Public name for WBGene00001598. History: N.A.
T24B8.7,127.656119346212,1.73883924188186,9.10785077190755e-09,3.86661998048112e-06,T24B8.7,WBGene00011980,Public name for WBGene00011980. History: N.A.
nhr-230,53.8154017998859,-2.52835150509691,1.02345569909604e-08,4.26594943668668e-06,nhr-230,WBGene00012446,Public name for WBGene00012446. History: N.A.
ZC376.6,515.671377738592,2.11548111719057,1.21282259080962e-08,4.9649924811269e-06,ZC376.6,WBGene00013877,Sequence name for WBGene00013877(ints-2). History: N.A.
enu-3.1,359.431521737373,-1.75376810578143,1.25197366619414e-08,5.03535022763169e-06,enu-3.1,WBGene00010362,Public name for WBGene00010362. History: Renamed on 2014-04-28
gcy-8,38.4247282984031,2.98497574225968,1.65740416585884e-08,6.55103284522652e-06,gcy-8,WBGene00001535,Public name for WBGene00001535. History: N.A.
spat-3,408.20588451041,1.51483246269503,2.42326860939326e-08,9.41583607971872e-06,spat-3,WBGene00020496,Public name for WBGene00020496. History: N.A.
F39E9.10,539.24554094384,-1.63710395868562,2.67157179141067e-08,1.02076305530149e-05,F39E9.10,WBGene00023036,Public name for WBGene00023036. History: N.A.
hgap-1,220.327936660273,1.43889557297104,2.72152933428793e-08,1.02280426210739e-05,hgap-1,WBGene00021209,Public name for WBGene00021209. History: N.A.
mig-38,1182.66941231349,1.35319014918478,3.12547158990078e-08,1.15566832578186e-05,mig-38,WBGene00009587,Public name for WBGene00009587. History: N.A.
asc-1,68631.5714693793,-1.45747700620578,3.22636169043046e-08,1.17403717068442e-05,asc-1,WBGene00000208,Other name for WBGene00000208(trip-4). History: Renamed on 2017-11-13
ego-2,232.632858344704,1.64331945580898,3.35467286129367e-08,1.18316731300242e-05,ego-2,WBGene00001215,Public name for WBGene00001215. History: N.A.
npp-7,252.914853597896,1.51063128829518,3.34872628991891e-08,1.18316731300242e-05,npp-7,WBGene00003793,Public name for WBGene00003793. History: N.A.
grdn-1,22.6691835606867,2.49787124151551,3.46875938129764e-08,1.2048683153977e-05,grdn-1,WBGene00013082,Public name for WBGene00013082. History: N.A.
F57C7.4,64.1008532280151,2.78396008227927,3.54009871326613e-08,1.21129497017352e-05,F57C7.4,WBGene00010200,Public name for WBGene00010200. History: N.A.
igdb-1,312.769147902417,1.44903528841559,4.25859040656074e-08,1.43570860397655e-05,igdb-1,WBGene00011418,Public name for WBGene00011418. History: N.A.
F48B9.3,16.6986767169775,2.81613310140584,4.640811481934e-08,1.49845920032869e-05,F48B9.3,WBGene00018589,Public name for WBGene00018589. History: N.A.
atm-1,105.538157346941,1.58733846375437,4.53075300467196e-08,1.49845920032869e-05,atm-1,WBGene00000227,Public name for WBGene00000227. History: N.A.
plx-1,146.16994866751,1.8281079336313,4.58269717258426e-08,1.49845920032869e-05,plx-1,WBGene00004047,Public name for WBGene00004047. History: N.A.
C46C2.5,164.761471654085,-1.85262222128994,4.7069482693456e-08,1.49870540381594e-05,C46C2.5,WBGene00008113,Public name for WBGene00008113. History: N.A.
Y53F4B.45,65580.8194735962,-1.45451100449995,4.96754898989029e-08,1.56001452867445e-05,Y53F4B.45,WBGene00044728,Public name for WBGene00044728. History: N.A.
dhc-1,2681.39706012563,1.61250378916787,5.14784914995124e-08,1.57352589016843e-05,dhc-1,WBGene00000962,Public name for WBGene00000962. History: N.A.
sra-12,224.300094314041,2.37700584803321,5.09766827488517e-08,1.57352589016843e-05,sra-12,WBGene00005038,Public name for WBGene00005038. History: N.A.
ebax-1,555.22751759967,1.28873606970011,6.63562597165726e-08,2.00160165000319e-05,ebax-1,WBGene00004140,Public name for WBGene00004140. History: Renamed on 2013-07-10
cbp-1,2146.00453770728,1.26293529615864,7.12683701051863e-08,2.1218537463135e-05,cbp-1,WBGene00000366,Public name for WBGene00000366. History: N.A.
smg-1,595.198156583511,1.62931111544198,7.93838808647786e-08,2.33317367798083e-05,smg-1,WBGene00004879,Public name for WBGene00004879. History: N.A.
ebp-1,502.307597046262,1.35182603655044,9.38291850238245e-08,2.72282793249516e-05,ebp-1,WBGene00013344,Public name for WBGene00013344. History: N.A.
nra-3,399.971274412128,1.11314228172448,1.00467912780688e-07,2.87903362562159e-05,nra-3,WBGene00007651,Public name for WBGene00007651. History: N.A.
Y17D7C.9,413.65708849936,-1.69641522992463,1.03340141556864e-07,2.9247811669026e-05,Y17D7C.9,WBGene00219343,Public name for WBGene00219343. History: N.A.
let-413,1210.77414304677,1.44851114454472,1.11893153556355e-07,3.128232372292e-05,let-413,WBGene00002632,Public name for WBGene00002632. History: N.A.
srp-8,10.8679498045293,2.87822440412688,1.26569713800322e-07,3.49591649261732e-05,srp-8,WBGene00005649,Public name for WBGene00005649. History: N.A.
dyf-2,205.468160787353,1.82347334555981,1.28114767006588e-07,3.49646551622147e-05,dyf-2,WBGene00001118,Public name for WBGene00001118. History: N.A.
C44E4.1,1529.83536651099,1.39231451326779,1.39763843371876e-07,3.769513069765e-05,C44E4.1,WBGene00016650,Sequence name for WBGene00016650(ubr-4). History: N.A.
iff-1,177.846254646007,-1.37998685890211,1.51844260613329e-07,4.00118353397768e-05,iff-1,WBGene00002064,Public name for WBGene00002064. History: N.A.
zyg-12,188.917230033562,1.34982594987234,1.50686375030282e-07,4.00118353397768e-05,zyg-12,WBGene00006997,Public name for WBGene00006997. History: N.A.
sel-5,253.73123960098,1.08941965461018,1.78687667856489e-07,4.65501680182956e-05,sel-5,WBGene00004762,Public name for WBGene00004762. History: N.A.
symk-1,264.090895938927,1.19541121386937,1.81729283248354e-07,4.68106047018935e-05,symk-1,WBGene00017797,Public name for WBGene00017797. History: N.A.
nhl-2,227.105005550662,1.32988331312414,1.85744138133388e-07,4.7313159630088e-05,nhl-2,WBGene00003598,Public name for WBGene00003598. History: N.A.
W03F11.1,577.226676850055,-1.45993596354693,1.91182477464607e-07,4.81632779766607e-05,W03F11.1,WBGene00021005,Sequence name for WBGene00021005(ule-1). History: N.A.
ZK328.7,215.691040212412,2.18216252853198,1.97653922839182e-07,4.87227546353575e-05,ZK328.7,WBGene00022696,Sequence name for WBGene00022696(ift-139). History: N.A.
ifta-1,267.441519360758,1.88362200601568,1.96095695224729e-07,4.87227546353575e-05,ifta-1,WBGene00016935,Public name for WBGene00016935. History: Renamed on 2018-06-11
pat-10,3678.38154242824,-1.2252134350156,2.08394412174693e-07,5.08238499904769e-05,pat-10,WBGene00003934,Public name for WBGene00003934. History: Renamed on 2015-03-05
mca-3,4645.78706783707,1.20258006342728,2.1105250706802e-07,5.09303023635197e-05,mca-3,WBGene00003153,Public name for WBGene00003153. History: Renamed on 2007-10-09
ZK970.7,32.6440776822543,2.14750234205547,2.35111069980802e-07,5.61450133261446e-05,ZK970.7,WBGene00014173,Public name for WBGene00014173. History: N.A.
C08F11.11,2813.65299769405,-1.33993487486712,2.43952671054388e-07,5.76558245765138e-05,C08F11.11,WBGene00007458,Sequence name for WBGene00007458(ule-4). History: N.A.
dpy-27,483.675814075969,1.23158251918561,2.48928032399102e-07,5.8231379007647e-05,dpy-27,WBGene00001086,Public name for WBGene00001086. History: N.A.
lbp-1,326.342463624789,-1.44056149262951,2.51682071350129e-07,5.82809240979969e-05,lbp-1,WBGene00002253,Public name for WBGene00002253. History: N.A.
par-1,4638.77658181139,1.67712318517313,2.7260181767055e-07,6.24939667009736e-05,par-1,WBGene00003916,Public name for WBGene00003916. History: N.A.
pgp-4,129.362604891677,2.01309394500539,2.9004761603368e-07,6.58350653224961e-05,pgp-4,WBGene00003998,Public name for WBGene00003998. History: N.A.
Y54E10A.11,895.08772683502,1.95996023427873,3.11879025750268e-07,7.00963398561263e-05,Y54E10A.11,WBGene00021831,Public name for WBGene00021831. History: N.A.
rpom-1,58.9111242343449,1.8325287223929,3.42625486671227e-07,7.62591192421154e-05,rpom-1,WBGene00013680,Public name for WBGene00013680. History: N.A.
M01E11.3,49.0332942820011,2.25566795832846,3.56169312794078e-07,7.85113605365793e-05,M01E11.3,WBGene00019712,Sequence name for WBGene00019712(rmh-1). History: N.A.
lec-2,6577.08374294909,1.72881677682996,4.33980669390937e-07,9.34254034469232e-05,lec-2,WBGene00002265,Public name for WBGene00002265. History: N.A.
lin-59,2248.6926657767,1.59561535522021,4.3605313713504e-07,9.34254034469232e-05,lin-59,WBGene00003040,Public name for WBGene00003040. History: N.A.
sec-24.1,610.257574845482,0.983921911900901,4.30626019172538e-07,9.34254034469232e-05,sec-24.1,WBGene00004755,Public name for WBGene00004755. History: N.A.
crb-1,127.909333940811,1.6880312226655,4.44621075400342e-07,9.4379056977341e-05,crb-1,WBGene00000792,Public name for WBGene00000792. History: N.A.
cid-1,128.143125516632,1.53149982377215,4.66385797085486e-07,9.8090774295273e-05,cid-1,WBGene00019629,Public name for WBGene00019629. History: Renamed on 2007-05-15; Renamed on 2010-02-04
F22G12.5,365.683292973921,1.36680086256349,4.91002805767178e-07,0.0001023294483837,F22G12.5,WBGene00009065,Public name for WBGene00009065. History: N.A.
unc-70,3389.79567783349,1.18286329567211,5.66911306253422e-07,0.000117085060323,unc-70,WBGene00006803,Public name for WBGene00006803. History: N.A.
icd-2,764.689441700044,-1.09425687533405,5.94264957384354e-07,0.0001216386084646,icd-2,WBGene00022042,Public name for WBGene00022042. History: N.A.
R04E5.8,475.877527239168,1.57143239244784,6.43931011892173e-07,0.0001306382163506,R04E5.8,WBGene00019871,Public name for WBGene00019871. History: N.A.
set-26,54.7581370510851,1.82183743814454,6.5404784319712e-07,0.0001315267263622,set-26,WBGene00013106,Public name for WBGene00013106. History: N.A.
dop-6,146.320180228265,1.62344642990869,6.69019307177118e-07,0.0001333675444959,dop-6,WBGene00016037,Public name for WBGene00016037. History: N.A.
C33D9.5,282.711474358953,1.74927917924589,7.03931737046433e-07,0.0001391175437223,C33D9.5,WBGene00007899,Public name for WBGene00007899. History: N.A.
C05E7.3,194.951734435037,-1.78345490144056,7.12564816172714e-07,0.0001396200718868,C05E7.3,WBGene00007345,Public name for WBGene00007345. History: N.A.
npp-8,257.03141339984,1.44543758722473,7.55725329000193e-07,0.00014682206074,npp-8,WBGene00003794,Public name for WBGene00003794. History: N.A.
D1007.15,300.492291162529,1.05885570649845,9.18625103665708e-07,0.0001769704243826,D1007.15,WBGene00017010,Public name for WBGene00017010. History: N.A.
ebp-3,215.956352368678,1.26598707335077,9.6331106708013e-07,0.0001840325517734,ebp-3,WBGene00007062,Public name for WBGene00007062. History: Renamed on 2008-01-18
F39C12.1,840.999315144765,1.60154713348501,1.01103354608085e-06,0.0001896967938403,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
W09G3.6,282.703782987039,1.0657587481313,1.02605899394553e-06,0.0001896967938403,W09G3.6,WBGene00012369,Public name for WBGene00012369. History: N.A.
Y45F10C.4,119.152222272305,-1.56887707734825,1.00955362280585e-06,0.0001896967938403,Y45F10C.4,WBGene00012880,Public name for WBGene00012880. History: N.A.
unc-31,172.00646600415,1.4129301510236,1.01818631797396e-06,0.0001896967938403,unc-31,WBGene00006767,Public name for WBGene00006767. History: N.A.
atl-1,706.489359903008,1.41359478809542,1.04611551799397e-06,0.000191857586,atl-1,WBGene00000226,Public name for WBGene00000226. History: N.A.
lat-1,1088.76365619401,1.11877080347898,1.05604944259891e-06,0.0001921423291395,lat-1,WBGene00002251,Public name for WBGene00002251. History: N.A.
dcr-1,328.051957446319,1.49329614070123,1.12487056005075e-06,0.0002030524219619,dcr-1,WBGene00000939,Public name for WBGene00000939. History: N.A.
alg-1,534.378638925724,1.00332645427357,1.21851452922622e-06,0.0002172592762147,alg-1,WBGene00000105,Public name for WBGene00000105. History: N.A.
gcy-9,19.0409364530581,2.48400705693608,1.2320046197567e-06,0.0002172592762147,gcy-9,WBGene00001536,Public name for WBGene00001536. History: N.A.
let-716,173.264153723431,1.53057982785496,1.22358080879661e-06,0.0002172592762147,let-716,WBGene00002850,Public name for WBGene00002850. History: N.A.
D1086.10,2632.41928349608,-1.56068457544864,1.31678035268619e-06,0.00023043656172,D1086.10,WBGene00044080,Public name for WBGene00044080. History: N.A.
F21C10.7,356.951477070045,1.68096586457476,1.35653675494961e-06,0.0002338240985505,F21C10.7,WBGene00017657,Public name for WBGene00017657. History: N.A.
F39E9.7,310.230003911447,-1.22007559777399,1.34809044818522e-06,0.0002338240985505,F39E9.7,WBGene00018199,Public name for WBGene00018199. History: N.A.
ajm-1,401.191353071267,1.74194559323006,1.39630970149777e-06,0.0002388835813943,ajm-1,WBGene00000100,Public name for WBGene00000100. History: N.A.
rme-8,525.101256155957,1.70969634936784,1.45973013469225e-06,0.0002478838025023,rme-8,WBGene00004378,Public name for WBGene00004378. History: N.A.
Y105C5A.1,215.327630696019,1.21729372202145,1.49019872516033e-06,0.0002511971012816,Y105C5A.1,WBGene00013632,Public name for WBGene00013632. History: N.A.
C08F11.12,352.451203915899,-1.35976812708233,1.50310375172647e-06,0.0002515230183089,C08F11.12,WBGene00007459,Public name for WBGene00007459. History: N.A.
gck-4,34.5619287848799,2.12258272495578,1.60300613456493e-06,0.0002662964901079,gck-4,WBGene00007287,Public name for WBGene00007287. History: Renamed on 2006-04-27
unc-2,4332.89005216678,1.63515032199069,1.63595579087525e-06,0.0002698150108332,unc-2,WBGene00006742,Public name for WBGene00006742. History: N.A.
sym-2,179.498032779996,1.86101235961814,1.68574292870608e-06,0.0002760404045756,sym-2,WBGene00006367,Public name for WBGene00006367. History: N.A.
cpn-3,1235.05952758799,-1.26235330490741,1.87887690307582e-06,0.0003054840638511,cpn-3,WBGene00000779,Public name for WBGene00000779. History: N.A.
gcy-33,534.906250187253,-1.54783471425767,1.90406681207183e-06,0.0003073995187799,gcy-33,WBGene00001553,Public name for WBGene00001553. History: N.A.
ctr-9,773.693833037017,1.3687265384921,2.17054687831518e-06,0.0003479705397578,ctr-9,WBGene00007184,Public name for WBGene00007184. History: Renamed on 2014-11-12
hpo-27,412.558675963173,1.75416422045432,2.27667544853068e-06,0.0003624498934553,hpo-27,WBGene00016418,Public name for WBGene00016418. History: N.A.
F55H12.4,86.8971582559971,-1.56339631163236,2.32998629426274e-06,0.0003683788675584,F55H12.4,WBGene00010135,Public name for WBGene00010135. History: N.A.
F46A8.8,33.7261062076867,-1.88814571919155,2.36642748110831e-06,0.0003715777397562,F46A8.8,WBGene00009751,"Public name for WBGene00009751. History: Split into Y53H1A.6(WBGene00044781). History of WBGene00009751: Split into ""WBGene00044781"" on 2006-03-15"
Y22D7AL.10,118.404981523992,-1.37827503276241,2.67570626902856e-06,0.0004172827633842,Y22D7AL.10,WBGene00021248,Public name for WBGene00021248. History: N.A.
Y45F10C.2,352.747554281079,-1.359180832862,2.73946146328675e-06,0.0004215582818166,Y45F10C.2,WBGene00012878,Public name for WBGene00012878. History: N.A.
let-2,319.367151381079,2.05095145540817,2.73989897451161e-06,0.0004215582818166,let-2,WBGene00002280,Public name for WBGene00002280. History: N.A.
F09C3.9,85.4211634126368,1.78889139729041,2.88233517386894e-06,0.0004405168924063,F09C3.9,WBGene00200766,Public name for WBGene00200766. History: N.A.
lin-25,854.429966217852,1.56110287923497,3.12467829690771e-06,0.0004743923838186,lin-25,WBGene00003011,Public name for WBGene00003011. History: Renamed on 2014-11-12
C11E4.6,472.957420695478,1.21689603638576,3.18166735505561e-06,0.0004798666060174,C11E4.6,WBGene00007520,Public name for WBGene00007520. History: N.A.
rimb-1,1285.41447962723,1.3945781995739,3.43854643460272e-06,0.0005152201111978,rimb-1,WBGene00006513,Public name for WBGene00006513. History: N.A.
lin-15B,177.171074251191,1.23565019802305,3.51758331244934e-06,0.0005236402431032,lin-15B,WBGene00023497,Public name for WBGene00023497. History: N.A.
twk-4,80.6359945303452,2.00920153957532,3.58003629048628e-06,0.0005277956150704,twk-4,WBGene00006659,Public name for WBGene00006659. History: N.A.
ubr-1,837.621124150675,1.42737961296978,3.59154268052275e-06,0.0005277956150704,ubr-1,WBGene00016326,Public name for WBGene00016326. History: N.A.
F19G12.1,44.0717627539597,-1.62377965851229,3.77227062997355e-06,0.0005473373683047,F19G12.1,WBGene00017609,Public name for WBGene00017609. History: N.A.
T08A11.1,376.119882999211,1.64183323107617,3.76701938347448e-06,0.0005473373683047,T08A11.1,WBGene00011604,Public name for WBGene00011604. History: N.A.
F46H5.4,466.681689780427,1.57939835390942,3.97311229729979e-06,0.0005692724963474,F46H5.4,WBGene00018520,Public name for WBGene00018520. History: N.A.
nmy-2,734.23404725842,1.26323344019041,3.96454775010176e-06,0.0005692724963474,nmy-2,WBGene00003777,Public name for WBGene00003777. History: N.A.
tpa-1,872.746290902541,1.12613933708823,4.12492230792467e-06,0.0005873530677588,tpa-1,WBGene00006599,Public name for WBGene00006599. History: Renamed on 2011-03-29
C18C4.5,78.2125265567737,1.38215631038466,4.15761768590158e-06,0.0005883542311684,C18C4.5,WBGene00015968,"Public name for Dead gene WBGene00015966. History of WBGene00015966: Merged into ""WBGene00015968"" on 2017-09-21"
fbxa-24,10829.0891841582,-1.28141896795622,4.29949056534141e-06,0.0006046982896346,fbxa-24,WBGene00018803,Public name for WBGene00018803. History: N.A.
T08D2.3,33.3633507872885,1.81060569288804,4.64221928450501e-06,0.0006449871339228,T08D2.3,WBGene00011608,Public name for WBGene00011608. History: N.A.
T14B4.1,97.5412566429412,1.39093961581693,4.6371680859693e-06,0.0006449871339228,T14B4.1,WBGene00020498,Public name for WBGene00020498. History: N.A.
Y106G6D.5,144.59404192425,1.57627957398539,4.70629345855568e-06,0.0006476010277076,Y106G6D.5,WBGene00014965,Public name for WBGene00014965. History: N.A.
Y39H10A.6,650.333377717731,1.59741192402457,4.71752984197068e-06,0.0006476010277076,Y39H10A.6,WBGene00021482,Sequence name for WBGene00021482(gid-7). History: N.A.
F39E9.20,84.2014346946696,-1.48570038653933,4.86645934078395e-06,0.0006640689308778,F39E9.20,WBGene00195027,Public name for WBGene00195027. History: N.A.
T24H10.12,31.3078494014149,2.1755501367589,5.1346780432548e-06,0.000696523633974,T24H10.12,WBGene00220092,Public name for WBGene00220092. History: N.A.
F55F10.1,428.135448670889,1.1031174295142,5.58884460998507e-06,0.0007536721334347,F55F10.1,WBGene00018898,Public name for WBGene00018898. History: N.A.
C17H11.6,564.022157512098,1.03132462613033,5.77778285336035e-06,0.0007745945725923,C17H11.6,WBGene00015926,Public name for WBGene00015926. History: N.A.
R08E3.1,58.4841250556311,1.96045635311395,5.85938383914802e-06,0.0007809672936771,R08E3.1,WBGene00019957,Public name for WBGene00019957. History: N.A.
let-711,511.918257493051,1.10920097449884,5.94677673258578e-06,0.0007880338531475,let-711,WBGene00002845,Public name for WBGene00002845. History: Renamed on 2007-04-12
frm-3,499.485021130149,1.23252914380824,6.02398624609343e-06,0.0007891421982382,frm-3,WBGene00001490,Public name for WBGene00001490. History: N.A.
vha-18,90.6313662518376,-1.65994698390779,6.02175410276162e-06,0.0007891421982382,vha-18,WBGene00018698,Public name for WBGene00018698. History: N.A.
