# Note: The workbook which this sheet was a part of contained links which did not update.
gene,OP50_N2_1,OP50_N2_1(rpm),OP50_N2_2,OP50_N2_2(rpm),OP50_hj41_1,OP50_hj41_1(rpm),OP50_hj41_2,OP50_hj41_2(rpm),average of OP50_N2,average of OP50_hj41,average rpm of OP50_N2,average rpm of OP50_hj41,N2/hj41 ratio,Input,Suggested Match,History
F48A11.1,1072,38.7489524770123,1106,39.7280089755127,216,6.36869113696675,163,6.24959669972218,1089.0,189.5,39.2384807262625,6.30914391834446,6.21930347985449,F48A11.1,WBGene00000497,Sequence name for WBGene00000497(chs-2). History: N.A.
ZK402.2,3383,122.283308050124,3367,120.94412859001,711,20.9636083258489,498,19.0938598555929,3375.0,604.5,121.613718320067,20.0287340907209,6.07196230022392,ZK402.2,WBGene00022729,Public name for WBGene00022729. History: N.A.
K10F12.4,376,13.5910504956685,392,14.0808133077767,81,2.38825917636253,58,2.22378287474777,384.0,69.5,13.8359319017226,2.30602102555515,5.99991576329696,K10F12.4,WBGene00019636,Sequence name for WBGene00019636(gsto-3). History: N.A.
K11D2.2,521,18.8322800751151,562,20.1872884667614,118,3.47919238037999,79,3.02894563974265,541.5,98.5,19.5097842709383,3.25406901006132,5.99550415514103,K11D2.2,WBGene00010769,Sequence name for WBGene00010769(asah-1). History: Renamed on 2004-08-25
R06C1.4,4918,177.768048770473,4695,168.646475714315,1036,30.5461297124887,811,31.0946191624214,4806.5,923.5,173.207262242394,30.820374437455,5.61989480672566,R06C1.4,WBGene00011059,Public name for WBGene00011059. History: N.A.
F17C11.17,1,0.0361464108927354,3,0.107761326335025,1,0.0294846811896609,0,0.0,2.0,0.5,0.0719538686138804,0.0147423405948304,4.88076287147455,F17C11.17,WBGene00077761,"Sequence name for WBGene00077761(zip-9). History: Split into F17C11.26(WBGene00303011). History of WBGene00077761: Split into ""WBGene00303011"" on 2018-03-06"
Y39A3CL.2,1989,71.8952112656507,2091,75.1096444555127,532,15.6858503928996,400,15.3364336189501,2040.0,466.0,73.5024278605817,15.5111420059249,4.73868576746352,Y39A3CL.2,WBGene00006513,Sequence name for WBGene00006513(rimb-1). History: N.A.
Y47H10A.5,16589,599.632810299587,17100,614.239560109645,4867,143.50194335008,3580,137.261080889604,16844.5,4223.5,606.936185204616,140.381512119842,4.32347661767943,Y47H10A.5,WBGene00012961,Public name for WBGene00012961. History: N.A.
C36A4.11,12759,461.192056580411,12611,452.992695470335,4021,118.557903063626,2994,114.793205637842,12685.0,3507.5,457.092376025373,116.675554350734,3.9176362055356,C36A4.11,WBGene00044167,Public name for WBGene00044167. History: N.A.
F53H10.2,5811,210.046793697685,5787,207.871598500264,2185,64.424028399409,1804,69.1673156214651,5799.0,1994.5,208.959196098975,66.7956720104371,3.12833436373429,F53H10.2,WBGene00010012,Sequence name for WBGene00010012(saeg-1). History: N.A.
ZK402.5,8026,290.111093825094,8237,295.876681673868,3169,93.4369546900354,2501,95.8910512024857,8131.5,2835.0,292.993887749481,94.6640029462605,3.09509294589845,ZK402.5,WBGene00022731,Public name for WBGene00022731. History: N.A.
Y71A12B.4,3711,134.139330822941,3841,137.970418150944,1896,55.902955535597,1473,56.4764168017838,3776.0,1684.5,136.054874486943,56.1896861686904,2.42134960637588,Y71A12B.4,WBGene00006616,Sequence name for WBGene00006616(trp-4). History: N.A.
ZC123.4,1838,66.4371032208476,1749,62.8248532533198,856,25.2388870983497,775,29.7143401367159,1793.5,815.5,64.6309782370837,27.4766136175328,2.35221774912767,ZC123.4,WBGene00022519,Sequence name for WBGene00022519(cdk-14). History: N.A.
F36A2.3,1006,36.3632893580918,1026,36.8543736065787,537,15.8332737988479,404,15.4897979551396,1016.0,470.5,36.6088314823352,15.6615358769938,2.33749944895968,F36A2.3,WBGene00009453,Public name for WBGene00009453. History: N.A.
K01A11.4,1926,69.6179873794083,2013,72.3078499708021,1007,29.6910739579885,810,31.056278078374,1969.5,908.5,70.9629186751052,30.3736760181813,2.33632961096404,K01A11.4,WBGene00004976,Sequence name for WBGene00004976(spe-41). History: N.A.
B0001.6,1393,50.3519503735804,1347,48.3848355244264,685,20.1970066149177,583,22.3528519996198,1370.0,634.0,49.3683929490034,21.2749293072688,2.32049621580347,B0001.6,WBGene00007091,Sequence name for WBGene00007091(eri-12). History: N.A.
H37A05.4,289,10.4463127480005,293,10.5246895387208,179,5.2777579329493,123,4.71595333782716,291.0,151.0,10.4855011433607,4.99685563538823,2.09841986810692,H37A05.4,WBGene00044200,Public name for WBGene00044200. History: N.A.
C08B6.8,2058,74.3893136172494,2079,74.6785991501726,1210,35.6764642394897,985,37.7659677866647,2068.5,1097.5,74.533956383711,36.7212160130772,2.02972462451047,C08B6.8,WBGene00007429,Public name for WBGene00007429. History: N.A.
CD4.8,9062,327.558775509968,9479,340.489870776569,5548,163.581011240239,4389,168.27901788393,9270.5,4968.5,334.024323143268,165.930014562084,2.01304341486868,CD4.8,WBGene00016993,Public name for WBGene00016993. History: N.A.
C37A5.9,1711,61.8465090374702,1695,60.8851493792894,1069,31.5191241917475,814,31.2096424145635,1703.0,941.5,61.3658292083798,31.3643833031555,1.95654505989301,C37A5.9,WBGene00004202,Sequence name for WBGene00004202(pry-1). History: N.A.
T25D3.3,829,29.9653746300776,800,28.7363536893401,527,15.5384269869513,382,14.6462941060974,814.5,454.5,29.3508641597089,15.0923605465243,1.94474973409433,T25D3.3,WBGene00020797,Public name for WBGene00020797. History: N.A.
Y71G12B.11,1193,43.1226681950333,1148,41.2366675442031,785,23.1454747338838,595,22.8129450081883,1170.5,690.0,42.1796678696182,22.9792098710361,1.83555779795471,Y71G12B.11,WBGene00006771,"Sequence name for WBGene00006771(tln-1). History: Renamed on 2011-08-12. Public name for Dead gene WBGene00022151. History of WBGene00022151: Merged into ""WBGene00006771"" on 2013-01-31"
F13B9.1,2099,75.8713164638516,2165,77.7677571717767,1438,42.3989715507324,1091,41.8301226956865,2132.0,1264.5,76.8195368178141,42.1145471232094,1.82406180441814,F13B9.1,WBGene00017419,Sequence name for WBGene00017419(sec-16A.2). History: N.A.
F54D10.2,3573,129.151126119744,3388,121.698457874355,2311,68.1390982293063,1862,71.3910984962128,3480.5,2086.5,125.424791997049,69.7650983627596,1.79781574082895,F54D10.2,WBGene00018803,Sequence name for WBGene00018803(fbxa-24). History: N.A.
T13H2.4,3060,110.60801733177,3032,108.910780482599,2157,63.5984573260985,1545,59.2369748531949,3046.0,1851.0,109.759398907185,61.4177160896467,1.78709671891702,T13H2.4,WBGene00004148,Sequence name for WBGene00004148(pqn-65). History: N.A.
C13B9.4,3283,118.66866696085,3328,119.543231347655,2222,65.5149616034265,1768,67.7870365957596,3305.5,1995.0,119.105949154253,66.650999099593,1.78700920861335,C13B9.4,WBGene00015735,Sequence name for WBGene00015735(pdfr-1). History: Renamed on 2012-08-29
C39F7.5,1091,39.4357342839743,1080,38.7940774806092,731,21.5533019496421,581,22.2761698315251,1085.5,656.0,39.1149058822917,21.9147358905836,1.78486777470582,C39F7.5,WBGene00016540,Public name for WBGene00016540. History: N.A.
Y61A9LA.3,1620,58.5571856462313,1635,58.7299228525889,1121,33.0523276136099,867,33.2417198690744,1627.5,994.0,58.6435542494101,33.1470237413421,1.76919516838152,Y61A9LA.3,WBGene00022015,Public name for WBGene00022015. History: N.A.
C27D8.3,3253,117.584274634068,3404,122.273184948142,2430,71.647775290876,1780,68.2471296043281,3328.5,2105.0,119.928729791105,69.947452447602,1.71455464916245,C27D8.3,WBGene00007779,Public name for WBGene00007779. History: N.A.
T16G12.1,738,26.6760512388387,746,26.7966498153097,541,15.9512125236065,478,18.3270381746454,742.0,509.5,26.7363505270742,17.139125349126,1.55996003194163,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
C46G7.3,4499,162.622702606416,4107,147.52525575265,3499,103.166899482623,2599,99.6484774391284,4303.0,3049.0,155.073979179533,101.407688460876,1.52921323356426,C46G7.3,,Sequence name for Suppressed gene WBGene00016723. Molecular name for Suppressed gene WBGene00016723. Public name for Suppressed gene WBGene00016723. History of WBGene00016723: Killed on 2012-07-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F10G8.7,1592,57.5450861412347,1547,55.5689239467615,1251,36.8853361682658,998,38.2644018792806,1569.5,1124.5,56.5570050439981,37.5748690237732,1.5051816949306,F10G8.7,WBGene00008665,Sequence name for WBGene00008665(ercc-1). History: N.A.
Y102A5C.36,2094,75.6905844093879,2065,74.1757129606092,1683,49.6227184421993,1317,50.4952076903933,2079.5,1500.0,74.9331486849985,50.0589630662963,1.49689774008622,Y102A5C.36,WBGene00044213,Public name for WBGene00044213. History: N.A.
F23A7.7,206,7.44616064390349,165,5.9268729484264,166,4.89445707748371,109,4.17917816116391,185.5,137.5,6.68651679616494,4.53681761932381,1.4738341624501,F23A7.7,,Sequence name for Suppressed gene WBGene00009072. Molecular name for Suppressed gene WBGene00009072. Public name for Suppressed gene WBGene00009072. History of WBGene00009072: Killed on 2009-03-30; Suppressed on 2012-11-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K10C8.2,441,15.9405672036963,415,14.9069834763452,339,9.99530692329504,287,11.0038911215967,428.0,313.0,15.4237753400207,10.4995990224459,1.46898708293984,K10C8.2,WBGene00010735,Sequence name for WBGene00010735(frpr-15). History: N.A.
F25G6.1,2076,75.0399490133186,2070,74.3553151711675,1712,50.4777741966994,1340,51.3770526234829,2073.0,1526.0,74.6976320922431,50.9274134100912,1.46674702464747,F25G6.1,WBGene00017796,Public name for WBGene00017796. History: N.A.
E02H9.3,1479,53.4605417103556,1501,53.9165836096244,1132,33.3766591066961,1046,40.1047739135546,1490.0,1089.0,53.68856265999,36.7407165101254,1.46128240708626,E02H9.3,WBGene00017101,Public name for WBGene00017101. History: N.A.
C28A5.4,349,12.6150974015646,374,13.4342453497665,315,9.28767457474318,227,8.7034260787542,361.5,271.0,13.0246713756656,8.99555032674869,1.44790156272442,C28A5.4,WBGene00000463,Sequence name for WBGene00000463(ceh-43). History: Renamed on 2013-07-26
F58A4.14,437,15.7959815601254,462,16.5952442555939,370,10.9093320401745,300,11.5023252142126,449.5,335.0,16.1956129078596,11.2058286271936,1.44528472160972,F58A4.14,WBGene00043992,Sequence name for WBGene00043992(bbs-4). History: N.A.
F39F10.4,168,6.07259702997954,182,6.53752046432488,157,4.62909494677676,110,4.21751924521129,175.0,133.5,6.30505874715221,4.42330709599402,1.42541736540572,F39F10.4,WBGene00018204,Public name for WBGene00018204. History: N.A.
Y74C9A.5,672,24.2903881199182,714,25.6471956677361,597,17.6023546702276,471,18.0586505863138,693.0,534.0,24.9687918938271,17.8305026282707,1.40034144939013,Y74C9A.5,WBGene00022279,Sequence name for WBGene00022279(sesn-1). History: N.A.
F56D12.4,2749,99.3664835441296,2887,103.702316376406,2317,68.3160063164443,2017,77.333966523556,2818.0,2167.0,101.534399960268,72.8249864200002,1.39422477025527,F56D12.4,WBGene00002176,Sequence name for WBGene00002176(jip-1). History: N.A.
T12B5.10,1510,54.5810804480304,1477,53.0544929989442,1320,38.9197791703524,1033,39.6063398209387,1493.5,1176.5,53.8177867234873,39.2630594956455,1.3706977350926,T12B5.10,WBGene00020456,Sequence name for WBGene00020456(fbxa-60). History: N.A.
Y59A8B.11,632,22.8445316842088,605,21.7318674775635,552,16.2755440166928,427,16.3716428882293,618.5,489.5,22.2881995808861,16.323593452461,1.36539786082003,Y59A8B.11,WBGene00013348,Sequence name for WBGene00013348(fbxa-106). History: N.A.
T07F10.5,1595,57.6535253739129,1653,59.376490810599,1409,41.5439157962322,1157,44.3606342428132,1624.0,1283.0,58.515008092256,42.9522750195227,1.36232616469464,T07F10.5,WBGene00011591,Public name for WBGene00011591. History: N.A.
F47B10.1,306,11.060801733177,340,12.2129503179696,306,9.02231244403623,215,8.24333307018569,323.0,260.5,11.6368760255733,8.63282275711096,1.34798041764356,F47B10.1,WBGene00009812,Sequence name for WBGene00009812(suca-1). History: N.A.
T27F6.2,926,33.471576486673,990,35.5612376905584,924,27.2438454192467,635,24.3465883700833,958.0,779.5,34.5164070886157,25.795216894665,1.33809330735864,T27F6.2,WBGene00012103,Sequence name for WBGene00012103(clec-12). History: N.A.
T20H12.1,682,24.6518522288455,783,28.1257061734416,684,20.167521933728,523,20.0523869567773,732.5,603.5,26.3887792011436,20.1099544452527,1.31222471303873,T20H12.1,WBGene00004751,"Public name for Dead gene WBGene00020643. History of WBGene00020643: Merged into ""WBGene00004751"" on 2014-11-13"
W05F2.4,2218,80.1727393600871,2240,80.4617903301523,2085,61.475560280443,1590,60.9623236353268,2229.0,1837.5,80.3172648451197,61.2189419578849,1.31196754266634,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
Y119D3B.7,107,3.86766596552269,113,4.05900995861929,106,3.12537620610405,77,2.9522634716479,110.0,91.5,3.96333796207099,3.03881983887598,1.30423591137834,Y119D3B.7,WBGene00022485,Sequence name for WBGene00022485(fbxa-63). History: N.A.
C26C6.3,2396,86.606800498994,2277,81.7908466882843,2114,62.3306160349431,1754,67.2502614190963,2336.5,1934.0,84.1988235936391,64.7904387270197,1.29955631182546,C26C6.3,WBGene00003552,Sequence name for WBGene00003552(nas-36). History: N.A.
M01E11.7,3143,113.608169435867,3024,108.623416945706,2864,84.4441269271888,2316,88.7979506537212,3083.5,2590.0,111.115793190786,86.621038790455,1.28278065862944,M01E11.7,WBGene00006508,Sequence name for WBGene00006508(tns-1). History: Renamed on 2015-11-05
Y48A6C.5,273,9.86797017371676,271,9.73443981226396,276,8.13777200834641,187,7.16978271685918,272.0,231.5,9.80120499299036,7.6537773626028,1.2805709558368,Y48A6C.5,WBGene00004010,Sequence name for WBGene00004010(pha-1). History: N.A.
Y69A2AR.31,3597,130.018639981169,3669,131.792102107736,3454,101.840088829089,2694,103.290880423629,3633.0,3074.0,130.905371044453,102.565484626359,1.27631016926732,Y69A2AR.31,WBGene00022100,Public name for WBGene00022100. History: N.A.
F54E4.1,953,34.4475295807768,1042,37.4291006803655,938,27.6566309559019,753,28.8708362876736,997.5,845.5,35.9383151305712,28.2637336217878,1.27153459664888,F54E4.1,WBGene00004313,Sequence name for WBGene00004313(rbc-1). History: N.A.
B0416.6,7568,273.556037636221,7572,271.989587669604,7124,210.048868795144,5745,220.269527852171,7570.0,6434.5,272.772812652913,215.159198323658,1.26777202544968,B0416.6,WBGene00001638,Sequence name for WBGene00001638(gly-13). History: N.A.
M70.4,608,21.9770178227831,679,24.3899801938274,600,17.6908087137965,499,19.1322009396403,643.5,549.5,23.1834990083053,18.4115048267184,1.25918545097204,M70.4,WBGene00019786,Public name for WBGene00019786. History: N.A.
K08A2.1,4723,170.719498646389,4599,165.198113271594,4722,139.226664577579,3383,129.707887332271,4661.0,4052.5,167.958805958992,134.467275954925,1.2490682566909,K08A2.1,WBGene00019511,Sequence name for WBGene00019511(lido-8). History: N.A.
F28H6.4,1333,48.1831657200163,1315,47.2353813768528,1255,37.0032748930244,1038,39.7980452411756,1324.0,1146.5,47.7092735484345,38.4006600671,1.24240764260481,F28H6.4,WBGene00009233,Public name for WBGene00009233. History: N.A.
F56F11.3,4779,172.743697656382,4677,167.999907756305,4614,136.042319009095,3615,138.603018831262,4728.0,4114.5,170.371802706344,137.322668920179,1.24066772111293,F56F11.3,WBGene00018990,Sequence name for WBGene00018990(klf-1). History: N.A.
Y66D12A.14,2980,107.716304460351,3151,113.185313093888,3064,90.341063165121,2314,88.7212684856265,3065.5,2689.0,110.45080877712,89.5311658253737,1.23365766276906,Y66D12A.14,WBGene00013440,Sequence name for WBGene00013440(nrps-1). History: N.A.
Y47D3A.22,2514,90.8720769843367,2454,88.1487649420508,2393,70.5568420868585,1951,74.8034549764292,2484.0,2172.0,89.5104209631938,72.6801485316439,1.23156629109285,Y47D3A.22,WBGene00012933,Sequence name for WBGene00012933(mib-1). History: N.A.
C16C2.2,98,3.54234826748807,115,4.13085084284264,103,3.03692216253507,85,3.2589921440269,106.5,94.0,3.83659955516535,3.14795715328099,1.21875850539027,C16C2.2,WBGene00001145,Sequence name for WBGene00001145(eat-16). History: N.A.
F49E7.1,1656,59.8584564383698,1624,58.3347979893604,1630,48.0600303391473,1286,49.3066340849247,1640.0,1458.0,59.0966272138651,48.683332212036,1.21389856710044,F49E7.1,WBGene00004377,"Sequence name for WBGene00004377(rme-6). History: N.A.. Public name for Dead gene WBGene00018633. History of WBGene00018633: Merged into ""WBGene00004377"" on 2005-05-20"
Y92H12BL.5,618,22.3384819317105,662,23.7793326779289,638,18.8112265990036,504,19.3239063598772,640.0,571.0,23.0589073048197,19.0675664794404,1.20932617854947,Y92H12BL.5,WBGene00022366,"Public name for WBGene00022366. History: Split into Y92H12BL.6(WBGene00303097). History of WBGene00022366: Split into ""WBGene00303097"" on 2018-03-02"
R04E5.8,3163,114.331097653722,3268,117.388004820954,3349,98.7441973041743,2465,94.5107721767802,3215.5,2907.0,115.859551237338,96.6274847404772,1.19903308617123,R04E5.8,WBGene00019871,Public name for WBGene00019871. History: N.A.
C55C3.3,540,19.5190618820771,583,20.9416177511066,563,16.5998755097791,448,17.1768056532241,561.5,505.5,20.2303398165919,16.8883405815016,1.19788795820182,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
K02F2.6,727,26.2784407190186,775,27.8383426365482,741,21.8481487615387,609,23.3497201848516,751.0,675.0,27.0583916777834,22.5989344731951,1.19733041882473,K02F2.6,WBGene00004778,Sequence name for WBGene00004778(ser-3). History: N.A.
Y24F12A.3,1090,39.3995878730816,1060,38.0756686383757,1152,33.9663527304893,802,30.749549405995,1075.0,977.0,38.7376282557286,32.3579510682422,1.19715949177474,Y24F12A.3,WBGene00012498,Public name for WBGene00012498. History: N.A.
C56G7.3,193,6.97625730229793,201,7.2200088644467,186,5.48415070127693,168,6.44130211995905,197.0,177.0,7.09813308337232,5.96272641061799,1.19041736859375,C56G7.3,WBGene00008348,Public name for WBGene00008348. History: N.A.
C45G9.7,382,13.8079289610249,316,11.3508597072893,324,9.55303670545013,303,11.6173484663547,349.0,313.5,12.5793943341571,10.5851925859024,1.18839541482794,C45G9.7,WBGene00016678,Sequence name for WBGene00016678(txbp-3). History: N.A.
W02A11.5,560,20.2419900999318,540,19.3970387403046,533,15.7153350740893,468,17.9436273341716,550.0,500.5,19.8195144201182,16.8294812041305,1.17766639266657,W02A11.5,WBGene00012195,Sequence name for WBGene00012195(bath-34). History: N.A.
K04G11.5,660,23.8566311892054,637,22.8813216251371,658,19.4009202227969,531,20.3591156291563,648.5,594.5,23.3689764071712,19.8800179259766,1.17550077138692,K04G11.5,WBGene00002151,Sequence name for WBGene00002151(irk-3). History: N.A.
Y55F3BR.2,4899,177.081266963511,5158,185.27764041202,5186,152.907556649581,4088,156.73835158567,5028.5,4637.0,181.179453687766,154.822954117626,1.17023638206848,Y55F3BR.2,WBGene00021939,Public name for WBGene00021939. History: N.A.
Y47D3A.23,2539,91.7757372566551,2622,94.1833992168122,2640,77.8395583407048,2131,81.7048501049568,2580.5,2385.5,92.9795682367337,79.7722042228308,1.16556348345359,Y47D3A.23,WBGene00012934,Sequence name for WBGene00012934(gly-9). History: Renamed on 2005-09-28
C18D4.2,2658,96.0771601528906,2554,91.7408091532183,2756,81.2597813587054,2087,80.0178424068723,2606.0,2421.5,93.9089846530545,80.6388118827888,1.16456309884072,C18D4.2,WBGene00007672,Sequence name for WBGene00007672(fbxa-136). History: N.A.
ZK909.3,594,21.4709680702848,621,22.3065945513503,649,19.1355580920899,482,18.4804025108349,607.5,565.5,21.8887813108175,18.8079803014624,1.16380286240068,ZK909.3,WBGene00014148,Public name for WBGene00014148. History: N.A.
M01A10.2,2160,78.0762475283084,2076,74.5708378238376,2278,67.1661037500475,1686,64.6430677038748,2118.0,1982.0,76.323542676073,65.9045857269611,1.15809153239013,M01A10.2,WBGene00006594,Sequence name for WBGene00006594(tom-1). History: Renamed on 2006-02-01
Y37E11AL.1,1402,50.677268071615,1451,52.1205615040406,1527,45.0231081766122,1145,43.9005412342447,1426.5,1336.0,51.3989147878278,44.4618247054285,1.15602351294306,Y37E11AL.1,WBGene00021357,Public name for WBGene00021357. History: N.A.
M163.4,1792,64.7743683197818,1860,66.8120223277158,1944,57.3182202327008,1476,56.591440053926,1826.0,1710.0,65.7931953237488,56.9548301433134,1.155182012802,M163.4,WBGene00001583,Sequence name for WBGene00001583(gfi-3). History: N.A.
K01A6.6,121,4.37371571802098,112,4.02308951650762,101,2.97795280015575,112,4.29420141330604,116.5,106.5,4.1984026172643,3.63607710673089,1.15465170127786,K01A6.6,WBGene00010448,Public name for WBGene00010448. History: N.A.
Y20F4.4,16444,594.391580720141,16468,591.537840695066,17659,520.669985128222,13759,527.534975407837,16456.0,15709.0,592.964710707603,524.102480268029,1.1313907738127,Y20F4.4,WBGene00021239,Public name for WBGene00021239. History: N.A.
Y67D8C.10,2133,77.1002944342046,2281,81.934528456731,2225,65.6034156469955,1959,75.1101836488082,2207.0,2092.0,79.5174114454678,70.3567996479019,1.13020222414052,Y67D8C.10,WBGene00003153,Sequence name for WBGene00003153(mca-3). History: Renamed on 2007-10-09
ZK1128.7,213,7.69918552015264,230,8.26170168568528,232,6.84044603600133,192,7.36148813709606,221.5,212.0,7.98044360291896,7.10096708654869,1.12385306193522,ZK1128.7,WBGene00014233,Public name for WBGene00014233. History: N.A.
ZK154.7,1089,39.3634414621888,1091,39.1892023438376,1201,35.4111021087827,901,34.5453167266852,1090.0,1051.0,39.2763219030132,34.9782094177339,1.12287971731052,ZK154.7,WBGene00000075,Sequence name for WBGene00000075(adm-4). History: N.A.
F39C12.1,4608,166.562661393725,4620,165.952442555939,5107,150.578266835598,3815,146.271235640737,4614.0,4461.0,166.257551974832,148.424751238168,1.12014708185732,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
D2045.9,545,19.6997939365408,533,19.1455956455229,561,16.5409061473998,475,18.2120149225033,539.0,518.0,19.4226947910318,17.3764605349515,1.11775897927915,D2045.9,WBGene00008426,Public name for WBGene00008426. History: N.A.
Y6G8.3,245,8.85587066872017,236,8.47722433835533,262,7.72498647169115,204,7.82158114566456,240.5,233.0,8.66654750353775,7.77328380867786,1.11491458653069,Y6G8.3,WBGene00012405,Sequence name for WBGene00012405(ztf-25). History: N.A.
B0391.10,13713,495.67573257208,13604,488.661694487229,14720,434.014507111808,11734,449.894280211902,13658.5,13227.0,492.168713529654,441.954393661855,1.11361878191038,B0391.10,WBGene00007165,Public name for WBGene00007165. History: N.A.
Y45F10A.4,526,19.0130121295788,492,17.6728575189442,577,17.0126610464343,417,15.9882320477555,509.0,497.0,18.3429348242615,16.5004465470949,1.11166293420653,Y45F10A.4,WBGene00012867,Sequence name for WBGene00012867(seld-1). History: N.A.
C26G2.1,829,29.9653746300776,877,31.5022277319391,907,26.7426058390224,746,28.602448699342,853.0,826.5,30.7338011810084,27.6725272691822,1.11062502105601,C26G2.1,WBGene00007750,Sequence name for WBGene00007750(syg-2). History: N.A.
C04G6.6,990,35.784946783808,1041,37.3931802382538,1081,31.8729403660234,888,34.0468826340693,1015.5,984.5,36.5890635110309,32.9599115000464,1.11010806297157,C04G6.6,WBGene00015456,Public name for WBGene00015456. History: N.A.
Y40D12A.1,890,32.1703056945345,918,32.9749658585178,967,28.5116867104021,787,30.1744331452844,904.0,877.0,32.5726357765261,29.3430599278432,1.11006268114589,Y40D12A.1,WBGene00021502,Public name for WBGene00021502. History: N.A.
F33E2.5,760,27.4712722784789,747,26.8325702574213,876,25.8285807221429,603,23.1196736805673,753.5,739.5,27.1519212679501,24.4741272013551,1.10941326097409,F33E2.5,WBGene00009361,Public name for WBGene00009361. History: N.A.
C09G5.7,373,13.4826112629903,388,13.93713153933,417,12.2951120560886,324,12.4225112313496,380.5,370.5,13.7098714011601,12.3588116437191,1.10931955242862,C09G5.7,WBGene00007489,Public name for WBGene00007489. History: N.A.
