# Note: In the following rows commas have been replaced with semicolons to work better with r
# Spermatogenesis genes (Ensembl 2018; D. R. Zerbino et al.; 2018)
chr,start,end,name,score,strand,Input,Suggested Match,History
chrI,8439749,8440464,F10D11.3,45,-,F10D11.3,WBGene00008649,Public name for WBGene00008649. History: N.A.
chrI,10019695,10021025,F10G8.1,46,+,F10G8.1,WBGene00008661,Public name for WBGene00008661. History: N.A.
chrI,11565228,11570794,F15D3.4,47,+,F15D3.4,WBGene00008854,Public name for WBGene00008854. History: N.A.
chrI,4903437,4905139,F21F3.2,48,+,F21F3.2,WBGene00017672,Public name for WBGene00017672. History: N.A.
chrI,4901974,4903174,F21F3.3,49,+,F21F3.3,WBGene00017673,Sequence name for WBGene00017673(icmt-1). History: Renamed on 2015-04-29
chrI,7099829,7101760,F22D6.9,50,+,F22D6.9,WBGene00009054,Public name for WBGene00009054. History: N.A.
chrI,2446764,2448347,F23C8.1,51,+,F23C8.1,WBGene00017731,Public name for WBGene00017731. History: N.A.
chrI,2422335,2425075,F23C8.7,52,-,F23C8.7,WBGene00017736,Public name for WBGene00017736. History: N.A.
chrI,2429684,2432583,F23C8.8,53,-,F23C8.8,WBGene00017737,Public name for WBGene00017737. History: N.A.
chrI,9155531,9157404,F25H5.7,54,+,F25H5.7,WBGene00009129,Public name for WBGene00009129. History: N.A.
chrI,7668530,7669793,F26A3.5,55,+,F26A3.5,WBGene00009143,Public name for WBGene00009143. History: N.A.
chrI,6326876,6327974,F26B1.1,56,+,F26B1.1,WBGene00017815,"Public name for WBGene00017815. History: Split into F26B1.8(WBGene00194703). History of WBGene00017815: Split into ""WBGene00194703"" on 2009-07-23"
chrI,6309115,6310807,F26B1.5,57,+,F26B1.5,WBGene00017817,Public name for WBGene00017817. History: N.A.
chrI,9768874,9771057,F26E4.5,58,-,F26E4.5,WBGene00009160,Public name for WBGene00009160. History: N.A.
chrI,5434809,5435789,F27C1.1,59,+,F27C1.1,WBGene00017851,Public name for WBGene00017851. History: N.A.
chrI,8840626,8841156,F29D10.1,60,+,F29D10.1,WBGene00009250,Public name for WBGene00009250. History: N.A.
chrI,7826435,7831624,F30F8.2,61,-,F30F8.2,WBGene00009271,Sequence name for WBGene00009271(glna-3). History: N.A.
chrI,11512811,11513824,F32B4.2,62,-,F32B4.2,WBGene00009313,Public name for WBGene00009313. History: N.A.
chrI,2692078,2692471,F32B5.4,63,+,F32B5.4,WBGene00017978,Sequence name for WBGene00017978(msrp-1). History: N.A.
chrI,8995570,8997283,F32H2.7,64,-,F32H2.7,WBGene00009344,Public name for WBGene00009344. History: N.A.
chrI,8993994,8998753,F32H2.9,65,+,F32H2.9,WBGene00006532,Sequence name for WBGene00006532(tba-6). History: N.A.
chrI,5852047,5852965,F33D11.1,66,+,F33D11.1,WBGene00018000,Public name for WBGene00018000. History: N.A.
chrI,5847488,5849427,F33D11.2,67,+,F33D11.2,WBGene00018001,Public name for WBGene00018001. History: N.A.
chrI,11741520,11743942,F35E2.5,68,-,F35E2.5,WBGene00009412,Public name for WBGene00009412. History: N.A.
chrI,11707808,11712188,F35E2.6,69,-,F35E2.6,WBGene00009413,Sequence name for WBGene00009413(oac-19). History: N.A.
chrI,11723391,11726273,F35E2.9,70,-,F35E2.9,WBGene00009416,"Public name for WBGene00009416. History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
chrI,8819404,8820107,F36A2.10,71,-,F36A2.10,WBGene00009457,Public name for WBGene00009457. History: N.A.
chrI,8822180,8823630,F36A2.11,72,+,F36A2.11,WBGene00009458,Public name for WBGene00009458. History: N.A.
chrI,8826158,8826646,F36A2.12,73,-,F36A2.12,WBGene00009459,"Public name for WBGene00009459. History: Split into F36A2.14(WBGene00023490). History of WBGene00009459: Split into ""WBGene00023490"" on 2004-08-20"
chrI,11271699,11272378,F36D1.4,74,+,F36D1.4,WBGene00009463,Public name for WBGene00009463. History: N.A.
chrI,9576348,9577899,F42H11.1,75,+,F42H11.1,WBGene00009646,Public name for WBGene00009646. History: N.A.
chrI,8623010,8631063,F43G9.6,76,-,F43G9.6,WBGene00001414,Sequence name for WBGene00001414(fer-1). History: N.A.
chrI,13254129,13257720,F44F1.3,77,+,F44F1.3,WBGene00009695,Sequence name for WBGene00009695(clp-8). History: N.A.
chrI,11253341,11255875,F46A8.10,78,+,F46A8.10,WBGene00009753,Sequence name for WBGene00009753(scrm-6). History: N.A.
chrI,9457448,9458840,F46A9.1,79,+,F46A9.1,WBGene00009754,Public name for WBGene00009754. History: N.A.
chrI,9459279,9460539,F46A9.2,80,+,F46A9.2,WBGene00009755,Public name for WBGene00009755. History: N.A.
chrI,3972164,3974023,F47B3.1,81,+,F47B3.1,WBGene00018525,Public name for WBGene00018525. History: N.A.
chrI,3970376,3971305,F47B3.2,82,+,F47B3.2,WBGene00018526,Public name for WBGene00018526. History: N.A.
chrI,3960976,3962202,F47B3.4,83,+,F47B3.4,WBGene00018528,Public name for WBGene00018528. History: N.A.
chrI,3963117,3964180,F47B3.5,84,-,F47B3.5,WBGene00018529,Public name for WBGene00018529. History: N.A.
chrI,3965740,3967078,F47B3.6,85,-,F47B3.6,WBGene00018530,Public name for WBGene00018530. History: N.A.
chrI,3968166,3970015,F47B3.7,86,-,F47B3.7,WBGene00018531,Public name for WBGene00018531. History: N.A.
chrI,1446667,1465342,F47G6.4,87,+,F47G6.4,WBGene00004969,Sequence name for WBGene00004969(spe-15). History: N.A.
chrI,5330578,5332178,F48C1.7,88,-,F48C1.7,WBGene00004965,Sequence name for WBGene00004965(spe-11). History: N.A.
chrI,9921201,9921929,F52F12.5,89,-,F52F12.5,WBGene00009938,Public name for WBGene00009938. History: N.A.
chrI,8947326,8948704,F53B6.4,90,-,F53B6.4,WBGene00009959,Public name for WBGene00009959. History: N.A.
chrI,8948770,8954387,F53B6.7,91,+,F53B6.7,WBGene00009962,Public name for WBGene00009962. History: N.A.
chrI,118103,120870,F53G12.6,92,+,F53G12.6,WBGene00004962,Sequence name for WBGene00004962(spe-8). History: N.A.
chrI,113806,114711,F53G12.8,93,+,F53G12.8,WBGene00018773,Public name for WBGene00018773. History: N.A.
chrI,5004959,5006029,F54C1.8,94,-,F54C1.8,WBGene00018792,Public name for WBGene00018792. History: N.A.
chrI,7901945,7903195,F55D12.6,95,+,F55D12.6,WBGene00010114,Public name for WBGene00010114. History: N.A.
chrI,5659499,5661215,F55F8.7,96,-,F55F8.7,WBGene00018895,Public name for WBGene00018895. History: N.A.
chrI,8871831,8875246,F55H12.1,97,+,F55H12.1,WBGene00004901,Sequence name for WBGene00004901(snf-2). History: N.A.
chrI,8867790,8868293,F55H12.2,98,+,F55H12.2,WBGene00010133,Public name for WBGene00010133. History: N.A.
chrI,5729795,5735845,F56H1.3,99,-,F56H1.3,WBGene00018994,Public name for WBGene00018994. History: N.A.
chrI,12029875,12031753,F58D5.8,100,-,F58D5.8,WBGene00010247,Public name for WBGene00010247. History: N.A.
chrI,5522398,5525343,F59A3.8,101,-,F59A3.8,WBGene00019081,Public name for WBGene00019081. History: N.A.
chrI,10522141,10523894,F59C6.2,102,+,F59C6.2,WBGene00010323,Sequence name for WBGene00010323(dhhc-12). History: N.A.
chrI,7972467,7977048,H05L14.1,103,-,H05L14.1,WBGene00010366,Public name for WBGene00010366. History: N.A.
chrI,7002868,7003480,H06O01.4,104,-,H06O01.4,WBGene00010371,Public name for WBGene00010371. History: N.A.
chrI,6468130,6469427,K06A5.2,105,+,K06A5.2,WBGene00019430,Public name for WBGene00019430. History: N.A.
chrI,6466851,6467517,K06A5.3,106,+,K06A5.3,WBGene00019431,Public name for WBGene00019431. History: N.A.
chrI,9588652,9589923,K07A1.4,107,-,K07A1.4,WBGene00010611,"Public name for WBGene00010611. History: Split into K07A1.21(WBGene00305018). History of WBGene00010611: Split into ""WBGene00305018"" on 2019-09-26"
chrI,8693444,8695153,K07A12.5,108,-,K07A12.5,WBGene00010623,Public name for WBGene00010623. History: N.A.
chrI,11484759,11486526,K08C9.1,109,-,K08C9.1,WBGene00010650,Public name for WBGene00010650. History: N.A.
chrI,11486885,11488432,K08C9.2,110,-,K08C9.2,WBGene00010651,Public name for WBGene00010651. History: N.A.
chrI,5644753,5646317,M01A12.1,111,+,M01A12.1,WBGene00000630,Sequence name for WBGene00000630(col-53). History: N.A.
chrI,4763241,4765206,M04F3.3,112,-,M04F3.3,WBGene00019769,Sequence name for WBGene00019769(kin-35). History: N.A.
chrI,7177950,7179428,M05B5.1,113,-,M05B5.1,WBGene00010869,Public name for WBGene00010869. History: N.A.
chrI,7186441,7188296,M05B5.3,114,+,M05B5.3,WBGene00010871,Public name for WBGene00010871. History: N.A.
chrI,12165719,12168163,R05D7.2,115,+,R05D7.2,WBGene00011027,Public name for WBGene00011027. History: N.A.
chrI,8211104,8212405,T02E1.6,116,+,T02E1.6,WBGene00011378,Public name for WBGene00011378. History: N.A.
chrI,8208704,8210665,T02E1.7,117,-,T02E1.7,WBGene00011379,Public name for WBGene00011379. History: N.A.
chrI,3838239,3839902,T03F1.5,118,-,T03F1.5,WBGene00020187,Sequence name for WBGene00020187(gsp-4). History: N.A.
chrI,9633169,9635928,T05F1.5,119,-,T05F1.5,WBGene00011491,Public name for WBGene00011491. History: N.A.
chrI,9642334,9643785,T05F1.8,120,+,T05F1.8,WBGene00011493,Public name for WBGene00011493. History: N.A.
chrI,6221246,6223117,T08B2.11,121,-,T08B2.11,WBGene00020349,Public name for WBGene00020349. History: N.A.
chrI,6231499,6232120,T08B2.12,122,-,T08B2.12,WBGene00020350,Public name for WBGene00020350. History: N.A.
chrI,8919321,8920509,T08G11.2,123,-,T08G11.2,WBGene00044684,"Public name for WBGene00044684. History: Split into ""WBGene00001198"" on 2005-11-29"
chrI,6160081,6161667,T09B4.7,124,-,T09B4.7,WBGene00020381,Public name for WBGene00020381. History: N.A.
chrI,6525049,6528690,T10E9.4,125,+,T10E9.4,WBGene00020414,Public name for WBGene00020414. History: N.A.
chrI,6529158,6530055,T10E9.6,126,-,T10E9.6,WBGene00020416,Public name for WBGene00020416. History: N.A.
chrI,3917881,3920175,T20F5.5,127,-,T20F5.5,WBGene00020627,Public name for WBGene00020627. History: N.A.
chrI,4412227,4413222,T21E12.5,128,-,T21E12.5,WBGene00020656,Public name for WBGene00020656. History: N.A.
chrI,6874302,6876927,T21G5.1,129,+,T21G5.1,WBGene00020659,Public name for WBGene00020659. History: N.A.
chrI,6872767,6873683,T21G5.4,130,-,T21G5.4,WBGene00020661,Sequence name for WBGene00020661(smz-2). History: N.A.
chrI,10594462,10598479,T22A3.6,131,+,T22A3.6,WBGene00011909,"Public name for WBGene00011909. History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
chrI,7955972,7958500,T22C1.8,132,-,T22C1.8,WBGene00011918,Public name for WBGene00011918. History: N.A.
chrI,6710870,6712326,T23B3.3,133,+,T23B3.3,WBGene00020711,"Sequence name for WBGene00020711(rmd-5). History: Split into T23B3.8(WBGene00255605). History of WBGene00020711: Split into ""WBGene00255605"" on 2014-12-15"
chrI,6705548,6706379,T23B3.5,134,-,T23B3.5,WBGene00020713,Public name for WBGene00020713. History: N.A.
chrI,6102033,6102467,T27A3.3,135,+,T27A3.3,WBGene00006044,Sequence name for WBGene00006044(ssp-16). History: N.A.
chrI,6098978,6099728,T27A3.4,136,+,T27A3.4,WBGene00020840,Sequence name for WBGene00020840(spch-3). History: N.A.
chrI,6100264,6101683,T27A3.5,137,-,T27A3.5,WBGene00020841,Public name for WBGene00020841. History: N.A.
chrI,12470792,12473394,T27F6.1,138,-,T27F6.1,WBGene00012102,Public name for WBGene00012102. History: N.A.
chrI,7484052,7486036,T28F4.3,139,-,T28F4.3,WBGene00012138,Public name for WBGene00012138. History: N.A.
chrI,3287383,3293173,W01B11.2,140,+,W01B11.2,WBGene00020914,Sequence name for WBGene00020914(sulp-6). History: N.A.
chrI,12561029,12561550,W02D9.5,141,-,W02D9.5,WBGene00012211,Sequence name for WBGene00012211(ssp-37). History: N.A.
chrI,2786136,2787514,W03D8.10,142,+,W03D8.10,WBGene00020991,Public name for WBGene00020991. History: N.A.
chrI,2816462,2817648,W03D8.5,143,+,W03D8.5,WBGene00020987,Public name for WBGene00020987. History: N.A.
chrI,2233752,2234908,W03F11.3,144,-,W03F11.3,WBGene00021006,Sequence name for WBGene00021006(dct-9). History: N.A.
chrI,2235609,2241359,W03F11.4,145,-,W03F11.4,WBGene00021007,Public name for WBGene00021007. History: N.A.
chrI,4968007,4970246,W03G9.5,146,-,W03G9.5,WBGene00021016,Public name for WBGene00021016. History: N.A.
chrI,9056412,9057760,W06D4.2,147,+,W06D4.2,WBGene00012296,Sequence name for WBGene00012296(spe-46). History: N.A.
chrI,4711428,4713447,W09C3.2,148,+,W09C3.2,WBGene00021110,Public name for WBGene00021110. History: N.A.
chrI,4709317,4710709,W09C3.6,149,-,W09C3.6,WBGene00021113,Sequence name for WBGene00021113(gsp-3). History: N.A.
chrI,4714320,4715486,W09C3.7,150,-,W09C3.7,WBGene00021114,Public name for WBGene00021114. History: N.A.
chrI,4716059,4717442,W09C3.8,151,-,W09C3.8,WBGene00021115,Public name for WBGene00021115. History: N.A.
chrI,9930967,9931871,Y106G6A.4,152,+,Y106G6A.4,WBGene00013696,Public name for WBGene00013696. History: N.A.
chrI,10112072,10114188,Y106G6D.3,153,-,Y106G6D.3,WBGene00013700,Public name for WBGene00013700. History: N.A.
chrI,10220444,10221242,Y106G6E.3,154,+,Y106G6E.3,WBGene00013707,Public name for WBGene00013707. History: N.A.
chrI,10329017,10330361,Y106G6G.1,155,+,Y106G6G.1,WBGene00013710,Public name for WBGene00013710. History: N.A.
chrI,10321338,10323245,Y106G6G.4,156,-,Y106G6G.4,WBGene00013713,Public name for WBGene00013713. History: N.A.
chrI,10471204,10471950,Y106G6H.13,157,+,Y106G6H.13,WBGene00013723,Public name for WBGene00013723. History: N.A.
chrI,5101756,5103404,Y110A7A.12,158,-,Y110A7A.12,WBGene00004959,Sequence name for WBGene00004959(spe-5). History: Renamed on 2012-04-24
chrI,12929360,12931101,Y18D10A.21,159,+,Y18D10A.21,WBGene00012486,Public name for WBGene00012486. History: N.A.
chrI,2551376,2551592,Y23H5B.9,160,-,Y23H5B.9,WBGene00021280,Sequence name for WBGene00021280(nspd-8). History: N.A.
chrI,2322030,2327331,Y39G10AR.15,161,-,Y39G10AR.15,WBGene00021471,"Public name for WBGene00021471. History: Split into Y39G10AR.32(WBGene00219275). History of WBGene00021471: Split into ""WBGene00219275"" on 2011-10-03"
chrI,2330896,2332637,Y39G10AR.16,162,-,Y39G10AR.16,WBGene00021472,Public name for WBGene00021472. History: N.A.
chrI,4275888,4276948,Y47D9A.3,163,+,Y47D9A.3,WBGene00021630,Public name for WBGene00021630. History: N.A.
chrI,4277686,4279623,Y47D9A.5,164,-,Y47D9A.5,WBGene00021632,Public name for WBGene00021632. History: N.A.
chrI,3618892,3619700,Y47G6A.26,165,-,Y47G6A.26,WBGene00021650,Public name for WBGene00021650. History: N.A.
chrI,3601294,3602861,Y47G6A.3,166,+,Y47G6A.3,WBGene00021633,Public name for WBGene00021633. History: N.A.
chrI,12020748,12028304,Y53C10A.10,167,+,Y53C10A.10,WBGene00013138,"Public name for WBGene00013138. History: Split into Y53C10A.24(WBGene00305049). History of WBGene00013138: Split into ""WBGene00305049"" on 2019-10-21"
chrI,11967644,11969809,Y53C10A.2,168,-,Y53C10A.2,WBGene00013134,"Other name for WBGene00013134(hsf-2). History: Split into Y53C10A.15(WBGene00044805). History of WBGene00013134: N.A.. Public name for Dead gene WBGene00013133. History of WBGene00013133: Merged into ""WBGene00013134"" on 2014-11-13"
chrI,12011266,12018659,Y53C10A.9,169,+,Y53C10A.9,WBGene00000023,Sequence name for WBGene00000023(abt-5). History: N.A.
chrI,663626,666897,Y65B4A.9,170,-,Y65B4A.9,WBGene00022032,Public name for WBGene00022032. History: N.A.
chrI,9829749,9830569,Y67A6A.1,171,-,Y67A6A.1,WBGene00013449,Public name for WBGene00013449. History: N.A.
chrI,1797436,1798697,Y71G12B.27,172,-,Y71G12B.27,WBGene00022162,Public name for WBGene00022162. History: N.A.
chrI,6655711,6658776,ZC581.2,173,+,ZC581.2,WBGene00022632,Public name for WBGene00022632. History: N.A.
chrI,6640653,6642644,ZC581.6,174,-,ZC581.6,WBGene00006625,"Sequence name for WBGene00006625(try-7). History: Split into ZC581.10(WBGene00195178). History of WBGene00006625: Split into ""WBGene00195178"" on 2010-06-23"
chrI,6660448,6662315,ZC581.7,175,-,ZC581.7,WBGene00022634,Public name for WBGene00022634. History: N.A.
chrI,13214083,13216212,ZK1225.4,176,-,ZK1225.4,WBGene00014238,Public name for WBGene00014238. History: N.A.
chrI,13216593,13218856,ZK1225.5,177,-,ZK1225.5,WBGene00014239,Public name for WBGene00014239. History: N.A.
chrI,13219074,13219534,ZK1225.6,178,+,ZK1225.6,WBGene00006048,Sequence name for WBGene00006048(ssp-31). History: N.A.
chrI,8242099,8243565,ZK265.3,179,+,ZK265.3,WBGene00013956,Sequence name for WBGene00013956(nsph-2). History: N.A.
chrI,6087370,6087766,ZK484.5,180,-,ZK484.5,WBGene00022751,Sequence name for WBGene00022751(msrp-2). History: N.A.
chrI,6090076,6090897,ZK484.6,181,-,ZK484.6,WBGene00022752,Public name for WBGene00022752. History: N.A.
chrI,6095056,6096591,ZK484.7,182,-,ZK484.7,WBGene00022753,Public name for WBGene00022753. History: N.A.
chrI,6097497,6097839,ZK484.8,183,-,ZK484.8,WBGene00022754,Sequence name for WBGene00022754(nspd-1). History: N.A.
chrI,9123073,9124452,ZK858.2,184,-,ZK858.2,WBGene00014116,Public name for WBGene00014116. History: N.A.
chrI,4364906,4366996,ZK973.8,185,-,ZK973.8,WBGene00022834,Public name for WBGene00022834. History: N.A.
chrII,9517508,9518837,AH6.2,186,-,AH6.2,WBGene00007080,Sequence name for WBGene00007080(sfxn-1.1). History: N.A.
chrII,9519036,9520151,AH6.3,187,+,AH6.3,WBGene00007081,Public name for WBGene00007081. History: N.A.
chrII,6916948,6918878,B0252.5,188,-,B0252.5,WBGene00015089,"Public name for WBGene00015089. History: Split into B0252.11(WBGene00305086). History of WBGene00015089: Split into ""WBGene00305086"" on 2019-10-21"
chrII,293863,294642,B0432.11,189,-,B0432.11,WBGene00015192,Public name for WBGene00015192. History: N.A.
chrII,296274,297017,B0432.12,190,-,B0432.12,WBGene00015193,Sequence name for WBGene00015193(clec-117). History: N.A.
chrII,11338385,11339535,B0491.3,191,-,B0491.3,WBGene00007190,Sequence name for WBGene00007190(rmd-3). History: N.A.
chrII,14581389,14582285,C01G12.3,192,-,C01G12.3,WBGene00007244,Public name for WBGene00007244. History: N.A.
chrII,14593448,14597565,C01G12.8,193,+,C01G12.8,WBGene00007248,Sequence name for WBGene00007248(catp-4). History: N.A.
chrII,9267275,9268243,C01G6.2,194,+,C01G6.2,WBGene00007224,Public name for WBGene00007224. History: N.A.
chrII,10572203,10574011,C06A1.3,195,+,C06A1.3,WBGene00007354,Public name for WBGene00007354. History: N.A.
chrII,7772514,7773860,C06A8.6,196,+,C06A8.6,WBGene00015516,Public name for WBGene00015516. History: N.A.
chrII,10360810,10362937,C07E3.4,197,+,C07E3.4,WBGene00007415,"Public name for WBGene00007415. History: Split into emc-5(WBGene00195248). History of WBGene00007415: Split into ""WBGene00195248"" on 2010-08-24"
chrII,14698639,14699256,C09F9.1,198,+,C09F9.1,WBGene00007478,Public name for WBGene00007478. History: N.A.
chrII,10714853,10716395,C09G5.7,199,+,C09G5.7,WBGene00007489,Public name for WBGene00007489. History: N.A.
chrII,11104403,11105988,C09H10.9,200,+,C09H10.9,WBGene00007503,Public name for WBGene00007503. History: N.A.
chrII,10618411,10620445,C14A4.13,201,+,C14A4.13,WBGene00007563,Public name for WBGene00007563. History: N.A.
chrII,6967861,6970520,C15F1.5,202,-,C15F1.5,WBGene00015796,Public name for WBGene00015796. History: N.A.
chrII,4255507,4256942,C16A11.7,203,-,C16A11.7,WBGene00015820,Public name for WBGene00015820. History: N.A.
chrII,9131665,9134477,C16D2.1,204,+,C16D2.1,WBGene00007633,Public name for WBGene00007633. History: N.A.
chrII,5537817,5539085,C17C3.11,205,+,C17C3.11,WBGene00015893,Public name for WBGene00015893. History: N.A.
chrII,5531255,5532265,C17C3.9,206,-,C17C3.9,WBGene00015892,Public name for WBGene00015892. History: N.A.
chrII,5729571,5730403,C18A3.7,207,-,C18A3.7,WBGene00015944,Public name for WBGene00015944. History: N.A.
chrII,8985957,8987998,C18E9.8,208,-,C18E9.8,WBGene00007688,Public name for WBGene00007688. History: N.A.
chrII,5173712,5174186,C27D6.3,209,-,C27D6.3,WBGene00016161,Public name for WBGene00016161. History: N.A.
chrII,6290620,6291625,C29F5.3,210,-,C29F5.3,WBGene00016212,Public name for WBGene00016212. History: N.A.
chrII,6192803,6195175,C30B5.3,211,+,C30B5.3,WBGene00000771,Sequence name for WBGene00000771(cpb-2). History: N.A.
chrII,6321295,6323047,C32D5.4,212,-,C32D5.4,WBGene00016312,Public name for WBGene00016312. History: N.A.
chrII,4836298,4837729,C33F10.12,213,-,C33F10.12,WBGene00016358,Public name for WBGene00016358. History: N.A.
chrII,4823327,4825191,C33F10.8,214,-,C33F10.8,WBGene00016356,Public name for WBGene00016356. History: N.A.
chrII,4825374,4825840,C33F10.9,215,+,C33F10.9,WBGene00003435,Sequence name for WBGene00003435(msp-40). History: N.A.
chrII,5212951,5213923,C34F11.1,216,+,C34F11.1,WBGene00016413,Public name for WBGene00016413. History: N.A.
chrII,5212214,5212778,C34F11.2,217,+,C34F11.2,WBGene00016414,Public name for WBGene00016414. History: N.A.
chrII,5199751,5200211,C34F11.4,218,+,C34F11.4,WBGene00003443,Sequence name for WBGene00003443(msp-50). History: N.A.
chrII,5195883,5199248,C34F11.5,219,+,C34F11.5,WBGene00016416,Public name for WBGene00016416. History: N.A.
chrII,5194320,5194781,C34F11.6,220,+,C34F11.6,WBGene00003442,Sequence name for WBGene00003442(msp-49). History: N.A.
