gene_id,gene_name,log2 fold change (MLE): group rrf3 Embryo vs N2 Embryo,Benjamini-Hochberg adjusted p-values,N2_Embryo_rep1.robustRPKM,N2_Embryo_rep2.robustRPKM,N2_Embryo_rep3.robustRPKM,rrf3_Embryo_rep1.robustRPKM,rrf3_Embryo_rep2.robustRPKM,rrf3_Embryo_rep3.robustRPKM,Input,Suggested Match,History
WBGene00219755,linc-17,4.90540780301784,1.23499462125033e-96,5.90305513009825,9.15115616943622,3.96645637077753,162.465752459431,206.010070314178,191.83075847444,WBGene00219755,WBGene00219755,History: N.A.
WBGene00269431,T16A1.10,4.1683869523685,3.54248721266155e-95,12.9332428377271,22.5046969564732,15.9971910673129,248.251815176758,324.107117467579,341.638698936363,WBGene00269431,WBGene00269431,History: N.A.
WBGene00010102,F55C9.5,3.14004031091649,2.66955501304707e-91,38.6455912070646,43.8381549884713,30.5263741684702,288.200105191545,338.022540726231,366.880279168188,WBGene00010102,WBGene00010102,History: N.A.
WBGene00045410,E01G4.7,2.60590132821089,1.43776089433736e-89,33.0239188603489,31.082692089561,35.8886929486172,180.437858153182,195.155152583572,233.678150983271,WBGene00045410,WBGene00045410,History: N.A.
WBGene00016553,mir-8199,3.74008832568722,5.73069692783728e-84,48.5416516896509,54.6915283080835,61.5058299572516,646.245725692055,742.343649370509,809.682616244136,WBGene00016553,WBGene00016553,History: N.A.
WBGene00001828,hch-1,1.85956109976387,3.69829230970095e-83,44.6021846552611,43.985819415339,43.8352081858471,154.373199290977,162.554019107964,163.648306484503,WBGene00001828,WBGene00001828,History: N.A.
WBGene00219758,linc-11,3.01689140282515,3.86742285962011e-77,10.5690689039735,11.3985130048611,12.7872945443771,78.8667785134847,105.38416983286,96.8420728672445,WBGene00219758,WBGene00219758,History: N.A.
WBGene00001824,hbl-1,2.15281352684271,9.29555881849493e-76,18.540384946533,19.797604213208,20.6931311395819,76.6100983275914,99.1769300402727,86.6329510963645,WBGene00001824,WBGene00001824,History: N.A.
WBGene00018547,clec-78,2.07688510336684,7.96977270389585e-75,3.56630710193532,3.91073757934642,3.63003880783779,14.6685553099364,16.4228049618113,15.7156079042343,WBGene00018547,WBGene00018547,History: N.A.
WBGene00000652,col-76,2.16357528041564,1.96106198797652e-72,18.5639019299611,19.6553922042199,19.8785734208685,81.4877509264484,93.7201672299923,84.893753706504,WBGene00000652,WBGene00000652,History: N.A.
WBGene00001065,dpy-3,1.9992783420318,2.83065822792959e-70,36.3380481014931,40.3360980496437,37.8997942834053,153.840565804408,150.143714572439,153.590751407192,WBGene00001065,WBGene00001065,History: N.A.
WBGene00021019,W04B5.2,2.82397624608605,1.26376030513627e-68,6.608991671557,9.03177181401824,7.06349971710324,49.7938558481264,56.2307782407677,53.7751473430068,WBGene00021019,WBGene00021019,"History: Split into W04B5.8(WBGene00306003). History of WBGene00021019: Split into ""WBGene00306003"" on 2020-01-20"
WBGene00021095,mlt-8,2.05996764149059,1.33924334427636e-68,40.046862643962,42.997724057226,35.8119593254183,153.00529814955,173.622367955445,168.40523585484,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00000695,col-121,2.03268210085871,2.48038184570359e-68,32.4608930682335,34.0378088786777,30.3013303240205,124.46108910878,138.904292401399,132.333889262241,WBGene00000695,WBGene00000695,History: Renamed on 2006-06-15
WBGene00001076,dpy-17,1.57115682036591,1.37146908353398e-67,585.822922595784,641.877111366613,575.423046247316,1726.87468339975,1866.76521218868,1763.50906500809,WBGene00001076,WBGene00001076,History: N.A.
WBGene00012186,mlt-11,1.88168349240815,1.4333755674912102e-67,10.4408282350488,12.3045951197149,10.6550077046815,38.0400484874038,44.2050438307353,40.7281312973719,WBGene00012186,WBGene00012186,History: Renamed on 2005-03-17
WBGene00003893,ost-1,1.81044904925694,5.38556017487386e-66,121.180007813867,134.174066468522,134.464407779101,451.156510766682,500.344930617387,415.293694026385,WBGene00003893,WBGene00003893,History: N.A.
WBGene00002280,let-2,1.77571020899586,1.80527938866264e-65,33.1114233960207,35.5119276600743,36.6178639339144,124.308153239146,128.988399553342,106.996490793336,WBGene00002280,WBGene00002280,History: N.A.
WBGene00008760,F13E9.11,1.82829601088905,1.40310459182253e-64,36.2487408956994,33.7637856101709,32.5836486859872,113.370401050661,125.304287686033,125.761215607383,WBGene00008760,WBGene00008760,History: N.A.
WBGene00003738,nid-1,1.9425730579288,1.61680443029335e-64,14.1477009247164,15.9310015661297,12.9075672767336,50.3426201337171,57.8033989697131,56.9158863826322,WBGene00003738,WBGene00003738,History: N.A.
WBGene00013289,tag-273,1.81044120227193,1.09874561706109e-63,18.8166070479625,19.7195677015217,18.4813797170647,65.5006490542892,71.5550072359975,62.8113766429916,WBGene00013289,WBGene00013289,History: N.A.
WBGene00000039,acn-1,2.04474900501217,1.11657587089432e-63,11.1634869598264,9.95765883602532,10.4817751385281,44.8184939238856,45.7505016096775,39.9538250914522,WBGene00000039,WBGene00000039,History: N.A.
WBGene00000220,atf-2,2.15649798625938,3.12661395653942e-63,19.5063609561682,22.2804497273831,19.7150883516137,85.9444522605282,101.220009239593,86.5089714117367,WBGene00000220,WBGene00000220,History: N.A.
WBGene00001072,dpy-10,1.85362797124225,3.38460020371104e-63,53.6503857113389,58.8370415029719,49.7275979193512,177.416804235226,208.357936029773,200.044218724318,WBGene00001072,WBGene00001072,"History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
WBGene00000170,aqp-2,1.46407590226074,1.08112434658628e-62,475.48113689745,481.495250963407,513.152067598989,1293.70070466488,1372.97802291223,1389.22678665322,WBGene00000170,WBGene00000170,History: N.A.
WBGene00001075,dpy-14,1.62096949204598,1.09483027238355e-61,555.00991647683,594.869561955803,520.425645410219,1590.01383268231,1844.0952659253,1702.77802197896,WBGene00001075,WBGene00001075,History: N.A.
WBGene00001263,emb-9,1.78674351784477,1.93840820472215e-61,19.9841766891987,20.7251774509219,22.3069620322593,74.44635863901,78.2892701754853,64.6686712619087,WBGene00001263,WBGene00001263,History: N.A.
WBGene00001064,dpy-2,2.08668514112476,1.1202863730176e-59,30.5695084432258,34.4841987094816,27.5940052829362,118.387942502144,146.135433908715,128.387956361097,WBGene00001064,WBGene00001064,History: N.A.
WBTransposon00000645,WBTransposon00000645,3.57145650959091,1.83143633164853e-59,2.13146044778508,2.32993868694704,1.50039810369959,22.7344263932871,27.2291112806899,20.5593533688959,,,
WBGene00000149,apl-1,1.66362635053642,2.15137564420911e-58,50.7270000364233,51.2051233610652,56.4009133883809,159.853776589901,182.82801456938,158.922647333039,WBGene00000149,WBGene00000149,History: N.A.
WBGene00019477,K07C11.4,2.0547790980086,1.33988335372219e-57,16.7264004617351,18.6182713625538,15.7593251055127,62.1291435911227,76.5802777565906,73.3000901598706,WBGene00019477,WBGene00019477,History: N.A.
WBGene00001069,dpy-7,2.06013988412055,1.81210212999122e-57,27.0324686853144,36.1868758730177,29.2970543419323,120.719686037999,135.208934020593,128.818943530043,WBGene00001069,WBGene00001069,History: N.A.
WBGene00000100,ajm-1,1.62897555906688,2.0791336105758e-57,17.3106659785604,18.3370829182386,19.7529726784659,55.0496020657434,61.629840443442,54.6413123477535,WBGene00000100,WBGene00000100,History: N.A.
WBGene00000473,cey-2,-1.72233187644411,2.24289340095406e-56,613.681823856253,636.476502410283,599.864532667235,203.284709512998,160.066188640624,197.49091438775,WBGene00000473,WBGene00000473,History: N.A.
WBGene00019994,cdh-1,2.00651051969067,2.29678804983192e-56,2.78924037467121,3.22983783820379,2.87910869519578,11.8637494768545,12.3693219904717,11.4469730873043,WBGene00019994,WBGene00019994,History: N.A.
WBGene00022033,Y65B4BL.1,1.75473009053888,3.0345804342243696e-56,35.4988084436687,42.3402466484889,41.2234997144952,134.339235965921,136.731361532703,130.251014531014,WBGene00022033,WBGene00022033,"History: Split into Y65B4BM.3(WBGene00302974). History of WBGene00022033: Split into ""WBGene00302974"" on 2018-03-06"
WBGene00219687,linc-12,3.2225500703311,4.9360233472915095e-56,41.6213546795366,56.7002954600783,23.7086575305303,350.278274533334,353.287749010246,426.892325681736,WBGene00219687,WBGene00219687,History: N.A.
WBGene00009653,F43D9.1,1.96703218906362,8.750832675638989e-56,8.09068254439639,8.47973356098149,7.71983569226013,31.0476819449604,34.7469386754154,29.076841324552,WBGene00009653,WBGene00009653,History: N.A.
WBGene00077772,T02G6.10,1.99926680869049,3.44268250837815e-55,53.0966806297162,56.840434598635,54.0114221053176,190.478120530545,217.686734146137,246.892743968182,WBGene00077772,WBGene00077772,History: N.A.
WBGene00023209,ZC513.7,1.68606843507178,9.32472855016802e-54,425.513413603956,467.351488321874,410.721206600502,1214.61130476468,1488.8574339995,1490.17406180795,WBGene00023209,WBGene00023209,History: N.A.
WBGene00021607,Y46H3C.7,2.03693589872423,2.02288070905276e-53,58.8329888102767,51.7931204498258,70.0706104560856,218.895976551278,238.336684580202,284.795369308815,WBGene00021607,WBGene00021607,History: N.A.
WBGene00012290,W05H12.2,2.27557261302548,3.68520067978182e-53,15.2175840167053,15.5918124244789,12.3819364303436,62.5131069815381,70.2216621468897,76.1432477655432,WBGene00012290,WBGene00012290,History: N.A.
WBGene00016422,noah-1,1.48648743303637,5.16485446221912e-53,71.4764922977987,79.7091876142426,68.7107521933956,202.730464637902,215.153928943962,198.070671160246,WBGene00016422,WBGene00016422,History: N.A.
WBGene00000928,dao-2,1.67644200705831,1.1874354733390801e-52,271.656734364992,309.820117118224,244.159506799999,823.581741393123,920.679212911458,893.283404543831,WBGene00000928,WBGene00000928,History: N.A.
WBGene00003929,pat-2,1.81851800803235,2.81887494121543e-52,9.07836322847697,9.5856651115859,9.86939625571593,31.8386741489806,36.4690854342535,32.2720538429234,WBGene00003929,WBGene00003929,History: N.A.
WBGene00001858,hil-7,2.11740689827427,9.444631193863632e-52,69.8935277152648,81.9644489971075,52.9463253821745,277.800367992759,320.167164889353,289.506251905104,WBGene00001858,WBGene00001858,History: Renamed on 2010-11-12
WBGene00019426,cutl-16,2.25083071191965,1.10498127313315e-51,10.9713347872533,10.1679512993736,10.1994592391422,41.9230006346366,55.2843449562927,52.0029862996446,WBGene00019426,WBGene00019426,History: N.A.
WBGene00014505,T05E11.9,1.80468286568218,2.98601270676644e-51,171.583459681646,199.705363821525,152.838282273291,546.277357236926,674.318766561117,609.572741520982,WBGene00014505,WBGene00014505,History: N.A.
WBGene00015464,C05C8.7,2.35660858161108,3.90543473793167e-51,6.85729843806205,8.52773402228494,6.3291809752448,33.2155310371728,42.019683520575,35.5396316290076,WBGene00015464,WBGene00015464,History: Renamed on 2005-03-17
WBGene00008779,F14B4.1,1.91933499916448,3.96716021237494e-51,13.348954214654,14.6843147640987,12.9733317801988,47.3131544792094,56.8575164444196,50.7011884934658,WBGene00008779,WBGene00008779,History: N.A.
WBGene00001108,dsl-6,2.42999198911771,1.60141904323138e-50,10.4003900306943,9.79496599460955,9.50993756367144,49.7829676210919,54.4036372172451,55.9864354867606,WBGene00001108,WBGene00001108,History: N.A.
WBGene00002051,ifa-3,2.34045446498407,2.49868799110231e-50,8.75605447480323,9.42208720865782,6.35271483126543,38.7866821766958,45.2781515532834,39.8625213355736,WBGene00002051,WBGene00002051,History: N.A.
WBGene00009926,noah-2,1.65274686851038,3.15937756915006e-50,94.5546573077096,110.2374581936,86.1690984944053,284.262243059559,324.595556258482,305.621555981992,WBGene00009926,WBGene00009926,History: Renamed on 2005-03-17
WBGene00016006,fln-2,1.51330482855238,3.16189853008207e-50,8.79061130816098,9.51040887643923,9.23479285608224,24.5741115063549,28.009905179984,25.9821877122279,WBGene00016006,WBGene00016006,History: Renamed on 2009-10-28
WBGene00000779,cpn-3,2.07757126986759,5.51330901313919e-50,44.3711717557514,53.6797246248811,37.9574711168109,198.962445265444,202.595071781781,171.152474960102,WBGene00000779,WBGene00000779,History: N.A.
WBGene00019855,R03H10.2,1.70945308310503,1.05770172938519e-49,26.8138183067146,26.9190046633912,28.4757454420995,85.6686373315969,90.8629107554626,92.3402001723736,WBGene00019855,WBGene00019855,History: N.A.
WBGene00006588,tnt-3,1.9606578498219,1.16571231192718e-49,4.80066129526351,4.69480954921229,5.72698546356514,19.8577660235404,20.2435610434689,19.200397457939,WBGene00006588,WBGene00006588,History: Renamed on 2008-09-04
WBGene00019644,cpt-4,1.91347547561758,5.09647689354231e-49,12.1364577276579,12.7669349277308,13.0089816841712,46.0436578214239,53.135437243484,43.5350713079207,WBGene00019644,WBGene00019644,History: N.A.
WBGene00021605,Y46H3C.5,1.89379392912363,6.479620609669e-49,151.764046312056,153.031939304017,192.959466532554,553.982886060072,581.912588640649,714.225437907954,WBGene00021605,WBGene00021605,History: N.A.
WBGene00001006,dlg-1,1.59523700978129,7.69389847303447e-49,49.4224816609786,54.1532553571744,45.7733127601104,135.914320846119,164.605334459143,150.553855374746,WBGene00001006,WBGene00001006,History: N.A.
WBGene00011061,wago-1,-1.77316000340326,8.063438388269869e-49,212.259692065497,210.388969001086,237.216712082355,71.9495999150155,52.9905238934503,68.186356867055,WBGene00011061,WBGene00011061,History: N.A.
WBGene00003516,nab-1,1.75483386224821,1.02691150862996e-48,18.4774706050273,21.378837845211,18.9237770857841,62.9464472080938,73.7324862254689,61.4357885538022,WBGene00003516,WBGene00003516,History: N.A.
WBGene00017657,F21C10.7,1.93713240685671,1.80996179355228e-48,3.97621253901091,3.95665691864546,4.3265491896388,14.4066658750384,17.9525822926275,14.5806248368604,WBGene00017657,WBGene00017657,History: N.A.
WBGene00004025,phy-2,1.68771646694652,3.09752365739991e-48,33.4839474018295,34.637257962356,33.0158095870434,96.5256109713056,117.835901715129,111.279611402373,WBGene00004025,WBGene00004025,History: N.A.
WBGene00000277,cab-1,1.93479872635196,4.31881095236837e-48,10.5188757413784,9.63986371882249,12.0059457006924,40.8657986955556,41.3839260467781,40.9199411823437,WBGene00000277,WBGene00000277,History: N.A.
WBGene00021415,nsy-4,1.88007423165119,8.11663843279018e-48,25.5411532980555,22.3182628984975,25.7962059786047,83.2155415543567,97.0762885588867,91.1864943833956,WBGene00021415,WBGene00021415,History: N.A.
WBGene00001631,gly-6,2.15151509727833,1.58956429818118e-47,8.15319643791925,6.86814768620956,7.68365731598202,28.1588909007651,36.7551696283134,36.1155559848806,WBGene00001631,WBGene00001631,History: N.A.
WBGene00011383,T02E9.5,1.72897752202271,2.8117523222533403e-46,145.686270839508,153.764881750158,133.057612140854,399.440137625732,521.409130870558,512.392166660983,WBGene00011383,WBGene00011383,History: N.A.
WBGene00010507,K02E2.6,2.89511189771204,2.954487464953e-46,6.42243391586151,9.8240084112649,6.30829025202581,52.6478861116769,58.0849433278047,55.3473843620978,WBGene00010507,WBGene00010507,History: N.A.
WBGene00011175,R09E10.5,1.97409974555782,3.6255770537226906e-46,8.35378287541019,8.27114530135849,6.73159643974037,29.9963828877585,34.7966201993089,26.9032202438643,WBGene00011175,WBGene00011175,History: N.A.
WBGene00001210,egl-46,2.33608937405034,1.44580541169314e-45,17.6069056418634,18.105187185264,14.1067638164865,66.39906314269,98.8682852670764,85.9405326086427,WBGene00001210,WBGene00001210,History: N.A.
WBGene00019730,asns-2,2.01505323088393,2.09799050233156e-45,25.5849368574182,24.4997140397567,17.7268183946775,99.6159432458212,93.3741667158732,81.0102976369731,WBGene00019730,WBGene00019730,History: N.A.
WBGene00013816,Y116F11A.1,2.25361933067628,3.72952909653458e-45,20.0156612671413,21.6542866384206,15.3585570731437,89.1757469844144,80.3029485504165,102.026828533223,WBGene00013816,WBGene00013816,History: N.A.
WBGene00000066,act-4,1.3311403451727,6.13522014540343e-45,295.010406572908,331.617325076725,296.794641727681,758.20624510714,821.433468020784,743.284691690372,WBGene00000066,WBGene00000066,History: N.A.
WBGene00000867,cyb-2.2,-1.58723226952783,6.541648400460082e-45,209.127213653457,194.17991578954,223.249938185362,75.6388274040247,61.4234779869182,71.6065080655918,WBGene00000867,WBGene00000867,History: N.A.
WBGene00002127,inx-5,1.74775404756286,1.0246081820731e-44,18.5013201607933,19.0861578984651,18.8709696313548,57.4829743528022,67.064509106159,64.9533608629707,WBGene00002127,WBGene00002127,History: N.A.
WBGene00001475,fmi-1,1.85671440553292,1.1016968037981201e-44,4.4657111299303,3.65867274925971,4.43464561152057,14.0421312019932,16.925922483858,14.5888173984932,WBGene00001475,WBGene00001475,History: N.A.
WBGene00077437,Y59H11AR.6,3.13465323490232,1.27013354842572e-44,7.501075935776,6.73227385477933,9.79621506096707,57.0488132480866,78.9081648815308,75.7346371559821,WBGene00077437,WBGene00077437,History: N.A.
WBGene00002135,inx-13,1.59462148015949,2.27448414745071e-44,32.0820485158861,34.5545693268529,34.5025749876099,95.6323022126474,108.830173264298,100.766708702823,WBGene00002135,WBGene00002135,History: Renamed on 2015-03-05
WBGene00010727,K09G1.1,2.07561290549481,1.02440624009339e-43,15.1335737620676,14.8684441028335,13.6428372821845,52.6926334848347,71.9050465283849,59.25158655297,WBGene00010727,WBGene00010727,History: N.A.
WBGene00018418,F44E2.4,2.15136599064615,1.33983011946587e-43,3.62478130110709,3.24189427554796,3.31885244329817,14.1711336111542,17.0712676198747,14.0422986408044,WBGene00018418,WBGene00018418,History: N.A.
WBGene00004219,ptr-4,2.05864939217434,4.37484710774434e-43,5.36521167795374,5.20308593633659,7.07235036735118,24.7716795749974,25.7526202471282,23.0564903833752,WBGene00004219,WBGene00004219,History: N.A.
WBGene00007709,clec-87,-1.54532416566163,1.30559761853198e-42,4779.3436968976,4450.26807742704,4670.61329539286,1708.03104934636,1319.87912863774,1734.85089934391,WBGene00007709,WBGene00007709,History: Renamed on 2006-06-15
WBGene00012255,lpr-6,1.65992293086548,1.50989228895112e-42,25.7122713604893,24.5330095312821,24.9774879280653,78.0457728508104,82.9704875276098,76.7541475888241,WBGene00012255,WBGene00012255,History: N.A.
WBGene00006742,unc-2,1.88469017311997,3.7432572119536594e-42,3.91776536312033,3.38091410510568,4.45730620961807,13.9862627675675,16.0701459432371,13.4199695548789,WBGene00006742,WBGene00006742,History: N.A.
WBGene00044079,tag-241,1.87254234498851,4.3487422133097e-42,4.16463228701338,3.62686849367848,4.41865545535643,14.545801746195,15.9337864867234,14.3083855997636,WBGene00044079,WBGene00044079,History: N.A.
WBGene00001387,far-3,3.62106878111579,4.64766867922862e-42,2.21493758820926,3.8541377306197,3.6751631727543,41.3760806263573,37.8932468465496,39.3809166922087,WBGene00001387,WBGene00001387,History: N.A.
WBGene00003482,mua-3,1.93091549691711,5.0894108943243487e-42,2.14054913854822,2.49680954138795,2.28892513104601,7.57174391452027,10.0369829790924,8.75069589072435,WBGene00003482,WBGene00003482,History: N.A.
WBGene00005018,sqt-3,1.53263192638925,5.34224438182067e-42,379.856102450926,381.202954204609,473.942738552344,1221.75514702982,1266.64379535032,1084.78870873652,WBGene00005018,WBGene00005018,History: Renamed on 2005-08-23
WBGene00019272,H42K12.3,1.79158865205703,1.70704424473209e-41,14.2094131202704,15.7692580861768,14.0033971221419,47.633610419488,54.6009052223436,49.7595496770092,WBGene00019272,WBGene00019272,History: N.A.
WBGene00001856,hil-5,-1.60284190118236,1.81221042476535e-41,724.261598912716,732.752932902766,786.463531577568,275.329587212963,202.811082386151,260.724270240909,WBGene00001856,WBGene00001856,History: Renamed on 2010-11-12
WBGene00003231,mex-6,-1.44605740459878,2.01574966241364e-41,320.153111673571,312.09060373587,368.55063996105,128.985013634837,110.731226640146,127.691882131692,WBGene00003231,WBGene00003231,History: N.A.
WBGene00001607,gln-6,-1.50448926825187,3.838518447707449e-41,400.362260270579,404.569298237062,366.359925386139,148.158871764763,118.000508056308,146.780413966033,WBGene00001607,WBGene00001607,History: N.A.
WBGene00016749,C48E7.1,1.74377996989043,4.61134337010278e-41,31.2464409765235,34.366061431359,35.7771566438581,110.061373888348,121.579668308471,107.58195286844,WBGene00016749,WBGene00016749,History: N.A.
WBGene00013145,cutl-2,1.99304362929215,6.44763377317516e-41,18.1361653812886,16.147508078286,15.4559908901197,57.1383047442785,72.0656891772584,68.9191567727272,WBGene00013145,WBGene00013145,History: N.A.
WBGene00006367,sym-2,1.97396138722345,9.93183233888138e-41,8.53255273602779,10.174242894855,7.96627234097288,31.9148974553781,39.2765314149289,33.2829098560975,WBGene00006367,WBGene00006367,History: N.A.
WBGene00000474,cey-3,-1.72902622032549,1.0166385944137396e-40,203.293708713346,232.897719414131,201.893318353598,70.805653083092,52.5226390273081,69.2705219779763,WBGene00000474,WBGene00000474,History: N.A.
WBGene00013962,ZK287.1,2.16157536873021,1.0296009974726796e-40,6.75184196315482,8.7037923329129,6.8915910630008,30.5493837606698,37.5644880125729,31.4330179453695,WBGene00013962,WBGene00013962,History: N.A.
WBGene00002248,lam-3,1.44870973246874,1.0327453267160099e-40,19.0408940828314,19.877483021379,20.9518326209779,47.6635943129092,56.9640274706649,58.7802567106987,WBGene00002248,WBGene00002248,History: N.A.
WBGene00010047,F54D1.6,2.02519601398497,1.6767591322062099e-40,3.48519494274218,3.76454801428294,3.7031424714273,16.1590698258992,15.8048419761273,12.5736437802624,WBGene00010047,WBGene00010047,History: N.A.
WBGene00010738,K10D3.4,1.48146608447009,4.1311712018561396e-40,25.5588392794895,22.7311907505062,24.186541548551,62.5128095377952,74.3549357092526,65.5900110642141,WBGene00010738,WBGene00010738,History: N.A.
WBGene00019318,K02E10.4,1.9560814181807,7.6967204395375e-40,9.68317922306508,10.2781166488514,9.05591019664197,35.784041344813,38.3269692653669,38.316194413024,WBGene00019318,WBGene00019318,History: N.A.
WBGene00000224,atgp-1,1.49675245192073,8.5603689136107e-40,21.8473675748046,23.7622267127368,21.5530633598333,63.6161604951365,64.5012550101999,61.2330756005373,WBGene00000224,WBGene00000224,History: Renamed on 2008-02-28
WBGene00004048,plx-2,1.72014438634,8.8514388078622e-40,4.86218563647394,4.1552090734467,4.86483600879675,15.1777963560718,15.1508607438777,15.5026981523378,WBGene00004048,WBGene00004048,History: N.A.
WBGene00002497,let-268,1.52505087061956,2.42597164548619e-39,21.9289040527809,21.8351194098655,19.6476956807887,56.4864841086893,60.2673382318462,65.7054026321489,WBGene00002497,WBGene00002497,History: N.A.
WBGene00022257,puf-11,-1.79939467368853,2.67757374281246e-39,116.991882948232,110.304209716163,143.430019306252,36.8344137783387,29.8456639433033,39.9265493545904,WBGene00022257,WBGene00022257,History: N.A.
WBGene00015356,tag-278,1.51699274968101,4.57849456450237e-39,14.4943852562784,14.2502218709704,13.7527876662824,40.8479455724907,43.8634830019235,36.8882998851542,WBGene00015356,WBGene00015356,History: N.A.
WBGene00004510,rrf-3,-1.72089652704768,5.3084885497149e-39,20.1285697446385,19.3596625007635,23.5198828299322,6.24774615650218,5.79299429001062,7.09282069701578,WBGene00004510,WBGene00004510,History: Renamed on 2016-06-06
WBGene00006788,unc-53,1.7189897501445,6.3589317067394e-39,5.47857516694901,4.89364913259854,5.07776612510466,16.5736413301266,18.4915349816328,15.8358229688883,WBGene00006788,WBGene00006788,History: N.A.
WBGene00019282,mps-2,1.87788284823248,6.878872939723161e-39,15.4293107156391,17.6674048974633,16.5357935698563,49.7743911755701,67.2753453434587,65.1077185572658,WBGene00019282,WBGene00019282,History: N.A.
WBGene00013254,tag-276,-1.6668183685523,7.54532343388861e-39,163.474470765503,175.274953737741,154.409642877177,53.4335425325512,44.8656678440727,57.143503310465,WBGene00013254,WBGene00013254,History: N.A.
WBGene00006584,tni-1,1.85349806041374,2.81795807677966e-38,36.6967389993577,43.1916400120605,36.788718754997,140.359254537907,164.393494270834,116.234552771378,WBGene00006584,WBGene00006584,History: N.A.
WBGene00002137,inx-15,1.87389672398811,2.83931989309082e-38,12.351196031812,12.3834264023747,12.9528406650074,47.0528539774387,46.9799929445992,44.1088025781077,WBGene00002137,WBGene00002137,History: N.A.
WBGene00008851,F15B9.8,2.04444775756529,3.28910276607314e-38,29.6643426992311,41.2106280993627,28.1055168923778,131.579339829706,152.283106617996,122.740258030228,WBGene00008851,WBGene00008851,History: N.A.
WBGene00007055,tag-196,1.33444958593234,5.84686547606169e-38,75.5404633720383,74.9846871882366,70.2536698378928,170.478067716028,188.619532966932,197.601501787834,WBGene00007055,WBGene00007055,History: N.A.
WBGene00006780,unc-44,1.21432464095598,6.09465290584993e-38,16.510259507767,17.4168709434876,16.6906333882262,36.1939886570718,41.6982455314691,39.5402204048096,WBGene00006780,WBGene00006780,History: N.A.
WBGene00006970,zag-1,1.81106832220082,6.17422842960757e-38,8.29961933202208,9.75870789946329,9.37139592415447,29.7755765962997,33.9511420227921,32.3232702923303,WBGene00006970,WBGene00006970,History: Renamed on 2011-09-30
WBGene00012256,lpr-5,1.71902061380208,7.44762074962069e-38,15.2206493220303,13.2424676769326,13.5145850337968,45.9833662675977,50.8913636267141,41.4344139190778,WBGene00012256,WBGene00012256,History: N.A.
WBGene00044294,C01B10.11,1.91780381901299,2.58519401989732e-37,22.6527707885038,21.2157915853297,17.7884508209698,74.4957043362832,89.4394724009515,68.937584354752,WBGene00044294,WBGene00044294,History: N.A.
WBGene00001973,hmg-3,-1.48074646387832,4.48450383664889e-37,108.805665426313,106.596675278562,101.317529051719,40.0313034798211,32.3351469377378,41.1936639336224,WBGene00001973,WBGene00001973,History: N.A.
