# Note: In the following rows commas have been replaced with semicolons to work better with r
# Pseudogenes (Ensembl 2018; D. R. Zerbino et al.; 2018)
chr,start,end,name,score,strand,Input,Suggested Match,History
chrI,11731048,11733469,F35E2.11,28,-,F35E2.11,WBGene00077785,Public name for WBGene00077785. History: N.A.
chrI,11733930,11735955,F35E2.3,29,-,F35E2.3,WBGene00009411,Public name for WBGene00009411. History: N.A.
chrI,11714946,11717607,F35E2.7,30,-,F35E2.7,WBGene00009414,Public name for WBGene00009414. History: N.A.
chrI,11265514,11265706,F36D1.11,31,+,F36D1.11,WBGene00077524,Public name for WBGene00077524. History: N.A.
chrI,2636905,2637593,F40E3.7,32,+,F40E3.7,WBGene00077781,Public name for WBGene00077781. History: N.A.
chrI,12279390,12280423,F41D3.12,33,+,F41D3.12,WBGene00044267,Public name for WBGene00044267. History: N.A.
chrI,12263692,12264267,F41D3.13,34,-,F41D3.13,WBGene00044782,Public name for WBGene00044782. History: N.A.
chrI,12258593,12258794,F41D3.14,35,-,F41D3.14,WBGene00077534,Public name for WBGene00077534. History: N.A.
chrI,12274989,12275333,F41D3.15,36,+,F41D3.15,WBGene00195247,Public name for WBGene00195247. History: N.A.
chrI,13250507,13252891,F44F1.1,37,+,F44F1.1,WBGene00009693,Public name for WBGene00009693. History: N.A.
chrI,13258369,13260206,F44F1.5,38,-,F44F1.5,WBGene00009697,Public name for WBGene00009697. History: N.A.
chrI,10380087,10380739,F45H11.8,39,+,F45H11.8,WBGene00189958,"Public name for WBGene00189958. History: Split into F45H11.11(WBGene00303028). History of WBGene00189958: Split into ""WBGene00303028"" on 2018-03-06"
chrI,11250130,11251594,F46A8.1,40,+,F46A8.1,WBGene00014759,Public name for WBGene00014759. History: N.A.
chrI,11245814,11246757,F46A8.2,41,+,F46A8.2,WBGene00014760,Public name for WBGene00014760. History: N.A.
chrI,11252229,11252973,F46A8.9,42,+,F46A8.9,WBGene00009752,Public name for WBGene00009752. History: N.A.
chrI,14052123,14054142,F47G4.8,43,-,F47G4.8,WBGene00009828,Public name for WBGene00009828. History: N.A.
chrI,14316637,14319885,F49B2.4,44,+,F49B2.4,WBGene00009864,"Public name for WBGene00009864. History: Split into F49B2.9(WBGene00268216). History of WBGene00009864: Split into ""WBGene00268216"" on 2015-10-30"
chrI,10785116,10787852,F55A3.7,45,-,F55A3.7,WBGene00018852,Public name for WBGene00018852. History: N.A.
chrI,10530327,10531536,F59C6.10,46,-,F59C6.10,WBGene00014789,Public name for WBGene00014789. History: N.A.
chrI,12906451,12907744,fbxa-121,47,-,fbxa-121,WBGene00012485,Public name for WBGene00012485. History: N.A.
chrI,12006901,12008031,fbxa-122,48,+,fbxa-122,WBGene00014917,Public name for WBGene00014917. History: N.A.
chrI,12008615,12009616,fbxa-123,49,+,fbxa-123,WBGene00014918,Public name for WBGene00014918. History: N.A.
chrI,12005167,12006287,fbxa-124,50,+,fbxa-124,WBGene00014916,Public name for WBGene00014916. History: N.A.
chrI,3371756,3373908,fbxa-203,51,+,fbxa-203,WBGene00021037,Public name for WBGene00021037. History: N.A.
chrI,11903724,11905139,fbxa-217,52,+,fbxa-217,WBGene00012954,Public name for WBGene00012954. History: N.A.
chrI,13829649,13831595,fbxa-93,53,+,fbxa-93,WBGene00012368,Public name for WBGene00012368. History: N.A.
chrI,14085675,14086673,fbxb-94,54,-,fbxb-94,WBGene00013410,Public name for WBGene00013410. History: N.A.
chrI,7002868,7003480,H06O01.4,55,-,H06O01.4,WBGene00010371,Public name for WBGene00010371. History: N.A.
chrI,7777664,7778006,H15N14.3,56,+,H15N14.3,WBGene00077551,Public name for WBGene00077551. History: N.A.
chrI,7779413,7779615,H15N14.4,57,+,H15N14.4,WBGene00077552,Public name for WBGene00077552. History: N.A.
chrI,12641592,12642177,H16D19.4,58,-,H16D19.4,WBGene00010402,"Public name for WBGene00010402. History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
chrI,12642997,12644311,H16D19.5,59,-,H16D19.5,WBGene00195253,Public name for WBGene00195253. History: N.A.
chrI,12642392,12642890,H16D19.6,60,-,H16D19.6,WBGene00195254,Public name for WBGene00195254. History: N.A.
chrI,12640709,12641491,H16D19.7,61,-,H16D19.7,WBGene00195255,Public name for WBGene00195255. History: N.A.
chrI,4120408,4123038,H31G24.2,62,+,H31G24.2,WBGene00023314,Public name for WBGene00023314. History: N.A.
chrI,11968942,11969838,hsf-2,63,-,hsf-2,WBGene00013134,Public name for WBGene00013134. History: Split into Y53C10A.15(WBGene00044805). History of WBGene00013134: N.A.
chrI,9604801,9605171,K07A1.14,64,+,K07A1.14,WBGene00010618,Public name for WBGene00010618. History: N.A.
chrI,11493025,11495070,K08C9.8,65,-,K08C9.8,WBGene00045218,Public name for WBGene00045218. History: N.A.
chrI,1857893,1860624,M01D7.1,66,-,M01D7.1,WBGene00019706,Public name for WBGene00019706. History: N.A.
chrI,12116939,12117119,M01G12.11,67,-,M01G12.11,WBGene00010824,Public name for WBGene00010824. History: N.A.
chrI,12113007,12113587,M01G12.8,68,+,M01G12.8,WBGene00014806,Public name for WBGene00014806. History: N.A.
chrI,4761931,4762360,M04F3.6,69,-,M04F3.6,WBGene00044809,Public name for WBGene00044809. History: N.A.
chrI,7896119,7897720,nhr-191,70,+,nhr-191,WBGene00010112,Public name for WBGene00010112. History: N.A.
chrI,5736237,5741625,nhr-266,71,+,nhr-266,WBGene00018993,Public name for WBGene00018993. History: N.A.
chrI,2350842,2350947,nspa-12,72,+,nspa-12,WBGene00044277,Public name for WBGene00044277. History: N.A.
chrI,14993812,14993948,nspd-11,73,+,nspd-11,WBGene00044997,Public name for WBGene00044997. History: N.A.
chrI,11703708,11706603,oac-47,74,-,oac-47,WBGene00011933,Public name for WBGene00011933. History: N.A.
chrI,212255,215491,puf-10,75,-,puf-10,WBGene00004246,Public name for WBGene00004246. History: N.A.
chrI,11905947,11907475,R09B3.6,76,+,R09B3.6,WBGene00014820,Public name for WBGene00014820. History: N.A.
chrI,357238,363904,R119.1,77,-,R119.1,WBGene00020087,Public name for WBGene00020087. History: N.A.
chrI,6710870,6712326,rmd-5,78,+,rmd-5,WBGene00020711,"Public name for WBGene00020711. History: Split into T23B3.8(WBGene00255605). History of WBGene00020711: Split into ""WBGene00255605"" on 2014-12-15"
chrI,12694395,12695924,sra-19,79,+,sra-19,WBGene00005045,Public name for WBGene00005045. History: N.A.
chrI,12126445,12128956,srt-21,80,+,srt-21,WBGene00010818,Public name for WBGene00010818. History: N.A.
chrI,14826546,14827768,srw-92,81,+,srw-92,WBGene00005839,Public name for WBGene00005839. History: N.A.
chrI,14828188,14829583,srw-93,82,+,srw-93,WBGene00005840,Public name for WBGene00005840. History: N.A.
chrI,11824966,11825778,T02G6.10,83,-,T02G6.10,WBGene00077772,Public name for WBGene00077772. History: N.A.
chrI,12707502,12708681,T06G6.11,84,-,T06G6.11,WBGene00011550,Public name for WBGene00011550. History: N.A.
chrI,12724850,12726196,T06G6.8,85,+,T06G6.8,WBGene00011549,Public name for WBGene00011549. History: N.A.
chrI,12601887,12602947,T07D10.10,86,-,T07D10.10,WBGene00194657,Public name for WBGene00194657. History: N.A.
chrI,12596519,12598906,T07D10.8,87,-,T07D10.8,WBGene00045509,Public name for WBGene00045509. History: N.A.
chrI,12344157,12345693,T09E11.11,88,+,T09E11.11,WBGene00011660,Public name for WBGene00011660. History: N.A.
chrI,10290901,10292069,T20F10.8,89,+,T20F10.8,WBGene00077765,Public name for WBGene00077765. History: N.A.
chrI,12659718,12660637,T26E3.11,90,+,T26E3.11,WBGene00044905,Public name for WBGene00044905. History: N.A.
chrI,12685376,12685559,T26E3.12,91,+,T26E3.12,WBGene00077686,Public name for WBGene00077686. History: N.A.
chrI,7059890,7061253,W01A8.10,92,-,W01A8.10,WBGene00195257,Public name for WBGene00195257. History: N.A.
chrI,7050040,7051711,W01A8.7,93,-,W01A8.7,WBGene00044764,Public name for WBGene00044764. History: N.A.
chrI,12754080,12755116,W02A11.6,94,+,W02A11.6,WBGene00014852,Public name for WBGene00014852. History: N.A.
chrI,2786136,2787514,W03D8.10,95,+,W03D8.10,WBGene00020991,Public name for WBGene00020991. History: N.A.
chrI,11646515,11647011,W04G5.12,96,+,W04G5.12,WBGene00045075,Public name for WBGene00045075. History: N.A.
chrI,11647743,11648419,W04G5.13,97,+,W04G5.13,WBGene00045076,Public name for WBGene00045076. History: N.A.
chrI,13414261,13414454,W05H12.3,98,+,W05H12.3,WBGene00077561,Public name for WBGene00077561. History: N.A.
chrI,13635030,13635947,W09C5.3,99,+,W09C5.3,WBGene00014858,Public name for WBGene00014858. History: N.A.
chrI,13659418,13661753,W09C5.9,100,+,W09C5.9,WBGene00012355,Public name for WBGene00012355. History: N.A.
chrI,5368480,5372646,wago-2,101,+,wago-2,WBGene00018862,Public name for WBGene00018862. History: N.A.
chrI,14434629,14435694,Y105E8A.34,102,-,Y105E8A.34,WBGene00077689,Public name for WBGene00077689. History: N.A.
chrI,14678984,14679699,Y105E8B.10,103,-,Y105E8B.10,WBGene00014964,Public name for WBGene00014964. History: N.A.
chrI,10200757,10201798,Y106G6E.2,104,+,Y106G6E.2,WBGene00013706,Public name for WBGene00013706. History: N.A.
chrI,10220444,10221242,Y106G6E.3,105,+,Y106G6E.3,WBGene00013707,Public name for WBGene00013707. History: N.A.
chrI,10309751,10313635,Y106G6G.7,106,-,Y106G6G.7,WBGene00045057,Public name for WBGene00045057. History: N.A.
chrI,10457818,10459038,Y106G6H.10,107,+,Y106G6H.10,WBGene00013722,Public name for WBGene00013722. History: N.A.
chrI,12908293,12909426,Y18D10A.27,108,-,Y18D10A.27,WBGene00077556,Public name for WBGene00077556. History: N.A.
chrI,2549297,2550200,Y23H5B.2,109,+,Y23H5B.2,WBGene00021273,Public name for WBGene00021273. History: N.A.
chrI,2511130,2513828,Y23H5B.7,110,-,Y23H5B.7,WBGene00021278,Public name for WBGene00021278. History: N.A.
chrI,2511130,2513828,Y23H5B.7,111,-,Y23H5B.7,WBGene00021278,Public name for WBGene00021278. History: N.A.
chrI,13073825,13075113,Y26D4A.15,112,-,Y26D4A.15,WBGene00044706,Public name for WBGene00044706. History: N.A.
chrI,13075110,13075370,Y26D4A.16,113,-,Y26D4A.16,WBGene00044710,Public name for WBGene00044710. History: N.A.
chrI,13078465,13078869,Y26D4A.18,114,+,Y26D4A.18,WBGene00045235,Public name for WBGene00045235. History: N.A.
chrI,13078465,13078869,Y26D4A.18,115,+,Y26D4A.18,WBGene00045235,Public name for WBGene00045235. History: N.A.
chrI,13080178,13080490,Y26D4A.19,116,+,Y26D4A.19,WBGene00045236,Public name for WBGene00045236. History: N.A.
chrI,13080178,13080490,Y26D4A.19,117,+,Y26D4A.19,WBGene00045236,Public name for WBGene00045236. History: N.A.
chrI,13079386,13079675,Y26D4A.22,118,+,Y26D4A.22,WBGene00077789,Public name for WBGene00077789. History: N.A.
chrI,13079386,13079675,Y26D4A.22,119,+,Y26D4A.22,WBGene00077789,Public name for WBGene00077789. History: N.A.
chrI,13795264,13795855,Y37H9A.4,120,+,Y37H9A.4,WBGene00014870,Public name for WBGene00014870. History: N.A.
chrI,12077854,12078719,Y47H10A.6,121,+,Y47H10A.6,WBGene00077537,Public name for WBGene00077537. History: N.A.
chrI,11897397,11898512,Y47H9C.14,122,+,Y47H9C.14,WBGene00012956,Public name for WBGene00012956. History: N.A.
chrI,219734,220560,Y48G1BL.5,123,-,Y48G1BL.5,WBGene00021664,Public name for WBGene00021664. History: N.A.
chrI,240490,245414,Y48G1BM.2,124,+,Y48G1BM.2,WBGene00021668,Public name for WBGene00021668. History: N.A.
chrI,248623,251580,Y48G1BM.8,125,-,Y48G1BM.8,WBGene00021673,Public name for WBGene00021673. History: N.A.
chrI,11064362,11064629,Y52B11A.14,126,-,Y52B11A.14,WBGene00077687,Public name for WBGene00077687. History: N.A.
chrI,11966261,11967582,Y53C10A.1,127,+,Y53C10A.1,WBGene00014915,Public name for WBGene00014915. History: N.A.
chrI,11235376,11235586,Y53H1A.6,128,-,Y53H1A.6,WBGene00044781,Public name for WBGene00044781. History: N.A.
chrI,14824481,14825941,Y54E5B.5,129,+,Y54E5B.5,WBGene00014921,Public name for WBGene00014921. History: N.A.
chrI,13714285,13716904,Y6B3B.2,130,+,Y6B3B.2,WBGene00014861,Public name for WBGene00014861. History: N.A.
chrI,13960998,13969559,Y71A12B.13,131,+,Y71A12B.13,WBGene00013510,Public name for WBGene00013510. History: N.A.
chrI,13960998,13969559,Y71A12B.13,132,+,Y71A12B.13,WBGene00013510,Public name for WBGene00013510. History: N.A.
chrI,13969831,13970865,Y71A12B.14,133,+,Y71A12B.14,WBGene00014947,Public name for WBGene00014947. History: N.A.
chrI,13997903,14002844,Y71A12B.18,134,+,Y71A12B.18,WBGene00045077,Public name for WBGene00045077. History: N.A.
chrI,13972604,13973400,Y71A12B.19,135,-,Y71A12B.19,WBGene00077443,Public name for WBGene00077443. History: N.A.
chrI,13971270,13971407,Y71A12B.21,136,+,Y71A12B.21,WBGene00175036,Public name for WBGene00175036. History: N.A.
chrI,14043518,14045682,Y71A12C.3,137,-,Y71A12C.3,WBGene00050878,Public name for WBGene00050878. History: N.A.
chrI,1829771,1832064,Y71G12B.28,138,+,Y71G12B.28,WBGene00022163,Public name for WBGene00022163. History: N.A.
chrI,1600625,1601498,Y73E7A.5,139,-,Y73E7A.5,WBGene00022272,Public name for WBGene00022272. History: N.A.
chrI,1433016,1433853,Y92H12BR.4,140,-,Y92H12BR.4,WBGene00022370,Public name for WBGene00022370. History: N.A.
chrI,10958289,10959899,Y95D11A.2,141,-,Y95D11A.2,WBGene00044262,Public name for WBGene00044262. History: N.A.
chrI,11443441,11446634,ZK1025.1,142,+,ZK1025.1,WBGene00014992,Public name for WBGene00014992. History: N.A.
chrI,11453889,11454594,ZK1025.5,143,-,ZK1025.5,WBGene00014185,Public name for WBGene00014185. History: N.A.
chrI,13211814,13213795,ZK1225.10,144,+,ZK1225.10,WBGene00044714,Public name for WBGene00044714. History: N.A.
chrI,13221847,13221967,ZK1225.12,145,-,ZK1225.12,WBGene00044716,Public name for WBGene00044716. History: N.A.
chrI,13224418,13225462,ZK1225.7,146,+,ZK1225.7,WBGene00014994,Public name for WBGene00014994. History: N.A.
chrI,13210573,13211341,ZK1225.9,147,-,ZK1225.9,WBGene00044713,Public name for WBGene00044713. History: N.A.
chrI,242291,252767,AC8.1,148,-,AC8.1,WBGene00004054,Public name for WBGene00004054. History: Renamed on 2014-12-04
chrII,15277813,15278499,2RSSE.3,149,-,2RSSE.3,WBGene00044951,Public name for WBGene00044951. History: N.A.
chrII,2310075,2311079,B0281.7,150,-,B0281.7,WBGene00023225,Public name for WBGene00023225. History: N.A.
chrII,11480367,11482319,B0334.9,151,+,B0334.9,WBGene00007147,Public name for WBGene00007147. History: N.A.
chrII,8908946,8909933,B0457.3,152,-,B0457.3,WBGene00014660,Public name for WBGene00014660. History: N.A.
chrII,1913609,1916381,bath-11,153,-,bath-11,WBGene00018664,Public name for WBGene00018664. History: N.A.
chrII,2514981,2516102,bath-12,154,-,bath-12,WBGene00019131,Public name for WBGene00019131. History: N.A.
chrII,2048065,2049180,bath-14,155,-,bath-14,WBGene00015016,Public name for WBGene00015016. History: N.A.
chrII,2522632,2524480,bath-18,156,-,bath-18,WBGene00018224,Public name for WBGene00018224. History: N.A.
chrII,1927883,1928739,bath-22,157,+,bath-22,WBGene00018658,Public name for WBGene00018658. History: N.A.
chrII,1918323,1919444,bath-6,158,-,bath-6,WBGene00018666,Public name for WBGene00018666. History: N.A.
chrII,3380290,3381406,bath-8,159,+,bath-8,WBGene00021723,Public name for WBGene00021723. History: N.A.
chrII,1611337,1612517,btb-15,160,+,btb-15,WBGene00015594,Public name for WBGene00015594. History: N.A.
chrII,2043027,2044109,btb-3,161,-,btb-3,WBGene00015013,Public name for WBGene00015013. History: N.A.
chrII,13779143,13779633,C01B9.3,162,+,C01B9.3,WBGene00044129,Public name for WBGene00044129. History: N.A.
chrII,13781258,13781897,C01B9.5,163,+,C01B9.5,WBGene00194939,Public name for WBGene00194939. History: N.A.
chrII,14562382,14564056,C01G12.12,164,-,C01G12.12,WBGene00044053,Public name for WBGene00044053. History: N.A.
chrII,9289445,9291479,C01G6.10,165,+,C01G6.10,WBGene00014663,Public name for WBGene00014663. History: N.A.
chrII,14538333,14540407,C04H5.9,166,-,C04H5.9,WBGene00044054,Public name for WBGene00044054. History: N.A.
chrII,10574782,10578134,C06A1.4,167,-,C06A1.4,WBGene00014667,Public name for WBGene00014667. History: N.A.
chrII,9378497,9379537,C06C3.11,168,+,C06C3.11,WBGene00045404,Public name for WBGene00045404. History: N.A.
chrII,9379989,9381276,C06C3.5,169,-,C06C3.5,WBGene00007376,Public name for WBGene00007376. History: N.A.
chrII,734656,738673,C08G5.1,170,-,C08G5.1,WBGene00015614,Public name for WBGene00015614. History: N.A.
chrII,9851411,9853335,C08H9.8,171,-,C08H9.8,WBGene00007468,Public name for WBGene00007468. History: N.A.
chrII,9864586,9866340,C08H9.9,172,-,C08H9.9,WBGene00014673,Public name for WBGene00014673. History: N.A.
chrII,14718286,14719595,C09F9.4,173,+,C09F9.4,WBGene00007481,Public name for WBGene00007481. History: N.A.
chrII,3837339,3838950,C17A2.6,174,-,C17A2.6,WBGene00015874,Public name for WBGene00015874. History: N.A.
chrII,5569651,5569852,C17C3.14,175,-,C17C3.14,WBGene00023237,Public name for WBGene00023237. History: N.A.
chrII,427602,429152,C24H12.11,176,-,C24H12.11,WBGene00016080,Public name for WBGene00016080. History: N.A.
chrII,433658,435406,C24H12.12,177,-,C24H12.12,WBGene00044639,Public name for WBGene00044639. History: N.A.
chrII,430511,432730,C24H12.3,178,+,C24H12.3,WBGene00023244,Public name for WBGene00023244. History: N.A.
chrII,423623,424863,C24H12.9,179,-,C24H12.9,WBGene00016078,Public name for WBGene00016078. History: N.A.
chrII,5689412,5689982,C25H3.18,180,-,C25H3.18,WBGene00194836,Public name for WBGene00194836. History: N.A.
chrII,11293932,11294515,C47G2.6,181,+,C47G2.6,WBGene00044038,Public name for WBGene00044038. History: N.A.
chrII,2011491,2012477,ceh-85,182,-,ceh-85,WBGene00019137,Public name for WBGene00019137. History: N.A.
chrII,2756025,2757023,clec-120,183,-,clec-120,WBGene00017917,Public name for WBGene00017917. History: N.A.
chrII,3574703,3576084,clec-131,184,-,clec-131,WBGene00021140,Public name for WBGene00021140. History: N.A.
chrII,9793694,9795482,cyp-13A9,185,-,cyp-13A9,WBGene00014838,Public name for WBGene00014838. History: N.A.
chrII,13477400,13478859,E01G4.7,186,+,E01G4.7,WBGene00045410,Public name for WBGene00045410. History: N.A.
chrII,14000305,14000961,F01D5.4,187,-,F01D5.4,WBGene00014730,Public name for WBGene00014730. History: N.A.
chrII,2077026,2077907,F07E5.10,188,-,F07E5.10,WBGene00023266,Public name for WBGene00023266. History: N.A.
chrII,8784479,8785458,F07H5.3,189,+,F07H5.3,WBGene00014307,Public name for WBGene00014307. History: N.A.
chrII,8784479,8785458,F07H5.3,190,+,F07H5.3,WBGene00014307,Public name for WBGene00014307. History: N.A.
chrII,8786401,8787064,F07H5.4,191,+,F07H5.4,WBGene00014308,Public name for WBGene00014308. History: N.A.
chrII,8787714,8789661,F07H5.5,192,+,F07H5.5,WBGene00014309,Public name for WBGene00014309. History: N.A.
chrII,8787714,8789661,F07H5.5,193,+,F07H5.5,WBGene00014309,Public name for WBGene00014309. History: N.A.
chrII,7124614,7125276,F10E7.3,194,+,F10E7.3,WBGene00017345,Public name for WBGene00017345. History: N.A.
chrII,4691272,4693070,F10G7.6,195,+,F10G7.6,WBGene00017370,Public name for WBGene00017370. History: N.A.
chrII,5495089,5495665,F12A10.2,196,+,F12A10.2,WBGene00017391,Public name for WBGene00017391. History: N.A.
chrII,3737336,3738285,F12E12.3,197,+,F12E12.3,WBGene00017404,Public name for WBGene00017404. History: N.A.
chrII,8419896,8420105,F14E5.7,198,-,F14E5.7,WBGene00175025,Public name for WBGene00175025. History: N.A.
chrII,13043880,13045905,F18A11.6,199,+,F18A11.6,WBGene00008933,Public name for WBGene00008933. History: N.A.
chrII,13039181,13039724,F18A11.7,200,+,F18A11.7,WBGene00044057,Public name for WBGene00044057. History: N.A.
chrII,2658916,2659179,F22E5.19,201,+,F22E5.19,WBGene00023272,Public name for WBGene00023272. History: N.A.
chrII,831186,831878,F28A10.10,202,-,F28A10.10,WBGene00017878,Public name for WBGene00017878. History: N.A.
chrII,827897,830338,F28A10.2,203,+,F28A10.2,WBGene00017870,Public name for WBGene00017870. History: N.A.
chrII,833812,835277,F28A10.9,204,-,F28A10.9,WBGene00017877,Public name for WBGene00017877. History: N.A.
chrII,13125953,13126082,F29C12.7,205,+,F29C12.7,WBGene00009249,Public name for WBGene00009249. History: Killed on 2004-08-20; Resurrected on 2005-01-27
chrII,2408312,2409330,F30D4.1,206,+,F30D4.1,WBGene00023278,Public name for WBGene00023278. History: N.A.
chrII,6817706,6819285,F31E8.6,207,-,F31E8.6,WBGene00017956,Public name for WBGene00017956. History: N.A.
chrII,13134963,13137324,F32A11.4,208,-,F32A11.4,WBGene00009309,Public name for WBGene00009309. History: N.A.
chrII,13130938,13134142,F32A11.5,209,+,F32A11.5,WBGene00009310,Public name for WBGene00009310. History: N.A.
chrII,3318305,3319810,F39E9.1,210,+,F39E9.1,WBGene00018194,"Public name for WBGene00018194. History: Split into ""WBGene00195075"" on 2010-04-22"
chrII,3302764,3303754,F39E9.10,211,-,F39E9.10,WBGene00023036,Public name for WBGene00023036. History: N.A.
chrII,3306150,3307507,F39E9.7,212,-,F39E9.7,WBGene00018199,Public name for WBGene00018199. History: N.A.
chrII,3292267,3293476,F39E9.8,213,+,F39E9.8,WBGene00023281,Public name for WBGene00023281. History: N.A.
chrII,3294024,3295072,F39E9.9,214,+,F39E9.9,WBGene00023282,Public name for WBGene00023282. History: N.A.
chrII,3696279,3697300,F40H7.6,215,-,F40H7.6,WBGene00023283,Public name for WBGene00023283. History: N.A.
chrII,2345122,2346033,F43C11.5,216,+,F43C11.5,WBGene00018382,Public name for WBGene00018382. History: N.A.
chrII,7371765,7372523,F43E2.12,217,+,F43E2.12,WBGene00050912,Public name for WBGene00050912. History: N.A.
chrII,11782923,11784023,F43G6.3,218,+,F43G6.3,WBGene00009656,Public name for WBGene00009656. History: N.A.
chrII,1021511,1023527,F45D11.1,219,+,F45D11.1,WBGene00018448,Public name for WBGene00018448. History: N.A.
chrII,1019444,1020689,F45D11.2,220,+,F45D11.2,WBGene00018449,Public name for WBGene00018449. History: N.A.
chrII,1013626,1014871,F45D11.3,221,+,F45D11.3,WBGene00018450,Public name for WBGene00018450. History: N.A.
chrII,1007798,1009043,F45D11.4,222,+,F45D11.4,WBGene00018451,Public name for WBGene00018451. History: N.A.
chrII,807417,808077,F46F5.12,223,+,F46F5.12,WBGene00018503,Public name for WBGene00018503. History: N.A.
chrII,796590,798419,F46F5.2,224,-,F46F5.2,WBGene00018494,Public name for WBGene00018494. History: N.A.
chrII,801734,802700,F46F5.3,225,-,F46F5.3,WBGene00023287,Public name for WBGene00023287. History: N.A.
chrII,805036,806125,F46F5.4,226,-,F46F5.4,WBGene00018495,Public name for WBGene00018495. History: N.A.
chrII,11558275,11558587,F54D5.16,227,+,F54D5.16,WBGene00044040,Public name for WBGene00044040. History: N.A.
chrII,12402369,12404823,F57G9.6,228,+,F57G9.6,WBGene00044041,Public name for WBGene00044041. History: N.A.
chrII,12924811,12925192,F58G1.9,229,+,F58G1.9,WBGene00010271,Public name for WBGene00010271. History: N.A.
chrII,2017800,2018865,F59H6.3,230,+,F59H6.3,WBGene00019134,Public name for WBGene00019134. History: N.A.
chrII,3814377,3815460,fbxa-146,231,-,fbxa-146,WBGene00018807,Public name for WBGene00018807. History: N.A.
chrII,1621648,1622854,fbxa-159,232,-,fbxa-159,WBGene00015603,Public name for WBGene00015603. History: N.A.
chrII,1606596,1607613,fbxa-161,233,-,fbxa-161,WBGene00015596,Public name for WBGene00015596. History: N.A.
chrII,1607881,1609008,fbxa-162,234,-,fbxa-162,WBGene00015597,Public name for WBGene00015597. History: N.A.
