# Supplemental Table S2.  Genes enriched for antisense 22G-RNAs in the CSR-1 IP.  A list of 4191 genes for which there are at least 25 small RNA reads per million and an enrichment of two-fold or greater in the CSR-1 IP when compared to the wild-type Input sample.
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Reads - norm = reads per million, excluding reads considered to be degradation products
# Ratio is calculated as: input/(input+IP) using the normalized read -norm value
gene name,cosmid ID,Input reads,Input reads - norm,CSR-1 IP reads,CSR-1 IP reads - norm,RATIO,Input,Suggested Match,History
hum-2,F36D4.3,422.5,132.311875217845,3287.5476,1826.73399693058,0.932461063266098,hum-2,WBGene00002036,Public name for WBGene00002036. History: N.A.
par-2,F58B6.3,412.0,129.023651100005,596.3333,331.354080656292,0.719743935902825,par-2,WBGene00003917,"Public name for WBGene00003917. History: Split into F58B6.11(WBGene00306125). History of WBGene00003917: Split into ""WBGene00306125"" on 2022-01-02"
inft-2,F15B9.4,390.0,122.134038662626,1225.0,680.674295404865,0.847866503772047,inft-2,WBGene00008848,Public name for WBGene00008848. History: N.A.
ZK402.5,ZK402.5,388.2291,121.579456177837,541.632700000001,300.959556278151,0.712264542222593,ZK402.5,WBGene00022731,Public name for WBGene00022731. History: N.A.
xnp-1,B0041.7,353.0,110.546963199761,483.5,268.657977002655,0.708476996262885,xnp-1,WBGene00006961,Public name for WBGene00006961. History: Renamed on 2004-09-10
klp-16,C41G7.2,344.0,107.72848538447,2219.0833,1233.03915238547,0.91965163660748,klp-16,WBGene00002226,Public name for WBGene00002226. History: N.A.
top-2,K12D12.1,335.8494,105.176009242102,1944.4327,1080.42886370178,0.911289155736221,top-2,WBGene00010785,Public name for WBGene00010785. History: Renamed on 2015-07-16
mca-3,Y67D8C.10,331.8425,103.921191602314,516.8333,287.179708015732,0.734285470312636,mca-3,WBGene00003153,Public name for WBGene00003153. History: Renamed on 2007-10-09
rga-3,K09H11.3,320.1666,100.264717699696,1383.5,768.745214442964,0.884621896722768,rga-3,WBGene00019600,Public name for WBGene00019600. History: N.A.
csr-1,F20D12.1,319.5,100.055962442844,1903.0,1057.40668094323,0.913555773903737,csr-1,WBGene00017641,Public name for WBGene00017641. History: N.A.. Other name for WBGene00003637(nhr-47). History: Renamed on 2005-12-15
dhc-1,T21E12.4,309.0,96.7677383250037,2003.5,1113.24975579073,0.920027818774868,dhc-1,WBGene00000962,Public name for WBGene00000962. History: N.A.
lin-13,C03B8.4,308.5,96.6111562241542,1005.5,558.708574718034,0.852574015915481,lin-13,WBGene00003002,Public name for WBGene00003002. History: N.A.
klp-15,M01E11.6,308.0,96.4545741233046,1981.0833,1100.79386070681,0.919436458367982,klp-15,WBGene00002225,Public name for WBGene00002225. History: N.A.
F58G1.1,F58G1.1,307.0,96.1414099216056,1918.7689,1066.16870943042,0.917284201246391,F58G1.1,WBGene00010263,Sequence name for WBGene00010263(wago-4). History: N.A.
K07A12.2,K07A12.2,306.5,95.9848278207561,1897.5,1054.35059226998,0.91655926945796,K07A12.2,WBGene00010621,Sequence name for WBGene00010621(egg-6). History: N.A.
mep-1,M04B2.1,298.0,93.3229321063142,1873.5,1041.01493260491,0.917729157238287,mep-1,WBGene00003218,Public name for WBGene00003218. History: N.A.
T12E12.2,T12E12.2,292.0,91.44394689612,1318.0,732.34997660703,0.888996575129787,T12E12.2,WBGene00020463,Sequence name for WBGene00020463(cec-6). History: N.A.
set-2,C26E6.9,284.9999,89.2517661678065,1166.5,648.168624971245,0.878967591294913,set-2,WBGene00004782,Public name for WBGene00004782. History: N.A.
Y111B2A.3,Y111B2A.3,283.5,88.7820511816781,1739.0333,966.298176459671,0.91585279597159,Y111B2A.3,WBGene00013729,Public name for WBGene00013729. History: N.A.
C36A4.5,C36A4.5,282.4977,88.4681667023152,471.8298,262.173401360015,0.747696295133528,C36A4.5,WBGene00007966,Sequence name for WBGene00007966(maph-1.3). History: N.A.
Y54E2A.6,Y54E2A.6,276.5,86.5899017697848,627.5,348.671934993104,0.801062499727135,Y54E2A.6,WBGene00013189,"Public name for Dead gene WBGene00013191. History of WBGene00013191: Merged into ""WBGene00013189"" on 2008-11-27"
ada-2,F32A5.1,272.3333,85.2850404905655,512.0,284.494072854931,0.769362201885965,ada-2,WBGene00017967,Public name for WBGene00017967. History: N.A.
T20D3.11,T20D3.11,271.0,84.8674986604401,1436.75,798.333709324849,0.903909213559575,T20D3.11,WBGene00007505,"Public name for Dead gene WBGene00011862. History of WBGene00011862: Merged into ""WBGene00007505"" on 2014-05-28"
morc-1,ZC155.3,267.0,83.614841853644,1292.0,717.903011969866,0.895679377003553,morc-1,WBGene00022531,Public name for WBGene00022531. History: N.A.
klp-10,C33H5.4,266.0,83.3016776519449,1082.0,601.21598990046,0.878306022473017,klp-10,WBGene00002221,Public name for WBGene00002221. History: N.A.
Y57A10A.1,Y57A10A.1,264.5417,82.8449902966072,366.0,203.368809892392,0.710548582067318,Y57A10A.1,WBGene00013246,Public name for WBGene00013246. History: N.A.
lin-5,T09A5.10,259.0,81.1095282400516,1448.6667,804.955253305299,0.908460950114063,lin-5,WBGene00002994,Public name for WBGene00002994. History: N.A.
klp-18,C06G3.2,258.0,80.7963640383526,1535.0,852.926566078749,0.91346858748749,klp-18,WBGene00002228,Public name for WBGene00002228. History: N.A.
klp-19,Y43F4B.6,257.5,80.6397819375031,1930.8333,1072.87232328306,0.930091949991211,klp-19,WBGene00002229,Public name for WBGene00002229. History: N.A.
F01G4.4,F01G4.4,256.0,80.1700356349545,998.8327,555.003872897828,0.873782542768259,F01G4.4,WBGene00008503,Public name for WBGene00008503. History: N.A.
F59A6.5,F59A6.5,255.5,80.013453534105,790.0,438.965463975382,0.845825233290633,F59A6.5,WBGene00019087,Public name for WBGene00019087. History: N.A.
T07A9.14,T07A9.14,251.0,78.6042146264593,821.0,456.190691042771,0.853019888945846,T07A9.14,WBGene00044789,Public name for WBGene00044789. History: N.A.
ZK1067.2,ZK1067.2,250.0,78.2910504247603,1391.5,773.190434331322,0.908053138175767,ZK1067.2,WBGene00014208,Sequence name for WBGene00014208(znfx-1). History: N.A.
F34D10.4,F34D10.4,245.1429,76.7699805806878,910.5,505.921588543779,0.868249371282238,F34D10.4,WBGene00009374,Public name for WBGene00009374. History: N.A.
hcp-1,ZK1055.1,244.5,76.5686473154155,2631.0,1461.92169078384,0.95023131090312,hcp-1,WBGene00001829,Public name for WBGene00001829. History: N.A.
scc-1,F10G7.4,243.0,76.098901012867,1512.5,840.424385142742,0.916970029935555,scc-1,WBGene00004737,Public name for WBGene00004737. History: N.A.
F09G2.2,F09G2.2,242.0,75.7857368111679,332.0,184.47662536687,0.708810232194368,F09G2.2,WBGene00017311,Public name for WBGene00017311. History: N.A.
Y39G10AR.7,Y39G10AR.7,242.0,75.7857368111679,1244.8333,691.694717856337,0.901253854283494,Y39G10AR.7,WBGene00021465,Sequence name for WBGene00021465(ekl-7). History: N.A.
ppw-2,Y110A7A.18,239.0,74.8462442060708,1093.5,607.605993489976,0.890327498289476,ppw-2,WBGene00004094,Public name for WBGene00004094. History: Renamed on 2011-10-14
aspm-1,C45G3.1,238.5,74.6896621052213,1136.0,631.221224146879,0.894193922264364,aspm-1,WBGene00008107,Public name for WBGene00008107. History: Renamed on 2006-09-21
T10B11.7,T10B11.7,238.5,74.6896621052213,299.5,166.417919570414,0.690222673272456,T10B11.7,WBGene00020403,Sequence name for WBGene00020403(hrde-4). History: N.A.
Y81G3A.3,Y81G3A.3,235.0156,73.5984727608212,1328.2595,738.050693287607,0.909322308406795,Y81G3A.3,WBGene00013591,Sequence name for WBGene00013591(gcn-2). History: N.A.
glh-4,T12F5.3,232.3332,72.7584411061836,972.9499,540.622030732028,0.881381223487378,glh-4,WBGene00001601,Public name for WBGene00001601. History: N.A.
cdk-1,T05G5.3,232.0,72.6540947941775,686.0,381.177605426724,0.839909607991656,cdk-1,WBGene00000405,Public name for WBGene00000405. History: N.A.
F13D12.5,F13D12.5,231.0,72.3409305924785,720.0,400.069789952247,0.846868567019259,F13D12.5,WBGene00008740,Public name for WBGene00008740. History: N.A.
ama-1,F36A4.7,225.0,70.4619453822842,1341.0,745.12998378606,0.91360637242434,ama-1,WBGene00000123,Public name for WBGene00000123. History: Renamed on 2007-10-04
ars-2,F28H1.3,224.0,70.1487811805852,1531.5,850.981782377593,0.923844909770867,ars-2,WBGene00000197,Other name for WBGene00000197(aars-2). History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
pgl-1,ZK381.4,222.0,69.5224527771871,959.5,533.148560359974,0.884642779789104,pgl-1,WBGene00003992,Public name for WBGene00003992. History: N.A.
bub-1,R06C7.8,221.0,69.2092885754881,1591.0,884.043105297258,0.927396680018485,bub-1,WBGene00000275,Public name for WBGene00000275. History: N.A.
set-9,F15E6.1,218.5314,68.4362114271738,1626.0304,903.507834144401,0.929588321736229,set-9,WBGene00017482,Public name for WBGene00017482. History: N.A.
prmt-5,C34E10.5,216.0,67.6434675669929,410.0,227.817519278363,0.771057870315727,prmt-5,WBGene00016408,Public name for WBGene00016408. History: Renamed on 2007-07-20
bmk-1,F23B12.8,216.0,67.6434675669929,1327.0,737.350848981434,0.915970254477041,bmk-1,WBGene00000257,Public name for WBGene00000257. History: N.A.
K10D2.1,K10D2.1,213.0,66.7039749618957,543.5,301.997126165342,0.819083873744992,K10D2.1,WBGene00019627,"Sequence name for WBGene00019627(hira-1). History: Split into K10D2.8(WBGene00189952). History of WBGene00019627: Split into ""WBGene00189952"" on 2009-04-20"
klp-12,T01G1.1,212.5,66.5473928610462,249.5,138.635295268175,0.675667603988424,klp-12,WBGene00002223,"Public name for WBGene00002223. History: Split into T01G1.4(WBGene00044025). History of WBGene00002223: Split into ""WBGene00044025"" on 2004-12-14"
glh-1,T21G5.3,212.0,66.3908107601967,1265.0,702.900394846657,0.913698726468835,glh-1,WBGene00001598,Public name for WBGene00001598. History: N.A.
gex-3,F28D1.10,210.5,65.9210644576481,410.5,228.095345521385,0.775791206816147,gex-3,WBGene00001580,Public name for WBGene00001580. History: N.A.
atl-1,T06E4.3,209.0,65.4513181550996,852.0,473.415918110159,0.878539065375871,atl-1,WBGene00000226,Public name for WBGene00000226. History: N.A.
T09A5.11,T09A5.11,209.0,65.4513181550996,739.0,410.627187187098,0.862519904972281,T09A5.11,WBGene00011638,Sequence name for WBGene00011638(ostb-1). History: N.A.
D2005.4,D2005.4,208.0,65.1381539534005,1060.5,589.269461450497,0.900462414525544,D2005.4,WBGene00008399,"Public name for WBGene00008399. History: Split into D2005.7(WBGene00086551). History of WBGene00008399: Split into ""WBGene00086551"" on 2008-06-27"
plk-3,F55G1.8,207.0,64.8249897517015,510.5,283.660594125864,0.813980856739036,plk-3,WBGene00004044,Public name for WBGene00004044. History: N.A.
zyg-9,F22B5.7,205.5,64.3552434491529,1600.8333,889.507002888282,0.93253193142274,zyg-9,WBGene00006994,Public name for WBGene00006994. History: N.A.
C47G2.5,C47G2.5,205.0,64.1986613483034,997.0,553.985528586653,0.896149622728045,C47G2.5,WBGene00008166,Sequence name for WBGene00008166(saps-1). History: N.A.
let-99,K08E7.3,201.5,63.1025866423568,1165.75,647.751885606711,0.911229950565399,let-99,WBGene00002368,Public name for WBGene00002368. History: N.A.
eel-1,Y67D8C.5,200.5003,62.7895163899182,1409.1666,783.006924541281,0.925762851022654,eel-1,WBGene00022069,Public name for WBGene00022069. History: N.A.
C28C12.2,C28C12.2,199.0,62.3196761381092,756.0,420.07327944986,0.870811388482756,C28C12.2,WBGene00016178,Sequence name for WBGene00016178(mesp-1). History: N.A.
cit-1.2,F44B9.3,199.0,62.3196761381092,1081.5,600.938163657438,0.90604004596867,cit-1.2,WBGene00000508,Public name for WBGene00000508. History: N.A.
icp-1,Y39G10AR.13,198.5,62.1630940372596,1560.5,867.095704472891,0.933104648417724,icp-1,WBGene00002047,Public name for WBGene00002047. History: N.A.
Y45G5AM.2,Y45G5AM.2,198.5,62.1630940372596,1373.1547,762.996822779085,0.924665397857546,Y45G5AM.2,WBGene00021555,Sequence name for WBGene00021555(pid-5). History: N.A.
Y105E8A.21,Y105E8A.21,198.0,62.0065119364101,390.5,216.98229580049,0.77774552162363,Y105E8A.21,WBGene00013679,Public name for WBGene00013679. History: N.A.
T26A5.5,T26A5.5,197.5,61.8499298355606,922.0,512.311592133294,0.892277821712136,T26A5.5,WBGene00020821,Sequence name for WBGene00020821(jhdm-1). History: N.A.
spd-5,F56A3.4,197.0,61.6933477347111,1045.5,580.934674159826,0.903998354206789,spd-5,WBGene00004955,Public name for WBGene00004955. History: N.A.
H09G03.1,H09G03.1,195.4166,61.1974835377408,261.9998,145.580840213237,0.704043042676753,H09G03.1,WBGene00019174,"Public name for WBGene00019174. History: Split into H09G03.4(WBGene00305995), H09G03.5(WBGene00305996). History of WBGene00019174: Split into ""WBGene00305995"" on 2020-01-20; Split into ""WBGene00305996"" on 2020-01-20"
lin-35,C32F10.2,195.0,61.067019331313,556.5,309.220608483924,0.835082204362,lin-35,WBGene00003020,Public name for WBGene00003020. History: N.A.
F48E8.6,F48E8.6,194.5,60.9104372304635,989.0,549.540308698295,0.90022055401408,F48E8.6,WBGene00018612,Sequence name for WBGene00018612(disl-2). History: Renamed on 2017-03-13
pde-2,R08D7.6,194.0286,60.7628116257826,952.5595,529.29205428058,0.897021759946938,pde-2,WBGene00011146,Public name for WBGene00011146. History: N.A.
rod-1,F55G1.4,194.0,60.753855129614,1297.5,720.959100643112,0.922281120351193,rod-1,WBGene00018900,Public name for WBGene00018900. History: N.A.
Y48G1C.1,Y48G1C.1,194.0,60.753855129614,1060.0,588.991635207475,0.906495918735666,Y48G1C.1,WBGene00021676,Sequence name for WBGene00021676(pid-2). History: Renamed on 2021-03-11
gpr-1,F22B7.13,193.8333,60.7016506571907,1568.5,871.54092436125,0.934886420891054,gpr-1,WBGene00001688,Public name for WBGene00001688. History: N.A.
spdl-1,C06A8.5,192.0,60.1275267262159,1142.5,634.83296530617,0.913480654777403,spdl-1,WBGene00015515,Public name for WBGene00015515. History: N.A.
B0564.7,B0564.7,191.5,59.9709446253664,317.0,176.141838076198,0.746007209185422,B0564.7,WBGene00007207,"Sequence name for WBGene00007207(fask-1). History: Split into rde-11(WBGene00023421). History of WBGene00007207: Split into ""WBGene00023421"" on 2004-07-07"
C28A5.2,C28A5.2,191.5,59.9709446253664,726.9166,403.913015937225,0.870719943512092,C28A5.2,WBGene00007789,Public name for WBGene00007789. History: N.A.
daf-15,C10C5.6,191.0,59.8143625245168,296.0,164.473135869257,0.733313880832079,daf-15,WBGene00000911,Public name for WBGene00000911. History: N.A.
duo-3,Y106G6H.12,189.5,59.3446162219683,301.0,167.251398299481,0.73810388348048,duo-3,WBGene00001112,Public name for WBGene00001112. History: N.A.
cas-2,C18E3.6,189.0,59.1880341211188,239.0,132.800944164704,0.691711291712784,cas-2,WBGene00015975,Public name for WBGene00015975. History: N.A.
F54E12.2,F54E12.2,189.0,59.1880341211188,786.0,436.742854031203,0.88065265637792,F54E12.2,WBGene00010061,Public name for WBGene00010061. History: N.A.
B0001.3,B0001.3,187.5,58.7182878185702,320.0,177.808795534332,0.751748142385193,B0001.3,WBGene00007088,Public name for WBGene00007088. History: N.A.
isw-1,F37A4.8,187.5,58.7182878185702,444.125,246.779160364641,0.8077945064099,isw-1,WBGene00002169,Public name for WBGene00002169. History: N.A.
lin-36,F44B9.6,185.7226,58.1616697664703,404.0,224.483604362094,0.79422380244711,lin-36,WBGene00003021,Public name for WBGene00003021. History: N.A.
eea-1,T10G3.5,185.0,57.9353773143226,442.8333,246.061424048417,0.809421095700306,eea-1,WBGene00011696,Public name for WBGene00011696. History: N.A.
plk-1,C14B9.4,184.0,57.6222131126236,841.0,467.303740763667,0.890227921315159,plk-1,WBGene00004042,Public name for WBGene00004042. History: N.A.
set-16,T12D8.1,184.0,57.6222131126236,1110.5,617.052085752737,0.914592547530667,set-16,WBGene00011729,Public name for WBGene00011729. History: Renamed on 2007-05-03
kca-1,C10H11.10,183.0,57.3090489109245,651.5,362.007594658179,0.863327512060752,kca-1,WBGene00015698,Public name for WBGene00015698. History: N.A.
ego-1,F26A3.3,182.8333,57.2568444385013,908.5,504.81028357169,0.898131661530893,ego-1,WBGene00001214,Public name for WBGene00001214. History: N.A.
unc-40,T19B4.7,182.0,56.9958847092255,454.0,252.266228664334,0.815703630530456,unc-40,WBGene00006776,Public name for WBGene00006776. History: Renamed on 2010-05-19; Renamed on 2010-08-27
ZK930.1,ZK930.1,182.0,56.9958847092255,1104.5,613.718170836468,0.915022080962872,ZK930.1,WBGene00014151,Sequence name for WBGene00014151(vps-15). History: N.A.
nkcc-1,Y37A1C.1,181.75,56.9175936588007,1228.0,682.341252863,0.923007220100785,nkcc-1,WBGene00012543,Public name for WBGene00012543. History: N.A.
C34D4.14,C34D4.14,181.0,56.6827205075264,1015.0,563.98727333546,0.908674946316374,C34D4.14,WBGene00016405,Sequence name for WBGene00016405(hecd-1). History: N.A.
ego-2,Y53H1C.2,180.4999,56.5261070902567,530.9993,295.051081133042,0.839221346026708,ego-2,WBGene00001215,Public name for WBGene00001215. History: N.A.
F53H1.4,F53H1.4,180.3666,56.4843623021703,402.8333,223.835324606626,0.798500194813118,F53H1.4,WBGene00018778,Public name for WBGene00018778. History: N.A.
C16A11.4,C16A11.4,180.0,56.3695563058274,645.5,358.673679741911,0.864183893604415,C16A11.4,WBGene00015817,Public name for WBGene00015817. History: N.A.
R05D3.2,R05D3.2,180.0,56.3695563058274,776.0,431.186329170755,0.884383394837442,R05D3.2,WBGene00019877,Public name for WBGene00019877. History: N.A.
figl-1,F32D1.1,179.5,56.2129742049779,787.5,437.57633276027,0.886160001012468,figl-1,WBGene00017981,Public name for WBGene00017981. History: N.A.
set-31,C15H11.5,178.5,55.8998100032788,883.25,490.780058299059,0.897746719342583,set-31,WBGene00007615,Public name for WBGene00007615. History: Renamed on 2007-05-03
tam-1,F26G5.9,178.0,55.7432279024293,675.0,375.065428080232,0.870607920411254,tam-1,WBGene00006523,Public name for WBGene00006523. History: N.A.
Y14H12B.2,Y14H12B.2,178.0,55.7432279024293,801.9583,445.610123099252,0.888814490237161,Y14H12B.2,WBGene00021192,Public name for WBGene00021192. History: N.A.
met-2,R05D3.11,176.2023,55.1802526170349,932.8096,518.317973246444,0.903783045651181,met-2,WBGene00019883,Public name for WBGene00019883. History: N.A.
F54B3.1,F54B3.1,175.5,54.9603173981817,556.7672,309.369078828196,0.84914662948572,F54B3.1,WBGene00010013,Public name for WBGene00010013. History: N.A.
trr-1,C47D12.1,175.0,54.8037352973322,1333.0,740.684763897702,0.931106816311249,trr-1,WBGene00007028,Public name for WBGene00007028. History: N.A.
F56D2.6,F56D2.6,175.0,54.8037352973322,882.5,490.363318934525,0.899473501063723,F56D2.6,WBGene00018967,Sequence name for WBGene00018967(ddx-15). History: N.A.
ufd-2,T05H10.5,173.5,54.3339889947836,1108.0,615.662954537625,0.918904124087015,ufd-2,WBGene00006734,Public name for WBGene00006734. History: N.A.
unc-116,R05D3.7,173.25,54.2556979443589,1155.4999,642.056392059504,0.922081350125548,unc-116,WBGene00006840,Public name for WBGene00006840. History: N.A.
ulp-2,Y38A8.3,173.0,54.1774068939341,891.5,495.364191308928,0.901413456103946,ulp-2,WBGene00006737,Public name for WBGene00006737. History: N.A.
prp-8,C50C3.6,172.0,53.8642426922351,945.0,525.091599312325,0.906963124327864,prp-8,WBGene00004187,Public name for WBGene00004187. History: N.A.
duo-1,F38B7.5,172.0,53.8642426922351,1133.5,629.832092931767,0.921216130779648,duo-1,WBGene00001110,Public name for WBGene00001110. History: N.A.
wrs-1,Y80D3A.1,171.7023,53.7710137093893,240.6499,133.71771520143,0.713204020200243,wrs-1,WBGene00006945,Other name for WBGene00006945(wars-1). History: Renamed on 2010-01-29
cpb-3,B0414.5,171.5833,53.7337471693871,791.0833,439.567402313515,0.891073136104157,cpb-3,WBGene00000772,Public name for WBGene00000772. History: N.A.
nurf-1,F26H11.2,171.0,53.551078490536,999.0,555.096833558743,0.912016327616679,nurf-1,WBGene00009180,Public name for WBGene00009180. History: N.A.
F54D5.14,F54D5.14,171.0,53.551078490536,1095.8333,608.902497435664,0.919162518798899,F54D5.14,WBGene00010056,Sequence name for WBGene00010056(smc-6). History: N.A.
cdc-14,C17G10.4,169.0,52.9247500871379,672.0,373.398470622097,0.875857688448,cdc-14,WBGene00000383,"Public name for WBGene00000383. History: Split into C17G10.13(WBGene00270322). History of WBGene00000383: Split into ""WBGene00270322"" on 2016-08-31"
gpr-2,C38C10.4,168.8333,52.8725456147147,1372.25,762.49412397496,0.935154884806216,gpr-2,WBGene00001689,Public name for WBGene00001689. History: N.A.
asf-1,F10G7.3,168.5,52.7681679862884,1482.0,823.476984318376,0.939779218352878,asf-1,WBGene00006817,Other name for WBGene00006817(unc-85). History: Renamed on 2008-06-05
let-502,C10H11.9,167.0,52.2984216837399,803.0,446.188946293965,0.895085763364662,let-502,WBGene00002694,Public name for WBGene00002694. History: Renamed on 2015-03-05
rpn-1,T22D1.9,167.0,52.2984216837399,1045.5,580.934674159826,0.91741047328856,rpn-1,WBGene00004458,Public name for WBGene00004458. History: N.A.
mut-7,ZK1098.8,167.0,52.2984216837399,788.0,437.854159003293,0.893301751853607,mut-7,WBGene00003504,Public name for WBGene00003504. History: N.A.
rrf-1,F26A3.8,166.5,52.1418395828903,714.5,397.013701279001,0.883911396299744,rrf-1,WBGene00004508,Public name for WBGene00004508. History: N.A.
lin-49,F42A9.2,166.0,51.9852574820408,888.5,493.697233850794,0.904733506557877,lin-49,WBGene00003034,Public name for WBGene00003034. History: N.A.
F52B5.3,F52B5.3,166.0,51.9852574820408,785.5,436.465027788181,0.893571036705851,F52B5.3,WBGene00009922,Public name for WBGene00009922. History: N.A.
F55F10.1,F55F10.1,166.0,51.9852574820408,1557.5,865.428747014757,0.943335007720364,F55F10.1,WBGene00018898,Public name for WBGene00018898. History: N.A.
htp-1,F41H10.10,165.0,51.6720932803418,568.0,315.61061207344,0.859312479114503,htp-1,WBGene00002032,Public name for WBGene00002032. History: N.A.
R11A8.7,R11A8.7,162.0,50.7326006752446,849.0,471.748960652025,0.902900686970909,R11A8.7,WBGene00011240,Sequence name for WBGene00011240(mask-1). History: N.A.
rad-26,C27B7.4,161.0,50.4194364735456,582.0,323.389746878067,0.865119856014559,rad-26,WBGene00007761,Public name for WBGene00007761. History: N.A.
spd-1,Y34D9A.4,161.0,50.4194364735456,806.5,448.133729995121,0.898868486122203,spd-1,WBGene00004952,Public name for WBGene00004952. History: N.A.
set-25,Y43F4B.3,160.4166,50.2367364782744,885.2408,491.886251268277,0.907333321748458,set-25,WBGene00012802,Public name for WBGene00012802. History: N.A.
T26C5.3,T26C5.3,160.0,50.1062722718466,181.8333,101.036125190728,0.668483012622227,T26C5.3,WBGene00012033,Public name for WBGene00012033. History: N.A.
T05H10.1,T05H10.1,159.0,49.7931080701475,529.0,293.940165117693,0.855140273129925,T05H10.1,WBGene00011507,Public name for WBGene00011507. History: N.A.
T07C4.10,T07C4.10,158.5345,49.6473301342566,1129.5,627.609482987588,0.926693494738864,T07C4.10,WBGene00011562,"Sequence name for WBGene00011562(sas-7). History: Split into ""WBGene00044098"" on 2005-02-03"
tat-3,W09D10.2,158.5,49.636525969298,914.5,508.144198487958,0.91101068252655,tat-3,WBGene00012360,Public name for WBGene00012360. History: N.A.
hcp-3,F58A4.3,158.25,49.5582349188732,1024.5,569.265971952885,0.919915487518827,hcp-3,WBGene00001831,Public name for WBGene00001831. History: N.A.
vet-6,F44F1.7,158.0,49.4799438684485,365.0,202.813157406348,0.803879124643384,vet-6,WBGene00006902,Public name for WBGene00006902. History: N.A.
vps-11,R06F6.2,157.0,49.1667796667494,317.0,176.141838076198,0.781780296913261,vps-11,WBGene00011067,Public name for WBGene00011067. History: N.A.
pqn-85,Y43H11AL.3,157.0,49.1667796667494,455.0,252.821881150378,0.837189980796919,pqn-85,WBGene00004166,Other name for WBGene00004166(scc-2). History: Renamed on 2021-02-16; Renamed on 2021-03-11
C28A5.1,C28A5.1,155.0,48.5404512633514,582.9166,323.899057946775,0.869668899074922,C28A5.1,WBGene00007788,Public name for WBGene00007788. History: N.A.
cyk-1,F11H8.4,154.5,48.3838691625018,900.5,500.365063683331,0.911828768556175,cyk-1,WBGene00000872,Public name for WBGene00000872. History: N.A.
mat-2,W10C6.1,154.5,48.3838691625018,1033.5,574.266844327288,0.922293722444606,mat-2,WBGene00003133,Other name for WBGene00003133(apc-1). History: Renamed on 2022-01-03
F27D4.4,F27D4.4,154.0,48.2272870616523,234.0,130.02268173448,0.729440137424031,F27D4.4,WBGene00009189,Public name for WBGene00009189. History: N.A.
zen-4,M03D4.1,154.0,48.2272870616523,1104.5,613.718170836468,0.927143110529395,zen-4,WBGene00006974,Public name for WBGene00006974. History: N.A.
T16H12.11,T16H12.11,154.0,48.2272870616523,576.5,320.33365820482,0.869147049677812,T16H12.11,WBGene00011819,Sequence name for WBGene00011819(hal-2). History: N.A.
