# Supplementary File 5. Genes upregulated in mep-1::degron,log2Foldchange >=2,padj<=0.05
Gene name,baseMean,log2FoldChange,lfcSE,pvalue,padj,Category,Input,Suggested Match,History
acsd-1,9.12619109622996,1.99968551225543,1.1962243341606,0.0015827958946367,0.0066156554131025,Other,acsd-1,WBGene00022104,Public name for WBGene00022104. History: N.A.
act-4,5399.80499920286,1.00053139695795,0.057576868488008,2.03377607558048e-68,2.96427897115052e-66,Neutral,act-4,WBGene00000066,Public name for WBGene00000066. History: N.A.
agr-1,54.7530735465563,2.44868592969602,0.440870563996081,8.83061808164873e-10,1.17963274754946e-08,Other,agr-1,WBGene00018304,Public name for WBGene00018304. History: N.A.
AH10.4,21.5777511202248,1.42172175116632,0.731849845222943,0.0014134606182092,0.0059810007071522,Other,AH10.4,WBGene00007085,Public name for WBGene00007085. History: N.A.
AH6.3,3.03719577827944,2.9420395802683,2.56587053710856,0.0026549615459755,0.0103587831747432,Spermatogenic,AH6.3,WBGene00007081,Public name for WBGene00007081. History: N.A.
ahr-1,30.6615410459875,3.69299862521837,0.654297500668274,8.246223379462581e-10,1.10759721139661e-08,Spermatogenic,ahr-1,WBGene00000096,Public name for WBGene00000096. History: N.A.
alg-2,8284.2642795162,1.07056789351193,0.0487344794291431,1.01615834861142e-107,2.4127204919207702e-105,Oogenic,alg-2,WBGene00000106,Public name for WBGene00000106. History: N.A.
alg-3,19.9976470383584,5.09015464360929,0.866124432158643,4.57057088088655e-10,6.377570989339431e-09,Spermatogenic,alg-3,WBGene00011910,Public name for WBGene00011910. History: N.A.
alg-4,17.7350950778077,5.73475659853766,1.15125274507204,5.00263614422298e-08,5.20819000559452e-07,Spermatogenic,alg-4,WBGene00006449,Public name for WBGene00006449. History: Renamed on 2013-12-23
anmt-1,41.7232457828423,2.48298621732314,0.435347459654001,3.58491106491485e-10,5.05977716074894e-09,Neutral,anmt-1,WBGene00015124,Public name for WBGene00015124. History: N.A.
ant-1.4,10.3744543167227,2.97622319372871,1.32368166790271,0.0003026028189501,0.0015307959098851,Spermatogenic,ant-1.4,WBGene00020140,Public name for WBGene00020140. History: Renamed on 2008-06-04; Renamed on 2008-11-21; Renamed on 2014-03-03
apm-1,112.766624734919,1.58185041957552,0.267831774605691,3.98738091302194e-10,5.60097656685076e-09,Spermatogenic,apm-1,WBGene00000150,Public name for WBGene00000150. History: Renamed on 2015-03-05
aqp-2,176.371594011611,1.32569517891488,0.257545891712255,3.32037069903294e-08,3.55226577474301e-07,Neutral,aqp-2,WBGene00000170,Public name for WBGene00000170. History: N.A.
arg-1,4.9508800514991,2.79702102308977,2.3271951946263,0.0026947116551751,0.0104999603694635,Other,arg-1,WBGene00000185,Public name for WBGene00000185. History: N.A.
argk-1,5.08907099273347,4.64441665948676,2.05729371135498,0.0001965413981342,0.0010426255574535,Other,argk-1,WBGene00009706,Public name for WBGene00009706. History: N.A.
arrd-26,19.8503512611374,2.80748661450901,0.718313272572269,2.41905998081271e-06,1.92908894786262e-05,Other,arrd-26,WBGene00019873,Public name for WBGene00019873. History: N.A.
asb-2,3551.70252616884,1.61431602891801,0.0610776886111046,6.912332982918961e-155,2.31264667821705e-152,Neutral,asb-2,WBGene00000207,Public name for WBGene00000207. History: N.A.
asd-2,322.449473892189,1.50260443080793,0.156478658038408,1.1043064062231299e-22,4.30065994868008e-21,Neutral,asd-2,WBGene00006423,Public name for WBGene00006423. History: Renamed on 2015-03-05
asic-1,16.2490634577959,2.72233695344298,0.861534529521075,3.21137686030654e-05,0.0002045637332781,Other,asic-1,WBGene00022815,Public name for WBGene00022815. History: N.A.
atf-2,24.5116304089433,1.0984070663137,0.657750279224181,0.0033782950467989,0.0127681338598017,Neutral,atf-2,WBGene00000220,Public name for WBGene00000220. History: N.A.
atf-8,10.6552194891009,3.49661755058043,1.30346491943769,0.0001022977909329,0.0005761001454951,Other,atf-8,WBGene00017535,Public name for WBGene00017535. History: N.A.
atg-10,73.1047199615395,2.04792954475161,0.293087865141302,1.49145292652228e-13,2.98310849610524e-12,Oogenic,atg-10,WBGene00008427,Public name for WBGene00008427. History: N.A.
atg-16.2,702.486097937946,2.05306788556763,0.127818593889034,1.98128817721376e-59,2.49286694502255e-57,Oogenic,atg-16.2,WBGene00019427,Public name for WBGene00019427. History: N.A.
atgp-1,492.941625900875,1.33181400329448,0.123429566830509,6.25028587387082e-28,3.08759927346484e-26,Neutral,atgp-1,WBGene00000224,Public name for WBGene00000224. History: Renamed on 2008-02-28
avr-15,8.01807537423416,1.9850797413621,1.46878087815492,0.0031221106476225,0.0119063379692829,Neutral,avr-15,WBGene00000233,Public name for WBGene00000233. History: N.A.
B0025.5,7.86505620506932,6.33377442315772,1.71152171619231,5.22947423673217e-06,3.90628203491722e-05,Other,B0025.5,WBGene00194700,Public name for WBGene00194700. History: N.A.
B0205.10,20.6160722921395,7.81527095282851,1.45226770240341,2.8219492702769103e-09,3.51454443381949e-08,Spermatogenic,B0205.10,WBGene00015024,Public name for WBGene00015024. History: N.A.
B0218.7,7.93919115937525,6.27955587643899,1.64646296568506,3.87881946507356e-06,2.97396361173687e-05,Spermatogenic,B0218.7,WBGene00015051,Public name for WBGene00015051. History: N.A.
B0228.6,52.3041361188169,1.81091085762092,0.411909507719449,7.47254886595852e-07,6.50138249738626e-06,Oogenic,B0228.6,WBGene00015063,Public name for WBGene00015063. History: N.A.
B0244.9,2.6934127754307,1.44060229332374,1.99517938367694,0.0163938352843974,0.0487444252113946,Spermatogenic,B0244.9,WBGene00015084,Public name for WBGene00015084. History: N.A.
B0252.5,3.08147836454988,3.2164226170109,2.41280968272604,0.0017271162749898,0.0071158350641267,Spermatogenic,B0252.5,WBGene00015089,"Public name for WBGene00015089. History: Split into B0252.11(WBGene00305086). History of WBGene00015089: Split into ""WBGene00305086"" on 2019-10-21"
B0261.6,9.17413672792903,5.89875241850767,1.73404982873857,1.30269452873642e-05,9.04573875355131e-05,Spermatogenic,B0261.6,WBGene00015094,Public name for WBGene00015094. History: N.A.
B0273.1,10.40463472345,2.13934801484817,1.39369002823072,0.001944455292142,0.0079094574069142,Spermatogenic,B0273.1,WBGene00015097,Public name for WBGene00015097. History: N.A.
B0280.17,12.5195624095618,5.54995987605712,1.61552622298234,1.32143038555406e-05,9.16287174081076e-05,Other,B0280.17,WBGene00044674,Public name for WBGene00044674. History: N.A.
B0281.4,164.185481921761,1.02601924985596,0.189967167378643,8.9356216094105e-09,1.04315056076235e-07,Other,B0281.4,WBGene00015111,Public name for WBGene00015111. History: N.A.
B0334.13,3.12550013808955,2.87608884204677,2.38281178878007,0.0025500515189736,0.0100024802586762,Other,B0334.13,WBGene00007149,Public name for WBGene00007149. History: N.A.
B0348.5,49.1668545279954,1.72080856474778,0.357850781514091,1.27255327291743e-07,1.25138655515146e-06,Other,B0348.5,WBGene00015153,Sequence name for WBGene00015153(idpp-2). History: N.A.
B0361.4,13.1004440593412,1.09535399669481,0.915762174878232,0.0092802268640485,0.0300846112454655,Other,B0361.4,WBGene00015158,Public name for WBGene00015158. History: N.A.
B0361.9,133.207983856034,2.93562833040554,0.224971919889147,2.08974980260638e-40,1.6363407895834301e-38,Neutral,B0361.9,WBGene00015163,"Public name for WBGene00015163. History: Split into B0361.14(WBGene00303033). History of WBGene00015163: Split into ""WBGene00303033"" on 2018-03-02"
B0379.2,3.42176751559489,4.18002025618181,2.3642504155133,0.0005411415371087,0.0025797100284252,Spermatogenic,B0379.2,WBGene00007156,Public name for WBGene00007156. History: N.A.
B0379.7,20.8908269448049,7.92201433383953,1.44583894457262,1.56409920327109e-09,2.01620878908526e-08,Spermatogenic,B0379.7,WBGene00007159,Public name for WBGene00007159. History: N.A.
B0393.4,5.96128052123578,4.99416558986616,1.9776167911787,0.0001074501290296,0.0006021215643111,Spermatogenic,B0393.4,WBGene00007169,Public name for WBGene00007169. History: N.A.
B0393.5,141.632028023662,2.1393256235266,0.233610550872438,2.2034797435280102e-21,7.892317592329881e-20,Oogenic,B0393.5,WBGene00007170,Public name for WBGene00007170. History: N.A.
B0432.1,53.6496104017712,2.22092601868494,0.386215389209784,3.6462783182838903e-10,5.141461985005471e-09,Other,B0432.1,WBGene00015183,Public name for WBGene00015183. History: N.A.
B0454.6,67.1779820215392,2.81552213434638,0.354752679635456,5.5082753785212104e-17,1.47700039794555e-15,Other,B0454.6,WBGene00015197,Public name for WBGene00015197. History: N.A.
B0511.11,226.002943176332,2.28273878051896,0.164411400882121,2.22031184716894e-45,1.99300065257159e-43,Spermatogenic,B0511.11,WBGene00015236,Public name for WBGene00015236. History: N.A.
bas-1,10.050028332447,1.21717740004213,0.910652949363119,0.0060528598252778,0.0209213781375711,Neutral,bas-1,WBGene00000239,Public name for WBGene00000239. History: N.A.
basl-1,4.27605231942376,4.62720716998585,2.14882280985989,0.0002373900786507,0.0012296338310406,Spermatogenic,basl-1,WBGene00015467,Public name for WBGene00015467. History: N.A.
bath-38,833.295889957195,3.57245565536306,0.112991355251536,2.77728442717446e-220,1.6353761620974098e-217,Neutral,bath-38,WBGene00009945,"Public name for WBGene00009945. History: Split into F52H3.11(WBGene00303061). History of WBGene00009945: Split into ""WBGene00303061"" on 2018-03-02"
bbs-4,49.9971943716889,2.1504958344353,0.43012138759238,2.61688392589508e-08,2.8514543503406e-07,Other,bbs-4,WBGene00043992,Public name for WBGene00043992. History: N.A.
BE0003N10.6,101.650184564245,1.51988345371207,0.314657757277818,1.42909108375315e-07,1.39045934196498e-06,Other,BE0003N10.6,WBGene00255598,Public name for WBGene00255598. History: N.A.
BE10.1,5.10562448056258,4.8638560112185,2.06557607386762,0.0001530969687576,0.0008301069897169,Spermatogenic,BE10.1,WBGene00007209,Public name for WBGene00007209. History: N.A.
best-10,6.9679032333992,3.27054312790144,2.30123063834802,0.0014562026709474,0.0061440984577293,Spermatogenic,best-10,WBGene00008185,Public name for WBGene00008185. History: N.A.
best-18,32.3295921570567,2.32106263718478,0.461803424755808,1.83672409654246e-08,2.05771806888901e-07,Neutral,best-18,WBGene00011868,Public name for WBGene00011868. History: N.A.
best-22,15.0065661988903,3.36822622476218,1.01662188333242,1.91427277734184e-05,0.000128065400031,Spermatogenic,best-22,WBGene00013921,Public name for WBGene00013921. History: N.A.
bli-1,6.57572164659398,1.04690613868813,1.02508557158421,0.0141301970354143,0.0429951696069314,Other,bli-1,WBGene00000251,Public name for WBGene00000251. History: N.A.
bli-6,19.0677430850374,1.29244859104384,0.766122509111529,0.0027132107438191,0.0105608607508624,Neutral,bli-6,WBGene00000256,Public name for WBGene00000256. History: Renamed on 2011-04-06
blmp-1,144.761581820518,2.83436453516355,0.22461901095383,4.68301669397384e-38,3.3628628659506796e-36,Neutral,blmp-1,WBGene00003847,Public name for WBGene00003847. History: Renamed on 2005-05-18; Renamed on 2014-08-14
bre-1,69.2389850402421,2.35050979371269,0.346925706576015,4.06931752270259e-13,7.74960197305367e-12,Spermatogenic,bre-1,WBGene00000266,Public name for WBGene00000266. History: Renamed on 2006-12-15
btb-13,15.87219390305,1.73050258105747,0.734655397738191,0.0004507679829059,0.0021943635834519,Other,btb-13,WBGene00022561,Public name for WBGene00022561. History: N.A.
bus-12,3.63802856184532,3.08978145124127,2.4364529122986,0.0020482112758906,0.0082675399485568,Other,bus-12,WBGene00010442,Public name for WBGene00010442. History: N.A.
bus-4,39.2471117394814,1.73250628849296,0.540344376301079,5.52332058203059e-05,0.000331601966917,Other,bus-4,WBGene00044620,Public name for WBGene00044620. History: N.A.
C01B10.3,24.9986971186887,1.96358235575191,0.58649732160666,2.95024659749108e-05,0.0001896531884788,Other,C01B10.3,WBGene00015278,Public name for WBGene00015278. History: N.A.
C01F6.2,83.9522708771901,1.34944396409631,0.262025864676529,3.24421120117968e-08,3.47700871653822e-07,Other,C01F6.2,WBGene00007222,Public name for WBGene00007222. History: N.A.
C01G10.14,3.88845717825367,3.98985306780759,2.40080210082093,0.0006987559945077,0.003237767389093,Spermatogenic,C01G10.14,WBGene00007239,"Public name for WBGene00007239. History: Split into C01G10.19(WBGene00077584). History of WBGene00007239: Split into ""WBGene00077584"" on 2008-02-06"
C01G5.4,9.01120605995306,2.56520828460949,1.1961336488194,0.0004334546502296,0.0021163800683354,Spermatogenic,C01G5.4,WBGene00015306,Public name for WBGene00015306. History: N.A.
C02B10.6,6.75851908410337,6.08344927950385,1.88365104850477,1.80805926979439e-05,0.0001219259757702,Spermatogenic,C02B10.6,WBGene00015331,Public name for WBGene00015331. History: N.A.
C02B8.1,65.002009707251,1.69498641066852,0.337086794257691,4.44788352520471e-08,4.66030557825898e-07,Spermatogenic,C02B8.1,WBGene00015320,Public name for WBGene00015320. History: N.A.
C03A7.2,211.573846573452,1.90541106039353,0.222370751617805,7.29802503301101e-19,2.21513869094753e-17,Other,C03A7.2,WBGene00015366,Public name for WBGene00015366. History: N.A.
C03C11.1,4.40420721503714,3.06711885013556,2.24350799554912,0.0017654075341862,0.0072512735242064,Spermatogenic,C03C11.1,WBGene00007274,Public name for WBGene00007274. History: N.A.
C03E10.3,53.6485952808161,4.2631702129335,0.465820906309486,7.633104934652431e-21,2.6456187866399e-19,Neutral,C03E10.3,WBGene00007281,Public name for WBGene00007281. History: N.A.
C03H5.5,76.6366203457306,1.2318193135431,0.330985926390546,1.53279013783743e-05,0.0001049497842749,Spermatogenic,C03H5.5,WBGene00015407,Public name for WBGene00015407. History: N.A.
C04F12.7,15.3825559022495,7.28349607425523,1.49991995561491,5.18097771721553e-08,5.37106851937534e-07,Spermatogenic,C04F12.7,WBGene00007301,Public name for WBGene00007301. History: N.A.
C04G2.5,3.48231777751663,3.11815974507498,2.44875094787725,0.0019988849371734,0.008105764738158,Spermatogenic,C04G2.5,WBGene00007306,Public name for WBGene00007306. History: N.A.
C04G2.9,107.647519069744,10.0419265107039,1.39328418446259,6.77393083232949e-15,1.52242802721714e-13,Spermatogenic,C04G2.9,WBGene00007308,Sequence name for WBGene00007308(nsph-3.2). History: N.A.
C04G6.10,2.06267653581081,1.60706704210764,2.01302351802738,0.012368063904162,0.0384438912021048,Other,C04G6.10,WBGene00015458,Sequence name for WBGene00015458(idpb-1). History: N.A.
C04G6.6,852.470761864498,1.45569045655071,0.0931106059055247,6.53464864201639e-56,7.57453249284436e-54,Spermatogenic,C04G6.6,WBGene00015456,Public name for WBGene00015456. History: N.A.
C05A9.2,34.7351702475444,2.29268424488977,0.588361178721696,3.29983842629318e-06,2.55668007755062e-05,Other,C05A9.2,WBGene00007317,Public name for WBGene00007317. History: N.A.
C05B5.2,13.3067992114492,7.193932540578,1.52664097828964,1.03262101220514e-07,1.03059077428284e-06,Spermatogenic,C05B5.2,WBGene00007320,"Public name for WBGene00007320. History: Split into C05B5.17(WBGene00219314). History of WBGene00007320: Split into ""WBGene00219314"" on 2011-11-21"
C05C12.1,4.60400224521669,2.96923481659129,2.23697303436193,0.0019869342095871,0.0080690622344184,Spermatogenic,C05C12.1,WBGene00007335,Public name for WBGene00007335. History: N.A.
C05C12.5,3.70631711082406,4.57018959032509,2.25693149673385,0.0003014737422328,0.0015261330671974,Spermatogenic,C05C12.5,WBGene00007337,Public name for WBGene00007337. History: N.A.
C05C8.7,61.9419603686031,1.75402982754405,0.349287303771853,4.24658169220815e-08,4.46528064935687e-07,Neutral,C05C8.7,WBGene00015464,Public name for WBGene00015464. History: Renamed on 2005-03-17
C05D11.13,236.272665736536,1.08036824085648,0.163044567155029,5.15452094729772e-12,8.8852111083337e-11,Neutral,C05D11.13,WBGene00015488,Public name for WBGene00015488. History: N.A.
C05D11.5,21.3273202288009,1.19722568176603,0.744473982877166,0.0035086268483833,0.0131761468966969,Spermatogenic,C05D11.5,WBGene00015483,Public name for WBGene00015483. History: N.A.
C06A1.3,20.6587635458794,2.95985182640691,0.601996950663908,2.50396599352508e-08,2.73651695550726e-07,Spermatogenic,C06A1.3,WBGene00007354,Public name for WBGene00007354. History: N.A.
C06A5.12,85.9537998927873,1.12853765668168,0.273229824521346,3.46511784457938e-06,2.67348007285393e-05,Spermatogenic,C06A5.12,WBGene00044414,Public name for WBGene00044414. History: N.A.
C06A8.3,541.258940577896,1.24560887771354,0.116310598766415,1.5270331529861e-27,7.41896206109188e-26,Neutral,C06A8.3,WBGene00015514,Sequence name for WBGene00015514(nlp-77). History: N.A.
C06C3.10,57.238742449515,2.42582443556668,0.416974013844429,1.90117630533198e-10,2.76008051191244e-09,Spermatogenic,C06C3.10,WBGene00044169,Public name for WBGene00044169. History: N.A.
C06C3.8,124.700744594287,3.10677740005717,0.267871149518136,1.70264998106591e-32,1.03146956260376e-30,Spermatogenic,C06C3.8,WBGene00007378,Sequence name for WBGene00007378(lido-17). History: N.A.
C06G3.6,516.721288257944,1.54053152207181,0.116762239886651,1.31222844522067e-40,1.0385653194673901e-38,Oogenic,C06G3.6,WBGene00015552,Public name for WBGene00015552. History: N.A.
C06G4.4,9.56568232185025,1.08474923237134,0.952281813888238,0.0105753862469492,0.0336533205666534,Spermatogenic,C06G4.4,WBGene00015558,Public name for WBGene00015558. History: N.A.
C06H5.6,32.144032545602,1.49176674177062,0.523653421024444,0.0001722764129164,0.000923218447231,Neutral,C06H5.6,WBGene00007394,Public name for WBGene00007394. History: N.A.
C06H5.8,79.0501352440951,1.41319935814935,0.297506621010901,2.25785522021741e-07,2.13473902998204e-06,Neutral,C06H5.8,WBGene00044795,Public name for WBGene00044795. History: N.A.
C07D8.6,13317.9246876254,1.07570983677373,0.0535957439856531,2.27678586007707e-90,4.41007429555192e-88,Oogenic,C07D8.6,WBGene00015565,Public name for WBGene00015565. History: N.A.
C07F11.2,83.6564083156059,3.45254911474443,0.477546952666978,2.3747765470463998e-14,5.12596562303081e-13,Other,C07F11.2,WBGene00015570,Public name for WBGene00015570. History: N.A.
C08F11.10,7.01454251975116,6.1489551242673,1.72062052667242,7.81852573757239e-06,5.66141256186931e-05,Spermatogenic,C08F11.10,WBGene00007457,Public name for WBGene00007457. History: N.A.
C08F11.7,210.481671254843,3.80770576610782,0.27731527081788,8.20368250540345e-44,7.103906480120249e-42,Spermatogenic,C08F11.7,WBGene00007454,Public name for WBGene00007454. History: N.A.
C08F8.6,8.82793177345317,4.87489677458085,1.83737971866284,8.72631140753723e-05,0.0004986802415774,Spermatogenic,C08F8.6,WBGene00007448,Public name for WBGene00007448. History: N.A.
C08H9.15,13.0516070670418,2.39891454332427,0.917025978340263,0.0001568930186173,0.0008481098534956,Spermatogenic,C08H9.15,WBGene00007474,Public name for WBGene00007474. History: N.A.
C09B9.2,9.88138863916652,6.78898598273747,1.58315758567358,6.81498770084944e-07,5.97875053302769e-06,Spermatogenic,C09B9.2,WBGene00015627,Public name for WBGene00015627. History: N.A.
C09B9.4,5.86887545415744,5.83780040175199,1.79827116034808,1.90552054846929e-05,0.0001276213284532,Other,C09B9.4,WBGene00015629,Public name for WBGene00015629. History: N.A.
C09F9.1,4.91453670505257,2.86029360671701,1.82030710875929,0.0013096824420569,0.0055997197878363,Spermatogenic,C09F9.1,WBGene00007478,Public name for WBGene00007478. History: N.A.
C09F9.2,159.294945690413,2.2590817285298,0.244641510435457,8.66971010732081e-22,3.2067035801474803e-20,Spermatogenic,C09F9.2,WBGene00007479,Public name for WBGene00007479. History: N.A.
C09G1.4,139.166832724887,1.37120357657696,0.239070818196887,1.29340088072568e-09,1.68199243508505e-08,Oogenic,C09G1.4,WBGene00007486,Public name for WBGene00007486. History: N.A.
C09G1.5,24.9930118354803,2.01672863433566,0.527511425303679,5.74411497719355e-06,4.26635300601747e-05,Other,C09G1.5,WBGene00007487,Public name for WBGene00007487. History: N.A.
C09G5.7,613.830103814445,3.71992082459838,0.124644645107346,1.542230164989e-196,7.09474070587594e-194,Spermatogenic,C09G5.7,WBGene00007489,Public name for WBGene00007489. History: N.A.
C10G11.8,45.6986965714899,6.81174872411492,0.895614414307723,2.29892694827111e-15,5.43218356428556e-14,Spermatogenic,C10G11.8,WBGene00015688,Public name for WBGene00015688. History: N.A.
C11D2.3,13.2804006753258,1.54933512105874,0.898675181360667,0.0019880774895887,0.0080690622344184,Neutral,C11D2.3,WBGene00015701,Public name for WBGene00015701. History: N.A.
C14A4.13,2.55741457123417,2.8217299488827,2.40448096948983,0.002773087259876,0.0107626199716941,Spermatogenic,C14A4.13,WBGene00007563,Public name for WBGene00007563. History: N.A.
C14A6.13,4.13136015520565,4.46577038054437,2.24925826197807,0.0003359903685743,0.001682351774076,Spermatogenic,C14A6.13,WBGene00050956,Public name for WBGene00050956. History: N.A.
C14A6.6,3.50655826981744,3.5457273585132,2.43808119756905,0.0012017089861328,0.0051984595900268,Spermatogenic,C14A6.6,WBGene00007570,Public name for WBGene00007570. History: N.A.
C14B9.2,1735.65563139371,2.11670834993013,0.0678991493390001,7.25266813834531e-215,4.1064049101762003e-212,Spermatogenic,C14B9.2,WBGene00015752,Public name for WBGene00015752. History: N.A.
C14C10.1,11.7631144466452,7.08772641985517,1.52334414948956,1.40631582301757e-07,1.37374752691716e-06,Spermatogenic,C14C10.1,WBGene00007584,Public name for WBGene00007584. History: N.A.
C14C11.1,64.2825013548372,2.52589675876662,0.342262938597265,4.2815930389305504e-15,9.91027218963783e-14,Spermatogenic,C14C11.1,WBGene00015765,Public name for WBGene00015765. History: N.A.
C15C6.1,49.856979852071,1.12048281640898,0.372631055992919,0.0001361660317627,0.0007473900647201,Other,C15C6.1,WBGene00007600,Public name for WBGene00007600. History: N.A.
C15C6.2,85.1853596774576,5.01935912512573,0.381082671075455,2.29921240525575e-40,1.7908309956492e-38,Spermatogenic,C15C6.2,WBGene00007601,Public name for WBGene00007601. History: N.A.
C15H11.1,2.92898742455114,2.61878311362,2.5227307284326,0.0038145443455493,0.0141438616069096,Spermatogenic,C15H11.1,WBGene00007613,"Public name for WBGene00007613. History: Split into C15H11.13(WBGene00077576). History of WBGene00007613: Split into ""WBGene00077576"" on 2008-02-06"
C15H7.3,3.48508233869027,3.67856941383136,2.48236657143032,0.0010751203853048,0.0047122935788702,Spermatogenic,C15H7.3,WBGene00007610,Public name for WBGene00007610. History: N.A.
C16A11.7,6.7905864044017,3.77467050965668,2.12438199972549,0.0006304193660554,0.0029583689791848,Spermatogenic,C16A11.7,WBGene00015820,Public name for WBGene00015820. History: N.A.
C16C8.18,4.90300003567876,4.61413494328383,2.11673818666532,0.000227853239646,0.0011873371825944,Spermatogenic,C16C8.18,WBGene00015855,Public name for WBGene00015855. History: N.A.
C17F3.1,13.2512105833116,5.26873385896455,1.19410780588296,6.03357724726011e-07,5.33455199140637e-06,Spermatogenic,C17F3.1,WBGene00015907,Public name for WBGene00015907. History: N.A.
C17F4.2,20.2796184551084,1.84621690873155,0.750045448805498,0.0003242517405846,0.001629672199777,Other,C17F4.2,WBGene00015910,Public name for WBGene00015910. History: N.A.
C17G10.3,3.00893690953411,3.35460936392096,2.53695447567354,0.0016211871495546,0.0067454765485003,Spermatogenic,C17G10.3,WBGene00015917,Public name for WBGene00015917. History: N.A.
C17H12.12,15.7622209358795,3.97986557518237,0.82188696759576,6.42024024028767e-08,6.56791915060978e-07,Spermatogenic,C17H12.12,WBGene00015937,Public name for WBGene00015937. History: N.A.
C17H12.3,8.28102941980249,6.16774281587075,1.64912469669666,4.97134801419976e-06,3.73383745495075e-05,Spermatogenic,C17H12.3,WBGene00015929,Public name for WBGene00015929. History: N.A.
C17H12.5,7.03574266380024,5.87598073014996,1.75769379277505,1.50814868813258e-05,0.0001035515710727,Spermatogenic,C17H12.5,WBGene00015931,Public name for WBGene00015931. History: N.A.
C18B10.6,4.4056685803864,3.70823466553286,2.31638465383335,0.0008784145973232,0.0039714807393105,Other,C18B10.6,WBGene00015963,Public name for WBGene00015963. History: N.A.
C18D4.6,841.637238010655,3.80066508609457,0.112554548956653,9.64110627256341e-251,7.46982765465295e-248,Spermatogenic,C18D4.6,WBGene00007675,Public name for WBGene00007675. History: N.A.
C18E9.5,29.2785846958426,1.22393391713819,0.547686391483288,0.0008764665143636,0.0039638904939929,Neutral,C18E9.5,WBGene00007685,Public name for WBGene00007685. History: N.A.
