...1,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
W03A5.1,133.9001344,-2.177737357,2.6800000000000003e-21,1.15e-18,W03A5.1,WBGene00020966,Public name for WBGene00020966. History: N.A.
T07C4.12,488.4379258,1.387124143,4.91e-21,2.06e-18,T07C4.12,WBGene00044891,Public name for WBGene00044891. History: N.A.
his-63,567.3833443,1.316922289,9.42e-21,3.88e-18,his-63,WBGene00001937,Public name for WBGene00001937. History: N.A.
K08E4.7,443.1683918,-1.312126917,9.87e-21,3.99e-18,K08E4.7,WBGene00045036,Public name for WBGene00045036. History: N.A.
mab-5,543.209894,-1.786748769,1.58e-20,6.28e-18,mab-5,WBGene00003102,Public name for WBGene00003102. History: N.A.
ZK856.14,499.1106865,1.603212169,1.81e-20,7.02e-18,ZK856.14,WBGene00044020,Public name for WBGene00044020. History: N.A.
F35E12.2,123.7893458,-2.241050054,4.02e-20,1.53e-17,F35E12.2,WBGene00009426,Public name for WBGene00009426. History: N.A.
sod-4,3267.744906,-1.082175745,4.18e-20,1.57e-17,sod-4,WBGene00004933,Public name for WBGene00004933. History: N.A.
tag-235,2277.653129,0.980589103,1.01e-19,3.72e-17,tag-235,WBGene00044069,Other name for WBGene00044069(hat-1). History: N.A.
duxl-1,674.3127059,-1.429091226,2.25e-19,8.12e-17,duxl-1,WBGene00022554,Public name for WBGene00022554. History: Renamed on 2011-09-30; Renamed on 2011-10-14
Y37E11B.2,222.5720648,1.610901821,5.49e-19,1.95e-16,Y37E11B.2,WBGene00021375,Public name for WBGene00021375. History: N.A.
ZK930.5,212.404138,-1.689323878,5.65e-19,1.98e-16,ZK930.5,WBGene00014155,Public name for WBGene00014155. History: N.A.
pdl-1,1284.936674,-1.244929224,6.7e-19,2.3e-16,pdl-1,WBGene00003966,Public name for WBGene00003966. History: N.A.
Y75D11A.1,112.4553112,-1.835181127,1.9e-18,6.44e-16,Y75D11A.1,WBGene00022290,Public name for WBGene00022290. History: N.A.
Y48C3A.1,869.2709804,-1.255716819,2.36e-18,7.73e-16,Y48C3A.1,WBGene00012985,Public name for WBGene00012985. History: N.A.
cnk-1,1613.273271,0.995751989,2.35e-18,7.73e-16,cnk-1,WBGene00000564,Public name for WBGene00000564. History: N.A.
egl-10,1277.898075,1.340440733,3.45e-18,1.11e-15,egl-10,WBGene00001179,Public name for WBGene00001179. History: N.A.
hint-3,1361.015767,1.653531746,5.63e-18,1.78e-15,hint-3,WBGene00016150,Public name for WBGene00016150. History: N.A.
M03C11.3,1427.754203,0.971566816,6.57e-18,2.05e-15,M03C11.3,WBGene00010840,Public name for WBGene00010840. History: N.A.
gsto-3,2141.252031,1.63487711,6.7e-18,2.06e-15,gsto-3,WBGene00019636,Public name for WBGene00019636. History: N.A.
Y102A5C.6,4961.777347,1.435905174,9.9e-18,3e-15,Y102A5C.6,WBGene00014955,Public name for WBGene00014955. History: N.A.
C27D8.2,135.9645085,-1.603738037,1.31e-17,3.91e-15,C27D8.2,WBGene00007778,Public name for WBGene00007778. History: N.A.
R13H4.2,895.5820605,-1.07973594,1.64e-17,4.82e-15,R13H4.2,WBGene00014826,Public name for WBGene00014826. History: N.A.
fbxa-191,2466.887661,1.514463923,3.28e-17,9.52e-15,fbxa-191,WBGene00010209,Public name for WBGene00010209. History: N.A.
mlp-1,268.1713245,-1.652090065,7.24e-17,2.07e-14,mlp-1,WBGene00003375,Public name for WBGene00003375. History: N.A.
unc-87,119.0234254,-1.749532275,8.64e-17,2.44e-14,unc-87,WBGene00006819,Public name for WBGene00006819. History: N.A.
Y49E10.7,1440.525418,-1.435579181,8.94e-17,2.49e-14,Y49E10.7,WBGene00013031,Public name for WBGene00013031. History: N.A.
ZK1055.5,297.7399503,-1.636310221,9.18e-17,2.49e-14,ZK1055.5,WBGene00022846,Public name for WBGene00022846. History: N.A.
dnj-24,12004.65143,-1.019696676,9.2e-17,2.49e-14,dnj-24,WBGene00001042,Public name for WBGene00001042. History: N.A.
Y102A5C.5,1082.249767,1.258402838,1.31e-16,3.5e-14,Y102A5C.5,WBGene00014954,Public name for WBGene00014954. History: N.A.
ced-9,1566.166184,1.137439579,1.85e-16,4.88e-14,ced-9,WBGene00000423,Public name for WBGene00000423. History: N.A.
tbx-9,523.7568708,1.294377632,1.89e-16,4.93e-14,tbx-9,WBGene00006546,Public name for WBGene00006546. History: N.A.
T26G10.9,375.251989,-1.731174497,2.78e-16,7.17e-14,T26G10.9,WBGene00206422,Public name for WBGene00206422. History: N.A.
T23F6.2,40.98962222,-2.386183829,3.03e-16,7.7e-14,T23F6.2,WBGene00011950,Public name for WBGene00011950. History: N.A.
R11G10.3,917.9571177,-1.48205022,3.81e-16,9.59e-14,R11G10.3,WBGene00044045,Public name for WBGene00044045. History: N.A.
anoh-1,148.5572149,-1.6053382,4.17e-16,1.03e-13,anoh-1,WBGene00010138,Public name for WBGene00010138. History: Split into F56A8.9(WBGene00185001). History of WBGene00010138: N.A.
R01H10.7,4544.191898,0.822685549,5.3e-16,1.3e-13,R01H10.7,WBGene00010975,Public name for WBGene00010975. History: N.A.
Y38F1A.8,846.8215449,-1.150966289,5.43e-16,1.32e-13,Y38F1A.8,WBGene00012610,Public name for WBGene00012610. History: N.A.
W02B8.2,6306.430326,0.886366197,5.53e-16,1.32e-13,W02B8.2,WBGene00012198,Public name for WBGene00012198. History: N.A.
nhr-58,2468.181779,-1.141827825,7.06e-16,1.67e-13,nhr-58,WBGene00003648,Public name for WBGene00003648. History: N.A.
his-44,209.3460748,1.603573815,8.95e-16,2.1e-13,his-44,WBGene00001918,Public name for WBGene00001918. History: N.A.
dpf-6,9282.959325,-1.147752702,9.19e-16,2.13e-13,dpf-6,WBGene00001059,Public name for WBGene00001059. History: N.A.
ZC190.10,347.5129121,-1.313089354,1.39e-15,3.19e-13,ZC190.10,WBGene00022544,Public name for WBGene00022544. History: N.A.
F56D5.3,1139.354977,-1.234811022,1.75e-15,3.92e-13,F56D5.3,WBGene00010148,Public name for WBGene00010148. History: N.A.
jmjd-4,405.2587828,1.460264678,1.74e-15,3.92e-13,jmjd-4,WBGene00011563,"Public name for WBGene00011563. History: Split into T07C4.12(WBGene00044891). History of WBGene00011563: Split into ""WBGene00044891"" on 2006-05-19"
D2030.12,680.1690456,-1.174833497,1.77e-15,3.93e-13,D2030.12,WBGene00008421,Public name for WBGene00008421. History: N.A.
jip-1,5939.588711,1.480837501,2.2e-15,4.83e-13,jip-1,WBGene00002176,Public name for WBGene00002176. History: N.A.
C46G7.3,13098.94191,-1.206192248,2.29e-15,4.96e-13,C46G7.3,,Sequence name for Suppressed gene WBGene00016723. Molecular name for Suppressed gene WBGene00016723. Public name for Suppressed gene WBGene00016723. History of WBGene00016723: Killed on 2012-07-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y119C1B.9,51.70415748,-2.061906009,2.59e-15,5.56e-13,Y119C1B.9,WBGene00022474,Sequence name for WBGene00022474(zig-9). History: N.A.
C34C12.6,264.6914969,-1.823193319,2.63e-15,5.58e-13,C34C12.6,WBGene00007925,Public name for WBGene00007925. History: N.A.
B0361.4,2203.658202,-1.196569332,2.84e-15,5.97e-13,B0361.4,WBGene00015158,Public name for WBGene00015158. History: N.A.
C44B11.6,307.4209151,1.282266657,3.78e-15,7.87e-13,C44B11.6,WBGene00016635,Public name for WBGene00016635. History: N.A.
M03C11.8,3415.494049,1.10827047,7.12e-15,1.47e-12,M03C11.8,WBGene00010845,Public name for WBGene00010845. History: N.A.
Y54F10BM.9,9399.834491,0.822605055,7.91e-15,1.61e-12,Y54F10BM.9,WBGene00021863,Public name for WBGene00021863. History: N.A.
K06B9.6,129.6423417,1.7011177,1.08e-14,2.17e-12,K06B9.6,WBGene00044478,Public name for WBGene00044478. History: N.A.
F54B8.4,179.9884791,-1.410450861,1.35e-14,2.7e-12,F54B8.4,WBGene00010019,Public name for WBGene00010019. History: N.A.
B0205.5,1999.371728,-0.979080228,1.55e-14,3.07e-12,B0205.5,WBGene00015020,Public name for WBGene00015020. History: N.A.
ymel-1,1768.778545,0.856451052,1.67e-14,3.28e-12,ymel-1,WBGene00010842,Public name for WBGene00010842. History: N.A.
R07E5.4,287.6227709,1.610626535,2.61e-14,5.08e-12,R07E5.4,WBGene00011112,Public name for WBGene00011112. History: N.A.
Y23H5A.4,1543.484027,-1.039671741,4.26e-14,8.2e-12,Y23H5A.4,WBGene00021271,Sequence name for WBGene00021271(spe-47). History: N.A.
F13H6.4,237.1352776,1.335778357,5.31e-14,1.01e-11,F13H6.4,WBGene00017432,Public name for WBGene00017432. History: N.A.
F33D11.8,2756.994229,-0.831275998,6.16e-14,1.17e-11,F33D11.8,WBGene00018005,Sequence name for WBGene00018005(nlp-62). History: N.A.
M04D5.1,573.8155639,1.031382066,6.45e-14,1.21e-11,M04D5.1,WBGene00014807,Public name for WBGene00014807. History: N.A.
T20F7.1,2298.985956,0.912230742,6.84e-14,1.27e-11,T20F7.1,WBGene00020630,Public name for WBGene00020630. History: N.A.
let-756,349.2299603,-1.477937463,7.43e-14,1.37e-11,let-756,WBGene00002881,Public name for WBGene00002881. History: N.A.
his-15,210.4043161,1.505923225,8.71e-14,1.59e-11,his-15,WBGene00001889,Public name for WBGene00001889. History: N.A.
K02E2.6,548.3759191,1.182178626,1.18e-13,2.14e-11,K02E2.6,WBGene00010507,Public name for WBGene00010507. History: N.A.
Y17D7B.10,19.86023456,2.245590758,1.21e-13,2.17e-11,Y17D7B.10,WBGene00194982,Public name for WBGene00194982. History: N.A.
acr-9,300.0444714,1.209055655,1.33e-13,2.36e-11,acr-9,WBGene00000048,Public name for WBGene00000048. History: N.A.
C01B10.3,231.3442736,-1.312121543,1.48e-13,2.52e-11,C01B10.3,WBGene00015278,Public name for WBGene00015278. History: N.A.
C07G1.7,56.187273,-1.924277442,1.47e-13,2.52e-11,C07G1.7,WBGene00015573,Public name for WBGene00015573. History: N.A.
Y43F4A.1,336.5550796,-1.44197904,1.45e-13,2.52e-11,Y43F4A.1,WBGene00012796,Public name for WBGene00012796. History: N.A.
Y44A6C.2,1248.164867,1.352338372,1.48e-13,2.52e-11,Y44A6C.2,WBGene00012851,Public name for WBGene00012851. History: N.A.
his-25,505.8588574,0.994331672,1.44e-13,2.52e-11,his-25,WBGene00001899,Public name for WBGene00001899. History: N.A.
mltn-5,45.85212534,-1.944846594,2.26e-13,3.81e-11,mltn-5,WBGene00044074,Public name for WBGene00044074. History: N.A.
tag-80,7842.152399,-0.964768622,2.41e-13,4.03e-11,tag-80,WBGene00018468,Other name for WBGene00018468(cla-1). History: Renamed on 2014-01-06; Renamed on 2017-04-28
W05F2.4,14487.35571,-0.937166323,2.81e-13,4.67e-11,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
C36C9.1,640.1976813,1.043651971,3.55e-13,5.85e-11,C36C9.1,WBGene00016485,Sequence name for WBGene00016485(meg-4). History: N.A.
R186.1,367.2475748,-1.445326342,3.87e-13,6.33e-11,R186.1,WBGene00011305,Sequence name for WBGene00011305(hrg-9). History: N.A.
F42G4.2,486.4418107,-1.093764135,4.42e-13,7.17e-11,F42G4.2,WBGene00009641,Public name for WBGene00009641. History: N.A.
fbxa-79,130.1484716,-1.457802869,4.56e-13,7.34e-11,fbxa-79,WBGene00022329,Public name for WBGene00022329. History: N.A.
T16G12.1,529.6103823,-1.428244682,5.1e-13,8.15e-11,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
E02H9.9,999.3651301,1.161709661,5.19e-13,8.22e-11,E02H9.9,WBGene00017106,Public name for WBGene00017106. History: N.A.
prp-3,5641.402957,1.221067476,5.33e-13,8.38e-11,prp-3,WBGene00010844,Public name for WBGene00010844. History: N.A.
C01H6.2,337.3316587,-1.375799553,9.55e-13,1.49e-10,C01H6.2,WBGene00007252,Sequence name for WBGene00007252(mlt-2). History: N.A.
saeg-1,5700.16293,1.042111434,1.22e-12,1.9e-10,saeg-1,WBGene00010012,Public name for WBGene00010012. History: N.A.
clec-69,631.3160453,-1.057787685,1.26e-12,1.93e-10,clec-69,WBGene00044642,Public name for WBGene00044642. History: N.A.
Y32H12A.8,2570.329247,-0.948503398,1.33e-12,2.03e-10,Y32H12A.8,WBGene00021316,Public name for WBGene00021316. History: N.A.
T26G10.8,383.9344067,-1.548655029,1.95e-12,2.96e-10,T26G10.8,WBGene00206421,Public name for WBGene00206421. History: N.A.
arrd-15,3365.297657,-0.977869259,2.18e-12,3.28e-10,arrd-15,WBGene00014033,Public name for WBGene00014033. History: N.A.
R02F2.2,115.2265249,-1.364189499,2.22e-12,3.31e-10,R02F2.2,WBGene00019832,Sequence name for WBGene00019832(osg-1). History: N.A.
sulp-8,151.0587534,1.256214784,2.23e-12,3.31e-10,sulp-8,WBGene00013963,Public name for WBGene00013963. History: N.A.
lin-59,1861.191022,-0.81948441,2.93e-12,4.31e-10,lin-59,WBGene00003040,Public name for WBGene00003040. History: N.A.
mef-2,2311.000368,0.821427502,3.38e-12,4.94e-10,mef-2,WBGene00003182,Public name for WBGene00003182. History: N.A.
ZK185.2,4518.004407,-0.749320475,3.9e-12,5.66e-10,ZK185.2,WBGene00022682,Public name for WBGene00022682. History: N.A.
T23F6.1,331.713194,-1.376061436,5.62e-12,8.11e-10,T23F6.1,WBGene00011949,Sequence name for WBGene00011949(idpp-7). History: N.A.
C06E4.5,231.1372515,-1.087829802,7.56e-12,1.08e-09,C06E4.5,WBGene00015534,Public name for WBGene00015534. History: N.A.
nekl-4,507.0695137,-0.987800642,8.53e-12,1.21e-09,nekl-4,WBGene00017033,Public name for WBGene00017033. History: N.A.
B0024.3,129.9534213,-1.447695815,1.01e-11,1.42e-09,B0024.3,WBGene00007096,Public name for WBGene00007096. History: N.A.
Y71G12B.5,850.677587,-0.805990483,1.05e-11,1.48e-09,Y71G12B.5,WBGene00022145,"Public name for WBGene00022145. History: Split into ""WBGene00219273"" on 2011-10-03"
W09C3.3,79.19951492,-1.491732068,1.3e-11,1.81e-09,W09C3.3,WBGene00021111,Public name for WBGene00021111. History: N.A.
gcy-8,261.9813769,-1.268376733,1.35e-11,1.87e-09,gcy-8,WBGene00001535,Public name for WBGene00001535. History: N.A.
nlp-24,114.5491563,-1.486377087,1.39e-11,1.91e-09,nlp-24,WBGene00003762,Public name for WBGene00003762. History: N.A.
Y54E2A.4,11759.23918,-1.218073764,1.47e-11,2.01e-09,Y54E2A.4,WBGene00013189,Public name for WBGene00013189. History: N.A.
T07C4.3,10869.87519,0.988351095,1.53e-11,2.07e-09,T07C4.3,WBGene00011560,Public name for WBGene00011560. History: N.A.
tag-196,1137.614301,-1.22820732,1.54e-11,2.08e-09,tag-196,WBGene00007055,Public name for WBGene00007055. History: N.A.
pghm-1,521.3581293,-0.909492394,1.84e-11,2.47e-09,pghm-1,WBGene00022144,Public name for WBGene00022144. History: N.A.
calf-1,1926.496162,-0.968051506,2.15e-11,2.85e-09,calf-1,WBGene00007119,Public name for WBGene00007119. History: N.A.
cdh-1,11126.2066,-1.792126345,2.24e-11,2.96e-09,cdh-1,WBGene00019994,Public name for WBGene00019994. History: N.A.
H20J04.9,2036.525302,0.747993327,2.44e-11,3.21e-09,H20J04.9,WBGene00044310,Public name for WBGene00044310. History: N.A.
aldo-1,148.9733003,-1.546223324,2.5e-11,3.26e-09,aldo-1,WBGene00011474,Public name for WBGene00011474. History: N.A.
F22G12.1,829.9595954,-1.050918152,3.19e-11,4.14e-09,F22G12.1,WBGene00009061,"Sequence name for WBGene00009061(pals-14). History: Split into pals-15(WBGene00044707). History of WBGene00009061: Split into ""WBGene00044707"" on 2006-01-13"
K10G9.2,13210.77065,0.765161367,3.41e-11,4.39e-09,K10G9.2,WBGene00010756,Public name for WBGene00010756. History: N.A.
K09H9.8,795.345195,-1.020116201,3.79e-11,4.85e-09,K09H9.8,WBGene00045387,Public name for WBGene00045387. History: N.A.
R05H11.2,339.9036159,-1.184903108,4.29e-11,5.46e-09,R05H11.2,WBGene00019908,Public name for WBGene00019908. History: N.A.
T25F10.6,207.1718017,-1.299074706,4.53e-11,5.73e-09,T25F10.6,WBGene00020808,Sequence name for WBGene00020808(clik-1). History: N.A.
F35F11.2,2536.476686,-0.862797901,7.08e-11,8.9e-09,F35F11.2,WBGene00018065,Public name for WBGene00018065. History: N.A.
K08A2.4,3734.857778,0.964095085,7.63e-11,9.53e-09,K08A2.4,WBGene00019513,Sequence name for WBGene00019513(lido-7). History: N.A.
pho-14,932.093079,-1.142932607,7.86e-11,9.76e-09,pho-14,WBGene00020471,Public name for WBGene00020471. History: N.A.
col-50,21.97748306,-1.93859185,9.31e-11,1.15e-08,col-50,WBGene00000627,Public name for WBGene00000627. History: N.A.
fbxa-60,1936.214971,-1.143893783,1e-10,1.23e-08,fbxa-60,WBGene00020456,Public name for WBGene00020456. History: N.A.
atf-5,1635.410017,-0.851012186,1.02e-10,1.24e-08,atf-5,WBGene00000221,"Other name for WBGene00000221(atf-4). History: Split into T04C10.11(WBGene00303075). History of WBGene00000221: Split into ""WBGene00303075"" on 2018-03-02; Renamed on 2019-07-15"
nlp-12,539.0031861,-1.218688116,1.17e-10,1.41e-08,nlp-12,WBGene00003750,Public name for WBGene00003750. History: N.A.
tbb-6,251.1627876,-1.074145425,1.76e-10,2.12e-08,tbb-6,WBGene00006539,Public name for WBGene00006539. History: N.A.
ZK1053.2,67.90709631,-1.776421237,1.86e-10,2.22e-08,ZK1053.2,WBGene00014197,Public name for WBGene00014197. History: N.A.
nhr-239,103.715117,-1.722325515,1.89e-10,2.25e-08,nhr-239,WBGene00021848,Public name for WBGene00021848. History: N.A.
pqn-32,874.6065958,1.251182526,2.11e-10,2.5e-08,pqn-32,WBGene00004120,Public name for WBGene00004120. History: N.A.
C27D8.1,31.67305095,-1.920447478,2.36e-10,2.78e-08,C27D8.1,WBGene00007777,Public name for WBGene00007777. History: N.A.
W04C9.5,3098.033459,-0.88846466,2.56e-10,3e-08,W04C9.5,WBGene00021027,Public name for WBGene00021027. History: N.A.
F21C10.4,193.7844958,-1.066592211,2.68e-10,3.11e-08,F21C10.4,WBGene00017654,Public name for WBGene00017654. History: N.A.
Y70G10A.3,12924.96854,0.639861967,2.69e-10,3.11e-08,Y70G10A.3,WBGene00013499,Public name for WBGene00013499. History: N.A.
F21C3.6,402.6276036,-1.143608068,3.21e-10,3.69e-08,F21C3.6,WBGene00009005,Public name for WBGene00009005. History: N.A.
F40D4.13,7688.679909,-0.755851286,3.73e-10,4.27e-08,F40D4.13,WBGene00009572,Public name for WBGene00009572. History: N.A.
lin-31,894.610244,-1.167926506,3.8e-10,4.33e-08,lin-31,WBGene00003017,Public name for WBGene00003017. History: N.A.
div-1,2665.558619,0.797555409,6.16e-10,6.97e-08,div-1,WBGene00001002,Public name for WBGene00001002. History: Renamed on 2013-04-26
cpx-1,676.5440982,-0.738733773,6.49e-10,7.3e-08,cpx-1,WBGene00022271,Public name for WBGene00022271. History: N.A.
dmsr-6,2191.235996,-1.006757136,6.79e-10,7.6e-08,dmsr-6,WBGene00013222,Public name for WBGene00013222. History: N.A.
H04D03.2,3623.887514,0.820527933,6.87e-10,7.62e-08,H04D03.2,WBGene00010363,"Public name for WBGene00010363. History: Split into H04D03.6(WBGene00194861). History of WBGene00010363: Split into ""WBGene00194861"" on 2009-11-16"
inx-13,2257.850279,-1.786507527,6.86e-10,7.62e-08,inx-13,WBGene00002135,Public name for WBGene00002135. History: Renamed on 2015-03-05
ZK856.4,804.097813,1.133280014,7.77e-10,8.56e-08,ZK856.4,WBGene00014105,Public name for WBGene00014105. History: N.A.
lips-13,320.6428607,-1.0417224,8.47e-10,9.28e-08,lips-13,WBGene00020474,Public name for WBGene00020474. History: N.A.
C11H1.7,48.29584312,1.579450958,8.86e-10,9.66e-08,C11H1.7,WBGene00007531,Public name for WBGene00007531. History: N.A.
F21A9.2,54.92777785,-1.478626787,9.45e-10,1.03e-07,F21A9.2,WBGene00017651,Public name for WBGene00017651. History: N.A.
Y17D7C.6,51.34464161,-1.582806631,9.57e-10,1.03e-07,Y17D7C.6,WBGene00194680,Public name for WBGene00194680. History: N.A.
T13B5.9,148.6163653,-1.087415211,1.05e-09,1.13e-07,T13B5.9,WBGene00020476,Public name for WBGene00020476. History: N.A.
T21G5.2,123.0413678,-1.209890557,1.13e-09,1.2e-07,T21G5.2,WBGene00020660,Public name for WBGene00020660. History: N.A.
fgt-1,727.1651598,1.210835994,1.19e-09,1.26e-07,fgt-1,WBGene00019207,Public name for WBGene00019207. History: N.A.
his-32,216.7289759,0.995486633,1.2e-09,1.26e-07,his-32,WBGene00001906,Public name for WBGene00001906. History: N.A.
str-214,101.9711483,-1.38263818,1.2e-09,1.26e-07,str-214,WBGene00006247,Public name for WBGene00006247. History: N.A.
