# Supplementary File 5. Genes upregulated in degron::hda-1,log2Foldchange >=2,padj<=0.05
Gene name,baseMean,log2FoldChange,lfcSE,pvalue,padj,Category,Input,Suggested Match,History
ast-1,15.3217025330129,3.93617228328252,0.685996085766088,2.0885287930151e-09,1.36949810075613e-08,Other,ast-1,WBGene00020368,Public name for WBGene00020368. History: N.A.
atf-2,24.5116304089433,1.17210536107134,0.6176984766362,0.0033810256482063,0.0080135370419006,Neutral,atf-2,WBGene00000220,Public name for WBGene00000220. History: N.A.
atf-8,10.6552194891009,3.06678153951907,0.862412936437513,6.88726878196376e-05,0.0002349107593588,Other,atf-8,WBGene00017535,Public name for WBGene00017535. History: N.A.
atgp-1,492.941625900875,2.53509519124238,0.121302448924349,2.7828961309257e-97,8.99124006509491e-95,Neutral,atgp-1,WBGene00000224,Public name for WBGene00000224. History: Renamed on 2008-02-28
atic-1,50.3504552202351,1.60062429099545,0.373340058525169,3.59732877289161e-06,1.52622401369304e-05,Spermatogenic,atic-1,WBGene00016957,Public name for WBGene00016957. History: N.A.
avr-14,52.6395962449411,3.05230254068483,0.365731047997746,2.8566842178847203e-17,4.01654712239551e-16,Spermatogenic,avr-14,WBGene00000232,Public name for WBGene00000232. History: N.A.
avr-15,8.01807537423416,3.00378798517792,1.34209819728294,0.0014684225319265,0.0038050779955098,Neutral,avr-15,WBGene00000233,Public name for WBGene00000233. History: N.A.
axl-1,17.4465492693263,2.84965489919065,0.602394659231761,8.73371854876309e-07,4.07121820001081e-06,Neutral,axl-1,WBGene00010497,Public name for WBGene00010497. History: N.A.
B0024.3,7.66714198584559,2.63204681128047,1.02103249221897,0.0008661388206238,0.0023594429271656,Other,B0024.3,WBGene00007096,Public name for WBGene00007096. History: N.A.
B0025.5,7.86505620506932,3.6294024064722,1.66575603358047,0.0009150337682993,0.0024765971875593,Other,B0025.5,WBGene00194700,Public name for WBGene00194700. History: N.A.
B0034.1,4.03891987900297,2.24720646231896,1.62276235128154,0.0106666073454944,0.0223361488951669,Other,B0034.1,WBGene00015002,Public name for WBGene00015002. History: N.A.
B0198.3,104.61034047199,1.7614597979048,0.249961421942586,1.1443884533177999e-12,1.06287333888273e-11,Neutral,B0198.3,WBGene00007116,Public name for WBGene00007116. History: N.A.
B0205.10,20.6160722921395,3.7215460985674,1.09288649473329,7.29806727708462e-05,0.0002477169665343,Spermatogenic,B0205.10,WBGene00015024,Public name for WBGene00015024. History: N.A.
B0207.5,56.2033053498787,2.06202622806153,0.346546985101308,1.5625653384824501e-09,1.04319838312019e-08,Neutral,B0207.5,WBGene00015028,Public name for WBGene00015028. History: N.A.
B0218.7,7.93919115937525,3.49054333089627,1.64568867490689,0.0011639774849833,0.003079049875371,Spermatogenic,B0218.7,WBGene00015051,Public name for WBGene00015051. History: N.A.
B0228.6,52.3041361188169,1.56532247555509,0.372582306939415,4.66069823583413e-06,1.94252940910856e-05,Oogenic,B0228.6,WBGene00015063,Public name for WBGene00015063. History: N.A.
B0228.7,530.980593386758,1.05628593687552,0.141041506076883,5.447205773389691e-15,6.30411290802435e-14,Neutral,B0228.7,WBGene00015064,Public name for WBGene00015064. History: N.A.
B0238.12,2.98255237439344,1.97049694416481,1.77454664322363,0.0200599363054269,0.0390921792894082,Other,B0238.12,WBGene00015076,Public name for WBGene00015076. History: N.A.
B0250.8,54.708632699377,1.39805891443062,0.407730475973424,4.72673932165797e-05,0.0001655145802905,Other,B0250.8,WBGene00007125,Public name for WBGene00007125. History: N.A.
B0273.1,10.40463472345,1.51965740887704,1.13964938766891,0.0164329627451735,0.032796233149156,Spermatogenic,B0273.1,WBGene00015097,Public name for WBGene00015097. History: N.A.
B0280.11,6.70667023705397,4.18862441455184,1.50575941315518,0.0001859971151049,0.0005854483745288,Spermatogenic,B0280.11,WBGene00015106,"Public name for WBGene00015106. History: Split into B0280.17(WBGene00044674). History of WBGene00015106: Split into ""WBGene00044674"" on 2005-11-18"
B0280.13,5.10959441041597,2.69705418702298,1.42220933840624,0.0032741147989128,0.007781440741814,Other,B0280.13,WBGene00015107,Sequence name for WBGene00015107(viro-2). History: N.A.
B0280.17,12.5195624095618,1.96660159041462,1.61294695132355,0.017440910370797,0.0345415904168575,Other,B0280.17,WBGene00044674,Public name for WBGene00044674. History: N.A.
B0286.1,56.3143832660908,1.23106958412145,0.338733784184022,1.60522929198943e-05,6.11715775495118e-05,Spermatogenic,B0286.1,WBGene00015115,Public name for WBGene00015115. History: N.A.
B0303.11,11.5688299400072,2.81888530607566,0.872883083987907,0.0001817735043433,0.0005728584541128,Spermatogenic,B0303.11,WBGene00015131,Public name for WBGene00015131. History: N.A.
B0334.6,20.4080071051952,3.44979088371492,0.552040826001162,1.29639314924891e-10,9.766736719597302e-10,Other,B0334.6,WBGene00007146,Public name for WBGene00007146. History: N.A.
B0348.5,49.1668545279954,1.68626843882731,0.352260473188204,5.33480330111094e-07,2.56060121929098e-06,Other,B0348.5,WBGene00015153,Sequence name for WBGene00015153(idpp-2). History: N.A.
B0361.4,13.1004440593412,4.12533317835288,0.768016679639885,1.42889998630525e-08,8.43417670344813e-08,Other,B0361.4,WBGene00015158,Public name for WBGene00015158. History: N.A.
B0361.9,133.207983856034,1.69358535309014,0.245922627424552,3.4078455383230198e-12,3.0166502807969396e-11,Neutral,B0361.9,WBGene00015163,"Public name for WBGene00015163. History: Split into B0361.14(WBGene00303033). History of WBGene00015163: Split into ""WBGene00303033"" on 2018-03-02"
B0379.7,20.8908269448049,2.21709643867687,0.837213555517737,0.0007615632677037,0.0021035003360104,Spermatogenic,B0379.7,WBGene00007159,Public name for WBGene00007159. History: N.A.
B0393.4,5.96128052123578,1.49694203314634,1.1974355832859,0.0204413436398277,0.0397722732912904,Spermatogenic,B0393.4,WBGene00007169,Public name for WBGene00007169. History: N.A.
B0393.5,141.632028023662,2.6690466024659,0.230959371445872,3.36617602937735e-31,1.17147700540104e-29,Oogenic,B0393.5,WBGene00007170,Public name for WBGene00007170. History: N.A.
B0393.7,4.13156950067865,2.6203295692507,1.5519019626135,0.0049236689360177,0.0112321912919755,Other,B0393.7,WBGene00007172,"Public name for WBGene00007172. History: Split into B0393.9(WBGene00044636). History of WBGene00007172: Split into ""WBGene00044636"" on 2005-09-19"
B0403.3,19.7576982653578,1.48257720184376,0.624820198745728,0.0011062665125389,0.0029395937420731,Spermatogenic,B0403.3,WBGene00015167,Public name for WBGene00015167. History: N.A.
B0432.1,53.6496104017712,2.4408280966394,0.385301935195325,1.2957590067602002e-10,9.766736719597302e-10,Other,B0432.1,WBGene00015183,Public name for WBGene00015183. History: N.A.
B0432.14,17.1130952673213,2.29370113843334,0.766386056334865,0.0003388332516995,0.0010115522811334,Other,B0432.14,WBGene00044640,Public name for WBGene00044640. History: N.A.
B0454.26,7.17507858738718,4.50431280387125,1.21047938694664,1.39989788022355e-05,5.38627723334315e-05,Spermatogenic,B0454.26,WBGene00206372,Public name for WBGene00206372. History: N.A.
B0454.5,11.4485917123469,5.44568276540338,1.33464696450501,1.16693023137972e-06,5.33987564070277e-06,Other,B0454.5,WBGene00015196,Public name for WBGene00015196. History: N.A.
B0454.6,67.1779820215392,2.9421878902673,0.305789962093866,2.7727159189655797e-22,5.88143386788074e-21,Other,B0454.6,WBGene00015197,Public name for WBGene00015197. History: N.A.
B0457.2,4.93678767247379,1.83849081604771,1.26928221051123,0.0116160636018017,0.0241082859554663,Other,B0457.2,WBGene00007178,Public name for WBGene00007178. History: N.A.
B0457.6,28.5839260240364,2.39584209546235,0.44110857485534,2.90310884631184e-08,1.65581810641444e-07,Spermatogenic,B0457.6,WBGene00007180,Public name for WBGene00007180. History: N.A.
B0511.11,226.002943176332,2.27008560121278,0.185098707377468,8.344752831629691e-35,3.44098337351318e-33,Spermatogenic,B0511.11,WBGene00015236,Public name for WBGene00015236. History: N.A.
B0513.5,193.609692745399,1.05681556390156,0.214867904380355,3.71067355123254e-08,2.08810494448372e-07,Other,B0513.5,WBGene00007197,Sequence name for WBGene00007197(prdh-1). History: N.A.
B0524.2,6.30952071003166,4.14100877217927,1.49075451418083,0.0001989179191064,0.0006223428845297,Spermatogenic,B0524.2,WBGene00015241,Public name for WBGene00015241. History: N.A.
B0524.4,3.47907243454382,2.14572702534071,1.52929879391931,0.011117981616187,0.0231856930686909,Spermatogenic,B0524.4,WBGene00015243,Public name for WBGene00015243. History: N.A.
B0524.5,12.241918890344,3.56504609326345,0.703225331843108,1.10012368442815e-07,5.8234163101283e-07,Spermatogenic,B0524.5,WBGene00015244,Public name for WBGene00015244. History: N.A.
B0563.1,4.46170813596529,2.19124772779039,1.41639636957168,0.0082387636103183,0.0177628066470554,Other,B0563.1,WBGene00015261,Public name for WBGene00015261. History: N.A.
B0563.8,8.14246549551855,1.31151706045314,1.09415322903626,0.024295205798479,0.0464118510977693,Other,B0563.8,WBGene00015265,Public name for WBGene00015265. History: N.A.
bam-2,313.307173640619,2.61384379549044,0.14949988497157,9.380821952199949e-69,1.45363242061406e-66,Neutral,bam-2,WBGene00000237,Public name for WBGene00000237. History: N.A.
bas-1,10.050028332447,1.73048814704339,0.885112903747071,0.0035211259088841,0.0083148050216047,Neutral,bas-1,WBGene00000239,Public name for WBGene00000239. History: N.A.
bath-13,312.709398013893,1.83523429952005,0.160670987112571,2.2342545059141097e-30,7.45815432688472e-29,Spermatogenic,bath-13,WBGene00018223,Public name for WBGene00018223. History: N.A.
bath-20,91.8392386684559,1.79452708956896,0.242756806397076,9.32370452306127e-14,9.58479429357437e-13,Spermatogenic,bath-20,WBGene00015012,Public name for WBGene00015012. History: N.A.
bath-38,833.295889957195,1.93468117516643,0.111577604848224,1.58970445725781e-67,2.31703359557348e-65,Neutral,bath-38,WBGene00009945,"Public name for WBGene00009945. History: Split into F52H3.11(WBGene00303061). History of WBGene00009945: Split into ""WBGene00303061"" on 2018-03-02"
bath-45,85.4519655507956,2.21743093454488,0.26835302768397,8.63224574369464e-17,1.1751754124716e-15,Spermatogenic,bath-45,WBGene00009247,Public name for WBGene00009247. History: N.A.
bbs-1,12.9889950069424,4.71310777059589,0.840329883527651,2.1951893894916803e-09,1.43305467861228e-08,Other,bbs-1,WBGene00000241,Public name for WBGene00000241. History: N.A.
