gene_id,gene_name,log2 fold change (MLE): group him5gtsf1 vs him5,Benjamini-Hochberg adjusted p-values,him5_adultmale_smRNA_rep1,him5_adultmale_smRNA_rep2,him5_adultmale_smRNA_rep3,him5gtsf1_adultmale_smRNA_rep1,him5gtsf1_adultmale_smRNA_rep2,him5gtsf1_adultmale_smRNA_rep3,Input,Suggested Match,History
WBGene00044744,F10G7.12,2.56826786913144,9.72196394362358e-18,36821.8964002714,45563.6726989642,52375.4147415957,0.0,0.0,0.0,WBGene00044744,WBGene00044744,History: N.A.
WBGene00007081,AH6.3,2.56826786913144,1.41059963365971e-17,25005.3304317015,26604.3615754963,27402.592342634,0.0,0.0,0.0,WBGene00007081,WBGene00007081,History: N.A.
WBGene00008811,F14F7.4,2.56826786913144,1.9958681362656602e-17,21351.0257473544,21410.8306172335,24419.3627688498,0.0,0.0,0.0,WBGene00008811,WBGene00008811,History: N.A.
WBGene00044169,C06C3.10,2.56826786913144,2.2108971581535202e-17,29603.847522866,44030.0621378036,35018.18185926,0.0,0.0,0.0,WBGene00044169,WBGene00044169,History: N.A.
WBGene00013712,dlc-6,2.56826786913144,2.38762115378574e-17,49436.0251611747,60543.4225679468,53437.8981969399,0.0,210.27157040323,0.0,WBGene00013712,WBGene00013712,History: N.A.
WBGene00016765,C49C8.1,2.56826786913144,3.07494120498582e-17,12044.6443009339,12775.384188399,14845.4108829097,0.0,0.0,0.0,WBGene00016765,WBGene00016765,History: N.A.
WBGene00009412,F35E2.5,2.56826786913144,4.62370433267466e-17,9377.17262581681,12695.4986745462,11693.6862744062,0.0,0.0,0.0,WBGene00009412,WBGene00009412,History: N.A.
WBGene00009605,F40G12.10,2.56826786913144,4.62370433267466e-17,11931.2406011654,14947.9961646995,14961.0825137928,0.0,0.0,0.0,WBGene00009605,WBGene00009605,History: N.A.
WBGene00009372,evl-18,2.56826786913144,6.48259795804107e-17,4300.06034634947,3696.20852343291,3344.37446096311,0.0,94.4978673822665,0.0,WBGene00009372,WBGene00009372,"History: Split into F34D10.9(WBGene00045484). History of WBGene00009372: Split into ""WBGene00045484"" on 2007-07-16; Renamed on 2012-08-30"
WBGene00017853,F27C1.3,2.56826786913144,6.52912441954704e-17,31254.8889096587,39138.7355534207,39962.3473323022,0.0,53.9886464548835,0.0,WBGene00017853,WBGene00017853,History: N.A.
WBGene00235359,F56D6.22,2.56826786913144,6.52912441954704e-17,87922.6541965016,117288.271326129,126552.393908539,0.0,160.519814906038,0.0,WBGene00235359,WBGene00235359,History: N.A.
WBGene00015024,B0205.10,2.56826786913144,6.801677212873971e-17,11823.4573086848,12257.6180016995,12916.1142095704,0.0,0.0,0.0,WBGene00015024,WBGene00015024,History: N.A.
WBGene00015752,C14B9.2,2.56826786913144,6.923786019921771e-17,8435.65605297903,9287.91141667366,8537.91873464745,0.0,0.0,0.0,WBGene00015752,WBGene00015752,History: N.A.
WBGene00015230,tag-344,2.53384697669081,7.25711383749001e-17,14078.5552267405,15507.7439869987,16956.186956497,0.0,0.0,0.0,WBGene00015230,WBGene00015230,History: N.A.
WBGene00006537,tbb-2,2.53384697669081,9.57137863507835e-17,8839.62052963032,12558.7428539945,11107.1518861527,0.0,0.0,0.0,WBGene00006537,WBGene00006537,History: N.A.
WBGene00010728,K09G1.2,2.53384697669081,9.57137863507835e-17,38124.0952634298,44827.6663088481,52216.460523867,126.607076321318,0.0,163.579538458503,WBGene00010728,WBGene00010728,History: N.A.
WBGene00020864,oac-50,2.53384697669081,9.57137863507835e-17,7629.12638851264,7515.00780985669,8817.01399972787,0.0,0.0,0.0,WBGene00020864,WBGene00020864,History: N.A.
WBGene00022166,Y71H2AM.1,2.53384697669081,9.57137863507835e-17,8142.78164554149,10375.3158076302,11306.210213884,0.0,0.0,0.0,WBGene00022166,WBGene00022166,History: N.A.
WBGene00022754,nspd-1,2.53384697669081,9.57137863507835e-17,42146.2511958758,58693.0618373582,56550.9664523663,0.0,0.0,0.0,WBGene00022754,WBGene00022754,History: N.A.
WBGene00044333,C01G12.13,2.53384697669081,1.10864960396108e-16,17117.9531162882,23906.8799355053,22508.8834598314,0.0,0.0,0.0,WBGene00044333,WBGene00044333,History: N.A.
WBGene00044684,T08G11.2,2.53384697669081,1.35738535552306e-16,12593.2293933758,10400.7872891219,13410.6858683404,0.0,56.1819352171131,186.071724996547,WBGene00044684,WBGene00044684,"History: Split into ""WBGene00001198"" on 2005-11-29"
WBGene00006039,ssp-10,2.53384697669081,1.40039255623502e-16,32770.7350502182,43866.9996754531,46277.4725000072,0.0,0.0,0.0,WBGene00006039,WBGene00006039,History: N.A.
WBGene00022709,ZK354.8,2.53384697669081,1.40039255623502e-16,11865.3312658452,10354.7661064267,11184.3850991877,0.0,0.0,0.0,WBGene00022709,WBGene00022709,History: N.A.
WBGene00020715,nspd-4,2.5205780947704,1.54908434000422e-16,35199.873893143,39249.0451049978,41075.3630240898,0.0,0.0,0.0,WBGene00020715,WBGene00020715,History: N.A.
WBGene00010466,K01D12.7,2.52054550806645,1.67625760180501e-16,35294.6445118932,35938.4506947565,37529.401128506,0.0,0.0,0.0,WBGene00010466,WBGene00010466,History: N.A.
WBGene00000915,daf-21,2.52054550806645,1.82368542171136e-16,5646.6202138637,9970.78997725223,8378.70510179072,0.0,0.0,0.0,WBGene00000915,WBGene00000915,History: Renamed on 2017-08-01
WBGene00017802,F26A1.3,2.47144581271222,1.82368542171136e-16,6328.73090579226,7213.67152043529,7306.80121248608,42.5923990581884,33.2314589084588,55.0304547124723,WBGene00017802,WBGene00017802,History: N.A.
WBGene00021288,clec-123,2.4071761036899,1.82368542171136e-16,8139.79472006874,9139.10040676094,9838.15850310565,0.0,0.0,0.0,WBGene00021288,WBGene00021288,History: N.A.
WBGene00016161,C27D6.3,2.4071761036899,2.03784924115604e-16,27167.0322602308,30893.0164739107,34658.2939734439,0.0,0.0,0.0,WBGene00016161,WBGene00016161,History: N.A.
WBGene00016635,C44B11.6,2.4071761036899,2.13071711048455e-16,35875.6820889263,37225.1162909531,34939.6173399416,0.0,0.0,0.0,WBGene00016635,WBGene00016635,History: N.A.
WBGene00044180,C47E8.11,2.4071761036899,2.13787656635398e-16,45143.1933900919,66791.1467641477,54834.1207222203,0.0,0.0,0.0,WBGene00044180,WBGene00044180,History: N.A.
WBGene00077576,C15H11.13,2.4071761036899,2.13787656635398e-16,44037.7815801608,46375.6315557397,48600.8279916186,143.121042798012,111.665958195504,0.0,WBGene00077576,WBGene00077576,History: N.A.
WBGene00044243,F16C3.4,2.4071761036899,2.38008852739874e-16,20558.7374169611,24997.6481617176,27955.8626270829,0.0,0.0,0.0,WBGene00044243,WBGene00044243,History: N.A.
WBGene00012297,W06D4.3,2.4071761036899,3.12514533536378e-16,7375.7638277336,8028.19808754272,11742.901788923,0.0,123.279217847837,204.147263996211,WBGene00012297,WBGene00012297,History: N.A.
WBGene00013886,ZC412.5,2.4071761036899,3.12514533536378e-16,26325.7944671089,29534.0311241956,29442.4325074871,0.0,0.0,0.0,WBGene00013886,WBGene00013886,History: N.A.
WBGene00022034,deps-1,2.4071761036899,3.53569774410165e-16,12181.8162359525,15975.5403788821,16169.9121581111,0.0,26.2839463004038,0.0,WBGene00022034,WBGene00022034,History: N.A.
WBGene00016980,C56G2.5,2.4071761036899,3.77964037132781e-16,5955.55900669959,7192.14762120801,7465.05450840615,0.0,0.0,0.0,WBGene00016980,WBGene00016980,History: N.A.
WBGene00016085,C25A8.5,2.4071761036899,4.076974649921169e-16,11142.6232896398,11002.372772428,13129.2741679844,0.0,0.0,0.0,WBGene00016085,WBGene00016085,History: N.A.
WBGene00044896,K12C11.5,2.4071761036899,4.17080955627639e-16,26608.4693785396,26909.8406450653,28798.1691374055,0.0,0.0,0.0,WBGene00044896,WBGene00044896,History: N.A.
WBGene00002064,iff-1,2.4071761036899,4.55765686807581e-16,19658.8545478071,19171.4389998265,23949.6916759137,0.0,0.0,0.0,WBGene00002064,WBGene00002064,History: N.A.
WBGene00194700,B0025.5,2.4071761036899,4.55765686807581e-16,37261.2641427905,38989.434362789,40718.841278838,0.0,0.0,0.0,WBGene00194700,WBGene00194700,History: N.A.
WBGene00016605,C43E11.5,2.4071761036899,4.69351280542824e-16,10951.6262502408,13307.3299359701,11743.4610013516,0.0,0.0,0.0,WBGene00016605,WBGene00016605,History: N.A.
WBGene00016461,C35E7.9,2.4071761036899,5.18674808127434e-16,13138.3422072686,13645.1506657947,14837.8224296739,0.0,0.0,0.0,WBGene00016461,WBGene00016461,History: N.A.
WBGene00016040,C24A11.1,2.4071761036899,5.33559001241371e-16,16505.2535618761,19823.0189040927,22123.2898535331,0.0,0.0,0.0,WBGene00016040,WBGene00016040,History: N.A.
WBGene00007457,C08F11.10,2.4071761036899,6.25746126479035e-16,12219.6174085444,17183.8498956386,17436.3148378198,0.0,0.0,0.0,WBGene00007457,WBGene00007457,History: N.A.
WBGene00006719,ubc-24,2.34929485516253,6.71490288619985e-16,16471.2231355517,12799.9102524303,15561.9150263238,0.0,0.0,0.0,WBGene00006719,WBGene00006719,History: N.A.
WBGene00009513,sfxn-1.2,2.34929485516253,6.71490288619985e-16,13101.3327926003,14768.2623454664,12507.9805282002,0.0,0.0,0.0,WBGene00009513,WBGene00009513,History: N.A.
WBGene00010046,F54D1.1,2.32110378254148,6.71490288619985e-16,14119.6934463748,15111.8929620152,15718.3441139953,0.0,0.0,0.0,WBGene00010046,WBGene00010046,History: N.A.
WBGene00014174,ZK970.8,2.28123612107857,6.71490288619985e-16,27544.9993566662,32035.5245774587,33492.3761946016,0.0,0.0,0.0,WBGene00014174,WBGene00014174,History: N.A.
WBGene00010547,K03H1.12,2.28123612107857,7.250746111837539e-16,47490.9144181584,55225.4192342758,59174.1225815177,0.0,105.341128532087,0.0,WBGene00010547,WBGene00010547,History: N.A.
WBGene00012871,Y45F10B.3,2.28123612107857,7.250746111837539e-16,39493.8301120752,51340.5966398647,58118.321004534,0.0,0.0,0.0,WBGene00012871,WBGene00012871,History: N.A.
WBGene00004906,snf-7,2.28123612107857,7.25549186407974e-16,6048.92674871833,6220.04721841911,6949.58777456628,0.0,0.0,0.0,WBGene00004906,WBGene00004906,History: N.A.
WBGene00015582,C07H6.9,2.28123612107857,7.65971742883527e-16,12180.3987155178,15374.7567148224,16001.4442360917,138.25492734288,323.607946850572,0.0,WBGene00015582,WBGene00015582,History: N.A.
WBGene00016053,C24D10.1,2.28123612107857,7.65971742883527e-16,5367.56213394343,6607.20034998011,7611.6420846373,44.3693605079845,0.0,114.652667520337,WBGene00016053,WBGene00016053,History: N.A.
WBGene00007563,C14A4.13,2.26701831984989,7.74843593636857e-16,8334.44331495832,10347.1801971912,10348.4545162151,0.0,0.0,0.0,WBGene00007563,WBGene00007563,History: N.A.
WBGene00012627,Y38H6C.15,2.25814762016094,7.975126343657789e-16,16780.2159757987,24038.3289701362,22765.0238955574,0.0,0.0,0.0,WBGene00012627,WBGene00012627,History: N.A.
WBGene00007733,smz-1,2.25280294601678,8.173189860294109e-16,13523.2427823142,14500.9076271595,14617.2868360382,0.0,0.0,0.0,WBGene00007733,WBGene00007733,History: N.A.
WBGene00012345,W08E3.4,2.17317325111487,8.62306046873099e-16,14769.6484005637,16521.4396371119,18486.8313045471,0.0,0.0,0.0,WBGene00012345,WBGene00012345,History: N.A.
WBGene00020990,W03D8.9,2.17317325111487,9.52831942760789e-16,13887.2705089859,20150.350100535,19251.0507088689,0.0,96.6570928466462,0.0,WBGene00020990,WBGene00020990,History: N.A.
WBGene00009446,F35H8.1,2.17317325111487,9.86971216466111e-16,22369.5522119176,30287.6908612981,28000.6236880372,0.0,0.0,0.0,WBGene00009446,WBGene00009446,History: N.A.
WBGene00010633,nspd-2,2.17317325111487,1.0402208069137502e-15,33640.6827490403,43246.0080529435,47361.1535198015,0.0,0.0,0.0,WBGene00010633,WBGene00010633,History: N.A.
WBGene00018841,F54H5.5,2.17317325111487,1.0402208069137502e-15,12847.5028880349,14836.3294180924,15623.6286418088,0.0,0.0,0.0,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
WBGene00012191,W02A2.8,2.17317325111487,1.0536955322792e-15,16647.4435275365,16518.6298343334,18170.2399597909,0.0,0.0,0.0,WBGene00012191,WBGene00012191,History: N.A.
WBGene00011241,mpz-5,2.17290404440569,1.11530216304512e-15,12009.1463360589,16704.0580626982,15049.8570432198,0.0,0.0,0.0,WBGene00011241,WBGene00011241,History: N.A.
WBGene00020289,T06C10.3,2.17290404440569,1.1867848496738301e-15,7276.22384439535,8524.64057953218,8127.41271262898,0.0,0.0,0.0,WBGene00020289,WBGene00020289,History: N.A.
WBGene00003562,ncr-2,2.1728085527327,1.2365879203044e-15,5234.38838611839,7071.9917882959,7665.12561047126,0.0,13.6820542385664,0.0,WBGene00003562,WBGene00003562,History: N.A.
WBGene00009457,F36A2.10,2.1728085527327,1.28359478848238e-15,21846.1936074131,21013.5040582186,23753.3702775238,0.0,0.0,0.0,WBGene00009457,WBGene00009457,History: N.A.
WBGene00012486,Y18D10A.21,2.16261596365993,1.3022287184667302e-15,13527.1721756075,14693.5726485785,16483.211890285,0.0,0.0,0.0,WBGene00012486,WBGene00012486,History: N.A.
WBGene00018120,F36H12.4,2.08580904819852,1.3509877827327602e-15,31952.1992537328,44448.0949958293,44674.0828926418,0.0,0.0,0.0,WBGene00018120,WBGene00018120,History: N.A.
WBGene00001427,fkb-2,2.08576288136278,1.4367501945386e-15,20109.4891136614,30943.7666503164,28203.3351594961,0.0,0.0,0.0,WBGene00001427,WBGene00001427,History: N.A.
WBGene00009749,F46A8.6,2.08576288136278,1.4377188687167501e-15,18991.5521880172,23886.9755922418,19820.6022403195,0.0,0.0,0.0,WBGene00009749,WBGene00009749,History: N.A.
WBGene00011910,alg-3,2.08563368349595,1.66038724676586e-15,3596.50335321458,3833.55186374197,4367.76856878869,0.0,0.0,0.0,WBGene00011910,WBGene00011910,History: N.A.
WBGene00010474,K01D12.15,2.07314310528881,1.70254291740213e-15,33906.5825414201,32609.2951669057,34918.4149593761,0.0,0.0,0.0,WBGene00010474,WBGene00010474,History: N.A.
WBGene00020185,pgk-1,2.06728600165003,1.8067831811942403e-15,7569.5291104346,11037.289151127,8741.64065070619,0.0,0.0,0.0,WBGene00020185,WBGene00020185,History: N.A.
WBGene00235297,F56D6.20,2.05747630260879,2.10309264329285e-15,30299.4992923329,33823.0406445821,39125.1541817009,0.0,592.688547345369,0.0,WBGene00235297,WBGene00235297,History: N.A.
WBGene00001303,emo-1,1.98404520596021,2.3024593166188803e-15,22776.6258982411,33767.1213258547,30018.1584654115,0.0,0.0,0.0,WBGene00001303,WBGene00001303,History: Renamed on 2019-05-20
WBGene00000023,abt-5,1.96927532073725,2.42183685214007e-15,2298.47398377842,2740.00831330933,2679.34618805552,0.0,0.0,0.0,WBGene00000023,WBGene00000023,History: N.A.
WBGene00007337,C05C12.5,1.96892508432458,2.4374917949263604e-15,27237.3158532141,32665.2479726142,33916.0107066961,122.566424949361,0.0,158.358914890678,WBGene00007337,WBGene00007337,History: N.A.
WBGene00007777,C27D8.1,1.96892508432458,2.4488316526136107e-15,10807.8072009918,11054.884276178,10810.861392105,0.0,0.0,0.0,WBGene00007777,WBGene00007777,History: N.A.
WBGene00019026,F58A6.9,1.93790668816791,2.4488316526136107e-15,23530.4622163862,34675.8187910725,30339.5877800877,0.0,0.0,0.0,WBGene00019026,WBGene00019026,History: N.A.
WBGene00012120,T28C6.5,1.9287693343325,2.4583011359014104e-15,10321.6518617339,11354.7590948978,12867.0468144482,0.0,0.0,0.0,WBGene00012120,WBGene00012120,History: N.A.
WBGene00010920,M117.4,1.89515298594957,2.56102971784659e-15,7293.52232965441,8920.22009726969,8915.4771487047,32.9178398435428,25.683170384966,0.0,WBGene00010920,WBGene00010920,History: N.A.
WBGene00019951,R08C7.8,1.87752764507005,2.7052567364605404e-15,9311.18114273201,9978.59800102112,11389.3166064746,0.0,0.0,0.0,WBGene00019951,WBGene00019951,History: N.A.
WBGene00007987,C36H8.1,1.8772793061357,2.76493643612691e-15,7864.32569952403,9332.97640123594,9047.8413933449,0.0,0.0,0.0,WBGene00007987,WBGene00007987,History: N.A.
WBGene00012781,nspd-7,1.8714251266235,2.7837621515890306e-15,31434.6390352733,34121.988137835,39325.365082336,0.0,0.0,0.0,WBGene00012781,WBGene00012781,History: N.A.
WBGene00012809,Y43F8A.2,1.86969454612976,2.7837621515890306e-15,7203.37976597028,7002.26607515937,7457.01579384571,0.0,0.0,0.0,WBGene00012809,WBGene00012809,History: N.A.
WBGene00002219,klp-7,1.86907791846569,2.80297940485649e-15,3117.45750841692,3916.50787028478,3909.77642644278,83.1858768609384,0.0,0.0,WBGene00002219,WBGene00002219,History: N.A.
WBGene00007080,sfxn-1.1,1.86906033036877,2.80297940485649e-15,9611.75503866827,13993.9626920921,11503.7220845776,0.0,0.0,0.0,WBGene00007080,WBGene00007080,History: N.A.
WBGene00011438,T04F3.3,1.86460074897326,2.80297940485649e-15,8453.80183975629,11622.284862767,12446.4390698559,0.0,0.0,0.0,WBGene00011438,WBGene00011438,History: N.A.
WBGene00019024,F58A6.5,1.76342247838559,2.80297940485649e-15,11350.6824370459,12299.9500771529,13426.7505111411,0.0,0.0,0.0,WBGene00019024,WBGene00019024,History: N.A.
WBGene00009956,F53B2.5,1.76342247838559,3.1826891095526605e-15,6828.05617855388,8118.98852860715,9152.18087429281,0.0,0.0,0.0,WBGene00009956,WBGene00009956,History: N.A.
WBGene00000771,cpb-2,1.72587155659058,3.3173516889399507e-15,5979.51677967262,6243.13347921862,7014.33894903417,0.0,0.0,0.0,WBGene00000771,WBGene00000771,History: N.A.
WBGene00020940,W02D7.4,1.72587155659058,3.32592769517627e-15,14103.0396706131,15369.4015226542,13537.6008765581,0.0,0.0,0.0,WBGene00020940,WBGene00020940,History: N.A.
WBGene00002227,klp-17,1.72587155659058,3.36765799513395e-15,12929.5277152627,15996.3283299282,16886.0923400569,0.0,35.7656882018757,0.0,WBGene00002227,WBGene00002227,"History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
WBGene00009458,F36A2.11,1.72587155659058,3.5455554293088604e-15,12123.2985043803,14845.8170874589,13787.7182137694,0.0,0.0,0.0,WBGene00009458,WBGene00009458,History: N.A.
WBGene00019586,K09F6.3,1.72587155659058,4.157305716401821e-15,2520.27157686806,2624.16841280271,2892.83768151045,0.0,0.0,0.0,WBGene00019586,WBGene00019586,History: N.A.
WBGene00043147,nspd-6,1.72478260266172,4.64620534846077e-15,28564.4720982188,37763.0799680188,30175.9930153446,0.0,0.0,0.0,WBGene00043147,WBGene00043147,History: Killed on 2004-10-04; Resurrected on 2006-10-03
WBGene00010091,ssp-35,1.72478260266172,5.0784670702111706e-15,18506.7964427601,20667.6947740396,25767.5925775396,0.0,0.0,0.0,WBGene00010091,WBGene00010091,History: N.A.
WBGene00219694,linc-36,1.72478260266172,5.21188946886653e-15,33891.7079713208,41295.7086782763,41450.1800034821,0.0,0.0,0.0,WBGene00219694,WBGene00219694,History: N.A.
WBGene00012012,T25B9.6,1.72478260266172,5.408732747679151e-15,4781.68809056734,5776.38705780372,6844.85437578781,0.0,0.0,0.0,WBGene00012012,WBGene00012012,History: N.A.
WBGene00019409,K05F1.8,1.72439503832594,5.408732747679151e-15,35793.364548635,47093.324533844,41207.8620088637,0.0,0.0,0.0,WBGene00019409,WBGene00019409,History: N.A.
WBGene00015540,sams-4,1.72439503832594,5.44120113772711e-15,4634.12638769763,5985.17707737676,5560.20179611626,0.0,0.0,0.0,WBGene00015540,WBGene00015540,History: N.A.
