WB.ID,gene.name,CIS-BP.motif,TF,Input,Suggested Match,History
WBGene00007459,C08F11.12,M00590_2.00,Y44A6D.3,WBGene00007459,WBGene00007459,History: N.A.
WBGene00008184,C49A1.1,M00590_2.00,Y44A6D.3,WBGene00008184,WBGene00008184,History: N.A.
WBGene00008220,C50B6.7,M00590_2.00,Y44A6D.3,WBGene00008220,WBGene00008220,History: N.A.
WBGene00008700,clec-254,M00590_2.00,Y44A6D.3,WBGene00008700,WBGene00008700,History: N.A.
WBGene00008701,F11D11.6,M00590_2.00,Y44A6D.3,WBGene00008701,WBGene00008701,"History: Split into clec-253(WBGene00045361). History of WBGene00008701: Split into ""WBGene00045361"" on 2007-04-12"
WBGene00009563,F39H2.3,M00590_2.00,Y44A6D.3,WBGene00009563,WBGene00009563,History: N.A.
WBGene00009770,F46B6.5,M00590_2.00,Y44A6D.3,WBGene00009770,WBGene00009770,History: N.A.
WBGene00010059,F54E4.3,M00590_2.00,Y44A6D.3,WBGene00010059,WBGene00010059,History: Renamed on 2017-04-28
WBGene00010105,fbxb-62,M00590_2.00,Y44A6D.3,WBGene00010105,WBGene00010105,History: N.A.
WBGene00010106,fbxb-61,M00590_2.00,Y44A6D.3,WBGene00010106,WBGene00010106,History: N.A.
WBGene00010215,nhr-193,M00590_2.00,Y44A6D.3,WBGene00010215,WBGene00010215,History: N.A.
WBGene00010620,K07A12.1,M00590_2.00,Y44A6D.3,WBGene00010620,WBGene00010620,History: N.A.
WBGene00010697,uda-1,M00590_2.00,Y44A6D.3,WBGene00010697,WBGene00010697,History: Renamed on 2004-06-24
WBGene00010724,K09E9.1,M00590_2.00,Y44A6D.3,WBGene00010724,WBGene00010724,History: N.A.
WBGene00010725,erv-46,M00590_2.00,Y44A6D.3,WBGene00010725,WBGene00010725,History: Renamed on 2022-01-04
WBGene00010769,asah-1,M00590_2.00,Y44A6D.3,WBGene00010769,WBGene00010769,History: Renamed on 2004-08-25
WBGene00010956,M199.8,M00590_2.00,Y44A6D.3,WBGene00010956,WBGene00010956,History: N.A.
WBGene00011392,sbt-1,M00590_2.00,Y44A6D.3,WBGene00011392,WBGene00011392,History: N.A.
WBGene00011430,T04C12.8,M00590_2.00,Y44A6D.3,WBGene00011430,WBGene00011430,History: N.A.
WBGene00011786,T15D6.12,M00590_2.00,Y44A6D.3,WBGene00011786,WBGene00011786,History: N.A.
WBGene00011909,T22A3.6,M00590_2.00,Y44A6D.3,WBGene00011909,WBGene00011909,"History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
WBGene00012333,sre-43,M00590_2.00,Y44A6D.3,WBGene00012333,WBGene00012333,History: N.A.
WBGene00012720,Y39E4B.11,M00590_2.00,Y44A6D.3,WBGene00012720,WBGene00012720,History: N.A.
WBGene00012725,sre-47,M00590_2.00,Y44A6D.3,WBGene00012725,WBGene00012725,History: N.A.
WBGene00012892,Y45F10D.14,M00590_2.00,Y44A6D.3,WBGene00012892,WBGene00012892,History: N.A.
WBGene00012913,Y46G5A.23,M00590_2.00,Y44A6D.3,WBGene00012913,WBGene00012913,History: N.A.
WBGene00012914,bcmo-1,M00590_2.00,Y44A6D.3,WBGene00012914,WBGene00012914,History: N.A.
WBGene00013117,Y51H4A.23,M00590_2.00,Y44A6D.3,WBGene00013117,WBGene00013117,History: N.A.
WBGene00013192,Y54E2A.7,M00590_2.00,Y44A6D.3,WBGene00013192,WBGene00013192,History: N.A.
WBGene00013370,Y60A9.3,M00590_2.00,Y44A6D.3,WBGene00013370,WBGene00013370,History: N.A.
WBGene00013411,Y64G10A.1,M00590_2.00,Y44A6D.3,WBGene00013411,WBGene00013411,History: N.A.
WBGene00013502,clec-111,M00590_2.00,Y44A6D.3,WBGene00013502,WBGene00013502,History: N.A.
WBGene00013613,Y102A5C.4,M00590_2.00,Y44A6D.3,WBGene00013613,WBGene00013613,History: N.A.
WBGene00013626,srz-54,M00590_2.00,Y44A6D.3,WBGene00013626,WBGene00013626,History: N.A.
WBGene00013653,Y105C5B.14,M00590_2.00,Y44A6D.3,WBGene00013653,WBGene00013653,History: N.A.
WBGene00013654,Y105C5B.15,M00590_2.00,Y44A6D.3,WBGene00013654,WBGene00013654,History: N.A.
WBGene00013774,clec-193,M00590_2.00,Y44A6D.3,WBGene00013774,WBGene00013774,History: N.A.
WBGene00013815,Y116A8C.44,M00590_2.00,Y44A6D.3,WBGene00013815,WBGene00013815,History: N.A.
WBGene00015272,C01B4.8,M00590_2.00,Y44A6D.3,WBGene00015272,WBGene00015272,History: N.A.
WBGene00016469,C36B7.6,M00590_2.00,Y44A6D.3,WBGene00016469,WBGene00016469,History: N.A.
WBGene00016993,CD4.8,M00590_2.00,Y44A6D.3,WBGene00016993,WBGene00016993,History: N.A.
WBGene00017157,tyra-2,M00590_2.00,Y44A6D.3,WBGene00017157,WBGene00017157,History: N.A.
WBGene00017225,fbxa-52,M00590_2.00,Y44A6D.3,WBGene00017225,WBGene00017225,History: N.A.
WBGene00017343,F10E7.1,M00590_2.00,Y44A6D.3,WBGene00017343,WBGene00017343,History: N.A.
WBGene00018139,sre-24,M00590_2.00,Y44A6D.3,WBGene00018139,WBGene00018139,History: N.A.
WBGene00018398,sptl-2,M00590_2.00,Y44A6D.3,WBGene00018398,WBGene00018398,History: N.A.
WBGene00018713,F52G3.5,M00590_2.00,Y44A6D.3,WBGene00018713,WBGene00018713,History: N.A.
WBGene00019347,mbl-1,M00590_2.00,Y44A6D.3,WBGene00019347,WBGene00019347,History: N.A.
WBGene00019361,clik-3,M00590_2.00,Y44A6D.3,WBGene00019361,WBGene00019361,History: N.A.
WBGene00019547,K09C4.1,M00590_2.00,Y44A6D.3,WBGene00019547,WBGene00019547,History: N.A.
WBGene00019697,M01B12.4,M00590_2.00,Y44A6D.3,WBGene00019697,WBGene00019697,History: N.A.
WBGene00019734,nlp-64,M00590_2.00,Y44A6D.3,WBGene00019734,WBGene00019734,History: N.A.
WBGene00020993,W03F8.3,M00590_2.00,Y44A6D.3,WBGene00020993,WBGene00020993,History: N.A.
WBGene00021220,Y19D10A.5,M00590_2.00,Y44A6D.3,WBGene00021220,WBGene00021220,History: N.A.
WBGene00021227,mct-1,M00590_2.00,Y44A6D.3,WBGene00021227,WBGene00021227,History: N.A.
WBGene00021415,nsy-4,M00590_2.00,Y44A6D.3,WBGene00021415,WBGene00021415,History: N.A.
WBGene00021449,mltn-7,M00590_2.00,Y44A6D.3,WBGene00021449,WBGene00021449,"History: Split into mltn-6(WBGene00021450). History of WBGene00021449: Split into ""WBGene00021450"" on 2010-04-01"
WBGene00021492,comt-5,M00590_2.00,Y44A6D.3,WBGene00021492,WBGene00021492,History: N.A.
WBGene00021558,Y45G5AM.6,M00590_2.00,Y44A6D.3,WBGene00021558,WBGene00021558,History: N.A.
WBGene00021853,Y54F10AM.11,M00590_2.00,Y44A6D.3,WBGene00021853,WBGene00021853,History: N.A.
WBGene00021952,vha-19,M00590_2.00,Y44A6D.3,WBGene00021952,WBGene00021952,History: N.A.
WBGene00021959,Y57E12AL.6,M00590_2.00,Y44A6D.3,WBGene00021959,WBGene00021959,History: N.A.
WBGene00022250,Y73B6BL.29,M00590_2.00,Y44A6D.3,WBGene00022250,WBGene00022250,History: N.A.
WBGene00022401,Y97E10AR.6,M00590_2.00,Y44A6D.3,WBGene00022401,WBGene00022401,History: N.A.
WBGene00022706,ZK354.3,M00590_2.00,Y44A6D.3,WBGene00022706,WBGene00022706,History: N.A.
WBGene00022710,ZK354.9,M00590_2.00,Y44A6D.3,WBGene00022710,WBGene00022710,History: N.A.
WBGene00044423,F53F10.8,M00590_2.00,Y44A6D.3,WBGene00044423,WBGene00044423,History: N.A.
WBGene00077786,F53F8.7,M00590_2.00,Y44A6D.3,WBGene00077786,WBGene00077786,History: N.A.
WBGene00195169,Y50D4A.6,M00590_2.00,Y44A6D.3,WBGene00195169,WBGene00195169,History: N.A.
WBGene00206474,T22A3.12,M00590_2.00,Y44A6D.3,WBGene00206474,WBGene00206474,History: N.A.
WBGene00219275,Y39G10AR.32,M00590_2.00,Y44A6D.3,WBGene00219275,WBGene00219275,History: N.A.
WBGene00235380,C24D10.49,M00590_2.00,Y44A6D.3,WBGene00235380,WBGene00235380,History: N.A.
WBGene00255704,B0348.10,M00590_2.00,Y44A6D.3,WBGene00255704,WBGene00255704,History: N.A.
WBGene00304215,F17A2.16,M00590_2.00,Y44A6D.3,WBGene00304215,WBGene00304215,History: N.A.
WBGene00000059,acr-20,M00591_2.00,Y48G1C.6,WBGene00000059,WBGene00000059,History: N.A.
WBGene00000086,aex-3,M00591_2.00,Y48G1C.6,WBGene00000086,WBGene00000086,History: N.A.
WBGene00000651,col-75,M00591_2.00,Y48G1C.6,WBGene00000651,WBGene00000651,History: N.A.
WBGene00000897,daf-1,M00591_2.00,Y48G1C.6,WBGene00000897,WBGene00000897,History: N.A.
WBGene00001127,dyf-11,M00591_2.00,Y48G1C.6,WBGene00001127,WBGene00001127,History: N.A.
WBGene00001435,fkh-3,M00591_2.00,Y48G1C.6,WBGene00001435,WBGene00001435,History: N.A.
WBGene00001487,frk-1,M00591_2.00,Y48G1C.6,WBGene00001487,WBGene00001487,History: N.A.
WBGene00001500,ftn-1,M00591_2.00,Y48G1C.6,WBGene00001500,WBGene00001500,History: N.A.
WBGene00001539,gcy-13,M00591_2.00,Y48G1C.6,WBGene00001539,WBGene00001539,History: N.A.
WBGene00001653,gon-4,M00591_2.00,Y48G1C.6,WBGene00001653,WBGene00001653,History: N.A.
WBGene00001700,grd-11,M00591_2.00,Y48G1C.6,WBGene00001700,WBGene00001700,History: N.A.
WBGene00001813,haf-3,M00591_2.00,Y48G1C.6,WBGene00001813,WBGene00001813,History: N.A.
WBGene00002041,hum-8,M00591_2.00,Y48G1C.6,WBGene00002041,WBGene00002041,History: N.A.
WBGene00002061,ife-3,M00591_2.00,Y48G1C.6,WBGene00002061,WBGene00002061,History: N.A.
WBGene00002091,ins-8,M00591_2.00,Y48G1C.6,WBGene00002091,WBGene00002091,History: N.A.
WBGene00002101,ins-18,M00591_2.00,Y48G1C.6,WBGene00002101,WBGene00002101,History: N.A.
WBGene00002990,lin-1,M00591_2.00,Y48G1C.6,WBGene00002990,WBGene00002990,History: Renamed on 2011-11-08
WBGene00003554,nas-38,M00591_2.00,Y48G1C.6,WBGene00003554,WBGene00003554,History: N.A.
WBGene00003932,pat-6,M00591_2.00,Y48G1C.6,WBGene00003932,WBGene00003932,History: N.A.
WBGene00004311,ras-2,M00591_2.00,Y48G1C.6,WBGene00004311,WBGene00004311,History: N.A.
WBGene00004349,rgs-6,M00591_2.00,Y48G1C.6,WBGene00004349,WBGene00004349,History: N.A.
WBGene00004876,smf-1,M00591_2.00,Y48G1C.6,WBGene00004876,WBGene00004876,History: N.A.
WBGene00004987,spp-2,M00591_2.00,Y48G1C.6,WBGene00004987,WBGene00004987,History: N.A.
WBGene00004988,spp-3,M00591_2.00,Y48G1C.6,WBGene00004988,WBGene00004988,History: N.A.
WBGene00005008,spr-3,M00591_2.00,Y48G1C.6,WBGene00005008,WBGene00005008,History: N.A.
WBGene00005022,sqv-4,M00591_2.00,Y48G1C.6,WBGene00005022,WBGene00005022,History: N.A.
WBGene00005049,sra-23,M00591_2.00,Y48G1C.6,WBGene00005049,WBGene00005049,History: N.A.
WBGene00005183,srg-26,M00591_2.00,Y48G1C.6,WBGene00005183,WBGene00005183,History: N.A.
WBGene00005187,srg-30,M00591_2.00,Y48G1C.6,WBGene00005187,WBGene00005187,History: N.A.
WBGene00005271,srh-48,M00591_2.00,Y48G1C.6,WBGene00005271,WBGene00005271,History: N.A.
WBGene00005338,srh-119,M00591_2.00,Y48G1C.6,WBGene00005338,WBGene00005338,History: N.A.
WBGene00005350,srh-133,M00591_2.00,Y48G1C.6,WBGene00005350,WBGene00005350,History: N.A.
WBGene00005841,srw-94,M00591_2.00,Y48G1C.6,WBGene00005841,WBGene00005841,History: N.A.
WBGene00005925,srx-34,M00591_2.00,Y48G1C.6,WBGene00005925,WBGene00005925,History: N.A.
WBGene00005941,srx-50,M00591_2.00,Y48G1C.6,WBGene00005941,WBGene00005941,History: N.A.
WBGene00006188,str-140,M00591_2.00,Y48G1C.6,WBGene00006188,WBGene00006188,History: N.A.
WBGene00006190,str-143,M00591_2.00,Y48G1C.6,WBGene00006190,WBGene00006190,History: N.A.
WBGene00006503,snx-3,M00591_2.00,Y48G1C.6,WBGene00006503,WBGene00006503,History: Renamed on 2007-07-20
WBGene00006661,twk-6,M00591_2.00,Y48G1C.6,WBGene00006661,WBGene00006661,History: N.A.
WBGene00006747,unc-7,M00591_2.00,Y48G1C.6,WBGene00006747,WBGene00006747,History: Renamed on 2005-08-23
WBGene00006827,unc-98,M00591_2.00,Y48G1C.6,WBGene00006827,WBGene00006827,"History: Split into F08C6.18(WBGene00303053). History of WBGene00006827: Split into ""WBGene00303053"" on 2018-03-02"
WBGene00007259,C02B4.3,M00591_2.00,Y48G1C.6,WBGene00007259,WBGene00007259,"History: Split into nlp-76(WBGene00045386). History of WBGene00007259: Split into ""WBGene00045386"" on 2007-04-20"
WBGene00007547,nhr-154,M00591_2.00,Y48G1C.6,WBGene00007547,WBGene00007547,History: N.A.
WBGene00007657,pals-3,M00591_2.00,Y48G1C.6,WBGene00007657,WBGene00007657,"History: Split into pals-12(WBGene00044709). History of WBGene00007657: Split into ""WBGene00044709"" on 2006-01-13"
WBGene00007658,pals-4,M00591_2.00,Y48G1C.6,WBGene00007658,WBGene00007658,History: N.A.
WBGene00007726,C25F9.6,M00591_2.00,Y48G1C.6,WBGene00007726,WBGene00007726,"History: Split into C25F9.12(WBGene00045412). History of WBGene00007726: Split into ""WBGene00045412"" on 2007-05-03"
WBGene00007795,C28D4.8,M00591_2.00,Y48G1C.6,WBGene00007795,WBGene00007795,History: N.A.
WBGene00008037,C40C9.4,M00591_2.00,Y48G1C.6,WBGene00008037,WBGene00008037,History: N.A.
WBGene00008166,saps-1,M00591_2.00,Y48G1C.6,WBGene00008166,WBGene00008166,History: N.A.
WBGene00008173,C48B4.10,M00591_2.00,Y48G1C.6,WBGene00008173,WBGene00008173,History: N.A.
WBGene00008174,C48B4.11,M00591_2.00,Y48G1C.6,WBGene00008174,WBGene00008174,History: N.A.
WBGene00008176,C48B4.13,M00591_2.00,Y48G1C.6,WBGene00008176,WBGene00008176,History: N.A.
WBGene00008484,E04D5.5,M00591_2.00,Y48G1C.6,WBGene00008484,WBGene00008484,History: N.A.
WBGene00008554,F07C6.3,M00591_2.00,Y48G1C.6,WBGene00008554,WBGene00008554,History: N.A.
WBGene00008605,mlt-9,M00591_2.00,Y48G1C.6,WBGene00008605,WBGene00008605,History: N.A.
WBGene00008650,F10D11.4,M00591_2.00,Y48G1C.6,WBGene00008650,WBGene00008650,History: N.A.
WBGene00008773,F13H10.1,M00591_2.00,Y48G1C.6,WBGene00008773,WBGene00008773,History: N.A.
WBGene00008898,F16H6.8,M00591_2.00,Y48G1C.6,WBGene00008898,WBGene00008898,History: N.A.
WBGene00009023,F21G4.1,M00591_2.00,Y48G1C.6,WBGene00009023,WBGene00009023,History: N.A.
WBGene00009024,F21G4.3,M00591_2.00,Y48G1C.6,WBGene00009024,WBGene00009024,History: N.A.
WBGene00009095,F23H12.7,M00591_2.00,Y48G1C.6,WBGene00009095,WBGene00009095,History: N.A.
WBGene00009224,F28F8.7,M00591_2.00,Y48G1C.6,WBGene00009224,WBGene00009224,History: N.A.
WBGene00009334,F32D8.12,M00591_2.00,Y48G1C.6,WBGene00009334,WBGene00009334,History: N.A.
WBGene00009500,F36H2.3,M00591_2.00,Y48G1C.6,WBGene00009500,WBGene00009500,"History: Split into ""WBGene00044404"" on 2005-05-27"
WBGene00009512,bigr-1,M00591_2.00,Y48G1C.6,WBGene00009512,WBGene00009512,History: N.A.
WBGene00009546,fbxb-3,M00591_2.00,Y48G1C.6,WBGene00009546,WBGene00009546,History: N.A.
WBGene00009679,F44D12.2,M00591_2.00,Y48G1C.6,WBGene00009679,WBGene00009679,History: N.A.
WBGene00009869,F49C5.7,M00591_2.00,Y48G1C.6,WBGene00009869,WBGene00009869,History: N.A.
WBGene00009887,glb-17,M00591_2.00,Y48G1C.6,WBGene00009887,WBGene00009887,History: N.A.
WBGene00010100,F55C9.3,M00591_2.00,Y48G1C.6,WBGene00010100,WBGene00010100,History: N.A.
WBGene00010185,F57A10.4,M00591_2.00,Y48G1C.6,WBGene00010185,WBGene00010185,History: N.A.
WBGene00010274,F58G6.3,M00591_2.00,Y48G1C.6,WBGene00010274,WBGene00010274,History: N.A.
WBGene00010277,F58G6.7,M00591_2.00,Y48G1C.6,WBGene00010277,WBGene00010277,History: N.A.
WBGene00010343,F59F5.4,M00591_2.00,Y48G1C.6,WBGene00010343,WBGene00010343,History: N.A.
WBGene00010359,mam-6,M00591_2.00,Y48G1C.6,WBGene00010359,WBGene00010359,History: N.A.
WBGene00010372,H08J19.1,M00591_2.00,Y48G1C.6,WBGene00010372,WBGene00010372,History: N.A.
WBGene00010387,H12D21.11,M00591_2.00,Y48G1C.6,WBGene00010387,WBGene00010387,History: N.A.
WBGene00010510,ent-3,M00591_2.00,Y48G1C.6,WBGene00010510,WBGene00010510,History: N.A.
WBGene00010558,ptp-4,M00591_2.00,Y48G1C.6,WBGene00010558,WBGene00010558,History: N.A.
WBGene00010584,K05C4.8,M00591_2.00,Y48G1C.6,WBGene00010584,WBGene00010584,History: N.A.
WBGene00010585,K05C4.9,M00591_2.00,Y48G1C.6,WBGene00010585,WBGene00010585,History: N.A.
WBGene00010672,K08E7.4,M00591_2.00,Y48G1C.6,WBGene00010672,WBGene00010672,History: N.A.
WBGene00010673,K08E7.5,M00591_2.00,Y48G1C.6,WBGene00010673,WBGene00010673,History: N.A.
WBGene00011025,R05A10.8,M00591_2.00,Y48G1C.6,WBGene00011025,WBGene00011025,History: N.A.
WBGene00011112,R07E5.4,M00591_2.00,Y48G1C.6,WBGene00011112,WBGene00011112,History: N.A.
WBGene00011147,R08D7.7,M00591_2.00,Y48G1C.6,WBGene00011147,WBGene00011147,History: N.A.
WBGene00011171,R09E10.1,M00591_2.00,Y48G1C.6,WBGene00011171,WBGene00011171,History: N.A.
WBGene00011424,dhs-31,M00591_2.00,Y48G1C.6,WBGene00011424,WBGene00011424,History: N.A.
WBGene00011435,T04D3.8,M00591_2.00,Y48G1C.6,WBGene00011435,WBGene00011435,History: N.A.
WBGene00011484,T05E11.8,M00591_2.00,Y48G1C.6,WBGene00011484,WBGene00011484,History: N.A.
WBGene00012113,T28B8.1,M00591_2.00,Y48G1C.6,WBGene00012113,WBGene00012113,History: N.A.
WBGene00012117,T28B11.1,M00591_2.00,Y48G1C.6,WBGene00012117,WBGene00012117,History: N.A.
WBGene00012298,prmt-7,M00591_2.00,Y48G1C.6,WBGene00012298,WBGene00012298,History: N.A.
WBGene00012428,Y11D7A.3,M00591_2.00,Y48G1C.6,WBGene00012428,WBGene00012428,History: N.A.
WBGene00012705,sre-18,M00591_2.00,Y48G1C.6,WBGene00012705,WBGene00012705,History: N.A.
WBGene00012851,Y44A6C.2,M00591_2.00,Y48G1C.6,WBGene00012851,WBGene00012851,History: N.A.
WBGene00012979,Y48B6A.5,M00591_2.00,Y48G1C.6,WBGene00012979,WBGene00012979,History: N.A.
WBGene00012980,efhd-1,M00591_2.00,Y48G1C.6,WBGene00012980,WBGene00012980,History: N.A.
WBGene00013687,exoc-8,M00591_2.00,Y48G1C.6,WBGene00013687,WBGene00013687,History: N.A.
WBGene00013872,ZC374.2,M00591_2.00,Y48G1C.6,WBGene00013872,WBGene00013872,History: N.A.
WBGene00014046,clec-60,M00591_2.00,Y48G1C.6,WBGene00014046,WBGene00014046,History: N.A.
WBGene00014241,ZK1251.3,M00591_2.00,Y48G1C.6,WBGene00014241,WBGene00014241,History: N.A.
WBGene00015018,srz-85,M00591_2.00,Y48G1C.6,WBGene00015018,WBGene00015018,History: N.A.
WBGene00015030,B0207.7,M00591_2.00,Y48G1C.6,WBGene00015030,WBGene00015030,History: N.A.
WBGene00015153,B0348.5,M00591_2.00,Y48G1C.6,WBGene00015153,WBGene00015153,History: N.A.
WBGene00015181,B0416.5,M00591_2.00,Y48G1C.6,WBGene00015181,WBGene00015181,History: N.A.
WBGene00015592,C08D8.1,M00591_2.00,Y48G1C.6,WBGene00015592,WBGene00015592,History: N.A.
WBGene00015684,C10G8.8,M00591_2.00,Y48G1C.6,WBGene00015684,WBGene00015684,History: N.A.
WBGene00015879,C17B7.5,M00591_2.00,Y48G1C.6,WBGene00015879,WBGene00015879,History: N.A.
WBGene00015883,C17B7.9,M00591_2.00,Y48G1C.6,WBGene00015883,WBGene00015883,History: N.A.
WBGene00016071,C24H12.1,M00591_2.00,Y48G1C.6,WBGene00016071,WBGene00016071,"History: Split into C24H12.19(WBGene00235338). History of WBGene00016071: Split into ""WBGene00235338"" on 2013-09-12"
WBGene00016344,rsef-1,M00591_2.00,Y48G1C.6,WBGene00016344,WBGene00016344,History: Renamed on 2014-03-03
WBGene00016645,C44C1.6,M00591_2.00,Y48G1C.6,WBGene00016645,WBGene00016645,History: N.A.
WBGene00016760,C49A9.6,M00591_2.00,Y48G1C.6,WBGene00016760,WBGene00016760,History: N.A.
WBGene00016799,C50C3.1,M00591_2.00,Y48G1C.6,WBGene00016799,WBGene00016799,History: N.A.
WBGene00017024,D1022.5,M00591_2.00,Y48G1C.6,WBGene00017024,WBGene00017024,History: N.A.
WBGene00017033,nekl-4,M00591_2.00,Y48G1C.6,WBGene00017033,WBGene00017033,History: N.A.
WBGene00017045,atg-13,M00591_2.00,Y48G1C.6,WBGene00017045,WBGene00017045,History: Renamed on 2010-05-28
WBGene00017095,E02C12.10,M00591_2.00,Y48G1C.6,WBGene00017095,WBGene00017095,"History: Split into E02C12.19(WBGene00271797). History of WBGene00017095: Split into ""WBGene00271797"" on 2017-09-21"
WBGene00017138,EEED8.10,M00591_2.00,Y48G1C.6,WBGene00017138,WBGene00017138,History: N.A.
WBGene00017244,apy-1,M00591_2.00,Y48G1C.6,WBGene00017244,WBGene00017244,History: N.A.
WBGene00017412,F13A2.3,M00591_2.00,Y48G1C.6,WBGene00017412,WBGene00017412,History: N.A.
WBGene00017544,lgc-6,M00591_2.00,Y48G1C.6,WBGene00017544,WBGene00017544,History: N.A.
WBGene00018075,tbc-11,M00591_2.00,Y48G1C.6,WBGene00018075,WBGene00018075,History: N.A.
WBGene00018212,F39H12.1,M00591_2.00,Y48G1C.6,WBGene00018212,WBGene00018212,History: N.A.
WBGene00018590,pdf-2,M00591_2.00,Y48G1C.6,WBGene00018590,WBGene00018590,History: Renamed on 2008-04-18; Renamed on 2018-12-11
WBGene00018647,F49F1.7,M00591_2.00,Y48G1C.6,WBGene00018647,WBGene00018647,History: N.A.
WBGene00018717,F52H2.5,M00591_2.00,Y48G1C.6,WBGene00018717,WBGene00018717,History: N.A.
WBGene00018718,dhcr-24,M00591_2.00,Y48G1C.6,WBGene00018718,WBGene00018718,History: N.A.
WBGene00018886,npr-28,M00591_2.00,Y48G1C.6,WBGene00018886,WBGene00018886,History: N.A.
WBGene00019062,F58F12.2,M00591_2.00,Y48G1C.6,WBGene00019062,WBGene00019062,History: N.A.
WBGene00019205,kcc-2,M00591_2.00,Y48G1C.6,WBGene00019205,WBGene00019205,History: N.A.
WBGene00019236,H23N18.5,M00591_2.00,Y48G1C.6,WBGene00019236,WBGene00019236,History: N.A.
WBGene00019364,mksr-1,M00591_2.00,Y48G1C.6,WBGene00019364,WBGene00019364,History: N.A.
WBGene00019519,K08B5.2,M00591_2.00,Y48G1C.6,WBGene00019519,WBGene00019519,History: N.A.
WBGene00019624,rnst-2,M00591_2.00,Y48G1C.6,WBGene00019624,WBGene00019624,History: N.A.
WBGene00019692,fubl-4,M00591_2.00,Y48G1C.6,WBGene00019692,WBGene00019692,History: Renamed on 2017-12-07
WBGene00019753,M03E7.1,M00591_2.00,Y48G1C.6,WBGene00019753,WBGene00019753,History: N.A.
WBGene00019757,memb-2,M00591_2.00,Y48G1C.6,WBGene00019757,WBGene00019757,History: Renamed on 2010-03-26
WBGene00019780,M60.4,M00591_2.00,Y48G1C.6,WBGene00019780,WBGene00019780,History: N.A.
WBGene00019837,R02F2.8,M00591_2.00,Y48G1C.6,WBGene00019837,WBGene00019837,History: N.A.
WBGene00019962,cysl-3,M00591_2.00,Y48G1C.6,WBGene00019962,WBGene00019962,History: N.A.
WBGene00020091,rnp-8,M00591_2.00,Y48G1C.6,WBGene00020091,WBGene00020091,History: N.A.
WBGene00020141,lmd-5,M00591_2.00,Y48G1C.6,WBGene00020141,WBGene00020141,History: N.A.
WBGene00020394,T10B5.8,M00591_2.00,Y48G1C.6,WBGene00020394,WBGene00020394,History: N.A.
WBGene00020562,T19C3.4,M00591_2.00,Y48G1C.6,WBGene00020562,WBGene00020562,History: N.A.
WBGene00020651,T21D12.12,M00591_2.00,Y48G1C.6,WBGene00020651,WBGene00020651,History: N.A.
WBGene00020825,tmem-231,M00591_2.00,Y48G1C.6,WBGene00020825,WBGene00020825,History: N.A.
