# Supplementary Table 3. Normalized peptide counts for LC-MS/MS.
# For each pull-down, peptide counts for each protein were normalized to total peptide counts.
Gene,(UG)18,36 scrambled UGs,(UG)5,beads only,Input,Suggested Match,History
cbd-1,0.003612455747417,0.0040530823037196,0.0003244909548146,7.29873731844391e-05,cbd-1,WBGene00010351,Public name for WBGene00010351. History: N.A.
sip-1,0.003612455747417,0.0049682944368176,0.0021091912062951,0.0079556236771038,sip-1,WBGene00004798,Public name for WBGene00004798. History: N.A.
CELE_F54D10.7,0.003395708402572,0.0011113290187618,0.0009734728644439,7.29873731844391e-05,CELE_F54D10.7,WBGene00018808,Other name for WBGene00018808(F54D10.7). History: N.A.
rpl-4,0.0033234592876237,0.0037915931228345,0.0031637868094426,0.0037953434055908,rpl-4,WBGene00004415,Public name for WBGene00004415. History: N.A.
unc-54,0.0032512101726753,0.0038569654180558,0.0791757929747708,0.0644478505218597,unc-54,WBGene00006789,Public name for WBGene00006789. History: N.A.
drh-3,0.003178961057727,0.0011113290187618,0.0008112273870365,0.000510911612291,drh-3,WBGene00008400,Public name for WBGene00008400. History: Renamed on 2005-11-22
rnp-8,0.003178961057727,0.0004576060665489,0.0003244909548146,7.29873731844391e-05,rnp-8,WBGene00020091,Public name for WBGene00020091. History: N.A.
C25A1.4,0.0031067119427787,0.0011113290187618,0.0015413320353695,0.0002919494927377,C25A1.4,WBGene00045383,Sequence name for WBGene00045383(sup-46). History: N.A.
rnp-7,0.0031067119427787,0.0007190952474341,0.0004056136935182,0.0001459747463688,rnp-7,WBGene00004390,Public name for WBGene00004390. History: N.A.
CELE_Y53G8AR.9,0.0030344628278303,0.0007844675426554,0.0002433682161109,0.000510911612291,CELE_Y53G8AR.9,WBGene00021816,Other name for WBGene00021816(Y53G8AR.9). History: N.A.
CELE_Y6D1A.1,0.0030344628278303,0.0006537229522128,8.11227387036586e-05,7.29873731844391e-05,CELE_Y6D1A.1,WBGene00012395,Other name for WBGene00012395(Y6D1A.1). History: N.A.
rack-1,0.002962213712882,0.0034647316467281,0.0020280684675914,0.002335595941902,rack-1,WBGene00010556,Public name for WBGene00010556. History: N.A.
rps-2,0.002962213712882,0.0023534026279662,0.0012168410805548,0.0013867600905043,rps-2,WBGene00004471,Public name for WBGene00004471. History: N.A.
act-2,0.0028899645979336,0.0029417532849578,0.0359373732457208,0.0253996058681848,act-2,WBGene00000064,Public name for WBGene00000064. History: N.A.
daf-21,0.0028899645979336,0.0041838268941622,0.0045428733674048,0.0061309393474928,daf-21,WBGene00000915,Other name for WBGene00000915(hsp-90). History: Renamed on 2017-08-01
retr-1,0.0028899645979336,0.0057527619794731,0.0002433682161109,7.29873731844391e-05,retr-1,,Other name for Suppressed gene WBGene00018416. History of WBGene00018416: Renamed on 2021-06-14. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene....Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information. Therefore this is not a genetic map position based on recombination frequencies or genetic experiments. This was done on advice of the CGC.
xrn-2,0.0027454663680369,0.0010459567235405,0.0001622454774073,7.29873731844391e-05,xrn-2,WBGene00006964,Public name for WBGene00006964. History: N.A.
etr-1,0.0026732172530886,0.0001961168856638,0.0065709418349963,7.29873731844391e-05,etr-1,WBGene00001340,Public name for WBGene00001340. History: N.A.
gld-2,0.0026732172530886,0.0018304242661959,0.0002433682161109,7.29873731844391e-05,gld-2,WBGene00001596,Public name for WBGene00001596. History: N.A.
rps-1,0.0026732172530886,0.0026148918088514,0.0015413320353695,0.0017516969564265,rps-1,WBGene00004470,Public name for WBGene00004470. History: N.A.
vit-1,0.0026732172530886,0.0039877100084984,0.0027581731159243,0.0033574191664842,vit-1,WBGene00006925,Public name for WBGene00006925. History: N.A.
csr-1,0.0025287190231919,0.0026148918088514,0.0020280684675914,0.001167797970951,csr-1,WBGene00017641,Public name for WBGene00017641. History: N.A.. Other name for WBGene00003637(nhr-47). History: Renamed on 2005-12-15
hsp-1,0.0025287190231919,0.0030724978754004,0.0036505232416646,0.0037223560324063,hsp-1,WBGene00002005,Public name for WBGene00002005. History: N.A.
rpl-3,0.0024564699082436,0.0029417532849578,0.0015413320353695,0.0025545580614553,rpl-3,WBGene00004414,Public name for WBGene00004414. History: N.A.
pod-2,0.0023842207932952,0.0028763809897365,0.0068143100511073,0.0313845704693088,pod-2,WBGene00004076,Public name for WBGene00004076. History: N.A.
rpl-5,0.0023842207932952,0.0017650519709747,0.0013790865579622,0.0021166338223487,rpl-5,WBGene00004416,Public name for WBGene00004416. History: N.A.
sqd-1,0.0023842207932952,0.0028110086945152,0.0014602092966658,0.0004379242391066,sqd-1,WBGene00022235,Public name for WBGene00022235. History: N.A.
rde-12,0.0023119716783469,0.0007844675426554,0.0003244909548146,0.0003649368659221,rde-12,WBGene00010280,Public name for WBGene00010280. History: N.A.
H28O16.1,0.0022397225633986,0.0025495195136301,0.0021091912062951,0.0032114444201153,H28O16.1,WBGene00010419,Sequence name for WBGene00010419(atp-1). History: Renamed on 2005-03-17
rps-0,0.0022397225633986,0.0020919134470811,0.0017847002514804,0.0016787095832421,rps-0,WBGene00004469,Public name for WBGene00004469. History: N.A.
ahcy-1,0.0021674734484502,0.0028110086945152,0.0023525594224061,0.0017516969564265,ahcy-1,WBGene00019322,Public name for WBGene00019322. History: Renamed on 2005-02-01; Renamed on 2015-03-05
atp-2,0.0021674734484502,0.0028110086945152,0.0027581731159243,0.0025545580614553,atp-2,WBGene00000229,Public name for WBGene00000229. History: N.A.
CELE_Y57A10A.31,0.0021674734484502,0.0019611688566385,0.0001622454774073,7.29873731844391e-05,CELE_Y57A10A.31,WBGene00013270,Other name for WBGene00013270(Y57A10A.31). History: N.A.
ego-1,0.0021674734484502,0.0009805844283192,0.0004867364322219,7.29873731844391e-05,ego-1,WBGene00001214,Public name for WBGene00001214. History: N.A.
let-716,0.0021674734484502,0.0030724978754004,0.0002433682161109,0.0004379242391066,let-716,WBGene00002850,Public name for WBGene00002850. History: N.A.
hrpf-1,0.0020952243335019,0.0026148918088514,0.0018658229901841,7.29873731844391e-05,hrpf-1,WBGene00020936,Public name for WBGene00020936. History: N.A.
rpl-7,0.0020952243335019,0.0020919134470811,0.0014602092966658,0.0017516969564265,rpl-7,WBGene00004418,Public name for WBGene00004418. History: N.A.
vit-5,0.0020952243335019,0.0029417532849578,0.0039750141964792,0.0032114444201153,vit-5,WBGene00006929,Public name for WBGene00006929. History: N.A.
tbb-2,0.0020229752185535,0.0026802641040726,0.0019469457288878,0.0047441792569885,tbb-2,WBGene00006537,Public name for WBGene00006537. History: N.A.
CELE_ZK813.3,0.0019507261036052,0.0009152121330979,0.0002433682161109,7.29873731844391e-05,CELE_ZK813.3,WBGene00022822,Other name for WBGene00022822(ZK813.3). History: N.A.
eef-2,0.0019507261036052,0.0026148918088514,0.0021091912062951,0.0021166338223487,eef-2,WBGene00001167,Public name for WBGene00001167. History: Renamed on 2010-08-03
mccc-1,0.0019507261036052,0.0026802641040726,0.0073010464833292,0.0281001386760091,mccc-1,WBGene00009319,Public name for WBGene00009319. History: N.A.
ngp-1,0.0019507261036052,0.0043145714846048,0.0008112273870365,0.0006568863586599,ngp-1,WBGene00003596,Public name for WBGene00003596. History: N.A.
,0.0019507261036052,0.0029417532849578,0.0011357183418512,0.0026275454346398,,,
acer-1,0.0018784769886568,0.0020919134470811,0.0012979638192585,0.0045252171374352,acer-1,WBGene00016630,Public name for WBGene00016630. History: N.A.
C16C10.3,0.0018784769886568,0.0015689350853108,0.0010545956031475,7.29873731844391e-05,C16C10.3,WBGene00007624,Sequence name for WBGene00007624(hrde-1). History: Renamed on 2012-08-29
hrp-2,0.0018784769886568,0.0028110086945152,0.0013790865579622,0.0005838989854755,hrp-2,WBGene00002000,Other name for WBGene00002000(hrpr-1). History: Renamed on 2019-11-21
K01G5.5,0.0018784769886568,0.0016996796757534,0.0010545956031475,0.0008758484782132,K01G5.5,WBGene00010478,Public name for WBGene00010478. History: N.A.
rpl-9,0.0018784769886568,0.0017650519709747,0.0014602092966658,0.0012407853441354,rpl-9,WBGene00004420,Public name for WBGene00004420. History: N.A.
rrf-1,0.0018784769886568,6.53722952212852e-05,8.11227387036586e-05,7.29873731844391e-05,rrf-1,WBGene00004508,Public name for WBGene00004508. History: N.A.
kin-19,0.0018062278737085,0.0014381904948682,0.0005678591709256,0.0003649368659221,kin-19,WBGene00002202,Public name for WBGene00002202. History: N.A.
rpa-0,0.0018062278737085,0.0018304242661959,0.0012168410805548,0.002992482300562,rpa-0,WBGene00004408,Other name for WBGene00004408(rla-0). History: Renamed on 2010-03-08
rpl-6,0.0018062278737085,0.0016343073805321,0.0014602092966658,0.0020436464491642,rpl-6,WBGene00004417,Public name for WBGene00004417. History: N.A.
CELE_Y94H6A.5,0.0017339787587602,0.0024187749231875,8.11227387036586e-05,7.29873731844391e-05,CELE_Y94H6A.5,WBGene00022378,Other name for WBGene00022378(Y94H6A.5). History: N.A.
mrps-22,0.0017339787587602,0.0036608485323919,0.0004056136935182,0.0005838989854755,mrps-22,WBGene00007564,Public name for WBGene00007564. History: N.A.
mrps-5,0.0017339787587602,0.0030071255801791,0.0003244909548146,7.29873731844391e-05,mrps-5,WBGene00008452,Public name for WBGene00008452. History: N.A.
rpl-8,0.0017339787587602,0.0020919134470811,0.0021903139449987,0.001167797970951,rpl-8,WBGene00004419,Other name for WBGene00004419(rpl-7A). History: Renamed on 2005-03-17
rps-9,0.0016617296438118,0.0023534026279662,0.0008923501257402,0.0032114444201153,rps-9,WBGene00004478,Public name for WBGene00004478. History: N.A.
nog-1,0.0015894805288635,0.0011113290187618,0.0004056136935182,0.000510911612291,nog-1,WBGene00020297,Public name for WBGene00020297. History: Renamed on 2005-03-17. Other name for WBGene00004422(rpl-11.1). History: Renamed on 2005-09-09
pab-2,0.0015894805288635,0.0010459567235405,0.0004867364322219,0.000510911612291,pab-2,WBGene00003903,Public name for WBGene00003903. History: N.A.
rpl-7A,0.0015172314139151,0.0024187749231875,0.0011357183418512,0.0030654696737464,rpl-7A,WBGene00004419,Public name for WBGene00004419. History: Renamed on 2005-03-17
tba-2,0.0015172314139151,0.0017650519709747,0.0011357183418512,0.0022626085687176,tba-2,WBGene00006529,Public name for WBGene00006529. History: N.A.
ZK632.11,0.0015172314139151,0.0018957965614172,0.0006489819096292,7.29873731844391e-05,ZK632.11,WBGene00014018,Public name for WBGene00014018. History: N.A.
drs-1,0.0014449822989668,0.0024841472184088,0.0013790865579622,0.0027735201810086,drs-1,WBGene00001094,Other name for WBGene00001094(dars-1). History: Renamed on 2010-01-29
gld-1,0.0014449822989668,0.0014381904948682,0.0011357183418512,0.0010218232245821,gld-1,WBGene00001595,Public name for WBGene00001595. History: N.A.
hsp-3,0.0014449822989668,0.0013074459044257,0.0020280684675914,0.0014597474636887,hsp-3,WBGene00002007,Public name for WBGene00002007. History: N.A.
vig-1,0.0014449822989668,0.0010459567235405,0.0008923501257402,0.0012407853441354,vig-1,WBGene00006924,Public name for WBGene00006924. History: N.A.
cey-3,0.0013727331840185,0.0010459567235405,0.0006489819096292,0.0010218232245821,cey-3,WBGene00000474,Public name for WBGene00000474. History: N.A.
clu-1,0.0013727331840185,0.0020265411518598,0.0013790865579622,0.0022626085687176,clu-1,WBGene00000550,Public name for WBGene00000550. History: N.A.
gld-3,0.0013727331840185,0.0009152121330979,8.11227387036586e-05,7.29873731844391e-05,gld-3,WBGene00001597,Public name for WBGene00001597. History: N.A.
mec-7,0.0013727331840185,0.0022880303327449,0.0017847002514804,0.0027735201810086,mec-7,WBGene00003171,Public name for WBGene00003171. History: N.A.
mrps-16,0.0013727331840185,0.0024187749231875,0.0004867364322219,0.0012407853441354,mrps-16,WBGene00018961,Public name for WBGene00018961. History: N.A.
pck-2,0.0013727331840185,0.0013074459044257,0.0012979638192585,0.0007298737318443,pck-2,WBGene00011232,Public name for WBGene00011232. History: N.A.
rps-7,0.0013727331840185,0.0017650519709747,0.0008923501257402,0.0005838989854755,rps-7,WBGene00004476,Public name for WBGene00004476. History: N.A.
rps-8,0.0013727331840185,0.0015689350853108,0.0007301046483329,0.0012407853441354,rps-8,WBGene00004477,Public name for WBGene00004477. History: N.A.
vha-13,0.0013727331840185,0.0019611688566385,0.0019469457288878,0.0019706590759798,vha-13,WBGene00013025,Public name for WBGene00013025. History: Renamed on 2005-03-17
acdh-1,0.0013004840690701,0.0011113290187618,0.0008923501257402,0.001167797970951,acdh-1,WBGene00016943,Public name for WBGene00016943. History: Renamed on 2004-08-25
ant-1.1,0.0013004840690701,0.0019611688566385,0.0014602092966658,0.0031384570469308,ant-1.1,WBGene00006439,Public name for WBGene00006439. History: Renamed on 2008-06-04; Renamed on 2014-03-03
copa-1,0.0013004840690701,0.0018304242661959,0.0008923501257402,0.0017516969564265,copa-1,WBGene00022119,Public name for WBGene00022119. History: N.A.
edc-3,0.0013004840690701,0.0007844675426554,8.11227387036586e-05,0.0002919494927377,edc-3,WBGene00011036,Public name for WBGene00011036. History: N.A.
ergo-1,0.0013004840690701,0.0012420736092044,8.11227387036586e-05,7.29873731844391e-05,ergo-1,WBGene00019971,Public name for WBGene00019971. History: N.A.
F01G4.6,0.0013004840690701,0.0015689350853108,0.0018658229901841,0.0027735201810086,F01G4.6,WBGene00008505,Public name for WBGene00008505. History: N.A.
rpl-18,0.0013004840690701,0.0013074459044257,0.0005678591709256,0.0015327348368732,rpl-18,WBGene00004430,Public name for WBGene00004430. History: N.A.
ucr-1,0.0013004840690701,0.0019611688566385,0.0013790865579622,0.0024815706882709,ucr-1,WBGene00018963,Public name for WBGene00018963. History: N.A.
vrs-2,0.0013004840690701,0.0019611688566385,0.0010545956031475,0.0026275454346398,vrs-2,WBGene00006936,Other name for WBGene00006936(glp-4). History: Renamed on 2010-01-29; Renamed on 2015-10-07
gcn-1,0.0012282349541218,0.0020265411518598,0.0014602092966658,0.003503393912853,gcn-1,WBGene00021697,Public name for WBGene00021697. History: N.A.
larp-1,0.0012282349541218,0.0013074459044257,0.0016224547740731,0.000510911612291,larp-1,WBGene00020097,Public name for WBGene00020097. History: N.A.
ntl-4,0.0012282349541218,0.0005229783617702,8.11227387036586e-05,0.0001459747463688,ntl-4,WBGene00003827,Public name for WBGene00003827. History: N.A.
par-5,0.0012282349541218,0.0012420736092044,0.0011357183418512,0.0010948105977665,par-5,WBGene00003920,Public name for WBGene00003920. History: N.A.
pdi-2,0.0012282349541218,0.0013728181996469,0.0012168410805548,0.0006568863586599,pdi-2,WBGene00003963,Public name for WBGene00003963. History: N.A.
prp-8,0.0012282349541218,0.0024187749231875,0.0001622454774073,0.0002919494927377,prp-8,WBGene00004187,Public name for WBGene00004187. History: N.A.
ZK669.4,0.0012282349541218,0.0009152121330979,0.0008923501257402,0.0007298737318443,ZK669.4,WBGene00014054,Sequence name for WBGene00014054(dbt-1). History: N.A.
C28H8.3,0.0011559858391734,0.0026148918088514,0.0013790865579622,0.0026275454346398,C28H8.3,WBGene00016194,Public name for WBGene00016194. History: N.A.
CELE_Y54E2A.4,0.0011559858391734,0.0024841472184088,0.0002433682161109,0.000510911612291,CELE_Y54E2A.4,WBGene00013189,Other name for WBGene00013189(Y54E2A.4). History: N.A.
ekl-1,0.0011559858391734,0.0005229783617702,0.0002433682161109,0.0002919494927377,ekl-1,WBGene00009052,Public name for WBGene00009052. History: N.A.
gdh-1,0.0011559858391734,0.0016343073805321,0.0014602092966658,0.0012407853441354,gdh-1,WBGene00014095,Public name for WBGene00014095. History: N.A.
gfat-1,0.0011559858391734,0.0016343073805321,0.0011357183418512,0.0020436464491642,gfat-1,WBGene00008546,Public name for WBGene00008546. History: N.A.
gpd-2,0.0011559858391734,0.0009805844283192,0.0012168410805548,0.0010218232245821,gpd-2,WBGene00001684,Public name for WBGene00001684. History: N.A.
idh-1,0.0011559858391734,0.0011767013139831,0.0013790865579622,0.0008758484782132,idh-1,WBGene00010317,Public name for WBGene00010317. History: N.A.
imb-3,0.0011559858391734,0.0015689350853108,0.0008923501257402,0.0019706590759798,imb-3,WBGene00002077,Public name for WBGene00002077. History: N.A.
mtr-4,0.0011559858391734,0.0005883506569915,0.0006489819096292,7.29873731844391e-05,mtr-4,WBGene00012342,Public name for WBGene00012342. History: N.A.
pdi-1,0.0011559858391734,0.0009805844283192,0.0011357183418512,0.0006568863586599,pdi-1,WBGene00003962,Public name for WBGene00003962. History: N.A.
rpl-10,0.0011559858391734,0.0028110086945152,0.0010545956031475,0.0006568863586599,rpl-10,WBGene00004421,Public name for WBGene00004421. History: N.A.
smg-2,0.0011559858391734,0.0006537229522128,0.0003244909548146,7.29873731844391e-05,smg-2,WBGene00004880,Public name for WBGene00004880. History: N.A.
tufm-1,0.0011559858391734,0.0011767013139831,0.0008112273870365,0.0013137727173199,tufm-1,WBGene00007000,Public name for WBGene00007000. History: N.A.
ant-1.4,0.0010837367242251,0.0016343073805321,0.0015413320353695,0.0019706590759798,ant-1.4,WBGene00020140,Public name for WBGene00020140. History: Renamed on 2008-06-04; Renamed on 2008-11-21; Renamed on 2014-03-03
CELE_T22F3.3,0.0010837367242251,0.0018304242661959,0.0015413320353695,0.0012407853441354,CELE_T22F3.3,WBGene00020696,Other name for WBGene00020696(pygl-1). History: N.A.
fasn-1,0.0010837367242251,0.0011113290187618,0.0012168410805548,0.0021166338223487,fasn-1,WBGene00009342,Public name for WBGene00009342. History: Renamed on 2015-03-06
rpl-19,0.0010837367242251,0.0011767013139831,0.0009734728644439,0.0013867600905043,rpl-19,WBGene00004431,Public name for WBGene00004431. History: N.A.
rpl-20,0.0010837367242251,0.0009805844283192,0.0007301046483329,0.0003649368659221,rpl-20,WBGene00004432,Public name for WBGene00004432. History: N.A.
rps-6,0.0010837367242251,0.0016343073805321,0.0006489819096292,0.0010218232245821,rps-6,WBGene00004475,Public name for WBGene00004475. History: N.A.
tct-1,0.0010837367242251,0.0011113290187618,0.0011357183418512,0.0010218232245821,tct-1,WBGene00009122,Public name for WBGene00009122. History: N.A.
tkt-1,0.0010837367242251,0.0011767013139831,0.0008923501257402,0.0006568863586599,tkt-1,WBGene00008506,Public name for WBGene00008506. History: N.A.
aars-2,0.0010114876092767,0.0008498398378767,0.0006489819096292,0.0010218232245821,aars-2,WBGene00000197,Public name for WBGene00000197. History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
alh-8,0.0010114876092767,0.0010459567235405,0.0010545956031475,0.000510911612291,alh-8,WBGene00000114,Public name for WBGene00000114. History: N.A.
CELE_Y37D8A.21,0.0010114876092767,0.0006537229522128,0.0001622454774073,7.29873731844391e-05,CELE_Y37D8A.21,WBGene00012558,Other name for WBGene00012558(rbm-7). History: N.A.
CELE_Y61A9LA.10,0.0010114876092767,0.0016343073805321,8.11227387036586e-05,7.29873731844391e-05,CELE_Y61A9LA.10,WBGene00022021,Other name for WBGene00022021(Y61A9LA.10). History: N.A.
crt-1,0.0010114876092767,0.0009152121330979,0.0010545956031475,0.002335595941902,crt-1,WBGene00000802,Public name for WBGene00000802. History: N.A.
ech-1.2,0.0010114876092767,0.0023534026279662,0.0012168410805548,0.001167797970951,ech-1.2,WBGene00020347,Public name for WBGene00020347. History: N.A.
enol-1,0.0010114876092767,0.0011767013139831,0.0012979638192585,0.0013137727173199,enol-1,WBGene00011884,Public name for WBGene00011884. History: N.A.
hsp-60,0.0010114876092767,0.0013728181996469,0.0013790865579622,0.0032114444201153,hsp-60,WBGene00002025,Public name for WBGene00002025. History: N.A.
idha-1,0.0010114876092767,0.0011113290187618,0.0007301046483329,0.0013867600905043,idha-1,WBGene00009664,Public name for WBGene00009664. History: N.A.
pcca-1,0.0010114876092767,0.0015035627900895,0.0017035775127768,0.01561929786147,pcca-1,WBGene00017864,Public name for WBGene00017864. History: N.A.
pmt-2,0.0010114876092767,0.0011767013139831,0.0015413320353695,0.0006568863586599,pmt-2,WBGene00018811,Public name for WBGene00018811. History: N.A.
rme-1,0.0010114876092767,0.0021572857423024,0.0012168410805548,0.0026275454346398,rme-1,WBGene00004373,Public name for WBGene00004373. History: N.A.
Y38F1A.6,0.0010114876092767,0.0011767013139831,0.0005678591709256,0.0010218232245821,Y38F1A.6,WBGene00012608,Sequence name for WBGene00012608(hphd-1). History: N.A.
act-5,0.0009392384943284,0.0007190952474341,0.0008112273870365,0.0010218232245821,act-5,WBGene00000067,Public name for WBGene00000067. History: N.A.
F47B10.1,0.0009392384943284,0.0015035627900895,0.0014602092966658,0.0016787095832421,F47B10.1,WBGene00009812,Sequence name for WBGene00009812(suca-1). History: N.A.
ivd-1,0.0009392384943284,0.0010459567235405,0.0004867364322219,0.0015327348368732,ivd-1,WBGene00015326,Public name for WBGene00015326. History: N.A.
M28.5,0.0009392384943284,0.0004576060665489,8.11227387036586e-05,0.0001459747463688,M28.5,WBGene00010896,Sequence name for WBGene00010896(snu-13). History: Renamed on 2005-03-17
mcm-4,0.0009392384943284,0.0012420736092044,0.0008112273870365,0.0017516969564265,mcm-4,WBGene00003156,Public name for WBGene00003156. History: Renamed on 2015-03-03; Renamed on 2015-03-03
ola-1,0.0009392384943284,0.0013074459044257,0.0009734728644439,0.0017516969564265,ola-1,WBGene00012344,Public name for WBGene00012344. History: Renamed on 2012-12-21
rpl-13,0.0009392384943284,0.0015035627900895,0.0010545956031475,0.0018976717027954,rpl-13,WBGene00004425,Public name for WBGene00004425. History: N.A.
rpl-15,0.0009392384943284,0.0009152121330979,0.0005678591709256,0.0004379242391066,rpl-15,WBGene00004427,Public name for WBGene00004427. History: N.A.
rpl-30,0.0009392384943284,0.0006537229522128,0.0004867364322219,0.0005838989854755,rpl-30,WBGene00004444,Public name for WBGene00004444. History: N.A.
rps-10,0.0009392384943284,0.0009152121330979,0.0008923501257402,0.0013137727173199,rps-10,WBGene00004479,Public name for WBGene00004479. History: N.A.
rps-22,0.0009392384943284,0.0009152121330979,0.0004867364322219,0.0002919494927377,rps-22,WBGene00004491,Public name for WBGene00004491. History: N.A.
vgln-1,0.0009392384943284,0.0011113290187618,0.0012168410805548,0.0013137727173199,vgln-1,WBGene00007463,Public name for WBGene00007463. History: N.A.
vha-12,0.0009392384943284,0.0009805844283192,0.0008112273870365,0.0007298737318443,vha-12,WBGene00006921,Public name for WBGene00006921. History: N.A.
aco-1,0.0008669893793801,0.0012420736092044,0.0013790865579622,0.0008758484782132,aco-1,WBGene00000040,Public name for WBGene00000040. History: N.A.
