# Table S5. Small RNAs significantly downregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
class,gene_id,public_name,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
piRNA,21ur-1304,21ur-1304,12.8245536151251,-200.817,1.03606346049931e-06,21ur-1304,WBGene00046208,Public name for WBGene00046208. History: N.A.
miRNA,miR-791-3p,miR-791-3p,5.84172284201763,-197.14,5.67593304925458e-06,,,
mut,Y17D7B.7,Y17D7B.7,234.03891627249,-194.182,1.17152451371389e-84,Y17D7B.7,WBGene00014562,Public name for WBGene00014562. History: N.A.
miRNA,miR-46-3p,miR-46-3p,3005.36607826861,-193.882,1.17359915514457e-206,,,
miRNA,miR-1817,miR-1817,11.2236816371935,-193.824,2.19009121654703e-07,,,
miRNA,miR-252-5p,miR-252-5p,101.31237809165,-193.614,8.51672998005173e-26,,,
miRNA,miR-228-3p,miR-228-3p,11.4750473157949,-191.926,9.03252382364457e-08,,,
mut,F07G6.6,fbxa-52,96.9792719064811,-191.361,1.2032837017745098e-42,F07G6.6,WBGene00017225,Sequence name for WBGene00017225(fbxa-52). History: N.A.
miRNA,miR-1020-3p,miR-1020-3p,20.6589831575681,-182.563,1.16148756809885e-09,,,
miRNA,miR-67-3p,miR-67-3p,38.5497887602448,-175.886,8.5628727833388e-17,,,
piRNA,21ur-6379,21ur-6379,5.50673052998109,-168.52,7.84885944118365e-05,21ur-6379,WBGene00170837,Public name for WBGene00170837. History: N.A.
miRNA,miR-83-5p,miR-83-5p,5.54011635419376,-165.919,1.62811443442759e-05,,,
miRNA,miR-243-5p,miR-243-5p,5.31034951577739,-163.141,8.14525127602214e-06,,,
miRNA,miR-788-3p,miR-788-3p,9.87377065721568,-162.107,3.45552819145045e-06,,,
miRNA,miR-237-3p,miR-237-3p,4.86750875105097,-161.467,1.43165605524253e-05,,,
piRNA,21ur-3495,21ur-3495,5.27152346329259,-160.77,0.0001907418270734,21ur-3495,WBGene00048103,Public name for WBGene00048103. History: N.A.
miRNA,miR-795-5p,miR-795-5p,4.65443482474093,-159.168,2.94258342536501e-05,,,
mut,Y43F8B.9,Y43F8B.9,44.5095233599694,-157.453,1.089178226464e-21,Y43F8B.9,WBGene00012819,Public name for WBGene00012819. History: N.A.
piRNA,21ur-7193,21ur-7193,5.12522118540789,-156.999,5.18702317423095e-05,21ur-7193,WBGene00167153,Public name for WBGene00167153. History: N.A.
miRNA,miR-50-5p,miR-50-5p,1473.00921387101,-154.796,2.79429572469006e-121,,,
miRNA,miR-231-5p,miR-231-5p,5.07514244908889,-154.2,1.74648791290782e-05,,,
miRNA,miR-790-3p,miR-790-3p,4.84537561067251,-153.252,2.30906515662986e-05,,,
miRNA,miR-228-5p,miR-228-5p,2930.85890157295,-151.739,7.62980308882669e-94,,,
miRNA,let-7-5p,let-7-5p,273.712045320536,-149.603,5.94226237486602e-51,,,
piRNA,21ur-12114,21ur-12114,4.83449515412827,-148.589,0.0030654898058326,21ur-12114,WBGene00170968,Public name for WBGene00170968. History: N.A.
csr,Y39B6A.20,asp-1,4.83993538240039,-145.693,4.19374608470281e-05,Y39B6A.20,WBGene00000214,Sequence name for WBGene00000214(asp-1). History: N.A.
miRNA,miR-1824-5p,miR-1824-5p,4.83993538240039,-145.693,4.19374608470281e-05,,,
miRNA,miR-49-5p,miR-49-5p,4.43048044188664,-143.617,3.00572023517595e-05,,,
miRNA,miR-34-5p,miR-34-5p,129.793846312949,-142.552,6.97153309085496e-43,,,
piRNA,21ur-4911,21ur-4911,9.0830014611976,-140.04,2.0163969983482e-05,21ur-4911,WBGene00050438,Public name for WBGene00050438. History: N.A.
miRNA,miR-47-3p,miR-47-3p,2815.65268095771,-139.265,1.3050909309407698e-168,,,
piRNA,21ur-2995,21ur-2995,4.58803540360556,-139.214,0.0002764469194747,21ur-2995,WBGene00046610,Public name for WBGene00046610. History: N.A.
miRNA,miR-58-3p,miR-58-3p,91437.7369929117,-138.708,0.0,,,
piRNA,21ur-13058,21ur-13058,4.43629289744873,-137.474,0.0068568711838434,21ur-13058,WBGene00168439,Public name for WBGene00168439. History: N.A.
miRNA,miR-232-3p,miR-232-3p,15.0796210049243,-136.086,6.88507993613531e-08,,,
piRNA,21ur-4210,21ur-4210,4.40834730150819,-134.47,3.46724510142844e-05,21ur-4210,WBGene00048265,Public name for WBGene00048265. History: N.A.
miRNA,miR-4813-5p,miR-4813-5p,4.35282833691706,-131.922,0.0008806867179257,,,
piRNA,21ur-11202,21ur-11202,4.38621416112973,-130.768,0.0003605449272464,21ur-11202,WBGene00166902,Public name for WBGene00166902. History: N.A.
piRNA,21ur-1181,21ur-1181,4.1843929186539,-128.808,0.0085748786140739,21ur-1181,WBGene00047343,Public name for WBGene00047343. History: N.A.
piRNA,21ur-7567,21ur-7567,4.11762127022856,-127.006,0.008767121855646,21ur-7567,WBGene00171075,Public name for WBGene00171075. History: N.A.
piRNA,21ur-6005,21ur-6005,4.15100709444123,-126.949,0.0050395829886162,21ur-6005,WBGene00173744,Public name for WBGene00173744. History: N.A.
miRNA,miR-83-3p,miR-83-3p,3.75243261047173,-126.415,0.0017181956189653,,,
miRNA,miR-245-3p,miR-245-3p,264.071131660031,-126.07,1.3403149690879698e-56,,,
miRNA,miR-43-3p,miR-43-3p,8.09324359335213,-125.654,0.0001302033128473,,,
miRNA,miR-1822-3p,miR-1822-3p,98.1690199255719,-123.885,6.644725426698559e-50,,,
miRNA,miR-230-3p,miR-230-3p,7.33529290518789,-123.185,0.0001554194338751,,,
miRNA,miR-1830-3p,miR-1830-3p,7.28612069635223,-122.942,5.12281056869271e-06,,,
miRNA,miR-52-5p,miR-52-5p,3835.83356822589,-122.701,0.0,,,
miRNA,miR-48-3p,miR-48-3p,3.51722554378323,-118.243,0.002133363742407,,,
miRNA,miR-243-3p,miR-243-3p,50.9998975514083,-117.371,2.1700044624652e-27,,,
piRNA,21ur-5157,21ur-5157,3.92124025602485,-116.849,0.0002223841654931,21ur-5157,WBGene00050171,Public name for WBGene00050171. History: N.A.
miRNA,miR-788-5p,miR-788-5p,3.92124025602485,-116.849,0.0002223841654931,,,
miRNA,miR-785,miR-785,19.3393799958278,-116.483,1.00984788484224e-09,,,
miRNA,miR-794-3p,miR-794-3p,3.72485924182115,-115.593,0.0001599272492217,,,
piRNA,21ur-12869,21ur-12869,12.6146338843672,-114.444,3.21544126658379e-06,21ur-12869,WBGene00173385,Public name for WBGene00173385. History: N.A.
mut,F58F9.1,F58F9.1,7.01003191446807,-112.954,6.06087175525895e-06,F58F9.1,WBGene00019055,Public name for WBGene00019055. History: N.A.
piRNA,21ur-2962,21ur-2962,3.71941901354903,-111.446,0.001407571829153,21ur-2962,WBGene00050563,Public name for WBGene00050563. History: N.A.
piRNA,21ur-6418,21ur-6418,3.71941901354903,-111.446,0.001407571829153,21ur-6418,WBGene00172964,Public name for WBGene00172964. History: N.A.
mut,WBT25G12.8,WBT25G12.8,67.1054595380989,-111.332,2.30614116986225e-25,,,
miRNA,miR-74-3p,miR-74-3p,35.691788462841,-109.474,4.26977229536464e-21,,,
miRNA,miR-259-3p,miR-259-3p,6.35073265787036,-108.214,1.33793556673607e-05,,,
miRNA,miR-54-3p,miR-54-3p,441.091772875916,-107.644,3.8698930424597e-181,,,
miRNA,miR-799,miR-799,16.4249952004023,-107.552,1.3525200620344801e-09,,,
miRNA,miR-45-5p,miR-45-5p,29.2846303128961,-107.353,3.0082899029584997e-17,,,
piRNA,21ur-14038,21ur-14038,7.0282461890919,-106.695,6.23189468196674e-05,21ur-14038,WBGene00171216,Public name for WBGene00171216. History: N.A.
piRNA,21ur-3537,21ur-3537,3.48421194686053,-106.567,0.0130919288458941,21ur-3537,WBGene00047063,Public name for WBGene00047063. History: N.A.
piRNA,21ur-9445,21ur-9445,3.48421194686053,-106.567,0.0130919288458941,21ur-9445,WBGene00171776,Public name for WBGene00171776. History: N.A.
piRNA,21ur-9491,21ur-9491,3.48421194686053,-106.567,0.0130919288458941,21ur-9491,WBGene00168822,Public name for WBGene00168822. History: N.A.
miRNA,miR-70-5p,miR-70-5p,3.47295926302631,-105.487,0.0002071002734261,,,
piRNA,21ur-10432,21ur-10432,3.43413321054152,-105.256,0.0133385683963085,21ur-10432,WBGene00172294,Public name for WBGene00172294. History: N.A.
piRNA,21ur-13461,21ur-13461,3.24319242460994,-105.144,0.0002308643448327,21ur-13461,WBGene00170586,Public name for WBGene00170586. History: N.A.
piRNA,21ur-4044,21ur-4044,3.45082612264786,-105.073,0.0093794786997393,21ur-4044,WBGene00048680,Public name for WBGene00048680. History: N.A.
miRNA,miR-248,miR-248,122.088130123248,-105.048,4.09650365463518e-68,,,
mut,Y17D7B.4,Y17D7B.4,496.050464212898,-104.694,2.1645280420112e-161,Y17D7B.4,WBGene00012452,Public name for WBGene00012452. History: N.A.
piRNA,21ur-5715,21ur-5715,6.11008536290974,-98.3671,2.12868144618397e-05,21ur-5715,WBGene00168383,Public name for WBGene00168383. History: N.A.
miRNA,miR-86-3p,miR-86-3p,31.261682877646,-98.0729,7.14793567715133e-16,,,
piRNA,21ur-14577,21ur-14577,3.23775219633782,-96.5642,0.0005488039227029,21ur-14577,WBGene00166606,Public name for WBGene00166606. History: N.A.
piRNA,21ur-1717,21ur-1717,3.23775219633782,-96.5642,0.0005488039227029,21ur-1717,WBGene00050739,Public name for WBGene00050739. History: N.A.
piRNA,21ur-2748,21ur-2748,3.23775219633782,-96.5642,0.0005488039227029,21ur-2748,WBGene00050287,Public name for WBGene00050287. History: N.A.
miRNA,miR-1-5p,miR-1-5p,5.18352211826124,-91.5198,0.0001260545871107,,,
mut,W04B5.1,W04B5.1,357.087179495914,-91.3426,3.17342463553464e-171,W04B5.1,WBGene00021018,Public name for WBGene00021018. History: N.A.
miRNA,miR-235-3p,miR-235-3p,1186.18257651909,-91.1369,2.63503171507127e-91,,,
piRNA,21ur-3391,21ur-3391,2.98585221754298,-88.9806,0.0026237162084554,21ur-3391,WBGene00047914,Public name for WBGene00047914. History: N.A.
piRNA,21ur-4841,21ur-4841,2.98585221754298,-88.9806,0.0026237162084554,21ur-4841,WBGene00049922,Public name for WBGene00049922. History: N.A.
piRNA,21ur-6541,21ur-6541,2.98585221754298,-88.9806,0.0026237162084554,21ur-6541,WBGene00165349,Public name for WBGene00165349. History: N.A.
piRNA,21ur-3637,21ur-3637,14.6678800316906,-88.9506,2.85209732904884e-08,21ur-3637,WBGene00050655,Public name for WBGene00050655. History: N.A.
piRNA,21ur-7498,21ur-7498,3.00254512964932,-88.5551,0.0018439616064704,21ur-7498,WBGene00166007,Public name for WBGene00166007. History: N.A.
mut,C40A11.10,mir-8199,19.1607727318523,-87.3904,4.64347649632178e-11,C40A11.10,WBGene00016553,Sequence name for WBGene00016553(mir-8199). History: N.A.
piRNA,21ur-6858,21ur-6858,10.0005596900807,-84.8529,0.0001198117718781,21ur-6858,WBGene00168289,Public name for WBGene00168289. History: N.A.
piRNA,21ur-10434,21ur-10434,2.75064515085448,-83.5932,0.022189734987432,21ur-10434,WBGene00173228,Public name for WBGene00173228. History: N.A.
piRNA,21ur-7634,21ur-7634,2.75064515085448,-83.5932,0.022189734987432,21ur-7634,WBGene00167467,Public name for WBGene00167467. History: N.A.
miRNA,miR-786-5p,miR-786-5p,2.75064515085448,-83.5932,0.022189734987432,,,
piRNA,21ur-612,21ur-612,2.76733806296082,-83.5925,0.0177808198182981,21ur-612,WBGene00050019,Public name for WBGene00050019. History: N.A.
piRNA,21ur-6442,21ur-6442,2.76733806296082,-83.5925,0.0177808198182981,21ur-6442,WBGene00165903,Public name for WBGene00165903. History: N.A.
piRNA,21ur-9846,21ur-9846,2.76733806296082,-83.5925,0.0177808198182981,21ur-9846,WBGene00166479,Public name for WBGene00166479. History: N.A.
piRNA,21ur-10944,21ur-10944,9.81052543163249,-83.4711,1.91096174084205e-05,21ur-10944,WBGene00172961,Public name for WBGene00172961. History: N.A.
piRNA,21ur-6501,21ur-6501,9.35680421036183,-80.954,0.0001414538060657,21ur-6501,WBGene00165363,Public name for WBGene00165363. History: N.A.
miRNA,miR-229-5p,miR-229-5p,855.312916731323,-80.6432,2.6966080698027202e-245,,,
piRNA,21ur-5335,21ur-5335,5.36358244764858,-80.5626,0.0002941102277361,21ur-5335,WBGene00047197,Public name for WBGene00047197. History: N.A.
piRNA,21ur-1786,21ur-1786,2.57095704875711,-79.6185,0.0133385683963085,21ur-1786,WBGene00047515,Public name for WBGene00047515. History: N.A.
piRNA,21ur-7305,21ur-7305,4.87066294660316,-78.8208,0.0011029617905207,21ur-7305,WBGene00171646,Public name for WBGene00171646. History: N.A.
miRNA,miR-55-5p,miR-55-5p,9.54942843171431,-78.6986,3.35470671606264e-05,,,
piRNA,21ur-7287,21ur-7287,5.14712395577728,-77.2034,0.0007960479898409,21ur-7287,WBGene00173717,Public name for WBGene00173717. History: N.A.
miRNA,miR-1821,miR-1821,2.55426413665078,-77.1254,0.0020614345899673,,,
miRNA,lsy-6,lsy-6,2.53757122454444,-76.851,0.002071525501401,lsy-6,WBGene00003088,Public name for WBGene00003088. History: N.A.
piRNA,21ur-7266,21ur-7266,2.3244972982344,-76.4924,0.0019085996945278,21ur-7266,WBGene00166621,Public name for WBGene00166621. History: N.A.
piRNA,21ur-9834,21ur-9834,4.68553461623367,-73.4948,0.0001539722097207,21ur-9834,WBGene00166154,Public name for WBGene00166154. History: N.A.
piRNA,21ur-7923,21ur-7923,22.460078740465,-72.5284,5.16460774958801e-07,21ur-7923,WBGene00173088,Public name for WBGene00173088. History: N.A.
miRNA,miR-358-5p,miR-358-5p,2.11142337192436,-72.3615,0.0176765762254578,,,
miRNA,miR-5551-5p,miR-5551-5p,4.01292701309087,-71.868,0.0006677978514005,,,
piRNA,21ur-440,21ur-440,2.33574998206862,-71.4347,0.0277078618465803,21ur-440,WBGene00050792,Public name for WBGene00050792. History: N.A.
piRNA,21ur-2985,21ur-2985,12.8340668041679,-71.1288,1.48075400196269e-06,21ur-2985,WBGene00047828,Public name for WBGene00047828. History: N.A.
miRNA,miR-66-5p,miR-66-5p,9214.6326357506,-70.813,2.9013819549274804e-198,,,
miRNA,miR-84-3p,miR-84-3p,24.5360398470355,-70.1636,5.51329903662355e-14,,,
mut,Y36E3A.2,Y36E3A.2,93.8583149689792,-68.4664,4.1911891192366395e-56,Y36E3A.2,WBGene00194708,Public name for WBGene00194708. History: N.A.
piRNA,21ur-15533,21ur-15533,2.31905706996228,-68.4327,0.005968353693779,21ur-15533,WBGene00165279,Public name for WBGene00165279. History: N.A.
piRNA,21ur-5092,21ur-5092,2.31905706996228,-68.4327,0.005968353693779,21ur-5092,WBGene00050183,Public name for WBGene00050183. History: N.A.
piRNA,21ur-8392,21ur-8392,2.31905706996228,-68.4327,0.005968353693779,21ur-8392,WBGene00168841,Public name for WBGene00168841. History: N.A.
piRNA,21ur-89,21ur-89,2.31905706996228,-68.4327,0.005968353693779,21ur-89,WBGene00048439,Public name for WBGene00048439. History: N.A.
piRNA,21ur-5476,21ur-5476,2.30236415785595,-68.1278,0.006008058358119,21ur-5476,WBGene00171220,Public name for WBGene00171220. History: N.A.
piRNA,21ur-9219,21ur-9219,2.30236415785595,-68.1278,0.006008058358119,21ur-9219,WBGene00170656,Public name for WBGene00170656. History: N.A.
piRNA,21ur-4835,21ur-4835,7.45602687474667,-67.6027,0.0002464578868556,21ur-4835,WBGene00048842,Public name for WBGene00048842. History: N.A.
piRNA,21ur-5194,21ur-5194,4.46158023337938,-67.5667,0.00244668465903,21ur-5194,WBGene00045887,Public name for WBGene00045887. History: N.A.
miRNA,miR-240-5p,miR-240-5p,24.3058683279715,-67.4463,3.07024071185781e-13,,,
piRNA,21ur-13684,21ur-13684,2.10598314365224,-67.3129,0.0167901782464739,21ur-13684,WBGene00167316,Public name for WBGene00167316. History: N.A.
piRNA,21ur-4749,21ur-4749,2.08929023154591,-67.0228,0.0035749392732701,21ur-4749,WBGene00046153,Public name for WBGene00046153. History: N.A.
piRNA,21ur-9506,21ur-9506,2.08929023154591,-67.0228,0.0035749392732701,21ur-9506,WBGene00168272,Public name for WBGene00168272. History: N.A.
piRNA,21ur-11005,21ur-11005,4.46363589609025,-66.5084,0.0015455476569863,21ur-11005,WBGene00165952,Public name for WBGene00165952. History: N.A.
miRNA,miR-44-3p,miR-44-3p,879.053216217724,-65.8957,1.1180829164255999e-136,,,
miRNA,miR-45-3p,miR-45-3p,879.053216217724,-65.8957,1.1180829164255999e-136,,,
miRNA,miR-48-5p,miR-48-5p,6131.36262854135,-65.4973,8.82033136433528e-90,,,
miRNA,miR-90-3p,miR-90-3p,5514.95513315112,-64.4845,3.36701748457332e-25,,,
miRNA,miR-79-5p,miR-79-5p,1.85952339312953,-63.6776,0.0248065445877191,,,
piRNA,21ur-7464,21ur-7464,7.32847317167917,-63.121,0.0002017825097385,21ur-7464,WBGene00171811,Public name for WBGene00171811. History: N.A.
piRNA,21ur-2467,21ur-2467,46.6030280680225,-62.4863,1.80177538386531e-12,21ur-2467,WBGene00047570,Public name for WBGene00047570. History: N.A.
piRNA,21ur-11297,21ur-11297,2.08385000327378,-62.484,0.0421595733273113,21ur-11297,WBGene00171619,Public name for WBGene00171619. History: N.A.
piRNA,21ur-13526,21ur-13526,2.08385000327378,-62.484,0.0421595733273113,21ur-13526,WBGene00171168,Public name for WBGene00171168. History: N.A.
piRNA,21ur-13541,21ur-13541,2.08385000327378,-62.484,0.0421595733273113,21ur-13541,WBGene00171774,Public name for WBGene00171774. History: N.A.
piRNA,21ur-1374,21ur-1374,2.08385000327378,-62.484,0.0421595733273113,21ur-1374,WBGene00049070,Public name for WBGene00049070. History: N.A.
piRNA,21ur-1790,21ur-1790,2.08385000327378,-62.484,0.0421595733273113,21ur-1790,WBGene00045985,Public name for WBGene00045985. History: N.A.
piRNA,21ur-3507,21ur-3507,2.08385000327378,-62.484,0.0421595733273113,21ur-3507,WBGene00048934,Public name for WBGene00048934. History: N.A.
piRNA,21ur-3508,21ur-3508,2.08385000327378,-62.484,0.0421595733273113,21ur-3508,WBGene00050864,Public name for WBGene00050864. History: N.A.
piRNA,21ur-5259,21ur-5259,2.08385000327378,-62.484,0.0421595733273113,21ur-5259,WBGene00047000,Public name for WBGene00047000. History: N.A.
piRNA,21ur-5817,21ur-5817,2.08385000327378,-62.484,0.0421595733273113,21ur-5817,WBGene00170833,Public name for WBGene00170833. History: N.A.
piRNA,21ur-6906,21ur-6906,2.08385000327378,-62.484,0.0421595733273113,21ur-6906,WBGene00168729,Public name for WBGene00168729. History: N.A.
piRNA,21ur-8419,21ur-8419,2.08385000327378,-62.484,0.0421595733273113,21ur-8419,WBGene00173767,Public name for WBGene00173767. History: N.A.
piRNA,21ur-11061,21ur-11061,2.06715709116745,-62.089,0.0425381249172467,21ur-11061,WBGene00174299,Public name for WBGene00174299. History: N.A.
piRNA,21ur-12955,21ur-12955,2.06715709116745,-62.089,0.0425381249172467,21ur-12955,WBGene00166761,Public name for WBGene00166761. History: N.A.
piRNA,21ur-14720,21ur-14720,2.06715709116745,-62.089,0.0425381249172467,21ur-14720,WBGene00170750,Public name for WBGene00170750. History: N.A.
piRNA,21ur-1487,21ur-1487,2.06715709116745,-62.089,0.0425381249172467,21ur-1487,WBGene00050613,Public name for WBGene00050613. History: N.A.
piRNA,21ur-2785,21ur-2785,2.06715709116745,-62.089,0.0425381249172467,21ur-2785,WBGene00047754,Public name for WBGene00047754. History: N.A.
piRNA,21ur-455,21ur-455,2.06715709116745,-62.089,0.0425381249172467,21ur-455,WBGene00047534,Public name for WBGene00047534. History: N.A.
piRNA,21ur-9307,21ur-9307,2.06715709116745,-62.089,0.0425381249172467,21ur-9307,WBGene00174380,Public name for WBGene00174380. History: N.A.
piRNA,21ur-7034,21ur-7034,14.5666007268778,-61.9667,1.31866656801071e-05,21ur-7034,WBGene00169844,Public name for WBGene00169844. History: N.A.
piRNA,21ur-1878,21ur-1878,43.3926572349773,-61.5165,4.60805053269087e-14,21ur-1878,WBGene00045780,Public name for WBGene00045780. History: N.A.
miRNA,miR-73-3p,miR-73-3p,836.771893423023,-60.7021,1.0584916488706799e-49,,,
piRNA,21ur-6206,21ur-6206,3.97991341616817,-59.3021,0.0010751329864985,21ur-6206,WBGene00171992,Public name for WBGene00171992. History: N.A.
piRNA,21ur-3337,21ur-3337,7.53634947746128,-59.3,5.85203829878308e-05,21ur-3337,WBGene00046765,Public name for WBGene00046765. History: N.A.
piRNA,21ur-6519,21ur-6519,3.76683948985813,-59.0103,0.0008079921569104,21ur-6519,WBGene00171623,Public name for WBGene00171623. History: N.A.
piRNA,21ur-10375,21ur-10375,1.87077607696374,-58.5655,0.0293155488566891,21ur-10375,WBGene00168701,Public name for WBGene00168701. History: N.A.
