# Supplemental Table 3
# Normalized siRNA counts (reads per million) for 3'UTR of genes with significant gene expression differences between control and postdauer animals (Hall et al 2010). Dauer and L3 siRNA counts normalized to total siRNAs.
Gene,...2,PD1/CON1 ratio,PD2/CON2 ratio,CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,Input,Suggested Match,History
T23D8.7,,0.82716125360476,0.0,5.75075477232933,2.53246685823934,4.75680152665348,0.0,T23D8.7,WBGene00011945,Sequence name for WBGene00011945(alg-5). History: N.A.
Y69H2.3,,,,0.0,0.0,0.0,0.0,Y69H2.3,WBGene00013481,Public name for WBGene00013481. History: N.A.
C34H4.2,,,,0.0,0.0,0.0,0.0,C34H4.2,WBGene00016425,Public name for WBGene00016425. History: N.A.
Y45F10C.2,,,1.60811286668723,0.0,0.253246685823934,0.0,0.407249253919367,Y45F10C.2,WBGene00012878,Public name for WBGene00012878. History: N.A.
C08F11.12,,1.22857774432472,38.5947088004935,0.227752664250666,0.0316558357279918,0.279811854509028,1.2217477617581,C08F11.12,WBGene00007459,Public name for WBGene00007459. History: N.A.
F28D1.2,,,0.0,0.0,0.253246685823934,0.0,0.0,F28D1.2,WBGene00009212,Sequence name for WBGene00009212(atz-1). History: N.A.
cyp-13B1,,,,0.0,0.0,0.0,0.0,cyp-13B1,WBGene00008519,"Public name for WBGene00008519. History: Split into C29F7.8(WBGene00044405). History of WBGene00008519: Split into ""WBGene00044405"" on 2005-05-27"
F57C7.1,,,,0.0,0.0,0.0,0.0,F57C7.1,WBGene00010199,Sequence name for WBGene00010199(bet-2). History: N.A.
clec-173,,0.596355909162191,0.206008454287449,0.576421723231318,1.7308015586827,0.34375250081845,0.356559753782531,clec-173,WBGene00044469,Public name for WBGene00044469. History: N.A.
cyp-25A1,,,,0.0,0.0,0.0,0.0,cyp-25A1,WBGene00007963,Public name for WBGene00007963. History: N.A.
F01D5.1,,17.0917569160364,0.0,0.0189793127700008,0.0633116714559836,0.324389800298279,0.0,F01D5.1,WBGene00008492,Public name for WBGene00008492. History: N.A.
T19B10.2,,,,0.0,0.0,0.0,0.0,T19B10.2,WBGene00011831,Public name for WBGene00011831. History: Renamed on 2005-03-17
T14G8.3,,,,0.0,0.0,0.0,0.0,T14G8.3,WBGene00011771,Public name for WBGene00011771. History: N.A.
T04G9.7,,,0.134009405557269,0.0,0.253246685823934,0.0,0.0339374378266139,T04G9.7,WBGene00020218,Public name for WBGene00020218. History: N.A.
rga-4,,0.732250781244657,1.35726097965593,18.778749446561,19.7338088630769,13.750753953042,26.7839287498425,rga-4,WBGene00022286,Public name for WBGene00022286. History: N.A.
F59C12.4,,3.4809702755867,,1.366515985504,0.0,4.75680152665348,0.0,F59C12.4,WBGene00045272,Public name for WBGene00045272. History: N.A.
C35E7.1,,,,0.0,0.0,0.0,0.0,C35E7.1,WBGene00016453,Sequence name for WBGene00016453(vet-2). History: N.A.
inx-2,,,,0.0,0.0,0.0349764818136285,0.0,inx-2,WBGene00002124,Public name for WBGene00002124. History: N.A.
vps-33.2,,2.70287103751438,,1.13876332125333,0.0,3.07793039959931,0.0,vps-33.2,WBGene00016960,Public name for WBGene00016960. History: N.A.
F02E8.4,,,0.0,0.0,0.633116714559836,0.0,0.0,F02E8.4,WBGene00017177,Public name for WBGene00017177. History: N.A.
C05D12.4,,0.850553822994034,,0.0253058262775558,0.0,0.021523967284398,0.0,C05D12.4,WBGene00007341,Public name for WBGene00007341. History: N.A.
clc-1,,,0.0,0.0,0.0633116714559836,0.0,0.0,clc-1,WBGene00000522,Public name for WBGene00000522. History: N.A.. Other name for WBGene00020246(clic-1). History: Renamed on 2008-04-30
C49C3.9,,,,0.0,0.0,0.0,0.0,C49C3.9,WBGene00008199,Public name for WBGene00008199. History: N.A.
C05D12.3,,,,0.0,0.0,0.0,0.0,C05D12.3,WBGene00014666,Public name for WBGene00014666. History: N.A.
F02H6.4,,,4.28830097783261,0.0,0.253246685823934,0.279811854509028,1.08599801045164,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
sdz-30,,3.32200003645047,5.45230808456905,0.501867571846855,0.299550056613297,1.66720409196856,1.63323919540579,sdz-30,WBGene00011432,Public name for WBGene00011432. History: N.A.
F28B4.3,,,0.0,0.0,0.168831208298185,0.0,0.0,F28B4.3,WBGene00017892,Public name for WBGene00017892. History: N.A.
sex-1,,,0.0,0.0,0.253246685823934,0.0,0.0,sex-1,WBGene00004786,Public name for WBGene00004786. History: N.A.
F10D2.10,,,,0.0,0.0,0.0,0.0,F10D2.10,WBGene00017335,Public name for WBGene00017335. History: N.A.
ncbp-2,,0.854128613267726,5.39304274027912,11.7839884410968,3.53829735668707,10.0650417059569,19.08218887243,ncbp-2,WBGene00009141,Public name for WBGene00009141. History: N.A.
C39B5.2,,3.64382438045984,,0.0595559551855638,0.0,0.217011441506731,0.0,C39B5.2,WBGene00016520,Public name for WBGene00016520. History: N.A.
cpr-3,,0.607147809967805,,0.0373026978669596,0.0,0.0226482513158152,0.0129673592437979,cpr-3,WBGene00000783,Public name for WBGene00000783. History: N.A.
dsl-2,,,0.0,0.0,0.0029794472587185,0.279811854509028,0.0,dsl-2,WBGene00001104,Public name for WBGene00001104. History: N.A.
F08A8.1,,,,0.0,0.0,0.0,0.0,F08A8.1,WBGene00008564,Sequence name for WBGene00008564(acox-1.1). History: Renamed on 2017-01-05
F29G6.3,,,,0.0,0.0,0.0,0.0,F29G6.3,WBGene00009259,Sequence name for WBGene00009259(hpo-34). History: N.A.
Y9D1A.2,,1.92772731652173,3.6565670711717,3.03550162979806,2.15702104910479,5.85161941110797,7.8872921399808,Y9D1A.2,WBGene00021187,Public name for WBGene00021187. History: N.A.
lon-1,,,,0.0,0.0,0.0,0.009362117348601,lon-1,WBGene00003055,Public name for WBGene00003055. History: N.A.
alh-10,,,,0.0,0.0,0.0,0.0,alh-10,WBGene00000116,Public name for WBGene00000116. History: N.A.
dod-24,,2.27823633157663,0.700972289495829,3.90975414555399,2.19480469488966,8.90734394193344,1.538497271973,dod-24,WBGene00007875,Public name for WBGene00007875. History: N.A.
nhx-6,,,,0.0,0.0,0.0,0.0,nhx-6,WBGene00003734,Public name for WBGene00003734. History: N.A.
sdz-28,,1.97937511823674,0.559343654442832,0.683257992751999,0.97077887790952,1.35242387018968,0.542999005225822,sdz-28,WBGene00020073,Public name for WBGene00020073. History: Renamed on 2005-08-22
C06A5.6,,1.74431755292312,0.536037622229076,2.83931662357586,1.01298674329574,4.9526698248098,0.542999005225822,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
skr-12,,0.0,,0.227752664250666,0.0,0.0,0.0,skr-12,WBGene00004818,Public name for WBGene00004818. History: N.A.
btb-11,,1.40408885065682,0.536037622229076,1.59426864975466,0.506493371647869,2.23849483607222,0.271499502612911,btb-11,WBGene00019700,Public name for WBGene00019700. History: N.A.
T05D4.2,,,,0.0,0.0,0.279811854509028,0.271499502612911,T05D4.2,WBGene00011475,Public name for WBGene00011475. History: N.A.
rsp-8,,,,0.0,0.0,0.279811854509028,0.0,rsp-8,WBGene00004705,Public name for WBGene00004705. History: N.A.
K09E9.3,,,,0.0,0.0,0.0,0.0,K09E9.3,WBGene00010726,Public name for WBGene00010726. History: N.A.
acdh-7,,,,0.0,0.0,0.0,0.0,acdh-7,WBGene00020812,Public name for WBGene00020812. History: N.A.
valv-1,,,,0.0,0.0,0.0,0.0,valv-1,WBGene00015216,Public name for WBGene00015216. History: N.A.
ceh-39,,0.182011517677736,0.357358414819384,6.14932193476799,5.31818040230262,1.11924741803611,1.90049651829038,ceh-39,WBGene00000460,Public name for WBGene00000460. History: N.A.
sdz-25,,1.07500552628413,11.0781105020425,1.82202131400533,0.253246685823934,1.9586829815632,2.80549476983358,sdz-25,WBGene00019791,Public name for WBGene00019791. History: Renamed on 2005-12-13
cyp-36A1,,,,0.0,0.0,0.0,0.597298905748405,cyp-36A1,WBGene00007913,Public name for WBGene00007913. History: N.A.
sesn-1,,0.0,11.2567225264754,0.227752664250666,0.0180891575217178,0.0,0.203624626959683,sesn-1,WBGene00022279,Public name for WBGene00022279. History: N.A.
fbxb-40,,,,0.0,0.0,0.279811854509028,1.08599801045164,fbxb-40,WBGene00019704,Public name for WBGene00019704. History: N.A.
skr-13,,1.02381478693726,0.225700051464874,1.366515985504,2.40584351532738,1.39905927254514,0.542999005225822,skr-13,WBGene00004819,Public name for WBGene00004819. History: N.A.
Y46D2A.2,,,,0.0,0.0,0.0,0.271499502612911,Y46D2A.2,WBGene00021590,"Public name for WBGene00021590. History: Split into ""WBGene00195076"" on 2010-04-22"
glit-1,,3.68573323297415,0.620680727610264,0.227752664250666,0.023022402961568,0.839435563527084,0.0142895618215227,glit-1,WBGene00018878,Public name for WBGene00018878. History: Renamed on 2019-05-20
gale-1,,0.0,1.07207524445815,1.13876332125333,0.253246685823934,0.0,0.271499502612911,gale-1,WBGene00008132,Public name for WBGene00008132. History: N.A.
Y71A12B.11,,0.866951825498618,0.835536563671518,25.0956322049555,17.8099249402148,21.7567041521281,14.8808434837947,Y71A12B.11,WBGene00013508,Public name for WBGene00013508. History: N.A.
lec-6,,0.0,0.0,0.227752664250666,0.548701237034086,0.0,0.0,lec-6,WBGene00002269,Public name for WBGene00002269. History: N.A.
mcm-2,,,,0.0,0.0,0.0,0.0,mcm-2,WBGene00003154,Public name for WBGene00003154. History: N.A.
lact-5,,,,0.0,0.0,0.0,0.0,lact-5,WBGene00016355,Public name for WBGene00016355. History: N.A.
lip-1,,0.614288872162358,3.31997505767605,4.099547956512,2.61688233576509,2.51830669058125,8.68798408361316,lip-1,WBGene00003043,Public name for WBGene00003043. History: N.A.
lec-8,,,,0.0,0.0,0.0,0.0,lec-8,WBGene00002271,Public name for WBGene00002271. History: N.A.
pqn-65,,,,0.0,0.0,0.0,0.0,pqn-65,WBGene00004148,Public name for WBGene00004148. History: N.A.
nhr-2,,,0.0,0.0,0.513528058086686,0.0,0.0,nhr-2,WBGene00003601,Public name for WBGene00003601. History: N.A.
F18A1.7,,1.22857774432472,,0.227752664250666,0.0,0.279811854509028,0.0,F18A1.7,WBGene00017548,Public name for WBGene00017548. History: N.A.
clec-150,,,0.0656372036042683,0.0,0.590908849173618,0.0,0.0387856044447727,clec-150,WBGene00019914,Public name for WBGene00019914. History: N.A.
C27A12.2,,0.0,1.60811286668723,0.227752664250666,0.506493371647869,0.0,0.814498507838734,C27A12.2,WBGene00016154,Sequence name for WBGene00016154(szy-5). History: N.A.
C12D12.1,,,,0.0,0.0,0.0,0.0,C12D12.1,WBGene00015713,Public name for WBGene00015713. History: N.A.
ZK1053.4,,3.37337077286084,1.65235910843313,0.103521329492512,0.402651087605879,0.349215827277738,0.66532419212608,ZK1053.4,WBGene00014199,Public name for WBGene00014199. History: N.A.
dnj-7,,1.68929439844648,,1.82202131400533,0.0,3.07793039959931,0.0387856044447727,dnj-7,WBGene00001025,Public name for WBGene00001025. History: N.A.
Y48C3A.8,,1.22857774432472,,0.227752664250666,0.0,0.279811854509028,0.0,Y48C3A.8,WBGene00012990,Sequence name for WBGene00012990(sam-10). History: N.A.
T25C12.3,,,,0.0,0.0,0.0,0.0,T25C12.3,WBGene00012018,Public name for WBGene00012018. History: N.A.
clec-69,,,,0.0,0.0,0.0,0.0,clec-69,WBGene00044642,Public name for WBGene00044642. History: N.A.
T23C6.4,,,,0.0,0.0,0.0,0.0,T23C6.4,WBGene00020726,Public name for WBGene00020726. History: N.A.
F37C4.5,,,,0.0,0.0,0.0,0.0,F37C4.5,WBGene00018145,Public name for WBGene00018145. History: N.A.
K04G2.10,,,,0.0,0.0,0.0,0.0,K04G2.10,WBGene00010568,Public name for WBGene00010568. History: N.A.
daf-22,,,,0.0,0.0,0.0,0.0,daf-22,WBGene00013284,Public name for WBGene00013284. History: N.A.
stip-1,,,,0.0,0.0,0.279811854509028,0.271499502612911,stip-1,WBGene00007412,Public name for WBGene00007412. History: N.A.
btb-8,,0.614288872162358,0.315316248370045,0.911010657002666,4.30519365900688,0.559623709018056,1.35749751306456,btb-8,WBGene00018437,Public name for WBGene00018437. History: N.A.
dsl-1,,0.008902888624249,3.24600583951501,0.455505328501333,0.506493371647869,0.0040553132073993,1.64408044204463,dsl-1,WBGene00001103,Public name for WBGene00001103. History: N.A.
B0281.5,,1.65793131785171,0.535376865099249,0.685707017150687,0.297074570259368,1.1368551386048,0.159046852126167,B0281.5,WBGene00015112,Public name for WBGene00015112. History: N.A.
Y43B11AL.1,,1.06560322080681,18.0108821177791,1.59426864975466,0.0602967696612496,1.69885780800989,1.08599801045164,Y43B11AL.1,WBGene00021542,Public name for WBGene00021542. History: N.A.
fbxa-182,,,,0.0,0.0,0.0,0.0,fbxa-182,WBGene00018353,Public name for WBGene00018353. History: N.A.
clec-4,,,,0.0,0.0,0.279811854509028,0.0,clec-4,WBGene00012583,Public name for WBGene00012583. History: N.A.
R13H4.3,,,,0.0,0.0,0.0,0.271499502612911,R13H4.3,WBGene00011262,Sequence name for WBGene00011262(pho-8). History: N.A.
fbxb-31,,,,0.0,0.0,0.0349764818136285,0.0,fbxb-31,WBGene00019797,Public name for WBGene00019797. History: N.A.
C31C9.2,,,,0.0,0.0,0.0,0.0,C31C9.2,WBGene00007836,Public name for WBGene00007836. History: N.A.
F28C10.3,,,0.0,0.0,0.0633116714559836,0.0,0.0,F28C10.3,WBGene00017898,Public name for WBGene00017898. History: N.A.
F35E12.8,,,,0.0,0.0,0.0,0.0,F35E12.8,WBGene00009432,Sequence name for WBGene00009432(cld-9). History: N.A.
F13D12.6,,0.204762957387453,,1.366515985504,0.0,0.279811854509028,0.0,F13D12.6,WBGene00008741,Sequence name for WBGene00008741(ctsa-1.2). History: N.A.
Y50D7A.8,,8.97396590641317,0.134009405557269,0.0325360623568575,2.02597348659147,0.291977514319372,0.271499502612911,Y50D7A.8,WBGene00021756,Public name for WBGene00021756. History: N.A.
F32D1.9,,,0.964867816499119,0.0,0.281385178332517,0.0,0.271499502612911,F32D1.9,WBGene00017988,Sequence name for WBGene00017988(fipp-1). History: N.A.
spt-5,,,,0.0,0.0,0.279811854509028,0.0,spt-5,WBGene00005015,Public name for WBGene00005015. History: N.A.
acdh-10,,,0.30018131545434,0.0,0.26379871548216,0.0,0.0791874454286,acdh-10,WBGene00020366,Public name for WBGene00020366. History: N.A.
F25B4.5,,0.0,,0.0099022303362904,0.0,0.0,0.135749751306456,F25B4.5,WBGene00017768,Sequence name for WBGene00017768(prp-39). History: N.A.
tag-246,,1.93289379626373,1.35843373620504,1.10120121310179,3.9600017119476,2.12850499324254,5.37939992093934,tag-246,WBGene00044072,Other name for WBGene00044072(ham-3). History: Renamed on 2011-02-11; Renamed on 2012-07-20
F29G9.1,,1.9024126543107,4.24707868014819,2.00614248935484,9.00757739408654,3.81651085809901,38.2558899102097,F29G9.1,WBGene00017930,Public name for WBGene00017930. History: N.A.
W02B8.2,,,,0.0,0.0,0.0,0.0,W02B8.2,WBGene00012198,Public name for WBGene00012198. History: N.A.
gstk-1,,,,0.0,0.0,0.0,0.0,gstk-1,WBGene00014251,Public name for WBGene00014251. History: N.A.
T08B1.1,,,,0.0,0.0,0.0,0.0,T08B1.1,WBGene00020340,Public name for WBGene00020340. History: N.A.
fbxb-35,,1.47634988852806,3.55807249395163,8.93157763359516,7.63052194901688,13.186133643738,27.1499502612911,fbxb-35,WBGene00017208,Public name for WBGene00017208. History: N.A.
B0334.5,,,,0.0,0.0,0.0,0.0,B0334.5,WBGene00007145,Public name for WBGene00007145. History: N.A.
mom-4,,,0.0,0.0,0.253246685823934,0.279811854509028,0.0,mom-4,WBGene00003396,Public name for WBGene00003396. History: N.A.
gld-2,,,,0.0,0.0,0.0,0.0,gld-2,WBGene00001596,Public name for WBGene00001596. History: N.A.
Y106G6H.6,,,,0.0,0.0,0.0,0.0,Y106G6H.6,WBGene00013719,Public name for WBGene00013719. History: N.A.
T16G12.1,,,0.0,0.0,0.253246685823934,0.0,0.0,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
R07E5.4,,,0.134009405557269,0.0,1.01298674329574,0.839435563527084,0.135749751306456,R07E5.4,WBGene00011112,Public name for WBGene00011112. History: N.A.
F44G3.10,,,1.07207524445815,0.0,0.253246685823934,0.0,0.271499502612911,F44G3.10,WBGene00009710,Public name for WBGene00009710. History: N.A.
let-19,,,,0.0,0.0,0.0,0.0,let-19,WBGene00002295,Public name for WBGene00002295. History: N.A.
F53B7.3,,,,0.0,0.0,0.0,0.0,F53B7.3,WBGene00009966,Sequence name for WBGene00009966(isy-1). History: N.A.
pup-3,,0.211741612125514,14.5116239757726,0.641860301981813,0.0374182108172296,0.135908535100998,0.542999005225822,pup-3,WBGene00019082,Public name for WBGene00019082. History: N.A.
asp-4,,,,0.0,0.0,0.0,0.0,asp-4,WBGene00000217,Public name for WBGene00000217. History: N.A.
nfya-1,,0.614288872162358,,0.455505328501333,0.0,0.279811854509028,0.271499502612911,nfya-1,WBGene00011614,Public name for WBGene00011614. History: Renamed on 2007-07-16
mrp-7,,0.204762957387453,0.0,1.366515985504,0.093624540009051,0.279811854509028,0.0,mrp-7,WBGene00003413,Public name for WBGene00003413. History: N.A.
F07C6.4,,0.175848290520345,0.414980604243854,0.436144757771376,0.145387909344777,0.0766953100735066,0.0603331624696464,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
F07C6.4,,3.07144436081179,,0.455505328501333,0.0,1.39905927254514,0.0641040190614371,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
EEED8.12,,,,0.0,0.0,0.0,0.0,EEED8.12,WBGene00017140,Public name for WBGene00017140. History: N.A.
H28G03.2,,,,0.0,0.0,0.0,0.0,H28G03.2,WBGene00019250,Public name for WBGene00019250. History: N.A.
unc-37,,,0.0,0.0,0.316558357279918,0.279811854509028,0.0,unc-37,WBGene00006773,Public name for WBGene00006773. History: N.A.
fbxb-22,,1.04202577301204,0.597057868894595,3.08805829010588,0.92694770126717,3.21783632685382,0.55344141909532,fbxb-22,WBGene00013230,Public name for WBGene00013230. History: N.A.
lec-10,,,5.36037622229076,0.0,0.126623342911967,0.279811854509028,0.678748756532278,lec-10,WBGene00002273,Public name for WBGene00002273. History: N.A.
prpf-4,,0.921433308243537,,0.911010657002666,0.0,0.839435563527084,0.0,prpf-4,WBGene00004186,Public name for WBGene00004186. History: Renamed on 2007-02-23; Renamed on 2015-03-05
tag-232,,0.877555531660511,1.07207524445815,1.59426864975466,0.253246685823934,1.39905927254514,0.271499502612911,tag-232,WBGene00044077,Other name for WBGene00044077(pacs-1). History: Renamed on 2019-07-15
ZK858.1,,1.07005158376669,1.0926668221942,14.1206651835413,9.37697187366333,15.1098401434875,10.2459060590001,ZK858.1,WBGene00014115,Sequence name for WBGene00014115(gld-4). History: N.A.
sdz-6,,0.614288872162358,,0.227752664250666,0.0,0.139905927254514,0.0,sdz-6,WBGene00008068,Public name for WBGene00008068. History: N.A.
swan-1,,,,0.0,0.0,0.0,0.0,swan-1,WBGene00009977,Public name for WBGene00009977. History: N.A.
unc-76,,,,0.0,0.0,0.0,0.0,unc-76,WBGene00006808,Public name for WBGene00006808. History: N.A.
ergo-1,,,,0.0,0.0,0.0,0.0,ergo-1,WBGene00019971,Public name for WBGene00019971. History: N.A.
cdc-25.2,,0.819051829549811,1.25075448661102,1.366515985504,1.30241149091642,1.11924741803611,1.62899701567747,cdc-25.2,WBGene00000387,Public name for WBGene00000387. History: Renamed on 2015-03-06
lsd-1,,,,0.0,0.0,0.0,0.0,lsd-1,WBGene00011615,Public name for WBGene00011615. History: N.A.
cyp-25A2,,0.0,,0.227752664250666,0.0,0.0,0.0,cyp-25A2,WBGene00007964,Public name for WBGene00007964. History: N.A.
ZK1127.9,,1.20267960648942,2.5760956015009,3.39464275628096,1.26470229965718,4.08266761429615,3.25799403135493,ZK1127.9,WBGene00022855,Sequence name for WBGene00022855(tcer-1). History: Renamed on 2017-10-09
C39D10.7,,,,0.0,0.0,0.0,0.0,C39D10.7,WBGene00016534,Public name for WBGene00016534. History: N.A.
T11B7.1,,0.0,,0.227752664250666,0.0,0.0,0.0,T11B7.1,WBGene00011706,Public name for WBGene00011706. History: N.A.
gly-13,,0.0,1.25075445186784,1.59426864975466,1.51948011494361,0.0,1.90049651829038,gly-13,WBGene00001638,Public name for WBGene00001638. History: N.A.
msh-5,,1.92209037732433,1.41631958900894,1.82202131400533,2.15655380896944,3.50208963492947,3.05436940439525,msh-5,WBGene00003421,Public name for WBGene00003421. History: N.A.
K02E7.6,,1.93062216965313,2.7873956355912,1.59426864975466,0.506493371647869,3.07793039959931,1.41179741358714,K02E7.6,WBGene00019311,Public name for WBGene00019311. History: N.A.
xrn-1,,0.993318176262536,1.74722176031865,21.4087504395626,9.01630554111346,21.2657009426861,15.753485239115,xrn-1,WBGene00012730,Public name for WBGene00012730. History: N.A.
F16B12.6,,0.614288872162358,0.774276505882263,0.455505328501333,1.51948011494361,0.279811854509028,1.17649775415611,F16B12.6,WBGene00008882,Public name for WBGene00008882. History: N.A.
pqn-60,,,,0.0,0.0,0.0,0.0,pqn-60,WBGene00004144,Public name for WBGene00004144. History: N.A.
T05F1.2,,0.0,,0.455505328501333,0.0,0.0,0.0,T05F1.2,WBGene00011489,Public name for WBGene00011489. History: N.A.
spr-4,,,,0.0,0.0,0.0,0.0,spr-4,WBGene00005009,Public name for WBGene00005009. History: N.A.
fbxb-83,,2.07322507312453,19.4234430617206,1.214680800086,0.0422078653862177,2.51830669058125,0.819822070085968,fbxb-83,WBGene00020543,Public name for WBGene00020543. History: N.A.
F17C11.10,,,1.35349499612842,0.0,0.506493371647869,0.839435563527084,0.685536244097601,F17C11.10,WBGene00008921,Sequence name for WBGene00008921(ctf-4). History: N.A.
pqe-1,,,,0.0,0.0,0.279811854509028,0.0,pqe-1,WBGene00004095,Public name for WBGene00004095. History: N.A.
hgo-1,,,,0.0,0.0,0.279811854509028,0.0,hgo-1,WBGene00001843,Public name for WBGene00001843. History: N.A.
W04A8.5,,7.18718052301764,0.0600318260835517,0.253058490528222,2.26129638497953,1.81877705430868,0.135749751306456,W04A8.5,WBGene00012240,Public name for WBGene00012240. History: N.A.
K06B9.4,,1.21916335547932,1.66184158715234,29.721722684712,15.5204039588535,36.2356351589191,25.7924527482266,K06B9.4,WBGene00019441,Public name for WBGene00019441. History: N.A.
gfi-3,,0.0,,0.227752664250666,0.0,0.0,0.0,gfi-3,WBGene00001583,Public name for WBGene00001583. History: N.A.
lpd-6,,0.838340570036971,8.57372074055141,0.791251473559738,0.0381635158136094,0.663338211386664,0.327203327063505,lpd-6,WBGene00003062,Public name for WBGene00003062. History: N.A.
etr-1,,0.117949742905353,0.0278207779600945,0.303720476422133,0.348528472145017,0.0358237521090819,0.0096963332363175,etr-1,WBGene00001340,Public name for WBGene00001340. History: N.A.
F47B10.1,,0.819051829549811,,0.683257992751999,0.0,0.559623709018056,0.0,F47B10.1,WBGene00009812,Sequence name for WBGene00009812(suca-1). History: N.A.
