...1,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
gadr-6,825.990515988502,-1.7385391299406,9.105161894956551e-25,6.12086659110959e-22,gadr-6,WBGene00009823,Public name for WBGene00009823. History: N.A.
hint-3,803.264152724237,1.701805578152,1.60304043378847e-24,1.04170910855687e-21,hint-3,WBGene00016150,Public name for WBGene00016150. History: N.A.
hsf-2,118.464205646919,2.92821229469342,4.46946871790347e-24,2.81071911792026e-21,hsf-2,WBGene00013134,Public name for WBGene00013134. History: Split into Y53C10A.15(WBGene00044805). History of WBGene00013134: N.A.
pho-14,679.585089291655,-1.64193708506509,9.254197336446721e-24,5.6378305335634e-21,pho-14,WBGene00020471,Public name for WBGene00020471. History: N.A.
T28F2.1,230.387818199768,-3.06866833783825,1.3805883143578798e-22,8.15593005709301e-20,T28F2.1,WBGene00020900,Public name for WBGene00020900. History: N.A.
F29D10.3,241.988493293076,-2.57465112250488,6.86326755402872e-22,3.93527649899382e-19,F29D10.3,WBGene00009252,Public name for WBGene00009252. History: N.A.
col-38,1796.79207534849,-1.50459646088061,3.87068515662205e-21,2.15597163223848e-18,col-38,WBGene00000615,Public name for WBGene00000615. History: N.A.
F35F11.2,1712.03453490417,-1.25509599474124,4.26673674294893e-20,2.3105564667719305e-17,F35F11.2,WBGene00018065,Public name for WBGene00018065. History: N.A.
W05B2.2,1862.72549240304,-1.66694574989971,1.9699052994022501e-19,1.03792713004991e-16,W05B2.2,WBGene00012271,Public name for WBGene00012271. History: N.A.
jmjc-1,22275.4224608588,-0.959946726611628,5.4371698074304415e-19,2.7894111946278e-16,jmjc-1,WBGene00020902,Public name for WBGene00020902. History: N.A.
sma-3,269.229205051016,-1.7050713973527,2.64669058637537e-18,1.32300597388174e-15,sma-3,WBGene00004857,Public name for WBGene00004857. History: N.A.
Y44A6C.2,621.964938124167,1.79700111568541,3.35513470158498e-18,1.6352087751849802e-15,Y44A6C.2,WBGene00012851,Public name for WBGene00012851. History: N.A.
pho-11,336.603308688331,-2.06267209687592,5.21665188106836e-18,2.48045435174214e-15,pho-11,WBGene00007331,Public name for WBGene00007331. History: N.A.
E02H9.9,1160.01442710568,1.39476314164737,7.89734635336688e-18,3.66568493235446e-15,E02H9.9,WBGene00017106,Public name for WBGene00017106. History: N.A.
pan-1,6824.51475261916,1.14028495759441,1.23579638268622e-17,5.602755925690221e-15,pan-1,WBGene00003915,Public name for WBGene00003915. History: N.A.
ZK185.2,3199.81301940862,-0.877076503225268,2.3651043775251305e-17,1.04790249636028e-14,ZK185.2,WBGene00022682,Public name for WBGene00022682. History: N.A.
fgt-1,523.044873187557,1.65195224870378,6.49088996716573e-17,2.8119977757754705e-14,fgt-1,WBGene00019207,Public name for WBGene00019207. History: N.A.
aex-5,79.7924175884506,-2.56595857100679,8.5793964898181e-17,3.63598553410878e-14,aex-5,WBGene00000088,Public name for WBGene00000088. History: N.A.
Y32G9A.2,846.666593880519,0.998800097197315,1.06108899431965e-16,4.40126169026842e-14,Y32G9A.2,WBGene00021301,Public name for WBGene00021301. History: N.A.
klf-1,5376.23202422287,1.16898721788296,1.43038011603718e-16,5.8094292421135e-14,klf-1,WBGene00018990,Public name for WBGene00018990. History: N.A.
M88.4,220.245988843149,-2.02505210409176,2.13360140107105e-16,8.48868557426126e-14,M88.4,WBGene00010907,Public name for WBGene00010907. History: N.A.
Y49E10.7,1088.91405093159,-1.32724607617442,3.47343167689998e-16,1.3542910108233e-13,Y49E10.7,WBGene00013031,Public name for WBGene00013031. History: N.A.
T23F6.3,304.505473772687,-1.76555526341815,6.23542207250482e-16,2.38352065300944e-13,T23F6.3,WBGene00011951,Public name for WBGene00011951. History: N.A.
vglu-2,493.632629846061,-1.75539622172567,6.40144323803867e-16,2.39992569087623e-13,vglu-2,WBGene00010755,Public name for WBGene00010755. History: N.A.
B0024.3,68.0653334243711,-2.11444203826155,1.5553495978151501e-15,5.72104536026534e-13,B0024.3,WBGene00007096,Public name for WBGene00007096. History: N.A.
mks-1,1121.92034435733,1.23683893981586,6.40912584969589e-15,2.31381311925595e-12,mks-1,WBGene00020100,"Public name for WBGene00020100. History: Split into R148.8(WBGene00305998). History of WBGene00020100: Split into ""WBGene00305998"" on 2020-01-20"
W03C9.6,326.769853375243,-1.38198974003654,9.137128580669341e-15,3.2386967578208898e-12,W03C9.6,WBGene00012222,Public name for WBGene00012222. History: N.A.
K06A5.8,2610.43786701576,-1.63645121490277,1.37762677191455e-14,4.79586319972751e-12,K06A5.8,WBGene00019434,Sequence name for WBGene00019434(nmtn-1). History: N.A.
npr-20,65.2493884478155,-2.34743974817387,3.10225978843844e-14,1.0610272732562698e-11,npr-20,WBGene00011578,Public name for WBGene00011578. History: N.A.
T28F2.2,301.41920594018,-1.77959518018452,3.45549756507454e-14,1.1614642246746198e-11,T28F2.2,WBGene00020901,Public name for WBGene00020901. History: N.A.
let-756,212.33554869661,-1.46698212823522,3.70429758375464e-14,1.22398782025927e-11,let-756,WBGene00002881,Public name for WBGene00002881. History: N.A.
ser-5,683.38912236677,1.82296829901949,4.17573179070323e-14,1.3567648543293198e-11,ser-5,WBGene00008890,Public name for WBGene00008890. History: N.A.
Y102A5C.5,562.350192623313,1.25213745891731,5.3134502939171605e-14,1.6981264504904094e-11,Y102A5C.5,WBGene00014954,Public name for WBGene00014954. History: N.A.
nas-7,28.8235676769262,-2.4669762797134,6.110916039618092e-14,1.9214888418121697e-11,nas-7,WBGene00003526,Public name for WBGene00003526. History: N.A.
C31H5.5,185.577303861887,-1.49020411119114,7.27113755986174e-14,2.2500131226905492e-11,C31H5.5,WBGene00007856,Public name for WBGene00007856. History: N.A.
srv-32,1518.64878689333,-1.10548969230662,8.53444734842344e-14,2.59967267277367e-11,srv-32,WBGene00005743,Public name for WBGene00005743. History: N.A.
ZK795.2,2282.92528626608,-0.806979146527759,1.07281572611388e-13,3.21762193547541e-11,ZK795.2,WBGene00014082,Public name for WBGene00014082. History: N.A.
C17C3.1,929.871692281237,-1.05007816243368,1.30179909401027e-13,3.84523838450459e-11,C17C3.1,WBGene00015887,Public name for WBGene00015887. History: N.A.
R13H4.2,606.878188611774,-1.22817127363571,1.79567125370516e-13,5.2248673270122586e-11,R13H4.2,WBGene00014826,Public name for WBGene00014826. History: N.A.
unc-103,1874.10645978087,-1.35125107709555,2.63356968868719e-13,7.550211923670109e-11,unc-103,WBGene00006830,Public name for WBGene00006830. History: N.A.
F59H6.2,2004.97952303726,-1.4766096240428,3.02914024600762e-13,8.558418709553419e-11,F59H6.2,WBGene00019133,Public name for WBGene00019133. History: N.A.
W05F2.4,10903.8452742052,-1.07009523600107,3.10010968782633e-13,8.633805480596339e-11,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
K08E7.5,428.8848007308,-1.4926389473931,6.59118810831289e-13,1.784655724605e-10,K08E7.5,WBGene00010673,Public name for WBGene00010673. History: N.A.
W02D9.10,312.411512870075,-1.22092703214871,6.5727760836305e-13,1.784655724605e-10,W02D9.10,WBGene00012216,Public name for WBGene00012216. History: N.A.
acr-5,291.76970837208,-1.93591375478884,7.235395925998319e-13,1.93224717229229e-10,acr-5,WBGene00000044,Public name for WBGene00000044. History: N.A.
C39B5.14,565.328378635172,-1.88929332436677,7.5091968115557e-13,1.95189055788371e-10,C39B5.14,WBGene00189950,Public name for WBGene00189950. History: N.A.
Y70C5A.2,72.5868361705704,-2.02756301773425,7.50486934377225e-13,1.95189055788371e-10,Y70C5A.2,WBGene00013490,"Public name for WBGene00013490. History: Split into Y70C5A.3(WBGene00050904). History of WBGene00013490: Split into ""WBGene00050904"" on 2007-09-27"
B0205.5,1549.52499115982,-0.765390599720524,9.19719478559885e-13,2.35920147822697e-10,B0205.5,WBGene00015020,Public name for WBGene00015020. History: N.A.
his-45,69.4801291160336,1.91575367308759,9.435196168482429e-13,2.38882012083851e-10,his-45,WBGene00001919,Public name for WBGene00001919. History: N.A.
str-245,189.144717191006,-1.64319620640934,1.0857911015769399e-12,2.71378173400545e-10,str-245,WBGene00006272,Public name for WBGene00006272. History: N.A.
Y53G8AL.1,733.231476355446,-1.60014425314386,1.11947002887033e-12,2.76254028010469e-10,Y53G8AL.1,WBGene00021799,Public name for WBGene00021799. History: N.A.
Y25C1A.13,1665.02579876325,-1.2006885328351,1.22200748757387e-12,2.97787949628158e-10,Y25C1A.13,WBGene00021296,Public name for WBGene00021296. History: N.A.
Y57G7A.6,319.163357461101,-1.76404126123564,3.18680544848618e-12,7.66997187879482e-10,Y57G7A.6,WBGene00021969,Public name for WBGene00021969. History: N.A.
F11A5.18,645.320164048617,-0.989616505240758,3.5546647768719897e-12,8.450998759160901e-10,F11A5.18,WBGene00045511,Public name for WBGene00045511. History: N.A.
ltd-1,304.817713684153,-1.06809633772392,3.78121690631283e-12,8.88130404681551e-10,ltd-1,WBGene00003089,Public name for WBGene00003089. History: N.A.
alg-1,415.304979060728,1.41619889419668,5.21693095127719e-12,1.21076272494225e-09,alg-1,WBGene00000105,Public name for WBGene00000105. History: N.A.
gst-15,455.9523949759,1.51267629785787,8.8248474916032e-12,2.0240047276329902e-09,gst-15,WBGene00001763,Public name for WBGene00001763. History: N.A.
F53A2.9,89.8719163668516,-1.70857870349582,9.70083652100546e-12,2.19904427880234e-09,F53A2.9,WBGene00009953,Public name for WBGene00009953. History: N.A.
T11F9.10,15576.1284959198,-0.719742127398482,1.09311763759213e-11,2.44946302814465e-09,T11F9.10,WBGene00011712,Public name for WBGene00011712. History: N.A.
T26G10.9,337.373716454046,-1.61564124495323,1.14287107273069e-11,2.5318490412369e-09,T26G10.9,WBGene00206422,Public name for WBGene00206422. History: N.A.
Y41C4A.12,2837.6694632347,1.31559684875873,1.75795947567957e-11,3.8507213458846405e-09,Y41C4A.12,WBGene00012758,Public name for WBGene00012758. History: N.A.
fbxb-94,772.234528141159,-1.03166352354959,1.96370870000803e-11,4.2536112340729505e-09,fbxb-94,WBGene00013410,Public name for WBGene00013410. History: N.A.
mab-5,436.299673317122,-1.42743391459679,3.19781825703552e-11,6.8507106506491705e-09,mab-5,WBGene00003102,Public name for WBGene00003102. History: N.A.
cpz-1,2447.468451129,-1.38298747983149,3.9409637003347497e-11,8.350987754133261e-09,cpz-1,WBGene00000788,Public name for WBGene00000788. History: N.A.
Y41C4A.13,1255.55444136543,-0.968121402500353,5.5412525721218003e-11,1.16157762251091e-08,Y41C4A.13,WBGene00012759,Sequence name for WBGene00012759(sup-1). History: N.A.
Y38H6C.14,354.839629032774,-1.18293490539798,5.66518574431844e-11,1.17492336261157e-08,Y38H6C.14,WBGene00012626,Sequence name for WBGene00012626(famh-161). History: Renamed on 2017-01-13
F33D11.8,1905.26367032456,-0.717509320375488,5.7796760988711e-11,1.18605037418413e-08,F33D11.8,WBGene00018005,Sequence name for WBGene00018005(nlp-62). History: N.A.
arrd-15,1952.0363652334,-1.09706828028125,6.00613604825082e-11,1.2196835652151e-08,arrd-15,WBGene00014033,Public name for WBGene00014033. History: N.A.
srh-71,63.7852532530565,-2.04985774489567,6.474505365315139e-11,1.30124208347236e-08,srh-71,WBGene00005292,Public name for WBGene00005292. History: N.A.
cdf-1,1324.12538265732,0.785584568510299,7.36547373409091e-11,1.46520316781737e-08,cdf-1,WBGene00000393,Public name for WBGene00000393. History: N.A.
gon-1,1198.25316322448,-1.28034005395284,8.334271565895378e-11,1.64117802199122e-08,gon-1,WBGene00001650,Public name for WBGene00001650. History: N.A.
C32D5.8,141.196678736358,1.49608215096228,9.0270598052458e-11,1.75982530903267e-08,C32D5.8,WBGene00016316,Public name for WBGene00016316. History: N.A.
C26H9A.2,633.703569404448,-0.968310978149386,9.9131053353849e-11,1.89707005127054e-08,C26H9A.2,WBGene00007752,"Sequence name for WBGene00007752(wdfy-3). History: Split into C26H9A.4(WBGene00303042). History of WBGene00007752: Split into ""WBGene00303042"" on 2018-03-02"
ain-1,1468.19448756821,1.06035545290113,9.92568069913288e-11,1.89707005127054e-08,ain-1,WBGene00015547,Public name for WBGene00015547. History: N.A.
M117.7,164.217580016216,-1.25704336662055,1.26066315681738e-10,2.3860804118597e-08,M117.7,WBGene00044768,Public name for WBGene00044768. History: N.A.
M117.4,112.407630217834,-1.51337468383199,1.41396235979681e-10,2.65049963502297e-08,M117.4,WBGene00010920,Public name for WBGene00010920. History: N.A.
hpo-24,945.619883684307,0.711088233451094,1.44554359357861e-10,2.68389260541096e-08,hpo-24,WBGene00011945,Other name for WBGene00011945(alg-5). History: N.A.
F42G4.2,353.627998692786,-1.199913977261,1.63559702613398e-10,3.00810981363038e-08,F42G4.2,WBGene00009641,Public name for WBGene00009641. History: N.A.
Y73B3A.21,264.695031538462,-1.02611830773584,1.66851558942963e-10,3.03997302952622e-08,Y73B3A.21,WBGene00022222,Public name for WBGene00022222. History: N.A.
Y55F3BR.2,8157.67283040119,0.883658324064052,1.74805548256888e-10,3.15540200302596e-08,Y55F3BR.2,WBGene00021939,Public name for WBGene00021939. History: N.A.
Y17D7C.6,31.8888489298794,-2.0129723007918,2.06031991924139e-10,3.68494833262485e-08,Y17D7C.6,WBGene00194680,Public name for WBGene00194680. History: N.A.
ZC123.1,4063.3864537939,-0.594944659533358,2.25994766061064e-10,4.00524360396403e-08,ZC123.1,WBGene00022517,Public name for WBGene00022517. History: N.A.
C53D5.5,414.619763908681,1.11458786510493,2.8628188761995603e-10,5.02798684608202e-08,C53D5.5,WBGene00016906,Public name for WBGene00016906. History: N.A.
fbxa-60,1351.60472805108,-1.39925203999384,2.99182655490109e-10,5.17884300445199e-08,fbxa-60,WBGene00020456,Public name for WBGene00020456. History: N.A.
mpk-2,376.018400681262,-1.11310634781327,3.0018428289462703e-10,5.17884300445199e-08,mpk-2,WBGene00003402,Public name for WBGene00003402. History: N.A.
F55D12.2,71.6867500613595,-1.8197199447465,4.79338700715197e-10,8.19711225477436e-08,F55D12.2,WBGene00010111,Public name for WBGene00010111. History: N.A.
F09F7.5,388.846134237978,-1.77094547031317,5.22655203188195e-10,8.86014190100336e-08,F09F7.5,WBGene00017302,Public name for WBGene00017302. History: N.A.
fbxb-11,178.012092498908,-1.47420723846589,5.42521501482175e-10,9.11763506154741e-08,fbxb-11,WBGene00018436,"Public name for WBGene00018436. History: Split into F45C12.17(WBGene00269388). History of WBGene00018436: Split into ""WBGene00269388"" on 2016-02-18"
dgk-2,723.122738794403,1.35448886119382,7.23837982247388e-10,1.20608730460793e-07,dgk-2,WBGene00000959,Public name for WBGene00000959. History: N.A.
lips-13,231.110301150192,-1.19383315360675,9.91086095160839e-10,1.63739181569157e-07,lips-13,WBGene00020474,Public name for WBGene00020474. History: N.A.
C25H3.1,230.056218766025,-1.47752072841221,1.10455625685923e-09,1.80952304432527e-07,C25H3.1,WBGene00016111,Public name for WBGene00016111. History: N.A.
nhr-236,1522.72661688556,0.736164628460477,1.2641305306715302e-09,2.05368539128679e-07,nhr-236,WBGene00021417,Public name for WBGene00021417. History: N.A.
hpo-42,742.112455076032,0.71363497159063,1.3324934942395902e-09,2.14685625373561e-07,hpo-42,WBGene00014516,Public name for WBGene00014516. History: N.A.
W05H12.1,564.504174414797,-1.00689682645275,1.56974859255962e-09,2.50838105015982e-07,W05H12.1,WBGene00012289,Public name for WBGene00012289. History: N.A.
F42G4.6,196.912871390259,-1.49665194856858,1.66797161523773e-09,2.64366720642761e-07,F42G4.6,WBGene00009643,Public name for WBGene00009643. History: N.A.
Y43F8C.4,357.585022599327,-1.49093442568649,2.20277022114728e-09,3.43544043690129e-07,Y43F8C.4,WBGene00012826,Sequence name for WBGene00012826(dyf-19). History: N.A.
aakg-4,586.309284043929,-1.00371046602294,2.1911688415939504e-09,3.43544043690129e-07,aakg-4,WBGene00020135,Public name for WBGene00020135. History: N.A.
T16G12.1,421.337891095273,-1.39424250011906,2.30186056637808e-09,3.5614898207572e-07,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
rgs-4,2048.090494572,-1.24725850673019,2.4357629348898603e-09,3.73899200123448e-07,rgs-4,WBGene00004347,Public name for WBGene00004347. History: N.A.
his-64,1203.79725769248,0.656040716009506,2.4700536125681103e-09,3.76200743570432e-07,his-64,WBGene00001938,Public name for WBGene00001938. History: N.A.
nhr-104,310.366998076626,-1.0948336212145,2.6077806372243903e-09,3.94098321881314e-07,nhr-104,WBGene00003694,Public name for WBGene00003694. History: N.A.
smg-2,2006.91905917231,0.581940187424312,2.79576784971278e-09,4.19257647924236e-07,smg-2,WBGene00004880,Public name for WBGene00004880. History: N.A.
C06E1.3,76.1694958195962,-1.76844981451512,2.8711808881920504e-09,4.2727993446797e-07,C06E1.3,WBGene00015519,Sequence name for WBGene00015519(doxa-1). History: N.A.
ZC239.21,806.054470469741,0.898156854092252,2.9579252339868803e-09,4.36854185125563e-07,ZC239.21,WBGene00044372,Public name for WBGene00044372. History: N.A.
ugt-29,210.22836333953,-1.26966070773123,3.2058170297951105e-09,4.69905285683125e-07,ugt-29,WBGene00021709,Public name for WBGene00021709. History: N.A.
tag-196,881.708313495781,-0.984493735727481,3.6642672437302805e-09,5.33096193406879e-07,tag-196,WBGene00007055,Public name for WBGene00007055. History: N.A.
Y102A5C.36,5692.93668364075,1.1819260461634,3.77976807589637e-09,5.4582650844148e-07,Y102A5C.36,WBGene00044213,Public name for WBGene00044213. History: N.A.
C01B10.3,138.513566484677,-1.28585477217571,3.89079009699804e-09,5.53656590810049e-07,C01B10.3,WBGene00015278,Public name for WBGene00015278. History: N.A.
Y17G7B.21,1212.9346610908,-0.707334398721785,3.87135979156467e-09,5.53656590810049e-07,Y17G7B.21,WBGene00012472,Public name for WBGene00012472. History: N.A.
dlat-1,4505.68182229475,0.64182694835366,4.37890017983368e-09,6.18598978303316e-07,dlat-1,WBGene00009082,Public name for WBGene00009082. History: N.A.
ego-2,5817.63760529921,0.713086161679278,4.96931900343208e-09,6.96955927855456e-07,ego-2,WBGene00001215,Public name for WBGene00001215. History: N.A.
lin-31,1066.80060382927,-1.34816831596648,6.702429193104581e-09,9.33313265139813e-07,lin-31,WBGene00003017,Public name for WBGene00003017. History: N.A.
T13B5.9,100.14495069086,-1.28932816426439,7.66400580503926e-09,1.04482372845623e-06,T13B5.9,WBGene00020476,Public name for WBGene00020476. History: N.A.
dmsr-6,1794.50454090779,-1.01316132351377,7.59796690570241e-09,1.04482372845623e-06,dmsr-6,WBGene00013222,Public name for WBGene00013222. History: N.A.
fbxb-4,2850.15983911714,-0.6745064785736,7.61942736632787e-09,1.04482372845623e-06,fbxb-4,WBGene00010921,Public name for WBGene00010921. History: N.A.
C06E4.5,165.7131306634,-1.54925132966909,8.425507089897131e-09,1.14066153276073e-06,C06E4.5,WBGene00015534,Public name for WBGene00015534. History: N.A.
F09E5.14,812.476306741553,-0.795584010048581,8.77876109172261e-09,1.18028929298712e-06,F09E5.14,WBGene00017291,Public name for WBGene00017291. History: N.A.
sod-4,2575.14539474702,-0.932596614036764,9.42359658574998e-09,1.258308324926e-06,sod-4,WBGene00004933,Public name for WBGene00004933. History: N.A.
clec-69,431.232713199759,-1.04913754014313,1.04855520997584e-08,1.39058393322987e-06,clec-69,WBGene00044642,Public name for WBGene00044642. History: N.A.
fbxa-139,793.755692545315,-0.871525602971543,1.2892164725901e-08,1.69819426575298e-06,fbxa-139,WBGene00007164,Public name for WBGene00007164. History: N.A.
Y110A2AL.1,3488.55016732763,1.81650232079293,1.35854040813629e-08,1.77749968165215e-06,Y110A2AL.1,WBGene00022438,Public name for WBGene00022438. History: N.A.
T02G5.14,697.014246249745,0.67441607355304,1.43283841270632e-08,1.86221232371399e-06,T02G5.14,WBGene00020170,Public name for WBGene00020170. History: N.A.
Y43F4A.1,220.095367320768,-1.43888172486244,1.46117626522005e-08,1.88646564837516e-06,Y43F4A.1,WBGene00012796,Public name for WBGene00012796. History: N.A.
ZK550.5,610.188208032079,-0.697743191698762,1.60795365596929e-08,2.06230635020534e-06,ZK550.5,WBGene00013999,Sequence name for WBGene00013999(phyh-1). History: N.A.
F26A3.4,1107.14307454515,-1.02703321119765,1.76949196719401e-08,2.25465659480047e-06,F26A3.4,WBGene00009142,Public name for WBGene00009142. History: N.A.
Y87G2A.20,267.37665747352,-1.09703835770515,1.82105214998096e-08,2.30528647168044e-06,Y87G2A.20,WBGene00044261,Public name for WBGene00044261. History: N.A.
his-16,64.5568931233324,1.5189322715529,1.83519832711333e-08,2.30820589594028e-06,his-16,WBGene00001890,Public name for WBGene00001890. History: N.A.
K02D10.3,2888.3325835129,-0.613395380545933,2.33690759096973e-08,2.92038547986891e-06,K02D10.3,WBGene00019303,Public name for WBGene00019303. History: N.A.
nit-1,3724.86182386683,-0.575017737201823,2.4222248139872e-08,3.00772437889684e-06,nit-1,WBGene00014206,Public name for WBGene00014206. History: N.A.
F28H7.8,223.9074936708,-1.15031999270842,2.55806394556288e-08,3.15629472270559e-06,F28H7.8,WBGene00009241,Public name for WBGene00009241. History: N.A.
F32A7.5,955.76631282939,-0.797663630376634,2.59341190398239e-08,3.17978396654947e-06,F32A7.5,WBGene00009306,Sequence name for WBGene00009306(maph-1.1). History: N.A.
elf-1,4377.40559428696,0.631192205979173,2.67320121415018e-08,3.25712860436611e-06,elf-1,WBGene00016029,Public name for WBGene00016029. History: N.A.. Other name for WBGene00001159(eff-1). History: N.A.
fbxb-51,163.804728569544,-1.07364353702197,2.85758794286709e-08,3.46016626994994e-06,fbxb-51,WBGene00019414,Public name for WBGene00019414. History: N.A.
B0361.4,1635.41389913063,-0.83161851997827,2.88808774321747e-08,3.47551052802621e-06,B0361.4,WBGene00015158,Public name for WBGene00015158. History: N.A.
Y40H7A.7,705.744255683842,-0.988907713219377,3.087949358431e-08,3.69322532163266e-06,Y40H7A.7,WBGene00012745,Public name for WBGene00012745. History: N.A.
F56B3.9,153.024314707615,-1.5191339560806,3.16023194332783e-08,3.7566293740961e-06,F56B3.9,WBGene00018933,Public name for WBGene00018933. History: N.A.
C07A9.13,92.028125696251,-1.58601033395133,3.39873700686055e-08,4.015659269621e-06,C07A9.13,WBGene00044227,Public name for WBGene00044227. History: N.A.
F59C12.4,8152.2719181301,0.530521694728307,3.61208782048242e-08,4.24202723254848e-06,F59C12.4,WBGene00045272,Public name for WBGene00045272. History: N.A.
F56D2.3,215.758685422032,-1.59604828269611,3.67007758883415e-08,4.28432111343244e-06,F56D2.3,WBGene00018965,Public name for WBGene00018965. History: N.A.
col-162,343.466230524913,1.15048792375835,3.81964030691596e-08,4.43237427281706e-06,col-162,WBGene00000735,Public name for WBGene00000735. History: N.A.
