gene_id,gene_name,chr,start,end,strand,mean of normalized counts for all samples,log2 fold change (MLE): group pid2 xf23 vs N2,BH adjusted p-values,WT_new_rep1_RppH.robustRPKM,WT_new_rep2_RppH.robustRPKM,WT_new_rep3_RppH.robustRPKM,WT_old_rep1_RppH.robustRPKM,WT_old_rep2_RppH.robustRPKM,WT_old_rep3_RppH.robustRPKM,xf23_new_rep1_RppH.robustRPKM,xf23_new_rep2_RppH.robustRPKM,xf23_new_rep3_RppH.robustRPKM,xf23_sensorOFF_rep1_RppH.robustRPKM,xf23_sensorOFF_rep2_RppH.robustRPKM,xf23_sensorOFF_rep3_RppH.robustRPKM,xf23_sensorON_rep1_RppH.robustRPKM,xf23_sensorON_rep2_RppH.robustRPKM,xf23_sensorON_rep3_RppH.robustRPKM,WT_control_REP1_RppH.robustRPKM,WT_control_REP2_RppH.robustRPKM,WT_control_REP3_RppH.robustRPKM,WT_control_REP4_RppH.robustRPKM,Input,Suggested Match,History
WBGene00007114,mttu-1,IV,11295074.0,11296887.0,-,442.687935120886,3.33668271666287,1.4991433124713196e-114,50.6078805091105,56.4188117680566,66.5618065864271,50.8016010345118,62.4249466241346,45.6068097061033,420.1123835275,367.717086890337,409.006175837475,661.192477449632,514.368814313983,555.845687788842,604.519300589239,476.863788804208,657.952149042677,51.7480172136497,39.5049766969565,52.4699330783223,36.5995859289259,WBGene00007114,WBGene00007114,History: N.A.
WBGene00020106,R151.1,III,7216526.0,7221186.0,+,272.441969716221,4.41837567579847,1.4991433124713196e-114,7.07198016642463,10.125275671445,14.1542934102451,10.1014161672176,5.48592947775092,6.89783411906449,165.820630674052,145.82859220144,149.554064036148,276.38648181079,228.297670629147,220.282597736006,162.187768277901,151.594679446407,157.607491183656,10.0406600563798,5.85047978616449,9.22215774738684,6.78409177350098,WBGene00020106,WBGene00020106,History: N.A.
WBGene00017767,F25B4.4,V,5684875.0,5685728.0,+,287.370500538756,2.22373077101042,3.6940710278153296e-114,128.61696478937,92.0517455163028,104.064689205988,124.432060674342,120.776288089831,96.7900702221898,622.009449576867,560.085756868823,593.312960812013,553.940858971881,465.275199210749,483.79933637943,497.780641593664,453.76870025926,441.136000092618,120.573616210467,127.386691393902,90.2363429469298,107.216394351115,WBGene00017767,WBGene00017767,History: N.A.
WBGene00022721,ugtp-1,III,8746216.0,8748701.0,-,536.478775251921,1.99184310729002,7.39023031565142e-113,151.706725631766,124.413577755698,117.007388175781,133.718105573289,119.066535392709,121.962428020672,587.064728382819,562.199700530863,592.471274030692,505.82969780339,503.766612830824,439.10715980541,476.819617218674,412.973547539944,434.611339061721,132.188004367541,119.737237538176,132.863221631494,113.096958431825,WBGene00022721,WBGene00022721,History: N.A.
WBGene00009008,F21D5.3,IV,8730721.0,8735686.0,+,176.858498800553,4.19411807128066,1.07629542817222e-110,5.3353234346449,7.22421794634347,9.23323972681059,7.68767422061067,6.4017617084783,4.3611985236636,127.05948817823,130.672367993808,129.10904342148,112.065465966513,101.411918729356,116.145479539389,107.278372020965,76.9733946706102,77.5672748758345,2.50083354564106,5.34300322478715,2.80740613788687,4.33694293178334,WBGene00009008,WBGene00009008,History: N.A.
WBGene00008862,F15D4.5,II,13245348.0,13247774.0,+,4689.52386719104,-3.06674673713288,9.01456916377769e-108,3143.0172096311,2940.94420319669,3508.59250832704,3700.31989163853,3261.09095330388,3419.75450432448,350.694532924311,396.404557163664,345.339785647077,469.511109436745,259.799070445731,347.300856550814,618.691684766607,512.126156514784,508.460515552544,4060.25734114017,3712.50534377536,4300.30089898824,3449.33659730995,WBGene00008862,WBGene00008862,History: N.A.
WBGene00008051,lron-4,II,8108941.0,8112163.0,-,456.428491557761,4.5039364079997,1.8608140129226602e-104,12.9192622200196,20.3014994990757,21.0834478333983,11.4710997153149,15.92055993449,12.0509748625116,247.092618986228,235.739261610583,230.228970250279,495.850181582212,492.37384264313,500.68592937795,361.337847065928,253.572135592558,345.390179196706,11.4021054877533,15.3317658020738,19.7816152057884,14.059742739065,WBGene00008051,WBGene00008051,History: N.A.
WBGene00000196,aars-1,II,11460215.0,11464129.0,-,673.785743195531,3.20473672936647,9.76663491021127e-104,50.3676306860922,41.2236339037692,45.0895941819427,53.5850075473083,43.1991499803011,42.1077484329846,399.90943101885,462.180581728503,414.755162509223,360.746346118193,300.10818147789,295.479748245556,376.064934589303,327.378854286318,332.774429339477,28.6650245064478,23.6821340631035,34.7881267297459,27.2066169502765,WBGene00000196,WBGene00000196,History: Renamed on 2010-01-29
WBGene00010709,nol-9,IV,13422500.0,13429379.0,+,264.535978186171,2.13292248220412,3.05229472517586e-102,42.3680649346998,43.1995841736886,48.1024002221732,49.3052876128394,43.1513781981582,39.9103275989123,207.065937107243,157.456035113484,206.872972676027,218.249057911052,162.07928513768,187.210611321019,220.140023040765,174.250502633141,171.262932401817,53.0794413272084,42.0996789256945,40.1560202124161,33.8756582614535,WBGene00010709,WBGene00010709,History: N.A.
WBGene00021808,Y53G8AM.8,III,3267178.0,3278710.0,-,748.652601757023,1.5664750532795,1.47723876514615e-101,96.2550132549484,116.166709834658,128.497091393982,113.823453763389,118.38668346297,103.923578311659,328.785892987548,316.339244344008,315.151574738463,364.807050754582,294.25359538331,319.297699533218,320.036400430419,280.839306289932,321.058619245161,93.5031815850786,104.371365069292,99.0874932862916,91.1763830036527,WBGene00021808,WBGene00021808,History: N.A.
WBGene00018011,F33E11.3,V,300015.0,304713.0,-,493.343746465364,3.51369875088783,1.54022321247931e-99,29.3537361041617,29.4517890447238,45.4514162746081,30.0018457148391,22.694598586499,29.8862615583182,324.713906996394,362.619839697881,335.887211918091,316.331570936809,231.896020442897,237.669557411786,335.835865146597,315.705996033374,291.787930667299,20.0423020037322,21.0520502708009,14.6734245678413,18.6200031820944,WBGene00018011,WBGene00018011,History: N.A.
WBGene00001134,eat-3,II,9324874.0,9329665.0,+,720.882236581226,2.64339181410877,2.4615395883111703e-98,45.4875779190768,53.8312336614194,44.2524611233235,49.0580232654663,50.6211028082066,42.6377454812738,382.381577261721,385.324974228447,380.564791469749,276.17915945598,227.451802763371,259.280689056449,253.878409330138,228.871042450924,240.722854609861,46.6487600429616,47.209528493466,42.7207295325522,44.7069171927812,WBGene00001134,WBGene00001134,History: N.A.
WBGene00008144,gasr-8,V,14689154.0,14691861.0,+,91.4451815483209,4.60613454049228,5.85004922655217e-98,3.30818748502377,3.97173792495321,4.61478179312126,8.5537066206454,4.91864966557473,5.70881947866427,121.839933579837,139.670689261249,133.681661688972,107.591001484579,99.5613362707914,111.908842170762,104.951191047684,67.6970237344091,115.30028123892,1.63679859799865,2.42100146120338,9.18725366291444,2.7371581954764,WBGene00008144,WBGene00008144,History: Renamed on 2013-03-27
WBGene00013765,cdkr-3,V,20270107.0,20275732.0,+,239.776527417176,2.78271036787155,1.72917894260961e-96,22.1866527051332,28.431746028927,27.5291544071532,32.4714293819451,22.8214441072079,31.4239929338975,253.288373533208,238.71371467636,243.837928826092,202.372980513692,144.218899931727,153.856033826535,194.998328116213,186.865772110508,179.966316506111,27.33977756731,30.6352093766808,33.4814298513503,34.4049324164161,WBGene00013765,WBGene00013765,History: N.A.
WBGene00009505,F37B12.3,II,9039820.0,9041406.0,-,457.124076296106,1.88219873132632,3.61892111313046e-96,170.46146313503,141.921437460377,154.066419768207,177.605764842005,151.002059180364,149.974858016864,631.160839117171,601.379466785853,630.021461414352,566.073319341627,495.896616231185,478.585638364811,528.069105124741,450.96018248625,541.780825166317,109.575021641933,142.428017848387,120.771120115335,142.518666357752,WBGene00009505,WBGene00009505,History: N.A.
WBGene00002042,hus-1,I,3698102.0,3699300.0,+,316.876519802566,2.15503092824716,1.23535751451616e-94,92.1681844051498,93.329687319566,106.236152321921,104.296391527667,89.1651957813623,84.6152926144862,526.638199117079,463.25484438486,517.790111698381,457.639314823522,310.962226750838,388.298816616896,430.446659769497,390.199593292948,398.031135327707,122.578817347734,96.0496881229486,100.746905514385,89.8838814364847,WBGene00002042,WBGene00002042,History: N.A.
WBGene00002004,hsf-1,I,11953512.0,11961984.0,-,1193.05849305553,2.66621140115272,7.06863696176457e-91,117.353785534708,88.5408610338472,97.9772010489627,95.0756479633095,97.756838747275,86.3584894059413,848.41009773149,849.441819297112,850.16732362173,653.599534443175,485.688031832064,566.055289700219,631.00668349162,572.686363943532,718.732289017128,135.529460494122,112.224829679424,144.341523669675,115.096147090973,WBGene00002004,WBGene00002004,History: N.A.
WBGene00003075,lrx-1,V,12252623.0,12255450.0,+,384.380063183228,1.83872175907253,1.38192347506272e-89,87.6870483985625,83.3354649089928,119.647196453305,110.146056484953,70.5553798007252,102.362425136216,383.333245396731,333.852843108601,346.966104558083,382.478663395938,321.08948403616,329.920191105231,385.816584867605,308.30969054665,351.688033257152,107.186712437984,98.8991955027704,106.574930730676,96.1660450680805,WBGene00003075,WBGene00003075,History: N.A.
WBGene00044249,F55B11.6,IV,14416489.0,14417201.0,-,335.988898912799,-4.40222191419311,5.16166076480699e-89,734.499473736762,647.664693607901,599.170626643113,718.891059787719,711.368581736235,691.802983957804,38.7187211608091,34.413071591813,31.084263677867,52.9403544385045,51.6214454188614,53.8247543480551,39.4584171598328,50.697296412563,44.9911593702268,1294.12721811208,1216.6056476884,1602.25325025407,1186.82614993342,WBGene00044249,WBGene00044249,History: N.A.
WBGene00010623,K07A12.5,I,8693451.0,8695159.0,-,666.610510275712,5.89765876409967,1.60261893551508e-88,8.57156851911596,14.8849631047639,16.3340832768684,17.5998669391002,30.267718864045,15.2538846708281,1099.97984952648,1026.48159978237,1098.51477566497,499.088342736518,350.671266847389,596.56829779779,1001.78537993598,632.270624663336,995.237492719384,4.77109378565564,7.84106856228992,7.14129788266257,8.56952680112509,WBGene00010623,WBGene00010623,History: N.A.
WBGene00014915,Y53C10A.1,I,11966271.0,11967591.0,+,783.260200979263,1.83773952067156,8.927222651512201e-88,313.622648131715,197.55522793564,242.418892862991,227.227732221891,209.127415091505,233.429797774265,885.05089017432,856.223053604062,852.378985661795,997.849206282883,808.378519803707,729.174574514399,1017.46434661952,847.265541961317,867.676661604126,255.798213701023,258.726762865546,301.936137668483,226.112735590711,WBGene00014915,WBGene00014915,History: N.A.
WBGene00000543,clp-2,III,4700325.0,4704054.0,-,1308.70569742486,2.21880915733405,6.1348581434547e-87,172.06613988239,134.088709302081,136.421995390239,150.530024733199,133.203896175855,145.281158029275,757.659198263223,789.233118638595,753.014279568958,625.646920005742,513.374564718209,567.776650129529,649.920477545862,532.192335260276,603.56797573043,168.181055944361,121.486416346781,120.303881859936,102.468381515538,WBGene00000543,WBGene00000543,History: N.A.
WBGene00008050,chst-1,II,8105614.0,8106967.0,-,233.237071126825,5.41217292174844,1.24018789869093e-86,8.35615047797488,11.3630161717227,10.3480968629523,10.3489998968063,9.46591753023688,6.17995997997633,211.974436055351,195.158014947505,238.249009576627,428.310242450236,436.784475157581,448.562122495488,339.63784317527,242.007495305199,289.688866762057,0.0,4.36800527021331,1.98909284747559,4.27996378063518,WBGene00008050,WBGene00008050,History: N.A.
WBGene00014205,ZK1058.5,III,3920626.0,3921711.0,-,123.690475309228,2.10170518662125,4.32344350660604e-85,38.1928386613699,42.4472318650457,49.3196470866131,39.0361093682963,43.9141463400638,33.6130800821016,162.767786067671,155.140032145523,152.452596577404,200.984982309326,166.062391741611,206.996354642866,184.820143617692,171.57931837321,156.764395442702,52.1550240906109,31.304364961268,43.2750615794044,35.3923781051038,WBGene00014205,WBGene00014205,History: N.A.
WBGene00003637,nhr-47,V,5505253.0,5509956.0,+,762.599086066203,4.68873390680981,9.748746228188087e-83,42.8812366144639,21.8941123979096,21.1004636011742,21.3721819416948,20.9251432643179,14.7997197838443,368.794454807965,360.000711220164,326.241488411422,837.181965967849,820.949118873857,816.787942376472,514.237598278448,394.011298729753,580.3841698037,20.5636225608826,15.4493019008961,21.9852183723891,15.2834626460662,WBGene00003637,WBGene00003637,History: Renamed on 2005-12-15
WBGene00015797,C15F1.8,II,6976031.0,6977790.0,-,1129.19853648159,3.51450848747619,1.4544388150437199e-80,107.901050935255,83.134232669411,77.5426468875173,85.2023163682138,87.5568179778213,82.9703673079224,1167.04284476304,1030.66840687771,1126.55745205989,1585.75082227867,1516.29094724271,1468.40657955788,1473.37074506862,1145.65379156164,1441.55473217899,195.842413829947,153.018839887918,180.724461404314,128.594663280733,WBGene00015797,WBGene00015797,History: N.A.
WBGene00016799,C50C3.1,III,8191817.0,8193847.0,+,1026.118913584,2.32715946919054,2.17699820034656e-79,182.106763864227,149.768522271795,164.039427878466,180.967296086444,138.663304110011,146.539419274897,1073.70734556838,978.304783181633,1135.67909689978,1011.59397604521,869.436914707542,875.103342352985,917.223354223531,811.041149297388,895.171984515918,237.517794532253,236.364907279755,248.640914438812,229.867928657362,WBGene00016799,WBGene00016799,History: N.A.
WBGene00008444,tbc-14,II,13437579.0,13447593.0,-,129.57777086745,2.43685614198396,1.38541029938858e-78,17.4398843331633,14.4571530012778,16.7978370454669,15.3256798571832,13.4450879694618,18.391619617369,88.7845983591316,98.3904716932412,83.5558790074096,101.647157176068,69.8279823327392,73.6999147422029,75.5449494464326,69.4703170368925,64.7098068477559,14.3812779429858,14.6536720271697,8.61026794593711,11.7574272700701,WBGene00008444,WBGene00008444,History: Renamed on 2016-04-19
WBGene00013027,Y49A3A.4,V,14356900.0,14358390.0,-,93.4917579128527,4.96653538545325,5.8670863745402495e-78,3.5224483324994,7.70277559631239,9.47635706111521,5.62534607153234,3.49147670561522,2.27946062732935,210.813071605269,185.732113015988,191.377597488215,181.816744043119,111.937778288978,108.20727817122,243.171136099118,212.892007944629,208.134443695167,2.61421330483463,2.57780207397562,14.6734245678413,7.28608820168912,WBGene00013027,WBGene00013027,History: N.A.
WBGene00008863,F15D4.6,II,13249189.0,13249895.0,+,677.36843209728,-3.85781264731879,3.58458972976942e-77,577.463923544111,1412.01691027691,1680.6447306767,2025.26731378214,1535.03649601701,1878.64519918328,103.577384241547,99.5913567127056,79.5509116131769,143.746348489877,109.138626975361,110.870681253619,161.852783018178,124.914594391857,142.969449923407,2220.76915571319,1968.93318642559,2274.3241538665,1851.06399671649,WBGene00008863,WBGene00008863,History: N.A.
