# Table S1. ALG-3/4 26G-RNA targets and mRNA-Seq expression. Related to Figure 2.
# List of 1408 ALG-3/4 26G-RNA target genes and their expression by mRNA-Seq (RPM) in WT and alg-3/4 males grown at 25°C.
#
# WT RPM = WT male 25°C mRNA-Seq RPM normalized to the total number of genome-matching reads
# alg-3/4 RPM = alg-3/4 male 25°C mRNA-Seq RPM normalized to the total number of genome-matching reads
# Ratio = Expression of alg-3/4 relative to WT (alg-3/4 RPM)/ (alg-3/4 RPM + WT RPM)
Cosmid ID,WT RPM,alg-3/4  RPM,Ratio,Positively or Negatively Regulated,Input,Suggested Match,History
C24H11.1,39.0798282391747,12.4592047144381,0.241743082871808,Positively-regulated,C24H11.1,WBGene00007699,Public name for WBGene00007699. History: N.A.
C24H11.2,39.0798282391747,12.4592047144381,0.241743082871808,Positively-regulated,C24H11.2,WBGene00007700,Public name for WBGene00007700. History: N.A.
C25D7.12,10.9293155324813,3.12627133630822,0.222421971098916,Positively-regulated,C25D7.12,WBGene00007721,Public name for WBGene00007721. History: N.A.
C25G4.8,53.7201162170814,22.5628165364247,0.295778042636774,Positively-regulated,C25G4.8,WBGene00007735,Public name for WBGene00007735. History: N.A.
C33F10.9,3439.32955537248,1307.09038687535,0.275384479835203,Positively-regulated,C33F10.9,WBGene00003435,Sequence name for WBGene00003435(msp-40). History: N.A.
C34B2.3,201.972256983853,79.3037991775752,0.281942943383925,Positively-regulated,C34B2.3,WBGene00016388,Public name for WBGene00016388. History: N.A.
C34D4.14,88.5448132330626,14.3739950907725,0.139663442716365,Positively-regulated,C34D4.14,WBGene00016405,Sequence name for WBGene00016405(hecd-1). History: N.A.
C34F11.4,3326.64108363618,840.870001298015,0.201767909949373,Positively-regulated,C34F11.4,WBGene00003443,Sequence name for WBGene00003443(msp-50). History: N.A.
C34F11.6,2103.59552729315,759.366254912204,0.265237999204886,Positively-regulated,C34F11.6,WBGene00003442,Sequence name for WBGene00003442(msp-49). History: N.A.
C35D10.9,16.9912296692064,3.4265281226488,0.16782098003022,Positively-regulated,C35D10.9,WBGene00000418,Sequence name for WBGene00000418(ced-4). History: N.A.
C39H7.1,543.572873296767,261.200173417169,0.324563769231222,Positively-regulated,C39H7.1,WBGene00016541,Public name for WBGene00016541. History: N.A.
C41C4.8,152.408400610425,67.0786437569383,0.305615504324103,Positively-regulated,C41C4.8,WBGene00008053,Sequence name for WBGene00008053(cdc-48.2). History: N.A.
C47B2.3,221.457242559251,83.5898631682782,0.274022803687708,Positively-regulated,C47B2.3,WBGene00006529,Sequence name for WBGene00006529(tba-2). History: N.A.
C47B2.4,30.2106993040846,12.3703472902406,0.290512992977706,Positively-regulated,C47B2.4,WBGene00003948,Sequence name for WBGene00003948(pbs-2). History: N.A.
C47E8.5,1518.99322862879,466.12397817592,0.234809298200686,Positively-regulated,C47E8.5,WBGene00000915,Sequence name for WBGene00000915(hsp-90). History: Renamed on 2017-08-01
C49A1.2,46.2864532368036,14.315918342931,0.236227031546043,Positively-regulated,C49A1.2,WBGene00008185,Sequence name for WBGene00008185(best-10). History: N.A.
C50F4.10,363.334010297125,122.861360058704,0.252699568012723,Positively-regulated,C50F4.10,WBGene00008235,Public name for WBGene00008235. History: N.A.
C55B7.3,202.045495042772,97.9173968607775,0.326431700399335,Positively-regulated,C55B7.3,WBGene00016942,Public name for WBGene00016942. History: N.A.
C55C2.2,209.092461071958,61.0955771943065,0.226122435272646,Positively-regulated,C55C2.2,WBGene00006047,Sequence name for WBGene00006047(ssp-19). History: N.A.
C55C3.3,36.5457914005775,5.11075381005245,0.122687894164307,Positively-regulated,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
D2030.1,50.6441177424837,10.5699681071539,0.17267215478995,Positively-regulated,D2030.1,WBGene00008411,Sequence name for WBGene00008411(mans-1). History: N.A.
D2062.4,55.9538770141107,14.780532325663,0.20895816426012,Positively-regulated,D2062.4,WBGene00017056,Public name for WBGene00017056. History: N.A.
D2062.7,295.465765858072,114.875807230497,0.279951666524664,Positively-regulated,D2062.7,WBGene00017059,Sequence name for WBGene00017059(msrp-5). History: N.A.
F02E9.9,42.3682170846375,4.29767934027138,0.092094648758904,Positively-regulated,F02E9.9,WBGene00008532,Sequence name for WBGene00008532(dpt-1). History: N.A.
F08B1.2,79.6830081038645,27.7606854682394,0.258374266048567,Positively-regulated,F08B1.2,WBGene00001538,Sequence name for WBGene00001538(gcy-12). History: N.A.
F10C5.2,37.3514100486865,11.6734263161425,0.238112499331404,Positively-regulated,F10C5.2,WBGene00017328,Sequence name for WBGene00017328(nemp-1). History: N.A.
F10D11.5,29.3684616265162,11.96381005535,0.289454452139366,Positively-regulated,F10D11.5,WBGene00008651,Public name for WBGene00008651. History: N.A.
F10F2.7,235.524808916411,83.8837315123562,0.262622068275796,Positively-regulated,F10F2.7,WBGene00008659,Sequence name for WBGene00008659(clec-151). History: N.A.
F13D12.9,126.994794165534,58.5413618242371,0.315525356833762,Positively-regulated,F13D12.9,WBGene00008743,Sequence name for WBGene00008743(fcmt-1). History: N.A.
F15H10.4,51.1201651254572,15.0999544387913,0.228026686423315,Positively-regulated,F15H10.4,WBGene00008871,Sequence name for WBGene00008871(tag-314). History: N.A.
F15H10.7,25.4868445038096,3.54268161833181,0.122037183914957,Positively-regulated,F15H10.7,WBGene00008874,Public name for WBGene00008874. History: N.A.
F16A11.3,50.9004509487002,15.4484149258403,0.232836156612712,Positively-regulated,F16A11.3,WBGene00008878,Sequence name for WBGene00008878(ppfr-1). History: N.A.
F17E9.5,495.968134999421,170.135832801689,0.255419335457989,Positively-regulated,F17E9.5,WBGene00017542,Public name for WBGene00017542. History: N.A.
F18C12.4,82.9054826963002,35.6010464268426,0.300414219286169,Positively-regulated,F18C12.4,WBGene00008935,Public name for WBGene00008935. History: N.A.
F19B6.2,59.5425419011414,24.8568480761642,0.294514546643619,Positively-regulated,F19B6.2,WBGene00006733,Sequence name for WBGene00006733(ufd-1). History: N.A.
F22B3.8,31.419127276248,15.5645684215234,0.331275949887902,Positively-regulated,F22B3.8,WBGene00009039,Public name for WBGene00009039. History: N.A.
F23B12.8,55.6975438078942,17.36494760461,0.237672535782678,Positively-regulated,F23B12.8,WBGene00000257,Sequence name for WBGene00000257(bmk-1). History: N.A.
F25F2.1,113.518991324439,50.4106171264264,0.307513801825104,Positively-regulated,F25F2.1,WBGene00009115,Public name for WBGene00009115. History: N.A.
F26A1.10,766.141137209819,328.954830518983,0.300389043712055,Positively-regulated,F26A1.10,WBGene00017808,Sequence name for WBGene00017808(nspd-9). History: N.A.
F26A1.3,49.9483561827533,22.8241619017115,0.31363710508437,Positively-regulated,F26A1.3,WBGene00017802,Public name for WBGene00017802. History: N.A.
F26D10.3,313.349035084912,100.530850513645,0.242898613853284,Positively-regulated,F26D10.3,WBGene00002005,Sequence name for WBGene00002005(hsp-1). History: N.A.
F26F4.8,192.432999809654,86.0697403011105,0.309044500843616,Positively-regulated,F26F4.8,WBGene00005011,Public name for WBGene00005011. History: N.A.
F26G1.7,2113.4833976278,581.898232695525,0.215887140488422,Positively-regulated,F26G1.7,WBGene00003424,Sequence name for WBGene00003424(msp-3). History: N.A.
F27E5.3,33.6528880732773,16.0291824042554,0.322635152886878,Positively-regulated,F27E5.3,WBGene00009193,Public name for WBGene00009193. History: N.A.
F32A11.3,273.068102679466,118.099066735701,0.301914567401631,Positively-regulated,F32A11.3,WBGene00009308,Public name for WBGene00009308. History: Renamed on 2014-09-24
F32B6.4,450.560538469645,197.5770961568,0.304838178808539,Positively-regulated,F32B6.4,WBGene00009321,Public name for WBGene00009321. History: N.A.
F32B6.6,2774.3228537239,987.089829338573,0.262425294034714,Positively-regulated,F32B6.6,WBGene00003464,Sequence name for WBGene00003464(msp-77). History: N.A.
F32E10.4,48.7033091811304,21.0818594664663,0.302096561132153,Positively-regulated,F32E10.4,WBGene00002074,Sequence name for WBGene00002074(ima-3). History: N.A.
F32H2.3,47.787833444643,22.7370467799492,0.322397524214735,Positively-regulated,F32H2.3,WBGene00004953,Sequence name for WBGene00004953(spd-2). History: N.A.
F36H12.7,1872.57632376144,814.13030505683,0.303021660915364,Positively-regulated,F36H12.7,WBGene00003426,Sequence name for WBGene00003426(msp-19). History: N.A.
F36H12.9,194.586931122462,32.6100939130051,0.143532222342764,Positively-regulated,F36H12.9,WBGene00018123,Public name for WBGene00018123. History: N.A.
F37A4.4,126.482127753101,34.613741713537,0.21486424095253,Positively-regulated,F37A4.4,WBGene00018134,Public name for WBGene00018134. History: N.A.
F37E3.3,197.779378110741,80.0878352734355,0.288223408217316,Positively-regulated,F37E3.3,WBGene00018158,Sequence name for WBGene00018158(comp-1). History: N.A.
F42G8.8,161.709634093137,49.045813552151,0.232714333603835,Positively-regulated,F42G8.8,WBGene00018359,"Public name for WBGene00018359. History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
F43D9.4,309.650513109503,58.5994385720786,0.159129521414706,Positively-regulated,F43D9.4,WBGene00004798,Sequence name for WBGene00004798(sip-1). History: N.A.
F44G3.7,51.5595934789711,10.7441983506784,0.172448546631883,Positively-regulated,F44G3.7,WBGene00009708,Public name for WBGene00009708. History: N.A.
F45E4.6,141.898739155549,54.0404138665205,0.275802018295106,Positively-regulated,F45E4.6,WBGene00018471,Public name for WBGene00018471. History: N.A.
F46A9.1,816.348023740556,356.358924755475,0.303877217758876,Positively-regulated,F46A9.1,WBGene00009754,Public name for WBGene00009754. History: N.A.
F46C5.7,109.307802936597,43.4994841332873,0.284668911852308,Positively-regulated,F46C5.7,WBGene00009782,Public name for WBGene00009782. History: N.A.
F47B3.7,161.47161040165,52.7917637879281,0.246387251146425,Positively-regulated,F47B3.7,WBGene00018531,Public name for WBGene00018531. History: N.A.
F47C12.4,165.701108304222,73.3218941499001,0.306756644327458,Positively-regulated,F47C12.4,WBGene00018548,Sequence name for WBGene00018548(clec-79). History: N.A.
F49C12.15,591.909992183302,212.99647270872,0.264622638777405,Positively-regulated,F49C12.15,WBGene00009884,Public name for WBGene00009884. History: N.A.
F53B2.5,177.529054819639,54.2436824839657,0.23403823553635,Positively-regulated,F53B2.5,WBGene00009956,Public name for WBGene00009956. History: N.A.
F53B6.4,769.51228506186,273.512443959568,0.262230066410965,Positively-regulated,F53B6.4,WBGene00009959,Public name for WBGene00009959. History: N.A.
F54F2.2,19.4080856135332,8.65343542838426,0.308373712724197,Positively-regulated,F54F2.2,WBGene00006975,Sequence name for WBGene00006975(zfp-1). History: N.A.
F56H11.3,39.0358854038233,19.1072500398552,0.328624349100743,Positively-regulated,F56H11.3,WBGene00001245,Sequence name for WBGene00001245(elo-7). History: N.A.
F57A8.6,40.0245991992297,19.5137872747457,0.327751362279112,Positively-regulated,F57A8.6,WBGene00010181,Public name for WBGene00010181. History: N.A.
F57F4.1,158.999825913134,70.5051718795872,0.307205387933488,Positively-regulated,F57F4.1,WBGene00019015,Public name for WBGene00019015. History: N.A.
F58A6.8,2360.87350446968,742.711005166217,0.239307485541404,Positively-regulated,F58A6.8,WBGene00003438,Sequence name for WBGene00003438(msp-45). History: N.A.
F58A6.9,1475.4224426167,621.593109077715,0.296417977718601,Positively-regulated,F58A6.9,WBGene00019026,Public name for WBGene00019026. History: N.A.
H06O01.1,777.568471542949,238.143704524092,0.234459830388381,Positively-regulated,H06O01.1,WBGene00003964,Sequence name for WBGene00003964(pdi-3). History: N.A.
H12D21.1,925.867484667429,318.701961455043,0.256074068384032,Positively-regulated,H12D21.1,WBGene00010377,Sequence name for WBGene00010377(nspa-1). History: N.A.
H12D21.12,891.053040979697,299.141132014546,0.251338091550204,Positively-regulated,H12D21.12,WBGene00044271,Sequence name for WBGene00044271(nspa-2). History: N.A.
H12D21.13,1792.82740140455,604.903594050502,0.252281675966616,Positively-regulated,H12D21.13,WBGene00044272,Sequence name for WBGene00044272(nspa-4). History: N.A.
H12D21.14,1175.29287716667,302.230234232236,0.204551950423359,Positively-regulated,H12D21.14,WBGene00044273,Sequence name for WBGene00044273(nspa-6). History: N.A.
H12D21.15,1175.29287716667,302.230234232236,0.204551950423359,Positively-regulated,H12D21.15,WBGene00044274,Sequence name for WBGene00044274(nspa-7). History: N.A.
H14E04.2,19.0667962589707,7.9565144542862,0.294431520205367,Positively-regulated,H14E04.2,WBGene00019199,Public name for WBGene00019199. History: N.A.
H17B01.4,25.8164157689451,12.7768845251311,0.331064833216461,Positively-regulated,H17B01.4,WBGene00019209,Sequence name for WBGene00019209(emc-1). History: N.A.
K03H1.9,22.1178937935359,10.0472773765804,0.312365114534662,Positively-regulated,K03H1.9,WBGene00010544,Public name for WBGene00010544. History: N.A.
K05F1.1,35.0810302221977,16.900333621878,0.325122935838555,Positively-regulated,K05F1.1,WBGene00019405,Public name for WBGene00019405. History: N.A.
K05F1.2,2485.4236122285,498.860098631741,0.167162423872877,Positively-regulated,K05F1.2,WBGene00003469,Sequence name for WBGene00003469(msp-142). History: N.A.
K07C11.2,272.482198208114,122.774244936942,0.310619212074134,Positively-regulated,K07C11.2,WBGene00000098,Sequence name for WBGene00000098(air-1). History: N.A.
K07F5.1,3225.24079392107,1248.73254757429,0.27911041310696,Positively-regulated,K07F5.1,WBGene00003467,Sequence name for WBGene00003467(msp-81). History: N.A.
K07F5.11,695.871416818813,298.693360288688,0.300325697394372,Positively-regulated,K07F5.11,WBGene00006050,Sequence name for WBGene00006050(ssq-1). History: N.A.
K07F5.2,2619.2163630229,1038.70786205262,0.283961011256645,Positively-regulated,K07F5.2,WBGene00003425,Sequence name for WBGene00003425(msp-10). History: N.A.
K07F5.3,2728.32642320041,1024.69220049603,0.273031472326345,Positively-regulated,K07F5.3,WBGene00003449,Sequence name for WBGene00003449(msp-56). History: N.A.
K07F5.9,801.1013246348,229.345657993582,0.222569100458313,Positively-regulated,K07F5.9,WBGene00006039,Sequence name for WBGene00006039(ssp-10). History: N.A.
K07H8.9,128.935602726887,43.9640981160193,0.254275154333345,Positively-regulated,K07H8.9,WBGene00019509,Public name for WBGene00019509. History: N.A.
K08D10.8,68.9038305921671,27.1700449426913,0.282803673646258,Positively-regulated,K08D10.8,WBGene00019531,Sequence name for WBGene00019531(scrm-5). History: N.A.
K08F4.8,2432.48567848067,980.100292735847,0.28720164151248,Positively-regulated,K08F4.8,WBGene00003434,Sequence name for WBGene00003434(msp-38). History: N.A.
K08F9.2,36.3260772238206,13.9964962298027,0.278135541750498,Positively-regulated,K08F9.2,WBGene00010685,Sequence name for WBGene00010685(aipl-1). History: Renamed on 2009-02-16
K08H10.1,388.122896099436,150.651083900864,0.279618336247011,Positively-regulated,K08H10.1,WBGene00002263,Sequence name for WBGene00002263(lea-1). History: N.A.
K11H12.8,98.5784273049647,44.1964051073854,0.309553191978129,Positively-regulated,K11H12.8,WBGene00019664,Public name for WBGene00019664. History: N.A.
K11H3.2,53.7567352465409,20.3268617445268,0.274377359768015,Positively-regulated,K11H3.2,WBGene00010779,Public name for WBGene00010779. History: N.A.
M110.4,113.958419677953,40.4214164976875,0.261830932711312,Positively-regulated,M110.4,WBGene00002066,Sequence name for WBGene00002066(ifg-1). History: N.A.
M110.7,37.3514100486865,13.0091915164971,0.258320812543489,Positively-regulated,M110.7,WBGene00010915,Public name for WBGene00010915. History: N.A.
M28.9,139.555121270141,37.5175791056123,0.211876698248792,Positively-regulated,M28.9,WBGene00010900,Public name for WBGene00010900. History: N.A.
M70.1,40.7935988178791,18.4974441875194,0.311977041554745,Positively-regulated,M70.1,WBGene00019783,Public name for WBGene00019783. History: N.A.
M70.3,95.6364544781887,41.6700665762799,0.303482065209049,Positively-regulated,M70.3,WBGene00019785,Public name for WBGene00019785. History: N.A.
R02D3.1,84.0406726095445,23.3758910062058,0.217619054448864,Positively-regulated,R02D3.1,WBGene00019819,Sequence name for WBGene00019819(aass-1). History: N.A.
R03D7.8,29.7712709505707,14.0545729776442,0.320691439522878,Positively-regulated,R03D7.8,WBGene00010992,Public name for WBGene00010992. History: N.A.
R05D3.2,33.8359832205748,8.88574241975028,0.207991186839209,Positively-regulated,R05D3.2,WBGene00019877,Public name for WBGene00019877. History: N.A.
R05D3.5,13.9884692535277,1.47921476752313,0.0956325953846736,Positively-regulated,R05D3.5,WBGene00019879,Public name for WBGene00019879. History: N.A.
R05F9.8,2978.39484585696,989.390830088053,0.24935591558947,Positively-regulated,R05F9.8,WBGene00003431,Sequence name for WBGene00003431(msp-33). History: N.A.
R07E5.15,538.257987361015,252.762202723277,0.319539508462284,Positively-regulated,R07E5.15,WBGene00011120,Public name for WBGene00011120. History: N.A.
R102.3,76.7534857471047,12.0218868031915,0.135419164773209,Positively-regulated,R102.3,WBGene00011290,Public name for WBGene00011290. History: N.A.
R10H10.2,225.756316617796,74.5705442284925,0.248297951166808,Positively-regulated,R10H10.2,WBGene00004972,Sequence name for WBGene00004972(spe-26). History: N.A.
R11E3.1,89.680003146307,40.3052630020045,0.310075627771664,Positively-regulated,R11E3.1,WBGene00020003,Public name for WBGene00020003. History: N.A.
R13A1.3,144.608547335552,40.9731456021818,0.22078226011188,Positively-regulated,R13A1.3,WBGene00020042,Public name for WBGene00020042. History: N.A.
R13H9.4,1754.15257963119,824.30593204614,0.319689430065685,Positively-regulated,R13H9.4,WBGene00003446,Sequence name for WBGene00003446(msp-53). History: N.A.
R13H9.6,198.212215038952,30.9258682256014,0.134966077157483,Positively-regulated,R13H9.6,WBGene00020072,Public name for WBGene00020072. History: N.A.
R31.1,182.179671560995,44.7771725858004,0.197293775185024,Positively-regulated,R31.1,WBGene00004855,Sequence name for WBGene00004855(sma-1). History: N.A.
T07F10.1,112.493658499573,24.8568480761642,0.180973836179175,Positively-regulated,T07F10.1,WBGene00011587,Sequence name for WBGene00011587(anp-1). History: N.A.
T09B4.3,96.4545235963139,35.3687394354766,0.268304232667546,Positively-regulated,T09B4.3,WBGene00020377,Public name for WBGene00020377. History: N.A.
T10E9.4,538.153256936761,169.00333621878,0.238989974574991,Positively-regulated,T10E9.4,WBGene00020414,Public name for WBGene00020414. History: N.A.
T12F5.3,52.5966443932641,18.7297511788854,0.262592144586074,Positively-regulated,T12F5.3,WBGene00001601,Sequence name for WBGene00001601(glh-4). History: N.A.
T13F2.11,3265.33057499273,1523.94954408301,0.318200127408106,Positively-regulated,T13F2.11,WBGene00003465,Sequence name for WBGene00003465(msp-78). History: N.A.
T15H9.7,253.513540948095,84.7339751007559,0.250508787442266,Positively-regulated,T15H9.7,WBGene00001038,Sequence name for WBGene00001038(dnj-20). History: N.A.
T16H12.6,176.088462200703,60.661163120452,0.256224959334843,Positively-regulated,T16H12.6,WBGene00002186,Sequence name for WBGene00002186(kel-10). History: N.A.
T19E10.1,71.6634406522347,31.0710600952052,0.302440366859713,Positively-regulated,T19E10.1,WBGene00002297,"Sequence name for WBGene00002297(ect-2). History: Renamed on 2005-09-28. Public name for Dead gene WBGene00011845. History of WBGene00011845: Merged into ""WBGene00002297"" on 2005-09-28"
T20F5.6,29.0022713319213,7.02728648882211,0.195042262904939,Positively-regulated,T20F5.6,WBGene00020628,Public name for WBGene00020628. History: N.A.
T21G5.4,769.988332444834,353.309895493796,0.31452902417745,Positively-regulated,T21G5.4,WBGene00020661,Sequence name for WBGene00020661(smz-2). History: N.A.
T22B3.2,225.115483602255,14.432071838614,0.0602472098371152,Positively-regulated,T22B3.2,WBGene00011910,Sequence name for WBGene00011910(alg-3). History: N.A.
T22D1.9,123.259653160665,18.0618685787081,0.127806921100227,Positively-regulated,T22D1.9,WBGene00004458,Sequence name for WBGene00004458(rpn-1). History: N.A.
T23F11.2,423.579637563888,211.61482687757,0.333149671043888,Positively-regulated,T23F11.2,WBGene00011954,Public name for WBGene00011954. History: N.A.
T25D10.5,144.71840442393,61.5032759641539,0.298238651961385,Positively-regulated,T25D10.5,WBGene00020802,Sequence name for WBGene00020802(btb-2). History: N.A.
T27C10.7,1853.21730764738,737.006706993224,0.284533964177413,Positively-regulated,T27C10.7,WBGene00020860,Sequence name for WBGene00020860(nspd-10). History: N.A.
T27E4.6,35.9598869292256,6.62074925393158,0.155487325869274,Positively-regulated,T27E4.6,WBGene00020864,Sequence name for WBGene00020864(oac-50). History: N.A.
T27F6.1,24.1978546668353,8.82766567190877,0.267298306926372,Positively-regulated,T27F6.1,WBGene00012102,Public name for WBGene00012102. History: N.A.
T28D9.3,80.4153886930544,24.7406945804812,0.235275923278017,Positively-regulated,T28D9.3,WBGene00020895,Sequence name for WBGene00020895(plpp-1.2). History: N.A.
T28H11.1,729.29799929003,84.4865681549511,0.103819329506593,Positively-regulated,T28H11.1,WBGene00006053,Sequence name for WBGene00006053(ssq-4). History: N.A.
T28H11.5,646.434262287314,198.685200505616,0.235097177680663,Positively-regulated,T28H11.5,WBGene00006051,Sequence name for WBGene00006051(ssq-2). History: N.A.
W02A2.8,114.21475288417,44.5739039683551,0.280712141861325,Positively-regulated,W02A2.8,WBGene00012191,Public name for WBGene00012191. History: N.A.
W03B1.9,13.0788525617538,2.41018503542246,0.155605861261635,Positively-regulated,W03B1.9,WBGene00020978,Public name for WBGene00020978. History: N.A.
W06A7.5,2488.93903905661,939.922798579094,0.274120930818022,Positively-regulated,W06A7.5,WBGene00012294,Sequence name for WBGene00012294(nspa-8). History: N.A.
W06D4.2,535.589924874596,201.177854522974,0.273054631525105,Positively-regulated,W06D4.2,WBGene00012296,Sequence name for WBGene00012296(spe-46). History: N.A.
W08F4.8,83.5646252265711,35.8333534182086,0.300116918434744,Positively-regulated,W08F4.8,WBGene00021097,Sequence name for WBGene00021097(cdc-37). History: N.A.
Y106G6A.4,1043.53248250727,459.387075426305,0.305663116166998,Positively-regulated,Y106G6A.4,WBGene00013696,Public name for WBGene00013696. History: N.A.
Y106G6D.3,93.4151441511757,28.515683190179,0.233867708535653,Positively-regulated,Y106G6D.3,WBGene00013700,Public name for WBGene00013700. History: N.A.
Y106G6H.2,523.761978359179,251.617510023321,0.324508855074583,Positively-regulated,Y106G6H.2,WBGene00003902,Sequence name for WBGene00003902(pab-1). History: N.A.
Y110A7A.12,88.6546703214411,39.3760350365404,0.307551496544854,Positively-regulated,Y110A7A.12,WBGene00004959,Sequence name for WBGene00004959(spe-5). History: Renamed on 2012-04-24
Y113G7C.1,81.8435308419748,11.4411193247765,0.122647394874986,Positively-regulated,Y113G7C.1,WBGene00013771,Public name for WBGene00013771. History: N.A.
Y25C1A.13,41.4527413481501,18.2360988222326,0.305519403127576,Positively-regulated,Y25C1A.13,WBGene00021296,Public name for WBGene00021296. History: N.A.
Y37E11B.10,138.44409991634,41.6991049502006,0.231477534670783,Positively-regulated,Y37E11B.10,WBGene00021381,Public name for WBGene00021381. History: N.A.
Y39E4A.3,57.674971398707,25.234346937134,0.304360805801311,Positively-regulated,Y39E4A.3,WBGene00012713,Sequence name for WBGene00012713(bckd-1A). History: N.A.
Y39F10B.1,17.6503721994773,3.77498860969783,0.176192533853677,Positively-regulated,Y39F10B.1,WBGene00021456,Sequence name for WBGene00021456(rfip-2). History: N.A.
Y39G10AR.12,39.4753137573373,9.1180494111163,0.187639809566333,Positively-regulated,Y39G10AR.12,WBGene00021470,Sequence name for WBGene00021470(tpxl-1). History: N.A.
Y41D4A.4,80.5618648108924,40.1891095063215,0.332826378698563,Positively-regulated,Y41D4A.4,WBGene00021506,Public name for WBGene00021506. History: N.A.
Y44A6D.5,242.417975021867,85.5180111966162,0.260776538076065,Positively-regulated,Y44A6D.5,WBGene00012855,Public name for WBGene00012855. History: N.A.
Y45G12B.2,11.2786610735249,3.4846048704903,0.236032114012205,Positively-regulated,Y45G12B.2,WBGene00021563,Public name for WBGene00021563. History: N.A.
Y46G5A.30,193.897760988034,72.7120882975643,0.272728440049765,Positively-regulated,Y46G5A.30,WBGene00004904,Sequence name for WBGene00004904(snf-5). History: N.A.
