gene_id,gene_name,chr,start,end,strand,mean of normalized counts for all samples,log2 fold change (MLE): group pid4 vs N2,BH adjusted p-values,WT_new_rep1_RppH.robustRPKM,WT_new_rep2_RppH.robustRPKM,WT_new_rep3_RppH.robustRPKM,WT_old_rep1_RppH.robustRPKM,WT_old_rep2_RppH.robustRPKM,WT_old_rep3_RppH.robustRPKM,W03_xf184_sensorOFF_rep1_RppH.robustRPKM,W03_xf184_sensorOFF_rep2_RppH.robustRPKM,W03_xf184_sensorOFF_rep3_RppH.robustRPKM,W03_xf184_sensorON_rep1_RppH.robustRPKM,W03_xf184_sensorON_rep2_RppH.robustRPKM,W03_xf184_sensorON_rep3_RppH.robustRPKM,WT_control_REP1_RppH.robustRPKM,WT_control_REP2_RppH.robustRPKM,WT_control_REP3_RppH.robustRPKM,WT_control_REP4_RppH.robustRPKM,Input,Suggested Match,History
WBGene00004969,spe-15,I,1446497.0,1465358.0,+,71.6924401833153,1.56702509796441,1.64047008076085e-22,6.83114408058471,8.3721525332396,9.05113706064545,13.3047675230613,8.82927418065068,8.52886862124858,23.6453425880689,22.773466194961,24.1119604780927,22.9436921416552,25.7307240530407,28.0334208057142,7.54522546549562,5.36831188609953,6.35916349358399,6.49044649835728,WBGene00004969,WBGene00004969,History: N.A.
WBGene00077762,Y57G11C.499,IV,14754089.0,14754969.0,-,3437.15734860789,-0.831464195209192,6.83927567333854e-22,4638.28322179309,3517.83551372882,4145.46030122126,4286.45220981839,3635.9539953208,3578.35425627537,2148.98531604176,2467.68973435583,2296.70013251477,2503.89875693274,2082.46863798606,2293.38731127589,4408.43977530092,4162.17933238766,4752.10709066832,3844.26959072488,WBGene00077762,WBGene00077762,History: N.A.
WBGene00015016,bath-14,II,2048061.0,2049175.0,-,480.054946697818,-1.17000525474535,7.74871255169811e-22,498.112646517992,463.918184201292,484.622011302326,461.077454326065,399.108696574104,414.393386417306,231.852992474303,251.550626427651,236.910378385092,220.130979243932,208.601841830056,205.126818243726,597.320749828243,652.208398132979,614.299200223236,533.188908437105,WBGene00015016,WBGene00015016,History: N.A.
WBGene00019598,K09H9.7,I,3150409.0,3152003.0,-,415.731876270095,-0.950087051627668,3.22084699901451e-21,354.910098567987,449.087177660406,543.207901679787,485.316833811986,415.454679629337,464.521398015237,218.855731946534,231.934930873708,210.485778449613,229.837953734901,264.94854967509,214.559297235597,395.19706175505,449.33128444995,425.595283958554,415.495414520353,WBGene00019598,WBGene00019598,History: N.A.
WBGene00003129,map-1,IV,3683537.0,3686865.0,-,57.4480603115203,1.39053760197348,5.17069963441717e-20,21.3212835709422,20.6297844904339,23.1495502240744,21.3565773022091,27.5578228640052,16.7823004391973,54.9586046647143,56.2216784309041,53.2882427749942,57.9153697223762,76.3170861225372,51.7591265295565,19.6250547320174,25.6260734610078,17.6427942404481,25.8850975538864,WBGene00003129,WBGene00003129,History: N.A.
WBGene00011737,sqst-1,IV,12034252.0,12037051.0,+,5558.63947455629,-1.17798631039425,6.00823741536252e-20,2293.33633316478,1829.11713080005,2349.45748886043,1873.78562127231,1806.85245595395,1867.088853034,1082.95799370404,1043.72269283384,1099.11546082633,834.777088160344,995.817656621089,831.818911365696,2696.31075078399,2522.46184659103,2761.35165793359,2220.35141606107,WBGene00011737,WBGene00011737,History: N.A.
WBGene00019198,strm-1,III,2402070.0,2406332.0,+,593.249263580366,-1.06261649186329,6.249170844432711e-20,459.371113077286,510.234663214063,649.206848980545,536.734184853688,443.642799509288,493.69888859591,260.87017680851,278.586014149242,289.64143412912,211.726013056409,227.118880812689,204.044424479505,566.159844720368,484.593844047058,547.097486353067,445.113499812176,WBGene00019198,WBGene00019198,History: N.A.
WBGene00021362,Y37E11AL.6,IV,3658877.0,3668703.0,-,33.4837136951231,3.94983944103637,9.374279197475521e-20,0.511628682318612,1.15095723022749,1.6053009631731,0.882596859653485,2.24997033561671,3.01338598930889,10.5126787669101,11.2023792097398,12.8656431967153,26.9263248783883,23.2694265750157,27.7310464476017,0.729934871525186,0.366591131256209,0.0,0.558128168758683,WBGene00021362,WBGene00021362,History: N.A.
WBGene00011812,T16H12.2,III,10086303.0,10087171.0,+,399.326351718318,-2.33846355409311,8.75968344549555e-19,641.755246725675,492.967069385108,540.231420026747,391.526415138521,388.78863358978,395.101489791968,136.986622525017,151.558926436795,140.067155045897,131.358462599369,120.332251700306,113.35274970311,982.578996007419,947.696661921016,991.239045812938,949.093977688615,WBGene00011812,WBGene00011812,History: N.A.
WBGene00013221,Y54G11A.14,II,14318158.0,14320917.0,+,2845.75943493891,-1.13029907789286,1.5724285796275498e-18,2108.55868792295,1644.93688239768,2295.56527674391,1773.91042332554,1643.40959658035,1845.5517649283,969.345760461778,896.825110668875,988.798477023673,783.451115466389,1052.99909395345,897.139065637763,2432.63069415685,2369.93173424122,2556.95660791854,1744.32068839795,WBGene00013221,WBGene00013221,History: N.A.
WBGene00003656,nhr-66,IV,8226337.0,8236602.0,-,206.6415589707,0.724072554612149,6.2500606667047e-18,46.2680844884565,40.586386539601,44.987574607708,40.4098995122332,40.3814709923738,42.8473814269303,66.6569806615973,74.9285112643312,64.6706228598254,72.8479839778725,75.8415921362721,76.906387494822,43.1764531815577,53.3766645441977,39.1885699571787,44.4417845751821,WBGene00003656,WBGene00003656,History: N.A.
WBGene00011712,T11F9.10,V,11487152.0,11488275.0,+,2087.51991272118,-0.897057603226357,1.42712477664619e-17,2271.25469034201,1680.79376158631,1968.04556034968,1811.65865367446,1753.76010890696,1661.82999318379,1148.30890711722,1089.25765345257,1111.26433132961,1049.9525487731,941.775781068763,1078.63267668598,2447.78210776848,2049.31189448256,2368.55865653034,1957.67164632903,WBGene00011712,WBGene00011712,History: N.A.
WBGene00011964,saeg-2,III,9240337.0,9242514.0,+,4818.16845879013,-1.12935024788467,1.44051955475639e-17,4792.84919063179,3004.72056291474,3266.40245738321,3296.91016941946,2916.31279938207,2996.13894124096,1843.96311578309,1799.22138960369,1768.45671571275,1507.41584463524,1240.88991690685,1543.07630624546,3828.04148595926,3656.35108207626,4047.95282735828,3585.88898341629,WBGene00011964,WBGene00011964,History: N.A.
WBGene00014033,arrd-15,III,8930036.0,8936682.0,+,471.636927955273,-1.37660115956945,1.6562563750292e-17,199.772364963612,261.586578145964,283.295511637637,282.452913885299,336.659468650463,272.665817864215,136.913652397844,139.176578791205,112.62906904445,115.922479380683,91.1661837280981,126.604194593985,354.646833440035,377.370367168643,403.990778182022,366.826042703607,WBGene00014033,WBGene00014033,History: N.A.
WBGene00044217,F23D12.9,X,14436751.0,14437656.0,+,1664.17379610898,-0.908420984050335,1.6562563750292e-17,1595.71960082203,1607.25375834803,2209.70499077357,1904.23194976397,1335.73018176804,1743.75600391271,904.119597327509,963.19029131691,966.861414628159,896.596335414194,952.546270412056,814.368346752471,1765.13720753259,1748.59114097539,1841.00902670036,1461.11301397555,WBGene00044217,WBGene00044217,History: N.A.
WBGene00019131,bath-12,II,2514977.0,2516097.0,-,292.442547022854,-0.979752335867941,2.96696585121846e-17,308.770945332414,331.82277668299,362.841782869605,359.620136301906,313.493709293736,297.13592622273,153.370276548693,148.978350482926,147.021454006022,152.534619781068,154.465468320843,159.846550952569,258.508757628607,263.633201350541,257.890261765514,230.438597616264,WBGene00019131,WBGene00019131,History: N.A.
WBGene00014223,ZK1098.6,III,9527151.0,9528689.0,+,67.9982026018024,3.17212747150103,8.527094301693781e-17,3.08265483051682,19.5199647492619,7.03434692822745,29.2479265092005,20.0836680637249,29.3957403376398,171.25470240127,178.790330377031,157.829063196467,113.419006665789,107.389133818571,122.436606860583,5.86398517891936,11.7801466638686,23.0636168113292,7.84658606558221,WBGene00014223,WBGene00014223,History: N.A.
WBGene00017100,E02H9.2,III,2465474.0,2466800.0,+,135.781644593548,-1.3796463558513,8.527094301693781e-17,163.761608769438,144.035021196573,191.059330935649,193.289980363049,160.03740150607,167.832981978442,70.2775260798789,79.8008564969686,82.8458093777303,67.953628993727,63.5465713102655,80.5265912506054,200.260149019733,199.386598760112,323.742739427993,223.642197794091,WBGene00017100,WBGene00017100,History: N.A.
WBGene00015096,B0261.8,I,5271265.0,5272037.0,-,979.906356164059,-1.51316897465166,9.38416937392936e-17,1397.13390021642,1556.56308376877,1868.1413564133,1245.39765968983,903.472936786695,969.061233542413,574.112017900548,555.717217544983,563.899244657014,523.045514713853,443.959455017628,524.636257517643,1670.94257673307,1814.20951888726,1911.01534568781,1835.02605515154,WBGene00015096,WBGene00015096,History: N.A.
WBGene00009247,bath-45,II,13123038.0,13124789.0,+,7520.97278651229,-0.787103313134214,1.90203077798262e-16,6234.56094311109,4471.68197966162,5400.69109753236,5369.65625149897,4338.63327415613,4943.38796817577,3066.19797368212,3114.26142030768,2976.73231105468,2712.03884811155,2554.84315418359,2628.50158870715,4607.27939146016,4568.4237642738,4681.33112400188,4420.17576507993,WBGene00009247,WBGene00009247,History: N.A.
WBGene00001854,hil-3,X,8159153.0,8160084.0,+,965.736935038118,-0.767676974974884,2.0901680355787598e-16,897.042010680974,842.657303202473,1000.07238090329,1051.87028245134,1007.46961341104,827.944857927519,577.81108147153,576.256177212539,565.164086834043,621.017358801105,583.114062279774,610.181280123143,1104.1409356503,1018.03234962136,1265.83528163251,1065.98025390056,WBGene00001854,WBGene00001854,History: Renamed on 2010-11-12
WBGene00002048,ida-1,III,5755496.0,5765815.0,+,78.8258161501213,1.78231337619957,2.2292203635351e-16,10.7407046772356,8.6235580970963,18.9390373620222,14.5982123957118,14.3133319869274,15.6097350837864,44.0893386554452,43.5189528332798,39.5955848477757,35.9253519024945,40.5245149590075,46.363045924785,12.0731726756255,8.39553559238487,10.4362521950239,6.39102327689871,WBGene00002048,WBGene00002048,History: N.A.
WBGene00010943,M176.4,II,9420178.0,9422196.0,+,36.5283847999573,2.47277580983949,3.66012415300592e-16,5.49344899284407,9.95508323687685,7.83472935115077,14.2149013453806,14.0923622783685,5.77772611274312,61.6640241654732,46.5090230865908,57.4030695513528,41.4134527213951,30.1235188999624,41.8330974568477,3.91872086475861,9.84038693676521,8.80726026586471,2.99636116240639,WBGene00010943,WBGene00010943,"History: Split into M176.16(WBGene00303071). History of WBGene00010943: Split into ""WBGene00303071"" on 2018-03-02"
WBGene00045297,fbxc-43,II,4234950.0,4235982.0,-,2037.78584287667,-0.848694812384828,3.70566861575721e-16,2790.04201536203,1804.24348764754,2262.78216248118,2186.61526645215,1816.06028582683,2058.07988396804,1305.13006617161,1296.06753842292,1361.78942677364,1194.20411445208,1172.42285239997,1184.20387875737,2515.39742734011,2354.92098564136,2488.50875010268,2310.35555090148,WBGene00045297,WBGene00045297,History: N.A.
WBGene00008862,F15D4.5,II,13245348.0,13247774.0,+,8012.93757035047,-0.775745034084319,4.24831824504391e-16,3962.00038309491,3601.90822723484,4220.41646264814,4408.77523149005,4052.99010663751,4203.76398927905,2775.22286732158,2672.31163293006,2751.711125066,2416.54884614512,2072.22432649078,2535.24664726911,4919.53617262644,4582.01994347326,5215.73466247105,4299.65756156085,WBGene00008862,WBGene00008862,History: N.A.
WBGene00017890,F28B4.1,X,3205078.0,3205835.0,+,490.670928594946,-0.798077519193645,7.79657290981569e-16,890.671196706452,659.095166027709,857.43278018994,852.894080722838,725.823763823019,727.223126723934,463.76920321513,480.700155855891,420.146911231148,513.422628958578,390.30629978618,396.34809198331,702.234778964743,812.422345499336,690.489204843794,787.044198658746,WBGene00017890,WBGene00017890,History: N.A.
WBGene00008517,F02C12.3,X,13397323.0,13397710.0,+,2316.25982369582,-0.868202632285351,1.2268383258833701e-15,7304.30951884519,5232.3368247053,6976.4190812735,6699.38823806893,6283.95881679083,6571.26212797171,4067.40084007269,3847.86789348951,4059.54507867167,3692.6422326917,4059.79980129893,3859.27549432491,7898.26027733827,8784.86767238003,8289.39336223187,7831.04982517236,WBGene00008517,WBGene00008517,History: N.A.
WBGene00022354,Y82E9BR.22,III,1406463.0,1409239.0,-,157.95896115701,-1.13810819273734,1.7592530553411101e-15,530.377290384034,505.163167968469,563.733021091792,657.31185504568,371.004880530934,502.628295890075,229.429797193153,267.300201425888,252.323590381921,187.410445011478,223.303065568451,205.069546912434,469.940154257176,520.03399889928,474.387152300778,401.961361930114,WBGene00022354,WBGene00022354,History: N.A.
WBTransposon00000094,WBTransposon00000094,,,,,78.7920392423995,-1.47218536164792,2.3590103017049e-15,21.1990587804606,21.8042998485425,24.7432203153545,27.5325299871291,15.4781866041303,20.5021387225005,9.27175777681655,11.0972673206522,8.7770402814776,8.17955738108101,6.28780404207347,5.23919506526076,28.5062708569759,27.9347236783235,17.9701164821852,22.4612071895599,,,
WBGene00004927,snx-1,X,1128986.0,1132925.0,+,33.2824353506259,2.17332747576673,2.3871306738392303e-15,1.46994518504919,3.42925443730826,5.31095204043702,5.91677997680795,10.5344523051236,7.42085988545806,31.3223196854129,25.4620877559286,23.3105661121392,24.25378945747,34.1385696987567,31.6059160283398,5.59241125125071,11.2345824101388,7.85553231260661,6.41416591883907,WBGene00004927,WBGene00004927,History: Renamed on 2014-09-25
WBGene00008775,mogs-1,IV,11016229.0,11021902.0,-,137.973618110769,1.33732357218344,3.07049901754788e-15,21.2423735842271,24.2726265109354,27.1796304912726,24.0807677182369,28.4698796008157,26.5546256241202,48.7284059017313,44.8280287970491,47.2297210127485,77.5232209743278,71.0645987446705,75.307940647613,23.3791108815344,23.9179943108911,21.4068818926683,18.8694358754374,WBGene00008775,WBGene00008775,History: N.A.
WBGene00006592,dpy-31,III,7202661.0,7207664.0,+,1472.25600870231,-1.18405280117662,3.49772733519521e-15,921.198233690343,751.581100615468,854.763917546451,570.797070797736,556.940547922988,528.181083400806,360.881199927406,362.304772502795,305.2343865113,320.136323995067,239.799215349378,297.578587753758,759.675642221075,745.990210721071,811.40436513902,646.982034731724,WBGene00006592,WBGene00006592,History: Renamed on 2005-06-13
WBGene00009526,clec-169,IV,1261272.0,1264622.0,+,26.2953814980536,1.99572409940768,4.645311040565031e-15,6.16934454955526,8.41122757692429,6.07909366408662,5.80503824575754,6.02904354766402,7.55036878398263,16.6458391615378,25.2151284219231,22.107988477446,32.8673001248334,19.5380753936929,32.6599636751182,8.00157663484742,2.41115240125975,8.99170550703466,4.28275705412013,WBGene00009526,WBGene00009526,History: N.A.
WBGene00015639,C09E7.5,III,6538101.0,6541312.0,-,332.557207595635,-0.796720660999695,1.17358217244906e-14,215.70593303143,213.037001652271,207.760348207269,211.769062335002,186.806882230659,183.462115715305,133.015318666004,137.892678694515,129.120137812247,115.743186251337,86.7371686165357,115.216427631732,216.839451943532,215.291019409981,228.676367503325,207.570569037751,WBGene00015639,WBGene00015639,History: N.A.
WBGene00000819,csp-1,II,13601204.0,13605057.0,+,1265.71479205884,-1.29664381849697,2.50291331633097e-14,510.359132238417,819.350966477188,992.028375778613,789.156297270971,483.686240780133,697.352903981925,343.484460469022,344.860008782219,335.656658462355,322.737582863507,251.734302154525,305.770571923676,841.89293417072,919.536544465209,949.47947769419,800.60837123265,WBGene00000819,WBGene00000819,History: N.A.
WBGene00018664,bath-11,II,1913605.0,1916376.0,-,940.918299829986,-0.835634238661472,2.50291331633097e-14,1093.48172354962,846.159784307759,1066.66278875304,915.968859419874,834.769838262987,793.63446167872,590.769312740052,582.143840246401,564.781716088402,469.643369749121,524.135421287658,431.242029856916,889.193388948862,1035.36206242723,1085.46623276696,866.570996436727,WBGene00018664,WBGene00018664,History: N.A.
WBGene00004140,ebax-1,IV,10286955.0,10293013.0,+,143.244041698821,0.751671342311884,3.1153435519444104e-14,18.2599149621296,15.6264346875114,18.1853999587274,18.4193087855637,14.3664591972637,17.0564984962107,27.5567088178004,26.0215612412592,29.0269042870461,26.3250010389522,25.9556418027845,27.5883559036046,13.687926400847,15.3011087016744,12.4045919237531,14.0111536044919,WBGene00004140,WBGene00004140,History: Renamed on 2013-07-10
WBGene00011060,R06C1.6,I,11947001.0,11953126.0,+,65.4921921300762,1.09718963951546,3.63656746834845e-14,14.9317891728332,23.726605696766,27.0758885653708,24.3785115792589,23.9729259986541,22.4349788074157,43.4242515844907,48.2624800220486,46.7539624569914,49.1529171748645,43.0036691349805,53.0313639271405,13.6947955049685,16.0483423048378,34.1986957429968,19.779339894715,WBGene00011060,WBGene00011060,History: N.A.
WBGene00021603,clec-204,V,1757186.0,1760299.0,+,22.0354853825612,2.61686279743578,3.9230394280260304e-14,3.44365459252912,4.42675857779804,4.49035234454014,5.51623037283428,2.40381446112896,4.55319311571398,15.3497090257591,13.5003031501993,13.7081957137559,30.2291381171096,22.5331326626584,29.9699802675924,1.4037209067792,1.40996588944696,1.5774197491101,1.87831595255326,WBGene00021603,WBGene00021603,History: N.A.
WBGene00010989,R03D7.2,II,10932741.0,10935140.0,-,75.486905425616,1.70248313962928,5.80511474459346e-14,10.7852506707961,15.7256581301839,13.3309542730016,15.1168431717,22.3974498537618,20.0399536445349,36.2509684605429,39.358123075646,42.7584479602848,59.8294932529333,75.6660720892606,66.8317894902698,20.5162606784216,13.5236948525822,23.0549781055043,14.2166102765879,WBGene00010989,WBGene00010989,History: N.A.
WBGene00195142,M110.10,II,8214057.0,8214469.0,-,440.254171776747,-1.3372938054491,6.54449138723991e-14,1234.62938381546,1172.16803740279,1257.13828674465,937.839302321869,689.458222294169,783.91292559996,503.738416476482,477.353359771933,499.226695470998,408.485088234277,273.081004265034,366.219840775913,1042.0571434655,1115.08500881504,1184.30994219144,1234.79100338237,WBGene00195142,WBGene00195142,History: N.A.
WBGene00044799,ZK686.6,III,7771591.0,7772559.0,-,1244.5671494309,-0.966180694839844,9.872347747199333e-14,1433.87965698561,1007.53537920783,1225.66812212895,1146.88478737518,1055.72712327553,1013.08569296224,717.322174557603,678.029779226643,724.718883653338,607.23101815866,552.25489334133,637.716273935008,1500.09145285483,1454.76177640798,1572.33980668245,1379.9658372323,WBGene00044799,WBGene00044799,History: N.A.
WBGene00007114,mttu-1,IV,11295074.0,11296887.0,-,134.126068272609,0.97558671228653,1.04552651056506e-13,63.7948915298021,69.0986867609695,80.0658793046633,60.5279670190402,77.5837579196203,56.0625811197784,124.609203562378,130.78399372959,121.400040089722,123.811856218803,116.149886915984,127.007506510354,62.6995338361377,48.7575301124883,63.6395580501192,45.6220151179296,WBGene00007114,WBGene00007114,History: N.A.
WBGene00004240,puf-4,IV,3204559.0,3210582.0,-,674.386961551348,-0.859769034249157,1.32649937595766e-13,592.358760520161,372.281409111472,412.022424007827,405.708586557252,349.349147601676,447.343308590948,223.088341711244,243.453405403737,255.329234121321,254.151851390224,241.580481682985,244.682839649284,477.972933578036,454.876764530765,517.657325768162,413.141332851683,WBGene00004240,WBGene00004240,History: N.A.
WBGene00007060,wht-6,III,6471720.0,6475246.0,+,116.830365098569,1.15239391789924,1.3812333560353e-13,33.2505707275094,26.3740357435299,47.8011712755984,28.679831995336,26.8620359089262,24.619748807782,74.225865103301,75.0688836162253,77.7378351457685,70.3756646232174,57.7737943200521,73.082208660805,29.0954381019222,34.3074680001284,32.6957577174574,35.3052880677538,WBGene00007060,WBGene00007060,History: Renamed on 2007-06-04
WBGene00006822,unc-93,III,3644375.0,3648822.0,+,31.3185725967722,1.26564319855974,2.0467897338061299e-13,8.7083219138295,6.92582680236969,8.58092851614259,6.48698500195662,8.12344947963229,6.66106437755512,15.6642600393101,19.6451268974499,15.8722575234428,20.9447513035688,16.5984231297714,17.0219390711521,7.90622297333284,6.23966890844863,6.34610901374086,7.12483476400375,WBGene00006822,WBGene00006822,History: N.A.
WBGene00016631,C44B7.11,II,6894179.0,6897540.0,-,30.2271212911465,1.66639558508321,2.38252491441355e-13,5.74341545495232,6.8001882209208,5.17340858742654,5.21463753058055,4.72656907658458,3.30644897541956,12.1923451242073,13.590376094779,13.9701297498057,18.2306839493125,17.9409790746866,12.1866726484935,4.31266634851741,4.33185287375061,0.969264621851778,3.13270352217727,WBGene00016631,WBGene00016631,History: N.A.
WBGene00001636,gly-11,III,12171353.0,12177245.0,-,16.8615323877689,2.3382044893615,4.85175709509692e-13,1.74359723882742,3.26865608787902,3.23272250745346,3.75979079328481,2.9819037170912,2.9341209313137,12.605629092985,8.39893537902163,10.0725630317139,20.3367007893467,12.0919493017143,17.5733555231327,2.48757051842256,3.12329676934969,0.0,1.42654834588626,WBGene00001636,WBGene00001636,History: Renamed on 2006-06-29
WBGene00003548,nas-30,I,942257.0,947710.0,+,44.3125236940391,3.07715028817188,7.44841556860211e-13,0.385158670958955,1.1552679314643,1.09862272249844,4.65098794581443,7.15159110421989,5.50922414417789,45.7255590810423,37.5560811918439,39.788554605329,27.8306830719959,24.847423388733,28.2949891694909,4.39601225997191,6.62335437146049,6.17497798415683,5.04196682788743,WBGene00003548,WBGene00003548,History: N.A.
WBGene00010610,K07A1.3,I,9587169.0,9588132.0,-,356.369779184464,-1.0037934013154,8.667931230176519e-13,468.133759800842,408.321568002971,489.506740296994,503.088599706475,403.353363926217,404.853836450648,244.669113863495,269.529149131679,251.722459249952,177.977722348981,168.168873125265,173.208297947029,378.104413171538,428.038123789331,466.684331045972,348.945055825791,WBGene00010610,WBGene00010610,History: N.A.
WBGene00019638,K10F12.6,III,398730.0,399392.0,-,680.549518698325,-0.589883521492683,8.74169950800008e-13,1746.73666664268,1486.56573649146,1783.23577559635,1884.29003735652,1601.75483819708,1674.5934044803,1209.9101779575,1114.2184275917,1063.01640620327,1024.46096345385,1012.05727914628,1126.46809391033,1696.99885841743,1483.09149740729,1666.73790998594,1415.06839945251,WBGene00019638,WBGene00019638,History: N.A.
WBGene00012189,W02A2.4,IV,13339724.0,13342333.0,+,19.7749544745048,1.8407944555556,9.7225963625087e-13,2.01998360137578,2.52452479621692,5.47369187903615,3.48461930446573,3.4545802638782,5.52373768138741,14.2194999144297,15.3325826622407,13.7284889738636,16.3773327669759,19.2212463485912,16.7396192950137,8.6456634753425,2.89470899165185,8.09624396862048,6.33526449659054,WBGene00012189,WBGene00012189,History: N.A.
WBGene00008929,F18A11.2,II,13032778.0,13036505.0,+,1032.16180004917,-0.672608738483937,1.61312705404473e-12,650.656536710172,590.723369370721,780.37452139432,760.373847362414,615.633392711425,739.01869979315,462.675407924528,483.001500186282,480.450748056429,415.827038560486,372.603522389875,420.09530054335,621.932055251591,731.287055531961,746.589790990132,759.886236404865,WBGene00008929,WBGene00008929,History: N.A.
WBGene00007133,B0284.3,III,4379368.0,4381041.0,-,2012.58530611303,-0.669796017062925,1.89024685963858e-12,2871.99667639611,2607.57217441926,3199.33477386404,3095.59671847541,2333.20044743259,2846.53838037703,1949.06680303417,1966.33483002334,2009.95846019696,1842.78373641085,1615.20432136269,1733.73340002244,3168.47791331737,3030.06738146982,3547.08089923257,2841.25540811712,WBGene00007133,WBGene00007133,History: N.A.
