gene_id,gene_name,log2 fold change (MLE): group dpy f3 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f1_RNAseq_rep1.robustRPKM,mutant_f1_RNAseq_rep2.robustRPKM,mutant_f1_RNAseq_rep3.robustRPKM,mutant_f1_RNAseq_rep4.robustRPKM,wt_RNAseq_rep1.robustRPKM,wt_RNAseq_rep2.robustRPKM,wt_RNAseq_rep3.robustRPKM,wt_RNAseq_rep4.robustRPKM,Input,Suggested Match,History
WBGene00007611,C15H7.4,3.20371047533103,4.05579013258229e-85,24.3043248044503,27.7000029474396,26.3297115586066,23.2806417309232,2.68932577971991,2.87291654710429,3.09728405792857,2.35997809587505,WBGene00007611,WBGene00007611,History: N.A.
WBGene00011808,T16G12.7,2.99665321797574,1.8074149689470097e-83,32.0460937780115,41.4175434657471,34.8514448061329,33.5795825894987,5.63861133234695,5.03710612027373,4.13396154710241,2.8964371017662,WBGene00011808,WBGene00011808,History: N.A.
WBGene00012720,Y39E4B.11,2.71675073755301,4.6116531607321e-83,32.044631520989,38.9436775542881,35.8745291637201,35.2078631129187,5.1553540541507,6.1855297707908,4.97512955568598,5.24160552176939,WBGene00012720,WBGene00012720,History: N.A.
WBGene00011414,T04A8.13,2.93857653322757,6.12693298910834e-83,29.8967903185911,29.7804427142027,33.0824721783794,28.3168295974343,3.37193752197297,4.70849559915324,4.01936541278895,3.63956254969354,WBGene00011414,WBGene00011414,"History: Split into T04A8.18(WBGene00119203). History of WBGene00011414: Split into ""WBGene00119203"" on 2008-08-26"
WBGene00013449,Y67A6A.1,2.1984862868942,2.78257118316253e-82,80.9762085993365,86.0051378702634,86.0999425414553,80.784493650251,18.747067404043,20.4785972088892,16.3636376537005,16.9707239180778,WBGene00013449,WBGene00013449,History: N.A.
WBGene00016085,C25A8.5,2.37480131526534,8.53090508520686e-80,34.6593561058258,45.306871877739,44.8331565651278,37.9178082202464,7.67487403493153,9.31801327552687,7.42485821032899,6.88463834310958,WBGene00016085,WBGene00016085,History: N.A.
WBGene00020289,T06C10.3,2.40225929826334,1.09202357732789e-77,24.5400249847253,24.5046656720427,25.563532664272,20.9746471039731,5.0498490845796,5.30746692368269,3.77779844054871,3.88423634991334,WBGene00020289,WBGene00020289,History: N.A.
WBGene00007563,C14A4.13,2.56883695245443,1.6497832864733597e-77,20.1742016951701,25.0535781947935,20.8460408773612,21.6643621982022,3.88745489312077,4.06808591128426,3.82012548848085,2.97720313633468,WBGene00007563,WBGene00007563,History: N.A.
WBGene00016462,C35E7.10,1.86662674436174,2.5567908365257e-77,35.0983958603587,41.9153956316711,38.8099544276489,36.9619303498739,9.76205019641578,11.3968288749669,9.71387255139987,10.999441069433,WBGene00016462,WBGene00016462,History: N.A.
WBGene00017279,F09C12.8,2.29975850339635,1.97005609213837e-76,50.9098761941206,63.3645535175211,55.4652114467695,51.5720926949553,11.4599406323867,13.9138667766734,8.66279138062501,10.8010160294932,WBGene00017279,WBGene00017279,History: N.A.
WBGene00010906,M88.3,2.35370150327755,3.87874446870519e-75,35.1450692591092,39.1309822520436,40.5432918846359,32.2660713590246,7.68969156163412,8.47321182231064,6.01169655711773,6.51923027193852,WBGene00010906,WBGene00010906,History: N.A.
WBGene00007209,BE10.1,2.35498072019644,1.0865330624059e-74,34.3478276123997,38.5115978405206,34.5910402197635,31.7544354448917,8.5680277385341,6.35101731200748,6.41404263837085,5.87178268886728,WBGene00007209,WBGene00007209,History: N.A.
WBGene00021639,Y47G6A.13,2.14674836124286,1.07289017633986e-73,23.1435806503927,25.9896137336698,24.5799149587476,22.4165369572586,5.58542920871724,5.34265581564617,4.80730425219062,5.98672326736498,WBGene00021639,WBGene00021639,History: N.A.
WBGene00012605,Y38F1A.1,1.81911767145916,2.42819961402919e-71,51.4950128152209,56.4683530948782,60.7185408816224,50.9544361541034,15.5455488173135,16.9457025508957,15.4995205847519,14.1874373022515,WBGene00012605,WBGene00012605,History: N.A.
WBGene00014174,ZK970.8,2.70625965374944,3.72182472838568e-71,55.6513208501573,58.1168505336474,60.8137572523838,68.2755657155463,7.63721953028684,11.8008111971965,9.89521919805749,7.70721850877981,WBGene00014174,WBGene00014174,History: N.A.
WBGene00018120,F36H12.4,2.41588272205997,1.11676180159433e-70,98.8044121015642,122.456313346655,119.319255105407,142.729915658744,19.6021967944029,22.8440394533384,23.5506216913768,24.6295895824051,WBGene00018120,WBGene00018120,History: N.A.
WBGene00007081,AH6.3,2.14165047666568,3.9078764871381495e-70,37.9498752701143,45.5026127213261,40.9168016959481,40.0403149127311,8.26634356958647,9.68523740426454,9.39746693851797,9.92161045192064,WBGene00007081,WBGene00007081,History: N.A.
WBGene00012402,sfxn-1.3,3.22679821388684,3.54697408275062e-69,18.6118417794638,19.9881653569481,17.4522132221551,17.9443680091195,2.05369836357545,2.33439296643322,1.90849988771783,1.56604326824541,WBGene00012402,WBGene00012402,History: N.A.
WBGene00008811,F14F7.4,2.34105520448225,2.5865130477451603e-68,37.0895610803518,34.5845591634483,34.8686692936279,30.6498493328692,7.56129277196612,7.85144894860801,5.4135138751621,6.15646459793491,WBGene00008811,WBGene00008811,History: N.A.
WBGene00020286,T06A10.3,-3.38725074399783,5.91433465316897e-68,4.89084414031238,3.52381142721936,2.57268779209127,2.42998960350908,33.3290039582253,32.4479227834237,38.7793285704519,35.6517407831332,WBGene00020286,WBGene00020286,History: N.A.
WBGene00018119,F36H12.3,1.8405198814515,3.5579049506424904e-67,42.1440045727899,41.9283127805422,44.7481828063309,38.6974330291116,9.9649050556505,12.6242179828188,12.3805086995195,11.7871812194346,WBGene00018119,WBGene00018119,History: N.A.
WBGene00010547,K03H1.12,2.44921410825488,4.65269986407841e-67,61.1576731706578,73.3649565004832,63.2863969034416,72.4800352954559,12.7777991799452,15.7753899684745,9.37533365815955,11.3389572575246,WBGene00010547,WBGene00010547,History: N.A.
WBGene00020053,R13A5.11,2.5932032675101,3.4971794244626e-66,22.4870049292032,25.2960954496175,22.9773466762868,19.7074778943036,4.61348773926846,4.27130967812159,2.55039959247005,3.50869825690767,WBGene00020053,WBGene00020053,History: N.A.
WBGene00007597,C15A11.2,2.687261809597,1.6570161466069801e-65,31.3534613653215,33.2268395049336,38.1761635161177,36.0375284561256,4.11426705106404,5.77646120238667,4.35931174123379,7.31710621566831,WBGene00007597,WBGene00007597,History: N.A.
WBGene00012169,W01B6.2,1.77631076905489,2.45042812058279e-65,48.2556321800175,55.6692339342601,52.8416491968203,49.2518723047778,13.5201564468438,18.0120884522676,14.0771175517685,14.4296920857977,WBGene00012169,WBGene00012169,History: N.A.
WBGene00016461,C35E7.9,1.75933310185847,7.87198832726994e-65,38.6817342979568,44.4358593534102,42.8054550718011,42.6711376851706,11.1439042510553,13.119420357963,12.053159655939,13.4843192898021,WBGene00016461,WBGene00016461,History: N.A.
WBGene00009079,F23B12.1,2.6591513196571,6.52763207695505e-64,21.2040893578625,27.2699420541794,20.433013435698,22.5706356571871,3.02364781449313,3.87607387890854,3.76090689447194,3.82083473803829,WBGene00009079,WBGene00009079,History: N.A.
WBGene00016398,C34D4.2,2.27235354818072,1.97951989438501e-63,29.9137255656161,34.7952086967707,32.0174645157349,26.7148260415751,7.68671381327091,6.62436996450059,5.22238018484476,5.98580033034599,WBGene00016398,WBGene00016398,History: N.A.
WBGene00009401,F35C11.2,2.49053497169464,2.66620888834791e-63,17.1021048868591,20.1195822816781,20.1834391556732,16.6235880997202,3.54453669780097,3.19564774039918,2.8261568184363,3.61769936002686,WBGene00009401,WBGene00009401,History: N.A.
WBGene00235383,ZK616.65,2.361281961833,2.66620888834791e-63,14.974321626542,18.3624877195712,15.0097356982298,14.672003560727,2.78278128633413,3.13608994908132,3.06192775767498,3.29104924447479,WBGene00235383,WBGene00235383,History: N.A.
WBGene00010876,M05D6.3,2.74970938606164,3.01834509096557e-63,16.957071460162,22.4440460587118,17.0899974760349,17.4557805801782,2.55236937427121,2.54483657104609,3.23350719936524,2.68775283141325,WBGene00010876,WBGene00010876,History: N.A.
WBGene00022753,ZK484.7,2.04431152400431,1.38839345284049e-62,24.6094544046895,29.7321009444826,28.4688337938359,27.1780034481662,7.23236268495781,6.90781000372442,6.65640232907498,5.84329775867552,WBGene00022753,WBGene00022753,History: N.A.
WBGene00011322,irld-14,2.60997206073482,1.90337450426498e-62,28.4016499904684,35.8655626718982,33.4051336055493,27.3236110580971,4.81414153011154,5.76444140577673,5.3738268491214,4.48455283508347,WBGene00011322,WBGene00011322,History: N.A.
WBGene00006509,tag-164,1.91840605852865,3.0109904114951e-62,38.3841824956648,46.2745845680341,41.1704797953744,42.4157828454798,11.2131210476457,12.4729561664112,10.0729977124633,10.670834292038,WBGene00006509,WBGene00006509,History: N.A.
WBGene00043147,nspd-6,1.89665121471237,3.75524942803918e-62,128.99187977648,163.257484227201,150.659307358564,176.618303454814,38.8074217263493,45.3109152465084,42.140366450722,40.0009695133234,WBGene00043147,WBGene00043147,History: Killed on 2004-10-04; Resurrected on 2006-10-03
WBGene00009502,F37A8.2,2.26364901161393,8.038800208716479e-62,17.1834921184175,19.8625330172512,19.4490462073894,18.3337890129138,3.77688032560869,3.97449497774245,3.79797331949983,4.03657603147217,WBGene00009502,WBGene00009502,History: N.A.
WBGene00004906,snf-7,3.03994675176604,2.31109073982571e-61,8.87567429022832,11.1419131738342,10.2431673419059,8.43198460546223,1.56400506338321,1.27974191143079,0.896796235152155,0.946127931963306,WBGene00004906,WBGene00004906,History: N.A.
WBGene00022707,ZK354.6,2.06841351328744,2.9012804442914103e-61,25.8370299722985,27.52281742752,23.6997177542226,28.4092210174416,6.27509348601312,6.97708304296757,6.0397039129607,5.79880332129298,WBGene00022707,WBGene00022707,History: N.A.
WBGene00009458,F36A2.11,2.21959605998331,4.35372199716955e-61,28.6941016312699,32.6487849706922,30.3120509505653,29.4195034007919,7.72430676222862,6.37330612429207,6.15880271103117,5.72063050676779,WBGene00009458,WBGene00009458,History: N.A.
WBGene00007335,C05C12.1,2.17990564069615,1.23264333825954e-59,21.8957881121173,28.0583114432772,22.7866633013798,24.3685221856392,5.25912596923005,6.01944419393281,5.20343721731999,4.9087544394201,WBGene00007335,WBGene00007335,History: N.A.
WBGene00016358,C33F10.12,1.75926561757979,2.45609495143003e-59,35.6366411191693,42.9556134761215,44.5014198313746,36.6029677486005,11.9911010360298,12.1543115831969,10.6369852502336,12.3922127510865,WBGene00016358,WBGene00016358,History: N.A.
WBGene00011191,R10D12.10,2.21117351417872,4.83988307437094e-59,15.0661057352155,18.0197141669642,17.0680026272884,15.7517249263028,3.35848448938853,4.02810472296697,3.43212557770463,3.38719121302427,WBGene00011191,WBGene00011191,History: N.A.
WBGene00050940,C25D7.16,2.87162603710378,6.27918873624463e-59,45.7819086910685,47.8415274060439,44.4090445362658,46.8820890849889,4.6501561738547,8.84343028889664,5.56154655657246,6.02684430518358,WBGene00050940,WBGene00050940,History: N.A.
WBGene00022108,Y71F9AL.2,2.00899818410366,7.24412122412555e-59,23.3315588013442,25.1612666698408,24.5668713718001,22.4873955660261,6.26925727555366,7.09892548581351,5.75417303887041,4.53558290300986,WBGene00022108,WBGene00022108,History: N.A.
WBGene00007049,tag-191,2.76001097909925,1.64547138117243e-58,17.2474027396121,22.5358648723173,18.4526005408868,18.5781974752736,2.40084542870929,3.103554145575,2.78130752867591,3.04870177073272,WBGene00007049,WBGene00007049,History: N.A.
WBGene00007457,C08F11.10,1.72036989373125,1.65133462751925e-58,38.0842447596862,40.7826712388082,44.096189024243,39.588212525964,13.1236811694727,12.5174897376489,11.4168326071531,12.2568384167487,WBGene00007457,WBGene00007457,History: N.A.
WBGene00015500,C06A5.2,2.82443584242196,1.76360331212241e-58,28.2280031982313,33.7202047213943,27.3257178894889,28.2406784993237,4.6188331350448,5.57903274464409,3.05587651704717,3.20805578594352,WBGene00015500,WBGene00015500,History: N.A.
WBGene00044205,T13F3.8,2.24404272618728,2.38158297053739e-58,35.860762635092,38.7836766122927,44.8986205561508,36.4028519748748,9.59663402956131,8.78722484740148,6.76817011635642,7.70947353204296,WBGene00044205,WBGene00044205,History: N.A.
WBGene00004901,snf-2,2.28431072398141,8.85630235682088e-58,9.76371192873887,11.7114259408714,12.4008411437675,9.87903341852876,2.36927378610035,2.05818861957838,2.17245039666444,2.39898599828621,WBGene00004901,WBGene00004901,History: N.A.
WBGene00013279,Y57A10B.7,2.52289036588462,1.7264240575667898e-57,20.9573250368621,26.9804294576621,28.1482311369986,26.5046325502396,4.49358317518752,4.50274875532313,4.48195222500251,4.37480599272247,WBGene00013279,WBGene00013279,History: N.A.
WBGene00014997,AC7.3,3.15497437726837,5.97926196605814e-57,22.1272495641392,23.6815232032857,20.7894258805418,19.9973520610856,2.92861505892474,2.86038058038386,2.22609579302914,1.64477623468157,WBGene00014997,WBGene00014997,History: N.A.
WBGene00016040,C24A11.1,1.89716875388808,8.15358419365028e-57,45.6423465246589,53.4394636595578,53.0689395308451,58.78218894893,15.3786971561352,11.9560850287385,14.837620786982,14.5647911327531,WBGene00016040,WBGene00016040,History: N.A.
WBGene00015929,C17H12.3,1.77755044758759,1.26199326106378e-56,41.4493524901842,53.0800568207313,49.4982130979361,44.6832021674517,16.2018157178228,13.6265028342654,12.7506967380684,12.4483546647398,WBGene00015929,WBGene00015929,History: N.A.
WBGene00017179,wht-4,2.15709626220695,1.5750783721491098e-56,13.3771645331804,17.6386556423661,18.1392272898601,16.6344958936309,3.93930723820922,3.92223362102064,3.25069791969485,3.62469060302973,WBGene00017179,WBGene00017179,History: N.A.
WBGene00022634,ZC581.7,2.0082879111377,3.04424904850847e-56,23.3536639488484,27.3459582161085,24.3873050013189,24.0511736331033,6.38193068483914,7.33113623791458,5.35216552204325,5.49854407184147,WBGene00022634,WBGene00022634,History: N.A.
WBGene00007415,C07E3.4,2.72245270383645,5.03100224229434e-56,12.6463470676406,14.0099750149338,14.5248321628678,10.9899252797668,2.24489095842333,2.01181494767983,2.12885450063472,1.50891387026709,WBGene00007415,WBGene00007415,"History: Split into emc-5(WBGene00195248). History of WBGene00007415: Split into ""WBGene00195248"" on 2010-08-24"
WBGene00012219,W03C9.1,2.43865456932924,1.3896849398483299e-55,24.5046699731267,29.778882091621,26.5530539297071,23.6759777450455,5.38076830542937,5.32427171860044,3.958087679223,4.56949713959277,WBGene00012219,WBGene00012219,History: N.A.
WBGene00017384,F11G11.4,1.94561533501446,1.60086204971595e-55,52.8005406224703,58.8815459354059,64.3123589229733,55.7538733041968,13.5409912066599,17.9341275431078,13.2836807721292,15.2777529364543,WBGene00017384,WBGene00017384,History: N.A.
WBGene00013858,ssp-34,1.46099120294815,3.97150371739459e-55,192.251756789963,215.330382105437,224.461153663262,226.485712320029,67.0459752995374,81.0658574321372,76.3606453807022,87.4447092614871,WBGene00013858,WBGene00013858,History: N.A.
WBGene00007512,C10C6.3,2.56296544969428,4.01089292162337e-55,21.5381790904686,23.7001340828704,20.431810558988,19.2331092022421,3.87277444266319,4.50086100822939,3.01067307515366,2.90179272254707,WBGene00007512,WBGene00007512,History: N.A.
WBGene00013053,Y50E8A.10,2.61762704716317,6.02518999569513e-55,24.2072483732399,30.7247125898164,28.3956881140272,26.0507048859665,3.80392280450825,5.27170141230886,4.04942816412814,4.65526308590513,WBGene00013053,WBGene00013053,History: N.A.
WBGene00016054,C24D10.2,1.76479716190524,7.10186611551217e-55,84.2047376458966,88.1551342533601,83.2109993194667,82.8448930025877,20.9675239343116,30.1380584472348,21.3543096889423,26.9577597419359,WBGene00016054,WBGene00016054,History: N.A.
WBGene00008950,wht-5,1.98381065377078,8.40099868394721e-55,12.5747833124774,12.80653944434,12.0321121936054,11.4131458293297,3.5470427333622,2.9076208961502,3.0463269029314,2.84585593914344,WBGene00008950,WBGene00008950,History: N.A.
WBGene00012345,W08E3.4,2.5912799715508,1.0797647729437e-54,25.2264592500323,32.8078994948009,24.1750979828259,27.3693565868918,5.09376081574986,5.146634592662,4.55156438620327,3.32934544278286,WBGene00012345,WBGene00012345,History: N.A.
WBGene00015931,C17H12.5,1.9810837092621,1.95896672179468e-54,27.5069650099301,32.4849990912309,30.70487011711,27.3333752131996,8.49747040704443,8.85882623299291,6.47323740574876,5.98343192998738,WBGene00015931,WBGene00015931,History: N.A.
WBGene00019020,F57H12.5,2.17361289676952,2.3051836053846702e-54,15.1339512286093,16.3447083254164,17.9972671145243,13.5307341496642,3.5440049729859,3.7555569040153,3.83855171599619,2.80947338217498,WBGene00019020,WBGene00019020,History: N.A.
WBGene00016420,C34G6.3,1.96577940738059,4.54536671558853e-54,51.3708282920073,56.3634716218238,56.7063536638908,53.3042303646451,12.1437159402935,12.3024013626439,14.0602543438128,17.4132373246429,WBGene00016420,WBGene00016420,History: N.A.
WBGene00019086,F59A6.4,2.08114164410024,1.51290711984166e-53,16.5113028422637,18.8639728651489,17.2252369396103,13.791478730874,4.01065355070821,4.79372116659682,3.61766905958137,3.22396008099549,WBGene00019086,WBGene00019086,History: N.A.
WBGene00019151,pck-3,1.84899049905508,1.82752195155461e-53,18.5383609124544,21.9791590812593,21.0996066887714,19.3495783609403,5.81005582825598,5.95976713566379,4.34518429817652,6.35057237285196,WBGene00019151,WBGene00019151,History: N.A.
WBGene00020435,T11F8.4,2.36250891365624,1.09495104354638e-52,14.2180306634295,16.4150357003206,15.245459883213,14.5113003099677,3.02448921917218,3.97347926218463,2.31714524691543,2.3540675961716,WBGene00020435,WBGene00020435,History: N.A.
WBGene00016765,C49C8.1,2.27003304359352,2.33689050680103e-52,13.7354622762854,17.3933263509643,15.6174911660893,14.9996843479489,3.64662277180472,3.55873026965064,3.03380186509635,2.52634730890018,WBGene00016765,WBGene00016765,History: N.A.
WBGene00013978,ZK507.1,2.17692083726607,2.6979234274179507e-52,19.8585466968888,21.9738141512254,20.0540703782213,19.6624958142373,4.44400645859233,4.53614120533868,4.37978681253962,4.67972663451615,WBGene00013978,WBGene00013978,History: N.A.
WBGene00045306,ZC250.5,2.58263711226999,3.61491361757768e-52,26.2877690365098,30.8736904860298,25.0219582372399,24.7635358792989,5.05839997805785,3.8433746570339,4.46226575842124,4.53336934375998,WBGene00045306,WBGene00045306,History: N.A.
WBGene00019459,K06H7.8,2.31263321814886,5.78521973229143e-52,20.4730572646513,23.1327856045694,22.4567206653418,22.2167832518588,3.72530436816707,6.09125163186948,4.0682335580792,3.78279927910759,WBGene00019459,WBGene00019459,History: N.A.
WBGene00022834,ZK973.8,2.24306590602154,9.54526449090432e-52,18.442736331294,24.683566679321,25.7124433325238,21.0753009903961,5.71854117208317,4.62617679639453,4.028340746037,4.61871241845274,WBGene00022834,WBGene00022834,History: N.A.
WBGene00020985,W03D8.2,2.17816432848751,6.46023961184548e-51,16.3070839986481,18.4533804830788,17.7013037621139,16.2596676858522,3.60110341576803,3.76842908111614,3.1994029102273,4.63480612670453,WBGene00020985,WBGene00020985,History: N.A.
WBGene00018178,F38E1.3,2.37479188648462,2.39977044074148e-50,18.3092456604881,18.8164465901508,17.6848515744481,20.6777112055001,4.7023143768323,3.6091955224205,2.93877770538735,3.27688397884438,WBGene00018178,WBGene00018178,History: N.A.
WBGene00012627,Y38H6C.15,2.58351505488089,3.04964081047252e-50,27.159941415485,34.66161937657,35.0485448985349,29.3353713050483,5.27413366665549,7.0427251677893,4.21397301872434,4.39682615650024,WBGene00012627,WBGene00012627,History: N.A.
WBGene00003562,ncr-2,2.33918262747103,3.83856411450618e-50,5.72067734460474,6.51885694511105,6.13887276155895,5.01473701642213,1.36126366627798,1.28059989596952,0.850456688052227,1.1192833708899,WBGene00003562,WBGene00003562,History: N.A.
WBGene00022530,ZC155.2,3.12984416274675,4.27087504495323e-50,18.1562827266771,20.5694470989876,21.0264575688294,19.444946374857,2.37456386729951,2.83602516287182,1.39116775523252,2.39179802525763,WBGene00022530,WBGene00022530,History: N.A.
WBGene00010728,K09G1.2,2.46617357857029,1.60132396542359e-49,29.7269410471618,34.522402667423,36.3084195461547,38.0351698321378,6.32763220698445,7.27324450805368,4.88417870673351,6.52149258435215,WBGene00010728,WBGene00010728,History: N.A.
WBGene00012401,irld-57,3.32232058961638,2.00212019235511e-49,11.7113587062989,13.8207538239489,10.4917010884051,10.7247098896258,0.881393740755526,1.72171588891211,1.03539903519243,0.990021186822722,WBGene00012401,WBGene00012401,History: N.A.
WBGene00021006,dct-9,2.22845362462194,2.0522734906773095e-48,25.3475947086158,32.2964037877084,28.7366958994446,28.9760158762012,6.0114340958445,6.37352914651709,6.66827038354033,5.55288963735306,WBGene00021006,WBGene00021006,History: N.A.
WBGene00018745,F53C3.1,2.28583854751812,4.00466810473859e-48,20.067856480633,28.4188618398984,21.1948676831973,23.5606798575438,4.78331117949544,5.47484028252001,4.08307992172478,4.74073303240278,WBGene00018745,WBGene00018745,History: N.A.
WBGene00017354,F10E9.2,2.12029669057468,4.4344003445705096e-48,23.4389198457332,29.5309199866094,26.2800890339956,24.7000667051717,5.72015324575346,6.64484099330245,5.2211359833653,6.29327492233346,WBGene00017354,WBGene00017354,History: N.A.
WBGene00002206,kin-24,2.08871514488975,6.08732926345859e-48,11.2491371023236,13.6715560139059,14.1034929492468,12.7631075954341,3.00735047254866,3.10774875046199,2.76094543842937,3.30259003668218,WBGene00002206,WBGene00002206,History: N.A.
WBGene00022705,ZK354.2,1.37029132637513,7.80466302312931e-48,37.5141019753598,42.0658991521063,43.1867314471115,40.6575543604294,14.4662643120802,17.1975254128195,14.5371926070462,16.9893233010052,WBGene00022705,WBGene00022705,History: N.A.
WBGene00014048,ZK666.8,3.0497546845335,7.98527377027959e-48,12.2684731019471,12.6403394361404,11.2511371839106,9.46337194305244,1.60548413682707,0.945046762541996,1.48582659565216,1.50950237021649,WBGene00014048,WBGene00014048,History: N.A.
WBGene00010712,K09B11.5,2.11662138005338,1.6991367223384502e-47,12.8834148678016,15.3055827741285,13.0085258868837,13.9305642873038,2.60525379969231,4.1104323989104,2.86659212646017,3.08109681175748,WBGene00010712,WBGene00010712,History: N.A.
WBGene00020531,T15B12.2,2.15471760914581,1.8039725774774e-47,22.8487619728513,24.4028992749484,22.6309457845139,17.827692578484,5.63730602572521,5.72401899741964,4.39687340524165,3.87918039631762,WBGene00020531,WBGene00020531,History: N.A.
WBGene00194816,ZK616.61,2.05757208878357,2.03908251996899e-47,26.5540827289155,34.5995573902198,31.3342120240998,27.1531844919276,6.8440973588336,9.21949379715321,6.34374795678512,6.23693405463128,WBGene00194816,WBGene00194816,History: N.A.
WBGene00007987,C36H8.1,1.78940907038396,5.12626689003974e-47,43.1323346153219,56.4617563764166,46.4276211173031,41.1107435513109,14.3624603405277,15.7715987187825,10.986761041823,12.9477212100727,WBGene00007987,WBGene00007987,History: N.A.
WBGene00002204,kin-21,2.34727129258412,3.2839167087910103e-46,12.0137037421044,15.2473640748509,12.8174981070262,11.1945031889211,2.43225787430551,3.1344565688995,2.28766311484503,2.18182288667664,WBGene00002204,WBGene00002204,History: N.A.
WBGene00014201,ZK1053.6,2.8457880000029,3.61161624572929e-46,8.37878825090357,10.7580747765618,9.25138530036021,9.51532771058293,1.47016475958022,1.48078327170747,1.32068192230074,0.980492232899554,WBGene00014201,WBGene00014201,"History: Split into ZK1053.7(WBGene00044786). History of WBGene00014201: Split into ""WBGene00044786"" on 2006-03-16"
WBGene00011039,R05H5.4,1.62506864739246,1.2192045698648601e-45,44.8580461562571,53.3119742211258,51.2160807641424,46.5448108240462,14.782808110921,17.8356459454298,18.2671365132595,12.5756309134137,WBGene00011039,WBGene00011039,History: N.A.
WBGene00019642,K11C4.1,1.8765937269721,2.29169846231717e-44,30.4179636702823,36.3571377164719,34.3175402033859,26.7798081190702,9.53980150834245,9.54776117206664,7.58865753991874,8.09895098656838,WBGene00019642,WBGene00019642,History: N.A.
