gene_id,gene_name,chr,start,end,strand,mean of normalized counts for all samples,log2 fold change (MLE): group pid4.pid5 vs N2,BH adjusted p-values,WT_new_rep1_RppH.robustRPKM,WT_new_rep2_RppH.robustRPKM,WT_new_rep3_RppH.robustRPKM,WT_old_rep1_RppH.robustRPKM,WT_old_rep2_RppH.robustRPKM,WT_old_rep3_RppH.robustRPKM,WT_control_REP1_RppH.robustRPKM,WT_control_REP2_RppH.robustRPKM,WT_control_REP3_RppH.robustRPKM,WT_control_REP4_RppH.robustRPKM,RFK1050_mut_REP1_RppH.robustRPKM,RFK1050_mut_REP2_RppH.robustRPKM,RFK1050_mut_REP3_RppH.robustRPKM,Input,Suggested Match,History
WBGene00044070,set-18,I,10590678.0,10593972.0,+,105.023203478884,7.10296905902415,1.05680785048739e-53,0.0,1.37909367517004,2.11606923187591,2.03019722821398,0.444896151492161,0.389051878974989,3.87885813763333,3.19125554546558,2.91454417177768,3.88941265425962,239.999717320561,263.610584364974,273.584614230667,WBGene00044070,WBGene00044070,History: Renamed on 2005-10-05; Renamed on 2007-05-03
WBGene00014220,ZK1098.3,III,9532427.0,9538700.0,-,48.4423002152603,4.79267995013598,1.210036048772e-53,2.6491325305232,3.82939034454194,4.4068372026625,3.68989419270823,1.01075138349572,3.24089262904282,1.95829032403137,2.4167182587437,3.31074964798339,3.31360690137478,96.2603517377195,90.8632912611295,61.5952286721716,WBGene00014220,WBGene00014220,History: N.A.
WBGene00013027,Y49A3A.4,V,14356900.0,14358390.0,-,54.1424507626275,5.44044248009244,1.45889701037768e-53,4.05777100692187,9.06503996716372,11.0456346983833,6.59393332904628,4.12854407939099,2.70774060328059,2.99958330073458,2.96141900618075,16.9039786646821,8.45928359429118,319.636929220756,290.698058733665,274.465785793096,WBGene00013027,WBGene00013027,History: N.A.
WBGene00007976,C36B1.9,I,8743849.0,8746925.0,-,369.072120609627,4.11759028698733,1.66574094653171e-53,20.4972541381747,32.1196024701456,42.1097777143306,34.1163365327869,31.4788743633565,33.0330982041698,58.3207870205047,49.6757929886161,57.9994290183757,46.8695832686363,720.657587400148,664.94489286634,686.672734456431,WBGene00007976,WBGene00007976,History: N.A.
WBGene00001152,ech-3,V,8022218.0,8023308.0,+,86.9837451035441,4.79936658293558,1.89543268062492e-53,7.88670497820666,17.4115784547904,16.2205337117134,19.0409192606268,16.850945774191,14.0340768427836,9.32800929775266,8.05816128368619,7.88511874872178,8.76880420918804,417.90618787055,394.435546451026,253.390240811501,WBGene00001152,WBGene00001152,History: N.A.
WBGene00004856,sma-2,III,8749763.0,8757069.0,+,112.16925809651,8.25396811522421,5.46789733546978e-52,1.02708171060449,0.809821892534279,1.24258360468516,0.476863375177867,0.0,0.0,6.07391031650386,2.24873653059496,3.42291712239595,0.570978529817949,339.974244376069,366.511536989736,277.885359517731,WBGene00004856,WBGene00004856,History: N.A.
WBGene00011202,R10E4.6,III,4293408.0,4295142.0,+,75.9841962007699,7.46817131612003,1.71718585947413e-51,2.02364290526078,0.709146360100359,2.85628337209607,0.626370927774546,0.0,2.40066120669838,3.98910991932316,3.93835568091566,2.24803988443317,0.749993331586884,362.918894965571,336.447819037516,171.097857422699,WBGene00011202,WBGene00011202,History: N.A.
WBGene00009354,F33A8.6,II,11050260.0,11058102.0,+,93.4909157813279,4.11655101412323,2.28874008457036e-51,24.4495548670727,15.6631405068215,21.7224828940998,26.2507472628402,24.8759885212866,19.0343157335003,33.8879752414697,17.8436329582169,12.7315819796435,13.5920742707882,375.349151397549,422.399128619592,232.559546303711,WBGene00009354,WBGene00009354,History: N.A.
WBGene00013385,Y62E10A.19,IV,13403769.0,13408306.0,-,51.5456832333721,7.01657605201835,7.51825522558355e-50,1.2955331750801,2.04297499770848,0.783680726693497,1.8045078092959,0.659064522185658,4.03436179215008,0.0,0.945498541262009,0.0,1.44043384279962,241.850280346312,215.39339283295,109.536593585748,WBGene00013385,WBGene00013385,History: N.A.
WBGene00017240,calu-2,I,6758181.0,6760179.0,-,177.321365341052,5.68953085480153,2.74596054288708e-49,11.7893518932289,15.4925603992893,14.2629892258216,41.4435293534958,9.42462266725492,14.9847723708431,9.95990670179397,12.2914810364061,14.0321199238006,12.1716659716568,907.267748594966,917.435760204738,612.309558144329,WBGene00017240,WBGene00017240,History: N.A.
WBGene00219700,linc-6,X,1982710.0,1982883.0,-,989.306401546884,-4.3495811099535,3.3835950171918497e-49,5175.99008612821,6025.8428150083,6967.17162743353,7464.41914829424,6585.12271568792,5706.48551277583,10513.7118589196,8468.19466782331,10754.8941222867,8472.22208475417,308.030288532947,419.781614417287,456.654281535065,WBGene00219700,WBGene00219700,History: N.A.
WBGene00019327,zip-2,III,833858.0,835808.0,+,2474.13892459538,-2.92399522681221,2.17046096488304e-48,1834.20638976737,1601.06953997244,2276.53516855241,1753.68817473166,1676.33864955144,1873.79939684183,2456.15410297148,2166.82898623219,2626.29684682645,1965.84087009397,216.3816504962,304.53200295438,289.871229367161,WBGene00019327,WBGene00019327,History: N.A.
WBGene00008258,mans-2,V,11982901.0,11986115.0,-,102.553301214893,4.93933743714532,4.93205135595198e-48,11.1416447610893,7.17900851650015,7.82673702354469,7.67599030948311,4.38811752541053,7.03507211352571,3.18817573405291,5.24601990080665,5.9889268146556,3.19685087828315,245.971868768852,203.554338718776,127.628479786533,WBGene00008258,WBGene00008258,History: N.A.
WBGene00006831,unc-104,II,6994987.0,7010624.0,+,34.0282861657908,4.09882256282044,3.51928210848526e-47,1.56317326214755,1.19516446971732,1.37538740493186,1.58348752780892,1.1566815566285,1.64367535804295,0.420192035595554,1.45196047082206,2.36796797843124,1.02700502210496,20.2213516135935,25.9314575661906,24.0300746951858,WBGene00006831,WBGene00006831,History: N.A.
WBGene00044391,C25H3.15,II,5665408.0,5666278.0,+,45.8805775228981,6.65284045563789,4.57582169488626e-47,2.81708562710763,2.96157886358459,6.81633092498157,2.61588721995053,2.86621945080022,10.025782953154,0.0,2.05594916616146,0.0,0.783041598896018,354.095506196237,356.033108380505,381.092781712716,WBGene00044391,WBGene00044391,History: N.A.
WBGene00017441,F13H8.8,II,6265612.0,6268083.0,-,376.800782717712,5.42133751263872,2.21581261376133e-46,51.2918004052635,23.2166949481856,23.2701849255208,23.3732457845671,17.395466503098,25.3532534352046,7.02146242621921,21.4895935888168,12.6620948736296,15.0492142827244,1014.99132522998,1077.19634670678,795.060304601075,WBGene00017441,WBGene00017441,History: N.A.
WBGene00001613,glr-2,III,7138683.0,7144832.0,-,168.958367085551,5.83945795025065,1.0282955186104e-44,8.80843338210136,4.63011664869207,7.4273380937853,5.20502712681363,2.4441994089646,3.79981957870051,3.15702564167293,1.55842908846049,2.66868538428109,2.22582376782304,258.098309954827,288.998758818623,194.08585176354,WBGene00001613,WBGene00001613,History: N.A.
WBGene00009008,F21D5.3,IV,8730721.0,8735686.0,+,77.5952177531949,4.15726921954763,1.07907854641515e-44,6.1461570765727,8.50184762573851,10.7622573154655,9.01135870069699,7.56985013152276,5.18060903527291,2.86948984902986,6.13812497852747,3.23416890437039,5.03527121504057,113.322735862551,126.802197340279,131.281032609833,WBGene00009008,WBGene00009008,History: N.A.
WBGene00195142,M110.10,II,8214057.0,8214469.0,-,311.600642001051,-4.13731149286803,5.054208112172741e-44,1128.26666726362,1126.33218426933,1218.17571245028,922.66712616134,655.968674309048,757.529225047575,986.826591373872,1037.93075337691,1124.87996716027,1150.09661434365,55.2509438017767,64.0786757453486,32.0653127470143,WBGene00195142,WBGene00195142,History: N.A.
WBGene00013584,nhr-243,V,18895317.0,18900532.0,-,38.6585686342741,3.77169016781577,7.04594208924752e-44,4.89086528859279,7.0698736649818,7.02651443125539,11.3538898851873,5.59818974699621,7.61521218846127,9.03855701860694,8.9235576610911,8.1498026723713,8.15683614025641,99.8364684098949,98.338007083736,134.393961076284,WBGene00013584,WBGene00013584,History: N.A.
WBGene00011252,R11H6.4,V,14609943.0,14610705.0,+,92.589605729224,5.29922928569173,1.26080152162276e-42,8.70166449262135,9.80141576281568,15.0392063265466,13.8517456599285,18.9716430314872,9.95417021777437,22.0540791254009,29.0313075907497,24.8568981507325,17.9676973867315,636.799249957221,897.272336903534,294.288314767042,WBGene00011252,WBGene00011252,History: N.A.
WBGene00019769,M04F3.3,I,4763220.0,4765313.0,-,44.8880134942248,5.92744645882894,6.65113528665838e-42,3.62090398305908,1.90331323267359,1.25161162294906,2.88196821854523,1.57888178465481,1.84092976286448,3.0590202221494,2.26507477487273,6.8955728027131,0.575126986771712,145.810484358325,144.033964995053,87.4701067669544,WBGene00019769,WBGene00019769,History: N.A.
WBGene00008144,gasr-8,V,14689154.0,14691861.0,+,39.3870143358724,4.60453623606309,8.627015657256418e-42,3.81094795297285,4.67415447569799,5.37898620438529,10.0265068949604,5.81612414103986,6.7814298320604,1.87808459705361,2.78128403013569,10.5838374121124,3.17789145245391,139.014705147461,133.073687845531,107.404494440526,WBGene00008144,WBGene00008144,History: Renamed on 2013-03-27
WBGene00023172,Y23H5A.8,I,2632987.0,2634561.0,+,363.559306279484,-2.78034877107187,6.4289547356854e-41,572.663595663053,619.343514958461,606.039368456244,837.500252794552,716.649542621853,726.086470239458,841.432658523179,664.23827925119,854.315913919319,677.243978422956,95.6155029965798,112.851592124976,99.4217279618385,WBGene00023172,WBGene00023172,History: N.A.
WBGene00013923,ghi-1,II,11646747.0,11649139.0,+,48.5397426466655,5.13639190898626,8.36113751727275e-41,2.0759438153371,1.90961977088655,4.39515572565081,2.89151748368289,2.11215111284947,3.69405919281223,3.06915614071186,6.0602133141724,10.3776314346994,3.75071217814474,96.0051884461683,125.570424435424,175.519869642371,WBGene00013923,WBGene00013923,History: N.A.
WBGene00020106,R151.1,III,7216526.0,7221186.0,+,84.9626548368874,3.83088170644071,1.00821320713565e-40,8.14674151955052,11.9159681458383,16.4982338059877,11.8407052452578,6.48691186422628,8.19384432218424,11.5207876028214,6.72112192357078,10.6240473778572,7.87645642670622,137.526748916587,159.433309752728,125.78130142689,WBGene00020106,WBGene00020106,History: N.A.
WBGene00007090,B0001.5,IV,12141161.0,12143331.0,-,482.373493442871,-4.78326653384473,1.15046432515485e-40,168.509909485943,370.914254391653,418.181352247813,399.010747761793,399.047437233573,341.461772343987,361.240833441882,352.340361995183,380.475006390044,310.076048831474,14.8438053603082,12.5275706900966,0.0,WBGene00007090,WBGene00007090,History: N.A.
WBTransposon00000639,WBTransposon00000639,,,,,339.731946394315,-5.42729223917818,2.31239937252458e-40,34.7583824393197,59.8933114671474,66.559438873362,82.5053006054966,85.5381652798315,65.8134943524694,67.7681169241689,52.9539506175932,69.5027831787471,52.1720742640867,1.10402089104927,2.20231565183043,0.0,,,
WBGene00013925,ZK20.4,II,11649096.0,11651213.0,-,131.714688798564,2.1484730723179,1.18069225667519e-39,69.9545576857795,73.0942182050503,85.1484475841243,98.2296996145258,79.8544974658676,81.9755194404948,93.3334394359287,85.9198625387996,82.450168702593,79.2015016783149,317.93717091183,400.13852286456,403.925137915548,WBGene00013925,WBGene00013925,History: N.A.
WBGene00016386,tag-272,I,10688332.0,10690790.0,+,21.6382170594732,5.29713560512067,1.32392491803159e-39,6.96133159409708,7.31839043623571,4.21097777143306,4.84811098097498,3.5413733658776,4.64527943496137,0.0,5.0804788283812,5.79994290183757,3.86996559098832,198.115322208913,174.077554500386,235.430651813634,WBGene00016386,WBGene00016386,History: N.A.
WBGene00012297,W06D4.3,I,9058852.0,9060473.0,+,34.2555207313072,7.78653153005013,6.9306648352068e-39,0.895028347812481,0.940935913230305,0.541411427755679,0.0,0.0,0.79633361742195,0.0,2.61281768316747,2.9828277780879,0.995134009111282,198.317480700963,233.492441827931,90.8089656995444,WBGene00012297,WBGene00012297,History: N.A.
WBGene00016913,lam-2,X,7143918.0,7151235.0,-,36.3656254432662,4.11388421870244,6.9306648352068e-39,1.18122142433774,2.06968055323408,1.42906485455873,1.46247691733785,1.2018235404562,1.28451668638952,0.0,2.29885919836253,0.874802850955894,1.09444728251932,25.7017740960892,24.3045788660806,19.9743200068128,WBGene00016913,WBGene00016913,History: N.A.
WBGene00017754,F23F12.8,III,6483218.0,6488875.0,+,48.4834581299465,3.34780429276935,8.03675220159493e-39,7.4509665380244,4.75583476360883,4.34619265400201,6.67171235913989,4.60270238684398,3.55143687688178,5.50789947576272,6.60306881364529,7.98157280069391,6.36118197295481,60.9463547642827,55.7525848160175,49.498034593845,WBGene00017754,WBGene00017754,History: N.A.
WBGene00015116,pacs-1,II,4369625.0,4372597.0,-,79.1302577592253,5.85778335058963,8.94164993425768e-38,2.65294649165285,4.74133526737832,9.94971881969701,4.43424784845273,1.61953050268793,2.8324874603423,3.13777548532127,5.42124265223603,0.0,2.06476822689926,249.513707921359,227.350794234601,215.332913244177,WBGene00015116,WBGene00015116,History: Renamed on 2019-07-15
WBGene00006575,tir-1,III,3869591.0,3901466.0,-,196.094435320846,3.58968403245595,5.22176870410666e-36,16.6773942965059,9.85090699498796,20.8006585855639,11.6546246414217,7.87187822821312,9.02540570788324,15.7598304178222,13.5516614192824,12.605803452951,10.8962258407081,170.325741572898,164.306446626214,122.108653108608,WBGene00006575,WBGene00006575,History: Renamed on 2005-11-09
WBGene00021468,epg-2,I,2300086.0,2302823.0,+,124.703591579619,4.56675330351151,1.84526058404638e-35,14.7054330071811,8.8084339038754,15.1015960471153,8.57417007552344,11.1344490106195,11.5624859298165,3.0336397050224,4.99173684011253,4.55890708441381,5.32331511424158,210.876025276955,227.89511073947,213.96945156643,WBGene00021468,WBGene00021468,History: N.A.
WBGene00010295,fbxa-193,V,17653482.0,17655281.0,-,781.948222640544,3.04688833329557,2.20767129512255e-35,353.397193846149,280.951367102901,343.345469715638,344.471043385065,265.373836778663,243.486389710012,189.809697390746,208.106757875235,211.680400990276,200.969416745133,2486.20932360348,2458.75462912772,1588.24280316467,WBGene00010295,WBGene00010295,History: N.A.
WBGene00008863,F15D4.6,II,13249189.0,13249895.0,+,781.369911852222,-4.75103322191125,2.2564008164660201e-35,665.22377202279,1661.73732649034,1958.95824029166,2373.98330178437,1815.12476571526,2231.61735017401,2548.14022327267,2261.94098416103,2620.05142669883,2149.11964636617,72.7360790652554,77.6564275789576,76.6967615705611,WBGene00008863,WBGene00008863,History: N.A.
WBGene00010907,M88.4,III,4549063.0,4551567.0,+,41.509714426021,3.61283034516538,4.10267328578749e-35,10.2456229512467,10.7711388268391,9.29651674805336,16.6492772854415,10.4243206191001,13.1040180299401,7.57376388607391,9.34675172842003,8.53630189967918,6.40775169399129,137.547943742463,135.02734001378,86.6261597024817,WBGene00010907,WBGene00010907,History: N.A.
WBGene00000068,acy-1,III,4722126.0,4730919.0,+,102.221220196381,3.09309746009613,7.1493813670643e-35,9.50288841806614,8.52114518137723,8.79165594678208,10.5544171962696,7.20407858154973,8.28922097601958,15.4268362190528,8.70317572313695,14.9034935379124,6.73307717918204,84.5934446568599,87.6482854420602,59.8659312695267,WBGene00000068,WBGene00000068,History: N.A.
WBGene00001663,gpa-1,V,11174567.0,11177559.0,-,153.184256942675,3.01563414331253,1.0457907921652899e-34,64.8978888136843,83.1751427023297,60.8709775619164,70.4194891091338,54.9011792754768,58.3903839590117,30.1857507582303,48.959921670154,48.6028734790858,44.1857104837005,465.444516961284,527.318577255624,382.245995437638,WBGene00001663,WBGene00001663,History: N.A.
WBGene00235295,C42D4.19,IV,7175646.0,7176276.0,+,23.8136451358138,7.36884165579312,1.28116029420792e-33,5.32754968936001,0.700101125915406,1.61134353498714,0.0,0.0,0.0,0.0,0.0,0.0,1.48085418022512,194.938545905272,189.032093448778,157.654454339487,WBGene00235295,WBGene00235295,History: N.A.
WBGene00013537,Y73F8A.33,IV,15515495.0,15520934.0,+,469.579136650124,-2.01529324898018,3.94009357143183e-33,172.227965268896,187.894360266425,182.319175036501,233.101601626754,227.580995867342,199.014565004051,212.190439717939,204.747512948765,249.08468478846,184.716588957832,49.7270045926715,50.5131403240719,54.9501002677049,WBGene00013537,WBGene00013537,History: N.A.
WBGene00011757,cht-2,II,8520905.0,8523490.0,+,223.84331493977,3.95369373409459,4.45077585313123e-33,16.3905778344935,28.3685693594512,54.1687799081741,34.8945200774616,17.0831946439731,22.7640033566254,28.3697189361972,19.8395421322696,26.645985766482,26.4467403518919,448.587526769253,465.256325560301,365.043698256208,WBGene00011757,WBGene00011757,History: N.A.
WBGene00012126,T28D6.6,III,11326654.0,11343108.0,-,89.7117447566716,2.42687042030969,4.8799988958947496e-33,43.5083224631067,40.7682075931609,37.3800563043877,38.0588422419534,34.6438698835853,37.0275896989675,48.4763574978619,28.531674579677,27.31857163909,28.3937692817078,176.034145855056,196.885600712834,245.240262305868,WBGene00012126,WBGene00012126,History: N.A.
WBGene00015096,B0261.8,I,5271265.0,5272037.0,-,717.82741575258,-3.43351919806855,2.42326813074726e-32,1276.77149919008,1495.69604540567,1810.24192151492,1225.24986610095,859.587898808473,936.446104275168,1582.38017724752,1688.68188329716,1815.1184945069,1709.16150788365,135.882668235821,134.728328421675,120.390674222881,WBGene00015096,WBGene00015096,History: N.A.
WBGene00011696,eea-1,V,13491068.0,13497372.0,-,625.640136951798,2.7146844025355,1.34678125457252e-31,66.5277767458831,62.5890406568373,51.6032767079631,60.8487398632574,67.4848444977186,54.0369240393466,105.741432949467,87.4827349274823,101.203085327982,77.7448444618189,467.040266231381,485.002342620008,483.098292225999,WBGene00011696,WBGene00011696,History: N.A.
