gene_id,gene_name,log2 fold change (MLE): group dpy f4 vs wt f3,Benjamini-Hochberg adjusted p-values,Mutant_f2_smRNAseqRppH_rep1,Mutant_f2_smRNAseqRppH_rep2,Mutant_f2_smRNAseqRppH_rep3,Mutant_f2_smRNAseqRppH_rep4,wt_smRNAseqRppH_rep1,wt_smRNAseqRppH_rep2,wt_smRNAseqRppH_rep3,wt_smRNAseqRppH_rep4,Input,Suggested Match,History
WBGene00219493,C18D4.12,-6.39880312236583,3.3642764459809e-58,17.2096702577598,8.72096454568119,9.14478221611325,0.0,746.797737086591,709.564513929145,797.133082071561,820.337860023056,WBGene00219493,WBGene00219493,History: N.A.
WBGene00010100,F55C9.3,-6.09615779626942,7.90074976458841e-56,8.62667985226269,3.40009603181108,2.13919945863198,10.1891456215934,367.851824099965,426.254936757717,378.695050992476,392.763395086484,WBGene00010100,WBGene00010100,History: N.A.
WBGene00007091,eri-12,-3.36469689759234,5.9926933765478185e-55,6.0931847993731,9.45610789848358,5.94939104894248,6.74698453120058,72.253481712269,72.9002515555124,66.1584622355869,73.8667890034877,WBGene00007091,WBGene00007091,History: N.A.
WBGene00219307,F56D6.17,-9.87114700651556,1.34478836336196e-49,0.0,2.3542051942853,2.96233661049932,4.70326706917696,2316.13284442353,2394.31724498835,2301.67526569505,2231.45481893846,WBGene00219307,WBGene00219307,History: N.A.
WBGene00219771,linc-24,-8.10059543577709,6.45200563414153e-46,3.42302232599398,2.0237110035491,2.54647012479461,4.04300073061942,772.449088623744,883.762416446077,811.152934569154,794.176690022608,WBGene00219771,WBGene00219771,History: N.A.
WBGene00022486,fbxa-61,-8.12851243079447,1.32994839814458e-39,2.60229767473226,1.02566249692547,0.645304320123391,1.02454209547861,330.817147749945,375.529757371857,382.638458874589,354.898384608397,WBGene00022486,WBGene00022486,History: N.A.
WBGene00007213,C01A2.1,-2.02369006639362,4.46794676532376e-38,41.8060179290321,38.0245608616271,39.4737374358406,42.730902030937,170.253855056014,175.209835362479,157.689524683388,156.442417010602,WBGene00007213,WBGene00007213,History: N.A.
WBGene00219728,linc-16,-1.88454661293107,4.90113216096234e-38,117.515731262117,101.898124474479,134.048339315773,120.293507653993,375.356529115034,478.371371725418,491.724799505664,418.256768068093,WBGene00219728,WBGene00219728,History: N.A.
WBGene00044167,C36A4.11,-7.09149790983333,1.96891200755986e-34,3.54576017832045,6.28882303891751,1.31888890925617,2.09398444215349,380.536748305689,408.994316610784,449.924793173184,437.863770748874,WBGene00044167,WBGene00044167,History: N.A.
WBGene00044478,K06B9.6,-6.25907956501723,2.04127582908546e-33,7.59049726872865,6.73132018238079,1.41168919498209,2.24132236665469,292.755683364704,312.960528836248,334.221372798332,356.2387816744,WBGene00044478,WBGene00044478,History: N.A.
WBGene00219758,linc-11,-0.937409048770741,2.12925939802473e-33,1025.77745331951,882.00418954682,889.374380286514,901.630843348035,1831.34360941558,1901.38308921875,1713.67075456589,1643.46418904135,WBGene00219758,WBGene00219758,History: N.A.
WBGene00012290,W05H12.2,-1.55367894791608,3.13788351097039e-32,78.3306869234162,61.7460859423194,83.8008525561077,65.2031299724373,228.750386360263,210.913885317974,208.434384367156,211.23357689179,WBGene00012290,WBGene00012290,History: N.A.
WBGene00219748,linc-46,-5.04597365451047,2.02476583993537e-30,4.23131127460428,6.67086986906833,3.14777606551473,6.66358282067227,193.267567168555,178.613170280751,141.14484930343,139.867015854398,WBGene00219748,WBGene00219748,History: N.A.
WBGene00017225,fbxa-52,-8.6062171262191,9.14991881599074e-30,2.03193106109231,1.20128963680997,0.0,1.19997738580029,420.563852457217,409.912199513116,369.26328364704,373.848333853378,WBGene00017225,WBGene00017225,History: N.A.
WBGene00012961,Y47H10A.5,1.08401105324034,1.12576510476126e-29,5471.2105868623,6438.76439519492,5291.09414333374,6624.10373673868,3043.36129833692,3088.47625527779,2713.61739857916,2395.97325851976,WBGene00012961,WBGene00012961,History: N.A.
WBGene00006815,unc-83,1.38550288438507,3.18416221756272e-29,83.2024544364502,91.1945399708573,90.5842550169848,109.313906308975,41.8790641769773,33.2678083163094,36.4856470221441,31.9223400155638,WBGene00006815,WBGene00006815,History: N.A.
WBGene00219661,linc-45,-11.9348895963808,5.24245101615092e-29,0.0,0.0,0.0,0.0,1434.35587442985,1357.15662881594,1400.16182517192,1445.11618051177,WBGene00219661,WBGene00219661,History: N.A.
WBGene00016111,C25H3.1,1.43757350555734,2.35342154975057e-28,197.681157011561,207.87987889009,208.386940836217,232.491648819363,74.1573942738571,80.1012317622391,84.1799621081896,73.9743212396813,WBGene00016111,WBGene00016111,History: N.A.
WBGene00012176,W01C9.2,2.80606719777649,3.1005507908944e-27,44.1680300128255,37.0796080650286,47.9722113832275,46.9509762265481,8.04138493738847,8.67177644004492,5.65756188016847,3.85656387801475,WBGene00012176,WBGene00012176,History: N.A.
WBGene00194680,Y17D7C.6,-5.27551509378498,3.55739637703989e-27,5.27659568038597,6.23910902279958,2.61692581994703,6.23229361636986,178.651904387019,215.830404232837,159.115433832134,193.067732029806,WBGene00194680,WBGene00194680,History: N.A.
WBGene00007230,C01G10.1,1.4301470019722,3.91557504976187e-27,63.5037090488704,61.0086223840142,56.6208834673639,65.0783118653745,23.7140250839013,24.9819729591981,24.1113317700943,19.0750615361296,WBGene00007230,WBGene00007230,History: N.A.
WBGene00022890,fbxa-224,1.13922087285333,1.1147673278984499e-26,384.571150476317,353.172998023308,390.125312030874,452.429390043014,177.699101906441,182.794160292023,161.240211622703,194.345507369884,WBGene00022890,WBGene00022890,History: N.A.
WBGene00022728,ZK402.1,-4.12094691589427,1.7299743506822602e-25,5.63996073991403,4.00125369523015,7.55226881117794,3.99688285156293,108.087456799665,108.518104791868,74.9523872503783,95.6774185344161,WBGene00022728,WBGene00022728,History: N.A.
WBGene00194708,Y36E3A.2,-10.6403261381747,6.33240355703528e-25,0.0,1.73651769281441,1.09254493803069,0.0,1283.43688307626,1213.92706777833,1044.05823261376,1139.45007195479,WBGene00194708,WBGene00194708,History: N.A.
WBGene00019372,K03H9.3,1.0340835014836,9.69055575215664e-25,279.316781466525,292.785285513474,293.665506327121,340.503260457813,150.731881035807,156.769458455187,140.297221364334,141.751678254411,WBGene00019372,WBGene00019372,History: N.A.
WBGene00219688,linc-21,-10.4445981128858,4.98261924487303e-24,0.0,7.35894910381489,0.0,0.0,2224.46253662734,2312.50656498334,2130.0238300265,2000.96815105892,WBGene00219688,WBGene00219688,History: N.A.
WBGene00219689,linc-41,-10.2343994265729,4.85366579794542e-23,1.79432621927104,0.0,1.33484321057782,0.0,1122.75191995873,1097.38620918631,989.741831263066,1103.42490599091,WBGene00219689,WBGene00219689,History: N.A.
WBGene00022413,Y102A11A.3,1.19329928879812,6.49002502362536e-23,54.064558232989,54.0917146743029,52.4664074388173,64.061409551754,27.7296097552458,22.9647584316902,24.5545868912029,23.0198310751076,WBGene00022413,WBGene00022413,History: N.A.
WBGene00012159,VY10G11R.1,0.908889117930699,3.01452530362098e-22,632.505634828321,670.667160253755,665.552265111413,744.86143439588,349.526963681759,402.955817177349,325.628564871803,367.137315899971,WBGene00012159,WBGene00012159,History: N.A.
WBGene00019119,F59E12.3,1.152815889285,1.1632512566084401e-21,404.984366202003,400.657646390729,439.768381918658,510.159927054491,203.422576953057,214.813427208856,156.226888650283,214.898555857947,WBGene00019119,WBGene00019119,History: N.A.
WBGene00019174,H09G03.1,-10.2839774173289,3.29143271207227e-21,0.0,0.0,0.0,0.0,274.919024166569,223.210289458272,208.593515579772,199.630341342223,WBGene00019174,WBGene00019174,"History: Split into H09G03.4(WBGene00305995), H09G03.5(WBGene00305996). History of WBGene00019174: Split into ""WBGene00305995"" on 2020-01-20; Split into ""WBGene00305996"" on 2020-01-20"
WBGene00012358,W09D6.5,1.35730857810715,3.96365276908265e-21,184.583229224485,212.10540644793,190.179414383395,223.132698550642,83.8693412357205,64.6541306732463,92.2710744934122,74.0453290683934,WBGene00012358,WBGene00012358,History: N.A.
WBGene00010138,anoh-1,1.63990530913016,4.23146337412651e-21,65.2585707016688,59.6445304097942,62.4556366715381,67.9121565452442,23.6609997584046,24.5863594212252,21.1801188847716,13.8602429504157,WBGene00010138,WBGene00010138,History: Split into F56A8.9(WBGene00185001). History of WBGene00010138: N.A.
WBGene00219660,linc-19,-10.2089995208497,6.338254835126511e-21,0.0,0.0,0.0,0.0,322.49118938421,281.438010583951,241.491325247422,253.435198662376,WBGene00219660,WBGene00219660,History: N.A.
WBGene00077712,nipi-4,-1.50754346614574,1.18935069031386e-20,32.001969420948,31.9678588781345,32.4268421347063,31.2812455785061,101.512415720196,85.0390525632489,89.2280460355305,88.0953817569359,WBGene00077712,WBGene00077712,History: N.A.
WBGene00015534,C06E4.5,1.48182698338392,1.26426131233239e-20,333.921542007934,460.080562015136,476.825518757249,586.588627466341,168.121532964261,181.959099204806,175.5761142909,141.194207843738,WBGene00015534,WBGene00015534,History: N.A.
WBGene00010402,H16D19.4,-1.27671758305775,1.39104671321588e-20,192.65575067712,242.65485350791,213.424154929845,200.342577380812,555.831481080874,552.988981491735,467.734768470958,483.237176345192,WBGene00010402,WBGene00010402,"History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
WBGene00020352,T08B6.2,-10.0475755560218,2.35387236516192e-20,0.0,1.11005244920415,0.0,0.0,318.454379840582,329.01296102471,251.028198903757,319.106542852535,WBGene00020352,WBGene00020352,History: N.A.
WBGene00011721,T11G6.7,0.987450649418206,3.14813635893851e-20,411.903686561275,422.281029407245,416.772277091385,482.464753853918,214.295854734966,228.501309195184,206.442075689897,223.451147551164,WBGene00011721,WBGene00011721,History: N.A.
WBGene00016075,C24H12.6,0.909366242528877,5.2932254981929405e-20,488.056731641722,503.969320883839,491.222301492638,567.32429607079,276.158087981367,278.580818136443,255.474278651357,279.600881156069,WBGene00016075,WBGene00016075,History: N.A.
WBGene00014562,Y17D7B.7,-9.92470436941945,6.58176078704705e-20,0.0,0.0,0.0,2.58911376837697,630.155197647308,656.337069660173,707.234426875216,616.592236559477,WBGene00014562,WBGene00014562,History: N.A.
WBGene00004155,pqn-73,2.24244882157246,2.44699440383949e-19,33.6951902461512,41.3036674430514,37.4850308748856,75.5798191462096,9.77517579955844,11.2282787858206,9.65177796876171,9.06157599532046,WBGene00004155,WBGene00004155,History: N.A.
WBGene00019858,R03H10.6,-1.89246914558193,3.56537406251854e-19,23.1964385282783,14.5534961531829,21.8346268147283,11.7419063772245,72.1259550158232,60.4141446401533,57.9853071757493,79.1269614515776,WBGene00019858,WBGene00019858,History: N.A.
WBGene00011305,R186.1,1.68071338978,9.86953981920135e-19,85.8403050995396,106.286259440267,110.849072584326,107.12664356291,35.6954154421023,30.2091866248516,35.6573757603316,27.2736718813717,WBGene00011305,WBGene00011305,History: N.A.
WBGene00021302,Y32G9A.3,1.22893322094347,2.23501007934389e-18,219.472227581206,224.769455151472,201.195862869695,255.14082280608,86.9369452288179,105.18107093736,80.2426282688458,109.397237966889,WBGene00021302,WBGene00021302,History: N.A.
WBGene00013795,nhr-229,0.861079963559769,3.2825845376009002e-18,1579.3350533794,1649.42465160556,1579.31572888252,1991.87837975864,1025.58038379424,1009.42482833166,798.780518922796,910.601825992067,WBGene00013795,WBGene00013795,History: N.A.
WBGene00019133,F59H6.2,0.723333478289265,3.14175715774268e-17,388.395696355572,402.024782624675,403.510164361071,471.167290819421,258.867159302074,249.918341930207,260.407508768942,239.086772412561,WBGene00019133,WBGene00019133,History: N.A.
WBGene00195254,H16D19.6,-2.93743825148794,3.73133040978396e-17,19.6140122260812,17.3938796999261,16.4152619614859,23.1665055638799,140.960336223034,146.816997400568,149.17338607593,142.207947249227,WBGene00195254,WBGene00195254,History: N.A.
WBGene00219455,Y43F8B.29,-9.26185129361687,5.14158933594119e-17,0.0,0.0,0.0,0.0,369.940425772552,522.613120547136,471.746045187849,486.636475253211,WBGene00219455,WBGene00219455,History: N.A.
WBGene00012819,Y43F8B.9,-8.82696266505935,5.87833001417036e-17,0.0,0.0,0.994117466136035,1.57834863357515,313.721408958847,325.334844040484,315.59649217522,259.199228079806,WBGene00012819,WBGene00012819,History: N.A.
WBGene00012227,W03H9.1,0.947428980601097,8.06823061292968e-17,152.358052549144,170.626614024728,151.789591752463,186.691504325662,94.8638612647285,88.6200290852139,87.3160783435927,72.8372043347743,WBGene00012227,WBGene00012227,History: N.A.
WBGene00206536,C14A6.16,1.03524424755209,1.23822497081501e-16,109.029600013141,114.676956867782,108.932333116214,129.900116067124,67.4230155203551,55.3829425881572,46.6879817194458,56.3372054600864,WBGene00206536,WBGene00206536,History: N.A.
WBGene00220258,C50C3.19,0.796340676733653,1.23822497081501e-16,2155.99533594347,2287.8675905941,2330.64191379291,2800.91536815524,1367.03094646022,1409.76204249308,1238.93172869079,1490.79237351572,WBGene00220258,WBGene00220258,History: N.A.
WBGene00219755,linc-17,-8.7212522424881,1.39819441320632e-16,0.0,0.0,1.66352319710201,2.64115625618354,479.973486556422,480.744329942867,492.304723123171,432.340744149661,WBGene00219755,WBGene00219755,History: N.A.
WBGene00002036,hum-2,-0.611174482586283,1.5706153622254e-16,117.2427580814,117.060810380503,120.159717558077,111.199226706623,166.474157079403,180.512701722009,177.00599942536,187.439249180756,WBGene00002036,WBGene00002036,History: N.A.
WBGene00018394,F43E2.6,1.09882596045574,1.83982834185556e-16,629.247776020611,559.050164730438,501.734191775938,720.633294289704,351.45101016702,270.46584765434,269.970399728596,235.254162734562,WBGene00018394,WBGene00018394,History: N.A.
WBGene00021447,Y39A3CR.8,1.17314396820826,2.05284705622717e-16,290.541482378663,282.238918116337,236.228369343811,309.996099709387,143.85994508102,134.657217833112,112.408854255926,107.106901704036,WBGene00021447,WBGene00015243,"History: Merged into ""WBGene00015243"" on 2020-01-21"
WBGene00195185,F19G12.9,-4.13370367822614,2.62181749924863e-16,2.17069708477667,7.69997357447949,8.07417356642194,7.69156236556866,108.161272623821,117.201173654631,114.694993055428,112.367774525884,WBGene00195185,WBGene00195185,History: N.A.
WBGene00014888,Y43F8B.8,-8.59468247216942,4.19889323448387e-16,0.0,8.12609823818942,0.0,0.0,714.516515098109,630.804772488634,654.728993936388,653.653542562303,WBGene00014888,WBGene00014888,History: N.A.
WBGene00014309,F07H5.5,1.06344689374103,4.25744580280208e-16,154.219342349445,198.265020057853,183.146880935134,229.84217133994,91.8906842089098,93.0385441087176,87.9961203904275,92.3367414055596,WBGene00014309,WBGene00014309,History: N.A.
WBGene00020318,T07F8.1,1.76768646541953,6.32728607114079e-16,32.8022309570747,35.8022262596292,40.2237079250668,30.6541003147815,10.3622118365657,12.7389765686687,9.81165361508561,8.76780860827949,WBGene00020318,WBGene00020318,History: N.A.
WBGene00000819,csp-1,0.728913129848753,2.8729088503764e-15,661.416249442062,706.340421238749,725.743985566464,847.725959646008,489.360596518706,442.260598442291,424.759138034523,419.056985673566,WBGene00000819,WBGene00000819,History: N.A.
WBGene00018325,F42A6.3,1.26091685891825,4.5816835368349e-15,85.0861375441268,65.574109854651,81.3827071893387,84.7943046959618,36.398208883882,32.068547573525,39.2285090514722,25.5858005954993,WBGene00018325,WBGene00018325,History: N.A.
WBGene00219571,linc-15,-7.11391983399595,7.04933538914731e-15,0.0,6.22680308784337,1.95882317291893,0.0,277.541727090027,240.391648813937,293.010025740937,272.60821038824,WBGene00219571,WBGene00219571,History: N.A.
WBGene00236806,D2024.18,1.53779098314594,1.23076298791381e-14,408.277316374331,524.42834322995,570.308457652021,784.048590532004,180.13149236158,222.024665603163,228.093803071025,159.376457009754,WBGene00236806,WBGene00236806,History: N.A.
WBGene00022730,ZK402.3,-8.59564262292124,1.28969656530611e-14,0.0,0.0,1.6719248294106,0.0,307.959178998379,313.289822321976,239.298973496804,210.253685449126,WBGene00022730,WBGene00022730,History: N.A.
WBGene00077772,T02G6.10,-4.24204250061719,1.85061465857561e-14,2.49295743629813,2.94770230208832,1.85457207968235,5.88896464964174,58.5261788141715,59.9585326896243,67.8570665984492,49.7541494306504,WBGene00077772,WBGene00077772,History: N.A.
WBGene00013547,Y75B8A.10,0.917740876710348,2.15073078197384e-14,347.263134521128,393.01054271823,397.10171801145,468.753707897904,210.112617109262,240.578957251536,192.223864243768,207.919096032099,WBGene00013547,WBGene00013547,History: N.A.
WBGene00008243,C50H2.7,1.18111346041105,2.56000071714852e-14,472.703083113454,560.857049555035,432.899921215084,606.450109592913,245.221932896427,284.826561881951,178.777271615145,207.388690174875,WBGene00008243,WBGene00008243,History: N.A.
WBGene00194699,Y43F8B.22,-8.5235233553963,3.10527265948837e-14,0.0,0.0,0.0,0.0,454.83201821299,431.016194991699,332.499626332401,407.051135029509,WBGene00194699,WBGene00194699,History: N.A.
WBGene00010102,F55C9.5,-8.45784292043952,3.17531022531383e-14,0.0,0.0,1.82895644322265,0.0,303.901918246594,260.656352055604,240.124039537606,256.068079670748,WBGene00010102,WBGene00010102,History: N.A.
WBGene00012201,W02B12.1,0.700131598326337,3.17531022531383e-14,407.910160514282,400.307525362536,397.964551756096,425.825308433296,279.005751913061,250.778942281206,245.7462516048,231.279053994039,WBGene00012201,WBGene00012201,History: N.A.
WBTransposon00000086,WBTransposon00000086,0.8064866995104,5.40884342090793e-14,362.723582944424,377.460822312504,376.065150011162,442.474648886325,238.267810370913,238.057055100832,179.02815288595,235.693508966539,,,
WBGene00007218,C01A2.6,0.758510206393747,5.903746634380422e-14,621.800531878614,577.950223905443,593.701928973986,668.003936026281,411.379809911658,338.644460450442,329.844708295378,374.317982891932,WBGene00007218,WBGene00007218,History: N.A.
WBGene00044386,C27A2.7,1.0231020648233,7.106973542074892e-14,321.909759167944,329.879246138811,285.493615125909,381.705146992949,170.562006829871,142.51541812549,153.616848639894,177.149913697562,WBGene00044386,WBGene00044386,History: N.A.
WBGene00012148,inos-1,-0.828922534300443,7.1203628991879e-14,167.618317747507,163.218487469919,167.547340455874,128.103008572513,296.370134316628,282.227135795526,292.477805420255,247.273045716309,WBGene00012148,WBGene00012148,History: N.A.
WBGene00014156,ZK930.6,0.99422389716468,7.24022679801634e-14,281.828838173504,245.543601763957,256.95096163999,301.588602119777,138.074005528943,151.854161362906,116.205226549844,139.428229693549,WBGene00014156,WBGene00014156,History: N.A.
WBGene00021987,fbxa-40,0.735171465406723,7.7800107620987e-14,355.869674031559,370.673564487606,359.323340438455,426.213816517821,239.47956841309,238.610487234219,205.068046852666,225.059785315208,WBGene00021987,WBGene00021987,"History: Split into Y59E1A.4(WBGene00304826). History of WBGene00021987: Split into ""WBGene00304826"" on 2019-07-25"
WBGene00044209,Y32F6A.6,0.732532445892548,8.18044788776636e-14,460.854035533328,459.482581518692,449.035969530614,527.671639911141,302.283160619277,278.540035029423,262.425447656973,296.220380442266,WBGene00044209,WBGene00044209,History: N.A.
WBGene00008111,C46C2.3,0.581920013920215,9.29222707676455e-14,3109.44687086538,3359.64630278246,3384.105827682,3639.20067531568,2464.25938312946,2312.32305927406,2202.32747199092,2039.34187751493,WBGene00008111,WBGene00008111,History: N.A.
WBGene00012896,snrp-200,-0.645554560381811,1.02402654498992e-13,170.111706557172,161.932503772328,168.409944412851,134.77064486225,264.837735410619,252.094977842161,247.498621666986,231.082278504357,WBGene00012896,WBGene00012896,History: Renamed on 2005-03-17
WBGene00007179,B0457.4,0.899684566586264,2.78740760408268e-13,303.70137066333,282.999405422866,287.276358485304,356.332267783407,175.380142616026,169.800241728292,148.940510584732,164.952925289308,WBGene00007179,WBGene00007179,History: N.A.
WBTransposon00000732,WBTransposon00000732,-1.51685372360974,3.22820031249219e-13,3.45298909526253,3.76878929431348,3.55674896061643,6.69275091101345,12.4714559311535,14.3411702740944,11.3410139161754,11.2648452880503,,,
WBGene00018322,F41H10.12,0.936682110327041,3.29703573341413e-13,532.501966863833,604.685976848477,646.384327353723,790.217743917721,390.127881730807,324.127298054371,301.097987981822,329.790383268487,WBGene00018322,WBGene00018322,History: N.A.
WBGene00044559,ZK380.5,-8.1642975857673,3.79208364451505e-13,0.0,0.0,1.61090567505255,0.0,211.646285847285,227.454788242808,159.488871859129,166.115758489149,WBGene00044559,WBGene00044559,History: N.A.
WBGene00235355,ZK250.15,1.52996687107527,4.00950674808627e-13,96.6325520910352,106.261307417627,94.8912645851803,117.558696597164,47.2240084056647,38.8935293482253,32.4918201627754,27.1206708266626,WBGene00235355,WBGene00235355,History: N.A.
WBGene00013613,Y102A5C.4,0.601744367744853,5.03400146678073e-13,770.427134188249,798.660787012709,823.342688309299,852.557944400299,610.832548000261,518.834071947559,507.650088629641,503.500162744085,WBGene00013613,WBGene00013613,History: N.A.
WBGene00050910,Y43F8B.17,-5.95766177605215,5.03400146678073e-13,0.0,7.15870559078592,9.0079215298857,7.15088564599354,307.475726598067,523.020203519988,363.519999634549,302.078764400377,WBGene00050910,WBGene00050910,"History: Split into Y43F8B.28(WBGene00219302). History of WBGene00050910: Split into ""WBGene00219302"" on 2011-10-17"
WBGene00009961,cutl-7,1.59356484776431,5.83280312934857e-13,47.0811603199854,41.3030436901829,50.4658811990013,55.0105673927284,18.4338915231374,16.4001642315355,18.643323758277,11.682354945774,WBGene00009961,WBGene00009961,History: N.A.
WBGene00195060,linc-14,-3.44200572413112,6.07643527885594e-13,3.49014041081739,16.5071328916946,18.174806380887,16.4891010189969,150.495888379298,185.014900870841,120.146923800784,145.841850518594,WBGene00195060,WBGene00195060,History: N.A.
