# Note: In the following rows commas have been replaced with semicolons to work better with r
# In order to determine H3K9me2 marked genes; we employed published H3K9me2 ChIP-seq dataset SRX495107 (Gerstein et al.; 2010)
# and performed peak calling analysis using MACS (Lupien et al.; 2008). We then defined H3K9me2 marked genes as genes for which
# a significant H3K9me2 peak (FDR Qvalue < 0.1) overlaps the 1;000 bp centered around their TSS.
WBGene Name,Input,Suggested Match,History
WBGene00011783,WBGene00011783,WBGene00011783,History: N.A.
WBGene00011786,WBGene00011786,WBGene00011786,History: N.A.
WBGene00011796,WBGene00011796,WBGene00011796,History: N.A.
WBGene00011797,WBGene00011797,WBGene00011797,History: N.A.
WBGene00011803,WBGene00011803,WBGene00011803,History: N.A.
WBGene00011804,WBGene00011804,WBGene00011804,History: N.A.
WBGene00011808,WBGene00011808,WBGene00011808,History: N.A.
WBGene00011812,WBGene00011812,WBGene00011812,History: N.A.
WBGene00011815,WBGene00011815,WBGene00011815,History: Renamed on 2020-03-30
WBGene00011816,WBGene00011816,WBGene00011816,History: N.A.
WBGene00011821,WBGene00011821,WBGene00011821,History: N.A.
WBGene00011823,WBGene00011823,WBGene00011823,History: N.A.
WBGene00011824,WBGene00011824,WBGene00011824,History: Renamed on 2020-01-28
WBGene00011831,WBGene00011831,WBGene00011831,History: Renamed on 2005-03-17
WBGene00011844,WBGene00011844,WBGene00011844,History: N.A.
WBGene00011850,WBGene00011850,WBGene00011850,History: N.A.
WBGene00011852,WBGene00011852,WBGene00011852,History: N.A.
WBGene00011854,WBGene00011854,WBGene00011854,History: N.A.
WBGene00011859,WBGene00011859,WBGene00011859,History: N.A.
WBGene00011864,WBGene00011864,WBGene00011864,History: N.A.
WBGene00011869,WBGene00011869,WBGene00011869,History: N.A.
WBGene00011876,WBGene00011876,WBGene00011876,"History: Split into T21B4.15(WBGene00043054). History of WBGene00011876: Split into ""WBGene00043054"" on 2004-09-13"
WBGene00011877,WBGene00011877,WBGene00011877,History: N.A.
WBGene00011883,WBGene00011883,WBGene00011883,History: N.A.
WBGene00011884,WBGene00011884,WBGene00011884,History: N.A.
WBGene00011885,WBGene00011885,WBGene00011885,History: N.A.
WBGene00011899,WBGene00011899,WBGene00011899,History: N.A.
WBGene00011909,WBGene00011909,WBGene00011909,"History: Split into T22A3.12(WBGene00206474). History of WBGene00011909: Split into ""WBGene00206474"" on 2011-04-11"
WBGene00011910,WBGene00011910,WBGene00011910,History: N.A.
WBGene00011911,WBGene00011911,WBGene00011911,History: N.A.
WBGene00011920,WBGene00011920,WBGene00011920,History: N.A.
WBGene00011926,WBGene00011926,WBGene00011926,History: N.A.
WBGene00011935,WBGene00011935,WBGene00011935,History: Renamed on 2007-05-03
WBGene00011936,WBGene00011936,WBGene00011936,History: N.A.
WBGene00011941,WBGene00011941,WBGene00011941,History: N.A.
WBGene00011943,WBGene00011943,WBGene00011943,History: N.A.
WBGene00011945,WBGene00011945,WBGene00011945,History: N.A.
WBGene00011948,WBGene00011948,WBGene00011948,History: N.A.
WBGene00011949,WBGene00011949,WBGene00011949,History: N.A.
WBGene00011950,WBGene00011950,WBGene00011950,History: N.A.
WBGene00011951,WBGene00011951,WBGene00011951,History: N.A.
WBGene00011954,WBGene00011954,WBGene00011954,History: N.A.
WBGene00011974,WBGene00011974,WBGene00011974,History: N.A.
WBGene00011977,WBGene00011977,WBGene00011977,History: N.A.
WBGene00011978,WBGene00011978,WBGene00011978,History: N.A.
WBGene00011985,WBGene00011985,WBGene00011985,History: N.A.
WBGene00011986,WBGene00011986,WBGene00011986,History: N.A.
WBGene00011993,WBGene00011993,WBGene00011993,History: N.A.
WBGene00012003,WBGene00012003,WBGene00012003,History: N.A.
WBGene00012011,WBGene00012011,WBGene00012011,History: N.A.
WBGene00012016,WBGene00012016,WBGene00012016,History: N.A.
WBGene00012019,WBGene00012019,WBGene00012019,History: N.A.
WBGene00012020,WBGene00012020,WBGene00012020,History: N.A.
WBGene00012022,WBGene00012022,WBGene00012022,History: N.A.
WBGene00012023,WBGene00012023,WBGene00012023,History: N.A.
WBGene00012024,WBGene00012024,WBGene00012024,History: N.A.
WBGene00012025,WBGene00012025,WBGene00012025,History: N.A.
WBGene00012036,WBGene00012036,WBGene00012036,History: N.A.
WBGene00012042,WBGene00012042,WBGene00012042,History: N.A.
WBGene00012051,WBGene00012051,WBGene00012051,History: N.A.
WBGene00012059,WBGene00012059,WBGene00012059,History: N.A.
WBGene00012060,WBGene00012060,WBGene00012060,History: N.A.
WBGene00012061,WBGene00012061,WBGene00012061,History: N.A.
WBGene00012063,WBGene00012063,WBGene00012063,History: N.A.
WBGene00012064,WBGene00012064,WBGene00012064,History: N.A.
WBGene00012065,WBGene00012065,WBGene00012065,History: N.A.
WBGene00012066,WBGene00012066,WBGene00012066,History: N.A.
WBGene00012067,WBGene00012067,WBGene00012067,History: N.A.
WBGene00012080,WBGene00012080,WBGene00012080,"History: Split into T27C5.12(WBGene00044059). History of WBGene00012080: Split into ""WBGene00044059"" on 2004-12-22"
WBGene00012081,WBGene00012081,WBGene00012081,History: N.A.
WBGene00012083,WBGene00012083,WBGene00012083,History: N.A.
WBGene00012084,WBGene00012084,WBGene00012084,History: N.A.
WBGene00012085,WBGene00012085,WBGene00012085,History: N.A.
WBGene00012087,WBGene00012087,WBGene00012087,History: N.A.
WBGene00012096,WBGene00012096,WBGene00012096,History: N.A.
WBGene00012100,WBGene00012100,WBGene00012100,History: N.A.
WBGene00012102,WBGene00012102,WBGene00012102,History: N.A.
WBGene00012103,WBGene00012103,WBGene00012103,History: N.A.
WBGene00012105,WBGene00012105,WBGene00012105,History: N.A.
WBGene00012106,WBGene00012106,WBGene00012106,History: N.A.
WBGene00012107,WBGene00012107,WBGene00012107,History: N.A.
WBGene00012113,WBGene00012113,WBGene00012113,History: N.A.
WBGene00012118,WBGene00012118,WBGene00012118,History: N.A.
WBGene00012123,WBGene00012123,WBGene00012123,History: N.A.
WBGene00012124,WBGene00012124,WBGene00012124,History: N.A.
WBGene00012125,WBGene00012125,WBGene00012125,History: N.A.
WBGene00012126,WBGene00012126,WBGene00012126,History: N.A.
WBGene00012127,WBGene00012127,WBGene00012127,History: N.A.
WBGene00012136,WBGene00012136,WBGene00012136,History: N.A.
WBGene00012146,WBGene00012146,WBGene00012146,History: N.A.
WBGene00012148,WBGene00012148,WBGene00012148,History: N.A.
WBGene00012151,WBGene00012151,WBGene00012151,History: N.A.
WBGene00012156,WBGene00012156,WBGene00012156,History: N.A.
WBGene00012157,WBGene00012157,WBGene00012157,History: N.A.
WBGene00012158,WBGene00012158,WBGene00012158,History: N.A.
WBGene00012159,WBGene00012159,WBGene00012159,History: N.A.
WBGene00012164,WBGene00012164,WBGene00012164,"History: Split into W01A8.8(WBGene00044988). History of WBGene00012164: Split into ""WBGene00044988"" on 2006-09-07"
WBGene00012174,WBGene00012174,WBGene00012174,History: N.A.
WBGene00012177,WBGene00012177,WBGene00012177,History: N.A.
WBGene00012180,WBGene00012180,WBGene00012180,History: N.A.
WBGene00012184,WBGene00012184,WBGene00012184,History: N.A.
WBGene00012186,WBGene00012186,WBGene00012186,History: Renamed on 2005-03-17
WBGene00012187,WBGene00012187,WBGene00012187,History: N.A.
WBGene00012188,WBGene00012188,WBGene00012188,History: N.A.
WBGene00012190,WBGene00012190,WBGene00012190,"History: Split into W02A2.9(WBGene00044280). History of WBGene00012190: Split into ""WBGene00044280"" on 2005-04-05"
WBGene00012193,WBGene00012193,WBGene00012193,History: N.A.
WBGene00012194,WBGene00012194,WBGene00012194,History: N.A.
WBGene00012195,WBGene00012195,WBGene00012195,History: N.A.
WBGene00012196,WBGene00012196,WBGene00012196,History: N.A.
WBGene00012198,WBGene00012198,WBGene00012198,History: N.A.
WBGene00012199,WBGene00012199,WBGene00012199,History: N.A.
WBGene00012200,WBGene00012200,WBGene00012200,History: N.A.
WBGene00012209,WBGene00012209,WBGene00012209,History: N.A.
WBGene00012211,WBGene00012211,WBGene00012211,History: N.A.
WBGene00012212,WBGene00012212,WBGene00012212,History: N.A.
WBGene00012213,WBGene00012213,WBGene00012213,History: N.A.
WBGene00012214,WBGene00012214,WBGene00012214,History: N.A.
WBGene00012215,WBGene00012215,WBGene00012215,History: N.A.
WBGene00012216,WBGene00012216,WBGene00012216,History: N.A.
WBGene00012219,WBGene00012219,WBGene00012219,History: N.A.
WBGene00012220,WBGene00012220,WBGene00012220,History: N.A.
WBGene00012222,WBGene00012222,WBGene00012222,History: N.A.
WBGene00012223,WBGene00012223,WBGene00012223,History: N.A.
WBGene00012226,WBGene00012226,WBGene00012226,History: N.A.
WBGene00012227,WBGene00012227,WBGene00012227,History: N.A.
WBGene00012228,WBGene00012228,WBGene00012228,History: N.A.
WBGene00012230,WBGene00012230,WBGene00012230,History: N.A.
WBGene00012231,WBGene00012231,WBGene00012231,History: N.A.
WBGene00012232,WBGene00012232,WBGene00012232,History: N.A.
WBGene00012238,WBGene00012238,WBGene00012238,History: N.A.
WBGene00012240,WBGene00012240,WBGene00012240,History: N.A.
WBGene00012243,WBGene00012243,WBGene00012243,History: N.A.
WBGene00012247,WBGene00012247,WBGene00012247,History: N.A.
WBGene00012248,WBGene00012248,WBGene00012248,History: N.A.
WBGene00012249,WBGene00012249,WBGene00012249,History: N.A.
WBGene00012250,WBGene00012250,WBGene00012250,History: N.A.
WBGene00012251,WBGene00012251,WBGene00012251,History: N.A.
WBGene00012253,WBGene00012253,WBGene00012253,History: N.A.
WBGene00012254,WBGene00012254,WBGene00012254,History: N.A.
WBGene00012255,WBGene00012255,WBGene00012255,History: N.A.
WBGene00012256,WBGene00012256,WBGene00012256,History: N.A.
WBGene00012261,WBGene00012261,WBGene00012261,History: N.A.
WBGene00012264,WBGene00012264,WBGene00012264,History: N.A.
WBGene00012265,WBGene00012265,WBGene00012265,History: N.A.
WBGene00012267,WBGene00012267,WBGene00012267,History: N.A.
WBGene00012268,WBGene00012268,WBGene00012268,History: N.A.
WBGene00012271,WBGene00012271,WBGene00012271,History: N.A.
WBGene00012272,WBGene00012272,WBGene00012272,History: N.A.
WBGene00012273,WBGene00012273,WBGene00012272,"History: Merged into ""WBGene00012272"" on 2017-04-28"
WBGene00012274,WBGene00012274,WBGene00012274,History: N.A.
WBGene00012283,WBGene00012283,WBGene00012283,History: N.A.
WBGene00012284,WBGene00012284,WBGene00012284,History: N.A.
WBGene00012285,WBGene00012285,WBGene00012285,History: N.A.
WBGene00012288,WBGene00012288,WBGene00012288,History: N.A.
WBGene00012289,WBGene00012289,WBGene00012289,History: N.A.
WBGene00012294,WBGene00012294,WBGene00012294,History: N.A.
WBGene00012295,WBGene00012295,WBGene00012295,History: N.A.
WBGene00012299,WBGene00012299,WBGene00012299,History: N.A.
WBGene00012302,WBGene00012302,WBGene00012302,History: N.A.
WBGene00012304,WBGene00012304,WBGene00012304,History: N.A.
WBGene00012305,WBGene00012305,WBGene00012305,History: N.A.
WBGene00012306,WBGene00012306,WBGene00012306,History: N.A.
WBGene00012307,WBGene00012307,WBGene00012307,History: N.A.
WBGene00012309,WBGene00012309,WBGene00012309,History: N.A.
WBGene00012310,WBGene00012310,WBGene00012310,History: N.A.
WBGene00012311,WBGene00012311,WBGene00012311,History: N.A.
WBGene00012312,WBGene00012312,WBGene00012312,History: N.A.
WBGene00012314,WBGene00012314,WBGene00012314,History: N.A.
WBGene00012315,WBGene00012315,WBGene00012315,History: N.A.
WBGene00012324,WBGene00012324,WBGene00012324,History: Renamed on 2006-05-15
WBGene00012326,WBGene00012326,WBGene00012326,History: N.A.
WBGene00012328,WBGene00012328,WBGene00012328,History: N.A.
WBGene00012329,WBGene00012329,WBGene00012329,History: N.A.
WBGene00012330,WBGene00012330,WBGene00012330,History: N.A.
WBGene00012332,WBGene00012332,WBGene00012332,History: N.A.
WBGene00012333,WBGene00012333,WBGene00012333,History: N.A.
WBGene00012334,WBGene00012334,WBGene00012334,History: N.A.
WBGene00012341,WBGene00012341,WBGene00012341,History: N.A.
WBGene00012344,WBGene00012344,WBGene00012344,History: Renamed on 2012-12-21
WBGene00012345,WBGene00012345,WBGene00012345,History: N.A.
WBGene00012346,WBGene00012346,WBGene00012346,History: N.A.
WBGene00012353,WBGene00012353,WBGene00012353,History: N.A.
WBGene00012354,WBGene00012354,WBGene00012354,History: N.A.
WBGene00012356,WBGene00012356,WBGene00012356,History: N.A.
WBGene00012359,WBGene00012359,WBGene00012359,History: N.A.
WBGene00012369,WBGene00012369,WBGene00012369,History: N.A.
WBGene00012372,WBGene00012372,WBGene00012372,History: N.A.
WBGene00012373,WBGene00012373,WBGene00012373,History: N.A.
WBGene00012374,WBGene00012374,WBGene00012374,History: N.A.
WBGene00012375,WBGene00012375,WBGene00012375,History: N.A.
WBGene00012378,WBGene00012378,WBGene00012378,History: N.A.
WBGene00012379,WBGene00012379,WBGene00012379,History: N.A.
WBGene00012380,WBGene00012380,,History: Killed on 2020-01-21. Remark: No evidence for this gene.
WBGene00012391,WBGene00012391,WBGene00012391,History: N.A.
WBGene00012393,WBGene00012393,WBGene00012393,History: N.A.
WBGene00012394,WBGene00012394,WBGene00012394,History: Renamed on 2010-03-29
WBGene00012401,WBGene00012401,WBGene00012401,History: N.A.
WBGene00012402,WBGene00012402,WBGene00012402,History: N.A.
WBGene00012405,WBGene00012405,WBGene00012405,History: N.A.
WBGene00012409,WBGene00012409,WBGene00012409,"History: Split into Y7A5A.24(WBGene00304823). History of WBGene00012409: Split into ""WBGene00304823"" on 2019-07-25"
WBGene00012415,WBGene00012415,WBGene00012415,History: N.A.
WBGene00012423,WBGene00012423,WBGene00012423,History: N.A.
WBGene00012434,WBGene00012434,WBGene00012434,History: N.A.
WBGene00012436,WBGene00012436,WBGene00012436,History: N.A.
WBGene00012442,WBGene00012442,WBGene00012442,History: N.A.
WBGene00012443,WBGene00012443,WBGene00012443,History: N.A.
WBGene00012446,WBGene00012446,WBGene00012446,History: N.A.
WBGene00012448,WBGene00012448,WBGene00012448,History: N.A.
WBGene00012452,WBGene00012452,WBGene00012452,History: N.A.
WBGene00012454,WBGene00012454,WBGene00012454,"History: Split into clec-257(WBGene00044892). History of WBGene00012454: Split into ""WBGene00044892"" on 2006-05-19"
WBGene00012455,WBGene00012455,WBGene00012455,"History: Split into Y17D7C.6(WBGene00194680). History of WBGene00012455: Split into ""WBGene00194680"" on 2009-06-15"
WBGene00012456,WBGene00012456,WBGene00012456,History: N.A.
WBGene00012457,WBGene00012457,WBGene00012457,History: N.A.
WBGene00012458,WBGene00012458,WBGene00012458,History: N.A.
WBGene00012461,WBGene00012461,WBGene00012461,History: N.A.
WBGene00012462,WBGene00012462,WBGene00012462,History: N.A.
WBGene00012463,WBGene00012463,WBGene00012463,History: N.A.
WBGene00012465,WBGene00012465,WBGene00012465,History: N.A.
WBGene00012469,WBGene00012469,WBGene00012469,History: N.A.
WBGene00012470,WBGene00012470,WBGene00012470,History: N.A.
WBGene00012471,WBGene00012471,WBGene00012471,History: N.A.
WBGene00012472,WBGene00012472,WBGene00012472,History: N.A.
WBGene00012476,WBGene00012476,WBGene00012476,History: N.A.
WBGene00012477,WBGene00012477,WBGene00012477,History: N.A.
WBGene00012480,WBGene00012480,WBGene00012480,History: N.A.
WBGene00012481,WBGene00012481,WBGene00012481,History: N.A.
WBGene00012482,WBGene00012482,WBGene00012482,History: N.A.
WBGene00012483,WBGene00012483,WBGene00012483,History: N.A.
WBGene00012484,WBGene00012484,WBGene00012484,History: Renamed on 2005-12-05
WBGene00012486,WBGene00012486,WBGene00012486,History: N.A.
WBGene00012487,WBGene00012487,WBGene00012487,History: N.A.
WBGene00012488,WBGene00012488,WBGene00012488,History: N.A.
WBGene00012489,WBGene00012489,WBGene00012489,History: N.A.
WBGene00012490,WBGene00012490,WBGene00012490,History: N.A.
WBGene00012500,WBGene00012500,WBGene00012500,History: N.A.
WBGene00012502,WBGene00012502,WBGene00012502,History: N.A.
WBGene00012504,WBGene00012504,WBGene00012504,History: N.A.
WBGene00012505,WBGene00012505,WBGene00012505,History: N.A.
WBGene00012509,WBGene00012509,WBGene00012509,History: N.A.
WBGene00012516,WBGene00012516,WBGene00012516,History: N.A.
WBGene00012520,WBGene00012520,WBGene00012520,History: N.A.
WBGene00012521,WBGene00012521,WBGene00012521,History: N.A.
WBGene00012522,WBGene00012522,WBGene00012522,History: N.A.
WBGene00012524,WBGene00012524,WBGene00012524,History: N.A.
WBGene00012532,WBGene00012532,WBGene00012532,"History: Split into Y32F6B.9(WBGene00303085). History of WBGene00012532: Split into ""WBGene00303085"" on 2018-03-02"
WBGene00012543,WBGene00012543,WBGene00012543,History: N.A.
WBGene00012546,WBGene00012546,WBGene00012546,History: N.A.
WBGene00012547,WBGene00012547,WBGene00012547,History: N.A.
WBGene00012549,WBGene00012549,WBGene00012549,History: N.A.
WBGene00012550,WBGene00012550,WBGene00012550,History: Renamed on 2018-11-12
WBGene00012551,WBGene00012551,WBGene00012551,History: N.A.
WBGene00012552,WBGene00012552,WBGene00012552,History: N.A.
WBGene00012553,WBGene00012553,WBGene00012553,History: Renamed on 2017-09-05
WBGene00012554,WBGene00012554,WBGene00012554,History: N.A.
WBGene00012561,WBGene00012561,WBGene00012561,History: N.A.
WBGene00012564,WBGene00012564,WBGene00012564,History: N.A.
WBGene00012570,WBGene00012570,WBGene00012570,History: N.A.
WBGene00012571,WBGene00012571,WBGene00012571,"History: Split into Y37H2A.13(WBGene00045417), Y37H2A.14(WBGene00045416). History of WBGene00012571: Split into ""WBGene00045416"" on 2007-05-15; Split into ""WBGene00045417"" on 2007-05-15"
WBGene00012574,WBGene00012574,WBGene00012574,History: N.A.
WBGene00012575,WBGene00012575,WBGene00012575,History: N.A.
WBGene00012576,WBGene00012576,WBGene00012576,History: N.A.
WBGene00012577,WBGene00012577,WBGene00012577,History: N.A.
WBGene00012578,WBGene00012578,WBGene00012578,History: N.A.
WBGene00012579,WBGene00012579,WBGene00012579,History: N.A.
WBGene00012581,WBGene00012581,WBGene00012581,History: N.A.
WBGene00012582,WBGene00012582,WBGene00012582,History: N.A.
WBGene00012583,WBGene00012583,WBGene00012583,History: N.A.
WBGene00012585,WBGene00012585,WBGene00012585,History: N.A.
WBGene00012586,WBGene00012586,WBGene00012586,History: N.A.
WBGene00012587,WBGene00012587,WBGene00012587,History: N.A.
WBGene00012588,WBGene00012588,WBGene00012588,History: N.A.
WBGene00012589,WBGene00012589,WBGene00012589,History: N.A.
WBGene00012595,WBGene00012595,WBGene00012595,History: N.A.
WBGene00012596,WBGene00012596,WBGene00012596,History: N.A.
WBGene00012598,WBGene00012598,WBGene00004347,"History: Merged into ""WBGene00004347"" on 2019-11-21"
WBGene00012605,WBGene00012605,WBGene00012605,History: N.A.
WBGene00012606,WBGene00012606,WBGene00012606,History: N.A.
WBGene00012607,WBGene00012607,WBGene00012607,History: N.A.
WBGene00012608,WBGene00012608,WBGene00012608,History: N.A.
WBGene00012609,WBGene00012609,WBGene00012609,History: N.A.
WBGene00012610,WBGene00012610,WBGene00012610,History: N.A.
WBGene00012614,WBGene00012614,WBGene00012614,History: N.A.
WBGene00012617,WBGene00012617,WBGene00012617,History: N.A.
WBGene00012618,WBGene00012618,WBGene00012618,History: N.A.
WBGene00012621,WBGene00012621,WBGene00012621,History: N.A.
WBGene00012623,WBGene00012623,WBGene00012623,History: N.A.
WBGene00012626,WBGene00012626,WBGene00012626,History: Renamed on 2017-01-13
WBGene00012627,WBGene00012627,WBGene00012627,History: N.A.
WBGene00012631,WBGene00012631,WBGene00012631,History: N.A.
WBGene00012632,WBGene00012632,WBGene00012632,History: N.A.
WBGene00012635,WBGene00012635,WBGene00012635,History: N.A.
WBGene00012636,WBGene00012636,WBGene00012636,History: N.A.
WBGene00012637,WBGene00012637,WBGene00012637,History: N.A.
WBGene00012638,WBGene00012638,WBGene00012638,History: N.A.
WBGene00012639,WBGene00012639,WBGene00012639,History: N.A.
WBGene00012640,WBGene00012640,WBGene00012640,History: N.A.
WBGene00012641,WBGene00012641,WBGene00012641,History: N.A.
WBGene00012648,WBGene00012648,WBGene00012648,History: N.A.
WBGene00012649,WBGene00012649,WBGene00012649,History: N.A.
WBGene00012650,WBGene00012650,WBGene00012650,History: N.A.
WBGene00012655,WBGene00012655,WBGene00012655,"History: Split into Y39A1A.25(WBGene00044808), Y39A1A.31(WBGene00306004). History of WBGene00012655: Split into ""WBGene00044808"" on 2006-05-17; Split into ""WBGene00306004"" on 2020-01-21"
WBGene00012662,WBGene00012662,WBGene00012662,History: N.A.
WBGene00012664,WBGene00012664,WBGene00012664,History: N.A.
WBGene00012665,WBGene00012665,WBGene00012665,History: N.A.
WBGene00012666,WBGene00012666,WBGene00012666,History: N.A.
WBGene00012669,WBGene00012669,WBGene00012669,History: N.A.
WBGene00012670,WBGene00012670,WBGene00012670,History: N.A.
WBGene00012674,WBGene00012674,WBGene00012674,History: N.A.
WBGene00012675,WBGene00012675,WBGene00012675,History: N.A.
WBGene00012681,WBGene00012681,WBGene00012681,History: N.A.
WBGene00012682,WBGene00012682,WBGene00012682,History: N.A.
WBGene00012683,WBGene00012683,WBGene00012683,History: N.A.
WBGene00012684,WBGene00012684,WBGene00012684,History: N.A.
WBGene00012686,WBGene00012686,WBGene00012686,History: N.A.
WBGene00012688,WBGene00012688,WBGene00012688,History: N.A.
WBGene00012689,WBGene00012689,WBGene00012689,History: N.A.
WBGene00012691,WBGene00012691,,History: Killed on 2017-11-14. Remark: No evidence for this gene.
WBGene00012695,WBGene00012695,WBGene00012695,History: N.A.
WBGene00012696,WBGene00012696,WBGene00012696,History: N.A.
WBGene00012697,WBGene00012697,WBGene00012697,History: N.A.
WBGene00012698,WBGene00012698,WBGene00012698,History: N.A.
WBGene00012699,WBGene00012699,WBGene00012699,History: N.A.
WBGene00012700,WBGene00012700,WBGene00012700,History: N.A.
WBGene00012701,WBGene00012701,WBGene00012701,History: N.A.
WBGene00012702,WBGene00012702,WBGene00012702,History: N.A.
WBGene00012708,WBGene00012708,WBGene00012708,History: N.A.
WBGene00012712,WBGene00012712,WBGene00012712,History: N.A.
WBGene00012713,WBGene00012713,WBGene00012713,History: N.A.
WBGene00012717,WBGene00012717,WBGene00012717,History: N.A.
WBGene00012721,WBGene00012721,WBGene00012721,History: N.A.
WBGene00012722,WBGene00012722,WBGene00012722,History: N.A.
WBGene00012723,WBGene00012723,WBGene00012723,History: N.A.
WBGene00012727,WBGene00012727,WBGene00012727,History: N.A.
WBGene00012731,WBGene00012731,WBGene00012731,History: N.A.
WBGene00012734,WBGene00012734,WBGene00012734,History: N.A.
WBGene00012744,WBGene00012744,WBGene00012744,History: N.A.
WBGene00012750,WBGene00012750,WBGene00012750,History: N.A.
WBGene00012754,WBGene00012754,WBGene00012754,History: N.A.
WBGene00012755,WBGene00012755,WBGene00012755,History: N.A.
WBGene00012759,WBGene00012759,WBGene00012759,History: N.A.
WBGene00012761,WBGene00012761,WBGene00012761,History: N.A.
WBGene00012765,WBGene00012765,WBGene00012765,History: N.A.
WBGene00012767,WBGene00012767,WBGene00012767,History: N.A.
WBGene00012769,WBGene00012769,WBGene00012769,History: N.A.
WBGene00012780,WBGene00012780,WBGene00012780,History: N.A.
WBGene00012781,WBGene00012781,WBGene00012781,History: N.A.
WBGene00012782,WBGene00012782,WBGene00012782,History: N.A.
WBGene00012787,WBGene00012787,WBGene00012787,History: N.A.
WBGene00012791,WBGene00012791,WBGene00012791,History: N.A.
WBGene00012802,WBGene00012802,WBGene00012802,History: N.A.
WBGene00012806,WBGene00012806,WBGene00012806,"History: Split into ""WBGene00045284"" on 2007-02-20"
WBGene00012808,WBGene00012808,WBGene00012808,History: N.A.
WBGene00012809,WBGene00012809,WBGene00012809,History: N.A.
WBGene00012810,WBGene00012810,WBGene00012810,History: N.A.
WBGene00012811,WBGene00012811,WBGene00012811,History: N.A.
WBGene00012812,WBGene00012812,WBGene00012812,History: N.A.
WBGene00012813,WBGene00012813,WBGene00012813,History: N.A.
WBGene00012814,WBGene00012814,WBGene00012814,History: N.A.
WBGene00012815,WBGene00012815,WBGene00012815,"History: Split into Y43F8B.19(WBGene00077688). History of WBGene00012815: Split into ""WBGene00077688"" on 2008-04-03"
WBGene00012816,WBGene00012816,WBGene00012816,History: N.A.
WBGene00012818,WBGene00012818,WBGene00012818,History: N.A.
WBGene00012825,WBGene00012825,WBGene00012825,History: N.A.
WBGene00012826,WBGene00012826,WBGene00012826,History: N.A.
WBGene00012827,WBGene00012827,WBGene00012827,History: N.A.
WBGene00012831,WBGene00012831,WBGene00012831,History: N.A.
WBGene00012832,WBGene00012832,WBGene00012832,History: N.A.
WBGene00012833,WBGene00012833,WBGene00012833,History: N.A.
WBGene00012834,WBGene00012834,WBGene00012834,History: N.A.
WBGene00012835,WBGene00012835,WBGene00012835,History: N.A.
WBGene00012836,WBGene00012836,WBGene00012836,History: N.A.
WBGene00012837,WBGene00012837,WBGene00012837,History: N.A.
WBGene00012838,WBGene00012838,WBGene00012838,History: N.A.
WBGene00012840,WBGene00012840,WBGene00012840,History: N.A.
WBGene00012841,WBGene00012841,WBGene00012841,History: N.A.
WBGene00012845,WBGene00012845,WBGene00012845,History: N.A.
WBGene00012850,WBGene00012850,WBGene00012850,History: N.A.
WBGene00012852,WBGene00012852,WBGene00012852,History: N.A.
WBGene00012853,WBGene00012853,WBGene00012853,History: N.A.
WBGene00012854,WBGene00012854,WBGene00012854,History: N.A.
WBGene00012855,WBGene00012855,WBGene00012855,History: N.A.
WBGene00012861,WBGene00012861,WBGene00012861,History: N.A.
WBGene00012863,WBGene00012863,WBGene00012863,History: N.A.
WBGene00012868,WBGene00012868,WBGene00012868,History: N.A.
WBGene00012869,WBGene00012869,WBGene00012869,History: N.A.
WBGene00012871,WBGene00012871,WBGene00012871,History: N.A.
WBGene00012875,WBGene00012875,WBGene00012875,History: N.A.
WBGene00012877,WBGene00012877,WBGene00012877,History: N.A.
WBGene00012879,WBGene00012879,WBGene00012879,History: N.A.
WBGene00012894,WBGene00012894,WBGene00012894,History: N.A.
WBGene00012896,WBGene00012896,WBGene00012896,History: Renamed on 2005-03-17
WBGene00012905,WBGene00012905,WBGene00012905,History: N.A.
WBGene00012907,WBGene00012907,WBGene00012907,History: N.A.
WBGene00012909,WBGene00012909,WBGene00012909,History: N.A.
WBGene00012911,WBGene00012911,WBGene00012911,History: N.A.
WBGene00012912,WBGene00012912,WBGene00012912,History: N.A.
WBGene00012913,WBGene00012913,WBGene00012913,History: N.A.
WBGene00012914,WBGene00012914,WBGene00012914,History: N.A.
WBGene00012915,WBGene00012915,WBGene00012915,History: N.A.
WBGene00012919,WBGene00012919,WBGene00012919,History: N.A.
WBGene00012920,WBGene00012920,WBGene00012920,History: N.A.
WBGene00012921,WBGene00012921,WBGene00012921,History: N.A.
WBGene00012922,WBGene00012922,WBGene00012922,History: N.A.
WBGene00012925,WBGene00012925,WBGene00012925,History: N.A.
WBGene00012926,WBGene00012926,WBGene00012926,History: N.A.
WBGene00012927,WBGene00012927,WBGene00012927,History: N.A.
WBGene00012928,WBGene00012928,WBGene00012928,History: N.A.
WBGene00012930,WBGene00012930,WBGene00012930,History: N.A.
WBGene00012934,WBGene00012934,WBGene00012934,History: Renamed on 2005-09-28
WBGene00012936,WBGene00012936,WBGene00012936,History: N.A.
WBGene00012937,WBGene00012937,WBGene00012937,History: N.A.
WBGene00012942,WBGene00012942,WBGene00012942,History: N.A.
WBGene00012943,WBGene00012943,WBGene00012943,History: N.A.
WBGene00012945,WBGene00012945,WBGene00012945,History: N.A.
WBGene00012946,WBGene00012946,WBGene00012946,History: N.A.
WBGene00012958,WBGene00012958,WBGene00012958,History: N.A.
WBGene00012959,WBGene00012959,WBGene00012959,History: N.A.
WBGene00012961,WBGene00012961,WBGene00012961,History: N.A.
