gene_id,gene_name,log2 fold change (MLE): group dpy f4 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f2_smRNAseq_rep1,mutant_f2_smRNAseq_rep2,mutant_f2_smRNAseq_rep3,mutant_f2_smRNAseq_rep4,wt_smRNAseq_rep1,wt_smRNAseq_rep2,wt_smRNAseq_rep3,wt_smRNAseq_rep4,Input,Suggested Match,History
WBGene00017542,F17E9.5,-8.72741126566264,1.7958152131630602e-15,0.0,0.0,0.0,0.0,40099.1362962888,56757.9893005306,42153.7967760666,50575.2436743357,WBGene00017542,WBGene00017542,History: N.A.
WBGene00012809,Y43F8A.2,-8.70430552890485,2.00181390594196e-15,0.0,0.0,0.0,0.0,17927.7056525375,15023.6991433377,15401.7670158487,18447.2737025117,WBGene00012809,WBGene00012809,History: N.A.
WBGene00007337,C05C12.5,-8.67946073829679,2.634240320505e-15,0.0,0.0,0.0,0.0,40937.8488477438,55227.5442551403,41204.5889408608,56552.0145951112,WBGene00007337,WBGene00007337,History: N.A.
WBGene00009605,F40G12.10,-8.66510752646251,2.8129301459879707e-15,0.0,0.0,0.0,0.0,19413.1896726971,23238.9472757566,16174.031896053,18803.5515208005,WBGene00009605,WBGene00009605,History: N.A.
WBGene00006719,ubc-24,-8.64173455516873,3.3291013378761306e-15,0.0,0.0,0.0,0.0,29864.9180969385,28171.5420198063,22175.6110558207,30937.0166454376,WBGene00006719,WBGene00006719,History: N.A.
WBGene00018199,F39E9.7,-8.66236303933869,3.34257277347455e-15,0.0,0.0,0.0,0.0,81442.492945776,47846.9047003059,68957.1434827534,89015.4159613262,WBGene00018199,WBGene00018199,History: N.A.
WBGene00016161,C27D6.3,-8.64029792204573,3.4566415829435e-15,0.0,0.0,0.0,0.0,49491.5426315225,48476.4692358362,39550.8790616046,63247.7955514686,WBGene00016161,WBGene00016161,History: N.A.
WBGene00006044,ssp-16,-8.59250756372329,3.60034074675789e-15,0.0,0.0,0.0,1042.22601742422,87202.4060981911,101563.915764307,102501.055146804,101417.303341355,WBGene00006044,WBGene00006044,History: N.A.
WBGene00022751,msrp-2,-8.59995686357449,3.60034074675789e-15,609.269224404854,0.0,0.0,0.0,103551.535352109,102409.164446269,95236.9426160031,127374.032707819,WBGene00022751,WBGene00022751,History: N.A.
WBGene00195255,H16D19.7,-8.57371571979855,5.302103599389971e-15,0.0,0.0,0.0,0.0,70000.4449130715,48618.6289696656,58612.2319458926,58147.1668779631,WBGene00195255,WBGene00195255,History: N.A.
WBGene00009079,F23B12.1,-8.53354357529987,6.86129987273519e-15,0.0,0.0,0.0,0.0,22586.1277102822,23267.4161796734,20668.4612346272,24028.6700421199,WBGene00009079,WBGene00009079,History: N.A.
WBGene00011951,T23F6.3,-8.52038317749299,7.8864970619064e-15,0.0,0.0,0.0,0.0,22571.0223969126,28993.7959825734,21873.8358395211,24064.0555462615,WBGene00011951,WBGene00011951,History: N.A.
WBGene00001944,his-70,-8.50066823075088,9.26300924720583e-15,0.0,0.0,0.0,0.0,46975.7104848835,43935.4657229044,38807.9393323389,54640.403856489,WBGene00001944,WBGene00001944,History: N.A.
WBGene00015230,tag-344,-8.49819421158955,9.35370306421892e-15,0.0,0.0,0.0,0.0,22844.81410979,21990.2440794335,16125.2465866022,20652.2508622395,WBGene00015230,WBGene00015230,History: N.A.
WBGene00007733,smz-1,-8.48298093713906,1.12397166260173e-14,0.0,0.0,0.0,0.0,19880.6989560887,23629.913057513,22156.6045324509,31896.0529968786,WBGene00007733,WBGene00007733,History: N.A.
WBGene00077576,C15H11.13,-8.4391936525988,1.15910254512937e-14,0.0,0.0,970.654188655225,0.0,88897.1833755953,71423.640349732,72172.0129274705,84903.2907674606,WBGene00077576,WBGene00077576,History: N.A.
WBGene00002227,klp-17,-8.4342797669168,1.39013400915451e-14,0.0,0.0,0.0,0.0,13699.2913148181,17323.8792880418,14785.975334682,15340.1069117703,WBGene00002227,WBGene00002227,"History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
WBGene00006050,ssq-1,-8.43988492958911,1.39013400915451e-14,0.0,0.0,0.0,0.0,27341.1222014226,24345.7770541536,19566.7156374888,25477.5431197721,WBGene00006050,WBGene00006050,History: N.A.
WBGene00008950,wht-5,-8.44070906573926,1.39013400915451e-14,0.0,0.0,0.0,0.0,9307.65719738757,11851.7838389085,9669.60829998788,11758.4414638712,WBGene00008950,WBGene00008950,History: N.A.
WBGene00219694,linc-36,-8.43112628122653,1.40833382686906e-14,0.0,0.0,0.0,0.0,91871.3742996572,77114.0835204242,77702.0501398011,71063.2090052083,WBGene00219694,WBGene00219694,History: N.A.
WBGene00007457,C08F11.10,-8.41885024270476,1.53858563460986e-14,0.0,0.0,0.0,0.0,24536.6065357359,22067.5415939774,22026.5907277279,28680.5116118752,WBGene00007457,WBGene00007457,History: N.A.
WBGene00219304,F56D6.16,-8.42358409718477,1.53858563460986e-14,0.0,0.0,0.0,0.0,51089.8142092279,35604.9939481555,40175.2266751359,39154.7539127185,WBGene00219304,WBGene00219304,History: N.A.
WBGene00044674,B0280.17,-8.43486222439801,1.5779304661289e-14,0.0,0.0,0.0,0.0,19621.2226645466,23073.6418791572,22311.110737128,34332.9776443947,WBGene00044674,WBGene00044674,History: N.A.
WBGene00021633,Y47G6A.3,-8.4003230016687,1.69342172020838e-14,0.0,0.0,0.0,0.0,30592.6419950162,32790.1864379719,28110.392031928,34804.7163981654,WBGene00021633,WBGene00021633,History: N.A.
WBGene00013053,Y50E8A.10,-8.39988626446884,1.70250708696315e-14,0.0,0.0,0.0,0.0,35124.8852535371,29979.5990290028,27231.9422809303,34314.5091249518,WBGene00013053,WBGene00013053,History: N.A.
WBGene00235359,F56D6.22,-8.38062333543713,1.72818502201738e-14,0.0,1007.30914305161,0.0,0.0,89211.6781281033,101674.67248815,108420.568969871,136652.57215938,WBGene00235359,WBGene00235359,History: N.A.
WBGene00010679,K08F4.5,-8.36223720545528,1.82355823977895e-14,0.0,0.0,0.0,557.920247245679,42163.3410946044,46068.2093582871,39693.5194177608,51684.3690723407,WBGene00010679,WBGene00010679,History: N.A.
WBGene00010728,K09G1.2,-8.38292726817506,2.0046315540934902e-14,0.0,0.0,0.0,0.0,37836.1379171166,49687.1702657023,32784.9996354518,43009.8524236216,WBGene00010728,WBGene00010728,History: N.A.
WBGene00015516,C06A8.6,-8.36467507510212,2.1169217660704505e-14,0.0,0.0,0.0,0.0,20670.1999640157,18469.2990160028,16542.3294673486,17020.0772185314,WBGene00015516,WBGene00015516,History: N.A.
WBGene00022754,nspd-1,-8.35509076959638,2.27103438901124e-14,0.0,0.0,0.0,0.0,61231.3969301627,67180.3923553713,55688.3515839635,70303.4180930024,WBGene00022754,WBGene00022754,History: N.A.
WBGene00020864,oac-50,-8.36368342652082,2.29848753201309e-14,0.0,0.0,0.0,0.0,9609.96856992223,8845.46626733497,8293.95764230979,12708.3053841385,WBGene00020864,WBGene00020864,History: N.A.
WBGene00020370,T08H10.3,-8.36330187875558,2.55578073247177e-14,0.0,0.0,0.0,0.0,25274.1347816549,42360.2444648576,32834.4666625045,47284.7487821547,WBGene00020370,WBGene00020370,History: N.A.
WBGene00022166,Y71H2AM.1,-8.29061586725418,2.89261124986486e-14,0.0,186.579863321576,0.0,0.0,18310.7374756809,19940.606369036,17485.4599692124,20287.9333167094,WBGene00022166,WBGene00022166,History: N.A.
WBGene00045410,E01G4.7,-8.32050171264865,3.03679663600396e-14,0.0,0.0,0.0,0.0,17487.9290892602,20848.9524497317,26170.4821651413,20762.4435948952,WBGene00045410,WBGene00045410,History: N.A.
WBGene00235294,Y69A2AR.47,-8.28064804282953,3.0745993196948204e-14,0.0,995.458447250998,0.0,0.0,114372.491641498,97523.249874447,96061.0639473423,95871.5665657004,WBGene00235294,WBGene00235294,History: N.A.
WBGene00020914,sulp-6,-8.30093289376357,3.2942309012070604e-14,0.0,0.0,0.0,0.0,9449.03392544884,7172.46143117396,7806.10940298671,7907.9899887249,WBGene00020914,WBGene00020914,History: N.A.
WBGene00219728,linc-16,-8.28665872088205,3.9049469824651805e-14,0.0,0.0,0.0,0.0,37796.9538471941,28893.4653383889,44231.8008424924,35790.3091904364,WBGene00219728,WBGene00219728,History: N.A.
WBGene00016942,C55B7.3,-8.26138121379498,4.35433617224228e-14,0.0,0.0,0.0,0.0,14064.9042093857,13532.457895036,12292.1961684755,11948.8022845814,WBGene00016942,WBGene00016942,History: N.A.
WBGene00219687,linc-12,-8.24180277304947,5.0929459974229e-14,0.0,0.0,0.0,0.0,114250.298808548,96184.5468847174,109513.402291053,95263.6134278424,WBGene00219687,WBGene00219687,History: N.A.
WBGene00008541,F07A5.2,-8.24603589002498,5.38622713981573e-14,0.0,0.0,0.0,0.0,18718.5416465022,19501.372433304,13931.7908753433,22999.4198010058,WBGene00008541,WBGene00008541,History: N.A.
WBGene00010651,K08C9.2,-8.20927752453986,5.38622713981573e-14,0.0,401.966593901828,0.0,0.0,33194.5102670917,38186.6032762536,36178.6713066799,47038.3570537917,WBGene00010651,WBGene00010651,History: N.A.
WBGene00044243,F16C3.4,-8.22967934468793,5.39719711667282e-14,0.0,0.0,0.0,0.0,33091.8896012656,31415.3655672205,29931.7466215535,27042.9776365111,WBGene00044243,WBGene00044243,History: N.A.
WBGene00016058,nspd-3,-8.22745149025601,5.54372378802963e-14,0.0,0.0,0.0,0.0,52463.7872677807,58511.5762298921,69052.2360742886,60175.8958428318,WBGene00016058,WBGene00016058,History: N.A.
WBGene00016040,C24A11.1,-8.24510141563046,5.6435767791697405e-14,0.0,0.0,0.0,0.0,25583.3204987562,32170.7477656004,18181.5981357824,30899.1834517071,WBGene00016040,WBGene00016040,History: N.A.
WBGene00003562,ncr-2,-8.19488411131599,5.72722128622791e-14,0.0,0.0,0.0,114.216549854709,8837.12702836286,8921.2265232686,6532.66221473848,8535.72481820936,WBGene00003562,WBGene00003562,History: N.A.
WBGene00007777,C27D8.1,-8.20879709307816,6.02260734664375e-14,0.0,0.0,0.0,0.0,18330.5512890378,18425.51609577,17834.0109164406,15550.0532541137,WBGene00007777,WBGene00007777,History: N.A.
WBGene00010466,K01D12.7,-8.22157270964516,6.02260734664375e-14,0.0,0.0,0.0,0.0,42176.4068959973,32693.6550555235,45642.2291990751,52460.6850845831,WBGene00010466,WBGene00010466,History: N.A.
WBGene00044333,C01G12.13,-8.18713219775897,7.102820019779542e-14,0.0,0.0,0.0,0.0,25105.6025553945,23153.567709564,20961.3397079559,23812.1542548512,WBGene00044333,WBGene00044333,History: N.A.
WBGene00016461,C35E7.9,-8.1810342597056,7.545036310245512e-14,0.0,0.0,0.0,0.0,16782.5297684873,16399.5040592385,18925.546424509,20792.2661223225,WBGene00016461,WBGene00016461,History: N.A.
WBGene00007274,C03C11.1,-8.18517772481083,7.61180594482349e-14,0.0,0.0,0.0,0.0,31159.1724023313,26240.8238028743,21920.5748049902,31954.251883553,WBGene00007274,WBGene00007274,History: N.A.
WBGene00016054,C24D10.2,-8.18676522835839,7.817588290875582e-14,0.0,0.0,0.0,0.0,30229.047853008,32770.765574173,24998.6695308813,41269.2740044582,WBGene00016054,WBGene00016054,History: N.A.
WBGene00194650,C36A4.14,-8.16584333077585,8.54670525888749e-14,0.0,0.0,0.0,0.0,22185.0953648327,18343.5725291069,15420.5673947575,16879.5167306268,WBGene00194650,WBGene00194650,History: N.A.
WBGene00009446,F35H8.1,-8.1694194415797,8.64107272439174e-14,0.0,0.0,0.0,0.0,37975.2413653413,35978.6295109722,29441.792435784,47235.109031236,WBGene00009446,WBGene00009446,History: N.A.
WBGene00009449,F35H8.4,-8.1719718771331,8.680633195153972e-14,0.0,0.0,0.0,0.0,60010.2579600455,40315.4474789614,35620.934058109,43812.2750434653,WBGene00009449,WBGene00009449,History: N.A.
WBGene00012627,Y38H6C.15,-8.15769327418853,8.80832823463852e-14,0.0,0.0,0.0,0.0,27246.8099482269,24531.3726639834,27696.115654589,34578.297792152,WBGene00012627,WBGene00012627,History: N.A.
WBGene00018119,F36H12.3,-8.13549365637785,1.06175194270439e-13,0.0,0.0,0.0,0.0,20309.8783903775,19591.9080527715,15746.0282664917,14319.3322333331,WBGene00018119,WBGene00018119,History: N.A.
WBGene00000915,daf-21,-8.15466753767206,1.06349513266972e-13,0.0,0.0,0.0,0.0,6617.77255809392,4835.59143247772,8113.64492657877,9321.7606475458,WBGene00000915,WBGene00000915,History: Renamed on 2017-08-01
WBGene00015051,B0218.7,-8.11105885516023,1.23809168993725e-13,0.0,0.0,0.0,0.0,13928.9608973247,16808.6709820777,18095.5750286851,19544.50931307,WBGene00015051,WBGene00015051,History: N.A.
WBGene00020817,T25G12.11,-8.11450184175407,1.32155941610739e-13,0.0,0.0,0.0,0.0,27832.9785385242,16849.155397531,26202.5931862029,20212.7796519545,WBGene00020817,WBGene00020817,History: N.A.
WBGene00010241,F58D2.2,-8.0907630836163,1.44963410160216e-13,0.0,0.0,0.0,0.0,7004.6558513146,9432.27024477374,8844.17480284421,10563.4339037604,WBGene00010241,WBGene00010241,History: N.A.
WBGene00019024,F58A6.5,-8.08917435608766,1.44963410160216e-13,0.0,0.0,0.0,0.0,22388.6786350426,15769.3995020455,18322.0161729342,18296.2213078135,WBGene00019024,WBGene00019024,History: N.A.
WBGene00023036,F39E9.10,-8.486387789857,1.65137439155647e-13,0.0,0.0,0.0,0.0,55455.9080255777,25418.6681220375,36451.7430157326,25557.1604420214,WBGene00023036,WBGene00023036,History: N.A.
WBGene00077569,F53F4.18,-8.0773054527616,1.72328499734504e-13,0.0,0.0,0.0,0.0,51931.9540038855,35210.4144845841,40262.2802540636,58416.3667246203,WBGene00077569,WBGene00077569,History: N.A.
WBGene00003041,lin-61,-8.05665561027622,1.76671538338978e-13,0.0,0.0,0.0,0.0,8900.62458308746,7960.1801093334,8168.00698965846,6915.65955843039,WBGene00003041,WBGene00003041,History: N.A.
WBGene00011241,mpz-5,-8.04471307111075,2.05022170433773e-13,0.0,0.0,0.0,0.0,15663.2574482181,18347.3093211699,17878.0092986358,23717.9233318007,WBGene00011241,WBGene00011241,History: N.A.
WBGene00010547,K03H1.12,-7.53515268555184,2.21074824218671e-13,474.801602612376,0.0,915.675728750925,0.0,62500.9180804575,58874.1210179545,57656.843520077,78725.1817187266,WBGene00010547,WBGene00010547,History: N.A.
WBGene00007977,gska-3,-8.020933134224,2.30927141075831e-13,0.0,0.0,0.0,0.0,13107.0170505954,13159.7418936897,11855.349393762,15391.6775191218,WBGene00007977,WBGene00007977,History: Renamed on 2021-12-09
WBGene00045036,K08E4.7,-8.02744657303811,2.40246173012385e-13,0.0,0.0,0.0,0.0,14493.303126589,19358.2430943439,12100.8467992947,18007.2469903417,WBGene00045036,WBGene00045036,History: N.A.
WBGene00007987,C36H8.1,-8.01667441197103,2.52436454402111e-13,0.0,0.0,0.0,0.0,13434.1637322236,13039.7476400257,14264.5165946985,9097.28566151261,WBGene00007987,WBGene00007987,History: N.A.
WBGene00017386,nspd-5,-8.0135672943756,2.54336916452251e-13,0.0,0.0,0.0,0.0,39575.73046503,45234.5736965535,51438.533910795,61437.9029345145,WBGene00017386,WBGene00017386,History: N.A.
WBGene00010091,ssp-35,-8.00549575665968,2.5776944140851e-13,0.0,0.0,0.0,0.0,26851.1807633726,38060.0378297888,32713.1027064267,31863.4727588838,WBGene00010091,WBGene00010091,History: N.A.
WBGene00007080,sfxn-1.1,-8.01711861784043,2.72043115154536e-13,0.0,0.0,0.0,0.0,13179.2863175411,14743.2567593287,14725.5918785676,23478.3483486512,WBGene00007080,WBGene00007080,History: N.A.
WBGene00009412,F35E2.5,-7.99601817339674,2.72043115154536e-13,0.0,0.0,0.0,0.0,10941.5254815083,9431.88983460053,8302.35985928622,10676.0946082927,WBGene00009412,WBGene00009412,History: N.A.
WBGene00015125,B0303.3,-8.00560965030357,2.75249672822624e-13,0.0,0.0,0.0,0.0,7904.83223919903,8655.84826593086,7453.61833817316,12200.886720965,WBGene00015125,WBGene00015125,History: N.A.
WBGene00194715,T25E12.16,-7.9980290318771,2.75249672822624e-13,0.0,0.0,0.0,0.0,58220.9612777505,50188.0376520028,40336.155997649,61096.0165743736,WBGene00194715,WBGene00194715,History: N.A.
WBGene00016765,C49C8.1,-7.98746962816739,2.78510981670633e-13,0.0,0.0,0.0,0.0,12162.6534573069,10275.2164793738,9839.55465216802,12125.5904820034,WBGene00016765,WBGene00016765,History: N.A.
WBGene00017384,F11G11.4,-7.9870607521832,2.99900577010814e-13,0.0,0.0,0.0,0.0,29980.45370948,34153.876052521,21693.952321104,25941.4786441571,WBGene00017384,WBGene00017384,History: N.A.
WBGene00011438,T04F3.3,-7.9802559670289,3.02011626289386e-13,0.0,0.0,0.0,0.0,13275.0769933759,13053.0085453447,15020.7904721095,18316.5578569669,WBGene00011438,WBGene00011438,History: N.A.
WBGene00219661,linc-45,-7.96442258786557,3.31152580391375e-13,0.0,0.0,0.0,0.0,42360.1820894439,30647.0369975815,36946.5630566701,35889.7939353877,WBGene00219661,WBGene00219661,History: N.A.
WBGene00044180,C47E8.11,-7.9578074028934,3.39918580814192e-13,0.0,0.0,0.0,0.0,55918.6494627697,49619.0122817987,62386.1999088218,55466.0451728718,WBGene00044180,WBGene00044180,History: N.A.
WBGene00012937,Y47D3A.31,-7.96518011854339,3.65866189867914e-13,0.0,0.0,0.0,0.0,27593.2725633724,20077.4477489022,16686.3564758667,27218.5250951228,WBGene00012937,WBGene00012937,History: N.A.
WBGene00009956,F53B2.5,-7.94337250155992,3.78040190197311e-13,0.0,0.0,0.0,0.0,10595.3725070302,12804.1012578283,10320.7535299149,10343.3405870555,WBGene00009956,WBGene00009956,History: N.A.
WBGene00018841,F54H5.5,-7.94116493105642,3.82800358511557e-13,0.0,0.0,0.0,0.0,15496.8041278332,16016.7640601449,18355.4922731066,19741.1313692128,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
WBGene00006537,tbb-2,-7.94460216016423,3.86123311257266e-13,0.0,0.0,0.0,0.0,10908.5073939939,9620.92159144391,7705.49205580463,11326.6922913088,WBGene00006537,WBGene00006537,History: N.A.
WBGene00013987,ZK512.8,-7.94820692403117,3.9739372211685497e-13,0.0,0.0,0.0,0.0,19806.2247289267,29055.2970183245,22290.3160397103,32617.3404109079,WBGene00013987,WBGene00013987,History: N.A.
WBGene00015024,B0205.10,-7.91841788487889,4.49977210985241e-13,0.0,0.0,0.0,0.0,11588.8073006675,9359.27477171652,9820.46037334645,12359.5506443308,WBGene00015024,WBGene00015024,History: N.A.
WBGene00022706,ZK354.3,-7.91431584746547,4.49977210985241e-13,0.0,0.0,0.0,0.0,13467.7752838721,14562.1014305279,12583.249736692,14342.6373543825,WBGene00022706,WBGene00022706,History: N.A.
WBGene00011911,T22B3.3,-7.92308239205118,4.53012479998908e-13,0.0,0.0,0.0,0.0,19980.9939620331,20526.2505963943,27226.6899655282,28815.2481601266,WBGene00011911,WBGene00011911,History: N.A.
