gene_id,gene_name,log2 fold change (MLE): group dpy f3 vs wt f3,Benjamini-Hochberg adjusted p-values,mutant_f1_smRNAseq_rep1,mutant_f1_smRNAseq_rep2,mutant_f1_smRNAseq_rep3,mutant_f1_smRNAseq_rep4,wt_smRNAseq_rep1,wt_smRNAseq_rep2,wt_smRNAseq_rep3,wt_smRNAseq_rep4,Input,Suggested Match,History
WBGene00044258,Y57G11C.51,-2.8095032515905,1.1245186858237301e-23,1386.51993037419,1370.75866654578,2149.19531898101,563.240214503524,8452.52118945423,9739.85141322821,9620.57887883526,8091.85850037596,WBGene00044258,WBGene00044258,History: N.A.
WBGene00235359,F56D6.22,-2.9528280999577,1.27934023976821e-23,3671.17076802858,2841.46848586053,1131.45467851117,2075.64449418891,15763.9091990759,17966.149035415,19158.1644961209,24146.8245474246,WBGene00235359,WBGene00235359,History: N.A.
WBGene00013979,ZK507.3,-2.48887427075453,3.04849234035352e-23,1500.41393354375,727.415932380296,1098.26534127484,1284.13206040487,5662.50979806804,7522.76713597924,6017.86573965507,6936.59008678382,WBGene00013979,WBGene00013979,History: N.A.
WBGene00018999,F57B9.8,-2.46848767296583,5.66038859101846e-23,1171.3849238284,946.498871070822,923.380084614249,1244.52244481556,6904.34209758275,4558.82689325792,5314.35169157035,7349.53966020642,WBGene00018999,WBGene00018999,History: N.A.
WBGene00235294,Y69A2AR.47,-2.49584307854951,1.4079934813444e-22,3437.03418034627,3209.18793697189,3074.894479248,2930.32163885493,20209.8829541093,17232.5830886402,16974.2114643116,16940.726840097,WBGene00235294,WBGene00235294,History: N.A.
WBGene00007307,spch-1,-2.71058268073867,2.57918057305001e-22,3078.57702811118,1616.90256935997,2783.6625563371,1528.50807940271,15872.6504024168,10070.123079002,13002.4535838627,18917.0306461155,WBGene00007307,WBGene00007307,History: N.A.
WBGene00003467,msp-81,-3.05874308501558,1.31966234357629e-21,1826.80267882762,1918.91378265906,1028.59516228288,646.954128058882,10690.0219630097,9479.46544471092,12251.6161667983,11930.9778471661,WBGene00003467,WBGene00003467,History: N.A.
WBGene00013712,dlc-6,-2.85631598268855,1.78688914669928e-21,1392.08445251192,2525.74976520936,926.337163693354,971.061751667327,9766.79691170813,10844.376622225,9735.54638641351,11710.6871069693,WBGene00013712,WBGene00013712,History: N.A.
WBGene00013033,Y49E10.10,-2.48348285214508,2.23507586036202e-21,1109.77361948502,874.297995649394,1489.26513239931,567.697639436284,5149.03386636481,5395.5654552478,4624.38453354642,6440.41356755214,WBGene00013033,WBGene00013033,History: N.A.
WBGene00006719,ubc-24,-3.02188811271375,1.3609147490373102e-20,674.161544546977,778.969553756158,592.163196230144,413.835662392805,5277.19988006446,4977.97642322657,3918.48159851908,5466.64216526317,WBGene00006719,WBGene00006719,History: N.A.
WBGene00012605,Y38F1A.1,-2.46129778484485,2.1670618390455603e-20,1176.82942730889,755.435730379839,1052.833960669,1003.33268601277,5261.93033443473,5721.58149483981,4973.65828985657,5987.56157685267,WBGene00012605,WBGene00012605,History: N.A.
WBGene00012809,Y43F8A.2,-2.85108430505396,2.37735480250554e-20,621.26083004664,285.506402885508,511.590751767011,268.145460971773,3167.86692038845,2654.72227514575,2721.52773983832,3259.67579266157,WBGene00012809,WBGene00012809,History: N.A.
WBGene00017215,F07F6.1,-2.5346058854403,3.7842752262903e-20,1165.48366487806,770.823897760038,821.508317110502,662.439732187951,4521.13266994772,4289.16511702804,4058.63536188914,6835.78287902566,WBGene00017215,WBGene00017215,History: N.A.
WBGene00008001,C38C10.3,-2.64731008056052,5.36377760970648e-20,1568.48782039611,1575.94050476298,898.508127052986,1726.79668003952,11653.764352258,6216.66056588753,7286.32016840297,11970.4060621269,WBGene00008001,WBGene00008001,History: N.A.
WBGene00010679,K08F4.5,-2.44193313826369,9.86232437836842e-20,1850.31029122317,1690.092779694,1766.58351291706,740.750451457753,7450.3595772584,8140.35880196365,7013.93639288825,9132.74717126123,WBGene00010679,WBGene00010679,History: N.A.
WBGene00020715,nspd-4,-2.75277588875783,1.49168793872015e-19,2661.93991188549,1087.39568479401,2381.46725044264,1021.27382857587,9945.73302174041,11998.296501743,11376.6179868568,12838.2219715532,WBGene00020715,WBGene00020715,History: N.A.
WBGene00010651,K08C9.2,-2.7086243944702,1.60599070279782e-19,1233.66758650592,1295.87161350409,1467.39727901923,414.142844446244,5865.54649276778,6747.66083655098,6392.85462832308,8311.78613639477,WBGene00010651,WBGene00010651,History: N.A.
WBGene00022166,Y71H2AM.1,-2.38855137554188,2.0511585850150705e-19,787.364194199132,526.313898152777,995.480521997698,384.463368273139,3235.54952660194,3523.55111765321,3089.72108856574,3584.92459005504,WBGene00022166,WBGene00022166,History: N.A.
WBGene00022751,msrp-2,-2.36971215641148,2.19904199110656e-19,6020.31328164244,2392.81556704045,3573.01477424579,2746.71752614473,18297.7950305063,18095.9354577554,16828.5873250862,22507.2852350442,WBGene00022751,WBGene00022751,History: N.A.
WBGene00219694,linc-36,-3.13626343771376,2.26649020307272e-19,2007.88938370744,1640.43541451742,1633.02737104705,1198.31022344927,16233.8836444091,13626.2363413942,13730.1313985708,12557.0328645142,WBGene00219694,WBGene00219694,History: N.A.
WBGene00019769,M04F3.3,-2.53249868282239,2.98291496825698e-19,1286.42846908601,450.430935671418,1004.40890879723,493.548228472925,4065.78171495319,4651.73739886569,4141.78694021727,5358.8725547785,WBGene00019769,WBGene00019769,History: N.A.
WBGene00017279,F09C12.8,-2.65120225512967,3.4208012071740903e-19,838.782386820076,1057.29059938997,736.761186007272,429.073797248354,4808.76844622972,4230.97029521248,3919.37500517629,5867.97795578181,WBGene00017279,WBGene00017279,History: N.A.
WBGene00050940,C25D7.16,-2.53625382513788,4.10338885465264e-19,3001.24909503067,1659.25167057549,3237.44696333122,2666.52139399451,19505.0776280536,12383.7088528064,12016.6488608943,17028.0387514462,WBGene00050940,WBGene00050940,History: N.A.
WBGene00020840,spch-3,-2.61675119950654,8.59672811498722e-19,2503.63157640471,1541.64779552008,1137.47305446069,662.439732187951,7900.08445485601,8578.33023405607,8191.06409399445,10789.0067126791,WBGene00020840,WBGene00020840,History: N.A.
WBGene00015230,tag-344,-2.80255114126109,4.1579065462623094e-18,601.127377221055,688.840845057098,400.009229776675,377.389908034348,4036.73132097547,3885.72682643556,2849.36824794274,3649.30034026927,WBGene00015230,WBGene00015230,History: N.A.
WBGene00016161,C27D6.3,-2.67696937435404,8.21749946938573e-18,1220.3337733059,1666.42512704603,1965.15812583519,936.380974822066,8745.26968369784,8565.90387447029,6988.73151310398,11176.0312891254,WBGene00016161,WBGene00016161,History: N.A.
WBGene00044674,B0280.17,-3.14021143930091,8.21749946938573e-18,559.067872894501,513.850059875747,511.529564020119,428.981423987375,3467.115280744,4077.16571537562,3942.42470459501,6066.71630302676,WBGene00044674,WBGene00044674,History: N.A.
WBGene00195178,ZC581.10,-2.8997652059146,1.24286832050612e-17,974.801152250359,819.162086013847,1141.64796390316,448.787998743548,5696.04121047689,5864.94319333101,5249.30136240404,7160.51904604186,WBGene00195178,WBGene00195178,History: N.A.
WBGene00013858,ssp-34,-2.79885711996858,3.29957835706799e-17,1854.90733542497,899.277938382234,1671.07152518572,766.391813238983,8494.813439502,9105.01670573065,7683.59276343097,9392.16475643807,WBGene00013858,WBGene00013858,History: N.A.
WBGene00077576,C15H11.13,-2.38077284687923,3.3401245730501803e-17,3494.75295080067,2965.01059394142,3738.71980725429,1031.37614618083,15708.337251253,12620.7219140511,12752.9610738796,15002.6072196411,WBGene00077576,WBGene00077576,History: N.A.
WBGene00006050,ssq-1,-2.88853506603026,3.49068440862894e-17,876.410007911071,424.892483866995,888.244794345215,258.647288995503,4831.23932681958,4301.95493365259,3457.48376339919,4501.94060668732,WBGene00006050,WBGene00006050,History: N.A.
WBGene00007337,C05C12.5,-2.65793006096491,3.49068440862894e-17,2302.18995531468,846.394868128669,1516.63073928093,883.252976250601,7233.81227191635,9758.83439470599,7280.9458613284,9992.87135729053,WBGene00007337,WBGene00007337,History: N.A.
WBGene00017542,F17E9.5,-2.57548101097266,3.64147113417674e-17,2178.58244093537,915.372398129567,1913.60120124036,835.829997659965,7085.6098304571,10029.2675626043,7448.67307416873,8936.76215639095,WBGene00017542,WBGene00017542,History: N.A.
WBGene00021633,Y47G6A.3,-2.73083499409254,5.08734367922955e-17,635.597618432332,572.267778970512,1595.11372858637,766.391813238983,5405.79037059218,5794.10154001042,4967.17107938972,6150.07362839225,WBGene00021633,WBGene00021633,History: N.A.
WBGene00008811,F14F7.4,-2.38002668432865,5.17615718175234e-17,894.997706912366,867.807978714563,1209.44466165351,898.051912650134,5540.92982194452,4644.23439603016,4060.4352001871,5582.58367460068,WBGene00008811,WBGene00008811,History: N.A.
WBGene00016040,C24A11.1,-3.45328905828744,1.1669827506378199e-16,597.963548919891,269.19175129205,250.111034197205,524.373345900357,4520.63171341919,5684.6452985121,3212.73030751646,5459.95695270813,WBGene00016040,WBGene00016040,History: N.A.
WBGene00009605,F40G12.10,-2.47181783228226,1.8325582579169e-16,1021.65854669329,536.586323510143,543.875210271462,391.967200619365,3430.35537147272,4106.3755600595,2857.98872459521,3322.63090453701,WBGene00009605,WBGene00009605,History: N.A.
WBGene00015516,C06A8.6,-2.69878594987395,1.8325582579169e-16,694.63608034433,617.405498162288,469.344162937966,246.00231042239,3652.47198793403,3263.56771633391,2923.06775453798,3007.48688359969,WBGene00015516,WBGene00015516,History: N.A.
WBGene00010547,K03H1.12,-2.44608778723895,2.15754258591153e-16,3043.20734718159,2264.29519967011,2598.80996470534,778.366685320842,11044.0563181026,10403.1929157274,10188.0971754695,13910.9211073546,WBGene00010547,WBGene00010547,History: N.A.
WBGene00003562,ncr-2,-2.35670991345311,3.06519653672799e-16,428.200323499929,207.595871113098,385.762325702438,151.645259849418,1561.54071954316,1576.40129418092,1154.33647412726,1508.28225413869,WBGene00003562,WBGene00003562,History: N.A.
WBGene00016058,nspd-3,-2.87948568632201,3.30526072588414e-16,2151.02206065847,1643.25888338922,1145.08666258962,900.279539648203,9270.47216331195,10339.1304158448,12201.6893114056,10633.2195284713,WBGene00016058,WBGene00016058,History: N.A.
WBGene00013053,Y50E8A.10,-2.50967879513314,4.57292556644726e-16,907.996597760474,1144.53555794102,1329.26144048864,696.719830217257,6206.64820327251,5297.46426515238,4811.94698315879,6063.45287306278,WBGene00013053,WBGene00013053,History: N.A.
WBGene00009449,F35H8.4,-3.30441575303005,6.25053206208983e-16,1352.53659874737,315.71872065117,660.015229131514,807.195081073466,10603.9509327117,7123.83251513185,6294.3011706604,7741.73000757123,WBGene00009449,WBGene00009449,History: N.A.
WBGene00007733,smz-1,-2.67913887814949,9.49006133854875e-16,730.203807912692,767.022167962352,1068.98172080196,305.616367242539,3512.96533967136,4175.46011505133,3915.12310202089,5636.10609958151,WBGene00007733,WBGene00007733,History: N.A.
WBGene00007457,C08F11.10,-2.59040769627955,1.04490806610244e-15,689.923025928522,217.413104125354,909.011410153499,1005.83835212555,4335.67494299769,3899.38547546169,3892.14936298487,5067.91252355354,WBGene00007457,WBGene00007457,History: N.A.
WBGene00011951,T23F6.3,-2.34344093588517,1.25225820345661e-15,710.586392177724,882.127529938792,1323.97084769068,644.379186255662,3988.35169409455,5123.27059412008,3865.15722206865,4252.17409371077,WBGene00011951,WBGene00011951,History: N.A.
WBGene00014048,ZK666.8,-2.35199364274096,2.12159941507621e-15,1367.30688921731,531.944178320224,889.630511653087,427.433811595845,4522.3948303121,4016.29247042955,3549.44959517135,3961.44686814877,WBGene00014048,WBGene00014048,History: N.A.
WBGene00044333,C01G12.13,-2.61248132335847,3.0997665052036106e-15,851.179170606213,650.252621317309,679.681952287996,534.373314356144,4436.21785146818,4091.2887938742,3703.91705189892,4207.66255477054,WBGene00044333,WBGene00044333,History: N.A.
WBGene00022754,nspd-1,-2.52237203520498,3.2871859348379e-15,1698.53433331066,2577.14583601304,3039.13989228,1013.68684599924,10819.7290040169,11870.9302108145,9840.26011208133,12422.7760586608,WBGene00022754,WBGene00022754,History: N.A.
WBGene00014174,ZK970.8,-2.67928311326376,3.7950078034822905e-15,1967.32596181436,2066.5225351713,1851.47129210918,431.302752039254,11774.5169447643,8710.86013838301,7326.94692328134,10858.5304002298,WBGene00014174,WBGene00014174,History: N.A.
WBGene00007777,C27D8.1,-2.60719718304509,3.9336553072794106e-15,748.875632314429,423.572941991632,252.996077182621,530.422018035853,3239.05067310204,3255.83117338905,3151.31084451078,2747.73026000754,WBGene00007777,WBGene00007777,History: N.A.
WBGene00077569,F53F4.18,-3.13520106185492,4.093259921043481e-15,998.796257536522,874.297995649394,974.791723025006,894.123782112147,9176.49599946204,6221.76141558261,7114.43774391757,10322.3066767616,WBGene00077569,WBGene00077569,History: N.A.
WBGene00020313,T07E3.2,-2.71607988085904,5.97106678182892e-15,1352.53659874737,789.296801627925,1980.04568739454,922.508664083961,8450.02339950463,8904.79064391482,6551.21142252409,7598.36463706065,WBGene00020313,WBGene00020313,History: N.A.
WBGene00044243,F16C3.4,-2.65350281884332,6.055714597483751e-15,1178.60980465732,1341.20751526246,431.356397859023,452.182764240852,5847.41318452861,5551.16752255591,5289.00863443433,4778.55649483973,WBGene00044243,WBGene00044243,History: N.A.
WBGene00022706,ZK354.3,-3.18784669861266,1.34424682533691e-14,276.733830945754,116.274925252605,324.099549854861,339.747436388978,2379.78694205998,2573.15689509779,2223.48923863613,2534.37708687754,WBGene00022706,WBGene00022706,History: N.A.
WBGene00015125,B0303.3,-4.06221755814321,1.4468088727523402e-14,273.931463037443,71.9359110344438,0.0,26.2739809391001,1396.80208093077,1529.50834429072,1317.07154436449,2155.92481223503,WBGene00015125,WBGene00015125,History: N.A.
WBGene00007081,AH6.3,-2.21262914810652,1.51982404218062e-14,1256.04366123093,1401.83693135562,1264.16459848164,722.836293018629,4327.48904448633,6154.41878900053,5032.58292647131,5392.06346355626,WBGene00007081,WBGene00007081,History: N.A.
WBGene00012627,Y38H6C.15,-2.66825623310726,1.6874729480214702e-14,1164.51581596186,407.744356715412,994.462408018784,670.163244760546,4814.5741342469,4334.75010579255,4893.96748841684,6110.06493871093,WBGene00012627,WBGene00012627,History: N.A.
WBGene00010046,F54D1.1,-2.8675342656999,2.3400607586581e-14,271.639149539221,642.005431951752,497.08259934591,364.757609857466,2845.09771364074,3714.38966028761,3018.42672482528,3044.86452180626,WBGene00010046,WBGene00010046,History: N.A.
WBGene00022507,ZC21.8,-2.62604610266843,2.3400607586581e-14,1051.36448161739,1656.56462333569,1154.35861937172,806.728224462087,6809.92597854814,7906.98819181873,5279.6616941704,8274.56162752553,WBGene00022507,WBGene00022507,History: N.A.
WBGene00019024,F58A6.5,-2.78205990486535,2.4424953924100505e-14,730.951201779543,349.0032940668,680.957370485739,254.940981886049,3956.13113098609,2786.48924771081,3237.54249840916,3232.98448627335,WBGene00019024,WBGene00019024,History: N.A.
WBGene00010920,M117.4,-2.24108161353635,2.8265849005608102e-14,463.726833856242,292.265329974226,497.840058544914,332.103119070226,2010.96355188211,1719.11386848676,1664.77843207671,1946.49211618934,WBGene00010920,WBGene00010920,History: N.A.
WBGene00002227,klp-17,-2.45134045959081,3.1564031402826804e-14,731.876568022451,361.77848095837,819.329249956363,198.204779285944,2420.69635847878,3061.16940968531,2612.71593009386,2710.63225729285,WBGene00002227,WBGene00002227,"History: Split into cisd-1(WBGene00044026). History of WBGene00002227: Split into ""WBGene00044026"" on 2004-12-14"
WBGene00016461,C35E7.9,-2.41306296824359,4.44905734889167e-14,611.315976834971,449.497839571157,715.94872312571,656.701082907226,2965.51170152107,2897.83017564686,3344.18768527651,3674.04135952533,WBGene00016461,WBGene00016461,History: N.A.
WBGene00011438,T04F3.3,-2.92779437599243,5.27290382279927e-14,517.533933267374,181.209682003506,168.36526659865,441.235322059645,2345.73670987134,2306.4967031346,2654.2083062339,3236.57800139382,WBGene00011438,WBGene00011438,History: N.A.
WBGene00013987,ZK512.8,-3.14400281438632,5.27290382279927e-14,819.201977790207,322.690427416338,449.726465275732,471.439758932497,3499.80557203458,5134.13796892541,3938.75023361998,5763.55924853884,WBGene00013987,WBGene00013987,History: N.A.
WBGene00008950,wht-5,-2.52727964856882,7.6619456835415e-14,686.2134214233,188.038355681947,218.387391992045,206.038240231988,1644.6844851977,2094.23752813336,1708.6420794905,2077.74371526728,WBGene00008950,WBGene00008950,History: N.A.
WBGene00020864,oac-50,-2.49950869749268,8.37888884391863e-14,494.03306382178,305.260714685106,340.348050116161,133.792662114236,1698.10360169096,1563.0142822953,1465.56143677299,2245.58685985056,WBGene00020864,WBGene00020864,History: N.A.
WBGene00009446,F35H8.1,-2.47578302035115,9.66472076834368e-14,1141.2027551931,1198.74451747241,1299.40498235267,1167.55002798126,6710.31269960661,6357.50678183342,5202.43260023972,8346.55266441273,WBGene00009446,WBGene00009446,History: N.A.
WBGene00012937,Y47D3A.31,-3.01517207868743,1.00625972860398e-13,265.347779590765,557.454307852747,776.911659359167,475.07939376531,4875.79487709836,3547.73130495772,2948.51765899145,4809.57613549384,WBGene00012937,WBGene00012937,History: N.A.
WBGene00194715,T25E12.16,-2.75781860227064,1.14057007169878e-13,992.687411924678,1042.74072875616,2034.54235768981,1523.40880307443,10287.7780838006,8868.34195955723,7127.49175812659,10795.8069830351,WBGene00194715,WBGene00194715,History: N.A.
WBGene00016605,C43E11.5,-2.95327572638147,1.18399913841495e-13,312.875936095778,109.550592225948,381.695554196538,360.111815859281,2299.65200950374,2662.02898063129,1916.61238498791,2139.08041976265,WBGene00016605,WBGene00016605,History: N.A.
WBGene00020370,T08H10.3,-2.41581962826282,1.45431089224672e-13,1642.20295294791,1150.00410894861,1121.91458847313,1008.07017592986,4465.99788439249,7485.15285673473,5801.92595777156,8355.32412284248,WBGene00020370,WBGene00020370,History: N.A.
WBGene00001944,his-70,-2.3241617819426,1.51086936176245e-13,2838.78403995646,1166.83876985908,1806.88579838285,852.355913963508,8300.71634323962,7763.49808463916,6857.45235012587,9655.08533263636,WBGene00001944,WBGene00001944,History: N.A.
WBGene00016765,C49C8.1,-2.64767294834702,1.56887118610519e-13,466.148383902489,178.0554664769,310.189924918205,292.649615368672,2149.16890640142,1815.65444099263,1738.67199172502,2142.61979321815,WBGene00016765,WBGene00016765,History: N.A.
WBGene00044744,F10G7.12,-2.22381674111345,1.68884680579061e-13,2540.96895263694,1734.90835144518,2045.91804881471,1072.34862322089,8404.30553375388,10655.1858904637,6732.95908602453,7878.08141670654,WBGene00044744,WBGene00044744,History: N.A.
WBGene00009412,F35E2.5,-2.67674555310433,1.75295194704908e-13,298.490835585627,156.77067508196,163.865849991273,400.814109222686,1933.39277781769,1666.63667860644,1467.04612788369,1886.49053058058,WBGene00009412,WBGene00009412,History: N.A.
WBGene00017736,F23C8.7,-2.28958482057253,2.18340568452195e-13,903.573510645427,332.196733211252,462.975192042148,519.994445308287,2590.10910047446,3377.15650950205,2239.78541081998,2758.36170067952,WBGene00017736,WBGene00017736,History: N.A.
WBGene00013138,Y53C10A.10,-2.89292798202798,2.62313371998421e-13,109.943703200464,72.1795551022997,80.4760313250957,52.725939733842,530.309781509978,613.875491273331,505.11905573877,642.412820272634,WBGene00013138,WBGene00013138,"History: Split into Y53C10A.24(WBGene00305049). History of WBGene00013138: Split into ""WBGene00305049"" on 2019-10-21"
WBGene00010466,K01D12.7,-2.39300507490609,3.08880424332743e-13,1408.28105726408,1479.28945033954,2267.81805410915,972.536248904132,7452.66833448717,5777.04422218268,8065.08712575124,9269.92400038898,WBGene00010466,WBGene00010466,History: N.A.
WBGene00016942,C55B7.3,-2.47056174419465,3.28257507228115e-13,737.747235680386,473.578080976755,360.008306799008,125.796636011449,2485.3009998543,2391.21650857573,2172.05940212029,2111.38091115579,WBGene00016942,WBGene00016942,History: N.A.
WBGene00012191,W02A2.8,-2.8266509025006,3.71994950710753e-13,905.119548971626,950.75751618147,361.377159676571,63.137475108408,3356.57382185646,3975.51109648189,4290.30352161721,4003.32806475166,WBGene00012191,WBGene00012191,History: N.A.
WBGene00009079,F23B12.1,-2.08084556594857,5.23467677183984e-13,1305.55635125889,374.014133422227,1390.01379151646,819.632926407322,3991.02083779163,4111.40608101549,3652.16475044251,4245.92139354912,WBGene00009079,WBGene00009079,History: N.A.
WBGene00044447,ZK688.10,-2.86227698701846,5.31070848411299e-13,486.045237624725,72.9360894766339,711.545829908627,426.228602015263,3444.86641263227,2974.95465625745,2374.0155894142,3113.25185331207,WBGene00044447,WBGene00044447,History: N.A.
WBGene00044896,K12C11.5,-2.98476846794989,5.37419590000572e-13,944.316461670893,495.965408441111,864.019936317619,362.294311712974,6637.10928833818,4304.18971543631,3934.93083945404,5405.13513255882,WBGene00044896,WBGene00044896,History: N.A.
WBGene00194886,C05B5.12,-2.90109369326076,5.82857563515435e-13,1638.40395558041,1290.76170966535,899.452930551464,785.732931554162,8805.96240705474,7281.14111956694,7352.33376942396,10940.9938277347,WBGene00194886,WBGene00194886,History: N.A.
WBGene00018841,F54H5.5,-2.59304273750884,5.8354995148837e-13,689.923025928522,652.239312376062,404.005071179333,317.633163829121,2738.32101663012,2830.19913541575,3243.45780248739,3488.30342530308,WBGene00018841,WBGene00018841,"History: Split into F54H5.14(WBGene00255600). History of WBGene00018841: Split into ""WBGene00255600"" on 2014-11-13"
WBGene00012486,Y18D10A.21,-2.1833732592316,6.00440472327702e-13,1171.08016667191,768.830255475228,1285.80193454257,673.940940616017,4761.01855575246,3269.38874946473,4567.03590911687,4538.55648696397,WBGene00012486,WBGene00012486,History: N.A.
WBGene00007080,sfxn-1.1,-2.80675810096569,6.12178969928072e-13,497.008664037312,326.293031869152,727.595735846416,238.351520863799,2328.81027660989,2605.16745934303,2602.04603418688,4148.67828156927,WBGene00007080,WBGene00007080,History: N.A.
WBGene00077582,F14H8.8,-2.70157582369452,6.46027669089409e-13,1713.47745061251,799.944207163082,1951.01275942688,876.518496079775,10075.3082175912,7462.90958724844,7485.8072214593,8173.08739802242,WBGene00077582,WBGene00077582,History: N.A.
WBGene00015051,B0218.7,-2.39256894311262,6.773832090551999e-13,482.689641188654,633.784792385249,971.620932104386,370.375225728876,2461.27950320143,2970.13091422998,3197.52982616964,3453.55985467862,WBGene00015051,WBGene00015051,History: N.A.
WBGene00021288,clec-123,-3.3350873782169,7.43031661846785e-13,70.6823698855459,111.369477943363,258.68860368791,135.589188515334,1363.7362046016,1030.94364441588,1329.16441682771,1753.16259289583,WBGene00021288,WBGene00021288,History: N.A.
WBGene00010091,ssp-35,-2.47514526629054,8.34497130908415e-13,1475.49447136077,1162.41892603385,720.016613598016,754.779816068695,4744.66554517639,6725.29643036923,5780.48066693302,5630.34909641544,WBGene00010091,WBGene00010091,History: N.A.
WBGene00007987,C36H8.1,-2.65859060518222,8.56654152918681e-13,608.495196552531,245.837215791827,411.141426077598,179.579912979574,2373.84770339364,2304.15347059226,2520.5729685372,1607.51134980571,WBGene00007987,WBGene00007987,History: N.A.
WBGene00008541,F07A5.2,-2.52159559461945,8.73385319654585e-13,1140.03084848207,315.135137064015,351.357460240067,460.401736234139,3307.60946376173,3445.93746857366,2461.77956684172,4064.05050305033,WBGene00008541,WBGene00008541,History: N.A.
WBGene00011241,mpz-5,-2.48960941799075,9.07525046013174e-13,697.333584746229,292.997824535565,510.430682035113,802.612264133199,2767.73370209338,3242.01185601473,3159.08546008112,4191.01173342202,WBGene00011241,WBGene00011241,History: N.A.
WBGene00010633,nspd-2,-2.813687273103,9.10059058143509e-13,980.691189424077,824.111705868915,1722.81920836746,1203.99922321532,7136.04250834299,7509.57571197725,7376.66173327042,10291.1214602155,WBGene00010633,WBGene00010633,History: N.A.
WBGene00015094,B0261.6,-3.2419564635637,1.05712737453918e-12,631.329887259714,442.108548853502,462.117632066149,322.952790019669,5336.34807877955,4508.23760713244,2518.30340886807,5018.94976179659,WBGene00015094,WBGene00015094,History: N.A.
WBGene00044180,C47E8.11,-2.41962815428575,1.33120244730933e-12,1967.32596181436,2066.5225351713,2240.05168674938,1341.83078412212,9880.95427820862,8767.79386477767,11023.7853526965,9800.97805672318,WBGene00044180,WBGene00044180,History: N.A.
WBGene00006537,tbb-2,-2.67924620339856,1.66023369313845e-12,194.26019371596,163.244149995578,625.651779140825,208.682390798167,1927.55840563206,1700.03902584558,1361.57821095442,2001.45264109561,WBGene00006537,WBGene00006537,History: N.A.
WBGene00045355,D1086.17,-2.71610528723211,1.6715260641183e-12,465.94562253498,652.586063738304,568.434168630012,297.939401079748,2654.15877113627,3256.45932417879,3119.80009200978,3481.9264148885,WBGene00045355,WBGene00045355,History: N.A.
WBGene00009685,F44D12.8,-2.80216819234065,1.71423048489191e-12,420.356698315731,196.245305498281,273.502713654498,286.70772869372,2317.23028475624,1617.94181749315,1556.98702280556,2807.07332648626,WBGene00009685,WBGene00009685,History: N.A.
