gene_id,gene_name,chr,start,end,strand,mean of normalized counts for all samples,log2 fold change (MLE): group pid5 vs N2,BH adjusted p-values,WT_new_rep1_RppH.robustRPKM,WT_new_rep2_RppH.robustRPKM,WT_new_rep3_RppH.robustRPKM,WT_old_rep1_RppH.robustRPKM,WT_old_rep2_RppH.robustRPKM,WT_old_rep3_RppH.robustRPKM,Y45_xf181_sensorOFF_rep1_RppH.robustRPKM,Y45_xf181_sensorOFF_rep2_RppH.robustRPKM,Y45_xf181_sensorOFF_rep3_RppH.robustRPKM,Y45_xf181_sensorON_rep1_RppH.robustRPKM,Y45_xf181_sensorON_rep2_RppH.robustRPKM,Y45_xf181_sensorON_rep3_RppH.robustRPKM,WT_control_REP1_RppH.robustRPKM,WT_control_REP2_RppH.robustRPKM,WT_control_REP3_RppH.robustRPKM,WT_control_REP4_RppH.robustRPKM,Input,Suggested Match,History
WBGene00006599,tpa-1,IV,92016.0,110756.0,+,150.144366207988,4.04701413320291,1.84891293380935e-51,7.93375206738749,5.01340833135792,5.02164883525193,8.36111796898938,6.26825544512497,6.22878660643959,58.4801878305406,60.3383351186642,63.2663065138263,112.487160363013,128.482673811119,133.786124867254,2.3041791617105,3.84612366039705,5.11114432740746,4.59112596783516,WBGene00006599,WBGene00006599,History: Renamed on 2011-03-29
WBGene00004682,rsd-3,X,11798505.0,11803656.0,+,47.8097431963069,2.43222802952737,2.47892716611729e-48,6.98915616049394,6.56323437167663,7.33352110372505,8.30439769587479,9.33859914464444,4.49580252063197,45.3123212246748,42.0491411846973,39.4592899094941,35.969388949632,33.9379655273383,32.4513744484758,9.55220050542347,4.78334475677138,9.27007797592369,6.9071235213401,WBGene00004682,WBGene00004682,History: N.A.
WBGene00000095,aha-1,I,10193925.0,10197000.0,-,85.9948740128681,4.49375695982484,2.25560198735674e-46,5.23482727734015,3.32376124216329,4.65514938820196,4.17940205658975,6.10985774889334,3.20248946675154,132.963849149903,134.787658044098,139.412470754148,54.4808866289712,58.5173239796792,65.2240296277928,6.91062450948873,5.53688536913947,3.06583792158729,2.66507734042575,WBGene00000095,WBGene00000095,History: N.A.
WBGene00016710,fbxc-52,II,3717138.0,3719768.0,+,126.802560526735,1.49546316979272,1.13227705643524e-41,33.9119737926764,40.9058472041679,36.6964320061938,43.5621013829502,48.4873081934846,34.0609144609469,103.753307907992,100.880809358784,102.234156486969,112.591485696142,106.195677506474,99.879313079001,36.7498773584069,34.5972832312405,24.4556409043171,29.4789322984947,WBGene00016710,WBGene00016710,History: N.A.
WBGene00015510,erp-44.2,IV,7832344.0,7834675.0,-,36.3988385692434,2.87112235163615,1.02408216883318e-38,4.93794906132445,8.21140481219503,4.41984624147345,10.1187734214319,6.50224631601262,3.69217378578821,38.5163328730415,42.2067793465925,44.0139923148577,49.5342069279871,45.2912260698649,33.8584548624657,6.37384807594481,5.58557657213441,0.0,4.30162232032538,WBGene00015510,WBGene00015510,History: N.A.
WBGene00008144,gasr-8,V,14689154.0,14691861.0,+,68.98371294233,4.3173915132679,1.12734851637824e-38,3.71914736005675,4.32924619214457,4.99338671076441,9.25434184501325,5.50950676289877,6.2569319751861,64.4013077894381,65.5651338126356,61.2688694723551,115.962501989013,149.77426748957,149.894819867319,1.8002373012553,2.70445191692153,9.98324351595536,3.12417095527281,WBGene00008144,WBGene00008144,History: Renamed on 2013-03-27
WBGene00011924,T22C8.3,II,8620397.0,8621978.0,-,115.350212235586,4.19030212637799,1.99712811490046e-38,11.6737118619571,10.2771670290994,16.200146219309,10.8551801124795,12.207047329118,9.81967289097603,98.8222515443854,110.451932000774,104.271243698294,303.586909801464,257.445488648176,246.373867106578,7.97733186863532,5.99207405851617,6.63576240171049,7.30657412091206,WBGene00011924,WBGene00011924,History: N.A.
WBGene00003813,nrf-6,II,8028953.0,8032742.0,-,125.937980692888,3.27498776863067,2.51966090790429e-38,5.86107962033483,5.99409461961778,5.90188440794912,8.23572969678913,5.78836216654242,6.9022980416451,59.8661665736761,59.6896444756701,57.7230092367376,104.466196579963,102.056670803399,96.7319727616761,9.36220035158189,12.3598015328941,17.9353869515557,9.51865889976908,WBGene00003813,WBGene00003813,History: N.A.
WBGene00009953,F53A2.9,III,13356610.0,13359354.0,-,99.5989688030999,2.90946039404957,3.5367910489079e-38,8.77367735003183,21.1553648085614,14.0234279664097,15.4104789096807,17.3296475475872,16.4005040931217,112.233842825409,121.862654207182,113.813924483182,60.337898323041,98.4953584057493,110.525076597347,9.90934193057044,9.9243726594174,6.28027513019029,11.1916251631169,WBGene00009953,WBGene00009953,History: N.A.
WBGene00010043,F54C9.7,II,8573355.0,8575045.0,+,62.2361033034977,4.32467190923825,7.01629382320881e-38,4.97673811855035,4.96554470224581,11.8636896090899,3.12191614087588,4.91499254476272,3.58827773274626,77.3605024398395,73.3371791576829,62.1262619430299,140.285244336087,131.438912323587,146.417582779016,2.06483031855607,4.13592460597116,6.87032888660816,3.98150158951046,WBGene00010043,WBGene00010043,History: N.A.
WBGene00010204,F57F5.1,V,12003028.0,12004600.0,+,197.38312060347,1.97597677627176,1.0986489018969901e-37,39.8008964844356,39.1747381631387,46.1128996854079,42.0393141137649,43.0253318422855,62.4350224786427,165.754943651319,148.104117965806,161.800205738732,206.247044721538,223.381402717426,235.42661448933,68.7308051144984,48.4974269859215,57.1721598058702,47.2890873166523,WBGene00010204,WBGene00010204,History: N.A.
WBGene00001152,ech-3,V,8022218.0,8023308.0,+,58.9703454016249,2.95757527195626,2.25989169865952e-37,7.69672489921109,16.1267690480793,15.0577440432071,17.5745329582036,15.9625890804227,12.9486356586178,118.869238391463,121.781125800998,106.397621024467,91.694928749575,67.5063900151354,74.5597289065434,8.94135988901422,7.83555706443428,7.43766722366946,8.62057242441843,WBGene00001152,WBGene00001152,History: N.A.
WBGene00008050,chst-1,II,8105614.0,8106967.0,-,85.9107293011881,4.0673270783354,3.21872554627092e-35,9.39419399023991,12.3858359796706,11.1970731604668,11.1966878274609,10.6030191609079,6.77330739719444,90.9137627443752,99.7185271875906,85.0694058003858,185.488641912817,193.292518122922,159.857920768664,0.0,4.87941061393656,2.16142919318226,4.88511718291561,WBGene00008050,WBGene00008050,History: N.A.
WBGene00003593,nfm-1,III,6159842.0,6164588.0,+,914.116988801198,1.39571944959228,5.13555222455868e-34,128.046219156252,136.436678362547,172.627979656713,179.073342819457,200.529599880671,131.458607733882,361.558852820959,375.689551179248,362.566288139356,446.983909148159,441.644554281307,470.461379322417,151.568561349979,159.678712341074,146.058577729291,150.442820321559,WBGene00003593,WBGene00003593,History: N.A.
WBGene00020207,T04B8.5,II,614767.0,624543.0,-,149.839882376508,1.78663219200876,8.99522105855398e-34,14.8540012388297,17.2520958457816,18.0290266136022,14.8795851293796,22.0045651216655,13.4710244370105,48.3905731933422,50.1136321417381,50.7028026030649,75.390789702272,67.0565966303147,68.9490696830265,20.89598249799,19.5775052522245,15.6997342458932,18.3266353911342,WBGene00020207,WBGene00020207,History: N.A.
WBGene00002048,ida-1,III,5755496.0,5765815.0,+,136.83990770058,2.94696804343757,1.22098665894159e-33,9.57895853483662,7.67489309886754,17.036467719223,13.2559902981361,12.9001554095218,13.9176932569963,67.4486377140167,60.8991233261093,62.788475838832,102.663799653332,106.079638696401,103.728544486617,10.9593633504828,7.59876007648518,9.35004880757536,5.85203613801956,WBGene00002048,WBGene00002048,History: N.A.
WBGene00017536,F17A9.4,V,6108964.0,6110722.0,-,124.236277776959,2.42066388362737,1.75956296468074e-33,11.407235559577,23.4745067047135,29.8105985148634,30.8891080854075,15.4903483053889,16.7921579222112,101.100343673635,100.549514914154,103.833537917844,145.986431135087,120.567410247072,125.510937792264,16.5648700928939,25.5762439680508,16.8411357968784,25.0205681355742,WBGene00017536,WBGene00017536,History: N.A.
WBGene00003075,lrx-1,V,12252623.0,12255450.0,+,305.979362490585,1.35028584495842,1.25769949831533e-31,98.5799795323084,90.8367447562906,129.463265552598,119.168134330399,79.030906570079,112.190398257652,258.496318850631,246.867664916836,240.069111534501,299.005344233532,283.720565675725,321.234136687689,117.889591404662,110.478297161587,115.80865460102,109.763171665298,WBGene00003075,WBGene00003075,History: N.A.
WBGene00044020,ZK856.14,V,10217079.0,10219022.0,+,62.303617622783,3.35361233242216,1.84033344824835e-31,13.6968599012843,10.0217726752102,17.8642052985719,16.84044369899,13.5269252064002,20.738701950012,159.613616145096,168.425426386018,145.194903859452,93.4871291378816,94.221442525869,98.2846287059573,2.65196247604275,6.6399625917249,8.82389910765087,6.13636445695161,WBGene00044020,WBGene00044020,History: N.A.
WBGene00008832,obr-2,V,15011870.0,15014222.0,-,45.2030743001033,2.42054557056216,1.26984951034116e-29,4.31799312142182,7.27022472672946,9.00668526113817,9.48039506056941,11.7271563441927,9.08050509110695,35.2383644588252,35.3874010676301,42.5258779913592,64.3030114748079,51.0532498432012,56.1596702584675,12.5406361155242,10.2047221695704,8.69303619715605,8.76577062521107,WBGene00008832,WBGene00008832,History: N.A.
WBGene00016631,C44B7.11,II,6894179.0,6897540.0,-,91.6874116481228,3.79687295021878,1.9309694268911899e-29,5.12219078213106,6.05210947269189,4.65370053996411,4.73518144824208,4.25990787452349,2.94804122957843,30.0912416897754,29.9296277897428,33.7916067540767,93.0905170748724,69.3125833946253,85.1176086063021,3.91480175034882,3.92073981606613,0.868383721705324,2.86850687709881,WBGene00016631,WBGene00016631,History: N.A.
WBGene00001811,haf-1,IV,17376427.0,17379317.0,+,24.832311798551,3.12794967025194,4.24782552523185e-29,2.89091170682425,3.06468522234185,1.87138170649621,2.85622115016304,3.56880579913537,1.21588607177375,16.2354993300113,16.4264467480646,14.4944423864295,27.2432705530237,21.1296596643119,21.2629383974931,3.1485001311316,1.5766379260351,0.0,1.21421679680106,WBGene00001811,WBGene00001811,History: N.A.
WBGene00016206,C29E4.9,III,7955828.0,7956712.0,-,192.186592975149,2.20652958629479,2.27440447675745e-28,77.3069665049037,158.648745556565,160.745235547657,200.592083074669,173.517799199341,130.057882573868,553.800230109745,508.381098261884,526.030446657254,729.340277563834,735.755750592954,772.842537641092,107.157573428513,114.985834950491,152.805590753871,98.3934300856034,WBGene00016206,WBGene00016206,History: Split into C29E4.11(WBGene00016208). History of WBGene00016206: N.A.
WBGene00014034,ZK643.2,III,8956459.0,8957731.0,+,121.869366131911,1.25338783872072,6.482760563968149e-28,70.685297802697,70.9671056433686,71.6858183176321,59.7495048695956,78.5343565162333,75.0669084456504,144.522631725667,171.469754148927,134.166351718151,176.810050698975,168.667274773621,183.86611118148,74.4174395155903,48.8302081369716,62.6139800263133,66.3046594183795,WBGene00014034,WBGene00014034,History: N.A.
WBGene00003616,nhr-17,X,12663760.0,12667854.0,-,29.5805135379407,2.17769251428651,1.21102299219596e-27,7.3006307581293,4.55263160333838,5.51359326660226,8.81591841572711,7.66068134375596,6.14113204012296,23.7035261207096,28.3200617212757,28.106547181958,22.5084533822826,22.7565878052778,28.1581060438297,3.97556882229453,5.30879874796298,1.46977185136394,3.57740889087358,WBGene00003616,WBGene00003616,History: N.A.
WBGene00006575,tir-1,III,3869591.0,3901466.0,-,192.782933030475,2.36696565447871,4.4984790464138e-27,16.2756583757829,9.12400345751377,19.3095368178533,10.7570743866184,7.45688456493324,8.32735145259538,49.5895037593717,52.3637201273321,49.5145335059076,81.0519695816449,70.5528299958662,72.9632286007948,15.1065796632011,13.1773009537116,11.890470411144,10.7120311700221,WBGene00006575,WBGene00006575,History: Renamed on 2005-11-09
WBGene00003252,mig-21,III,5877020.0,5878419.0,-,50.0381656034625,2.48550878110505,4.36307786461865e-25,19.0015553658148,9.83049825951059,19.0326067663449,15.4514726125303,10.4254478800709,14.7997182424119,61.2615396853242,54.1381617217343,55.4481061102805,82.5325599626591,83.5109111448206,84.839725906181,10.2195791549161,7.16455632134737,6.80073991998506,7.88234660906768,WBGene00003252,WBGene00003252,History: N.A.
WBGene00011757,cht-2,II,8520905.0,8523490.0,+,259.167441394351,3.05120521680555,5.13325266553527e-24,15.9957509352517,26.2752379097726,50.2856217610823,32.2072104171014,16.1825941366613,21.0033612398284,130.915029652099,132.326841897325,136.087545852788,286.864793725191,302.933480929554,308.508375422932,27.1937836747048,19.2914809020222,25.1339239513486,25.9996728350243,WBGene00011757,WBGene00011757,History: N.A.
WBGene00011850,T20B3.1,V,16815567.0,16820712.0,+,98.215361808936,3.97876986604396,1.1754550679427501e-23,5.02564601537258,5.78577992078284,7.78559157103252,9.84580027231215,4.58150183014951,7.80454944401059,46.4072131479874,40.5532098426013,39.0423814606282,135.290023383644,134.297725287631,134.818471874108,4.49103205351093,3.93561363934408,2.49050870109721,2.59794489148634,WBGene00011850,WBGene00011850,History: N.A.
WBGene00020401,T10B11.5,I,6940249.0,6941950.0,-,186.251939299926,3.18336507813545,1.24207553820118e-23,26.2921218176254,56.9889027215045,101.727244009714,46.9768757378535,31.3381790368916,34.3184925507316,372.963291715279,361.399815259225,376.638122255403,390.695143340153,353.933963196374,352.607472921885,28.9639602810505,23.7337310573968,14.6018259254721,27.4171016928923,WBGene00020401,WBGene00020401,History: N.A.
WBGene00007650,ugt-23,X,9922910.0,9925173.0,-,19.426804982462,2.72120756298578,2.63919839978875e-23,4.46167415348314,3.33872939386681,3.33746124538582,2.74283934151675,0.881263778770731,3.37775706015957,17.5398837989505,24.57162307407,17.25679952625,14.1190719153311,14.1950956099613,20.4900213680511,2.59158504664072,0.648879006336689,1.4371674553617,2.49860724385508,WBGene00007650,WBGene00007650,History: N.A.
WBGene00011441,T04F8.2,X,11653570.0,11656569.0,-,70.3292337748008,2.76361587535289,3.26297490698211e-23,7.68735355603047,7.26637601062214,8.38109541395336,12.0811048119654,8.39113338107981,4.76474147501599,37.4919493031412,36.7834143696734,36.5142550060462,90.7548160561435,67.4937771063418,81.0013105675005,12.9256847627981,9.41475691142191,9.12285598583491,8.15691432048994,WBGene00011441,WBGene00011441,History: N.A.
WBGene00007242,madf-5,II,14573615.0,14576558.0,+,561.040855447814,1.17439857087238,7.436910696171791e-23,131.6366071227,155.500167580616,214.060842377583,151.950636130937,141.308057959716,128.135551334003,357.276261267982,334.441924449487,346.239391877197,392.145118473007,362.668427436626,393.314023089376,186.679215724295,194.645760545993,155.993930653114,158.038779250687,WBGene00007242,WBGene00007242,History: N.A.
WBGene00009243,F29C6.1,I,10579413.0,10580890.0,+,24.23914736057,3.33417875376342,7.732564095440151e-23,1.31886933993384,3.94770902619074,5.69164841708294,3.47478155455555,4.5587722050215,4.992319106172,24.9980637737353,31.1286998589045,26.4501688069874,60.1488372002814,33.4551157337862,35.4893158873539,3.83035822682964,0.959042051643441,4.24826203802346,1.47717487790293,WBGene00009243,WBGene00009243,History: N.A.
WBGene00000266,bre-1,IV,8987130.0,8990444.0,+,239.20739450591,3.99324934641446,3.74573312136443e-22,5.76003604327206,21.3719570027184,37.9080406443096,11.0656707301418,13.5103590238582,8.47913014253906,205.717130840356,223.124314507401,186.42843771446,174.571090708089,200.904036971286,213.119777789861,8.36436210060397,5.2356558542381,4.63846980882636,6.04820660676931,WBGene00000266,WBGene00000266,History: Renamed on 2006-12-15
WBGene00012712,ttm-1,III,12952969.0,12966995.0,-,78.9714169736735,2.87942249522628,6.47886022534995e-22,7.69414210562075,13.6477099518421,15.0034993079548,9.7603530355124,11.8201722273376,12.5847268544536,91.5226049558432,90.4270805268229,96.4421528333631,40.9783348083481,51.4581871512925,57.0512586360956,6.20719405046918,3.72996556327097,4.13065075676945,7.42077966836892,WBGene00012712,WBGene00012712,History: N.A.
WBGene00015955,C18B2.4,X,3604291.0,3605741.0,-,162.48765316414,1.40581076318003,1.00134313478159e-21,39.6853333791552,55.2979671247032,83.0729292001919,77.5168703376836,71.6285203319749,62.7359658810121,165.234723205895,147.140623554688,184.271651799849,201.241944819212,174.741973859021,173.808050828515,71.5388839105819,68.662087656202,79.3439951989663,56.3273758892024,WBGene00015955,WBGene00015955,History: N.A.
WBGene00014166,ZK945.4,II,10102975.0,10105704.0,-,168.986583146748,1.03951338005791,3.84356259207107e-21,46.8971828867909,51.8878304244399,56.1073433873559,54.6430158071896,60.9895034792093,39.8394748274228,124.843228420973,119.335088003716,115.072122829861,99.8313043047718,99.4176463200887,103.954803883307,53.9414967788039,52.6727336285968,71.792015096999,57.2068727775957,WBGene00014166,WBGene00014166,History: N.A.
WBGene00206362,B0041.11,I,4661115.0,4662219.0,-,43.7336581497354,1.85945012503235,4.44777392599713e-21,12.7646727764787,14.7259573912785,17.4440904373811,14.0127759976684,9.45472768079914,18.7903896582572,67.2065783200169,52.3053861291903,65.1423166528484,57.9180177727817,60.3686027373469,68.1241744815551,13.902041288817,25.5257351073116,12.8489971348361,26.806560806203,WBGene00206362,WBGene00206362,History: N.A.
WBGene00000004,aat-3,X,2552436.0,2557726.0,+,12.4136726824895,2.80346383672286,4.76482836407176e-21,2.07573270638691,2.48527689372899,0.955512658395673,1.09377290106732,1.22998765863737,1.39684901781721,9.90880259387828,9.79852339393543,10.4073009394685,12.3646203487681,11.7802392902726,10.7242890898711,0.0,2.4150564646491,1.33724489464128,1.39493130105065,WBGene00000004,WBGene00000004,History: N.A.
WBGene00004893,sms-2,X,944826.0,948883.0,-,95.3387964023454,1.87810546217474,2.58420116415695e-20,24.7733688117987,27.3471870793636,41.2478340273233,32.8662413037726,21.8632426991169,21.7255781117712,83.9950905801195,92.6144417679505,85.7001756396148,95.1740003457738,87.4748623394908,93.8001383368634,18.3698697306023,16.864589126072,13.5827191781219,16.5300962543814,WBGene00004893,WBGene00004893,History: N.A.
WBGene00007303,rnh-1.3,I,9710093.0,9710767.0,-,3256.11486258358,-1.24481693634179,4.00481836743753e-20,5017.95586156463,4798.49375575252,5634.45199143093,5671.80682525429,4772.53745611908,5719.41743837063,2648.01371365155,2478.95184847241,2752.11806569435,2866.28943382013,2070.61300235788,2322.50232050857,7414.90265226685,7176.00118431079,7838.47161180681,5820.45276642296,WBGene00007303,WBGene00007303,History: N.A.
WBGene00007133,B0284.3,III,4379368.0,4381041.0,-,1869.76720482636,-0.768019008897174,1.49106112206714e-19,2561.35308642222,2320.71697794766,2877.93738171825,2810.97431347868,2102.84009348318,2537.98336805245,1590.31043414304,1475.96455339227,1537.61749438918,1551.72386605798,1576.40787002472,1619.29707241812,2876.17030361289,2742.49984339979,3177.90131097603,2601.63804843993,WBGene00007133,WBGene00007133,History: N.A.
WBGene00001583,gfi-3,X,14480572.0,14484702.0,+,896.563419676343,2.50253234881118,2.3642656371586e-19,42.6375191750566,56.4327627112106,55.4099433551552,78.7113847510774,76.7692790537348,68.3157240706278,560.763017685663,532.716429473076,565.706122239044,538.845814277937,424.994130169625,465.799762681269,165.950451883193,116.004052337782,148.552936741746,107.368329865897,WBGene00001583,WBGene00001583,History: N.A.
WBGene00003609,nhr-10,III,7112300.0,7115438.0,-,139.638784527011,3.41727523446422,2.66730893967145e-19,16.8628699576356,19.2991991880649,17.1229604552865,20.0361782175616,13.7147747842178,18.3566446851501,71.0270171654636,84.9775275163815,64.2983447918907,213.728751353503,236.692395650846,255.173938744008,11.5233878907088,12.2621710211101,3.19515619861725,8.33247412470555,WBGene00003609,WBGene00003609,History: N.A.
WBGene00009274,F30F8.5,I,7847246.0,7848920.0,-,17.9088380410302,2.95657659657446,3.69867852073181e-19,3.19116819411967,5.17398502936812,6.42677016114042,4.90447159918392,2.36368192019978,3.35542672468879,22.4021927733389,25.1065853420113,21.7141055509495,34.1567797121533,39.7883972587059,43.5078761394806,0.0,3.48078206008794,0.0,4.46776013436717,WBGene00009274,WBGene00009274,History: N.A.
WBGene00010623,K07A12.5,I,8693451.0,8695159.0,-,97.6895242040106,3.07921217822918,7.63019452592597e-19,9.63637235608084,16.2248041182804,17.6741605613531,19.0414743344203,33.903655091786,16.7184334868891,94.284279963347,84.7646771294357,84.1195317069568,224.22444899608,135.685559609062,138.295534292638,5.24750021855267,8.75909958908391,7.76002474715396,9.78119086311968,WBGene00010623,WBGene00010623,History: N.A.
WBGene00010066,F54F7.6,X,11865383.0,11866827.0,+,228.704357321035,3.08902664560384,9.35916829440798e-19,6.44422244933947,21.2181038680041,27.4395681922167,59.4243312649857,68.0976894075321,40.1134757785224,355.577199241378,332.367064057796,340.178338684336,355.076241271937,250.465380987611,261.728817158053,56.1473674312254,35.6139376378419,33.2123824760147,26.7056029886642,WBGene00010066,WBGene00010066,History: N.A.
WBGene00010690,K08H2.3,X,13237389.0,13238476.0,+,376.741815730829,2.84646252804519,2.67100637814408e-18,31.4089636640409,89.1936808061842,101.949878004061,152.065936366689,138.393700963099,142.941885621737,577.80424899235,497.037489254732,546.270343368801,810.296714077668,627.416515095732,741.447225241272,56.1355344770777,59.7344748478316,49.2892404316725,51.4154920752906,WBGene00010690,WBGene00010690,History: N.A.
WBGene00020797,T25D3.3,II,152525.0,154936.0,+,219.331317508688,2.43436343606611,6.2087194039241e-18,14.6492126188091,26.2084740681278,32.845037155325,35.4903883827265,27.937168463291,28.4694540318407,208.513628519381,188.99725615541,192.12304006604,239.311434765361,229.344830491917,238.510095268963,55.7490538750929,59.5068795546825,73.221449634208,55.4462911374656,WBGene00020797,WBGene00020797,History: N.A.
WBGene00020912,W01A11.7,V,6504538.0,6505500.0,-,230.964618705344,2.78681355967359,6.823129857464739e-18,27.0295837710466,81.8363290648875,125.496682975886,58.9356851960471,31.2966859775396,37.6331567092901,337.622900892046,294.947946147295,323.11369541142,563.876636446391,568.232858764776,584.544233449582,81.2082655773578,67.7762035277286,54.0410016080764,77.772806963395,WBGene00020912,WBGene00020912,History: N.A.
WBTransposon00000668,WBTransposon00000668,,,,,1104.53521969662,0.987128680018957,7.88931458048477e-18,101.612566311299,99.621437342744,105.633753075733,116.419531828853,115.425592960368,101.879640293263,184.234630902952,175.676460045682,180.079021510935,266.757024165023,241.830099411925,255.960215962353,128.059188025833,111.194080654478,112.896306778214,106.765422847048,,,
WBGene00011977,T24B8.3,II,9059389.0,9061138.0,-,35.7358302636878,2.76976664462501,1.06668962000959e-17,3.44272424545793,11.1636884192222,18.3239458761087,13.6056480463848,8.50002732564337,12.3077656842977,64.6497514758976,61.6952239153854,55.4821651435178,95.3275852121255,60.686885194449,51.2607465527895,2.49965382032408,7.51033606658614,0.0,7.2299226498712,WBGene00011977,WBGene00011977,History: N.A.
WBGene00015841,skpo-2,II,3431286.0,3436512.0,-,17.504165303468,2.44142071163265,1.06668962000959e-17,1.81110138031199,1.50585662235225,2.08424028922563,4.24146584700356,1.49052611871471,1.52345914798666,8.0522257673838,7.91604421986797,9.08049337893909,12.0806235272206,13.2373312174229,12.3461330988218,1.75331168439793,1.75597114984952,0.972301678923615,1.52136760973593,WBGene00015841,WBGene00015841,History: N.A.
