# Genes differentially targeted by endo siRNAs in zsp-1(-) animals relative to wild type (WT). Endo siRNA pools in WT and zsp-1(gg682) animals were analyzed with DEseq2. Genes with differential endo siRNA pools in zsp-1(gg682) vs WT animals (adjusted p-value < 0.05 and log2 fold change ≥ 1 or ≤ -1) were included sheet2.
gene,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Input,Suggested Match,History
WBGene00001745,gsa-1,131.67338836536,-2.46920466796778,0.488307717205623,-5.04999335994824,4.41825422066371e-07,2.01766942743643e-05,WBGene00001745,WBGene00001745,History: N.A.
WBGene00001791,gst-43,22.8954153465585,2.98089035420495,0.80724260914621,3.60361971712526,0.0003138161036185,0.0062907106386329,WBGene00001791,WBGene00001791,History: N.A.
WBGene00001814,haf-4,256.251358356971,1.43197322109223,0.449146683064014,3.1875499048296,0.001434836952573,0.0222503988735353,WBGene00001814,WBGene00001814,History: N.A.
WBGene00001819,haf-9,68.734808727986,4.82736904531736,0.68437637278045,6.64347123743207,3.06380290377407e-11,2.99814998440748e-09,WBGene00001819,WBGene00001819,History: N.A.
WBGene00001854,hil-3,162.633004647763,-3.06932394310244,0.471328017983818,-6.49530397538142,8.286592131407109e-11,7.74043037729164e-09,WBGene00001854,WBGene00001854,History: Renamed on 2010-11-12
WBGene00002004,hsf-1,153.496537932637,1.72603611340954,0.457771456994404,3.76800618582611,0.0001645566258745,0.003691468685106,WBGene00002004,WBGene00002004,History: N.A.
WBGene00002048,ida-1,32.0109957098213,4.7565564136731,0.864068732511056,4.73414589474893,2.19979456350983e-06,8.77782102526737e-05,WBGene00002048,WBGene00002048,History: N.A.
WBGene00002063,ife-5,36.3735792602867,-1.88222577331051,0.652010007278233,-2.881567360711,0.0039570264409511,0.0492829656736645,WBGene00002063,WBGene00002063,History: N.A.
WBGene00002100,ins-17,38.797038263549,-4.93379576716311,0.806489640209721,-5.56180637516576,2.66996435952657e-08,1.52410465522975e-06,WBGene00002100,WBGene00002100,History: N.A.
WBGene00002135,inx-13,19.6355926287573,2.73056682441843,0.824649594493475,3.24325989540847,0.0011817036433335,0.018971882711331,WBGene00002135,WBGene00002135,History: Renamed on 2015-03-05
WBGene00002176,jip-1,82.8424043160936,2.05798294341694,0.539336650936001,3.80864958359747,0.0001397278086393,0.0032262994017285,WBGene00002176,WBGene00002176,History: N.A.
WBGene00002182,kap-1,21.1296821625366,3.79777101152954,0.879902079259097,3.99799778436473,6.38805490181327e-05,0.0015912064028153,WBGene00002182,WBGene00002182,History: N.A.
WBGene00002184,kel-1,118.724093758236,1.50796580716928,0.498116606717038,3.02568325555972,0.0024807202574145,0.0345618991795728,WBGene00002184,WBGene00002184,History: N.A.
WBGene00002198,kin-14,29.2827915212288,5.08159771549271,0.922740941356275,4.1923979907684,2.76021208460364e-05,0.0007800225747141,WBGene00002198,WBGene00002198,History: N.A.
WBGene00002230,klp-20,604.882604597998,4.76114228030636,0.468960329158962,10.1084035319651,5.07037483984781e-24,6.946413530591501e-21,WBGene00002230,WBGene00002230,History: N.A.
WBGene00003021,lin-36,80.3029543987109,1.92165683979394,0.524731066987373,3.6562288204864,0.0002559529038588,0.0053129617922214,WBGene00003021,WBGene00003021,History: N.A.
WBGene00003089,ltd-1,65.0689524778204,5.76525413819827,0.804709657614017,5.89743520589512,3.6919516944211304e-09,2.75889481164924e-07,WBGene00003089,WBGene00003089,History: N.A.
WBGene00003153,mca-3,85.7205475706581,-1.90878632917833,0.521893310541322,-3.65444288021631,0.0002577410341041,0.0053231942219501,WBGene00003153,WBGene00003153,History: Renamed on 2007-10-09
WBGene00003235,mif-2,63.7689432277899,-2.66835877228198,0.558906288451835,-4.75427963402919,1.99155231823435e-06,8.02478434112075e-05,WBGene00003235,WBGene00003235,History: N.A.
WBGene00003252,mig-21,82.5939902446676,4.72476313195933,0.668475558934871,6.7750791586338,1.2433816293970598e-11,1.38116175589782e-09,WBGene00003252,WBGene00003252,History: N.A.
WBGene00003373,mlh-1,50.1009758358428,1.99536827631415,0.584014884650066,3.40653269210587,0.0006579367039927,0.0116556890233204,WBGene00003373,WBGene00003373,History: N.A.
WBGene00003387,mod-5,16.3903527803977,-2.5399549258956,0.828968546834369,-3.02699004888432,0.002470020896275,0.0345298839581306,WBGene00003387,WBGene00003387,History: N.A.
WBGene00003480,klf-3,15.2194213980212,-2.77637503137807,0.872646525682757,-3.10760563329188,0.0018860956756296,0.0274888412299212,WBGene00003480,WBGene00003480,History: N.A.
WBGene00003552,nas-36,79.253595341821,2.93829253544536,0.55080378135713,5.30286327593456,1.14000304141656e-07,5.71391768319761e-06,WBGene00003552,WBGene00003552,History: N.A.
WBGene00003579,ndx-2,55.2532769340389,-3.82247144836175,0.646477209185055,-5.81129071346365,6.199300029830691e-09,4.39295226251796e-07,WBGene00003579,WBGene00003579,History: N.A.
WBGene00003583,ndx-6,154.644197733131,4.7920068138941,0.561939507459969,8.34489507643057,7.12771377130198e-17,2.2534541230808602e-14,WBGene00003583,WBGene00003583,History: N.A.
WBGene00003600,nhr-1,80.9923118580261,-3.01112459265385,0.550694642773318,-5.44114310706978,5.2939764101676e-08,2.82702861477693e-06,WBGene00003600,WBGene00003600,History: N.A.
WBGene00003637,nhr-47,102.124949163182,5.8164157071097,0.701683245587114,7.41655839866882,1.20202893313631e-13,2.00624788503313e-11,WBGene00003637,WBGene00003637,History: Renamed on 2005-12-15
WBGene00003915,pan-1,605.350544068604,1.31778717773461,0.404414577554311,3.25825723104329,0.0011209874445187,0.0181388125865047,WBGene00003915,WBGene00003915,History: N.A.
WBGene00003970,pek-1,40.8560252159152,2.61885444033985,0.690198076622347,3.76250870063281,0.0001682174542832,0.0037371553356981,WBGene00003970,WBGene00003970,History: N.A.
WBGene00003976,pes-1,24.5151166950888,-2.43521624485826,0.728455047180221,-3.31511478544679,0.0009160550068029,0.0153048214551222,WBGene00003976,WBGene00003976,History: N.A.
WBGene00004140,ebax-1,98.1409092091549,2.87484201611023,0.527248732447381,5.42910353331026,5.66378222503693e-08,2.98437755703869e-06,WBGene00004140,WBGene00004140,History: Renamed on 2013-07-10
WBGene00004196,prx-11,39.070405387304,-3.09154544521921,0.66786200354956,-4.5845519998935,4.54960855759485e-06,0.0001571687848373,WBGene00004196,WBGene00004196,History: N.A.
WBGene00004256,pxn-1,15.1441636475729,3.00721835812401,0.895591630578113,3.22271966453811,0.0012697976115603,0.0200725699365887,WBGene00004256,WBGene00004256,History: N.A.
WBGene00004377,rme-6,26.637535805247,-2.15277902056571,0.704286962058119,-3.03951038758897,0.0023696303076827,0.033239524111181,WBGene00004377,WBGene00004377,History: N.A.
WBGene00004400,rom-1,90.5413819044662,4.49676008173431,0.614160965023356,7.1077559494543,1.17944875873091e-12,1.67156358564967e-10,WBGene00004400,WBGene00004400,History: N.A.
WBGene00004747,sdc-3,116.972755834679,3.17194915402053,0.536689445540537,5.88114263704369,4.07443848160777e-09,2.99034681417998e-07,WBGene00004747,WBGene00004747,History: N.A.
WBGene00004795,sid-1,428.978482304476,1.8174673013015,0.448162948628298,4.05446422807907,5.02493389346115e-05,0.0012907798938828,WBGene00004795,WBGene00004795,History: Renamed on 2013-10-16
WBGene00004827,skr-21,43.4581764325003,-1.91746166225496,0.605050619860486,-3.16285636805592,0.0015622939095161,0.0235659302321194,WBGene00004827,WBGene00004827,History: N.A.
WBGene00004889,smp-1,42.6465897491546,1.93348263847395,0.615662729585024,3.12959977506414,0.0017504461541544,0.0259723238035183,WBGene00004889,WBGene00004889,History: N.A.
WBGene00004933,sod-4,53.3089440654279,-1.63674209029658,0.565266387558106,-2.89245209760328,0.0038224746659317,0.0481913217085259,WBGene00004933,WBGene00004933,History: N.A.
WBGene00004969,spe-15,139.518275973484,5.61258044424055,0.657479898789035,8.04259171272447,8.795801055304601e-16,1.90267064933168e-13,WBGene00004969,WBGene00004969,History: N.A.
WBGene00005802,srw-55,54.9348995823857,2.69570031561183,0.602670822354406,4.44264328098514,8.88604207838053e-06,0.0002875719129302,WBGene00005802,WBGene00005802,History: N.A.
WBGene00006044,ssp-16,33.8999583723149,-2.45394253932646,0.815767707018413,-2.9975125170669,0.0027219268071237,0.0369211854035596,WBGene00006044,WBGene00006044,History: N.A.
WBGene00006062,stn-1,202.687466410004,4.57627216216598,0.591755195992377,7.63999748453914,2.17225984438217e-14,3.88173389583075e-12,WBGene00006062,WBGene00006062,History: N.A.
WBGene00006432,tag-53,142.731718405419,1.66935659649265,0.47738808364614,3.49494648237644,0.000474156819836,0.0088581114978456,WBGene00006432,WBGene00006432,History: Renamed on 2018-06-07
WBGene00006508,tag-163,541.269233064277,4.015848720348,0.459640730801016,8.71680695113353,2.86157450964277e-18,1.17610712346318e-15,WBGene00006508,WBGene00006508,History: Renamed on 2015-11-05
WBGene00006513,tag-168,16.6872991974197,-2.94005407187598,0.842307304818519,-3.41383764151609,0.0006405473488842,0.0114463026257151,WBGene00006513,WBGene00006513,History: N.A.
WBGene00006594,tom-1,153.807024888036,1.790992600335,0.477269832784719,3.75018719508142,0.0001767026083703,0.0038995194822106,WBGene00006594,WBGene00006594,History: Renamed on 2006-02-01
WBGene00006616,trp-4,232.731925007874,1.92256682544796,0.448031241354825,4.28893785709575,1.79529590360067e-05,0.0005425489826322,WBGene00006616,WBGene00006616,History: N.A.
WBGene00006640,tsp-14,50.8272762372701,-1.85145632489111,0.576801516197565,-3.20521965753761,0.0013495944401112,0.0210107316244591,WBGene00006640,WBGene00006640,History: N.A.
WBGene00006771,tln-1,385.773684477363,3.79355446693572,0.462754689233174,8.17610404850236,2.93168856792268e-16,7.08778824362484e-14,WBGene00006771,WBGene00006771,History: Renamed on 2011-08-12
WBGene00006777,unc-41,20.2294994608725,2.8069033381481,0.804244883702185,3.41185049856596,0.0006452349045128,0.0114801534958772,WBGene00006777,WBGene00006777,History: Renamed on 2008-02-06
WBGene00006784,unc-49,63.6419670314137,-2.17287557613722,0.566403914786257,-3.8308775700739,0.0001276870319604,0.0029649361658616,WBGene00006784,WBGene00006784,History: N.A.
WBGene00006822,unc-93,28.0653500143322,4.22201498696255,0.838770309314233,4.59449581610438,4.33796831035516e-06,0.0001523850406458,WBGene00006822,WBGene00006822,History: N.A.
WBGene00006830,unc-103,38.7439100817928,2.24848476235426,0.638062031817853,3.5048585412802,0.0004568499544156,0.0086130885901294,WBGene00006830,WBGene00006830,History: N.A.
WBGene00007060,wht-6,71.9921494586483,4.05903649213211,0.615781254113387,6.4359460506881,1.22706614880304e-10,1.12072041590678e-08,WBGene00007060,WBGene00007060,History: Renamed on 2007-06-04
WBGene00007108,gspd-1,86.1005452134904,1.8501522870507,0.509842338403593,3.62393665243718,0.0002901526993898,0.0058457235024126,WBGene00007108,WBGene00007108,History: N.A.
WBGene00007114,B0035.16,31.0760735798353,3.66320003428158,0.757986352455173,4.64209378178535,3.4489624387865e-06,0.0001265646037804,WBGene00007114,WBGene00007114,History: N.A.
WBGene00007139,mnp-1,105.354704059296,1.48441158689996,0.498807063341253,2.97406799362318,0.0029387994719029,0.0396015273099056,WBGene00007139,WBGene00007139,History: N.A.
WBGene00007213,C01A2.1,39.4143992434209,-2.37357311498639,0.666815389253969,-3.54467943012785,0.0003930908515936,0.007584992488497,WBGene00007213,WBGene00007213,History: N.A.
WBGene00007236,C01G10.9,13.3965231482473,3.87586615907943,1.02100328174691,3.17514201698359,0.0014976318462949,0.0228102562476189,WBGene00007236,WBGene00007236,History: N.A.
WBGene00007281,C03E10.3,40.7342958103526,3.68095077583025,0.728670730004314,4.90482184593163,9.35121742315607e-07,4.00348995928869e-05,WBGene00007281,WBGene00007281,History: N.A.
WBGene00007331,pho-11,21.0203731659317,2.69715521163513,0.788149216368227,3.35827566797078,0.0007843035357246,0.0133754669370475,WBGene00007331,WBGene00007331,History: N.A.
WBGene00007388,folt-1,22.1870879321828,2.47973725550334,0.77259388955223,3.16728995730439,0.0015386681713119,0.0233355209745102,WBGene00007388,WBGene00007388,History: Renamed on 2007-05-11
WBGene00007489,C09G5.7,32.3979995937457,2.01611292536477,0.676542777306917,2.96600080067002,0.0030169970407886,0.0403904164092546,WBGene00007489,WBGene00007489,History: N.A.
WBGene00007600,C15C6.1,26.5313001696838,-2.37394202464637,0.759260375551172,-3.11998026329034,0.0018086315794033,0.0266432824062644,WBGene00007600,WBGene00007600,History: N.A.
WBGene00007675,C18D4.6,42.1507068917754,-3.09969852820616,0.652361241861854,-4.70295777958714,2.5641945879293e-06,0.0001013349976575,WBGene00007675,WBGene00007675,History: N.A.
WBGene00007744,C26D10.3,20.7347123705803,2.46375896065383,0.823534458025584,2.95285369720022,0.0031485114530187,0.0416089455688324,WBGene00007744,WBGene00007744,History: N.A.
WBGene00007779,C27D8.3,277.208599622116,1.71688229576303,0.438198101276094,3.91687073282635,8.97058185961072e-05,0.0021687700848823,WBGene00007779,WBGene00007779,History: N.A.
WBGene00007976,C36B1.9,269.903291386764,4.48849296393124,0.476017414555209,9.35134768434643,8.65379378496421e-21,5.92784874270049e-18,WBGene00007976,WBGene00007976,History: N.A.
WBGene00008050,C41C4.1,19.150994793247,3.98797619646484,0.924023772129641,3.84941476490498,0.0001184003744904,0.0027797420763266,WBGene00008050,WBGene00008050,History: N.A.
WBGene00008051,lron-4,76.9195160965592,4.79540192821135,0.670764623564398,6.79858498091382,1.05651686132021e-11,1.2406526571503e-09,WBGene00008051,WBGene00008051,History: N.A.
WBGene00008078,vesa-1,580.456000100236,5.85179636309581,0.528413554215057,10.9245201327456,8.80043349077859e-28,3.61697816471e-24,WBGene00008078,WBGene00008078,History: N.A.
WBGene00008258,mans-2,35.256028770816,3.77634969901554,0.778311049089965,4.66528787217993,3.08185280135901e-06,0.0001172816204961,WBGene00008258,WBGene00008258,History: N.A.
WBGene00008270,C53A5.13,64.5136469503045,1.82199479979723,0.54994737704307,3.30727603028384,0.0009420801199862,0.0156759080694066,WBGene00008270,WBGene00008270,History: N.A.
WBGene00008317,C54G4.7,55.6474836741437,2.17918283143351,0.576029205161246,3.76991494531338,0.0001633031910951,0.0036877808538509,WBGene00008317,WBGene00008317,History: N.A.
WBGene00008403,D2013.3,24.1357320335289,4.34856414745152,0.893286371673337,4.26439128635435,2.0044790911676e-05,0.0005969861641086,WBGene00008403,WBGene00008403,History: N.A.
WBGene00008426,D2045.9,227.314070648129,4.41456241895465,0.516050397340347,8.47619268893048,2.32683255821322e-17,8.693892558414831e-15,WBGene00008426,WBGene00008426,History: N.A.
WBGene00008447,E01G4.5,294.185327245881,-1.99239535754654,0.453866787371387,-4.38863404843485,1.14064819426102e-05,0.0003578674869017,WBGene00008447,WBGene00008447,History: N.A.
WBGene00008545,F07A11.1,22.8830672745287,3.92658346090325,0.860312899164986,4.20508182550907,2.60987718029294e-05,0.0007449024452086,WBGene00008545,WBGene00008545,History: N.A.
WBGene00008622,F09C8.2,75.6694641042596,-1.8426580098238,0.534975277794691,-3.44090431607398,0.0005797735182211,0.0104972209686738,WBGene00008622,WBGene00008622,History: N.A.
WBGene00008779,F14B4.1,82.1105216661698,4.13445007315959,0.610996989310697,6.61835454352037,3.6321905575936e-11,3.4716984166766703e-09,WBGene00008779,WBGene00008779,History: N.A.
WBGene00009009,F21D5.4,135.811717739491,3.61275900374544,0.526024030582284,6.82046473223267,9.074646449736e-12,1.1302059669216701e-09,WBGene00009009,WBGene00009009,History: N.A.
WBGene00009081,F23B12.4,19.6385855986901,-4.5222444145655,0.923800894919423,-4.29371511076422,1.75707911113965e-05,0.0005349329738358,WBGene00009081,WBGene00009081,History: N.A.
WBGene00009161,F26E4.6,26.5546451754683,-2.77329265354374,0.72479897034168,-3.78480422048727,0.0001538296293808,0.0035124432041969,WBGene00009161,WBGene00009161,History: N.A.
WBGene00009270,F30F8.1,112.236505002751,1.64087138108136,0.482446826818689,3.39849859265416,0.0006775681160447,0.0119519526049099,WBGene00009270,WBGene00009270,History: N.A.
WBGene00009274,F30F8.5,17.31987229024,3.8712235926093,0.926927501963592,3.73545252226095,0.0001873779308441,0.004074726432643,WBGene00009274,WBGene00009274,History: N.A.
WBGene00009288,F31C3.6,14.8933981098734,-2.74602451895226,0.874566782340506,-3.06773354456941,0.0021568884610336,0.0303589437494809,WBGene00009288,WBGene00009288,History: N.A.
WBGene00009299,F31E9.6,30.6630549479436,-3.15923018541857,0.715760708755526,-4.33829577835021,1.43591825562931e-05,0.0004470927295936,WBGene00009299,WBGene00009299,History: N.A.
WBGene00009323,best-13,206.904431203683,1.76039593585067,0.467125782065896,3.76693677539388,0.0001652628316446,0.003691468685106,WBGene00009323,WBGene00009323,History: N.A.
WBGene00009354,F33A8.6,60.66715154019,4.02300318680106,0.656464287760422,5.96000256877492,2.5223396840046804e-09,1.95600303797344e-07,WBGene00009354,WBGene00009354,History: N.A.
WBGene00009370,set-10,95.021873882604,4.58824967323115,0.600084267270206,7.41171295888018,1.24678386881383e-13,2.00624788503313e-11,WBGene00009370,WBGene00009370,History: N.A.
WBGene00009453,F36A2.3,104.553243811509,3.04322879225654,0.547986386532871,5.52655840259319,3.26573580396216e-08,1.81380731814655e-06,WBGene00009453,WBGene00009453,History: N.A.
WBGene00009647,F43C1.1,48.4405389770681,4.73885045548483,0.758125368861058,5.747106049549,9.07837950500376e-09,6.21868996092758e-07,WBGene00009647,WBGene00009647,History: N.A.
WBGene00010040,F54C8.7,131.185129052165,2.71282638031489,0.48595269057181,5.56778843598601,2.57992795190064e-08,1.49345125102981e-06,WBGene00010040,WBGene00010040,History: N.A.
WBGene00010083,F55B11.1,71.5754897359153,4.70477760998669,0.66834000753885,6.69823297289841,2.1095476622123398e-11,2.1146929004128603e-09,WBGene00010083,WBGene00010083,History: N.A.
WBGene00010197,F57C2.5,102.228553453458,1.92248891243713,0.513862361122078,3.73667400707538,0.0001864704224355,0.004074726432643,WBGene00010197,WBGene00010197,History: N.A.
WBGene00010209,fbxa-191,42.3147631683782,2.1424575668518,0.621390992263692,3.43268802366095,0.0005976293371052,0.0107730551557125,WBGene00010209,WBGene00010209,History: N.A.
WBGene00010212,fbxa-192,90.1187863716242,2.99785712504959,0.537758174310847,5.54393193181463,2.95753845397981e-08,1.66513466381603e-06,WBGene00010212,WBGene00010212,History: N.A.
WBGene00010295,fbxa-193,221.347917497984,3.16345082399029,0.467890198193641,6.74430708841168,1.5375902915060897e-11,1.6630252889710602e-09,WBGene00010295,WBGene00010295,History: N.A.
WBGene00010453,fozi-1,249.629665719603,1.66589702272236,0.438755543522286,3.79569072042583,0.0001472329561328,0.0033806002776874,WBGene00010453,WBGene00010453,History: N.A.
WBGene00010491,K02B7.3,12.0801392391673,-3.46752510416998,0.982432812336054,-3.28441994420313,0.0010219252625955,0.0167335172480789,WBGene00010491,WBGene00010491,History: N.A.
WBGene00010581,K05C4.4,65.4895789392741,2.87354768587015,0.614058196727563,4.64920589643668,3.33215450568395e-06,0.0001237620135347,WBGene00010581,WBGene00010581,History: N.A.
WBGene00010623,K07A12.5,96.6898012934252,4.97474051491943,0.640889166032218,7.40935419497245,1.26915924600636e-13,2.00624788503313e-11,WBGene00010623,WBGene00010623,History: N.A.
WBGene00010768,K11D2.1,57.0221163144566,2.17146245359388,0.620932670914631,3.48718872796082,0.0004881267668598,0.0090778326325515,WBGene00010768,WBGene00010768,History: N.A.
WBGene00010769,asah-1,82.7194785057596,2.72600844795835,0.540951797169056,5.01738100581973,5.23806241353592e-07,2.34004744778615e-05,WBGene00010769,WBGene00010769,History: Renamed on 2004-08-25
WBGene00010780,K11H3.3,42.1246577588933,2.68903673747424,0.636372222009698,4.18843555978633,2.80884041502915e-05,0.0007800225747141,WBGene00010780,WBGene00010780,History: N.A.
WBGene00010976,R02D5.1,39.0027015620091,-4.0709277505677,0.727034159848553,-5.40512077586379,6.47647379860288e-08,3.34614512989091e-06,WBGene00010976,WBGene00010976,History: N.A.
WBGene00011059,R06C1.4,63.2610978769684,-4.43644753352781,0.643008481035911,-6.70125676454085,2.06634585657969e-11,2.1146929004128603e-09,WBGene00011059,WBGene00011059,History: N.A.
WBGene00011067,vps-11,90.9520218286632,1.59903295840802,0.511861021014313,3.12143175425089,0.0017997395707106,0.0266076605597875,WBGene00011067,WBGene00011067,History: N.A.
WBGene00011291,R102.4,132.168664332471,4.64002070019911,0.576734294864724,7.86969270533506,3.555134061697621e-15,7.30580049678861e-13,WBGene00011291,WBGene00011291,History: N.A.
WBGene00011398,qdpr-1,293.36275119796,1.74371139474776,0.434048500219475,4.01610901152149,5.91668956918167e-05,0.0014918769404501,WBGene00011398,WBGene00011398,History: N.A.
WBGene00011498,T05G5.1,84.6363613959244,2.7295534529558,0.53879003209829,5.044048325273,4.55784107329809e-07,2.05854140783024e-05,WBGene00011498,WBGene00011498,History: N.A.
WBGene00011696,eea-1,174.764343265663,3.29973145037294,0.474157551496355,6.93273119417054,4.12792136695391e-12,5.65525227272685e-10,WBGene00011696,WBGene00011696,History: N.A.
WBGene00011757,cht-2,48.6560823584903,4.13424209936322,0.702463864813189,5.64756746432889,1.6273398269667e-08,1.02897949058972e-06,WBGene00011757,WBGene00011757,History: N.A.
WBGene00011805,T16G12.4,424.765345023528,1.8119322692233,0.454507846176228,3.98575783136776,6.72650902736905e-05,0.0016654188013546,WBGene00011805,WBGene00011805,History: N.A.
WBGene00011812,T16H12.2,190.211579686866,1.91646084609372,0.49093543892783,3.90135884633234,9.56542317187385e-05,0.0022856912346745,WBGene00011812,WBGene00011812,History: N.A.
WBGene00011832,T19B10.3,51.490494527609,4.04973245539615,0.693369133726875,5.64093954504498,1.69124740719574e-08,1.05150571759315e-06,WBGene00011832,WBGene00011832,History: N.A.
WBGene00012033,T26C5.3,151.055765632321,1.91274252181629,0.467176280822047,4.09102054764215,4.2947907353129e-05,0.001146207137801,WBGene00012033,WBGene00012033,History: N.A.
WBGene00012124,T28D6.4,16.4004396507246,2.49708173650921,0.836784078154996,2.92703840127369,0.0034220662463615,0.0438152407244416,WBGene00012124,WBGene00012124,History: N.A.
WBGene00012126,T28D6.6,41.5715695883192,2.36093742076581,0.637426171017196,3.68239098502544,0.0002310566827247,0.0048699639281985,WBGene00012126,WBGene00012126,History: N.A.
WBGene00012198,W02B8.2,396.525452160462,4.30459239006234,0.4724044745049,9.0722307876164,1.16604803272162e-19,6.8463677349798e-17,WBGene00012198,WBGene00012198,History: N.A.
WBGene00012222,W03C9.6,26.0915706270358,2.2577105729993,0.746367731956502,3.0002074345916,0.0026979579979194,0.0368392271476706,WBGene00012222,WBGene00012222,History: N.A.
WBGene00012234,W04A4.5,48.1285029049303,1.76216238767827,0.609177043925165,2.88713469810078,0.0038876775703287,0.0487144963843018,WBGene00012234,WBGene00012234,History: N.A.
