WB.ID,gene.name,CIS-BP.motif,TF,Input,Suggested Match,History
WBGene00016800,C50C3.2,M00604_2.00,CEBP-1,WBGene00016800,WBGene00016800,History: N.A.
WBGene00017097,E02C12.12,M00604_2.00,CEBP-1,WBGene00017097,WBGene00017097,History: N.A.
WBGene00017285,F09E5.7,M00604_2.00,CEBP-1,WBGene00017285,WBGene00017285,History: N.A.
WBGene00017286,F09E5.8,M00604_2.00,CEBP-1,WBGene00017286,WBGene00017286,History: N.A.
WBGene00017291,F09E5.14,M00604_2.00,CEBP-1,WBGene00017291,WBGene00017291,History: N.A.
WBGene00017312,pitr-5,M00604_2.00,CEBP-1,WBGene00017312,WBGene00017312,History: N.A.
WBGene00018426,F44E7.4,M00604_2.00,CEBP-1,WBGene00018426,WBGene00018426,History: N.A.
WBGene00019745,srbc-57,M00604_2.00,CEBP-1,WBGene00019745,WBGene00019745,History: N.A.
WBGene00019773,M04G7.2,M00604_2.00,CEBP-1,WBGene00019773,WBGene00019773,History: N.A.
WBGene00019914,clec-150,M00604_2.00,CEBP-1,WBGene00019914,WBGene00019914,History: N.A.
WBGene00019916,R06B10.7,M00604_2.00,CEBP-1,WBGene00019916,WBGene00019916,History: N.A.
WBGene00020194,T03G6.1,M00604_2.00,CEBP-1,WBGene00020194,WBGene00020194,History: N.A.
WBGene00020933,W02D3.4,M00604_2.00,CEBP-1,WBGene00020933,WBGene00020933,"History: Split into W02D3.13(WBGene00303103). History of WBGene00020933: Split into ""WBGene00303103"" on 2018-03-06"
WBGene00021285,Y24D9A.7,M00604_2.00,CEBP-1,WBGene00021285,WBGene00021285,History: N.A.
WBGene00022046,Y66H1A.4,M00604_2.00,CEBP-1,WBGene00022046,WBGene00022046,History: N.A.
WBGene00022060,dmd-9,M00604_2.00,CEBP-1,WBGene00022060,WBGene00022060,History: N.A.
WBGene00022141,chaf-2,M00604_2.00,CEBP-1,WBGene00022141,WBGene00022141,History: N.A.
WBGene00022487,fbxa-21,M00604_2.00,CEBP-1,WBGene00022487,WBGene00022487,History: N.A.
WBGene00044737,ttr-45,M00604_2.00,CEBP-1,WBGene00044737,WBGene00044737,History: N.A.
WBGene00219241,Y116A8A.150,M00604_2.00,CEBP-1,WBGene00219241,WBGene00219241,History: N.A.
WBGene00219295,C34C12.12,M00604_2.00,CEBP-1,WBGene00219295,WBGene00219295,History: N.A.
WBGene00303074,T03G6.7,M00604_2.00,CEBP-1,WBGene00303074,WBGene00303074,History: N.A.
WBGene00303103,W02D3.13,M00604_2.00,CEBP-1,WBGene00303103,WBGene00303103,History: N.A.
WBGene00000004,aat-3,M00612_2.00,HAM-2,WBGene00000004,WBGene00000004,History: N.A.
WBGene00000750,col-177,M00612_2.00,HAM-2,WBGene00000750,WBGene00000750,History: N.A.
WBGene00001431,fkb-6,M00612_2.00,HAM-2,WBGene00001431,WBGene00001431,History: N.A.
WBGene00003170,mec-6,M00612_2.00,HAM-2,WBGene00003170,WBGene00003170,History: N.A.
WBGene00003804,npp-18,M00612_2.00,HAM-2,WBGene00003804,WBGene00003804,History: N.A.
WBGene00006817,unc-85,M00612_2.00,HAM-2,WBGene00006817,WBGene00006817,History: Renamed on 2008-06-05
WBGene00008961,F19H6.6,M00612_2.00,HAM-2,WBGene00008961,WBGene00008961,History: N.A.
WBGene00009863,F49B2.3,M00612_2.00,HAM-2,WBGene00009863,WBGene00009863,History: N.A.
WBGene00009944,mtcu-2,M00612_2.00,HAM-2,WBGene00009944,WBGene00009944,History: N.A.
WBGene00011434,T04D3.5,M00612_2.00,HAM-2,WBGene00011434,WBGene00011434,History: N.A.
WBGene00011625,vps-39,M00612_2.00,HAM-2,WBGene00011625,WBGene00011625,History: N.A.
WBGene00012240,W04A8.5,M00612_2.00,HAM-2,WBGene00012240,WBGene00012240,History: N.A.
WBGene00013019,Y48G10A.2,M00612_2.00,HAM-2,WBGene00013019,WBGene00013019,History: N.A.
WBGene00013215,Y54G11A.4,M00612_2.00,HAM-2,WBGene00013215,WBGene00013215,History: N.A.
WBGene00013279,Y57A10B.7,M00612_2.00,HAM-2,WBGene00013279,WBGene00013279,History: N.A.
WBGene00013822,Y116F11B.6,M00612_2.00,HAM-2,WBGene00013822,WBGene00013822,History: N.A.
WBGene00013823,Y116F11B.7,M00612_2.00,HAM-2,WBGene00013823,WBGene00013823,History: N.A.
WBGene00015492,lnp-1,M00612_2.00,HAM-2,WBGene00015492,WBGene00015492,History: N.A.
WBGene00015493,C05E11.2,M00612_2.00,HAM-2,WBGene00015493,WBGene00015493,History: N.A.
WBGene00015496,C05E11.7,M00612_2.00,HAM-2,WBGene00015496,WBGene00015496,History: N.A.
WBGene00016457,C35E7.5,M00612_2.00,HAM-2,WBGene00016457,WBGene00016457,History: N.A.
WBGene00016785,C49G7.7,M00612_2.00,HAM-2,WBGene00016785,WBGene00016785,"History: Split into C49G7.12(WBGene00077593), C49G7.13(WBGene00269425). History of WBGene00016785: Split into ""WBGene00077593"" on 2008-02-08; Split into ""WBGene00269425"" on 2016-04-19"
WBGene00017285,F09E5.7,M00612_2.00,HAM-2,WBGene00017285,WBGene00017285,History: N.A.
WBGene00017286,F09E5.8,M00612_2.00,HAM-2,WBGene00017286,WBGene00017286,History: N.A.
WBGene00017291,F09E5.14,M00612_2.00,HAM-2,WBGene00017291,WBGene00017291,History: N.A.
WBGene00017736,F23C8.7,M00612_2.00,HAM-2,WBGene00017736,WBGene00017736,History: N.A.
WBGene00018375,F43C9.1,M00612_2.00,HAM-2,WBGene00018375,WBGene00018375,History: N.A.
WBGene00018426,F44E7.4,M00612_2.00,HAM-2,WBGene00018426,WBGene00018426,History: N.A.
WBGene00020011,R11G1.2,M00612_2.00,HAM-2,WBGene00020011,WBGene00020011,"History: Split into R11G1.7(WBGene00044725), R11G1.11(WBGene00304816). History of WBGene00020011: Split into ""WBGene00044725"" on 2006-01-18; Split into ""WBGene00304816"" on 2019-07-25"
WBGene00020933,W02D3.4,M00612_2.00,HAM-2,WBGene00020933,WBGene00020933,"History: Split into W02D3.13(WBGene00303103). History of WBGene00020933: Split into ""WBGene00303103"" on 2018-03-06"
WBGene00021698,frl-1,M00612_2.00,HAM-2,WBGene00021698,WBGene00021698,History: N.A.
WBGene00044066,fbxb-66,M00612_2.00,HAM-2,WBGene00044066,WBGene00044066,History: Renamed on 2005-12-13
WBGene00044116,srxa-13,M00612_2.00,HAM-2,WBGene00044116,WBGene00044116,History: N.A.
WBGene00044424,F54D12.10,M00612_2.00,HAM-2,WBGene00044424,WBGene00044424,History: N.A.
WBGene00044558,F56C3.10,M00612_2.00,HAM-2,WBGene00044558,WBGene00044558,History: N.A.
WBGene00195155,W04A8.9,M00612_2.00,HAM-2,WBGene00195155,WBGene00195155,History: N.A.
WBGene00219295,C34C12.12,M00612_2.00,HAM-2,WBGene00219295,WBGene00219295,History: N.A.
WBGene00269425,C49G7.13,M00612_2.00,HAM-2,WBGene00269425,WBGene00269425,History: N.A.
WBGene00303103,W02D3.13,M00612_2.00,HAM-2,WBGene00303103,WBGene00303103,History: N.A.
WBGene00000006,aat-5,M00615_2.00,LSY-2,WBGene00000006,WBGene00000006,History: N.A.
WBGene00000084,aex-1,M00615_2.00,LSY-2,WBGene00000084,WBGene00000084,History: N.A.
WBGene00000274,btf-1,M00615_2.00,LSY-2,WBGene00000274,WBGene00000274,History: N.A.
WBGene00000369,ccf-1,M00615_2.00,LSY-2,WBGene00000369,WBGene00000369,History: N.A.
WBGene00000392,cdd-2,M00615_2.00,LSY-2,WBGene00000392,WBGene00000392,History: N.A.
WBGene00000487,che-6,M00615_2.00,LSY-2,WBGene00000487,WBGene00000487,History: Renamed on 2012-08-15
WBGene00000496,chs-1,M00615_2.00,LSY-2,WBGene00000496,WBGene00000496,History: N.A.
WBGene00000506,cic-1,M00615_2.00,LSY-2,WBGene00000506,WBGene00000506,History: N.A.
WBGene00000566,cnt-2,M00615_2.00,LSY-2,WBGene00000566,WBGene00000566,History: N.A.
WBGene00000659,col-84,M00615_2.00,LSY-2,WBGene00000659,WBGene00000659,History: N.A.
WBGene00000735,col-162,M00615_2.00,LSY-2,WBGene00000735,WBGene00000735,History: N.A.
WBGene00000782,cpr-2,M00615_2.00,LSY-2,WBGene00000782,WBGene00000782,History: N.A.
WBGene00000812,csk-1,M00615_2.00,LSY-2,WBGene00000812,WBGene00000812,History: N.A.
WBGene00000831,ctl-2,M00615_2.00,LSY-2,WBGene00000831,WBGene00000831,History: N.A.
WBGene00000834,cua-1,M00615_2.00,LSY-2,WBGene00000834,WBGene00000834,History: N.A.
WBGene00000868,cyb-3,M00615_2.00,LSY-2,WBGene00000868,WBGene00000868,History: N.A.
WBGene00001156,ech-7,M00615_2.00,LSY-2,WBGene00001156,WBGene00001156,History: N.A.
WBGene00001232,eif-3.I,M00615_2.00,LSY-2,WBGene00001232,WBGene00001232,History: N.A.
WBGene00001246,elo-8,M00615_2.00,LSY-2,WBGene00001246,WBGene00001246,"History: Split into Y47D3A.34(WBGene00206461). History of WBGene00001246: Split into ""WBGene00206461"" on 2011-03-28"
WBGene00001334,ero-1,M00615_2.00,LSY-2,WBGene00001334,WBGene00001334,History: N.A.
WBGene00001365,exc-4,M00615_2.00,LSY-2,WBGene00001365,WBGene00001365,History: N.A.
WBGene00001404,fbp-1,M00615_2.00,LSY-2,WBGene00001404,WBGene00001404,History: N.A.
WBGene00001451,flp-8,M00615_2.00,LSY-2,WBGene00001451,WBGene00001451,History: N.A.
WBGene00001501,ftn-2,M00615_2.00,LSY-2,WBGene00001501,WBGene00001501,History: N.A.
WBGene00002077,imb-3,M00615_2.00,LSY-2,WBGene00002077,WBGene00002077,History: N.A.
WBGene00002235,kqt-3,M00615_2.00,LSY-2,WBGene00002235,WBGene00002235,History: N.A.
WBGene00003038,lin-56,M00615_2.00,LSY-2,WBGene00003038,WBGene00003038,History: N.A.
WBGene00003159,mcm-7,M00615_2.00,LSY-2,WBGene00003159,WBGene00003159,History: N.A.
WBGene00003237,mif-4,M00615_2.00,LSY-2,WBGene00003237,WBGene00003237,History: N.A.
WBGene00003378,mml-1,M00615_2.00,LSY-2,WBGene00003378,WBGene00003378,History: N.A.
WBGene00003594,nft-1,M00615_2.00,LSY-2,WBGene00003594,WBGene00003594,History: N.A.
WBGene00003755,nlp-17,M00615_2.00,LSY-2,WBGene00003755,WBGene00003755,History: N.A.
WBGene00004027,pie-1,M00615_2.00,LSY-2,WBGene00004027,WBGene00004027,History: N.A.
WBGene00004088,ppk-2,M00615_2.00,LSY-2,WBGene00004088,WBGene00004088,History: N.A.
WBGene00004128,pqn-41,M00615_2.00,LSY-2,WBGene00004128,WBGene00004128,History: N.A.
WBGene00004172,pqn-92,M00615_2.00,LSY-2,WBGene00004172,WBGene00004172,"History: Split into Y75B8A.39(WBGene00023483). History of WBGene00004172: Split into ""WBGene00023483"" on 2004-08-11"
WBGene00004239,puf-3,M00615_2.00,LSY-2,WBGene00004239,WBGene00004239,History: N.A.
WBGene00004266,rab-1,M00615_2.00,LSY-2,WBGene00004266,WBGene00004266,History: N.A.
WBGene00004465,rpn-9,M00615_2.00,LSY-2,WBGene00004465,WBGene00004465,History: N.A.
WBGene00004804,skn-1,M00615_2.00,LSY-2,WBGene00004804,WBGene00004804,History: Renamed on 2016-01-12; Renamed on 2017-05-16
WBGene00004886,smi-1,M00615_2.00,LSY-2,WBGene00004886,WBGene00004886,History: N.A.
WBGene00004891,smr-1,M00615_2.00,LSY-2,WBGene00004891,WBGene00004891,History: N.A.
WBGene00004894,sms-3,M00615_2.00,LSY-2,WBGene00004894,WBGene00004894,History: N.A.
WBGene00004923,snt-3,M00615_2.00,LSY-2,WBGene00004923,WBGene00004923,History: N.A.
WBGene00004963,spe-9,M00615_2.00,LSY-2,WBGene00004963,WBGene00004963,History: N.A.
WBGene00004976,spe-41,M00615_2.00,LSY-2,WBGene00004976,WBGene00004976,History: N.A.
WBGene00005017,sqt-2,M00615_2.00,LSY-2,WBGene00005017,WBGene00005017,History: N.A.
WBGene00005552,sri-40,M00615_2.00,LSY-2,WBGene00005552,WBGene00005552,History: N.A.
WBGene00006169,str-118,M00615_2.00,LSY-2,WBGene00006169,WBGene00006169,History: N.A.
WBGene00006373,syx-5,M00615_2.00,LSY-2,WBGene00006373,WBGene00006373,History: Renamed on 2010-04-16
WBGene00006537,tbb-2,M00615_2.00,LSY-2,WBGene00006537,WBGene00006537,History: N.A.
WBGene00006751,unc-11,M00615_2.00,LSY-2,WBGene00006751,WBGene00006751,History: Renamed on 2015-03-05
WBGene00006763,unc-26,M00615_2.00,LSY-2,WBGene00006763,WBGene00006763,History: N.A.
WBGene00007007,mak-2,M00615_2.00,LSY-2,WBGene00007007,WBGene00007007,History: N.A.
WBGene00007270,rei-1,M00615_2.00,LSY-2,WBGene00007270,WBGene00007270,History: N.A.
WBGene00007332,C05C10.5,M00615_2.00,LSY-2,WBGene00007332,WBGene00007332,History: N.A.
WBGene00007647,C17E4.10,M00615_2.00,LSY-2,WBGene00007647,WBGene00007647,History: N.A.
WBGene00007672,fbxa-136,M00615_2.00,LSY-2,WBGene00007672,WBGene00007672,History: N.A.
WBGene00007752,wdfy-3,M00615_2.00,LSY-2,WBGene00007752,WBGene00007752,"History: Split into C26H9A.4(WBGene00303042). History of WBGene00007752: Split into ""WBGene00303042"" on 2018-03-02"
WBGene00007769,C27C7.7,M00615_2.00,LSY-2,WBGene00007769,WBGene00007769,History: N.A.
WBGene00007851,clec-245,M00615_2.00,LSY-2,WBGene00007851,WBGene00007851,History: N.A.
WBGene00007910,C34B4.5,M00615_2.00,LSY-2,WBGene00007910,WBGene00007910,History: N.A.
WBGene00008053,cdc-48.2,M00615_2.00,LSY-2,WBGene00008053,WBGene00008053,History: N.A.
WBGene00008232,C50F4.4,M00615_2.00,LSY-2,WBGene00008232,WBGene00008232,History: N.A.
WBGene00008346,C56A3.8,M00615_2.00,LSY-2,WBGene00008346,WBGene00008346,History: N.A.
WBGene00008405,ttll-12,M00615_2.00,LSY-2,WBGene00008405,WBGene00008405,History: Renamed on 2007-05-29
WBGene00008511,F01G10.9,M00615_2.00,LSY-2,WBGene00008511,WBGene00008511,History: N.A.
WBGene00008838,F15A4.2,M00615_2.00,LSY-2,WBGene00008838,WBGene00008838,History: N.A.
WBGene00008891,clec-42,M00615_2.00,LSY-2,WBGene00008891,WBGene00008891,History: N.A.
WBGene00009127,clsp-1,M00615_2.00,LSY-2,WBGene00009127,WBGene00009127,History: N.A.
WBGene00009164,hrdl-1,M00615_2.00,LSY-2,WBGene00009164,WBGene00009164,History: N.A.
WBGene00009284,F31C3.2,M00615_2.00,LSY-2,WBGene00009284,WBGene00009284,History: N.A.
WBGene00009292,F31D4.5,M00615_2.00,LSY-2,WBGene00009292,WBGene00009292,History: N.A.
WBGene00009440,idhg-1,M00615_2.00,LSY-2,WBGene00009440,WBGene00009440,History: N.A.
WBGene00009695,clp-8,M00615_2.00,LSY-2,WBGene00009695,WBGene00009695,History: N.A.
WBGene00009744,hpo-35,M00615_2.00,LSY-2,WBGene00009744,WBGene00009744,History: Split into F45H11.8(WBGene00189958). History of WBGene00009744: N.A.
WBGene00009822,clec-113,M00615_2.00,LSY-2,WBGene00009822,WBGene00009822,History: N.A.
WBGene00009827,hmg-6,M00615_2.00,LSY-2,WBGene00009827,WBGene00009827,History: N.A.
WBGene00009937,lsl-1,M00615_2.00,LSY-2,WBGene00009937,WBGene00009937,History: N.A.
WBGene00009949,F53A2.1,M00615_2.00,LSY-2,WBGene00009949,WBGene00009949,"History: Split into F53A2.11(WBGene00194870). History of WBGene00009949: Split into ""WBGene00194870"" on 2009-11-18"
WBGene00010039,F54C8.6,M00615_2.00,LSY-2,WBGene00010039,WBGene00010039,History: N.A.
WBGene00010248,F58D5.9,M00615_2.00,LSY-2,WBGene00010248,WBGene00010248,History: N.A.
WBGene00010786,K12D12.4,M00615_2.00,LSY-2,WBGene00010786,WBGene00010786,History: N.A.
WBGene00010806,M01E5.3,M00615_2.00,LSY-2,WBGene00010806,WBGene00010806,History: N.A.
WBGene00010919,M117.3,M00615_2.00,LSY-2,WBGene00010919,WBGene00010919,History: N.A.
WBGene00010989,R03D7.2,M00615_2.00,LSY-2,WBGene00010989,WBGene00010989,History: N.A.
WBGene00011234,R11A5.6,M00615_2.00,LSY-2,WBGene00011234,WBGene00011234,History: N.A.
WBGene00011304,mnk-1,M00615_2.00,LSY-2,WBGene00011304,WBGene00011304,History: N.A.
WBGene00011368,tftc-5,M00615_2.00,LSY-2,WBGene00011368,WBGene00011368,History: N.A.
WBGene00012159,VY10G11R.1,M00615_2.00,LSY-2,WBGene00012159,WBGene00012159,History: N.A.
WBGene00012233,clpr-1,M00615_2.00,LSY-2,WBGene00012233,WBGene00012233,History: N.A.
WBGene00012240,W04A8.5,M00615_2.00,LSY-2,WBGene00012240,WBGene00012240,History: N.A.
WBGene00012281,W05E10.2,M00615_2.00,LSY-2,WBGene00012281,WBGene00012281,History: N.A.
WBGene00012328,W07G1.1,M00615_2.00,LSY-2,WBGene00012328,WBGene00012328,History: N.A.
WBGene00012395,Y6D1A.1,M00615_2.00,LSY-2,WBGene00012395,WBGene00012395,History: N.A.
WBGene00012521,Y32B12B.1,M00615_2.00,LSY-2,WBGene00012521,WBGene00012521,History: N.A.
WBGene00012522,Y32B12B.2,M00615_2.00,LSY-2,WBGene00012522,WBGene00012522,History: N.A.
WBGene00012743,Y40H7A.3,M00615_2.00,LSY-2,WBGene00012743,WBGene00012743,History: N.A.
WBGene00012828,Y43F8C.6,M00615_2.00,LSY-2,WBGene00012828,WBGene00012828,History: N.A.
WBGene00012860,acdh-11,M00615_2.00,LSY-2,WBGene00012860,WBGene00012860,History: N.A.
WBGene00012863,Y45F3A.8,M00615_2.00,LSY-2,WBGene00012863,WBGene00012863,History: N.A.
WBGene00012864,Y45F3A.9,M00615_2.00,LSY-2,WBGene00012864,WBGene00012864,History: N.A.
WBGene00012866,afmd-2,M00615_2.00,LSY-2,WBGene00012866,WBGene00012866,History: N.A.
WBGene00012908,Y46G5A.18,M00615_2.00,LSY-2,WBGene00012908,WBGene00012908,"History: Split into Y46G5A.47(WBGene00303089). History of WBGene00012908: Split into ""WBGene00303089"" on 2018-03-02"
WBGene00012909,spds-1,M00615_2.00,LSY-2,WBGene00012909,WBGene00012909,History: N.A.
WBGene00012942,Y47D3B.6,M00615_2.00,LSY-2,WBGene00012942,WBGene00012942,History: N.A.
WBGene00012943,bed-2,M00615_2.00,LSY-2,WBGene00012943,WBGene00012943,History: N.A.
WBGene00012999,rpoa-1,M00615_2.00,LSY-2,WBGene00012999,WBGene00012999,History: N.A.
WBGene00013013,clec-145,M00615_2.00,LSY-2,WBGene00013013,WBGene00013013,History: N.A.
WBGene00013038,ani-1,M00615_2.00,LSY-2,WBGene00013038,WBGene00013038,History: N.A.
WBGene00013040,Y49E10.21,M00615_2.00,LSY-2,WBGene00013040,WBGene00013040,History: N.A.
WBGene00013148,Y53F4A.2,M00615_2.00,LSY-2,WBGene00013148,WBGene00013148,History: N.A.
WBGene00013160,Y53F4B.13,M00615_2.00,LSY-2,WBGene00013160,WBGene00013160,History: N.A.
WBGene00013190,Y54E2A.5,M00615_2.00,LSY-2,WBGene00013190,WBGene00013190,History: N.A.
WBGene00013203,Y54E5A.8,M00615_2.00,LSY-2,WBGene00013203,WBGene00013203,History: N.A.
WBGene00013258,polg-1,M00615_2.00,LSY-2,WBGene00013258,WBGene00013258,History: N.A.
WBGene00013353,Y59A8B.21,M00615_2.00,LSY-2,WBGene00013353,WBGene00013353,History: N.A.
WBGene00013526,Y73F8A.20,M00615_2.00,LSY-2,WBGene00013526,WBGene00013526,History: N.A.
WBGene00013538,ari-1.4,M00615_2.00,LSY-2,WBGene00013538,WBGene00013538,History: Renamed on 2018-05-24
WBGene00013555,fbxa-89,M00615_2.00,LSY-2,WBGene00013555,WBGene00013555,History: N.A.
WBGene00013691,Y105E8B.6,M00615_2.00,LSY-2,WBGene00013691,WBGene00013691,History: N.A.
WBGene00013878,atfs-1,M00615_2.00,LSY-2,WBGene00013878,WBGene00013878,History: N.A.
WBGene00014027,tpk-1,M00615_2.00,LSY-2,WBGene00014027,WBGene00014027,History: N.A.
WBGene00014028,trxr-2,M00615_2.00,LSY-2,WBGene00014028,WBGene00014028,History: N.A.
WBGene00015073,B0238.9,M00615_2.00,LSY-2,WBGene00015073,WBGene00015073,History: N.A.
WBGene00015743,soap-1,M00615_2.00,LSY-2,WBGene00015743,WBGene00015743,History: N.A.
WBGene00015752,C14B9.2,M00615_2.00,LSY-2,WBGene00015752,WBGene00015752,History: N.A.
WBGene00015755,C14B9.10,M00615_2.00,LSY-2,WBGene00015755,WBGene00015755,History: N.A.
WBGene00015830,fbxb-98,M00615_2.00,LSY-2,WBGene00015830,WBGene00015830,History: N.A.
WBGene00016158,ari-1.1,M00615_2.00,LSY-2,WBGene00016158,WBGene00016158,History: N.A.
WBGene00016412,mrps-26,M00615_2.00,LSY-2,WBGene00016412,WBGene00016412,History: N.A.
WBGene00016489,fubl-3,M00615_2.00,LSY-2,WBGene00016489,WBGene00016489,History: Renamed on 2017-12-07
WBGene00016606,exoc-7,M00615_2.00,LSY-2,WBGene00016606,WBGene00016606,History: N.A.
WBGene00016855,C50H11.8,M00615_2.00,LSY-2,WBGene00016855,WBGene00016855,History: N.A.
WBGene00016901,C53C11.4,M00615_2.00,LSY-2,WBGene00016901,WBGene00016901,History: N.A.
WBGene00017025,D1037.1,M00615_2.00,LSY-2,WBGene00017025,WBGene00017025,History: N.A.
WBGene00017062,glrx-3,M00615_2.00,LSY-2,WBGene00017062,WBGene00017062,History: N.A.
WBGene00017151,EGAP9.3,M00615_2.00,LSY-2,WBGene00017151,WBGene00017151,History: N.A.
WBGene00017384,F11G11.4,M00615_2.00,LSY-2,WBGene00017384,WBGene00017384,History: N.A.
