# Supplemental Table 3
# Normalized siRNA counts (reads per million) for 5'UTR of genes with significant gene expression differences between control and postdauer animals (Hall et al 2010). Dauer and L3 siRNA counts normalized to total siRNAs.
Gene,...2,PD1/CON1 ratio,PD2/CON2 ratio,CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,Input,Suggested Match,History
cpr-3,,,,0.0,0.0,0.0,0.542999005225822,cpr-3,WBGene00000783,Public name for WBGene00000783. History: N.A.
dsl-2,,1.84286661648707,,0.455505328501333,0.0,0.839435563527084,0.542999005225822,dsl-2,WBGene00001104,Public name for WBGene00001104. History: N.A.
F08A8.1,,,0.0,0.0,0.25821234683957,0.0,0.0,F08A8.1,WBGene00008564,Sequence name for WBGene00008564(acox-1.1). History: Renamed on 2017-01-05
F29G6.3,,,0.0,0.0,0.253246685823934,0.0,0.0,F29G6.3,WBGene00009259,Sequence name for WBGene00009259(hpo-34). History: N.A.
Y9D1A.2,,0.988226323316414,2.5370808802474,22.3634137664642,43.2788825945832,22.1001141632366,109.802025549189,Y9D1A.2,WBGene00021187,Public name for WBGene00021187. History: N.A.
lon-1,,0.0,0.0,0.133913783773443,0.0633116714559836,0.0,0.0,lon-1,WBGene00003055,Public name for WBGene00003055. History: N.A.
alh-10,,,,0.0,0.0,0.0,0.271499502612911,alh-10,WBGene00000116,Public name for WBGene00000116. History: N.A.
dod-24,,,,0.0,0.0,0.0,0.162899701567747,dod-24,WBGene00007875,Public name for WBGene00007875. History: N.A.
nhx-6,,,,0.0,0.0,0.0,0.0,nhx-6,WBGene00003734,Public name for WBGene00003734. History: N.A.
sdz-28,,,0.0,0.0,0.253246685823934,0.0349764818136285,0.0,sdz-28,WBGene00020073,Public name for WBGene00020073. History: Renamed on 2005-08-22
C06A5.6,,1.22857774432472,,0.227752664250666,0.0,0.279811854509028,0.0678748756532278,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
skr-12,,32.4481101939787,1.58453400152395,0.0094897702613325,0.017432995358748,0.307925111155259,0.0276231738943454,skr-12,WBGene00004818,Public name for WBGene00004818. History: N.A.
btb-11,,1.22857774432472,2.68018811114538,0.113876332125333,0.253246685823934,0.139905927254514,0.678748756532278,btb-11,WBGene00019700,Public name for WBGene00019700. History: N.A.
T05D4.2,,,,0.0,0.0,0.0,0.0,T05D4.2,WBGene00011475,Public name for WBGene00011475. History: N.A.
rsp-8,,,,0.0,0.0,0.0,0.0,rsp-8,WBGene00004705,Public name for WBGene00004705. History: N.A.
K09E9.3,,,,0.0,0.0,0.0,0.0,K09E9.3,WBGene00010726,Public name for WBGene00010726. History: N.A.
acdh-7,,0.0,0.0,0.455505328501333,0.311570157309244,0.0,0.0,acdh-7,WBGene00020812,Public name for WBGene00020812. History: N.A.
valv-1,,0.0,,0.227752664250666,0.0,0.0,0.0,valv-1,WBGene00015216,Public name for WBGene00015216. History: N.A.
ceh-39,,,,0.0,0.0,0.0,0.542999005225822,ceh-39,WBGene00000460,Public name for WBGene00000460. History: N.A.
sdz-25,,1.6185208218277,2.05088123497328,0.556575356068515,0.453996093416624,0.900828802713056,0.93109206873933,sdz-25,WBGene00019791,Public name for WBGene00019791. History: Renamed on 2005-12-13
cyp-36A1,,,0.0,0.0,0.0844154775257495,0.0,0.0,cyp-36A1,WBGene00007913,Public name for WBGene00007913. History: N.A.
sesn-1,,1.49184440382287,0.396521327213139,3.18853729950933,1.6105600322535,4.75680152665348,0.638621401545592,sesn-1,WBGene00022279,Public name for WBGene00022279. History: N.A.
fbxb-40,,0.0,0.306307212702329,0.455505328501333,1.77272680076754,0.0,0.542999005225822,fbxb-40,WBGene00019704,Public name for WBGene00019704. History: N.A.
skr-13,,,0.0207714591595929,0.0,0.261415917415243,0.0,0.0054299900522582,skr-13,WBGene00004819,Public name for WBGene00004819. History: N.A.
Y46D2A.2,,,,0.0,0.0,0.0,0.162899701567747,Y46D2A.2,WBGene00021590,"Public name for WBGene00021590. History: Split into ""WBGene00195076"" on 2010-04-22"
glit-1,,1.22857774432472,1.42943365927754,0.227752664250666,0.759740057471803,0.279811854509028,1.08599801045164,glit-1,WBGene00018878,Public name for WBGene00018878. History: Renamed on 2019-05-20
gale-1,,2.03620458115965,2.02207025268953,0.0640445046926159,0.0374845614489155,0.130407713853205,0.0757964166409647,gale-1,WBGene00008132,Public name for WBGene00008132. History: N.A.
Y71A12B.11,,1.24094119887844,0.844735861903091,207.349233657835,218.944797793917,257.308206601881,184.950522473643,Y71A12B.11,WBGene00013508,Public name for WBGene00013508. History: N.A.
lec-6,,,0.0,0.0,0.422077894122119,0.0,0.0,lec-6,WBGene00002269,Public name for WBGene00002269. History: N.A.
mcm-2,,,,0.0,0.0,0.0,0.0,mcm-2,WBGene00003154,Public name for WBGene00003154. History: N.A.
lact-5,,,0.0,0.0,0.023022402961568,0.0,0.0,lact-5,WBGene00016355,Public name for WBGene00016355. History: N.A.
lip-1,,,,0.0,0.0,0.0,0.0,lip-1,WBGene00003043,Public name for WBGene00003043. History: N.A.
lec-8,,,,0.0,0.0,0.0,0.0,lec-8,WBGene00002271,Public name for WBGene00002271. History: N.A.
pqn-65,,,,0.0,0.0,0.0,0.0,pqn-65,WBGene00004148,Public name for WBGene00004148. History: N.A.
nhr-2,,1.22857774432472,0.178679207409692,0.227752664250666,0.379870028735901,0.279811854509028,0.0678748756532278,nhr-2,WBGene00003601,Public name for WBGene00003601. History: N.A.
F18A1.7,,0.0,,0.227752664250666,0.0,0.0,1.08599801045164,F18A1.7,WBGene00017548,Public name for WBGene00017548. History: N.A.
clec-150,,,,0.0,0.0,0.279811854509028,0.0,clec-150,WBGene00019914,Public name for WBGene00019914. History: N.A.
C27A12.2,,,,0.0,0.0,0.0,0.0,C27A12.2,WBGene00016154,Sequence name for WBGene00016154(szy-5). History: N.A.
C12D12.1,,,,0.0,0.0,0.0,0.0,C12D12.1,WBGene00015713,Public name for WBGene00015713. History: N.A.
ZK1053.4,,0.175511106332102,0.0336600996038589,1.59426864975466,1.77272680076754,0.279811854509028,0.0596701606842656,ZK1053.4,WBGene00014199,Public name for WBGene00014199. History: N.A.
dnj-7,,0.0,,0.455505328501333,0.0,0.0,0.0,dnj-7,WBGene00001025,Public name for WBGene00001025. History: N.A.
Y48C3A.8,,,,0.0,0.0,0.0,0.0301665812348232,Y48C3A.8,WBGene00012990,Sequence name for WBGene00012990(sam-10). History: N.A.
T25C12.3,,,,0.0,0.0,0.0,0.0,T25C12.3,WBGene00012018,Public name for WBGene00012018. History: N.A.
clec-69,,,,0.0,0.0,0.0,0.0,clec-69,WBGene00044642,Public name for WBGene00044642. History: N.A.
T23C6.4,,,2.14440885411404,0.0,0.328911730614409,0.0,0.705321227351511,T23C6.4,WBGene00020726,Public name for WBGene00020726. History: N.A.
F37C4.5,,0.0,,0.227752664250666,0.0,0.0,0.0,F37C4.5,WBGene00018145,Public name for WBGene00018145. History: N.A.
K04G2.10,,,,0.0,0.0,0.0,0.0,K04G2.10,WBGene00010568,Public name for WBGene00010568. History: N.A.
daf-22,,0.0783826406880316,0.0,0.304748324195896,0.0042922780780298,0.0238869783957267,0.0,daf-22,WBGene00013284,Public name for WBGene00013284. History: N.A.
stip-1,,,,0.0,0.0,0.0,0.0,stip-1,WBGene00007412,Public name for WBGene00007412. History: N.A.
btb-8,,,,0.0,0.0,0.279811854509028,0.0,btb-8,WBGene00018437,Public name for WBGene00018437. History: N.A.
dsl-1,,,,0.0,0.0,0.279811854509028,0.542999005225822,dsl-1,WBGene00001103,Public name for WBGene00001103. History: N.A.
B0281.5,,2.45715548864943,,0.227752664250666,0.0,0.559623709018056,0.0,B0281.5,WBGene00015112,Public name for WBGene00015112. History: N.A.
Y43B11AL.1,,2.63266659498153,2.04668910305647,1.59426864975466,2.78571354406328,4.19717781763542,5.70148955487114,Y43B11AL.1,WBGene00021542,Public name for WBGene00021542. History: N.A.
fbxa-182,,2.45715548864943,,0.113876332125333,0.0,0.279811854509028,0.0055407618493242,fbxa-182,WBGene00018353,Public name for WBGene00018353. History: N.A.
clec-4,,1.31263803278939,0.0,0.240405691265776,0.343993330495282,0.315565653654483,0.0,clec-4,WBGene00012583,Public name for WBGene00012583. History: N.A.
R13H4.3,,,,0.0,0.0,0.0,0.0,R13H4.3,WBGene00011262,Sequence name for WBGene00011262(pho-8). History: N.A.
fbxb-31,,,0.0,0.0,0.506493371647869,0.0,0.0,fbxb-31,WBGene00019797,Public name for WBGene00019797. History: N.A.
C31C9.2,,,0.0,0.0,0.696428386015819,0.0,0.0,C31C9.2,WBGene00007836,Public name for WBGene00007836. History: N.A.
F28C10.3,,,0.0,0.0,0.0472727991026963,0.0,0.0,F28C10.3,WBGene00017898,Public name for WBGene00017898. History: N.A.
F35E12.8,,,,0.0,0.0,0.279811854509028,0.0,F35E12.8,WBGene00009432,Sequence name for WBGene00009432(cld-9). History: N.A.
F13D12.6,,,,0.0,0.0,0.279811854509028,0.0,F13D12.6,WBGene00008741,Sequence name for WBGene00008741(ctsa-1.2). History: N.A.
Y50D7A.8,,0.0,0.0,0.683257992751999,0.126623342911967,0.0,0.0,Y50D7A.8,WBGene00021756,Public name for WBGene00021756. History: N.A.
F32D1.9,,,,0.0,0.0,0.0,0.0,F32D1.9,WBGene00017988,Sequence name for WBGene00017988(fipp-1). History: N.A.
spt-5,,,,0.0,0.0,0.0,0.0,spt-5,WBGene00005015,Public name for WBGene00005015. History: N.A.
acdh-10,,,,0.0,0.0,0.0,0.0,acdh-10,WBGene00020366,Public name for WBGene00020366. History: N.A.
F25B4.5,,0.0,,0.227752664250666,0.0,0.0,0.0,F25B4.5,WBGene00017768,Sequence name for WBGene00017768(prp-39). History: N.A.
tag-246,,,,0.0,0.0,0.0,0.0,tag-246,WBGene00044072,Other name for WBGene00044072(ham-3). History: Renamed on 2011-02-11; Renamed on 2012-07-20
F29G9.1,,1.24788128933241,1.26854560833466,34.4667506162987,79.2898160137503,43.0104131981656,100.582747889906,F29G9.1,WBGene00017930,Public name for WBGene00017930. History: N.A.
W02B8.2,,0.614288872162358,1.07207524445815,0.455505328501333,0.253246685823934,0.279811854509028,0.271499502612911,W02B8.2,WBGene00012198,Public name for WBGene00012198. History: N.A.
gstk-1,,0.307144436081179,1.78679207409692,0.911010657002666,0.759740057471803,0.279811854509028,1.35749751306456,gstk-1,WBGene00014251,Public name for WBGene00014251. History: N.A.
T08B1.1,,0.0,,0.227752664250666,0.0,0.0,0.0,T08B1.1,WBGene00020340,Public name for WBGene00020340. History: N.A.
fbxb-35,,,,0.0,0.0,0.0113055181695828,0.271499502612911,fbxb-35,WBGene00017208,Public name for WBGene00017208. History: N.A.
B0334.5,,,,0.0,0.0,0.0,0.0,B0334.5,WBGene00007145,Public name for WBGene00007145. History: N.A.
mom-4,,,,0.0,0.0,0.0,0.0,mom-4,WBGene00003396,Public name for WBGene00003396. History: N.A.
gld-2,,4.91431097729886,0.857660195566521,0.227752664250666,1.26623342911967,1.11924741803611,1.08599801045164,gld-2,WBGene00001596,Public name for WBGene00001596. History: N.A.
Y106G6H.6,,2.45715548864943,,0.455505328501333,0.0,1.11924741803611,0.550336822282942,Y106G6H.6,WBGene00013719,Public name for WBGene00013719. History: N.A.
T16G12.1,,1.07074400550744,1.01863095342786,3.95720254135533,2.02597348659148,4.23715089973502,2.06371930426624,T16G12.1,WBGene00011803,Public name for WBGene00011803. History: N.A.
R07E5.4,,0.0,3.37780844849138,0.237242434511999,0.0406671125496648,0.0,0.137365716346008,R07E5.4,WBGene00011112,Public name for WBGene00011112. History: N.A.
F44G3.10,,,,0.0,0.0,0.0,0.0,F44G3.10,WBGene00009710,Public name for WBGene00009710. History: N.A.
let-19,,,0.0,0.0,0.253246685823934,0.0,0.0,let-19,WBGene00002295,Public name for WBGene00002295. History: N.A.
F53B7.3,,,,0.0,0.0,0.279811854509028,0.0,F53B7.3,WBGene00009966,Sequence name for WBGene00009966(isy-1). History: N.A.
pup-3,,,0.536037622229076,0.0,0.506493371647869,0.279811854509028,0.271499502612911,pup-3,WBGene00019082,Public name for WBGene00019082. History: N.A.
asp-4,,,,0.0,0.0,0.0,0.325799403135493,asp-4,WBGene00000217,Public name for WBGene00000217. History: N.A.
nfya-1,,,3.21622573337445,0.0,0.126623342911967,0.279811854509028,0.407249253919367,nfya-1,WBGene00011614,Public name for WBGene00011614. History: Renamed on 2007-07-16
mrp-7,,1.47429388290721,3.54918176669854,0.189793810958001,0.0133288795682853,0.279811854509028,0.0473066163342789,mrp-7,WBGene00003413,Public name for WBGene00003413. History: N.A.
F07C6.4,,,,0.0,0.0,0.0,0.271499502612911,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
F07C6.4,,,7.50453421574128,0.0,0.0361780617967498,0.559623709018056,0.271499502612911,F07C6.4,WBGene00008555,Public name for WBGene00008555. History: N.A.
EEED8.12,,,0.0,0.0,0.0844154775257495,0.0,0.0,EEED8.12,WBGene00017140,Public name for WBGene00017140. History: N.A.
H28G03.2,,2.45715548864943,0.0,0.227752664250666,1.26623342911967,0.559623709018056,0.0,H28G03.2,WBGene00019250,Public name for WBGene00019250. History: N.A.
unc-37,,1.18469996774169,1.29686519415317,6.37707459901866,5.23376492477687,7.55492007174376,6.78748756532278,unc-37,WBGene00006773,Public name for WBGene00006773. History: N.A.
fbxb-22,,1.12619636801247,1.32094957479489,0.911010657002666,0.675324579946053,1.02597689313705,0.892069716728279,fbxb-22,WBGene00013230,Public name for WBGene00013230. History: N.A.
lec-10,,,0.0,0.0,0.253246685823934,0.0,0.0,lec-10,WBGene00002273,Public name for WBGene00002273. History: N.A.
prpf-4,,,4.28830097783261,0.0,0.253246685823934,0.279811854509028,1.08599801045164,prpf-4,WBGene00004186,Public name for WBGene00004186. History: Renamed on 2007-02-23; Renamed on 2015-03-05
tag-232,,,0.0,0.0,0.253246685823934,0.0,0.0,tag-232,WBGene00044077,Other name for WBGene00044077(pacs-1). History: Renamed on 2019-07-15
ZK858.1,,,,0.0,0.0,0.0,0.0,ZK858.1,WBGene00014115,Sequence name for WBGene00014115(gld-4). History: N.A.
sdz-6,,,0.823071206776219,0.0,0.024573032418868,0.279811854509028,0.0202253554471488,sdz-6,WBGene00008068,Public name for WBGene00008068. History: N.A.
swan-1,,,0.120202148483892,0.0,0.253246685823934,0.0,0.0304407957324622,swan-1,WBGene00009977,Public name for WBGene00009977. History: N.A.
unc-76,,1.22857774432472,1.2423001850088,0.227752664250666,0.546364529863989,0.279811854509028,0.678748756532278,unc-76,WBGene00006808,Public name for WBGene00006808. History: N.A.
ergo-1,,0.808437080006229,0.881531281890168,0.658340029261662,0.36423407185976,0.532226490907514,0.32108372827461,ergo-1,WBGene00019971,Public name for WBGene00019971. History: N.A.
cdc-25.2,,0.0,,0.227752664250666,0.0,0.0,0.301666083847734,cdc-25.2,WBGene00000387,Public name for WBGene00000387. History: Renamed on 2015-03-06
lsd-1,,0.0,,0.227752664250666,0.0,0.0,0.271499502612911,lsd-1,WBGene00011615,Public name for WBGene00011615. History: N.A.
cyp-25A2,,,,0.0,0.0,0.0,0.0,cyp-25A2,WBGene00007964,Public name for WBGene00007964. History: N.A.
ZK1127.9,,,,0.0,0.0,0.0,0.0,ZK1127.9,WBGene00022855,Sequence name for WBGene00022855(tcer-1). History: Renamed on 2017-10-09
C39D10.7,,,,0.0,0.0,0.0,0.0,C39D10.7,WBGene00016534,Public name for WBGene00016534. History: N.A.
T11B7.1,,,,0.0,0.0,0.0,0.0,T11B7.1,WBGene00011706,Public name for WBGene00011706. History: N.A.
gly-13,,3.07144436081179,0.0,0.455505328501333,0.379870028735901,1.39905927254514,0.0,gly-13,WBGene00001638,Public name for WBGene00001638. History: N.A.
msh-5,,1.84286661648707,,0.455505328501333,0.0,0.839435563527084,0.0,msh-5,WBGene00003421,Public name for WBGene00003421. History: N.A.
K02E7.6,,1.59555551211002,5.62839221920919,1.75369551473013,0.168831208298185,2.79811854509028,0.950248259145189,K02E7.6,WBGene00019311,Public name for WBGene00019311. History: N.A.
xrn-1,,1.04429108267601,0.0729464296701534,4.55505328501333,1.89935014367951,4.75680152665348,0.138550811674913,xrn-1,WBGene00012730,Public name for WBGene00012730. History: N.A.
F16B12.6,,0.0,0.0,0.455505328501333,0.126623342911967,0.0,0.0,F16B12.6,WBGene00008882,Public name for WBGene00008882. History: N.A.
pqn-60,,,,0.0,0.0,0.0,0.0452500076019861,pqn-60,WBGene00004144,Public name for WBGene00004144. History: N.A.
T05F1.2,,,,0.0,0.0,0.0,0.0,T05F1.2,WBGene00011489,Public name for WBGene00011489. History: N.A.
spr-4,,,,0.0,0.0,0.279811854509028,0.0,spr-4,WBGene00005009,Public name for WBGene00005009. History: N.A.
fbxb-83,,,,0.0,0.0,0.279811854509028,0.0,fbxb-83,WBGene00020543,Public name for WBGene00020543. History: N.A.
F17C11.10,,,,0.0,0.0,0.0,0.0,F17C11.10,WBGene00008921,Sequence name for WBGene00008921(ctf-4). History: N.A.
pqe-1,,,,0.0,0.0,0.0,0.0,pqe-1,WBGene00004095,Public name for WBGene00004095. History: N.A.
hgo-1,,,,0.0,0.0,0.279811854509028,0.0,hgo-1,WBGene00001843,Public name for WBGene00001843. History: N.A.
W04A8.5,,2.45715548864943,0.482433860006168,0.683257992751999,1.26623342911967,1.67887112705417,0.61087388087905,W04A8.5,WBGene00012240,Public name for WBGene00012240. History: N.A.
K06B9.4,,2.04762957387453,0.0232658312622767,0.341628996376,0.151551173937674,0.69952963627257,0.0035259640404338,K06B9.4,WBGene00019441,Public name for WBGene00019441. History: N.A.
gfi-3,,0.614288872162358,,0.455505328501333,0.0,0.279811854509028,0.0,gfi-3,WBGene00001583,Public name for WBGene00001583. History: N.A.
lpd-6,,,0.0,0.0,0.0361780617967498,0.839435563527084,0.0,lpd-6,WBGene00003062,Public name for WBGene00003062. History: N.A.
etr-1,,,5.36037622229076,0.0,0.253246685823934,0.0,1.35749751306456,etr-1,WBGene00001340,Public name for WBGene00001340. History: N.A.
F47B10.1,,,154.377600181172,0.0,0.0070346864388172,0.0,1.08599801045164,F47B10.1,WBGene00009812,Sequence name for WBGene00009812(suca-1). History: N.A.
Y55F3AM.3,,2.15001105256825,,0.911010657002666,0.0,1.9586829815632,0.407249253919367,Y55F3AM.3,WBGene00021921,Sequence name for WBGene00021921(rbm-39). History: N.A.
