# Table S13. mRNAs significantly downregulated 1.3 fold or greater in mut-16(pk710) gonads.
# * mean reads across all libraries
gene_id,public_name,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
Y43F4A.2,Transposon,5.22004009433153,-14.9986,0.0157695276689444,Y43F4A.2,,Sequence name for Suppressed gene WBGene00012797. Molecular name for Suppressed gene WBGene00012797. Public name for Suppressed gene WBGene00012797. History of WBGene00012797: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y2H9A.3,col-162,7.00001842475664,-13.5989,0.0120363113239146,Y2H9A.3,WBGene00000735,Sequence name for WBGene00000735(col-162). History: N.A.
Y18D10A.18,Pseudogene,61.0553642052319,-12.8386,1.7683199605946902e-17,Y18D10A.18,WBGene00012485,Sequence name for WBGene00012485(fbxa-121). History: N.A.
C13B9.4,pdfr-1,32.508488220187,-12.7029,9.60099395945464e-10,C13B9.4,WBGene00015735,Sequence name for WBGene00015735(pdfr-1). History: Renamed on 2012-08-29
B0511.17,B0511.17,2.6362965428799,-12.3579,0.0298451549709814,B0511.17,WBGene00219234,Public name for WBGene00219234. History: N.A.
F14F4.1,ntr-2,3.12745773166692,-12.2733,0.0277806686211359,F14F4.1,WBGene00008808,Sequence name for WBGene00008808(ntr-2). History: N.A.
H25K10.7,srw-61,1.7640375617862,-11.8011,0.0436396903286426,H25K10.7,WBGene00005808,Sequence name for WBGene00005808(srw-61). History: N.A.
Y55F3AM.14,Y55F3AM.14,4.84532674259014,-10.6861,0.0458400589941783,Y55F3AM.14,WBGene00021931,Sequence name for WBGene00021931(znf-782). History: N.A.
T08D2.6,T08D2.6,6.04897126936084,-10.3398,0.0052493235642351,T08D2.6,WBGene00011611,Public name for WBGene00011611. History: N.A.
H06O01.4,Pseudogene,5.669478875622,-10.3058,0.0175744836435323,H06O01.4,WBGene00010371,Public name for WBGene00010371. History: N.A.
Y34F4.3,Y34F4.3,9.3292191795741,-9.98273,0.0006711647325173,Y34F4.3,WBGene00021338,Public name for WBGene00021338. History: N.A.
T08D2.7,T08D2.7,120.437030475274,-9.61381,1.11566155256857e-47,T08D2.7,WBGene00011612,Sequence name for WBGene00011612(chkr-1). History: N.A.
ZK185.2,ZK185.2,6.69299442457233,-9.49614,0.0207865271452893,ZK185.2,WBGene00022682,Public name for WBGene00022682. History: N.A.
Y73B3A.10,Y73B3A.10,55.3697044566424,-9.29809,4.60102778895694e-17,Y73B3A.10,WBGene00022211,"Public name for Dead gene WBGene00022212. History of WBGene00022212: Merged into ""WBGene00022211"" on 2015-10-02"
T08D2.8,T08D2.8,72.3336215031345,-9.10631,2.09320694841473e-25,T08D2.8,WBGene00011613,Public name for WBGene00011613. History: N.A.
W05H12.1,W05H12.1,5.26097309916243,-9.07499,0.0260380810578966,W05H12.1,WBGene00012289,Public name for WBGene00012289. History: N.A.
T08D2.2,T08D2.2,38.4249830972625,-8.82994,1.3884540909322602e-09,T08D2.2,WBGene00011607,Public name for WBGene00011607. History: N.A.
F15E6.9,F15E6.9,4.58426094575636,-8.41524,0.0432180796380092,F15E6.9,WBGene00017489,Public name for WBGene00017489. History: N.A.
B0361.9,B0361.9,9.70566902236939,-8.41241,0.0006921233012489,B0361.9,WBGene00015163,"Public name for WBGene00015163. History: Split into B0361.14(WBGene00303033). History of WBGene00015163: Split into ""WBGene00303033"" on 2018-03-02"
Y73B3A.9,Y73B3A.9,55.5752791126505,-8.30475,3.30852226907744e-22,Y73B3A.9,WBGene00022211,Public name for WBGene00022211. History: N.A.
F33H2.8,F33H2.8,6.23714120360056,-8.15408,0.0452604379728001,F33H2.8,WBGene00009371,Public name for WBGene00009371. History: N.A.
Y73B3B.5,Pseudogene,113.204130771011,-7.52406,9.496839894034529e-36,Y73B3B.5,WBGene00022227,Public name for WBGene00022227. History: N.A.
C41D11.7,eri-7,1323.82204639578,-7.28661,1.88022063044083e-171,C41D11.7,WBGene00016566,Sequence name for WBGene00016566(eri-7). History: N.A.
ZK643.1,arrd-15,5.73465919513471,-7.16522,0.0165795419356466,ZK643.1,WBGene00014033,Sequence name for WBGene00014033(arrd-15). History: N.A.
F13H6.4,F13H6.4,9.64904378006891,-7.16414,0.0049800128638712,F13H6.4,WBGene00017432,Public name for WBGene00017432. History: N.A.
Y67D8A.3,dmd-9,16.3790786624938,-6.88487,2.64834555887068e-05,Y67D8A.3,WBGene00022060,Sequence name for WBGene00022060(dmd-9). History: N.A.
WBTransposon00000216,Transposon,68.7386531151528,-6.58068,1.56046998391504e-08,,,
C35E7.4,C35E7.4,5.50068580297575,-6.24563,0.0291434827496408,C35E7.4,WBGene00016456,Public name for WBGene00016456. History: N.A.
T08D2.9,Pseudogene,66.2793015179603,-6.2203,2.05221314129096e-19,T08D2.9,WBGene00044700,Public name for WBGene00044700. History: N.A.
Y73B3A.4,Y73B3A.4,141.649339414858,-6.11785,1.55800603528854e-49,Y73B3A.4,WBGene00022206,Public name for WBGene00022206. History: N.A.
VY35H6BL.1,VY35H6BL.1,40.3734960855316,-6.08298,2.9932918156632997e-12,VY35H6BL.1,WBGene00021342,"Public name for Dead gene WBGene00012160. History of WBGene00012160: Merged into ""WBGene00021342"" on 2013-10-17"
F56A6.1,sago-2,18.5913343647778,-6.06476,0.0001252118395873,F56A6.1,WBGene00018921,Sequence name for WBGene00018921(sago-2). History: Renamed on 2014-03-26
K09F6.6,K09F6.6,13.7490135947641,-6.02718,0.011989221943525,K09F6.6,WBGene00019589,"Public name for WBGene00019589. History: Split into K09F6.15(WBGene00271744). History of WBGene00019589: Split into ""WBGene00271744"" on 2017-06-29"
T08D2.1,tmed-12,108.099595691759,-5.93479,1.29336046793669e-38,T08D2.1,WBGene00011606,Sequence name for WBGene00011606(tmed-12). History: N.A.
Y102A5D.1,Transposon,45.3728934691889,-5.71932,3.22107582076853e-10,Y102A5D.1,,Sequence name for Suppressed gene WBGene00013630. Molecular name for Suppressed gene WBGene00013630. Public name for Suppressed gene WBGene00013630. History of WBGene00013630: Killed on 2011-05-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C07G1.7,C07G1.7,101.881841134137,-5.64054,5.1293825681393e-09,C07G1.7,WBGene00015573,Public name for WBGene00015573. History: N.A.
cTel7X.1,Pseudogene,6.72600280055874,-5.63739,0.0072752726542089,cTel7X.1,WBGene00008351,Public name for WBGene00008351. History: N.A.
Y39B6A.17,nhr-95,74.0952682531615,-5.41128,1.6089476465674698e-12,Y39B6A.17,WBGene00003685,Sequence name for WBGene00003685(nhr-95). History: N.A.
T06D10.3,T06D10.3,13.8784530498385,-5.37299,0.000262244195387,T06D10.3,WBGene00077558,Public name for WBGene00077558. History: N.A.
T08D2.3,Pseudogene,109.628844381498,-5.3308,5.97875437492198e-16,T08D2.3,WBGene00011608,Public name for WBGene00011608. History: N.A.
T16G1.1,pqn-67,9.22686052398431,-5.13661,0.0113130993554118,T16G1.1,WBGene00004150,Sequence name for WBGene00004150(pqn-67). History: N.A.
Y17D7A.3,nhr-65,26.2831109411686,-5.09308,4.02107217520824e-05,Y17D7A.3,WBGene00003655,Sequence name for WBGene00003655(nhr-65). History: N.A.
F11C3.1,F11C3.1,27.3307362526876,-5.07777,1.82865734438762e-07,F11C3.1,WBGene00008695,Public name for WBGene00008695. History: N.A.
CE7X_3.1,CE7X_3.1,42.2477411711226,-4.82866,4.06477837403806e-10,CE7X_3.1,WBGene00008349,Public name for WBGene00008349. History: N.A.
Y102A5C.17,clec-238,12.0908150208386,-4.81246,0.0004747882628536,Y102A5C.17,WBGene00013622,Sequence name for WBGene00013622(clec-238). History: N.A.
Y73B3A.3,Y73B3A.3,41.3121147284805,-4.74302,6.28561542045557e-06,Y73B3A.3,WBGene00022205,Public name for WBGene00022205. History: N.A.
Y73B6BL.26,lgc-10,5.46856484273412,-4.7388,0.0417868822739989,Y73B6BL.26,WBGene00022247,Sequence name for WBGene00022247(lgc-10). History: N.A.
Y73B3A.21,Y73B3A.21,46.6290140114473,-4.69629,4.26471720353481e-13,Y73B3A.21,WBGene00022222,Public name for WBGene00022222. History: N.A.
F40D4.17,F40D4.17,20.842945509776,-4.52311,2.87167160859625e-05,F40D4.17,WBGene00194682,Public name for WBGene00194682. History: N.A.
Y73B3A.1,Y73B3A.1,265.301227313682,-4.5153,8.1689003682998e-36,Y73B3A.1,WBGene00022203,Public name for WBGene00022203. History: N.A.
K05C4.11,sol-2,18.8692186070765,-4.4418,0.0001210108713235,K05C4.11,WBGene00010587,Sequence name for WBGene00010587(sol-2). History: N.A.
B0511.3,fbxa-125,21.2665550752616,-4.42208,0.0109914840034392,B0511.3,WBGene00015229,Sequence name for WBGene00015229(fbxa-125). History: N.A.
Y35H6.3,Y35H6.3,35.0740577934138,-4.37738,1.6375254417829e-08,Y35H6.3,WBGene00021342,Public name for WBGene00021342. History: N.A.
K08E5.1,K08E5.1,233.416209125309,-4.36083,6.81130492076521e-21,K08E5.1,WBGene00014801,Public name for WBGene00014801. History: N.A.
T17H7.7,T17H7.7,6.05794970933854,-4.29974,0.0499514553045488,T17H7.7,WBGene00020551,Public name for WBGene00020551. History: N.A.
Y105E8A.13,Y105E8A.13,41.0229469311181,-4.28964,2.07169148258256e-06,Y105E8A.13,WBGene00013673,Public name for WBGene00013673. History: N.A.
F58E1.13,F58E1.13,8.25844053982426,-4.28829,0.0085429373005888,F58E1.13,WBGene00019044,Public name for WBGene00019044. History: N.A.
ZK686.6,ZK686.6,23.4127988819192,-4.19375,0.0004033736586076,ZK686.6,WBGene00044799,Public name for WBGene00044799. History: N.A.
ZK6.3,scl-27,7.83632214344893,-4.14669,0.0224799689565197,ZK6.3,WBGene00022638,Sequence name for WBGene00022638(scl-27). History: N.A.
W02D7.9,W02D7.9,9.15624223637662,-4.1309,0.0414588356043506,W02D7.9,WBGene00020944,Public name for WBGene00020944. History: N.A.
Y71H2AL.2,Y71H2AL.2,11.3073475498422,-4.10875,0.0108315705025979,Y71H2AL.2,WBGene00022165,"Public name for WBGene00022165. History: Split into Y71H2AL.4(WBGene00303095). History of WBGene00022165: Split into ""WBGene00303095"" on 2018-03-02"
ZC21.10,ZC21.10,14.1917566834381,-4.10512,0.0011955334888278,ZC21.10,WBGene00044443,Public name for WBGene00044443. History: N.A.
K03D3.8,Transposon,26.6254641920054,-4.05908,8.6873529701375e-05,K03D3.8,,Sequence name for Suppressed gene WBGene00010533. Molecular name for Suppressed gene WBGene00010533. Public name for Suppressed gene WBGene00010533. History of WBGene00010533: Killed on 2005-11-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C52A10.3,C52A10.3,32.5304667041331,-4.03415,1.93354441023918e-06,C52A10.3,WBGene00016864,Public name for WBGene00016864. History: N.A.
F35H10.10,F35H10.10,41.7798090170955,-3.97401,8.59399294267344e-09,F35H10.10,WBGene00018073,Public name for WBGene00018073. History: N.A.
F47G6.1,dyb-1,53.310530242082,-3.9226,2.98883139781653e-08,F47G6.1,WBGene00001115,Sequence name for WBGene00001115(dyb-1). History: N.A.
Y71A12B.4,trp-4,26.3132758016367,-3.89038,5.77229803096823e-05,Y71A12B.4,WBGene00006616,Sequence name for WBGene00006616(trp-4). History: N.A.
Y6D1A.2,Y6D1A.2,22.5089361423169,-3.85858,0.0012919269811447,Y6D1A.2,WBGene00012396,Public name for WBGene00012396. History: N.A.
R05D7.7,R05D7.7,11.7552071695504,-3.85511,0.0053504364691297,R05D7.7,WBGene00077559,Public name for WBGene00077559. History: N.A.
Y73B3A.20,Y73B3A.20,36.9975345433073,-3.80486,5.82854554032798e-07,Y73B3A.20,WBGene00022221,Public name for WBGene00022221. History: N.A.
C40H5.6,Pseudogene,9.46529405837563,-3.75947,0.0178357372401273,C40H5.6,WBGene00008048,"Sequence name for WBGene00008048(hpo-41). History: Split into C40H5.8(WBGene00044585). History of WBGene00008048: Split into ""WBGene00044585"" on 2005-06-21"
C15C6.1,C15C6.1,7.06422946195087,-3.71786,0.0276130787590519,C15C6.1,WBGene00007600,Public name for WBGene00007600. History: N.A.
K05C4.9,K05C4.9,15.2288152025706,-3.67712,0.0026473850717806,K05C4.9,WBGene00010585,Public name for WBGene00010585. History: N.A.
F10G8.5,ncs-2,42.8283505821141,-3.65595,6.65378659790811e-07,F10G8.5,WBGene00003564,Sequence name for WBGene00003564(ncs-2). History: N.A.
T26C12.4,gcy-23,12.971375063599,-3.64242,0.0135974832651405,T26C12.4,WBGene00001548,Sequence name for WBGene00001548(gcy-23). History: N.A.
C54G7.4,ifta-1,62.815743166594,-3.6323,1.60185137544674e-10,C54G7.4,WBGene00016935,Sequence name for WBGene00016935(ifta-1). History: Renamed on 2018-06-11
Y39A3CL.2,rimb-1,16.0746229551559,-3.58998,0.0166941363233139,Y39A3CL.2,WBGene00006513,Sequence name for WBGene00006513(rimb-1). History: N.A.
T05G5.1,T05G5.1,52.9911044701575,-3.50365,1.23096739673804e-06,T05G5.1,WBGene00011498,Public name for WBGene00011498. History: N.A.
Y39B6A.47,nhr-145,32.322542805077,-3.47315,7.27814372898445e-05,Y39B6A.47,WBGene00012703,"Sequence name for WBGene00012703(nhr-145). History: Split into Y39B6A.49(WBGene00077457). History of WBGene00012703: Split into ""WBGene00077457"" on 2007-11-22"
Y7A5A.1,Y7A5A.1,21.3947452897283,-3.45991,0.0004842241507445,Y7A5A.1,WBGene00012407,Public name for WBGene00012407. History: N.A.
K08C9.8,Pseudogene,22.5547157987705,-3.40676,0.0007707929041013,K08C9.8,WBGene00045218,Public name for WBGene00045218. History: N.A.
F43C11.6,F43C11.6,12.3583107498464,-3.36553,0.0037309554367912,F43C11.6,WBGene00018383,Public name for WBGene00018383. History: N.A.
H16D19.4,Pseudogene,6.70925845281089,-3.35625,0.0370511419619602,H16D19.4,WBGene00010402,"Public name for WBGene00010402. History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
Y44A6B.3,Y44A6B.3,10.9112836265825,-3.31592,0.0116906899000139,Y44A6B.3,WBGene00012848,Public name for WBGene00012848. History: N.A.
F15B9.10,F15B9.10,214.197223113667,-3.29898,2.35139774896971e-32,F15B9.10,WBGene00045418,Public name for WBGene00045418. History: N.A.
C02B8.1,C02B8.1,28.9118384546772,-3.26044,4.23709761391018e-05,C02B8.1,WBGene00015320,Public name for WBGene00015320. History: N.A.
T21C12.1,unc-49,11.9076608551099,-3.24838,0.0104530353063376,T21C12.1,WBGene00006784,Sequence name for WBGene00006784(unc-49). History: N.A.
Y53F4B.37,gst-32,9.4704427232195,-3.2413,0.0129936405723767,Y53F4B.37,WBGene00001780,Sequence name for WBGene00001780(gst-32). History: N.A.
R148.1,mks-1,16.1759834518883,-3.21683,0.0100234378677341,R148.1,WBGene00020100,"Sequence name for WBGene00020100(mks-1). History: Split into R148.8(WBGene00305998). History of WBGene00020100: Split into ""WBGene00305998"" on 2020-01-20"
T02G5.1,T02G5.1,9.91743220258362,-3.16723,0.0416669042647091,T02G5.1,WBGene00020163,"Public name for Dead gene WBGene00020161. History of WBGene00020161: Merged into ""WBGene00020163"" on 2012-02-06"
T07A9.12,T07A9.12,16.420308450615,-3.11749,0.0047923806708357,T07A9.12,WBGene00020299,Public name for WBGene00020299. History: N.A.
F22B7.9,F22B7.9,12.8754246199324,-3.08971,0.0146617403206051,F22B7.9,WBGene00017698,Public name for WBGene00017698. History: N.A.
M01A12.1,col-53,18.0330322430012,-3.08221,0.002645692567633,M01A12.1,WBGene00000630,Sequence name for WBGene00000630(col-53). History: N.A.
Y119D3B.7,fbxa-63,14.4779628166745,-3.04362,0.0142548741645402,Y119D3B.7,WBGene00022485,Sequence name for WBGene00022485(fbxa-63). History: N.A.
F14F11.1,shw-1,55.7675172468531,-2.97681,1.00221278251526e-08,F14F11.1,WBGene00008819,Sequence name for WBGene00008819(shw-1). History: N.A.
F56D12.4,Pseudogene,28.2600824915425,-2.95906,0.0004534767021252,F56D12.4,WBGene00002176,Sequence name for WBGene00002176(jip-1). History: N.A.
T03D8.6,T03D8.6,67.3482706534564,-2.94016,3.08447802295478e-07,T03D8.6,WBGene00011393,Public name for WBGene00011393. History: N.A.
Y113G7B.3,fbxa-115,50.0104301928613,-2.88615,6.02752106231228e-07,Y113G7B.3,WBGene00013755,Sequence name for WBGene00013755(fbxa-115). History: N.A.
H37A05.2,H37A05.2,11.8135906344815,-2.86321,0.0367772461364024,H37A05.2,WBGene00010426,Public name for WBGene00010426. History: N.A.
Y22D7AR.11,fbxa-13,41.3294349473788,-2.8408,6.390439838173e-06,Y22D7AR.11,WBGene00021264,Sequence name for WBGene00021264(fbxa-13). History: N.A.
Y71A12B.17,gadr-5,54.4498865118062,-2.82005,8.98223558909434e-07,Y71A12B.17,WBGene00045058,Sequence name for WBGene00045058(gadr-5). History: N.A.
T08D2.4,T08D2.4,34.5409006264442,-2.79446,0.0007387292369682,T08D2.4,WBGene00011609,Public name for WBGene00011609. History: N.A.
F44F1.6,F44F1.6,27.1850320324902,-2.76915,0.0036517034546793,F44F1.6,WBGene00009698,Public name for WBGene00009698. History: N.A.
K10B4.3,K10B4.3,35.3765163227674,-2.74281,4.77491985612708e-05,K10B4.3,WBGene00019615,Public name for WBGene00019615. History: N.A.
T02G5.3,T02G5.3,19.680979655297,-2.74196,0.0038635482953082,T02G5.3,WBGene00020163,Public name for WBGene00020163. History: N.A.
ZK381.3,nhr-249,11.0119861432455,-2.73135,0.0287524232066339,ZK381.3,WBGene00022726,Sequence name for WBGene00022726(nhr-249). History: N.A.
Y80D3A.4,nhr-243,53.5535297849465,-2.71538,3.14685914093964e-07,Y80D3A.4,WBGene00013584,Sequence name for WBGene00013584(nhr-243). History: N.A.
Y40C5A.4,Y40C5A.4,40.601681459631,-2.70296,0.0013306612330634,Y40C5A.4,WBGene00021497,Public name for WBGene00021497. History: N.A.
F14B6.2,F14B6.2,10.2339422120258,-2.69736,0.0245768342753097,F14B6.2,WBGene00008783,Public name for WBGene00008783. History: N.A.
F49B2.5,src-2,29.9870575179124,-2.6408,0.0006311235939787,F49B2.5,WBGene00005078,Sequence name for WBGene00005078(src-2). History: N.A.
F42A9.6,F42A9.6,1496.39774482061,-2.63317,1.60477758744383e-51,F42A9.6,WBGene00018335,Public name for WBGene00018335. History: N.A.
Y37F4.6,Y37F4.6,26.4998159404028,-2.62815,0.0009785916051298,Y37F4.6,WBGene00021387,Public name for WBGene00021387. History: N.A.
C36A4.14,Pseudogene,15.0067150424102,-2.61755,0.0278648826119349,C36A4.14,WBGene00194650,Public name for WBGene00194650. History: N.A.
Y46G5A.34,Y46G5A.34,29.2379695949029,-2.61709,0.0213191538539543,Y46G5A.34,WBGene00012919,Public name for WBGene00012919. History: N.A.
T02C5.5,unc-2,40.5522124280499,-2.61638,0.0059877091954632,T02C5.5,WBGene00006742,Sequence name for WBGene00006742(unc-2). History: N.A.
Y38C1AA.4,tcl-2,33.2967732522563,-2.55526,7.48914981707019e-05,Y38C1AA.4,WBGene00006561,Sequence name for WBGene00006561(tcl-2). History: N.A.
F18A11.2,F18A11.2,26.7797395407971,-2.52822,0.0012881910047701,F18A11.2,WBGene00008929,Public name for WBGene00008929. History: N.A.
Y46G5A.21,acl-7,16.3284638289937,-2.51228,0.0097721825861462,Y46G5A.21,WBGene00012911,Sequence name for WBGene00012911(acl-7). History: N.A.
B0285.8,ckb-1,18.4112877154434,-2.50242,0.0082673177871293,B0285.8,WBGene00000511,Sequence name for WBGene00000511(ckb-1). History: N.A.
C06A5.4,madf-7,235.34302448295,-2.48871,1.97964249553036e-19,C06A5.4,,Sequence name for Suppressed gene WBGene00015502. Molecular name for Suppressed gene WBGene00015502. History of WBGene00015502: Suppressed on 2013-10-17. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene....Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information. Therefore this is not a genetic map position based on recombination frequencies or genetic experiments. This was done on advice of the CGC.
K07A1.3,K07A1.3,20.9631780195894,-2.47891,0.0069397191717823,K07A1.3,WBGene00010610,Public name for WBGene00010610. History: N.A.
Y64G10A.7,Y64G10A.7,15.8384935215127,-2.43772,0.0426378970985333,Y64G10A.7,WBGene00013416,Public name for WBGene00013416. History: N.A.
F10A3.17,F10A3.17,18.3836750142154,-2.43529,0.018605827504051,F10A3.17,WBGene00045507,Public name for WBGene00045507. History: N.A.
Y46G5A.7,Y46G5A.7,39.4662755165327,-2.42843,0.0004818103665264,Y46G5A.7,WBGene00012899,Public name for WBGene00012899. History: N.A.
C28A5.2,C28A5.2,2854.78548689384,-2.42672,1.29686908965677e-75,C28A5.2,WBGene00007789,Public name for WBGene00007789. History: N.A.
M04D5.1,M04D5.1,14.7086320629651,-2.41723,0.0418553630582528,M04D5.1,WBGene00014807,Public name for WBGene00014807. History: N.A.
F42A9.5,cyp-33E2,47.4663865430283,-2.38272,0.0003349391960363,F42A9.5,WBGene00018334,Sequence name for WBGene00018334(cyp-33E2). History: N.A.
WBTransposon00000095,Transposon,58.224380370144,-2.37081,0.00042773999302,,,
F53G12.4,F53G12.4,52.5252103619056,-2.36637,7.26777151269382e-05,F53G12.4,WBGene00018772,Public name for WBGene00018772. History: N.A.
ZC84.3,cls-3,456.474816003708,-2.34709,8.25260116041775e-10,ZC84.3,WBGene00013847,Sequence name for WBGene00013847(cls-3). History: N.A.
M02B7.3,osm-3,82.1519454411308,-2.3365,6.96137713253107e-07,M02B7.3,WBGene00003884,Sequence name for WBGene00003884(osm-3). History: N.A.
Y22D7AL.9,Y22D7AL.9,352.945604060182,-2.33648,3.83505159692948e-33,Y22D7AL.9,WBGene00021247,Public name for WBGene00021247. History: N.A.
C35E7.6,C35E7.6,76.592889783001,-2.32504,3.22572298324855e-06,C35E7.6,WBGene00016458,Public name for WBGene00016458. History: N.A.
R06A10.2,gsa-1,34.0146347078431,-2.31093,0.0031241089230414,R06A10.2,WBGene00001745,Sequence name for WBGene00001745(gsa-1). History: N.A.
R04E5.9,R04E5.9,30.0603886711529,-2.30779,0.0103193756548094,R04E5.9,WBGene00019872,Public name for WBGene00019872. History: N.A.
K09E3.6,lido-6,24.9076990568618,-2.30624,0.0082336813086424,K09E3.6,WBGene00019577,Sequence name for WBGene00019577(lido-6). History: N.A.
F45C12.8,fbxa-184,73.0308307478818,-2.28436,9.55961788970702e-08,F45C12.8,WBGene00018439,Sequence name for WBGene00018439(fbxa-184). History: N.A.
C44C10.5,C44C10.5,32.5423411102663,-2.27951,0.0031048639085741,C44C10.5,WBGene00008086,Public name for WBGene00008086. History: N.A.
T27C5.9,Transposon,180.154471646746,-2.26579,7.05750616038613e-17,T27C5.9,,Sequence name for Suppressed gene WBGene00012082. Molecular name for Suppressed gene WBGene00012082. Public name for Suppressed gene WBGene00012082. History of WBGene00012082: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C16H3.3,C16H3.3,54.9180134503105,-2.26349,0.0002412869009392,C16H3.3,WBGene00015868,Public name for WBGene00015868. History: N.A.
Y48G1C.6,Y48G1C.6,94.5572392592643,-2.25651,2.52055958150079e-07,Y48G1C.6,WBGene00021679,Public name for WBGene00021679. History: N.A.
F58A4.7,hlh-11,44.0502435240914,-2.24908,0.001275075724477,F58A4.7,WBGene00001955,Sequence name for WBGene00001955(hlh-11). History: N.A.
B0511.11,B0511.11,364.747530470048,-2.24503,9.45199351462869e-06,B0511.11,WBGene00015236,Public name for WBGene00015236. History: N.A.
C05H8.1,ckk-1,27.9907146715639,-2.24096,0.0042272117522709,C05H8.1,WBGene00000518,Sequence name for WBGene00000518(ckk-1). History: N.A.
C18B12.5,fbxa-97,34.8613924081848,-2.237,0.0018966779161701,C18B12.5,WBGene00007667,Sequence name for WBGene00007667(fbxa-97). History: N.A.
F52D1.1,aagr-4,19.625840301848,-2.22879,0.0335117427686271,F52D1.1,WBGene00018682,Sequence name for WBGene00018682(aagr-4). History: N.A.
C09F5.1,C09F5.1,74.123882033949,-2.21979,7.81728256646512e-06,C09F5.1,WBGene00015647,Public name for WBGene00015647. History: N.A.
Y48C3A.11,dmsr-3,28.3778238410213,-2.2021,0.0041537253652737,Y48C3A.11,WBGene00012993,Sequence name for WBGene00012993(dmsr-3). History: N.A.
