gene,Input,Suggested Match,History
WBGene00000049,WBGene00000049,WBGene00000049,History: N.A.
WBGene00020997,WBGene00020997,WBGene00020997,History: N.A.
WBGene00022846,WBGene00022846,WBGene00022846,History: N.A.
WBGene00013175,WBGene00013175,WBGene00013175,History: N.A.
WBGene00011592,WBGene00011592,WBGene00011592,History: N.A.
WBGene00015341,WBGene00015341,WBGene00015341,History: N.A.
WBGene00010980,WBGene00010980,WBGene00010980,History: N.A.
WBGene00006782,WBGene00006782,WBGene00006782,History: N.A.
WBGene00017333,WBGene00017333,WBGene00017333,History: N.A.
WBGene00007885,WBGene00007885,WBGene00007885,History: N.A.
WBGene00016506,WBGene00016506,WBGene00016506,History: N.A.
WBGene00044281,WBGene00044281,WBGene00044281,History: N.A.
WBGene00015000,WBGene00015000,WBGene00015000,History: N.A.
WBGene00016417,WBGene00016417,WBGene00016417,History: N.A.
WBGene00013207,WBGene00013207,WBGene00013207,History: N.A.
WBGene00021386,WBGene00021386,WBGene00021386,History: N.A.
WBGene00015065,WBGene00015065,WBGene00015065,History: N.A.
WBGene00003731,WBGene00003731,WBGene00003731,History: N.A.
WBGene00016848,WBGene00016848,WBGene00016848,History: N.A.
WBGene00021527,WBGene00021527,WBGene00021527,History: N.A.
WBGene00005401,WBGene00005401,WBGene00005401,History: N.A.
WBGene00006657,WBGene00006657,WBGene00006657,History: N.A.
WBGene00077557,WBGene00077557,WBGene00077557,History: N.A.
WBGene00005480,WBGene00005480,WBGene00005480,History: N.A.
WBGene00019980,WBGene00019980,WBGene00019980,History: N.A.
WBGene00022004,WBGene00022004,WBGene00022004,History: N.A.
WBGene00010722,WBGene00010722,WBGene00010722,History: N.A.
WBGene00006544,WBGene00006544,WBGene00006544,History: N.A.
WBGene00005441,WBGene00005441,WBGene00005441,History: N.A.
WBGene00006662,WBGene00006662,WBGene00006662,History: N.A.
WBGene00001967,WBGene00001967,WBGene00001967,History: N.A.
WBGene00015086,WBGene00015086,,History: Killed on 2019-11-21. Remark: No evidence for this gene.
WBGene00015024,WBGene00015024,WBGene00015024,History: N.A.
WBGene00022654,WBGene00022654,WBGene00022654,History: N.A.
WBGene00008296,WBGene00008296,WBGene00008296,History: N.A.
WBGene00000682,WBGene00000682,WBGene00000682,History: N.A.
WBGene00008028,WBGene00008028,WBGene00008028,History: N.A.
WBGene00011166,WBGene00011166,WBGene00011166,History: N.A.
WBGene00011191,WBGene00011191,WBGene00011191,History: N.A.
WBGene00017577,WBGene00017577,WBGene00017577,History: N.A.
WBGene00006226,WBGene00006226,WBGene00006226,History: N.A.
WBGene00022589,WBGene00022589,WBGene00022589,History: N.A.
WBGene00006069,WBGene00006069,WBGene00006069,History: N.A.
WBGene00006628,WBGene00006628,WBGene00006628,History: N.A.
WBGene00014070,WBGene00014070,WBGene00014070,History: N.A.
WBGene00021032,WBGene00021032,WBGene00021032,History: N.A.
WBGene00021384,WBGene00021384,WBGene00021384,History: N.A.
WBGene00006689,WBGene00006689,WBGene00006689,History: N.A.
WBGene00007995,WBGene00007995,WBGene00007995,"History: Split into C37E2.10(WBGene00304175). History of WBGene00007995: Split into ""WBGene00304175"" on 2018-09-17"
WBGene00011459,WBGene00011459,WBGene00011459,History: N.A.
WBGene00010342,WBGene00010342,WBGene00010342,History: N.A.
WBGene00018003,WBGene00018003,WBGene00018003,History: N.A.
WBGene00007230,WBGene00007230,WBGene00007230,History: N.A.
WBGene00010595,WBGene00010595,WBGene00010595,History: N.A.
WBGene00018484,WBGene00018484,WBGene00018484,History: N.A.
WBGene00017842,WBGene00017842,WBGene00017842,History: N.A.
WBGene00011523,WBGene00011523,WBGene00011523,History: N.A.
WBGene00021161,WBGene00021161,WBGene00021161,History: N.A.
WBGene00012302,WBGene00012302,WBGene00012302,History: N.A.
WBGene00010945,WBGene00010945,WBGene00010945,History: N.A.
WBGene00008776,WBGene00008776,WBGene00008776,History: N.A.
WBGene00077525,WBGene00077525,WBGene00077525,History: N.A.
WBGene00019213,WBGene00019213,WBGene00019213,History: N.A.
WBGene00009063,WBGene00009063,WBGene00009063,History: N.A.
WBGene00015705,WBGene00015705,WBGene00015705,History: N.A.
WBGene00022498,WBGene00022498,WBGene00022498,History: N.A.
WBGene00016022,WBGene00016022,WBGene00016022,History: N.A.
WBGene00021870,WBGene00021870,WBGene00021870,History: N.A.
WBGene00005678,WBGene00005678,WBGene00005678,History: N.A.
WBGene00044577,WBGene00044577,WBGene00044577,History: N.A.
WBGene00018404,WBGene00018404,WBGene00018404,History: N.A.
WBGene00013159,WBGene00013159,WBGene00013159,History: N.A.
WBGene00000478,WBGene00000478,WBGene00000478,History: N.A.
WBGene00016613,WBGene00016613,WBGene00016613,History: N.A.
WBGene00019809,WBGene00019809,WBGene00019809,History: N.A.
WBGene00017277,WBGene00017277,WBGene00017277,History: N.A.
WBGene00010275,WBGene00010275,WBGene00010275,History: N.A.
WBGene00006669,WBGene00006669,WBGene00006669,History: N.A.
WBGene00044333,WBGene00044333,WBGene00044333,History: N.A.
WBGene00014214,WBGene00014214,WBGene00014214,History: N.A.
WBGene00020123,WBGene00020123,WBGene00020123,"History: Split into R160.14(WBGene00304818), R160.13(WBGene00304819). History of WBGene00020123: Split into ""WBGene00304818"" on 2019-07-25; Split into ""WBGene00304819"" on 2019-07-25"
WBGene00019483,WBGene00019483,WBGene00019483,History: N.A.
WBGene00044294,WBGene00044294,WBGene00044294,History: N.A.
WBGene00018535,WBGene00018535,WBGene00018535,History: N.A.
WBGene00012322,WBGene00012322,WBGene00012322,History: N.A.
WBGene00000283,WBGene00000283,WBGene00000283,History: N.A.
WBGene00000071,WBGene00000071,WBGene00000071,History: N.A.
WBGene00005513,WBGene00005513,WBGene00005513,History: N.A.
WBGene00000037,WBGene00000037,WBGene00000037,History: Renamed on 2019-05-20
WBGene00044034,WBGene00044034,WBGene00044034,"History: Split into Y38E10A.34(WBGene00304775). History of WBGene00044034: Split into ""WBGene00304775"" on 2019-03-13"
WBGene00020202,WBGene00020202,WBGene00020202,"History: Split into nsph-4.3(WBGene00194734). History of WBGene00020202: Split into ""WBGene00194734"" on 2009-08-18"
WBGene00005537,WBGene00005537,WBGene00005537,History: N.A.
WBGene00020986,WBGene00020986,WBGene00020986,History: N.A.
WBGene00044551,WBGene00044551,WBGene00044551,History: N.A.
WBGene00001575,WBGene00001575,WBGene00001575,"History: Split into dnbp-1(WBGene00044989). History of WBGene00001575: Split into ""WBGene00044989"" on 2006-09-07"
WBGene00017901,WBGene00017901,WBGene00017901,History: N.A.
WBGene00005604,WBGene00005604,WBGene00005604,History: N.A.
WBGene00009381,WBGene00009381,WBGene00009381,History: N.A.
WBGene00014082,WBGene00014082,WBGene00014082,History: N.A.
WBGene00006404,WBGene00006404,WBGene00006404,History: N.A.
WBGene00000711,WBGene00000711,WBGene00000711,History: N.A.
WBGene00016366,WBGene00016366,WBGene00016366,History: N.A.
WBGene00000059,WBGene00000059,WBGene00000059,History: N.A.
WBGene00010939,WBGene00010939,WBGene00010939,"History: Split into M163.21(WBGene00304194), M163.22(WBGene00304195). History of WBGene00010939: Split into ""WBGene00304194"" on 2018-09-17; Split into ""WBGene00304195"" on 2018-09-17"
WBGene00009434,WBGene00009434,WBGene00009434,History: N.A.
WBGene00002299,WBGene00002299,WBGene00002299,History: N.A.
WBGene00001129,WBGene00001129,WBGene00001129,History: N.A.
WBGene00005247,WBGene00005247,WBGene00005247,History: N.A.
WBGene00009378,WBGene00009378,WBGene00009378,History: N.A.
WBGene00008167,WBGene00008167,WBGene00008167,History: Renamed on 2015-04-29; Renamed on 2017-01-05
WBGene00006625,WBGene00006625,WBGene00006625,"History: Split into ZC581.10(WBGene00195178). History of WBGene00006625: Split into ""WBGene00195178"" on 2010-06-23"
WBGene00008208,WBGene00008208,WBGene00008208,History: N.A.
WBGene00010147,WBGene00010147,WBGene00010147,History: N.A.
WBGene00017338,WBGene00017338,WBGene00017338,"History: Split into WBgene00303423(WBGene00303423). History of WBGene00017338: Split into ""WBGene00303423"" on 2018-07-18"
WBGene00001593,WBGene00001593,WBGene00001593,History: N.A.
WBGene00009046,WBGene00009046,WBGene00009046,History: N.A.
WBGene00014106,WBGene00014106,WBGene00014106,"History: Split into ZK856.18(WBGene00194912). History of WBGene00014106: Split into ""WBGene00194912"" on 2010-01-20"
WBGene00018125,WBGene00018125,WBGene00018125,History: N.A.
WBGene00010380,WBGene00010380,WBGene00010380,History: N.A.
WBGene00010600,WBGene00010600,WBGene00010600,History: N.A.
WBGene00003608,WBGene00003608,WBGene00003608,History: N.A.
WBGene00043059,WBGene00043059,WBGene00043059,History: N.A.
WBGene00006225,WBGene00006225,WBGene00006225,History: N.A.
WBGene00017232,WBGene00017232,WBGene00017232,History: N.A.
WBGene00005122,WBGene00005122,WBGene00005122,History: N.A.
WBGene00017400,WBGene00017400,WBGene00017400,History: N.A.
WBGene00011997,WBGene00011997,WBGene00011997,History: N.A.
WBGene00012003,WBGene00012003,WBGene00012003,History: N.A.
WBGene00003757,WBGene00003757,WBGene00003757,History: N.A.
WBGene00013053,WBGene00013053,WBGene00013053,History: N.A.
WBGene00015944,WBGene00015944,WBGene00015944,History: N.A.
WBGene00005874,WBGene00005874,WBGene00005874,History: N.A.
WBGene00006143,WBGene00006143,WBGene00006143,History: N.A.
WBGene00001434,WBGene00001434,WBGene00001434,History: N.A.
WBGene00011876,WBGene00011876,WBGene00011876,"History: Split into T21B4.15(WBGene00043054). History of WBGene00011876: Split into ""WBGene00043054"" on 2004-09-13"
WBGene00019277,WBGene00019277,WBGene00019277,History: N.A.
WBGene00005760,WBGene00005760,WBGene00005760,History: N.A.
WBGene00001842,WBGene00001842,WBGene00001842,History: N.A.
WBGene00001121,WBGene00001121,WBGene00001121,History: N.A.
WBGene00015968,WBGene00015968,WBGene00015968,History: N.A.
WBGene00011425,WBGene00011425,WBGene00011425,History: N.A.
WBGene00044199,WBGene00044199,WBGene00044199,History: N.A.
WBGene00007805,WBGene00007805,WBGene00007805,History: N.A.
WBGene00015427,WBGene00015427,WBGene00015427,History: N.A.
WBGene00000718,WBGene00000718,WBGene00000718,History: N.A.
WBGene00002151,WBGene00002151,WBGene00002151,History: N.A.
WBGene00000455,WBGene00000455,WBGene00000455,History: N.A.
WBGene00009328,WBGene00009328,WBGene00009328,History: N.A.
WBGene00010946,WBGene00010946,WBGene00010946,History: N.A.
WBGene00004285,WBGene00004285,WBGene00004285,History: N.A.
WBGene00011983,WBGene00011983,WBGene00011983,History: N.A.
WBGene00017754,WBGene00017754,WBGene00017754,History: N.A.
WBGene00011709,WBGene00011709,WBGene00011709,History: N.A.
WBGene00015005,WBGene00015005,WBGene00015005,History: N.A.
WBGene00020981,WBGene00020981,WBGene00020981,History: N.A.
WBGene00010831,WBGene00010831,WBGene00010831,History: N.A.
WBGene00017505,WBGene00017505,WBGene00017505,History: N.A.
WBGene00006153,WBGene00006153,WBGene00006153,History: N.A.
WBGene00009242,WBGene00009242,WBGene00009242,History: N.A.
WBGene00001737,WBGene00001737,WBGene00001737,History: N.A.
WBGene00013293,WBGene00013293,WBGene00013293,History: N.A.
WBGene00020289,WBGene00020289,WBGene00020289,History: N.A.
WBGene00044289,WBGene00044289,WBGene00044289,History: N.A.
WBGene00011596,WBGene00011596,WBGene00011596,History: N.A.
WBGene00006659,WBGene00006659,WBGene00006659,History: N.A.
WBGene00020254,WBGene00020254,WBGene00020254,History: N.A.
WBGene00003573,WBGene00003573,WBGene00003573,History: N.A.
WBGene00016471,WBGene00016471,WBGene00016471,History: N.A.
WBGene00020809,WBGene00020809,WBGene00020809,History: N.A.
WBGene00016957,WBGene00016957,WBGene00016957,History: N.A.
WBGene00022521,WBGene00022521,WBGene00022521,History: N.A.
WBGene00010979,WBGene00010979,WBGene00010979,"History: Split into R02D5.9(WBGene00077577). History of WBGene00010979: Split into ""WBGene00077577"" on 2008-02-06"
WBGene00008678,WBGene00008678,WBGene00008678,History: Renamed on 2004-08-25
WBGene00019814,WBGene00019814,WBGene00019814,History: N.A.
WBGene00001952,WBGene00001952,WBGene00001952,History: N.A.
WBGene00020675,WBGene00020675,WBGene00020675,History: N.A.
WBGene00022610,WBGene00022610,WBGene00022610,History: N.A.
WBGene00020561,WBGene00020561,WBGene00020561,History: N.A.
WBGene00003547,WBGene00003547,WBGene00003547,History: N.A.
WBGene00022845,WBGene00022845,WBGene00022845,History: N.A.
WBGene00005116,WBGene00005116,WBGene00005116,History: N.A.
WBGene00001118,WBGene00001118,WBGene00001118,History: N.A.
WBGene00020017,WBGene00020017,WBGene00020017,History: N.A.
WBGene00013851,WBGene00013851,WBGene00006787,"History: Split into ""WBGene00175026"" on 2008-11-13; Merged into ""WBGene00006787"" on 2017-03-03"
WBGene00010523,WBGene00010523,WBGene00010523,History: N.A.
WBGene00018157,WBGene00018157,WBGene00018157,History: N.A.
WBGene00013860,WBGene00013860,WBGene00013860,History: N.A.
WBGene00008731,WBGene00008731,WBGene00008731,History: N.A.
WBGene00016909,WBGene00016909,WBGene00016909,History: N.A.
WBGene00016000,WBGene00016000,WBGene00016000,History: N.A.
WBGene00015711,WBGene00015711,WBGene00015711,History: N.A.
WBGene00017730,WBGene00017730,WBGene00017730,History: N.A.
WBGene00016663,WBGene00016663,WBGene00016663,History: N.A.
WBGene00000626,WBGene00000626,WBGene00000626,History: N.A.
WBGene00001468,WBGene00001468,WBGene00001468,History: N.A.
WBGene00014074,WBGene00014074,WBGene00014074,History: N.A.
WBGene00018751,WBGene00018751,WBGene00018751,History: N.A.
WBGene00014001,WBGene00014001,WBGene00014001,History: N.A.
WBGene00005900,WBGene00005900,WBGene00005900,History: N.A.
WBGene00018250,WBGene00018250,WBGene00018250,History: N.A.
WBGene00019653,WBGene00019653,WBGene00019653,History: N.A.
WBGene00020676,WBGene00020676,WBGene00044620,"History: Merged into ""WBGene00044620"" on 2010-11-16"
WBGene00020040,WBGene00020040,WBGene00020040,History: N.A.
WBGene00005815,WBGene00005815,WBGene00005815,History: N.A.
WBGene00011745,WBGene00011745,WBGene00011745,History: N.A.
WBGene00016174,WBGene00016174,WBGene00016174,History: N.A.
WBGene00001105,WBGene00001105,WBGene00001105,History: N.A.
WBGene00044723,WBGene00044723,WBGene00044723,History: N.A.
WBGene00020907,WBGene00020907,,History: Killed on 2017-09-21. Remark: No evidence for this gene.
WBGene00005347,WBGene00005347,WBGene00005347,History: N.A.
WBGene00009301,WBGene00009301,WBGene00009301,History: N.A.
WBGene00010000,WBGene00010000,WBGene00010000,History: N.A.
WBGene00011643,WBGene00011643,WBGene00011643,History: Renamed on 2015-04-29
WBGene00000768,WBGene00000768,WBGene00000768,History: N.A.
WBGene00016109,WBGene00016109,WBGene00016109,History: N.A.
WBGene00004899,WBGene00004899,WBGene00004899,History: N.A.
WBGene00007866,WBGene00007866,WBGene00007866,History: N.A.
WBGene00016691,WBGene00016691,WBGene00016691,History: N.A.
WBGene00006252,WBGene00006252,WBGene00006252,History: N.A.
WBGene00001643,WBGene00001643,WBGene00001643,History: N.A.
WBGene00009602,WBGene00009602,WBGene00009602,History: N.A.
WBGene00006642,WBGene00006642,WBGene00006642,"History: Split into F01E11.20(WBGene00303051). History of WBGene00006642: Split into ""WBGene00303051"" on 2018-03-02"
WBGene00009049,WBGene00009049,WBGene00009049,History: N.A.
WBGene00018746,WBGene00018746,WBGene00018746,History: N.A.
WBGene00013908,WBGene00013908,WBGene00013908,History: N.A.
WBGene00044788,WBGene00044788,WBGene00044788,History: N.A.
WBGene00044569,WBGene00044569,WBGene00044569,History: N.A.
WBGene00020483,WBGene00020483,WBGene00020483,"History: Split into T13C5.10(WBGene00206360). History of WBGene00020483: Split into ""WBGene00206360"" on 2010-11-23"
WBGene00019306,WBGene00019306,WBGene00019306,History: N.A.
WBGene00013592,WBGene00013592,WBGene00013592,History: N.A.
WBGene00012753,WBGene00012753,WBGene00012753,History: N.A.
WBGene00018258,WBGene00018258,WBGene00018258,History: N.A.
WBGene00019230,WBGene00019230,WBGene00019230,History: N.A.
WBGene00007422,WBGene00007422,WBGene00007422,History: N.A.
WBGene00018207,WBGene00018207,WBGene00018207,History: N.A.
WBGene00017783,WBGene00017783,WBGene00017783,History: N.A.
WBGene00019155,WBGene00019155,WBGene00019155,History: N.A.
WBGene00020563,WBGene00020563,WBGene00020563,History: N.A.
WBGene00011006,WBGene00011006,WBGene00011006,"History: Split into C08B6.14(WBGene00044044). History of WBGene00011006: Split into ""WBGene00044080"" on 2005-01-05"
WBGene00011748,WBGene00011748,WBGene00011748,History: N.A.
WBGene00015420,WBGene00015420,,History: Killed on 2017-09-21. Remark: No evidence for this gene.
WBGene00009983,WBGene00009983,WBGene00009983,History: Renamed on 2011-02-23
WBGene00045210,WBGene00045210,WBGene00045210,History: N.A.
WBGene00016079,WBGene00016079,WBGene00016078,"History: Merged into ""WBGene00016078"" on 2013-09-12"
WBGene00008824,WBGene00008824,WBGene00008824,History: N.A.
WBGene00008388,WBGene00008388,WBGene00008388,History: N.A.
WBGene00008715,WBGene00008715,WBGene00008714,"History: Merged into ""WBGene00008714"" on 2011-12-05"
WBGene00000972,WBGene00000972,WBGene00000972,History: N.A.
WBGene00015364,WBGene00015364,WBGene00015364,History: N.A.
WBGene00011113,WBGene00011113,WBGene00011113,History: N.A.
WBGene00012707,WBGene00012707,WBGene00012707,History: N.A.
WBGene00015531,WBGene00015531,WBGene00015531,History: N.A.
WBGene00016985,WBGene00016985,WBGene00016985,History: N.A.
WBGene00008584,WBGene00008584,WBGene00008584,History: N.A.
WBGene00019764,WBGene00019764,WBGene00019764,History: N.A.
WBGene00012911,WBGene00012911,WBGene00012911,History: N.A.
WBGene00017879,WBGene00017879,WBGene00017879,History: N.A.
WBGene00010046,WBGene00010046,WBGene00010046,History: N.A.
WBGene00010604,WBGene00010604,WBGene00010604,History: N.A.
WBGene00007335,WBGene00007335,WBGene00007335,History: N.A.
WBGene00018542,WBGene00018542,WBGene00018542,History: N.A.
WBGene00020106,WBGene00020106,WBGene00020106,History: N.A.
WBGene00001424,WBGene00001424,WBGene00001424,History: N.A.
WBGene00007649,WBGene00007649,WBGene00007649,History: N.A.
WBGene00008801,WBGene00008801,WBGene00008801,History: N.A.
WBGene00006686,WBGene00006686,WBGene00006686,History: N.A.
WBGene00012655,WBGene00012655,WBGene00012655,"History: Split into Y39A1A.25(WBGene00044808), Y39A1A.31(WBGene00306004). History of WBGene00012655: Split into ""WBGene00044808"" on 2006-05-17; Split into ""WBGene00306004"" on 2020-01-21"
WBGene00011046,WBGene00011046,WBGene00011046,History: N.A.
WBGene00015224,WBGene00015224,WBGene00015224,"History: Split into B0507.17(WBGene00235307). History of WBGene00015224: Split into ""WBGene00235307"" on 2013-09-12"
WBGene00015457,WBGene00015457,WBGene00015457,History: N.A.
WBGene00020440,WBGene00020440,WBGene00020440,History: N.A.
WBGene00012335,WBGene00012335,WBGene00012335,History: N.A.
WBGene00020004,WBGene00020004,WBGene00020004,History: N.A.
WBGene00011568,WBGene00011568,WBGene00011568,History: N.A.
WBGene00017411,WBGene00017411,WBGene00017411,History: N.A.
WBGene00017266,WBGene00017266,WBGene00017266,History: N.A.
WBGene00012340,WBGene00012340,WBGene00012340,History: N.A.
WBGene00044297,WBGene00044297,WBGene00044297,History: N.A.
WBGene00006213,WBGene00006213,WBGene00006213,History: N.A.
WBGene00006388,WBGene00006388,WBGene00006388,History: N.A.
WBGene00020835,WBGene00020835,WBGene00020835,History: N.A.
WBGene00044557,WBGene00044557,WBGene00044557,History: N.A.
WBGene00014152,WBGene00014152,WBGene00014152,History: N.A.
WBGene00011989,WBGene00011989,WBGene00011989,History: N.A.
WBGene00007096,WBGene00007096,WBGene00007096,History: N.A.
WBGene00005411,WBGene00005411,WBGene00005411,History: N.A.
WBGene00006105,WBGene00006105,WBGene00006105,History: N.A.
WBGene00003456,WBGene00003456,WBGene00003456,History: N.A.
WBGene00005165,WBGene00005165,WBGene00005165,History: N.A.
WBGene00008553,WBGene00008553,WBGene00008553,History: N.A.
WBGene00008519,WBGene00008519,WBGene00008519,"History: Split into C29F7.8(WBGene00044405). History of WBGene00008519: Split into ""WBGene00044405"" on 2005-05-27"
WBGene00010749,WBGene00010749,WBGene00010749,History: N.A.
WBGene00017124,WBGene00017124,WBGene00017124,History: N.A.
WBGene00003248,WBGene00003248,WBGene00003248,History: N.A.
WBGene00011903,WBGene00011903,WBGene00011903,History: N.A.
WBGene00020794,WBGene00020794,WBGene00020794,History: N.A.
WBGene00000454,WBGene00000454,WBGene00000454,History: N.A.
WBGene00020680,WBGene00020680,WBGene00020680,History: N.A.
WBGene00019935,WBGene00019935,WBGene00019935,History: N.A.
WBGene00005066,WBGene00005066,WBGene00005066,History: N.A.
WBGene00010088,WBGene00010088,WBGene00010088,History: N.A.
WBGene00009076,WBGene00009076,WBGene00009076,History: N.A.
WBGene00010241,WBGene00010241,WBGene00010241,History: N.A.
WBGene00020988,WBGene00020988,WBGene00020988,History: N.A.
WBGene00018905,WBGene00018905,WBGene00018906,"History: Merged into ""WBGene00018906"" on 2012-01-30"
WBGene00011749,WBGene00011749,WBGene00011749,History: N.A.
WBGene00017131,WBGene00017131,WBGene00017131,History: N.A.
WBGene00019425,WBGene00019425,WBGene00019425,History: N.A.
WBGene00005035,WBGene00005035,WBGene00005035,History: N.A.
WBGene00020665,WBGene00020665,WBGene00020665,History: N.A.
WBGene00000233,WBGene00000233,WBGene00000233,History: N.A.
WBGene00020413,WBGene00020413,WBGene00020413,History: N.A.
WBGene00001664,WBGene00001664,WBGene00001664,History: N.A.
WBGene00020992,WBGene00020992,WBGene00020992,History: N.A.
WBGene00009397,WBGene00009397,WBGene00009397,History: N.A.
WBGene00012962,WBGene00012962,WBGene00012962,History: N.A.
WBGene00009990,WBGene00009990,WBGene00009990,History: N.A.
WBGene00050957,WBGene00050957,WBGene00050957,History: N.A.
WBGene00008200,WBGene00008200,WBGene00008200,History: N.A.
WBGene00022288,WBGene00022288,WBGene00022288,History: N.A.
WBGene00017824,WBGene00017824,WBGene00017824,History: N.A.
WBGene00010904,WBGene00010904,WBGene00010904,History: N.A.
WBGene00008552,WBGene00008552,WBGene00008552,History: N.A.
WBGene00022528,WBGene00022528,WBGene00022528,History: N.A.
WBGene00005924,WBGene00005924,WBGene00005924,History: N.A.
WBGene00016874,WBGene00016874,WBGene00016874,History: N.A.
WBGene00008637,WBGene00008637,WBGene00008637,History: N.A.
WBGene00007594,WBGene00007594,WBGene00007594,History: Split into lgc-24(WBGene00045385). History of WBGene00007594: N.A.
WBGene00016164,WBGene00016164,WBGene00016164,History: N.A.
WBGene00005111,WBGene00005111,WBGene00005111,History: N.A.
WBGene00013298,WBGene00013298,WBGene00013298,History: N.A.
WBGene00011075,WBGene00011075,WBGene00011075,History: N.A.
WBGene00005060,WBGene00005060,WBGene00005060,History: N.A.
WBGene00022506,WBGene00022506,WBGene00022506,History: N.A.
WBGene00019603,WBGene00019603,WBGene00019603,History: N.A.
WBGene00018384,WBGene00018384,WBGene00018384,History: N.A.
WBGene00008269,WBGene00008269,WBGene00008269,History: N.A.
WBGene00019156,WBGene00019156,WBGene00019156,History: N.A.
WBGene00010614,WBGene00010614,WBGene00010614,History: N.A.
WBGene00007375,WBGene00007375,WBGene00007375,"History: Split into C06C3.12(WBGene00175031). History of WBGene00007375: Split into ""WBGene00175031"" on 2008-12-09"
WBGene00006582,WBGene00006582,WBGene00006582,History: N.A.
WBGene00010630,WBGene00010630,WBGene00010630,History: N.A.
WBGene00013391,WBGene00013391,WBGene00013391,History: N.A.
WBGene00008874,WBGene00008874,WBGene00008874,History: N.A.
WBGene00044080,WBGene00044080,WBGene00044080,History: N.A.
WBGene00020121,WBGene00020121,WBGene00020121,"History: Split into R160.10(WBGene00219369). History of WBGene00020121: Split into ""WBGene00219369"" on 2012-02-13"
WBGene00004033,WBGene00004033,WBGene00004033,History: N.A.
WBGene00003700,WBGene00003700,WBGene00003700,History: N.A.
WBGene00017632,WBGene00017632,WBGene00017632,History: N.A.
WBGene00005269,WBGene00005269,WBGene00005269,History: N.A.
WBGene00009497,WBGene00009497,WBGene00009497,History: N.A.
WBGene00021622,WBGene00021622,WBGene00021622,History: N.A.
WBGene00000483,WBGene00000483,WBGene00000483,History: N.A.
WBGene00019154,WBGene00019154,WBGene00019154,History: N.A.
WBGene00016246,WBGene00016246,WBGene00016246,"History: Split into C30B5.17(WBGene00269379). History of WBGene00016246: Renamed on 2012-06-29; Split into ""WBGene00269379"" on 2016-02-18"
WBGene00014000,WBGene00014000,WBGene00014000,History: N.A.
WBGene00015651,WBGene00015651,WBGene00015651,History: N.A.
WBGene00012442,WBGene00012442,WBGene00012442,History: N.A.
WBGene00007693,WBGene00007693,WBGene00007693,History: N.A.
WBGene00011698,WBGene00011698,WBGene00011698,History: N.A.
WBGene00021002,WBGene00021002,WBGene00021002,History: N.A.
WBGene00004819,WBGene00004819,WBGene00004819,History: N.A.
WBGene00008663,WBGene00008663,WBGene00008663,History: N.A.
WBGene00016536,WBGene00016536,,History: Killed on 2017-09-25. Remark: Removed in a previous release
WBGene00010143,WBGene00010143,WBGene00010143,History: N.A.
WBGene00017618,WBGene00017618,WBGene00017618,History: N.A.
WBGene00000175,WBGene00000175,WBGene00000175,History: N.A.
WBGene00016679,WBGene00016679,WBGene00016679,"History: Split into C45G9.15(WBGene00050919). History of WBGene00016679: Split into ""WBGene00050919"" on 2007-10-15"
WBGene00010237,WBGene00010237,WBGene00010237,History: N.A.
WBGene00021160,WBGene00021160,WBGene00021160,History: N.A.
WBGene00020699,WBGene00020699,WBGene00020699,History: N.A.
WBGene00008631,WBGene00008631,WBGene00008631,History: N.A.
WBGene00020046,WBGene00020046,WBGene00020046,History: N.A.
WBGene00011183,WBGene00011183,WBGene00011183,History: N.A.
WBGene00019501,WBGene00019501,WBGene00019501,History: N.A.
WBGene00005879,WBGene00005879,WBGene00005879,History: N.A.
WBGene00009768,WBGene00009768,WBGene00009768,History: N.A.
WBGene00008658,WBGene00008658,WBGene00008658,History: N.A.
WBGene00045336,WBGene00045336,WBGene00045336,History: N.A.
WBGene00000584,WBGene00000584,WBGene00000584,History: N.A.
WBGene00004157,WBGene00004157,WBGene00004157,History: N.A.
WBGene00012114,WBGene00012114,WBGene00012114,"History: Split into T28B8.6(WBGene00044122). History of WBGene00012114: Split into ""WBGene00044122"" on 2005-02-28"
WBGene00009635,WBGene00009635,WBGene00009635,History: N.A.
WBGene00015527,WBGene00015527,WBGene00015527,History: N.A.
WBGene00045515,WBGene00045515,WBGene00045515,History: N.A.
WBGene00000493,WBGene00000493,WBGene00000493,History: N.A.
WBGene00012654,WBGene00012654,WBGene00012654,History: N.A.
WBGene00022631,WBGene00022631,WBGene00022631,History: Renamed on 2005-03-17
WBGene00006554,WBGene00006554,WBGene00006554,History: N.A.
WBGene00043666,WBGene00043666,WBGene00043666,History: Killed on 2004-10-04; Resurrected on 2005-06-15
WBGene00005655,WBGene00005655,WBGene00005655,History: N.A.
WBGene00015081,WBGene00015081,WBGene00015081,"History: Split into B0244.15(WBGene00206513). History of WBGene00015081: Split into ""WBGene00206513"" on 2011-07-20"
WBGene00020864,WBGene00020864,WBGene00020864,History: N.A.
WBGene00006204,WBGene00006204,WBGene00006204,History: N.A.
WBGene00015822,WBGene00015822,WBGene00015822,History: N.A.
WBGene00013459,WBGene00013459,WBGene00013459,History: N.A.
WBGene00005127,WBGene00005127,WBGene00005127,History: N.A.
WBGene00010349,WBGene00010349,WBGene00010349,History: N.A.
WBGene00011512,WBGene00011512,WBGene00011512,History: N.A.
WBGene00044460,WBGene00044460,WBGene00044460,History: N.A.
WBGene00011372,WBGene00011372,WBGene00011372,History: N.A.
WBGene00018411,WBGene00018411,WBGene00018411,History: N.A.
